"","date","DCOM"
"131","2007-07-11",13.01
"132","2007-07-12",13.24
"133","2007-07-13",13.1
"134","2007-07-16",12.84
"135","2007-07-17",12.78
"136","2007-07-18",12.64
"137","2007-07-19",12.87
"138","2007-07-20",12.57
"139","2007-07-23",12.37
"140","2007-07-24",11.77
"141","2007-07-25",11.97
"142","2007-07-26",11.44
"143","2007-07-27",11.25
"144","2007-07-30",11.3
"145","2007-07-31",11.19
"146","2007-08-01",11.22
"147","2007-08-02",11.34
"148","2007-08-03",10.88
"149","2007-08-06",11.62
"150","2007-08-07",11.84
"151","2007-08-08",12.4
"152","2007-08-09",12.53
"153","2007-08-10",12.26
"154","2007-08-13",11.85
"155","2007-08-14",11.52
"156","2007-08-15",11.65
"157","2007-08-16",13.17
"158","2007-08-17",13.86
"159","2007-08-20",13.88
"160","2007-08-21",13.7
"161","2007-08-22",14.13
"162","2007-08-23",13.71
"163","2007-08-24",14.03
"164","2007-08-27",13.98
"165","2007-08-28",13.48
"166","2007-08-29",13.95
"167","2007-08-30",13.78
"168","2007-08-31",13.63
"169","2007-09-04",13.68
"170","2007-09-05",13.48
"171","2007-09-06",13.35
"172","2007-09-07",13.39
"173","2007-09-10",13.55
"174","2007-09-11",13.92
"175","2007-09-12",14.1
"176","2007-09-13",14.08
"177","2007-09-14",14.25
"178","2007-09-17",14.3
"179","2007-09-18",15.46
"180","2007-09-19",15.94
"181","2007-09-20",15.71
"182","2007-09-21",15.5
"183","2007-09-24",14.7
"184","2007-09-25",14.59
"185","2007-09-26",14.5
"186","2007-09-27",14.38
"187","2007-09-28",14.97
"188","2007-10-01",15.21
"189","2007-10-02",15.34
"190","2007-10-03",15.21
"191","2007-10-04",15.14
"192","2007-10-05",14.9
"193","2007-10-08",14.52
"194","2007-10-09",14.63
"195","2007-10-10",14.48
"196","2007-10-11",14.06
"197","2007-10-12",13.99
"198","2007-10-15",13.73
"199","2007-10-16",13.58
"200","2007-10-17",13.4
"201","2007-10-18",13.54
"202","2007-10-19",13
"203","2007-10-22",13.65
"204","2007-10-23",13.92
"205","2007-10-24",13.85
"206","2007-10-25",13.74
"207","2007-10-26",14.33
"208","2007-10-29",14.3
"209","2007-10-30",14.18
"210","2007-10-31",14.39
"211","2007-11-01",13.31
"212","2007-11-02",13.68
"213","2007-11-05",13.37
"214","2007-11-06",13.59
"215","2007-11-07",12.75
"216","2007-11-08",13.35
"217","2007-11-09",13.49
"218","2007-11-12",13.36
"219","2007-11-13",13.77
"220","2007-11-14",13.49
"221","2007-11-15",13.15
"222","2007-11-16",12.9
"223","2007-11-19",12.37
"224","2007-11-20",12.6
"225","2007-11-21",12.27
"226","2007-11-23",12.68
"227","2007-11-26",12
"228","2007-11-27",12.71
"229","2007-11-28",13.2
"230","2007-11-29",12.88
"231","2007-11-30",13.57
"232","2007-12-03",13.38
"233","2007-12-04",13.23
"234","2007-12-05",13.43
"235","2007-12-06",13.57
"236","2007-12-07",13.37
"237","2007-12-10",14.79
"238","2007-12-11",14.01
"239","2007-12-12",13.83
"240","2007-12-13",14.05
"241","2007-12-14",13.51
"242","2007-12-17",13.8
"243","2007-12-18",13.34
"244","2007-12-19",13.2
"245","2007-12-20",12.99
"246","2007-12-21",13.29
"247","2007-12-24",13.43
"248","2007-12-26",13.61
"249","2007-12-27",12.91
"250","2007-12-28",12.83
"251","2007-12-31",12.77
"252","2008-01-02",12.59
"253","2008-01-03",12.98
"254","2008-01-04",12.65
"255","2008-01-07",13.03
"256","2008-01-08",12.62
"257","2008-01-09",13.02
"258","2008-01-10",13.04
"259","2008-01-11",12.39
"260","2008-01-14",12.66
"261","2008-01-15",12.65
"262","2008-01-16",12.56
"263","2008-01-17",12.25
"264","2008-01-18",12.01
"265","2008-01-22",12.35
"266","2008-01-23",13.74
"267","2008-01-24",13.42
"268","2008-01-25",13.75
"269","2008-01-28",14.45
"270","2008-01-29",14.86
"271","2008-01-30",14.33
"272","2008-01-31",15.03
"273","2008-02-01",15.38
"274","2008-02-04",14.94
"275","2008-02-05",14.87
"276","2008-02-06",15.05
"277","2008-02-07",15.74
"278","2008-02-08",15.15
"279","2008-02-11",15.04
"280","2008-02-12",14.97
"281","2008-02-13",15.65
"282","2008-02-14",15.56
"283","2008-02-15",15.57
"284","2008-02-19",15.45
"285","2008-02-20",15.61
"286","2008-02-21",15.32
"287","2008-02-22",15.77
"288","2008-02-25",16.040001
"289","2008-02-26",16.129999
"290","2008-02-27",16.379999
"291","2008-02-28",15.72
"292","2008-02-29",15.22
"293","2008-03-03",14.92
"294","2008-03-04",15.07
"295","2008-03-05",14.58
"296","2008-03-06",14.46
"297","2008-03-07",14.71
"298","2008-03-10",14.67
"299","2008-03-11",15.93
"300","2008-03-12",15.48
"301","2008-03-13",16.24
"302","2008-03-14",16.059999
"303","2008-03-17",16.27
"304","2008-03-18",16.84
"305","2008-03-19",16.48
"306","2008-03-20",17.43
"307","2008-03-24",17.07
"308","2008-03-25",16.959999
"309","2008-03-26",16.709999
"310","2008-03-27",16.57
"311","2008-03-28",16.9
"312","2008-03-31",17.48
"313","2008-04-01",17.799999
"314","2008-04-02",17.98
"315","2008-04-03",17.99
"316","2008-04-04",17.67
"317","2008-04-07",17.59
"318","2008-04-08",17.4
"319","2008-04-09",16.92
"320","2008-04-10",17.09
"321","2008-04-11",16.530001
"322","2008-04-14",16.66
"323","2008-04-15",16.559999
"324","2008-04-16",17.65
"325","2008-04-17",17.27
"326","2008-04-18",17.799999
"327","2008-04-21",16.969999
"328","2008-04-22",18.719999
"329","2008-04-23",18.27
"330","2008-04-24",18.66
"331","2008-04-25",18.5
"332","2008-04-28",18.610001
"333","2008-04-29",18.57
"334","2008-04-30",18.67
"335","2008-05-01",18.76
"336","2008-05-02",18.49
"337","2008-05-05",18.530001
"338","2008-05-06",18.5
"339","2008-05-07",18.15
"340","2008-05-08",18.01
"341","2008-05-09",18.18
"342","2008-05-12",18.719999
"343","2008-05-13",18.799999
"344","2008-05-14",18.940001
"345","2008-05-15",19.23
"346","2008-05-16",18.83
"347","2008-05-19",18.059999
"348","2008-05-20",17.780001
"349","2008-05-21",17.9
"350","2008-05-22",18.389999
"351","2008-05-23",18.139999
"352","2008-05-27",18.299999
"353","2008-05-28",17.959999
"354","2008-05-29",18.16
"355","2008-05-30",18.18
"356","2008-06-02",17.68
"357","2008-06-03",17.4
"358","2008-06-04",17.610001
"359","2008-06-05",18.049999
"360","2008-06-06",17.49
"361","2008-06-09",17.16
"362","2008-06-10",16.889999
"363","2008-06-11",16.5
"364","2008-06-12",16.700001
"365","2008-06-13",16.65
"366","2008-06-16",17.26
"367","2008-06-17",16.93
"368","2008-06-18",17
"369","2008-06-19",16.719999
"370","2008-06-20",16.870001
"371","2008-06-23",17.049999
"372","2008-06-24",17.25
"373","2008-06-25",17.530001
"374","2008-06-26",17.370001
"375","2008-06-27",17.01
"376","2008-06-30",16.51
"377","2008-07-01",16.530001
"378","2008-07-02",15.85
"379","2008-07-03",15.6
"380","2008-07-07",14.94
"381","2008-07-08",16.25
"382","2008-07-09",15.27
"383","2008-07-10",15.73
"384","2008-07-11",15.98
"385","2008-07-14",15.17
"386","2008-07-15",14.78
"387","2008-07-16",16.030001
"388","2008-07-17",16.950001
"389","2008-07-18",17.23
"390","2008-07-21",17.049999
"391","2008-07-22",17.93
"392","2008-07-23",17.92
"393","2008-07-24",16.690001
"394","2008-07-25",16.809999
"395","2008-07-28",16.379999
"396","2008-07-29",16.860001
"397","2008-07-30",16.780001
"398","2008-07-31",16.73
"399","2008-08-01",16.709999
"400","2008-08-04",16.41
"401","2008-08-05",16.48
"402","2008-08-06",16.07
"403","2008-08-07",15.59
"404","2008-08-08",16.219999
"405","2008-08-11",16.610001
"406","2008-08-12",16.16
"407","2008-08-13",16.08
"408","2008-08-14",16.52
"409","2008-08-15",16.85
"410","2008-08-18",16.23
"411","2008-08-19",15.93
"412","2008-08-20",15.82
"413","2008-08-21",15.53
"414","2008-08-22",16.219999
"415","2008-08-25",15.97
"416","2008-08-26",16.24
"417","2008-08-27",16.280001
"418","2008-08-28",16.559999
"419","2008-08-29",16.42
"420","2008-09-02",16.51
"421","2008-09-03",16.540001
"422","2008-09-04",15.83
"423","2008-09-05",16.209999
"424","2008-09-08",16.74
"425","2008-09-09",16.969999
"426","2008-09-10",17.1
"427","2008-09-11",17.209999
"428","2008-09-12",17.290001
"429","2008-09-15",16.5
"430","2008-09-16",17.25
"431","2008-09-17",16.290001
"432","2008-09-18",18.26
"433","2008-09-19",20
"434","2008-09-22",17.51
"435","2008-09-23",16.9
"436","2008-09-24",16.83
"437","2008-09-25",17.26
"438","2008-09-26",16.780001
"439","2008-09-29",14.92
"440","2008-09-30",15.22
"441","2008-10-01",16.24
"442","2008-10-02",16.110001
"443","2008-10-03",17.5
"444","2008-10-06",16.620001
"445","2008-10-07",16.48
"446","2008-10-08",15.92
"447","2008-10-09",14.19
"448","2008-10-10",15.55
"449","2008-10-13",16.290001
"450","2008-10-14",16.469999
"451","2008-10-15",15.09
"452","2008-10-16",16.59
"453","2008-10-17",15.8
"454","2008-10-20",15.73
"455","2008-10-21",15.21
"456","2008-10-22",14.86
"457","2008-10-23",14.79
"458","2008-10-24",14.84
"459","2008-10-27",14.13
"460","2008-10-28",15.32
"461","2008-10-29",14.88
"462","2008-10-30",15.64
"463","2008-10-31",16.700001
"464","2008-11-03",16.879999
"465","2008-11-04",17.450001
"466","2008-11-05",16.17
"467","2008-11-06",15.62
"468","2008-11-07",15.38
"469","2008-11-10",15
"470","2008-11-11",15.23
"471","2008-11-12",14.91
"472","2008-11-13",16.35
"473","2008-11-14",15.02
"474","2008-11-17",14.62
"475","2008-11-18",14.34
"476","2008-11-19",13.17
"477","2008-11-20",12.28
"478","2008-11-21",12.45
"479","2008-11-24",13.56
"480","2008-11-25",13.8
"481","2008-11-26",13.74
"482","2008-11-28",13.48
"483","2008-12-01",10.85
"484","2008-12-02",12.04
"485","2008-12-03",12.63
"486","2008-12-04",12.79
"487","2008-12-05",13.59
"488","2008-12-08",14.28
"489","2008-12-09",13.97
"490","2008-12-10",14.04
"491","2008-12-11",13.13
"492","2008-12-12",13.97
"493","2008-12-15",13.01
"494","2008-12-16",13.92
"495","2008-12-17",13.72
"496","2008-12-18",12.97
"497","2008-12-19",12.74
"498","2008-12-22",12.26
"499","2008-12-23",11.84
"500","2008-12-24",11.8
"501","2008-12-26",11.89
"502","2008-12-29",11.91
"503","2008-12-30",12.52
"504","2008-12-31",13.3
"505","2009-01-02",13.11
"506","2009-01-05",12.88
"507","2009-01-06",13.36
"508","2009-01-07",13.02
"509","2009-01-08",13.44
"510","2009-01-09",12.96
"511","2009-01-12",12.82
"512","2009-01-13",13.26
"513","2009-01-14",12.31
"514","2009-01-15",12.45
"515","2009-01-16",12.62
"516","2009-01-20",11.82
"517","2009-01-21",12.71
"518","2009-01-22",12
"519","2009-01-23",11.5
"520","2009-01-26",11.53
"521","2009-01-27",11.5
"522","2009-01-28",11.5
"523","2009-01-29",10.16
"524","2009-01-30",10.05
"525","2009-02-02",10.11
"526","2009-02-03",9.46
"527","2009-02-04",9.39
"528","2009-02-05",9.8
"529","2009-02-06",10.31
"530","2009-02-09",10.35
"531","2009-02-10",9.92
"532","2009-02-11",10.1
"533","2009-02-12",10.02
"534","2009-02-13",9.62
"535","2009-02-17",9.19
"536","2009-02-18",9.08
"537","2009-02-19",8.93
"538","2009-02-20",8.87
"539","2009-02-23",8.7
"540","2009-02-24",9.05
"541","2009-02-25",9.31
"542","2009-02-26",10.04
"543","2009-02-27",9.86
"544","2009-03-02",9.68
"545","2009-03-03",9.11
"546","2009-03-04",8.62
"547","2009-03-05",7.62
"548","2009-03-06",7.43
"549","2009-03-09",6.9
"550","2009-03-10",7.25
"551","2009-03-11",8.01
"552","2009-03-12",9.26
"553","2009-03-13",9.91
"554","2009-03-16",9.28
"555","2009-03-17",9.07
"556","2009-03-18",9.41
"557","2009-03-19",9
"558","2009-03-20",9
"559","2009-03-23",10
"560","2009-03-24",9.22
"561","2009-03-25",9.58
"562","2009-03-26",9.9
"563","2009-03-27",9.66
"564","2009-03-30",9.07
"565","2009-03-31",9.38
"566","2009-04-01",9.51
"567","2009-04-02",9.75
"568","2009-04-03",10.03
"569","2009-04-06",9.63
"570","2009-04-07",9.66
"571","2009-04-08",9.73
"572","2009-04-09",10.64
"573","2009-04-13",10.83
"574","2009-04-14",9.45
"575","2009-04-15",9.5
"576","2009-04-16",9.62
"577","2009-04-17",9.58
"578","2009-04-20",8.68
"579","2009-04-21",9.53
"580","2009-04-22",9.11
"581","2009-04-23",8.51
"582","2009-04-24",8.8
"583","2009-04-27",8.41
"584","2009-04-28",8.56
"585","2009-04-29",8.53
"586","2009-04-30",8.34
"587","2009-05-01",7.98
"588","2009-05-04",8.64
"589","2009-05-05",8.07
"590","2009-05-06",8.59
"591","2009-05-07",8.58
"592","2009-05-08",8.82
"593","2009-05-11",8.13
"594","2009-05-12",7.96
"595","2009-05-13",7.01
"596","2009-05-14",7.81
"597","2009-05-15",7.57
"598","2009-05-18",8.71
"599","2009-05-19",8.26
"600","2009-05-20",8.27
"601","2009-05-21",8.18
"602","2009-05-22",8.25
"603","2009-05-26",8.51
"604","2009-05-27",8.25
"605","2009-05-28",8.38
"606","2009-05-29",8.91
"607","2009-06-01",8.92
"608","2009-06-02",8.67
"609","2009-06-03",8.67
"610","2009-06-04",8.91
"611","2009-06-05",8.69
"612","2009-06-08",8.58
"613","2009-06-09",8.68
"614","2009-06-10",8.64
"615","2009-06-11",8.53
"616","2009-06-12",8.79
"617","2009-06-15",8.6
"618","2009-06-16",8.48
"619","2009-06-17",8.29
"620","2009-06-18",8.48
"621","2009-06-19",8.07
"622","2009-06-22",7.94
"623","2009-06-23",7.88
"624","2009-06-24",8.44
"625","2009-06-25",8.7
"626","2009-06-26",9.14
"627","2009-06-29",9.1
"628","2009-06-30",9.11
"629","2009-07-01",9.19
"630","2009-07-02",9.08
"631","2009-07-06",8.91
"632","2009-07-07",8.75
"633","2009-07-08",8.67
"634","2009-07-09",8.65
"635","2009-07-10",8.74
"636","2009-07-13",9.15
"637","2009-07-14",9.86
"638","2009-07-15",10.05
"639","2009-07-16",10.4
"640","2009-07-17",10.4
"641","2009-07-20",10.26
"642","2009-07-21",10.01
"643","2009-07-22",10.15
"644","2009-07-23",10.81
"645","2009-07-24",10.66
"646","2009-07-27",11.46
"647","2009-07-28",11.44
"648","2009-07-29",12.09
"649","2009-07-30",12.13
"650","2009-07-31",12.04
"651","2009-08-03",12.7
"652","2009-08-04",12.68
"653","2009-08-05",12.56
"654","2009-08-06",12.06
"655","2009-08-07",12.35
"656","2009-08-10",12.44
"657","2009-08-11",12.27
"658","2009-08-12",12.42
"659","2009-08-13",12.44
"660","2009-08-14",12.27
"661","2009-08-17",12.38
"662","2009-08-18",12.2
"663","2009-08-19",12.29
"664","2009-08-20",12.34
"665","2009-08-21",12.46
"666","2009-08-24",12.37
"667","2009-08-25",12.57
"668","2009-08-26",12.33
"669","2009-08-27",11.98
"670","2009-08-28",11.75
"671","2009-08-31",11.2
"672","2009-09-01",11.05
"673","2009-09-02",10.81
"674","2009-09-03",10.93
"675","2009-09-04",11.07
"676","2009-09-08",10.9
"677","2009-09-09",11.2
"678","2009-09-10",11.27
"679","2009-09-11",10.99
"680","2009-09-14",11.4
"681","2009-09-15",11.37
"682","2009-09-16",12.08
"683","2009-09-17",11.7
"684","2009-09-18",11.31
"685","2009-09-21",11.16
"686","2009-09-22",11.22
"687","2009-09-23",11.38
"688","2009-09-24",11.39
"689","2009-09-25",11.36
"690","2009-09-28",11.68
"691","2009-09-29",11.63
"692","2009-09-30",11.43
"693","2009-10-01",11
"694","2009-10-02",10.99
"695","2009-10-05",11.39
"696","2009-10-06",11.74
"697","2009-10-07",12.03
"698","2009-10-08",12.01
"699","2009-10-09",12.11
"700","2009-10-12",12.21
"701","2009-10-13",11.88
"702","2009-10-14",12.12
"703","2009-10-15",12.04
"704","2009-10-16",11.81
"705","2009-10-19",11.78
"706","2009-10-20",11.54
"707","2009-10-21",11.59
"708","2009-10-22",11.81
"709","2009-10-23",11.59
"710","2009-10-26",11.41
"711","2009-10-27",11.19
"712","2009-10-28",10.87
"713","2009-10-29",11.34
"714","2009-10-30",10.99
"715","2009-11-02",10.88
"716","2009-11-03",10.95
"717","2009-11-04",10.34
"718","2009-11-05",10.85
"719","2009-11-06",11.07
"720","2009-11-09",11.19
"721","2009-11-10",11.34
"722","2009-11-11",11.73
"723","2009-11-12",11.5
"724","2009-11-13",11.58
"725","2009-11-16",11.7
"726","2009-11-17",11.83
"727","2009-11-18",11.88
"728","2009-11-19",11.48
"729","2009-11-20",11.63
"730","2009-11-23",11.8
"731","2009-11-24",11.78
"732","2009-11-25",11.42
"733","2009-11-27",11.14
"734","2009-11-30",11.24
"735","2009-12-01",11.12
"736","2009-12-02",11.34
"737","2009-12-03",11.16
"738","2009-12-04",11.66
"739","2009-12-07",11.61
"740","2009-12-08",11.35
"741","2009-12-09",11.22
"742","2009-12-10",11.22
"743","2009-12-11",11.39
"744","2009-12-14",11.57
"745","2009-12-15",11.16
"746","2009-12-16",11.34
"747","2009-12-17",11.09
"748","2009-12-18",11.26
"749","2009-12-21",11.28
"750","2009-12-22",11.51
"751","2009-12-23",11.33
"752","2009-12-24",11.45
"753","2009-12-28",11.23
"754","2009-12-29",11.45
"755","2009-12-30",11.87
"756","2009-12-31",11.73
"757","2010-01-04",11.81
"758","2010-01-05",11.52
"759","2010-01-06",11.36
"760","2010-01-07",11.41
"761","2010-01-08",11.63
"762","2010-01-11",11.68
"763","2010-01-12",11.56
"764","2010-01-13",11.73
"765","2010-01-14",11.73
"766","2010-01-15",11.74
"767","2010-01-19",11.75
"768","2010-01-20",11.83
"769","2010-01-21",12.02
"770","2010-01-22",12.01
"771","2010-01-25",11.89
"772","2010-01-26",11.75
"773","2010-01-27",12.61
"774","2010-01-28",12.14
"775","2010-01-29",12.09
"776","2010-02-01",11.82
"777","2010-02-02",11.77
"778","2010-02-03",11.64
"779","2010-02-04",11.6
"780","2010-02-05",11.62
"781","2010-02-08",11.26
"782","2010-02-09",11.44
"783","2010-02-10",11.35
"784","2010-02-11",11.67
"785","2010-02-12",11.83
"786","2010-02-16",11.9
"787","2010-02-17",11.87
"788","2010-02-18",11.9
"789","2010-02-19",11.9
"790","2010-02-22",11.94
"791","2010-02-23",11.96
"792","2010-02-24",12.17
"793","2010-02-25",12.2
"794","2010-02-26",12.14
"795","2010-03-01",12.35
"796","2010-03-02",12.7
"797","2010-03-03",12.65
"798","2010-03-04",12.85
"799","2010-03-05",13.4
"800","2010-03-08",12.99
"801","2010-03-09",13.25
"802","2010-03-10",13.31
"803","2010-03-11",13.4
"804","2010-03-12",13.4
"805","2010-03-15",13.39
"806","2010-03-16",13.36
"807","2010-03-17",13.74
"808","2010-03-18",13.66
"809","2010-03-19",13.41
"810","2010-03-22",13.32
"811","2010-03-23",13.13
"812","2010-03-24",12.98
"813","2010-03-25",12.99
"814","2010-03-26",12.77
"815","2010-03-29",12.84
"816","2010-03-30",12.75
"817","2010-03-31",12.63
"818","2010-04-01",12.53
"819","2010-04-05",13.03
"820","2010-04-06",13.12
"821","2010-04-07",13.22
"822","2010-04-08",13.21
"823","2010-04-09",13.08
"824","2010-04-12",13.08
"825","2010-04-13",13.09
"826","2010-04-14",13.31
"827","2010-04-15",13.45
"828","2010-04-16",13.23
"829","2010-04-19",13.24
"830","2010-04-20",13.26
"831","2010-04-21",13.71
"832","2010-04-22",13.75
"833","2010-04-23",13.79
"834","2010-04-26",13.61
"835","2010-04-27",13.41
"836","2010-04-28",13.06
"837","2010-04-29",13.33
"838","2010-04-30",12.75
"839","2010-05-03",13.18
"840","2010-05-04",13.09
"841","2010-05-05",13.26
"842","2010-05-06",12.3
"843","2010-05-07",12.05
"844","2010-05-10",12.7
"845","2010-05-11",12.84
"846","2010-05-12",13.63
"847","2010-05-13",13.9
"848","2010-05-14",13.81
"849","2010-05-17",14.05
"850","2010-05-18",13.76
"851","2010-05-19",13.32
"852","2010-05-20",12.26
"853","2010-05-21",12.51
"854","2010-05-24",12.21
"855","2010-05-25",12.2
"856","2010-05-26",12.41
"857","2010-05-27",12.86
"858","2010-05-28",12.76
"859","2010-06-01",12.26
"860","2010-06-02",12.67
"861","2010-06-03",12.62
"862","2010-06-04",11.94
"863","2010-06-07",11.88
"864","2010-06-08",11.92
"865","2010-06-09",11.92
"866","2010-06-10",12.19
"867","2010-06-11",12.28
"868","2010-06-14",12.37
"869","2010-06-15",12.69
"870","2010-06-16",12.62
"871","2010-06-17",12.53
"872","2010-06-18",12.57
"873","2010-06-21",12.41
"874","2010-06-22",12.19
"875","2010-06-23",12.07
"876","2010-06-24",11.91
"877","2010-06-25",12.09
"878","2010-06-28",11.93
"879","2010-06-29",12
"880","2010-06-30",12.33
"881","2010-07-01",12.41
"882","2010-07-02",12.28
"883","2010-07-06",12.35
"884","2010-07-07",12.74
"885","2010-07-08",13.16
"886","2010-07-09",13.41
"887","2010-07-12",13.06
"888","2010-07-13",13.4
"889","2010-07-14",13.24
"890","2010-07-15",13.01
"891","2010-07-16",12.4
"892","2010-07-19",12.69
"893","2010-07-20",13.13
"894","2010-07-21",12.59
"895","2010-07-22",12.86
"896","2010-07-23",13.61
"897","2010-07-26",14.29
"898","2010-07-27",13.33
"899","2010-07-28",13.12
"900","2010-07-29",13.31
"901","2010-07-30",13.1
"902","2010-08-02",13.08
"903","2010-08-03",13
"904","2010-08-04",13.1
"905","2010-08-05",13.01
"906","2010-08-06",12.87
"907","2010-08-09",12.87
"908","2010-08-10",12.52
"909","2010-08-11",11.93
"910","2010-08-12",11.98
"911","2010-08-13",11.88
"912","2010-08-16",12.09
"913","2010-08-17",12.24
"914","2010-08-18",12.29
"915","2010-08-19",12.3
"916","2010-08-20",12.56
"917","2010-08-23",12.36
"918","2010-08-24",12.35
"919","2010-08-25",12.43
"920","2010-08-26",12.63
"921","2010-08-27",12.74
"922","2010-08-30",12.26
"923","2010-08-31",12.49
"924","2010-09-01",12.98
"925","2010-09-02",12.71
"926","2010-09-03",12.77
"927","2010-09-07",12.36
"928","2010-09-08",12.42
"929","2010-09-09",12.56
"930","2010-09-10",12.52
"931","2010-09-13",12.63
"932","2010-09-14",12.44
"933","2010-09-15",12.5
"934","2010-09-16",12.4
"935","2010-09-17",12.4
"936","2010-09-20",13
"937","2010-09-21",12.94
"938","2010-09-22",12.82
"939","2010-09-23",12.71
"940","2010-09-24",13.18
"941","2010-09-27",13.21
"942","2010-09-28",13.9
"943","2010-09-29",13.81
"944","2010-09-30",13.86
"945","2010-10-01",14.05
"946","2010-10-04",13.8
"947","2010-10-05",13.99
"948","2010-10-06",13.93
"949","2010-10-07",13.99
"950","2010-10-08",14.06
"951","2010-10-11",14.4
"952","2010-10-12",14.43
"953","2010-10-13",14.5
"954","2010-10-14",14.25
"955","2010-10-15",14.28
"956","2010-10-18",14.63
"957","2010-10-19",14.36
"958","2010-10-20",14.6
"959","2010-10-21",14.61
"960","2010-10-22",14.64
"961","2010-10-25",14.44
"962","2010-10-26",14.55
"963","2010-10-27",14.45
"964","2010-10-28",14.62
"965","2010-10-29",14.6
"966","2010-11-01",14.5
"967","2010-11-02",14.74
"968","2010-11-03",14.84
"969","2010-11-04",15.25
"970","2010-11-05",15.35
"971","2010-11-08",15.15
"972","2010-11-09",14.8
"973","2010-11-10",15.06
"974","2010-11-11",14.81
"975","2010-11-12",14.39
"976","2010-11-15",14.43
"977","2010-11-16",14.15
"978","2010-11-17",14.15
"979","2010-11-18",14.36
"980","2010-11-19",14.09
"981","2010-11-22",14.05
"982","2010-11-23",13.98
"983","2010-11-24",14.18
"984","2010-11-26",14.04
"985","2010-11-29",13.94
"986","2010-11-30",13.65
"987","2010-12-01",13.7
"988","2010-12-02",14
"989","2010-12-03",14.11
"990","2010-12-06",14.15
"991","2010-12-07",14.34
"992","2010-12-08",14.64
"993","2010-12-09",14.62
"994","2010-12-10",14.86
"995","2010-12-13",14.87
"996","2010-12-14",14.9
