"","date","XTLB"
"1070","2011-03-31",21
"1071","2011-04-01",18.5
"1072","2011-04-04",18.5
"1073","2011-04-05",18.5
"1074","2011-04-06",18.5
"1075","2011-04-07",18.5
"1076","2011-04-08",18.5
"1077","2011-04-11",17.5
"1078","2011-04-12",17.5
"1079","2011-04-13",17.5
"1080","2011-04-14",17.5
"1081","2011-04-15",18.5
"1082","2011-04-18",15.5
"1083","2011-04-19",15.5
"1084","2011-04-20",15.5
"1085","2011-04-21",16.5
"1086","2011-04-25",16.5
"1087","2011-04-26",19
"1088","2011-04-27",19
"1089","2011-04-28",19
"1090","2011-04-29",19
"1091","2011-05-02",19
"1092","2011-05-03",19
"1093","2011-05-04",16.5
"1094","2011-05-05",16.5
"1095","2011-05-06",16.5
"1096","2011-05-09",16.5
"1097","2011-05-10",16.5
"1098","2011-05-11",16.5
"1099","2011-05-12",16.5
"1100","2011-05-13",16.5
"1101","2011-05-16",17.5
"1102","2011-05-17",17.5
"1103","2011-05-18",17.5
"1104","2011-05-19",19
"1105","2011-05-20",19
"1106","2011-05-23",19
"1107","2011-05-24",19
"1108","2011-05-25",14
"1109","2011-05-26",14
"1110","2011-05-27",14
"1111","2011-05-31",14
"1112","2011-06-01",14
"1113","2011-06-02",14.5
"1114","2011-06-03",14.5
"1115","2011-06-06",14.5
"1116","2011-06-07",14.5
"1117","2011-06-08",14
"1118","2011-06-09",14
"1119","2011-06-10",14
"1120","2011-06-13",13
"1121","2011-06-14",13
"1122","2011-06-15",13
"1123","2011-06-16",13
"1124","2011-06-17",13
"1125","2011-06-20",13
"1126","2011-06-21",18
"1127","2011-06-22",18
"1128","2011-06-23",18
"1129","2011-06-24",16
"1130","2011-06-27",16
"1131","2011-06-28",16
"1132","2011-06-29",16
"1133","2011-06-30",16
"1134","2011-07-01",16
"1135","2011-07-05",16
"1136","2011-07-06",16
"1137","2011-07-07",18
"1138","2011-07-08",19.5
"1139","2011-07-11",19.5
"1140","2011-07-12",20
"1141","2011-07-13",20
"1142","2011-07-14",20
"1143","2011-07-15",20
"1144","2011-07-18",19.5
"1145","2011-07-19",21.5
"1146","2011-07-20",21.5
"1147","2011-07-21",15.5
"1148","2011-07-22",20
"1149","2011-07-25",20
"1150","2011-07-26",20
"1151","2011-07-27",20
"1152","2011-07-28",15
"1153","2011-07-29",19
"1154","2011-08-01",20
"1155","2011-08-02",20
"1156","2011-08-03",20
"1157","2011-08-04",13
"1158","2011-08-05",19
"1159","2011-08-08",19
"1160","2011-08-09",19
"1161","2011-08-10",18.5
"1162","2011-08-11",18.5
"1163","2011-08-12",18.5
"1164","2011-08-15",18.5
"1165","2011-08-16",18.5
"1166","2011-08-17",18.5
"1167","2011-08-18",18.5
"1168","2011-08-19",18.5
"1169","2011-08-22",12.5
"1170","2011-08-23",16.5
"1171","2011-08-24",18.5
"1172","2011-08-25",18.5
"1173","2011-08-26",18.5
"1174","2011-08-29",18.5
"1175","2011-08-30",18.5
"1176","2011-08-31",18.5
"1177","2011-09-01",18.5
"1178","2011-09-02",18.5
"1179","2011-09-06",17.5
"1180","2011-09-07",16.5
"1181","2011-09-08",16.5
"1182","2011-09-09",16.5
"1183","2011-09-12",16.5
"1184","2011-09-13",16.5
"1185","2011-09-14",16.5
"1186","2011-09-15",16.5
"1187","2011-09-16",16.5
"1188","2011-09-19",16.5
"1189","2011-09-20",16.5
"1190","2011-09-21",14.5
"1191","2011-09-22",13
"1192","2011-09-23",15
"1193","2011-09-26",15
"1194","2011-09-27",12.5
"1195","2011-09-28",12.5
"1196","2011-09-29",12.5
"1197","2011-09-30",15
"1198","2011-10-03",15
"1199","2011-10-04",16.5
"1200","2011-10-05",12.5
"1201","2011-10-06",12.5
"1202","2011-10-07",12.5
"1203","2011-10-10",15
"1204","2011-10-11",15
"1205","2011-10-12",11.5
"1206","2011-10-13",11.5
"1207","2011-10-14",14
"1208","2011-10-17",14
"1209","2011-10-18",14
"1210","2011-10-19",11.5
"1211","2011-10-20",11.5
"1212","2011-10-21",11.5
"1213","2011-10-24",11.5
"1214","2011-10-25",11.5
"1215","2011-10-26",11.5
"1216","2011-10-27",11.5
"1217","2011-10-28",14
"1218","2011-10-31",13
"1219","2011-11-01",13
"1220","2011-11-02",13
"1221","2011-11-03",13
"1222","2011-11-04",13
"1223","2011-11-07",13
"1224","2011-11-08",13
"1225","2011-11-09",13
"1226","2011-11-10",13.5
"1227","2011-11-11",13.5
"1228","2011-11-14",13.5
"1229","2011-11-15",13
"1230","2011-11-16",13
"1231","2011-11-17",13
"1232","2011-11-18",13
"1233","2011-11-21",13
"1234","2011-11-22",13
"1235","2011-11-23",13
"1236","2011-11-25",13
"1237","2011-11-28",13
"1238","2011-11-29",14
"1239","2011-11-30",14
"1240","2011-12-01",14
"1241","2011-12-02",14
"1242","2011-12-05",14
"1243","2011-12-06",11
"1244","2011-12-07",11
"1245","2011-12-08",11
"1246","2011-12-09",11
"1247","2011-12-12",11
"1248","2011-12-13",11
"1249","2011-12-14",11
"1250","2011-12-15",11
"1251","2011-12-16",10
"1252","2011-12-19",10
"1253","2011-12-20",10
"1254","2011-12-21",12.5
"1255","2011-12-22",14
"1256","2011-12-23",14
"1257","2011-12-27",14
"1258","2011-12-28",15.5
"1259","2011-12-29",19
"1260","2011-12-30",19
"1261","2012-01-03",20.5
"1262","2012-01-04",15.5
"1263","2012-01-05",17.5
"1264","2012-01-06",17.5
"1265","2012-01-09",18.5
"1266","2012-01-10",18.5
"1267","2012-01-11",18.5
"1268","2012-01-12",15
"1269","2012-01-13",17.5
"1270","2012-01-17",17.5
"1271","2012-01-18",17.5
"1272","2012-01-19",16
"1273","2012-01-20",17.5
"1274","2012-01-23",18
"1275","2012-01-24",18
"1276","2012-01-25",16.5
"1277","2012-01-26",16.5
"1278","2012-01-27",18.5
"1279","2012-01-30",17.5
"1280","2012-01-31",17.5
"1281","2012-02-01",17.5
"1282","2012-02-02",15.5
"1283","2012-02-03",17.5
"1284","2012-02-06",17.5
"1285","2012-02-07",17.5
"1286","2012-02-08",20
"1287","2012-02-09",17.5
"1288","2012-02-10",19.5
"1289","2012-02-13",19.5
"1290","2012-02-14",19.5
"1291","2012-02-15",19
"1292","2012-02-16",19.5
"1293","2012-02-17",20
"1294","2012-02-21",19.5
"1295","2012-02-22",18.5
"1296","2012-02-23",21
"1297","2012-02-24",21.5
"1298","2012-02-27",22
"1299","2012-02-28",22
"1300","2012-02-29",21.5
"1301","2012-03-01",22.5
"1302","2012-03-02",23.5
"1303","2012-03-05",25.5
"1304","2012-03-06",24
"1305","2012-03-07",25
"1306","2012-03-08",24.5
"1307","2012-03-09",23.5
"1308","2012-03-12",25.5
"1309","2012-03-13",29.5
"1310","2012-03-14",30.5
"1311","2012-03-15",28
"1312","2012-03-16",30
"1313","2012-03-19",33.5
"1314","2012-03-20",34.5
"1315","2012-03-21",35
"1316","2012-03-22",33.5
"1317","2012-03-23",33.5
"1318","2012-03-26",30
"1319","2012-03-27",23.5
"1320","2012-03-28",24
"1321","2012-03-29",25
"1322","2012-03-30",26
"1323","2012-04-02",25
"1324","2012-04-03",23.5
"1325","2012-04-04",25
"1326","2012-04-05",25.5
"1327","2012-04-09",25.5
"1328","2012-04-10",25
"1329","2012-04-11",25
"1330","2012-04-12",25.5
"1331","2012-04-13",25
"1332","2012-04-16",26
"1333","2012-04-17",27.5
"1334","2012-04-18",26.5
"1335","2012-04-19",27.5
"1336","2012-04-20",25
"1337","2012-04-23",25.5
"1338","2012-04-24",25
"1339","2012-04-25",27
"1340","2012-04-26",29.5
"1341","2012-04-27",27.5
"1342","2012-04-30",30.5
"1343","2012-05-01",31
"1344","2012-05-02",32
"1345","2012-05-03",31.5
"1346","2012-05-04",31
"1347","2012-05-07",32.5
"1348","2012-05-08",32
"1349","2012-05-09",30.5
"1350","2012-05-10",30
"1351","2012-05-11",32
"1352","2012-05-14",33.5
"1353","2012-05-15",32.5
"1354","2012-05-16",33
"1355","2012-05-17",32.5
"1356","2012-05-18",32.5
"1357","2012-05-21",32.5
"1358","2012-05-22",34.5
"1359","2012-05-23",31
"1360","2012-05-24",32
"1361","2012-05-25",31.5
"1362","2012-05-29",31.5
"1363","2012-05-30",31.5
"1364","2012-05-31",30.5
"1365","2012-06-01",29
"1366","2012-06-04",29.5
"1367","2012-06-05",30.5
"1368","2012-06-06",30.5
"1369","2012-06-07",30.5
"1370","2012-06-08",30.5
"1371","2012-06-11",30.5
"1372","2012-06-12",30.5
"1373","2012-06-13",32.5
"1374","2012-06-14",32.5
"1375","2012-06-15",31
"1376","2012-06-18",31
"1377","2012-06-19",31
"1378","2012-06-20",29.5
"1379","2012-06-21",31
"1380","2012-06-22",29
"1381","2012-06-25",27
"1382","2012-06-26",27
"1383","2012-06-27",26.5
"1384","2012-06-28",28
"1385","2012-06-29",29.5
"1386","2012-07-02",31
"1387","2012-07-03",32.5
"1388","2012-07-05",36.5
"1389","2012-07-06",36.5
"1390","2012-07-09",37
"1391","2012-07-10",37.5
"1392","2012-07-11",37.5
"1393","2012-07-12",37
"1394","2012-07-13",37.5
"1395","2012-07-16",39
"1396","2012-07-17",38.5
"1397","2012-07-18",41.5
"1398","2012-07-19",42
"1399","2012-07-20",42.5
"1400","2012-07-23",42.5
"1401","2012-07-24",42
"1402","2012-07-25",40.5
"1403","2012-07-26",42
"1404","2012-07-27",42
"1405","2012-07-30",42
"1406","2012-07-31",40
"1407","2012-08-01",40
"1408","2012-08-02",40
"1409","2012-08-03",40
"1410","2012-08-06",39.5
"1411","2012-08-07",37.5
"1412","2012-08-08",37.5
"1413","2012-08-09",40
"1414","2012-08-10",37.5
"1415","2012-08-13",37.5
"1416","2012-08-14",37.5
"1417","2012-08-15",37.5
"1418","2012-08-16",41.5
"1419","2012-08-17",41.5
"1420","2012-08-20",39.5
"1421","2012-08-21",40
"1422","2012-08-22",42.5
"1423","2012-08-23",42.5
"1424","2012-08-24",42.5
"1425","2012-08-27",42.5
"1426","2012-08-28",39.5
"1427","2012-08-29",39.5
"1428","2012-08-30",35
"1429","2012-08-31",37.5
"1430","2012-09-04",31.5
"1431","2012-09-05",33
"1432","2012-09-06",32.5
"1433","2012-09-07",31.5
"1434","2012-09-10",30
"1435","2012-09-11",28.5
"1436","2012-09-12",26
"1437","2012-09-13",26
"1438","2012-09-14",27.5
"1439","2012-09-17",27.5
"1440","2012-09-18",28
"1441","2012-09-19",28
"1442","2012-09-20",29
"1443","2012-09-21",29
"1444","2012-09-24",29
"1445","2012-09-25",31.5
"1446","2012-09-26",31.5
"1447","2012-09-27",33
"1448","2012-09-28",33
"1449","2012-10-01",35
"1450","2012-10-02",34.5
"1451","2012-10-03",35.5
"1452","2012-10-04",35
"1453","2012-10-05",35
"1454","2012-10-08",33.799999
"1455","2012-10-09",37.099998
"1456","2012-10-10",35.75
"1457","2012-10-11",35.75
"1458","2012-10-12",37.5
"1459","2012-10-15",33.299999
"1460","2012-10-16",36.75
"1461","2012-10-17",36.75
"1462","2012-10-18",36.299999
"1463","2012-10-19",36.299999
"1464","2012-10-22",34
"1465","2012-10-23",31.25
"1466","2012-10-24",33.450001
"1467","2012-10-25",32.75
"1468","2012-10-26",33.599998
"1469","2012-10-31",34
"1470","2012-11-01",35
"1471","2012-11-02",35
"1472","2012-11-05",35
"1473","2012-11-06",35
"1474","2012-11-07",35
"1475","2012-11-08",30
"1476","2012-11-09",29.5
"1477","2012-11-12",29.5
"1478","2012-11-13",28.549999
"1479","2012-11-14",30.75
"1480","2012-11-15",30
"1481","2012-11-16",28.549999
"1482","2012-11-19",30
"1483","2012-11-20",28.299999
"1484","2012-11-21",30
"1485","2012-11-23",30
"1486","2012-11-26",29.5
"1487","2012-11-27",30.049999
"1488","2012-11-28",30.65
"1489","2012-11-29",32.5
"1490","2012-11-30",32.5
"1491","2012-12-03",34.950001
"1492","2012-12-04",35.549999
"1493","2012-12-05",36
"1494","2012-12-06",36
"1495","2012-12-07",36
"1496","2012-12-10",36
"1497","2012-12-11",34.099998
"1498","2012-12-12",35.700001
"1499","2012-12-13",37.5
"1500","2012-12-14",37.75
"1501","2012-12-17",37.5
"1502","2012-12-18",37.75
"1503","2012-12-19",36.5
"1504","2012-12-20",35.700001
"1505","2012-12-21",35.599998
"1506","2012-12-24",33.849998
"1507","2012-12-26",33.599998
"1508","2012-12-27",34.5
"1509","2012-12-28",39
"1510","2012-12-31",37.099998
"1511","2013-01-02",37.099998
"1512","2013-01-03",37.099998
"1513","2013-01-04",35.75
"1514","2013-01-07",34.799999
"1515","2013-01-08",33.25
"1516","2013-01-09",34.75
"1517","2013-01-10",35
"1518","2013-01-11",35
"1519","2013-01-14",33.349998
"1520","2013-01-15",34
"1521","2013-01-16",32
"1522","2013-01-17",32
"1523","2013-01-18",32
"1524","2013-01-22",30.6
"1525","2013-01-23",30.35
"1526","2013-01-24",30
"1527","2013-01-25",30.15
"1528","2013-01-28",29
"1529","2013-01-29",29
"1530","2013-01-30",30
"1531","2013-01-31",31.9
"1532","2013-02-01",32.200001
"1533","2013-02-04",32.200001
"1534","2013-02-05",32.200001
"1535","2013-02-06",29.65
"1536","2013-02-07",29.65
"1537","2013-02-08",29.65
"1538","2013-02-11",30.85
"1539","2013-02-12",30.85
"1540","2013-02-13",29.9
"1541","2013-02-14",29.9
"1542","2013-02-15",30
"1543","2013-02-19",30
"1544","2013-02-20",29.799999
"1545","2013-02-21",29.799999
"1546","2013-02-22",31.35
"1547","2013-02-25",31.549999
"1548","2013-02-26",31.75
"1549","2013-02-27",32.849998
"1550","2013-02-28",34.5
"1551","2013-03-01",34.5
"1552","2013-03-04",33
"1553","2013-03-05",33.400002
"1554","2013-03-06",32.5
"1555","2013-03-07",32.700001
"1556","2013-03-08",32.849998
"1557","2013-03-11",32.849998
"1558","2013-03-12",32.849998
"1559","2013-03-13",32.849998
"1560","2013-03-14",32.849998
"1561","2013-03-15",32.849998
"1562","2013-03-18",32.5
"1563","2013-03-19",32
"1564","2013-03-20",32.049999
"1565","2013-03-21",32.099998
"1566","2013-03-22",33.099998
"1567","2013-03-25",32.400002
"1568","2013-03-26",32.400002
"1569","2013-03-27",32.400002
"1570","2013-03-28",31.75
"1571","2013-04-01",31.75
"1572","2013-04-02",30.700001
"1573","2013-04-03",30.950001
"1574","2013-04-04",30.950001
"1575","2013-04-05",30.950001
"1576","2013-04-08",27.9
"1577","2013-04-09",26.549999
"1578","2013-04-10",26.549999
"1579","2013-04-11",26.549999
"1580","2013-04-12",26.549999
"1581","2013-04-15",26.549999
"1582","2013-04-16",26.4
"1583","2013-04-17",26.450001
"1584","2013-04-18",24.75
"1585","2013-04-19",24.75
"1586","2013-04-22",24.799999
"1587","2013-04-23",24.799999
"1588","2013-04-24",24.799999
"1589","2013-04-25",24.75
"1590","2013-04-26",24.75
"1591","2013-04-29",25.65
"1592","2013-04-30",29.85
"1593","2013-05-01",29.85
"1594","2013-05-02",28.85
"1595","2013-05-03",29.5
"1596","2013-05-06",29.5
"1597","2013-05-07",29.5
"1598","2013-05-08",29.5
"1599","2013-05-09",29.549999
"1600","2013-05-10",29.549999
"1601","2013-05-13",29.549999
"1602","2013-05-14",29.549999
"1603","2013-05-15",29.549999
"1604","2013-05-16",30.4
"1605","2013-05-17",30.4
"1606","2013-05-20",30.5
"1607","2013-05-21",30.549999
"1608","2013-05-22",30.25
"1609","2013-05-23",30
"1610","2013-05-24",30.25
"1611","2013-05-28",30.200001
"1612","2013-05-29",30.1
"1613","2013-05-30",30.25
"1614","2013-05-31",30.25
"1615","2013-06-03",29.85
"1616","2013-06-04",29.049999
"1617","2013-06-05",28.75
"1618","2013-06-06",28.75
"1619","2013-06-07",28.75
"1620","2013-06-10",29.65
"1621","2013-06-11",29.65
"1622","2013-06-12",29.65
"1623","2013-06-13",29.65
"1624","2013-06-14",29.65
"1625","2013-06-17",30
"1626","2013-06-18",30
"1627","2013-06-19",30
"1628","2013-06-20",28.85
"1629","2013-06-21",28.65
"1630","2013-06-24",27.75
"1631","2013-06-25",27.1
"1632","2013-06-26",27.6
"1633","2013-06-27",29.65
"1634","2013-06-28",29.65
"1635","2013-07-01",29.65
"1636","2013-07-02",29.65
"1637","2013-07-03",29.65
"1638","2013-07-05",28
"1639","2013-07-08",27.75
"1640","2013-07-09",27.75
"1641","2013-07-10",28.5
"1642","2013-07-11",28.200001
"1643","2013-07-12",27.9
"1644","2013-07-15",31.5
"1645","2013-07-16",30.5
"1646","2013-07-17",31.75
"1647","2013-07-18",31.75
"1648","2013-07-19",31.75
"1649","2013-07-22",33.5
"1650","2013-07-23",33.5
"1651","2013-07-24",31
"1652","2013-07-25",33.5
"1653","2013-07-26",33.5
"1654","2013-07-29",34.5
"1655","2013-07-30",34.25
"1656","2013-07-31",35
"1657","2013-08-01",35
"1658","2013-08-02",35
"1659","2013-08-05",33.099998
"1660","2013-08-06",33.099998
"1661","2013-08-07",34.150002
"1662","2013-08-08",33.450001
"1663","2013-08-09",33.450001
"1664","2013-08-12",33.450001
"1665","2013-08-13",33.450001
"1666","2013-08-14",33.450001
"1667","2013-08-15",33.450001
"1668","2013-08-16",33.450001
"1669","2013-08-19",32.75
"1670","2013-08-20",33.049999
"1671","2013-08-21",32.150002
"1672","2013-08-22",32.150002
"1673","2013-08-23",32.150002
"1674","2013-08-26",30.299999
"1675","2013-08-27",28.75
"1676","2013-08-28",27.549999
"1677","2013-08-29",30.5
"1678","2013-08-30",30.4
"1679","2013-09-03",30.549999
"1680","2013-09-04",30.950001
"1681","2013-09-05",30.950001
"1682","2013-09-06",29.450001
"1683","2013-09-09",29.299999
"1684","2013-09-10",30.200001
"1685","2013-09-11",30.200001
"1686","2013-09-12",29.35
"1687","2013-09-13",29.25
"1688","2013-09-16",29.25
"1689","2013-09-17",27.9
"1690","2013-09-18",27.299999
"1691","2013-09-19",27.299999
"1692","2013-09-20",27.299999
"1693","2013-09-23",27.299999
"1694","2013-09-24",27
"1695","2013-09-25",27
"1696","2013-09-26",26.4
"1697","2013-09-27",26.4
"1698","2013-09-30",26.65
"1699","2013-10-01",26.65
"1700","2013-10-02",26.65
"1701","2013-10-03",26.65
"1702","2013-10-04",26.65
"1703","2013-10-07",27.4
"1704","2013-10-08",25.9
"1705","2013-10-09",27.450001
"1706","2013-10-10",27.450001
"1707","2013-10-11",26
"1708","2013-10-14",26.549999
"1709","2013-10-15",27.299999
"1710","2013-10-16",27.25
"1711","2013-10-17",27.15
"1712","2013-10-18",27
"1713","2013-10-21",25
"1714","2013-10-22",25.75
"1715","2013-10-23",24.950001
"1716","2013-10-24",24.950001
"1717","2013-10-25",24.65
"1718","2013-10-28",26
"1719","2013-10-29",26.75
"1720","2013-10-30",26.75
"1721","2013-10-31",26.75
"1722","2013-11-01",26.75
"1723","2013-11-04",26.75
"1724","2013-11-05",26.75
"1725","2013-11-06",26.75
"1726","2013-11-07",22
"1727","2013-11-08",21.950001
"1728","2013-11-11",22
"1729","2013-11-12",22
"1730","2013-11-13",20.5
"1731","2013-11-14",20.450001
"1732","2013-11-15",19.5
"1733","2013-11-18",19.5
"1734","2013-11-19",20
"1735","2013-11-20",19.700001
"1736","2013-11-21",19.5
"1737","2013-11-22",19.35
"1738","2013-11-25",19.75
"1739","2013-11-26",19.75
"1740","2013-11-27",19.9
"1741","2013-11-29",19
"1742","2013-12-02",20
"1743","2013-12-03",18.65
"1744","2013-12-04",18.65
"1745","2013-12-05",19.450001
"1746","2013-12-06",19
"1747","2013-12-09",15.25
"1748","2013-12-10",15
"1749","2013-12-11",15
"1750","2013-12-12",14.35
"1751","2013-12-13",14.05
"1752","2013-12-16",11.2
"1753","2013-12-17",13.55
"1754","2013-12-18",14.15
"1755","2013-12-19",16.25
"1756","2013-12-20",16.700001
"1757","2013-12-23",15.65
"1758","2013-12-24",16.75
"1759","2013-12-26",15.2
"1760","2013-12-27",15.4
"1761","2013-12-30",14.7
"1762","2013-12-31",14.5
"1763","2014-01-02",15.6
"1764","2014-01-03",15.35
"1765","2014-01-06",14.2
"1766","2014-01-07",13.65
"1767","2014-01-08",15.75
"1768","2014-01-09",15.3
"1769","2014-01-10",15.5
"1770","2014-01-13",14.55
"1771","2014-01-14",15.2
"1772","2014-01-15",14.95
"1773","2014-01-16",18.049999
"1774","2014-01-17",19
"1775","2014-01-21",18.950001
"1776","2014-01-22",19
"1777","2014-01-23",18.799999
"1778","2014-01-24",18.1
"1779","2014-01-27",17.9
"1780","2014-01-28",18.4
"1781","2014-01-29",18
"1782","2014-01-30",18.450001
"1783","2014-01-31",18.4
"1784","2014-02-03",17.15
"1785","2014-02-04",17.200001
"1786","2014-02-05",18.299999
"1787","2014-02-06",19.75
"1788","2014-02-07",21.5
"1789","2014-02-10",20.75
"1790","2014-02-11",19.75
"1791","2014-02-12",20
"1792","2014-02-13",19.65
"1793","2014-02-14",18.9
"1794","2014-02-18",18.700001
"1795","2014-02-19",18.200001
"1796","2014-02-20",18.35
"1797","2014-02-21",19.4
"1798","2014-02-24",17.75
"1799","2014-02-25",18.9
"1800","2014-02-26",18.5
"1801","2014-02-27",19.950001
"1802","2014-02-28",20.200001
"1803","2014-03-03",19.9
"1804","2014-03-04",19.549999
"1805","2014-03-05",19.549999
"1806","2014-03-06",20.049999
"1807","2014-03-07",19.049999
"1808","2014-03-10",19.299999
"1809","2014-03-11",19.299999
"1810","2014-03-12",19.299999
"1811","2014-03-13",18.15
"1812","2014-03-14",17.75
"1813","2014-03-17",18.950001
"1814","2014-03-18",18.950001
"1815","2014-03-19",18
"1816","2014-03-20",17.9
"1817","2014-03-21",17.799999
"1818","2014-03-24",18.200001
"1819","2014-03-25",18.15
"1820","2014-03-26",17.799999
"1821","2014-03-27",17.799999
"1822","2014-03-28",17.799999
"1823","2014-03-31",18.200001
"1824","2014-04-01",20.25
"1825","2014-04-02",24.75
"1826","2014-04-03",21.6
"1827","2014-04-04",20.4
"1828","2014-04-07",18.6
"1829","2014-04-08",17.85
"1830","2014-04-09",18.6
"1831","2014-04-10",18.1
"1832","2014-04-11",17.5
"1833","2014-04-14",17.5
"1834","2014-04-15",16.35
"1835","2014-04-16",16.799999
"1836","2014-04-17",16.799999
"1837","2014-04-21",16.450001
"1838","2014-04-22",17.049999
"1839","2014-04-23",19.25
"1840","2014-04-24",19.25
"1841","2014-04-25",18.1
"1842","2014-04-28",17.15
"1843","2014-04-29",17.15
"1844","2014-04-30",16.6
"1845","2014-05-01",16.6
"1846","2014-05-02",16.549999
"1847","2014-05-05",16.25
"1848","2014-05-06",17
"1849","2014-05-07",16.9
"1850","2014-05-08",16.9
"1851","2014-05-09",14.55
"1852","2014-05-12",15.25
"1853","2014-05-13",16
"1854","2014-05-14",16.25
"1855","2014-05-15",17.299999
"1856","2014-05-16",16.549999
"1857","2014-05-19",16.200001
"1858","2014-05-20",15.75
"1859","2014-05-21",15.5
"1860","2014-05-22",16
"1861","2014-05-23",14.5
"1862","2014-05-27",14.5
"1863","2014-05-28",14.5
"1864","2014-05-29",14.35
"1865","2014-05-30",14
"1866","2014-06-02",14
"1867","2014-06-03",14
"1868","2014-06-04",13.85
"1869","2014-06-05",12.4
"1870","2014-06-06",14.1
"1871","2014-06-09",14.1
"1872","2014-06-10",16.1
"1873","2014-06-11",15.6
"1874","2014-06-12",18.75
"1875","2014-06-13",17.75
"1876","2014-06-16",16.200001
"1877","2014-06-17",15.6
"1878","2014-06-18",15.6
"1879","2014-06-19",15.55
"1880","2014-06-20",16
"1881","2014-06-23",15.5
"1882","2014-06-24",14.6
"1883","2014-06-25",14.05
"1884","2014-06-26",13.55
"1885","2014-06-27",14.35
"1886","2014-06-30",15.3
"1887","2014-07-01",15.25
"1888","2014-07-02",15.25
"1889","2014-07-03",15.05
"1890","2014-07-07",14.65
"1891","2014-07-08",14.65
"1892","2014-07-09",15.15
"1893","2014-07-10",16.450001
"1894","2014-07-11",15.45
"1895","2014-07-14",16.049999
"1896","2014-07-15",16.549999
"1897","2014-07-16",17.299999
"1898","2014-07-17",17.299999
"1899","2014-07-18",17.5
"1900","2014-07-21",16.25
"1901","2014-07-22",16.450001
"1902","2014-07-23",15.8
"1903","2014-07-24",16.6
"1904","2014-07-25",16.6
"1905","2014-07-28",16.6
"1906","2014-07-29",16.299999
"1907","2014-07-30",16.299999
"1908","2014-07-31",16.200001
"1909","2014-08-01",16.4
"1910","2014-08-04",16.4
"1911","2014-08-05",15.8
"1912","2014-08-06",14.8
"1913","2014-08-07",14.45
"1914","2014-08-08",14.45
"1915","2014-08-11",12.8
"1916","2014-08-12",12.35
"1917","2014-08-13",12
"1918","2014-08-14",12
"1919","2014-08-15",11.75
"1920","2014-08-18",11.85
"1921","2014-08-19",11.6
"1922","2014-08-20",10.45
"1923","2014-08-21",11.85
"1924","2014-08-22",11.25
"1925","2014-08-25",11.1
"1926","2014-08-26",10.75
"1927","2014-08-27",10.75
"1928","2014-08-28",11.3
"1929","2014-08-29",11.55
"1930","2014-09-02",10.8
"1931","2014-09-03",10.8
"1932","2014-09-04",10.8
"1933","2014-09-05",11.25
"1934","2014-09-08",11.25
"1935","2014-09-09",11.25
"1936","2014-09-10",10.75
"1937","2014-09-11",10.75
"1938","2014-09-12",10.7
"1939","2014-09-15",10.05
"1940","2014-09-16",10.25
"1941","2014-09-17",10.75
"1942","2014-09-18",10.75
"1943","2014-09-19",10.2
"1944","2014-09-22",10.75
"1945","2014-09-23",10.5
"1946","2014-09-24",10.5
"1947","2014-09-25",9.9
"1948","2014-09-26",10.1
"1949","2014-09-29",8.75
"1950","2014-09-30",8.5
"1951","2014-10-01",8.25
"1952","2014-10-02",16.9
"1953","2014-10-03",14.5
"1954","2014-10-06",11.85
"1955","2014-10-07",10.75
"1956","2014-10-08",9.8
"1957","2014-10-09",9.85
"1958","2014-10-10",9.9
"1959","2014-10-13",8.6
"1960","2014-10-14",8.6
"1961","2014-10-15",8.6
"1962","2014-10-16",8.55
"1963","2014-10-17",8.25
"1964","2014-10-20",7.95
"1965","2014-10-21",8.45
"1966","2014-10-22",9.05
"1967","2014-10-23",9.4
"1968","2014-10-24",8.65
"1969","2014-10-27",8.9
"1970","2014-10-28",8.75
"1971","2014-10-29",8.3
"1972","2014-10-30",8.55
"1973","2014-10-31",8
"1974","2014-11-03",9.65
"1975","2014-11-04",9.25
"1976","2014-11-05",10
"1977","2014-11-06",11
"1978","2014-11-07",11.25
"1979","2014-11-10",12.4
"1980","2014-11-11",12.9
"1981","2014-11-12",12
"1982","2014-11-13",12.25
"1983","2014-11-14",12.9
"1984","2014-11-17",12.9
"1985","2014-11-18",12.25
"1986","2014-11-19",11.5
"1987","2014-11-20",10.8
"1988","2014-11-21",11.05
"1989","2014-11-24",11.4
"1990","2014-11-25",10.95
"1991","2014-11-26",11.45
"1992","2014-11-28",11.35
"1993","2014-12-01",11.8
"1994","2014-12-02",12.35
"1995","2014-12-03",12.6
"1996","2014-12-04",13.5
"1997","2014-12-05",13.4
"1998","2014-12-08",12.5
"1999","2014-12-09",12.65
"2000","2014-12-10",12.55
"2001","2014-12-11",12.65
"2002","2014-12-12",12.5
"2003","2014-12-15",12.55
"2004","2014-12-16",12.55
"2005","2014-12-17",12.25
"2006","2014-12-18",12.35
"2007","2014-12-19",11.7
"2008","2014-12-22",10.6
"2009","2014-12-23",10.9
"2010","2014-12-24",11.05
"2011","2014-12-26",10.65
"2012","2014-12-29",10.8
"2013","2014-12-30",10.85
"2014","2014-12-31",9.9
"2015","2015-01-02",9.7
"2016","2015-01-05",10.65
"2017","2015-01-06",10.65
"2018","2015-01-07",10.05
"2019","2015-01-08",9.75
"2020","2015-01-09",9.4
"2021","2015-01-12",10.35
"2022","2015-01-13",10.95
"2023","2015-01-14",10.1
"2024","2015-01-15",10.15
"2025","2015-01-16",10.15
