"","date","BBY"
"1","2007-01-03",49.060001
"2","2007-01-04",49.84
"3","2007-01-05",50
"4","2007-01-08",49.419998
"5","2007-01-09",49.040001
"6","2007-01-10",49.41
"7","2007-01-11",50.040001
"8","2007-01-12",49.66
"9","2007-01-16",48.959999
"10","2007-01-17",48.650002
"11","2007-01-18",49.18
"12","2007-01-19",49.400002
"13","2007-01-22",49.380001
"14","2007-01-23",49.310001
"15","2007-01-24",50.360001
"16","2007-01-25",49.880001
"17","2007-01-26",49.52
"18","2007-01-29",50.080002
"19","2007-01-30",49.619999
"20","2007-01-31",50.400002
"21","2007-02-01",50.849998
"22","2007-02-02",51.189999
"23","2007-02-05",50.98
"24","2007-02-06",50.84
"25","2007-02-07",50.790001
"26","2007-02-08",51.119999
"27","2007-02-09",51
"28","2007-02-12",50.459999
"29","2007-02-13",50.52
"30","2007-02-14",50.07
"31","2007-02-15",50.240002
"32","2007-02-16",50
"33","2007-02-20",50.650002
"34","2007-02-21",50.389999
"35","2007-02-22",50.049999
"36","2007-02-23",49.299999
"37","2007-02-26",48.639999
"38","2007-02-27",46.900002
"39","2007-02-28",46.48
"40","2007-03-01",46.790001
"41","2007-03-02",46.349998
"42","2007-03-05",45.630001
"43","2007-03-06",46.52
"44","2007-03-07",47.700001
"45","2007-03-08",48.16
"46","2007-03-09",48.34
"47","2007-03-12",47.98
"48","2007-03-13",47.66
"49","2007-03-14",48.150002
"50","2007-03-15",48.220001
"51","2007-03-16",47.849998
"52","2007-03-19",47.610001
"53","2007-03-20",48.380001
"54","2007-03-21",49.540001
"55","2007-03-22",49.650002
"56","2007-03-23",50.02
"57","2007-03-26",49.720001
"58","2007-03-27",49.169998
"59","2007-03-28",48.77
"60","2007-03-29",48.93
"61","2007-03-30",48.720001
"62","2007-04-02",48.48
"63","2007-04-03",49.130001
"64","2007-04-04",47.889999
"65","2007-04-05",48.450001
"66","2007-04-09",48.23
"67","2007-04-10",47.459999
"68","2007-04-11",47.119999
"69","2007-04-12",46.860001
"70","2007-04-13",46.52
"71","2007-04-16",47.869999
"72","2007-04-17",48.869999
"73","2007-04-18",48.84
"74","2007-04-19",48.400002
"75","2007-04-20",48.73
"76","2007-04-23",48.759998
"77","2007-04-24",48.439999
"78","2007-04-25",48.34
"79","2007-04-26",48.16
"80","2007-04-27",47.419998
"81","2007-04-30",46.650002
"82","2007-05-01",46.490002
"83","2007-05-02",46.610001
"84","2007-05-03",46.700001
"85","2007-05-04",46.209999
"86","2007-05-07",46.740002
"87","2007-05-08",46.419998
"88","2007-05-09",47.380001
"89","2007-05-10",46.470001
"90","2007-05-11",46.900002
"91","2007-05-14",46.84
"92","2007-05-15",46.93
"93","2007-05-16",47.220001
"94","2007-05-17",47.209999
"95","2007-05-18",47.869999
"96","2007-05-21",47.869999
"97","2007-05-22",47.91
"98","2007-05-23",47.529999
"99","2007-05-24",46.669998
"100","2007-05-25",46.639999
"101","2007-05-29",46.779999
"102","2007-05-30",46.810001
"103","2007-05-31",48.290001
"104","2007-06-01",49.080002
"105","2007-06-04",49.060001
"106","2007-06-05",48.119999
"107","2007-06-06",48.439999
"108","2007-06-07",47.5
"109","2007-06-08",48.150002
"110","2007-06-11",47.459999
"111","2007-06-12",47.41
"112","2007-06-13",47.959999
"113","2007-06-14",47.790001
"114","2007-06-15",47.77
"115","2007-06-18",48.009998
"116","2007-06-19",45.18
"117","2007-06-20",44.919998
"118","2007-06-21",44.43
"119","2007-06-22",44.790001
"120","2007-06-25",45.07
"121","2007-06-26",44.990002
"122","2007-06-27",46.669998
"123","2007-06-28",46.639999
"124","2007-06-29",46.669998
"125","2007-07-02",46.939999
"126","2007-07-03",47.040001
"127","2007-07-05",47.799999
"128","2007-07-06",48.299999
"129","2007-07-09",48.349998
"130","2007-07-10",47.509998
"131","2007-07-11",47.459999
"132","2007-07-12",48.049999
"133","2007-07-13",47.349998
"134","2007-07-16",47.169998
"135","2007-07-17",46.509998
"136","2007-07-18",46.240002
"137","2007-07-19",46.830002
"138","2007-07-20",46.380001
"139","2007-07-23",45.950001
"140","2007-07-24",45.349998
"141","2007-07-25",45.52
"142","2007-07-26",44.66
"143","2007-07-27",44.209999
"144","2007-07-30",44.790001
"145","2007-07-31",44.59
"146","2007-08-01",44.240002
"147","2007-08-02",44.459999
"148","2007-08-03",43.619999
"149","2007-08-06",44.419998
"150","2007-08-07",44.900002
"151","2007-08-08",45.27
"152","2007-08-09",44.93
"153","2007-08-10",45.09
"154","2007-08-13",44.48
"155","2007-08-14",43.599998
"156","2007-08-15",43.540001
"157","2007-08-16",43.049999
"158","2007-08-17",43.669998
"159","2007-08-20",43.869999
"160","2007-08-21",44.09
"161","2007-08-22",44.34
"162","2007-08-23",44.040001
"163","2007-08-24",44.040001
"164","2007-08-27",43.720001
"165","2007-08-28",43.119999
"166","2007-08-29",43.970001
"167","2007-08-30",43.689999
"168","2007-08-31",43.950001
"169","2007-09-04",43.939999
"170","2007-09-05",43.259998
"171","2007-09-06",43.209999
"172","2007-09-07",42.849998
"173","2007-09-10",42.689999
"174","2007-09-11",42.860001
"175","2007-09-12",42.93
"176","2007-09-13",43.459999
"177","2007-09-14",44.080002
"178","2007-09-17",44.540001
"179","2007-09-18",47.459999
"180","2007-09-19",47.470001
"181","2007-09-20",46.439999
"182","2007-09-21",46.759998
"183","2007-09-24",46.23
"184","2007-09-25",46.009998
"185","2007-09-26",46.32
"186","2007-09-27",46.200001
"187","2007-09-28",46.02
"188","2007-10-01",46.939999
"189","2007-10-02",47.529999
"190","2007-10-03",48.529999
"191","2007-10-04",48.459999
"192","2007-10-05",49.150002
"193","2007-10-08",49.419998
"194","2007-10-09",49.779999
"195","2007-10-10",49.439999
"196","2007-10-11",49.66
"197","2007-10-12",49.709999
"198","2007-10-15",49.25
"199","2007-10-16",48.630001
"200","2007-10-17",48.669998
"201","2007-10-18",47.84
"202","2007-10-19",46.959999
"203","2007-10-22",47.02
"204","2007-10-23",47.310001
"205","2007-10-24",47.66
"206","2007-10-25",47.93
"207","2007-10-26",48.290001
"208","2007-10-29",48.91
"209","2007-10-30",48.939999
"210","2007-10-31",48.52
"211","2007-11-01",47.169998
"212","2007-11-02",47.240002
"213","2007-11-05",46.720001
"214","2007-11-06",47.080002
"215","2007-11-07",46.32
"216","2007-11-08",46.5
"217","2007-11-09",45.02
"218","2007-11-12",45.57
"219","2007-11-13",46.849998
"220","2007-11-14",46.82
"221","2007-11-15",46.34
"222","2007-11-16",46.84
"223","2007-11-19",46.529999
"224","2007-11-20",47.360001
"225","2007-11-21",47.599998
"226","2007-11-23",48.02
"227","2007-11-26",48.25
"228","2007-11-27",49.099998
"229","2007-11-28",50.580002
"230","2007-11-29",50.5
"231","2007-11-30",51.049999
"232","2007-12-03",51.73
"233","2007-12-04",51.07
"234","2007-12-05",51.82
"235","2007-12-06",52.709999
"236","2007-12-07",52.709999
"237","2007-12-10",52.91
"238","2007-12-11",50.970001
"239","2007-12-12",50.84
"240","2007-12-13",51.630001
"241","2007-12-14",50.34
"242","2007-12-17",51.139999
"243","2007-12-18",51.619999
"244","2007-12-19",51.200001
"245","2007-12-20",51.669998
"246","2007-12-21",52.48
"247","2007-12-24",53.32
"248","2007-12-26",53.380001
"249","2007-12-27",52.490002
"250","2007-12-28",52.290001
"251","2007-12-31",52.650002
"252","2008-01-02",51.220001
"253","2008-01-03",49.240002
"254","2008-01-04",47.610001
"255","2008-01-07",47.139999
"256","2008-01-08",45.639999
"257","2008-01-09",46.43
"258","2008-01-10",46.57
"259","2008-01-11",44.200001
"260","2008-01-14",44.77
"261","2008-01-15",44.099998
"262","2008-01-16",45.040001
"263","2008-01-17",43.889999
