"","date","MYT"
"166","2016-01-29",1.13
"167","2016-02-01",1
"168","2016-02-02",1
"169","2016-02-03",1
"170","2016-02-04",1.1
"171","2016-02-05",1.1
"172","2016-02-08",1.1
"173","2016-02-09",1.21
"174","2016-02-10",0.99
"175","2016-02-11",0.99
"176","2016-02-12",0.99
"177","2016-02-16",0.95
"178","2016-02-17",0.95
"179","2016-02-18",0.95
"180","2016-02-19",1.14
"181","2016-02-22",0.95
"182","2016-02-23",0.88
"183","2016-02-24",0.701
"184","2016-02-25",1
"185","2016-02-26",1.056
"186","2016-02-29",0.9
"187","2016-03-01",0.761
"188","2016-03-02",0.9
"189","2016-03-03",0.9
"190","2016-03-04",0.9
"191","2016-03-07",0.94
"192","2016-03-08",0.78
"193","2016-03-09",0.78
"194","2016-03-10",0.78
"195","2016-03-11",0.805
"196","2016-03-14",0.805
"197","2016-03-15",0.86
"198","2016-03-16",0.86
"199","2016-03-17",0.86
"200","2016-03-18",0.86
"201","2016-03-21",0.91
"202","2016-03-22",0.91
"203","2016-03-23",0.91
"204","2016-03-24",0.81
"205","2016-03-28",0.81
"206","2016-03-29",0.755
"207","2016-03-30",0.755
"208","2016-03-31",0.81
"209","2016-04-01",0.81
"210","2016-04-04",0.755
"211","2016-04-05",0.755
"212","2016-04-06",0.755
"213","2016-04-07",0.8
"214","2016-04-08",0.846
"215","2016-04-11",0.846
"216","2016-04-12",0.846
"217","2016-04-13",0.846
"218","2016-04-14",0.707
"219","2016-04-15",0.755
"220","2016-04-18",0.82
"221","2016-04-19",0.82
"222","2016-04-20",0.82
"223","2016-04-21",0.8
"224","2016-04-22",0.8
"225","2016-04-25",0.8
"226","2016-04-26",0.8
"227","2016-04-27",0.8
"228","2016-04-28",0.91
"229","2016-04-29",0.91
"230","2016-05-02",0.91
"231","2016-05-03",0.91
"232","2016-05-04",0.91
"233","2016-05-05",0.91
"234","2016-05-06",0.9
"235","2016-05-09",0.898
"236","2016-05-10",0.898
"237","2016-05-11",0.889
"238","2016-05-12",0.889
"239","2016-05-13",0.889
"240","2016-05-16",0.889
"241","2016-05-17",0.791
"242","2016-05-18",0.71
"243","2016-05-19",0.71
"244","2016-05-20",0.73
"245","2016-05-23",0.84
"246","2016-05-24",0.84
"247","2016-05-25",0.84
"248","2016-05-26",0.73
"249","2016-05-27",0.522
"250","2016-05-31",0.522
"251","2016-06-01",0.522
"252","2016-06-02",0.522
"253","2016-06-03",0.522
"254","2016-06-06",0.49
"255","2016-06-07",0.58
"256","2016-06-08",0.627
"257","2016-06-09",0.627
"258","2016-06-10",0.627
"259","2016-06-13",0.59
"260","2016-06-14",0.58
"261","2016-06-15",0.56
"262","2016-06-16",0.526
"263","2016-06-17",0.49
"264","2016-06-20",0.49
"265","2016-06-21",1.34
"266","2016-06-22",1.53
"267","2016-06-23",1.46
"268","2016-06-24",1.42
"269","2016-06-27",1.27
"270","2016-06-28",1.33
"271","2016-06-29",1.33
"272","2016-06-30",1.25
"273","2016-07-01",1.15
"274","2016-07-05",1.16
"275","2016-07-06",1.1
"276","2016-07-07",1.07
"277","2016-07-08",1.01
"278","2016-07-11",0.9
"279","2016-07-12",0.913
"280","2016-07-13",0.89
"281","2016-07-14",0.82
"282","2016-07-15",0.743
"283","2016-07-18",0.998
"284","2016-07-19",0.92
"285","2016-07-20",0.88
"286","2016-07-21",0.887
"287","2016-07-22",1.02
"288","2016-07-25",1
"289","2016-07-26",1.05
"290","2016-07-27",1.06
"291","2016-07-28",2.41
"292","2016-07-29",1.83
"293","2016-08-01",1.952
"294","2016-08-02",1.74
"295","2016-08-03",1.69
"296","2016-08-04",1.72
"297","2016-08-05",1.72
"298","2016-08-08",1.79
"299","2016-08-09",1.77
"300","2016-08-10",1.68
"301","2016-08-11",1.6
"302","2016-08-12",1.87
"303","2016-08-15",1.75
"304","2016-08-16",1.67
"305","2016-08-17",1.71
"306","2016-08-18",1.7
"307","2016-08-19",1.67
"308","2016-08-22",1.67
"309","2016-08-23",1.58
"310","2016-08-24",1.56
"311","2016-08-25",1.43
"312","2016-08-26",1.5
"313","2016-08-29",1.45
"314","2016-08-30",1.46
"315","2016-08-31",1.6
"316","2016-09-01",1.6
"317","2016-09-02",1.56
"318","2016-09-06",1.66
"319","2016-09-07",1.638
"320","2016-09-08",1.6
"321","2016-09-09",1.69
"322","2016-09-12",1.71
"323","2016-09-13",1.69
"324","2016-09-14",1.74
"325","2016-09-15",1.72
"326","2016-09-16",1.668
"327","2016-09-19",1.65
"328","2016-09-20",1.61
"329","2016-09-21",1.65
"330","2016-09-22",1.75
"331","2016-09-23",1.67
"332","2016-09-26",1.68
"333","2016-09-27",1.71
"334","2016-09-28",1.62
"335","2016-09-29",1.6
"336","2016-09-30",1.56
"337","2016-10-03",1.5
"338","2016-10-04",1.55
"339","2016-10-05",1.54
"340","2016-10-06",1.54
"341","2016-10-07",1.48
"342","2016-10-10",1.49
"343","2016-10-11",1.4
"344","2016-10-12",1.47
"345","2016-10-13",1.4
"346","2016-10-14",1.4
"347","2016-10-17",1.37
"348","2016-10-18",1.17
"349","2016-10-19",1.34
"350","2016-10-20",1.17
"351","2016-10-21",1.18
"352","2016-10-24",1.27
"353","2016-10-25",1.24
"354","2016-10-26",1.29
"355","2016-10-27",1.2
"356","2016-10-28",1.15
"357","2016-10-31",1.15
"358","2016-11-01",1.29
"359","2016-11-02",1.36
"360","2016-11-03",1.29
"361","2016-11-04",1.31
"362","2016-11-07",1.25
"363","2016-11-08",1.2
"364","2016-11-09",1.21
"365","2016-11-10",1.12
"366","2016-11-11",1.06
"367","2016-11-14",1.08
"368","2016-11-15",1.16
"369","2016-11-16",1.04
"370","2016-11-17",1.06
"371","2016-11-18",1.06
"372","2016-11-21",1.03
"373","2016-11-22",1.02
"374","2016-11-23",0.98
"375","2016-11-25",1.07
"376","2016-11-28",0.98
"377","2016-11-29",1.02
"378","2016-11-30",0.955
"379","2016-12-01",0.955
"380","2016-12-02",0.95
"381","2016-12-05",0.926
"382","2016-12-06",0.89
"383","2016-12-07",0.751
"384","2016-12-08",0.722
"385","2016-12-09",1.007
"386","2016-12-12",1.18
"387","2016-12-13",1.07
"388","2016-12-14",0.87
"389","2016-12-15",0.9
"390","2016-12-16",0.88
"391","2016-12-19",0.83
"392","2016-12-20",0.89
"393","2016-12-21",0.91
"394","2016-12-22",0.86
"395","2016-12-23",0.8
"396","2016-12-27",0.817
"397","2016-12-28",0.808
"398","2016-12-29",0.74
"399","2016-12-30",0.73
"400","2017-01-03",0.763
"401","2017-01-04",0.8
"402","2017-01-05",0.79
"403","2017-01-06",0.781
"404","2017-01-09",0.782
"405","2017-01-10",0.79
"406","2017-01-11",0.81
"407","2017-01-12",0.74
"408","2017-01-13",0.83
"409","2017-01-17",0.79
"410","2017-01-18",0.865
"411","2017-01-19",1.696
"412","2017-01-20",1.54
"413","2017-01-23",1.65
"414","2017-01-24",1.53
"415","2017-01-25",1.616
"416","2017-01-26",1.74
"417","2017-01-27",1.64
"418","2017-01-30",1.55
"419","2017-01-31",1.44
"420","2017-02-01",1.32
"421","2017-02-02",1.27
"422","2017-02-03",1.29
"423","2017-02-06",1.29
"424","2017-02-07",1.27
"425","2017-02-08",1.269
"426","2017-02-09",1.24
"427","2017-02-10",1.17
"428","2017-02-13",1.26
"429","2017-02-14",1.52
"430","2017-02-15",1.35
"431","2017-02-16",1.38
"432","2017-02-17",1.35
"433","2017-02-21",1.38
"434","2017-02-22",1.472
"435","2017-02-23",1.46
"436","2017-02-24",1.422
"437","2017-02-27",1.45
"438","2017-02-28",1.34
"439","2017-03-01",1.37
"440","2017-03-02",1.4
"441","2017-03-03",1.43
"442","2017-03-06",1.41
"443","2017-03-07",1.4
"444","2017-03-08",1.41
"445","2017-03-09",1.39
"446","2017-03-10",1.38
"447","2017-03-13",1.41
"448","2017-03-14",1.39
"449","2017-03-15",1.51
"450","2017-03-16",1.4
"451","2017-03-17",1.58
"452","2017-03-20",1.61
"453","2017-03-21",1.57
"454","2017-03-22",1.55
"455","2017-03-23",1.55
"456","2017-03-24",1.5
"457","2017-03-27",1.68
"458","2017-03-28",1.68
"459","2017-03-29",1.65
"460","2017-03-30",1.57
"461","2017-03-31",1.6
"462","2017-04-03",1.54
"463","2017-04-04",1.61
"464","2017-04-05",1.58
"465","2017-04-06",1.55
"466","2017-04-07",1.76
"467","2017-04-10",1.73
"468","2017-04-11",1.78
"469","2017-04-12",1.78
"470","2017-04-13",1.681
"471","2017-04-17",1.7
"472","2017-04-18",1.71
"473","2017-04-19",1.76
"474","2017-04-20",1.77
"475","2017-04-21",1.91
"476","2017-04-24",2.26
"477","2017-04-25",2.3
"478","2017-04-26",2.42
"479","2017-04-27",2.62
"480","2017-04-28",2.7
"481","2017-05-01",2.91
"482","2017-05-02",2.73
"483","2017-05-03",2.44
"484","2017-05-04",2.32
"485","2017-05-05",2.55
"486","2017-05-08",2.57
"487","2017-05-09",2.75
"488","2017-05-10",2.64
"489","2017-05-11",2.58
"490","2017-05-12",2.43
"491","2017-05-15",2.42
"492","2017-05-16",2.24
"493","2017-05-17",2.03
"494","2017-05-18",2.15
"495","2017-05-19",2.12
"496","2017-05-22",2.04
"497","2017-05-23",2.06
"498","2017-05-24",1.99
"499","2017-05-25",2.02
"500","2017-05-26",2.11
"501","2017-05-30",2.1
"502","2017-05-31",2.07
"503","2017-06-01",2.13
"504","2017-06-02",2.15
"505","2017-06-05",2.16
"506","2017-06-06",2.15
"507","2017-06-07",2.05
"508","2017-06-08",2.11
"509","2017-06-09",2.12
"510","2017-06-12",2.04
"511","2017-06-13",2.05
"512","2017-06-14",2.07
"513","2017-06-15",1.99
"514","2017-06-16",2
"515","2017-06-19",2.02
"516","2017-06-20",2.03
"517","2017-06-21",1.94
"518","2017-06-22",1.96
"519","2017-06-23",1.85
"520","2017-06-26",1.85
"521","2017-06-27",1.665
"522","2017-06-28",1.79
"523","2017-06-29",1.72
"524","2017-06-30",1.73
"525","2017-07-03",1.76
"526","2017-07-05",1.75
"527","2017-07-06",1.72
"528","2017-07-07",1.7
"529","2017-07-10",1.63
"530","2017-07-11",1.63
"531","2017-07-12",1.34
"532","2017-07-13",1.22
"533","2017-07-14",1.33
"534","2017-07-17",1.2
"535","2017-07-18",1.15
"536","2017-07-19",1.18
"537","2017-07-20",1.21
"538","2017-07-21",1.2
"539","2017-07-24",1.125
"540","2017-07-25",1.16
"541","2017-07-26",1.15
"542","2017-07-27",1.18
"543","2017-07-28",1.2
"544","2017-07-31",1.23
"545","2017-08-01",1.3
"546","2017-08-02",1.25
"547","2017-08-03",1.18
"548","2017-08-04",1.21
"549","2017-08-07",1.14
"550","2017-08-08",1.14
"551","2017-08-09",1.1
"552","2017-08-10",1.03
"553","2017-08-11",1.02
"554","2017-08-14",1.07
"555","2017-08-15",1.07
"556","2017-08-16",1.05
"557","2017-08-17",1.06
"558","2017-08-18",1.02
"559","2017-08-21",0.99
"560","2017-08-22",0.943
"561","2017-08-23",0.95
"562","2017-08-24",1.105
"563","2017-08-25",1.07
"564","2017-08-28",1.21
"565","2017-08-29",1.19
"566","2017-08-30",1.15
"567","2017-08-31",1.17
"568","2017-09-01",1.21
"569","2017-09-05",1.33
"570","2017-09-06",1.2
"571","2017-09-07",1.19
"572","2017-09-08",1.26
"573","2017-09-11",1.27
"574","2017-09-12",1.36
"575","2017-09-13",1.13
"576","2017-09-14",1.14
"577","2017-09-15",1.08
"578","2017-09-18",1.11
"579","2017-09-19",1.14
"580","2017-09-20",1.15
"581","2017-09-21",1.11
"582","2017-09-22",1.12
"583","2017-09-25",1.1
"584","2017-09-26",1.05
"585","2017-09-27",1.06
"586","2017-09-28",1.03
"587","2017-09-29",1.03
"588","2017-10-02",1.04
"589","2017-10-03",1.04
"590","2017-10-04",1.06
"591","2017-10-05",1.32
"592","2017-10-06",1.13
"593","2017-10-09",1.23
"594","2017-10-10",1.27
"595","2017-10-11",1.23
"596","2017-10-12",1.26
"597","2017-10-13",1.25
"598","2017-10-16",1.21
"599","2017-10-17",1.23
"600","2017-10-18",1.28
"601","2017-10-19",1.46
"602","2017-10-20",1.43
"603","2017-10-23",1.39
"604","2017-10-24",1.49
"605","2017-10-25",1.41
"606","2017-10-26",1.31
"607","2017-10-27",1.3
"608","2017-10-30",1.34
"609","2017-10-31",1.37
"610","2017-11-01",1.3
"611","2017-11-02",1.26
"612","2017-11-03",1.24
"613","2017-11-06",1.24
"614","2017-11-07",1.05
"615","2017-11-08",1.124
"616","2017-11-09",1.1
"617","2017-11-10",1.29
"618","2017-11-13",1.249
"619","2017-11-14",1.156
"620","2017-11-15",1.17
"621","2017-11-16",1.12
"622","2017-11-17",1.12
"623","2017-11-20",1.09
"624","2017-11-21",1.13
"625","2017-11-22",1.11
"626","2017-11-24",1.1
"627","2017-11-27",1.09
"628","2017-11-28",1.07
"629","2017-11-29",0.97
"630","2017-11-30",0.994
"631","2017-12-01",0.97
"632","2017-12-04",0.98
"633","2017-12-05",0.945
"634","2017-12-06",0.96
"635","2017-12-07",0.94
"636","2017-12-08",0.96
"637","2017-12-11",1.028
"638","2017-12-12",0.99
"639","2017-12-13",0.98
"640","2017-12-14",0.978
"641","2017-12-15",1
"642","2017-12-18",1.045
"643","2017-12-19",1.12
"644","2017-12-20",1.07
"645","2017-12-21",1.03
"646","2017-12-22",1.04
"647","2017-12-26",1.07
"648","2017-12-27",1.05
"649","2017-12-28",1.09
"650","2017-12-29",1.06
"651","2018-01-02",1.12
"652","2018-01-03",1.16
"653","2018-01-04",1.17
"654","2018-01-05",1.82
"655","2018-01-08",2.34
"656","2018-01-09",1.96
"657","2018-01-10",1.88
"658","2018-01-11",1.9
"659","2018-01-12",1.78
"660","2018-01-16",1.6
"661","2018-01-17",1.81
"662","2018-01-18",1.71
"663","2018-01-19",1.62
"664","2018-01-22",1.54
"665","2018-01-23",1.58
"666","2018-01-24",1.52
"667","2018-01-25",1.54
"668","2018-01-26",1.73
"669","2018-01-29",1.535
"670","2018-01-30",1.381
"671","2018-01-31",1.28
"672","2018-02-01",1.27
"673","2018-02-02",1.16
"674","2018-02-05",1.1
"675","2018-02-06",1.15
"676","2018-02-07",1.09
"677","2018-02-08",1.07
"678","2018-02-09",1.11
"679","2018-02-12",1.14
"680","2018-02-13",1.17
"681","2018-02-14",1.22
"682","2018-02-15",1.17
"683","2018-02-16",1.16
"684","2018-02-20",1.17
"685","2018-02-21",1.14
"686","2018-02-22",1.14
"687","2018-02-23",1.17
"688","2018-02-26",1.2
"689","2018-02-27",1.19
"690","2018-02-28",1.16
"691","2018-03-01",1.15
"692","2018-03-02",1.13
"693","2018-03-05",1.13
"694","2018-03-06",1.16
"695","2018-03-07",1.16
"696","2018-03-08",1.14
"697","2018-03-09",1.2
"698","2018-03-12",1.18
"699","2018-03-13",1.17
"700","2018-03-14",1.26
"701","2018-03-15",1.58
"702","2018-03-16",1.37
"703","2018-03-19",1.33
"704","2018-03-20",1.19
"705","2018-03-21",1.28
"706","2018-03-22",1.18
"707","2018-03-23",1.18
"708","2018-03-26",1.14
"709","2018-03-27",1.13
"710","2018-03-28",1.143
"711","2018-03-29",1.15
"712","2018-04-02",1.13
"713","2018-04-03",1.15
"714","2018-04-04",1.19
"715","2018-04-05",1.18
"716","2018-04-06",1.169
"717","2018-04-09",1.17
"718","2018-04-10",1.19
"719","2018-04-11",1.37
"720","2018-04-12",1.16
"721","2018-04-13",1.2
"722","2018-04-16",1.16
"723","2018-04-17",1.18
"724","2018-04-18",1.185
"725","2018-04-19",1.14
"726","2018-04-20",1.14
"727","2018-04-23",1.082
"728","2018-04-24",1.07
"729","2018-04-25",1.05
"730","2018-04-26",1.1
"731","2018-04-27",1.06
"732","2018-04-30",1.06
"733","2018-05-01",1.05
"734","2018-05-02",1.071
"735","2018-05-03",1.129
"736","2018-05-04",1.08
"737","2018-05-07",1.09
"738","2018-05-08",1.1
"739","2018-05-09",1.08
"740","2018-05-10",1.1
"741","2018-05-11",1.129
"742","2018-05-14",1.11
"743","2018-05-15",1.14
"744","2018-05-16",1.12
"745","2018-05-17",1.14
"746","2018-05-18",1.17
"747","2018-05-21",1.14
"748","2018-05-22",1.12
"749","2018-05-23",1.093
"750","2018-05-24",1.1
"751","2018-05-25",1.09
"752","2018-05-29",1.08
"753","2018-05-30",1.08
"754","2018-05-31",1.08
"755","2018-06-01",1.08
"756","2018-06-04",1.07
"757","2018-06-05",1.1
"758","2018-06-06",1.11
"759","2018-06-07",1.15
"760","2018-06-08",1.13
"761","2018-06-11",1.12
"762","2018-06-12",1.12
"763","2018-06-13",1.17
"764","2018-06-14",1.217
"765","2018-06-15",1.16
"766","2018-06-18",1.151
"767","2018-06-19",1.13
"768","2018-06-20",1.11
"769","2018-06-21",1.09
"770","2018-06-22",1.072
"771","2018-06-25",1.048
"772","2018-06-26",1.05
"773","2018-06-27",1.05
"774","2018-06-28",1.039
"775","2018-06-29",1.041
"776","2018-07-02",1.047
"777","2018-07-03",1.08
"778","2018-07-05",1.11
"779","2018-07-06",1.1
"780","2018-07-09",1.11
"781","2018-07-10",1.11
"782","2018-07-11",1.07
"783","2018-07-12",1.09
"784","2018-07-13",1.08
"785","2018-07-16",1.13
"786","2018-07-17",1.1
"787","2018-07-18",1.1
"788","2018-07-19",1.08
"789","2018-07-20",1.08
"790","2018-07-23",1.07
"791","2018-07-24",1.05
"792","2018-07-25",1.033
"793","2018-07-26",1.045
"794","2018-07-27",1.05
"795","2018-07-30",1.044
"796","2018-07-31",1.022
"797","2018-08-01",1.004
"798","2018-08-02",0.985
"799","2018-08-03",0.92
"800","2018-08-06",0.94
"801","2018-08-07",0.847
"802","2018-08-08",0.846
"803","2018-08-09",0.831
"804","2018-08-10",0.83
"805","2018-08-13",0.804
"806","2018-08-14",0.82
"807","2018-08-15",0.75
"808","2018-08-16",0.76
"809","2018-08-17",0.77
"810","2018-08-20",0.802
"811","2018-08-21",0.825
"812","2018-08-22",0.827
"813","2018-08-23",0.83
"814","2018-08-24",0.83
"815","2018-08-27",0.782
"816","2018-08-28",0.795
"817","2018-08-29",0.82
"818","2018-08-30",0.81
"819","2018-08-31",0.78
"820","2018-09-04",0.784
"821","2018-09-05",0.809
"822","2018-09-06",0.79
"823","2018-09-07",0.82
"824","2018-09-10",0.813
"825","2018-09-11",0.876
"826","2018-09-12",0.85
"827","2018-09-13",0.9
"828","2018-09-14",0.89
"829","2018-09-17",0.854
"830","2018-09-18",0.84
"831","2018-09-19",0.88
"832","2018-09-20",0.896
"833","2018-09-21",0.89
"834","2018-09-24",0.87
"835","2018-09-25",0.888
"836","2018-09-26",0.88
"837","2018-09-27",0.936
"838","2018-09-28",0.91
"839","2018-10-01",0.871
"840","2018-10-02",0.87
"841","2018-10-03",0.9
"842","2018-10-04",0.828
"843","2018-10-05",0.896
"844","2018-10-08",0.9
"845","2018-10-09",0.9
"846","2018-10-10",0.86
"847","2018-10-11",0.91
"848","2018-10-12",0.9
"849","2018-10-15",0.9
"850","2018-10-16",0.9
"851","2018-10-17",0.99
"852","2018-10-18",0.931
"853","2018-10-19",0.96
"854","2018-10-22",0.975
"855","2018-10-23",1.059
"856","2018-10-24",1.04
"857","2018-10-25",1.01
"858","2018-10-26",1.04
"859","2018-10-29",0.972
"860","2018-10-30",0.97
"861","2018-10-31",1
"862","2018-11-01",1.03
"863","2018-11-02",1
"864","2018-11-05",1.01
"865","2018-11-06",1.033
"866","2018-11-07",1.07
"867","2018-11-08",1.06
"868","2018-11-09",1.02
"869","2018-11-12",1.018
"870","2018-11-13",1.03
"871","2018-11-14",1.04
"872","2018-11-15",1.06
"873","2018-11-16",1.01
"874","2018-11-19",0.98
"875","2018-11-20",0.98
"876","2018-11-21",1.03
"877","2018-11-23",1.009
"878","2018-11-26",1.03
"879","2018-11-27",0.963
"880","2018-11-28",0.98
"881","2018-11-29",0.95
"882","2018-11-30",0.98
"883","2018-12-03",0.98
"884","2018-12-04",0.978
"885","2018-12-06",1.005
"886","2018-12-07",1.022
"887","2018-12-10",0.996
"888","2018-12-11",1.045
"889","2018-12-12",1.07
"890","2018-12-13",1.025
"891","2018-12-14",1.01
"892","2018-12-17",0.98
"893","2018-12-18",1.01
"894","2018-12-19",1.009
"895","2018-12-20",1.02
"896","2018-12-21",1
"897","2018-12-24",1.065
"898","2018-12-26",0.94
"899","2018-12-27",0.93
"900","2018-12-28",0.95
"901","2018-12-31",0.866
"902","2019-01-02",0.88
"903","2019-01-03",0.89
"904","2019-01-04",0.94
"905","2019-01-07",0.872
"906","2019-01-08",0.896
"907","2019-01-09",0.9
"908","2019-01-10",0.947
"909","2019-01-11",0.95
"910","2019-01-14",0.95
"911","2019-01-15",0.98
"912","2019-01-16",1.03
"913","2019-01-17",1.049
"914","2019-01-18",1.06
"915","2019-01-22",1.023
"916","2019-01-23",1.04
"917","2019-01-24",1.05
"918","2019-01-25",1.05
"919","2019-01-28",1.12
"920","2019-01-29",1.123
"921","2019-01-30",1.18
"922","2019-01-31",1.163
"923","2019-02-01",1.17
"924","2019-02-04",1.135
"925","2019-02-05",1.13
"926","2019-02-06",1.15
"927","2019-02-07",1.15
"928","2019-02-08",1.1
"929","2019-02-11",1.1
"930","2019-02-12",1.06
"931","2019-02-13",1.06
"932","2019-02-14",1.1
"933","2019-02-15",1.1
"934","2019-02-19",1.1
"935","2019-02-20",1.26
"936","2019-02-21",1.173
"937","2019-02-22",1.123
"938","2019-02-25",1.148
"939","2019-02-26",1.15
"940","2019-02-27",1.19
"941","2019-02-28",1.172
"942","2019-03-01",1.17
"943","2019-03-04",1.18
"944","2019-03-05",1.22
"945","2019-03-06",1.357
"946","2019-03-07",1.36
"947","2019-03-08",1.47
"948","2019-03-11",1.513
"949","2019-03-12",1.73
"950","2019-03-13",1.6
"951","2019-03-14",1.78
"952","2019-03-15",1.85
"953","2019-03-18",1.65
"954","2019-03-19",1.71
"955","2019-03-20",1.85
"956","2019-03-21",2.02
"957","2019-03-22",2.307
"958","2019-03-25",2.48
"959","2019-03-26",2.42
"960","2019-03-27",2
"961","2019-03-28",2.05
"962","2019-03-29",2.18
"963","2019-04-01",2.22
"964","2019-04-02",2.1
"965","2019-04-03",2.18
"966","2019-04-04",2.34
"967","2019-04-05",2.354
"968","2019-04-08",2.26
"969","2019-04-09",2.26
"970","2019-04-10",2.25
"971","2019-04-11",2.08
"972","2019-04-12",2.13
"973","2019-04-15",2.23
"974","2019-04-16",2.14
"975","2019-04-17",2.13
"976","2019-04-18",2.19
"977","2019-04-22",2.179
"978","2019-04-23",2.15
"979","2019-04-24",2.15
"980","2019-04-25",2.19
"981","2019-04-26",2.14
"982","2019-04-29",2.07
"983","2019-04-30",1.95
"984","2019-05-01",1.85
"985","2019-05-02",1.93
"986","2019-05-03",1.9
"987","2019-05-06",1.93
"988","2019-05-07",1.88
"989","2019-05-08",1.85
"990","2019-05-09",1.85
"991","2019-05-10",1.85
"992","2019-05-13",1.88
"993","2019-05-14",1.82
"994","2019-05-15",1.81
"995","2019-05-16",1.79
"996","2019-05-17",1.68
"997","2019-05-20",1.73
"998","2019-05-21",1.64
"999","2019-05-22",1.82
"1000","2019-05-23",2.38
