"","date","SRG"
"1","2015-07-06",37.099998
"2","2015-07-07",37.73
"3","2015-07-08",37.200001
"4","2015-07-09",37.32
"5","2015-07-10",37.5
"6","2015-07-13",37.439999
"7","2015-07-14",37.43
"8","2015-07-15",37.700001
"9","2015-07-16",37.959999
"10","2015-07-17",39.5
"11","2015-07-20",40.099998
"12","2015-07-21",40.380001
"13","2015-07-22",39.900002
"14","2015-07-23",39.650002
"15","2015-07-24",39.400002
"16","2015-07-27",38.75
"17","2015-07-28",38.549999
"18","2015-07-29",38.380001
"19","2015-07-30",38.82
"20","2015-07-31",38.560001
"21","2015-08-03",37.220001
"22","2015-08-04",36.970001
"23","2015-08-05",37.049999
"24","2015-08-06",37.099998
"25","2015-08-07",37.619999
"26","2015-08-10",38.939999
"27","2015-08-11",39.599998
"28","2015-08-12",39.41
"29","2015-08-13",39.990002
"30","2015-08-14",40.75
"31","2015-08-17",42.59
"32","2015-08-18",43
"33","2015-08-19",44
"34","2015-08-20",42.779999
"35","2015-08-21",41.880001
"36","2015-08-24",39.869999
"37","2015-08-25",39.860001
"38","2015-08-26",39.709999
"39","2015-08-27",39.639999
"40","2015-08-28",39.549999
"41","2015-08-31",39.689999
"42","2015-09-01",39.200001
"43","2015-09-02",39.23
"44","2015-09-03",39.549999
"45","2015-09-04",39.900002
"46","2015-09-08",41.380001
"47","2015-09-09",41.509998
"48","2015-09-10",42.57
"49","2015-09-11",42.07
"50","2015-09-14",41.549999
"51","2015-09-15",41.490002
"52","2015-09-16",41.439999
"53","2015-09-17",41.509998
"54","2015-09-18",41.279999
"55","2015-09-21",42.189999
"56","2015-09-22",41.099998
"57","2015-09-23",40.82
"58","2015-09-24",40.099998
"59","2015-09-25",40.830002
"60","2015-09-28",38.52
"61","2015-09-29",38.07
"62","2015-09-30",37.25
"63","2015-10-01",38.549999
"64","2015-10-02",38.619999
"65","2015-10-05",38.529999
"66","2015-10-06",38.360001
"67","2015-10-07",38.700001
"68","2015-10-08",39.220001
"69","2015-10-09",39.150002
"70","2015-10-12",39.720001
"71","2015-10-13",38.959999
"72","2015-10-14",38.639999
"73","2015-10-15",39.75
"74","2015-10-16",39.43
"75","2015-10-19",39.139999
"76","2015-10-20",39.75
"77","2015-10-21",40
"78","2015-10-22",40.25
"79","2015-10-23",40.16
"80","2015-10-26",40.75
"81","2015-10-27",40.959999
"82","2015-10-28",41.450001
"83","2015-10-29",41.900002
"84","2015-10-30",42.130001
"85","2015-11-02",42.490002
"86","2015-11-03",42.5
"87","2015-11-04",41.790001
"88","2015-11-05",41.099998
"89","2015-11-06",38.93
"90","2015-11-09",37.799999
"91","2015-11-10",37.77
"92","2015-11-11",37.720001
"93","2015-11-12",36.919998
"94","2015-11-13",35.779999
"95","2015-11-16",35.41
"96","2015-11-17",35
"97","2015-11-18",34.169998
"98","2015-11-19",34.5
"99","2015-11-20",33.84
"100","2015-11-23",34.349998
"101","2015-11-24",35.389999
"102","2015-11-25",35.68
"103","2015-11-27",36.200001
"104","2015-11-30",36.5
"105","2015-12-01",36.290001
"106","2015-12-02",36.049999
"107","2015-12-03",35.049999
"108","2015-12-04",34.959999
"109","2015-12-07",34.650002
"110","2015-12-08",34.509998
"111","2015-12-09",35.23
"112","2015-12-10",41.09
"113","2015-12-11",41.240002
"114","2015-12-14",41.18
"115","2015-12-15",41.07
"116","2015-12-16",40.93
"117","2015-12-17",41
"118","2015-12-18",40.57
"119","2015-12-21",40.98
"120","2015-12-22",40.950001
"121","2015-12-23",41.130001
"122","2015-12-24",41.18
"123","2015-12-28",40.669998
"124","2015-12-29",40.709999
"125","2015-12-30",39.490002
"126","2015-12-31",40.220001
"127","2016-01-04",39.75
"128","2016-01-05",40.380001
"129","2016-01-06",40.490002
"130","2016-01-07",39.900002
"131","2016-01-08",39.959999
"132","2016-01-11",39.41
"133","2016-01-12",38.419998
"134","2016-01-13",37.860001
"135","2016-01-14",37.900002
"136","2016-01-15",37.540001
"137","2016-01-19",38.02
"138","2016-01-20",38.189999
"139","2016-01-21",38.880001
"140","2016-01-22",39.349998
"141","2016-01-25",39.169998
"142","2016-01-26",39.400002
"143","2016-01-27",39
"144","2016-01-28",38.48
"145","2016-01-29",38.990002
"146","2016-02-01",39.400002
"147","2016-02-02",38.82
"148","2016-02-03",38.98
"149","2016-02-04",40.299999
"150","2016-02-05",40.509998
"151","2016-02-08",39.610001
"152","2016-02-09",38.869999
"153","2016-02-10",37.509998
"154","2016-02-11",38.98
"155","2016-02-12",39
"156","2016-02-16",39.720001
"157","2016-02-17",41.470001
"158","2016-02-18",41.290001
"159","2016-02-19",41.099998
"160","2016-02-22",41.25
"161","2016-02-23",41.310001
"162","2016-02-24",42.16
"163","2016-02-25",42.049999
"164","2016-02-26",42.75
"165","2016-02-29",41.360001
"166","2016-03-01",41.799999
"167","2016-03-02",41.529999
"168","2016-03-03",42.349998
"169","2016-03-04",42.630001
"170","2016-03-07",40.990002
"171","2016-03-08",40.139999
"172","2016-03-09",40.639999
"173","2016-03-10",40.470001
"174","2016-03-11",42.75
"175","2016-03-14",43.939999
"176","2016-03-15",43.029999
"177","2016-03-16",43.599998
"178","2016-03-17",45.209999
"179","2016-03-18",46.48
"180","2016-03-21",47
"181","2016-03-22",46.549999
"182","2016-03-23",47.330002
"183","2016-03-24",48.919998
"184","2016-03-28",48.959999
"185","2016-03-29",50.939999
"186","2016-03-30",51.189999
"187","2016-03-31",49.970001
"188","2016-04-01",50.75
"189","2016-04-04",51.349998
"190","2016-04-05",51.240002
"191","2016-04-06",51.91
"192","2016-04-07",52.5
"193","2016-04-08",53.040001
"194","2016-04-11",52.849998
"195","2016-04-12",53.98
"196","2016-04-13",54.240002
"197","2016-04-14",55.82
"198","2016-04-15",56.470001
"199","2016-04-18",55.240002
"200","2016-04-19",53.599998
"201","2016-04-20",52.700001
"202","2016-04-21",53.43
"203","2016-04-22",53.400002
"204","2016-04-25",53.060001
"205","2016-04-26",53.25
"206","2016-04-27",53.470001
"207","2016-04-28",53.540001
"208","2016-04-29",53.369999
"209","2016-05-02",54.669998
"210","2016-05-03",54
"211","2016-05-04",54.040001
"212","2016-05-05",52.700001
"213","2016-05-06",53.25
"214","2016-05-09",53.400002
"215","2016-05-10",52.939999
"216","2016-05-11",51.380001
"217","2016-05-12",48.169998
"218","2016-05-13",46.07
"219","2016-05-16",46.07
"220","2016-05-17",44.959999
"221","2016-05-18",43.75
"222","2016-05-19",42.91
"223","2016-05-20",43.889999
"224","2016-05-23",43.919998
"225","2016-05-24",44.209999
"226","2016-05-25",43.790001
"227","2016-05-26",44.869999
"228","2016-05-27",45.139999
"229","2016-05-31",46.209999
"230","2016-06-01",46.599998
"231","2016-06-02",47.91
"232","2016-06-03",48.880001
"233","2016-06-06",49.029999
"234","2016-06-07",49.380001
"235","2016-06-08",49.619999
"236","2016-06-09",49.23
"237","2016-06-10",48.970001
"238","2016-06-13",49.02
"239","2016-06-14",48.900002
"240","2016-06-15",50.139999
"241","2016-06-16",49.990002
"242","2016-06-17",50.029999
"243","2016-06-20",50.84
"244","2016-06-21",51.040001
"245","2016-06-22",51.040001
"246","2016-06-23",50.830002
"247","2016-06-24",48.27
"248","2016-06-27",46.82
"249","2016-06-28",46.91
"250","2016-06-29",48.450001
"251","2016-06-30",49.84
"252","2016-07-01",49.189999
"253","2016-07-05",48.529999
"254","2016-07-06",47.869999
"255","2016-07-07",47.470001
"256","2016-07-08",48.52
"257","2016-07-11",48.860001
"258","2016-07-12",48.860001
"259","2016-07-13",48.720001
"260","2016-07-14",48.810001
"261","2016-07-15",48.860001
"262","2016-07-18",48.759998
"263","2016-07-19",48.68
"264","2016-07-20",49.610001
"265","2016-07-21",49.84
"266","2016-07-22",50.73
"267","2016-07-25",50.529999
"268","2016-07-26",49.900002
"269","2016-07-27",49.259998
"270","2016-07-28",49.450001
"271","2016-07-29",50.060001
"272","2016-08-01",50.779999
"273","2016-08-02",49.310001
"274","2016-08-03",48.41
"275","2016-08-04",48.150002
"276","2016-08-05",47.84
"277","2016-08-08",49.369999
"278","2016-08-09",49.529999
"279","2016-08-10",49.650002
"280","2016-08-11",47.709999
"281","2016-08-12",47.09
"282","2016-08-15",47.310001
"283","2016-08-16",46.709999
"284","2016-08-17",47.290001
"285","2016-08-18",46.849998
"286","2016-08-19",46.5
"287","2016-08-22",46.669998
"288","2016-08-23",46.380001
"289","2016-08-24",46.009998
"290","2016-08-25",46.240002
"291","2016-08-26",44.59
"292","2016-08-29",45.200001
"293","2016-08-30",45.220001
"294","2016-08-31",44.5
"295","2016-09-01",44.700001
"296","2016-09-02",44.900002
"297","2016-09-06",48.279999
"298","2016-09-07",49.150002
"299","2016-09-08",49.23
"300","2016-09-09",48.23
"301","2016-09-12",49.400002
"302","2016-09-13",47.52
"303","2016-09-14",47.130001
"304","2016-09-15",46.810001
"305","2016-09-16",47.009998
"306","2016-09-19",47.990002
"307","2016-09-20",47.860001
"308","2016-09-21",49.709999
"309","2016-09-22",49.75
"310","2016-09-23",50.759998
"311","2016-09-26",50.970001
"312","2016-09-27",51.200001
"313","2016-09-28",51.310001
"314","2016-09-29",51.369999
"315","2016-09-30",50.68
"316","2016-10-03",50.540001
"317","2016-10-04",50.759998
"318","2016-10-05",49.84
"319","2016-10-06",49.549999
"320","2016-10-07",48.869999
"321","2016-10-10",49.009998
"322","2016-10-11",48.77
"323","2016-10-12",48.689999
"324","2016-10-13",48.099998
"325","2016-10-14",46.66
"326","2016-10-17",46.07
"327","2016-10-18",46.470001
"328","2016-10-19",46.099998
"329","2016-10-20",47.139999
"330","2016-10-21",46.73
"331","2016-10-24",46.990002
"332","2016-10-25",46.18
"333","2016-10-26",45.889999
"334","2016-10-27",45.029999
"335","2016-10-28",45.09
"336","2016-10-31",45.549999
"337","2016-11-01",44.82
"338","2016-11-02",44.139999
"339","2016-11-03",43.669998
"340","2016-11-04",44.310001
"341","2016-11-07",44.57
"342","2016-11-08",44.099998
"343","2016-11-09",44.5
"344","2016-11-10",45.200001
"345","2016-11-11",46.52
"346","2016-11-14",47.689999
"347","2016-11-15",48.84
"348","2016-11-16",48.290001
"349","2016-11-17",48.259998
"350","2016-11-18",48.349998
"351","2016-11-21",48.59
"352","2016-11-22",48.779999
"353","2016-11-23",47.599998
"354","2016-11-25",47.720001
"355","2016-11-28",46.939999
"356","2016-11-29",47.669998
"357","2016-11-30",47.639999
"358","2016-12-01",47.709999
"359","2016-12-02",48.099998
"360","2016-12-05",48.139999
"361","2016-12-06",47.560001
"362","2016-12-07",47.740002
"363","2016-12-08",47.43
"364","2016-12-09",45.639999
"365","2016-12-12",45.720001
"366","2016-12-13",45.91
"367","2016-12-14",45.09
"368","2016-12-15",44.540001
"369","2016-12-16",44.700001
"370","2016-12-19",45.84
"371","2016-12-20",45.900002
"372","2016-12-21",46.049999
"373","2016-12-22",45.240002
"374","2016-12-23",44.389999
"375","2016-12-27",43.549999
"376","2016-12-28",42.599998
"377","2016-12-29",42.48
"378","2016-12-30",42.709999
"379","2017-01-03",41.41
"380","2017-01-04",42.549999
"381","2017-01-05",41.950001
"382","2017-01-06",42.130001
"383","2017-01-09",41.110001
"384","2017-01-10",40.009998
"385","2017-01-11",40.09
"386","2017-01-12",39.91
"387","2017-01-13",39.799999
"388","2017-01-17",42.810001
"389","2017-01-18",42.880001
"390","2017-01-19",42.16
"391","2017-01-20",42.349998
"392","2017-01-23",42.650002
"393","2017-01-24",43.25
"394","2017-01-25",43.689999
"395","2017-01-26",44.029999
"396","2017-01-27",42.48
