"","date","UTHR"
"1","2007-01-03",26.610001
"2","2007-01-04",26.83
"3","2007-01-05",26.530001
"4","2007-01-08",26.945
"5","2007-01-09",27.184999
"6","2007-01-10",27.57
"7","2007-01-11",28.365
"8","2007-01-12",28.549999
"9","2007-01-16",28.615
"10","2007-01-17",29
"11","2007-01-18",28.995001
"12","2007-01-19",29.15
"13","2007-01-22",29.195
"14","2007-01-23",29.565001
"15","2007-01-24",29.07
"16","2007-01-25",28.67
"17","2007-01-26",28.139999
"18","2007-01-29",28.120001
"19","2007-01-30",27.174999
"20","2007-01-31",26.799999
"21","2007-02-01",26.125
"22","2007-02-02",26.285
"23","2007-02-05",25.379999
"24","2007-02-06",25.405001
"25","2007-02-07",25.174999
"26","2007-02-08",24.049999
"27","2007-02-09",23.934999
"28","2007-02-12",23.955
"29","2007-02-13",24.84
"30","2007-02-14",25.540001
"31","2007-02-15",25.379999
"32","2007-02-16",25.305
"33","2007-02-20",28.450001
"34","2007-02-21",29.035
"35","2007-02-22",28.985001
"36","2007-02-23",28.889999
"37","2007-02-26",29.264999
"38","2007-02-27",28.690001
"39","2007-02-28",28.1
"40","2007-03-01",27.719999
"41","2007-03-02",27.540001
"42","2007-03-05",27.215
"43","2007-03-06",27.219999
"44","2007-03-07",26.959999
"45","2007-03-08",26.754999
"46","2007-03-09",26.965
"47","2007-03-12",27.24
"48","2007-03-13",27.225
"49","2007-03-14",28.135
"50","2007-03-15",27.969999
"51","2007-03-16",27.645
"52","2007-03-19",28.48
"53","2007-03-20",28.375
"54","2007-03-21",28.139999
"55","2007-03-22",27.940001
"56","2007-03-23",28.25
"57","2007-03-26",27.790001
"58","2007-03-27",27.475
"59","2007-03-28",27.275
"60","2007-03-29",26.875
"61","2007-03-30",26.889999
"62","2007-04-02",26.74
"63","2007-04-03",26.75
"64","2007-04-04",26.5
"65","2007-04-05",26.375
"66","2007-04-09",26.27
"67","2007-04-10",26.014999
"68","2007-04-11",26.17
"69","2007-04-12",27.084999
"70","2007-04-13",26.945
"71","2007-04-16",27.110001
"72","2007-04-17",27.040001
"73","2007-04-18",27.15
"74","2007-04-19",27.41
"75","2007-04-20",27.285
"76","2007-04-23",27.52
"77","2007-04-24",27.58
"78","2007-04-25",27.73
"79","2007-04-26",28.065001
"80","2007-04-27",28.035
"81","2007-04-30",27.955
"82","2007-05-01",29.004999
"83","2007-05-02",29.059999
"84","2007-05-03",29.674999
"85","2007-05-04",29.65
"86","2007-05-07",29.639999
"87","2007-05-08",31.48
"88","2007-05-09",32.125
"89","2007-05-10",31.719999
"90","2007-05-11",32.435001
"91","2007-05-14",32.724998
"92","2007-05-15",32.325001
"93","2007-05-16",33.165001
"94","2007-05-17",32.919998
"95","2007-05-18",33.630001
"96","2007-05-21",33.494999
"97","2007-05-22",33.82
"98","2007-05-23",33.799999
"99","2007-05-24",33.560001
"100","2007-05-25",33.435001
"101","2007-05-29",33.435001
"102","2007-05-30",32.810001
"103","2007-05-31",32.994999
"104","2007-06-01",32.785
"105","2007-06-04",32.75
"106","2007-06-05",33.084999
"107","2007-06-06",33.115002
"108","2007-06-07",32.514999
"109","2007-06-08",32.825001
"110","2007-06-11",32.494999
"111","2007-06-12",32.23
"112","2007-06-13",32.244999
"113","2007-06-14",32.130001
"114","2007-06-15",32.424999
"115","2007-06-18",32.195
"116","2007-06-19",32.09
"117","2007-06-20",31.83
"118","2007-06-21",31.775
"119","2007-06-22",31.34
"120","2007-06-25",31.23
"121","2007-06-26",31.17
"122","2007-06-27",31.790001
"123","2007-06-28",31.875
"124","2007-06-29",31.879999
"125","2007-07-02",31.98
"126","2007-07-03",32.044998
"127","2007-07-05",32.32
"128","2007-07-06",32.400002
"129","2007-07-09",32.834999
"130","2007-07-10",33.154999
"131","2007-07-11",33.580002
"132","2007-07-12",34
"133","2007-07-13",33.974998
"134","2007-07-16",34.02
"135","2007-07-17",34.5
"136","2007-07-18",34.630001
"137","2007-07-19",34.720001
"138","2007-07-20",34.709999
"139","2007-07-23",34.785
"140","2007-07-24",34.650002
"141","2007-07-25",34.625
"142","2007-07-26",34.955002
"143","2007-07-27",34.825001
"144","2007-07-30",34.915001
"145","2007-07-31",34.68
"146","2007-08-01",34.93
"147","2007-08-02",34.889999
"148","2007-08-03",34.310001
"149","2007-08-06",33.794998
"150","2007-08-07",33.654999
"151","2007-08-08",34.195
"152","2007-08-09",34.130001
"153","2007-08-10",33.064999
"154","2007-08-13",32.860001
"155","2007-08-14",32.599998
"156","2007-08-15",32.34
"157","2007-08-16",32.240002
"158","2007-08-17",32.529999
"159","2007-08-20",32.939999
"160","2007-08-21",33.02
"161","2007-08-22",33.154999
"162","2007-08-23",33.974998
"163","2007-08-24",33.645
"164","2007-08-27",33.91
"165","2007-08-28",33.93
"166","2007-08-29",34.23
"167","2007-08-30",34.23
"168","2007-08-31",34.244999
"169","2007-09-04",34.939999
"170","2007-09-05",35.02
"171","2007-09-06",34.794998
"172","2007-09-07",34.165001
"173","2007-09-10",34.115002
"174","2007-09-11",34.244999
"175","2007-09-12",34.215
"176","2007-09-13",33.400002
"177","2007-09-14",33.395
"178","2007-09-17",33.290001
"179","2007-09-18",33.494999
"180","2007-09-19",33.125
"181","2007-09-20",33.625
"182","2007-09-21",33.505001
"183","2007-09-24",32.950001
"184","2007-09-25",32.939999
"185","2007-09-26",32.755001
"186","2007-09-27",33.355
"187","2007-09-28",33.27
"188","2007-10-01",33.5
"189","2007-10-02",33.07
"190","2007-10-03",32.764999
"191","2007-10-04",33.32
"192","2007-10-05",33.73
"193","2007-10-08",33.650002
"194","2007-10-09",33.450001
"195","2007-10-10",33.200001
"196","2007-10-11",32.790001
"197","2007-10-12",33.02
"198","2007-10-15",32.974998
"199","2007-10-16",33.834999
"200","2007-10-17",35.205002
"201","2007-10-18",35.525002
"202","2007-10-19",35.41
"203","2007-10-22",35.939999
"204","2007-10-23",36.134998
"205","2007-10-24",36.07
"206","2007-10-25",36.169998
"207","2007-10-26",36.740002
"208","2007-10-29",35.740002
"209","2007-10-30",34.564999
"210","2007-10-31",34.220001
"211","2007-11-01",47.055
"212","2007-11-02",51.424999
"213","2007-11-05",54.16
"214","2007-11-06",51.494999
"215","2007-11-07",51.509998
"216","2007-11-08",51.32
"217","2007-11-09",51.134998
"218","2007-11-12",51.290001
"219","2007-11-13",52.259998
"220","2007-11-14",51.880001
"221","2007-11-15",51.145
"222","2007-11-16",49.994999
"223","2007-11-19",48.875
"224","2007-11-20",49.23
"225","2007-11-21",48.830002
"226","2007-11-23",49.535
"227","2007-11-26",48.945
"228","2007-11-27",49.75
"229","2007-11-28",51.150002
"230","2007-11-29",51.369999
"231","2007-11-30",50.040001
"232","2007-12-03",50.264999
"233","2007-12-04",50.145
"234","2007-12-05",49.369999
"235","2007-12-06",49.040001
"236","2007-12-07",51.095001
"237","2007-12-10",54.310001
"238","2007-12-11",52.580002
"239","2007-12-12",52.119999
"240","2007-12-13",52.790001
"241","2007-12-14",51.380001
"242","2007-12-17",49.525002
"243","2007-12-18",49.435001
"244","2007-12-19",49.57
"245","2007-12-20",50.305
"246","2007-12-21",49.924999
"247","2007-12-24",50.189999
"248","2007-12-26",50.314999
"249","2007-12-27",49.595001
"250","2007-12-28",49.264999
"251","2007-12-31",48.825001
"252","2008-01-02",49.544998
"253","2008-01-03",51.474998
"254","2008-01-04",51.25
"255","2008-01-07",51.575001
"256","2008-01-08",49.310001
"257","2008-01-09",49.445
"258","2008-01-10",49.755001
"259","2008-01-11",49.255001
"260","2008-01-14",49.189999
"261","2008-01-15",47.869999
"262","2008-01-16",47.57
"263","2008-01-17",46.509998
"264","2008-01-18",47.305
"265","2008-01-22",45.349998
"266","2008-01-23",45.529999
"267","2008-01-24",44.349998
"268","2008-01-25",43.134998
"269","2008-01-28",43.07
"270","2008-01-29",43.035
"271","2008-01-30",42.634998
"272","2008-01-31",41.990002
"273","2008-02-01",42.744999
"274","2008-02-04",43.57
"275","2008-02-05",43.154999
"276","2008-02-06",42.349998
"277","2008-02-07",42.834999
"278","2008-02-08",43.355
"279","2008-02-11",44.48
"280","2008-02-12",45.634998
"281","2008-02-13",45.029999
"282","2008-02-14",44.16
"283","2008-02-15",44
"284","2008-02-19",43.939999
"285","2008-02-20",42.465
"286","2008-02-21",41.369999
"287","2008-02-22",40.990002
"288","2008-02-25",41.860001
"289","2008-02-26",42.445
"290","2008-02-27",42.049999
"291","2008-02-28",41.970001
"292","2008-02-29",42.084999
"293","2008-03-03",41.715
"294","2008-03-04",41.290001
"295","2008-03-05",41.360001
"296","2008-03-06",40.185001
"297","2008-03-07",39.169998
"298","2008-03-10",37.400002
"299","2008-03-11",38.48
"300","2008-03-12",39.16
"301","2008-03-13",39.57
"302","2008-03-14",39.404999
"303","2008-03-17",38.744999
"304","2008-03-18",40.619999
"305","2008-03-19",41.395
"306","2008-03-20",41.68
"307","2008-03-24",42.625
"308","2008-03-25",42.235001
"309","2008-03-26",43.669998
"310","2008-03-27",44.244999
"311","2008-03-28",43.244999
"312","2008-03-31",43.349998
"313","2008-04-01",44.205002
"314","2008-04-02",44.195
"315","2008-04-03",43.474998
"316","2008-04-04",43.205002
"317","2008-04-07",42.705002
"318","2008-04-08",42.150002
"319","2008-04-09",41.080002
"320","2008-04-10",42.369999
"321","2008-04-11",42.049999
"322","2008-04-14",41.419998
"323","2008-04-15",41.744999
"324","2008-04-16",42.18
"325","2008-04-17",42.174999
"326","2008-04-18",42.580002
"327","2008-04-21",43.334999
"328","2008-04-22",43.09
"329","2008-04-23",43.619999
"330","2008-04-24",43.994999
"331","2008-04-25",43.255001
"332","2008-04-28",44.509998
"333","2008-04-29",42.990002
"334","2008-04-30",42.25
"335","2008-05-01",43.645
"336","2008-05-02",45.544998
"337","2008-05-05",46.209999
"338","2008-05-06",46.174999
"339","2008-05-07",45.355
"340","2008-05-08",45.384998
"341","2008-05-09",44.935001
"342","2008-05-12",46.505001
"343","2008-05-13",46.455002
"344","2008-05-14",46.709999
"345","2008-05-15",45.540001
"346","2008-05-16",46.294998
"347","2008-05-19",46.549999
"348","2008-05-20",45.945
"349","2008-05-21",44.474998
