"","date","JT"
"1","2017-11-16",67.199997
"2","2017-11-17",57.599998
"3","2017-11-20",59.200001
"4","2017-11-21",52.799999
"5","2017-11-22",46
"6","2017-11-24",39.200001
"7","2017-11-27",40.32
"8","2017-11-28",41.919998
"9","2017-11-29",40
"10","2017-11-30",41.759998
"11","2017-12-01",40
"12","2017-12-04",41.200001
"13","2017-12-05",39.279999
"14","2017-12-06",38.880001
"15","2017-12-07",44.880001
"16","2017-12-08",48
"17","2017-12-11",51.200001
"18","2017-12-12",53.599998
"19","2017-12-13",64
"20","2017-12-14",59.200001
"21","2017-12-15",60
"22","2017-12-18",53.599998
"23","2017-12-19",55.759998
"24","2017-12-20",54.400002
"25","2017-12-21",53.599998
"26","2017-12-22",53.360001
"27","2017-12-26",52.080002
"28","2017-12-27",52.32
"29","2017-12-28",53.119999
"30","2017-12-29",51.84
"31","2018-01-02",52
"32","2018-01-03",52.639999
"33","2018-01-04",50.959999
"34","2018-01-05",54.400002
"35","2018-01-08",59.599998
"36","2018-01-09",61.200001
"37","2018-01-10",59.919998
"38","2018-01-11",59.919998
"39","2018-01-12",56.240002
"40","2018-01-16",56.16
"41","2018-01-17",56.240002
"42","2018-01-18",58.799999
"43","2018-01-19",61.119999
"44","2018-01-22",60.639999
"45","2018-01-23",61.52
"46","2018-01-24",70.480003
"47","2018-01-25",70.559998
"48","2018-01-26",67.040001
"49","2018-01-29",66.879997
"50","2018-01-30",65.919998
"51","2018-01-31",61.68
"52","2018-02-01",60.799999
"53","2018-02-02",60.48
"54","2018-02-05",56.799999
"55","2018-02-06",53.599998
"56","2018-02-07",54.240002
"57","2018-02-08",53.200001
"58","2018-02-09",53.119999
"59","2018-02-12",54.080002
"60","2018-02-13",53.68
"61","2018-02-14",54.639999
"62","2018-02-15",58.240002
"63","2018-02-16",58.080002
"64","2018-02-20",58.880001
"65","2018-02-21",59.200001
"66","2018-02-22",59.68
"67","2018-02-23",59.439999
"68","2018-02-26",58.560001
"69","2018-02-27",58.240002
"70","2018-02-28",53.52
"71","2018-03-01",53.84
"72","2018-03-02",55.439999
"73","2018-03-05",53.52
"74","2018-03-06",50.400002
"75","2018-03-07",48.880001
"76","2018-03-08",48.16
"77","2018-03-09",48
"78","2018-03-12",50.48
"79","2018-03-13",49.919998
"80","2018-03-14",50.400002
"81","2018-03-15",50.32
"82","2018-03-16",50.799999
"83","2018-03-19",49.759998
"84","2018-03-20",49.200001
"85","2018-03-21",49.84
"86","2018-03-22",48.400002
"87","2018-03-23",48.32
"88","2018-03-26",45.360001
"89","2018-03-27",46.48
"90","2018-03-28",44.32
"91","2018-03-29",44.240002
"92","2018-04-02",42.720001
"93","2018-04-03",45.919998
"94","2018-04-04",43.200001
"95","2018-04-05",42.959999
"96","2018-04-06",41.68
"97","2018-04-09",41.200001
"98","2018-04-10",41.919998
"99","2018-04-11",43.279999
"100","2018-04-12",44.16
"101","2018-04-13",44.880001
"102","2018-04-16",46.48
"103","2018-04-17",47.040001
"104","2018-04-18",45.599998
"105","2018-04-19",43.919998
"106","2018-04-20",42.799999
"107","2018-04-23",42.400002
"108","2018-04-24",41.68
"109","2018-04-25",41.599998
"110","2018-04-26",42.240002
"111","2018-04-27",43.439999
"112","2018-04-30",43.759998
"113","2018-05-01",43.759998
"114","2018-05-02",43.200001
"115","2018-05-03",43.279999
"116","2018-05-04",43.68
"117","2018-05-07",44
"118","2018-05-08",44.080002
"119","2018-05-09",43.919998
"120","2018-05-10",44.080002
"121","2018-05-11",46.799999
"122","2018-05-14",47.919998
"123","2018-05-15",48.240002
"124","2018-05-16",47.360001
"125","2018-05-17",46.799999
"126","2018-05-18",46.400002
"127","2018-05-21",46.639999
"128","2018-05-22",46.560001
"129","2018-05-23",46.32
"130","2018-05-24",45.119999
"131","2018-05-25",46.48
"132","2018-05-29",46.400002
"133","2018-05-30",46.720001
"134","2018-05-31",47.279999
"135","2018-06-01",47.68
"136","2018-06-04",50.080002
"137","2018-06-05",49.919998
"138","2018-06-06",50.080002
"139","2018-06-07",51.200001
"140","2018-06-08",51.759998
"141","2018-06-11",52.080002
"142","2018-06-12",52.560001
"143","2018-06-13",52.639999
"144","2018-06-14",52.560001
"145","2018-06-15",52.560001
"146","2018-06-18",53.119999
"147","2018-06-19",50.799999
"148","2018-06-20",51.599998
"149","2018-06-21",52.799999
"150","2018-06-22",53.040001
"151","2018-06-25",51.279999
"152","2018-06-26",52.48
"153","2018-06-27",52.560001
"154","2018-06-28",52.880001
"155","2018-06-29",52.880001
"156","2018-07-02",52.880001
"157","2018-07-03",53.119999
"158","2018-07-05",53.200001
"159","2018-07-06",53.279999
"160","2018-07-09",50.32
"161","2018-07-10",45.52
"162","2018-07-11",45.84
"163","2018-07-12",45.759998
"164","2018-07-13",45.68
"165","2018-07-16",45.52
"166","2018-07-17",45.200001
"167","2018-07-18",45.279999
"168","2018-07-19",43.759998
"169","2018-07-20",42.799999
"170","2018-07-23",43.119999
"171","2018-07-24",43.360001
"172","2018-07-25",44
"173","2018-07-26",43.439999
"174","2018-07-27",42.959999
"175","2018-07-30",42.16
"176","2018-07-31",41.279999
"177","2018-08-01",39.68
"178","2018-08-02",39.52
"179","2018-08-03",38.639999
"180","2018-08-06",38.400002
"181","2018-08-07",38.080002
"182","2018-08-08",38.32
"183","2018-08-09",37.200001
"184","2018-08-10",36.400002
"185","2018-08-13",34
"186","2018-08-14",33.279999
"187","2018-08-15",33.279999
"188","2018-08-16",36.400002
"189","2018-08-17",37.68
"190","2018-08-20",38.639999
"191","2018-08-21",39.599998
"192","2018-08-22",39.040001
"193","2018-08-23",38.799999
"194","2018-08-24",39.919998
"195","2018-08-27",40.639999
"196","2018-08-28",40
"197","2018-08-29",40.880001
"198","2018-08-30",40.720001
"199","2018-08-31",41.200001
"200","2018-09-04",41.040001
"201","2018-09-05",41.040001
"202","2018-09-06",40
"203","2018-09-07",38.720001
"204","2018-09-10",36.799999
"205","2018-09-11",34.959999
"206","2018-09-12",34.080002
"207","2018-09-13",34.400002
"208","2018-09-14",34.560001
"209","2018-09-17",34.720001
"210","2018-09-18",34.720001
"211","2018-09-19",35.919998
"212","2018-09-20",38.560001
"213","2018-09-21",39.599998
"214","2018-09-24",40.400002
"215","2018-09-25",40
"216","2018-09-26",40.080002
"217","2018-09-27",39.84
"218","2018-09-28",39.119999
"219","2018-10-01",39.52
"220","2018-10-02",39.119999
"221","2018-10-03",42.400002
"222","2018-10-04",39.919998
"223","2018-10-05",38.32
"224","2018-10-08",38.240002
"225","2018-10-09",36.880001
"226","2018-10-10",37.919998
"227","2018-10-11",38.16
"228","2018-10-12",38.720001
"229","2018-10-15",39.119999
"230","2018-10-16",38.880001
"231","2018-10-17",39.279999
"232","2018-10-18",35.599998
"233","2018-10-19",36.16
"234","2018-10-22",37.68
"235","2018-10-23",37.759998
"236","2018-10-24",37.439999
"237","2018-10-25",38.959999
"238","2018-10-26",39.040001
"239","2018-10-29",38.080002
"240","2018-10-30",37.52
"241","2018-10-31",39.84
"242","2018-11-01",41.919998
"243","2018-11-02",48.400002
"244","2018-11-05",46.560001
"245","2018-11-06",45.84
"246","2018-11-07",46.959999
"247","2018-11-08",48.080002
"248","2018-11-09",46.240002
"249","2018-11-12",46.16
"250","2018-11-13",45.599998
"251","2018-11-14",45.279999
"252","2018-11-15",45.360001
"253","2018-11-16",45.200001
"254","2018-11-19",43.599998
"255","2018-11-20",35.759998
"256","2018-11-21",36.240002
"257","2018-11-23",36
"258","2018-11-26",37.279999
"259","2018-11-27",35.360001
"260","2018-11-28",36.240002
"261","2018-11-29",34.720001
"262","2018-11-30",34.880001
"263","2018-12-03",35.84
"264","2018-12-04",33.919998
"265","2018-12-06",34.32
"266","2018-12-07",33.119999
"267","2018-12-10",30.4
"268","2018-12-11",30
"269","2018-12-12",29.76
"270","2018-12-13",29.360001
"271","2018-12-14",28.879999
"272","2018-12-17",28.24
"273","2018-12-18",30.24
"274","2018-12-19",29.440001
"275","2018-12-20",30.08
"276","2018-12-21",30.4
"277","2018-12-24",32.400002
"278","2018-12-26",31.440001
"279","2018-12-27",32
"280","2018-12-28",32.080002
"281","2018-12-31",33.360001
"282","2019-01-02",35.439999
"283","2019-01-03",35.599998
"284","2019-01-04",38.48
"285","2019-01-07",38.959999
"286","2019-01-08",40
"287","2019-01-09",40
"288","2019-01-10",40.48
"289","2019-01-11",39.84
"290","2019-01-14",40.080002
"291","2019-01-15",42
"292","2019-01-16",43.119999
"293","2019-01-17",44.16
"294","2019-01-18",46.16
"295","2019-01-22",44.799999
"296","2019-01-23",46
"297","2019-01-24",44.16
"298","2019-01-25",43.200001
"299","2019-01-28",46.400002
"300","2019-01-29",47.360001
"301","2019-01-30",48.880001
"302","2019-01-31",49.279999
"303","2019-02-01",49.360001
"304","2019-02-04",50.799999
"305","2019-02-05",51.439999
"306","2019-02-06",51.68
"307","2019-02-07",49.52
"308","2019-02-08",48.32
"309","2019-02-11",46.880001
"310","2019-02-12",48.639999
"311","2019-02-13",48
"312","2019-02-14",50.16
"313","2019-02-15",51.599998
"314","2019-02-19",48.959999
"315","2019-02-20",48.880001
"316","2019-02-21",46.880001
"317","2019-02-22",49.439999
"318","2019-02-25",52.32
"319","2019-02-26",57.439999
"320","2019-02-27",57.040001
"321","2019-02-28",57.52
"322","2019-03-01",58.799999
"323","2019-03-04",62.720001
"324","2019-03-05",56.16
"325","2019-03-06",55.279999
"326","2019-03-07",52.32
"327","2019-03-08",51.84
"328","2019-03-11",50.639999
"329","2019-03-12",50.880001
"330","2019-03-13",50.560001
"331","2019-03-14",50.400002
"332","2019-03-15",43.919998
"333","2019-03-18",42.32
"334","2019-03-19",42
"335","2019-03-20",42.400002
"336","2019-03-21",42.720001
"337","2019-03-22",38.799999
"338","2019-03-25",39.200001
"339","2019-03-26",41.040001
"340","2019-03-27",41.119999
"341","2019-03-28",41.119999
"342","2019-03-29",40.080002
"343","2019-04-01",40.240002
"344","2019-04-02",38.880001
"345","2019-04-03",38.959999
"346","2019-04-04",39.759998
"347","2019-04-05",39.599998
"348","2019-04-08",40.32
"349","2019-04-09",39.279999
"350","2019-04-10",40.400002
"351","2019-04-11",39.919998
"352","2019-04-12",40
"353","2019-04-15",39.919998
"354","2019-04-16",40.080002
"355","2019-04-17",39.119999
"356","2019-04-18",39.119999
"357","2019-04-22",40.080002
"358","2019-04-23",40.240002
"359","2019-04-24",40
"360","2019-04-25",39.119999
"361","2019-04-26",39.119999
"362","2019-04-29",39.439999
"363","2019-04-30",38.639999
"364","2019-05-01",38.560001
"365","2019-05-02",39.599998
"366","2019-05-03",39.759998
