"","date","HFFG"
"187","2018-06-05",10.04
"188","2018-06-06",10.04
"189","2018-06-07",10.05
"190","2018-06-08",10.05
"191","2018-06-11",10.12
"192","2018-06-12",10.12
"193","2018-06-13",10.12
"194","2018-06-14",10.12
"195","2018-06-15",10.13
"196","2018-06-18",10.12
"197","2018-06-19",10.13
"198","2018-06-20",10.13
"199","2018-06-21",10.13
"200","2018-06-22",10.15
"201","2018-06-25",10.15
"202","2018-06-26",10.15
"203","2018-06-27",10.15
"204","2018-06-28",10.15
"205","2018-06-29",10.15
"206","2018-07-02",10.15
"207","2018-07-03",10.18
"208","2018-07-05",10.18
"209","2018-07-06",10.05
"210","2018-07-09",10.05
"211","2018-07-10",10.053
"212","2018-07-11",10.18
"213","2018-07-12",10.17
"214","2018-07-13",10.17
"215","2018-07-16",10
"216","2018-07-17",10.271
"217","2018-07-18",10.24
"218","2018-07-19",10.203
"219","2018-07-20",10.26
"220","2018-07-23",10.27
"221","2018-07-24",10.26
"222","2018-07-25",10.279
"223","2018-07-26",10.25
"224","2018-07-27",10.28
"225","2018-07-30",10.274
"226","2018-07-31",10.274
"227","2018-08-01",10.3
"228","2018-08-02",10.25
"229","2018-08-03",10.25
"230","2018-08-06",10.3
"231","2018-08-07",10.3
"232","2018-08-08",10.25
"233","2018-08-09",10.36
"234","2018-08-10",10.435
"235","2018-08-13",11.96
"236","2018-08-14",13.5
"237","2018-08-15",13.5
"238","2018-08-16",13.005
"239","2018-08-17",11.98
"240","2018-08-20",11.7
"241","2018-08-21",12.44
"242","2018-08-22",13.15
"243","2018-08-23",15.2
"244","2018-08-24",13.697
"245","2018-08-27",13.15
"246","2018-08-28",13.21
"247","2018-08-29",13.18
"248","2018-08-30",13.2
"249","2018-08-31",13.4
"250","2018-09-04",14.9
"251","2018-09-05",14.83
"252","2018-09-06",14.65
"253","2018-09-07",14.33
"254","2018-09-10",13.856
"255","2018-09-11",14.92
"256","2018-09-12",15
"257","2018-09-13",14.86
"258","2018-09-14",14.6
"259","2018-09-17",14.65
"260","2018-09-18",14.5
"261","2018-09-19",14.62
"262","2018-09-20",14.6
"263","2018-09-21",14.67
"264","2018-09-24",14.6
"265","2018-09-25",15.05
"266","2018-09-26",15.09
"267","2018-09-27",15.16
"268","2018-09-28",15.1
"269","2018-10-01",14.95
"270","2018-10-02",15.07
"271","2018-10-03",15
"272","2018-10-04",15
"273","2018-10-05",14.7
"274","2018-10-08",14.6
"275","2018-10-09",14.68
"276","2018-10-10",14.35
"277","2018-10-11",14.67
"278","2018-10-12",14.6
"279","2018-10-15",14.3
"280","2018-10-16",14.6
"281","2018-10-17",14.16
"282","2018-10-18",14.3
"283","2018-10-19",14.5
"284","2018-10-22",14.2
"285","2018-10-23",14.1
"286","2018-10-24",13.85
"287","2018-10-25",13.675
"288","2018-10-26",13.9
"289","2018-10-29",13.5
"290","2018-10-30",12.71
"291","2018-10-31",12.75
"292","2018-11-01",12.39
"293","2018-11-02",12.342
"294","2018-11-05",12.47
"295","2018-11-06",12.07
"296","2018-11-07",11.95
"297","2018-11-08",11.99
"298","2018-11-09",12.3
"299","2018-11-12",12.643
"300","2018-11-13",12.63
"301","2018-11-14",12.33
"302","2018-11-15",12.128
"303","2018-11-16",12.114
"304","2018-11-19",11.93
"305","2018-11-20",12.205
"306","2018-11-21",11.84
"307","2018-11-23",11.384
"308","2018-11-26",12.5
"309","2018-11-27",12.84
"310","2018-11-28",12.4
"311","2018-11-29",12.2
"312","2018-11-30",12.95
"313","2018-12-03",12.18
"314","2018-12-04",12.64
"315","2018-12-06",12.8
"316","2018-12-07",12.52
"317","2018-12-10",12.22
"318","2018-12-11",12.24
"319","2018-12-12",12
"320","2018-12-13",12.1
"321","2018-12-14",12.115
"322","2018-12-17",14.49
"323","2018-12-18",14.68
"324","2018-12-19",15
"325","2018-12-20",15
"326","2018-12-21",14.18
"327","2018-12-24",14.47
"328","2018-12-26",14.5
"329","2018-12-27",13.88
"330","2018-12-28",13.47
"331","2018-12-31",13.3
"332","2019-01-02",13.58
"333","2019-01-03",13.71
"334","2019-01-04",12.8
"335","2019-01-07",12.99
"336","2019-01-08",12.33
"337","2019-01-09",12.77
"338","2019-01-10",13.19
"339","2019-01-11",12.98
"340","2019-01-14",12.79
"341","2019-01-15",13.14
"342","2019-01-16",13.14
"343","2019-01-17",13
"344","2019-01-18",13.38
"345","2019-01-22",13.35
"346","2019-01-23",13.38
"347","2019-01-24",13.38
"348","2019-01-25",13.36
"349","2019-01-28",13.3
"350","2019-01-29",13.57
"351","2019-01-30",12.93
"352","2019-01-31",13.3
"353","2019-02-01",13.3
"354","2019-02-04",12.78
"355","2019-02-05",12.9
"356","2019-02-06",13.4
"357","2019-02-07",12.895
"358","2019-02-08",13.16
"359","2019-02-11",13.1
"360","2019-02-12",13.385
"361","2019-02-13",13.5
"362","2019-02-14",13.21
"363","2019-02-15",13.13
"364","2019-02-19",13.2
"365","2019-02-20",13.11
"366","2019-02-21",13.5
"367","2019-02-22",13.4
"368","2019-02-25",13.06
"369","2019-02-26",13.06
"370","2019-02-27",13.47
"371","2019-02-28",13.46
"372","2019-03-01",13.06
"373","2019-03-04",13.07
"374","2019-03-05",13.1
"375","2019-03-06",13.01
"376","2019-03-07",13.38
"377","2019-03-08",13.195
"378","2019-03-11",13.03
"379","2019-03-12",13.39
"380","2019-03-13",13.19
"381","2019-03-14",13.03
"382","2019-03-15",13.03
"383","2019-03-18",13.135
"384","2019-03-19",13.135
"385","2019-03-20",13.34
"386","2019-03-21",13.04
"387","2019-03-22",13
"388","2019-03-25",13.28
"389","2019-03-26",13.57
"390","2019-03-27",13.63
"391","2019-03-28",13.55
"392","2019-03-29",13.25
"393","2019-04-01",13.15
"394","2019-04-02",13.13
"395","2019-04-03",13.14
"396","2019-04-04",13.3
"397","2019-04-05",13.09
"398","2019-04-08",13.4
"399","2019-04-09",13.45
"400","2019-04-10",13.3
"401","2019-04-11",13.4
"402","2019-04-12",13.44
"403","2019-04-15",13.2
"404","2019-04-16",13.37
"405","2019-04-17",13.15
"406","2019-04-18",13.3
"407","2019-04-22",13.25
"408","2019-04-23",13.25
"409","2019-04-24",13.13
"410","2019-04-25",13.01
"411","2019-04-26",13.46
"412","2019-04-29",13.06
"413","2019-04-30",13.18
"414","2019-05-01",13.18
"415","2019-05-02",13.065
"416","2019-05-03",12.65
"417","2019-05-06",12.99
"418","2019-05-07",12.85
"419","2019-05-08",13.02
"420","2019-05-09",13.45
"421","2019-05-10",13.5
"422","2019-05-13",13.41
"423","2019-05-14",13.75
"424","2019-05-15",13.75
"425","2019-05-16",13.84
"426","2019-05-17",13.89
"427","2019-05-20",13.89
"428","2019-05-21",14.26
"429","2019-05-22",14.3
"430","2019-05-23",15
"431","2019-05-24",14.99
"432","2019-05-28",15.1
"433","2019-05-29",14.99
"434","2019-05-30",15.34
"435","2019-05-31",15.02
"436","2019-06-03",15.5
"437","2019-06-04",15.34
"438","2019-06-05",18.99
"439","2019-06-06",17
"440","2019-06-07",16.950001
"441","2019-06-10",17.1
"442","2019-06-11",17.799999
"443","2019-06-12",18.5
"444","2019-06-13",19.889999
"445","2019-06-14",22
"446","2019-06-17",20.4
"447","2019-06-18",21.09
"448","2019-06-19",20.5
"449","2019-06-20",19.77
"450","2019-06-21",21.01
"451","2019-06-24",24.02
"452","2019-06-25",25.27
"453","2019-06-26",32.200001
"454","2019-06-27",33.869999
"455","2019-06-28",34.810001
"456","2019-07-01",27.450001
"457","2019-07-02",24.049999
"458","2019-07-03",18.799999
"459","2019-07-05",19.780001
"460","2019-07-08",18.65
"461","2019-07-09",18.110001
"462","2019-07-10",18
"463","2019-07-11",18.73
"464","2019-07-12",18.809999
"465","2019-07-15",19.25
"466","2019-07-16",19.4
"467","2019-07-17",19.4
"468","2019-07-18",20.17
"469","2019-07-19",21.309999
"470","2019-07-22",23.459999
"471","2019-07-23",22.9
"472","2019-07-24",22.91
"473","2019-07-25",23.200001
"474","2019-07-26",23.190001
"475","2019-07-29",22.799999
"476","2019-07-30",22.559999
"477","2019-07-31",22.66
"478","2019-08-01",22.51
"479","2019-08-02",21.52
"480","2019-08-05",20
"481","2019-08-06",20.5
"482","2019-08-07",20
"483","2019-08-08",20
"484","2019-08-09",20
"485","2019-08-12",20.01
"486","2019-08-13",20.74
"487","2019-08-14",19.41
"488","2019-08-15",19.49
"489","2019-08-16",20.91
"490","2019-08-19",21.4
"491","2019-08-20",20.01
"492","2019-08-21",19.91
"493","2019-08-22",19.91
"494","2019-08-23",18.790001
"495","2019-08-26",18.9
"496","2019-08-27",19.68
"497","2019-08-28",18.889999
"498","2019-08-29",19.1
"499","2019-08-30",19.379999
"500","2019-09-03",18.549999
"501","2019-09-04",19.49
"502","2019-09-05",18.700001
"503","2019-09-06",18.51
"504","2019-09-09",18.58
"505","2019-09-10",18.52
"506","2019-09-11",18.85
"507","2019-09-12",18.4
"508","2019-09-13",18.459999
"509","2019-09-16",18.49
"510","2019-09-17",18.26
"511","2019-09-18",18
"512","2019-09-19",18.110001
"513","2019-09-20",17.790001
"514","2019-09-23",17.719999
"515","2019-09-24",17.5
"516","2019-09-25",17.66
"517","2019-09-26",17.440001
"518","2019-09-27",17.34
"519","2019-09-30",17.049999
"520","2019-10-01",16.48
"521","2019-10-02",16.52
"522","2019-10-03",17.01
"523","2019-10-04",17.02
"524","2019-10-07",17.209999
"525","2019-10-08",16.799999
"526","2019-10-09",17.15
"527","2019-10-10",16.85
"528","2019-10-11",16.85
"529","2019-10-14",17.1
"530","2019-10-15",17.129999
"531","2019-10-16",17.42
"532","2019-10-17",17.84
"533","2019-10-18",17.32
"534","2019-10-21",18.49
"535","2019-10-22",18.049999
"536","2019-10-23",18.5
"537","2019-10-24",18.49
"538","2019-10-25",19.1
"539","2019-10-28",18.559999
"540","2019-10-29",19.24
"541","2019-10-30",19.110001
"542","2019-10-31",19.43
"543","2019-11-01",18.879999
"544","2019-11-04",18.799999
"545","2019-11-05",19.809999
"546","2019-11-06",19.129999
"547","2019-11-07",19.15
"548","2019-11-08",19.33
"549","2019-11-11",18.5
"550","2019-11-12",19.49
"551","2019-11-13",19.43
"552","2019-11-14",19.379999
"553","2019-11-15",19.299999
"554","2019-11-18",19.25
"555","2019-11-19",19.35
"556","2019-11-20",19.25
"557","2019-11-21",19.120001
"558","2019-11-22",19.049999
"559","2019-11-25",21.120001
"560","2019-11-26",23.5
"561","2019-11-27",25.84
"562","2019-11-29",27
"563","2019-12-02",23
"564","2019-12-03",23.84
"565","2019-12-04",22.5
"566","2019-12-05",22.200001
"567","2019-12-06",23.58
"568","2019-12-09",22.870001
"569","2019-12-10",21.77
"570","2019-12-11",22.49
"571","2019-12-12",23
"572","2019-12-13",22.99
"573","2019-12-16",23
"574","2019-12-17",22.6
"575","2019-12-18",22.110001
"576","2019-12-19",22
"577","2019-12-20",21.27
"578","2019-12-23",20.950001
"579","2019-12-24",20.690001
"580","2019-12-26",20.360001
"581","2019-12-27",19.83
"582","2019-12-30",19.4
"583","2019-12-31",19.5
"584","2020-01-02",19.5
"585","2020-01-03",18.84
"586","2020-01-06",18.950001
"587","2020-01-07",19.16
"588","2020-01-08",18.709999
"589","2020-01-09",18.620001
"590","2020-01-10",18.209999
"591","2020-01-13",17.459999
"592","2020-01-14",16.75
"593","2020-01-15",16.889999
"594","2020-01-16",16.73
"595","2020-01-17",16.49
"596","2020-01-21",16.41
"597","2020-01-22",16.629999
"598","2020-01-23",16.68
"599","2020-01-24",16.67
"600","2020-01-27",16.67
"601","2020-01-28",17.200001
"602","2020-01-29",17.16
"603","2020-01-30",17.190001
"604","2020-01-31",17.4
"605","2020-02-03",17.26
"606","2020-02-04",17.23
"607","2020-02-05",17.6
"608","2020-02-06",17.469999
"609","2020-02-07",17.540001
"610","2020-02-10",17.459999
"611","2020-02-11",17.58
"612","2020-02-12",18
"613","2020-02-13",18.18
"614","2020-02-14",18.41
"615","2020-02-18",19.07
"616","2020-02-19",19.1
"617","2020-02-20",18.889999
"618","2020-02-21",18.879999
"619","2020-02-24",18.219999
"620","2020-02-25",17.959999
"621","2020-02-26",19.57
"622","2020-02-27",19.51
"623","2020-02-28",17.91
"624","2020-03-02",19.18
"625","2020-03-03",18.120001
"626","2020-03-04",18
"627","2020-03-05",18.76
"628","2020-03-06",18.75
"629","2020-03-09",18.719999
"630","2020-03-10",16.5
"631","2020-03-11",15.99
"632","2020-03-12",10.44
"633","2020-03-13",10.9
"634","2020-03-16",7.82
"635","2020-03-17",9.3
"636","2020-03-18",8.68
"637","2020-03-19",11.3
"638","2020-03-20",12.32
"639","2020-03-23",9.8
"640","2020-03-24",9.66
"641","2020-03-25",9.04
"642","2020-03-26",9.16
"643","2020-03-27",8
"644","2020-03-30",8.3
"645","2020-03-31",8.39
"646","2020-04-01",7.09
"647","2020-04-02",6.73
"648","2020-04-03",6.07
"649","2020-04-06",5.9
"650","2020-04-07",5.47
"651","2020-04-08",5.36
"652","2020-04-09",5.79
"653","2020-04-13",6.36
"654","2020-04-14",7.09
"655","2020-04-15",6.84
"656","2020-04-16",6.29
"657","2020-04-17",6.31
"658","2020-04-20",6.31
"659","2020-04-21",6.26
"660","2020-04-22",6.58
"661","2020-04-23",6.64
"662","2020-04-24",6.88
"663","2020-04-27",7.79
"664","2020-04-28",8.3
"665","2020-04-29",8.85
"666","2020-04-30",8.13
"667","2020-05-01",7.64
"668","2020-05-04",7.55
"669","2020-05-05",7.23
"670","2020-05-06",6.94
"671","2020-05-07",7.21
"672","2020-05-08",7.32
"673","2020-05-11",7.03
"674","2020-05-12",6.67
"675","2020-05-13",6.24
"676","2020-05-14",6.4
"677","2020-05-15",6.6
"678","2020-05-18",6.67
"679","2020-05-19",6.8
"680","2020-05-20",6.65
"681","2020-05-21",6.39
"682","2020-05-22",6.62
"683","2020-05-26",6.83
"684","2020-05-27",7.2
"685","2020-05-28",7.32
"686","2020-05-29",7.16
"687","2020-06-01",7
"688","2020-06-02",6.9
"689","2020-06-03",6.88
"690","2020-06-04",7.11
"691","2020-06-05",7.5
"692","2020-06-08",10.23
"693","2020-06-09",8.69
"694","2020-06-10",9.04
"695","2020-06-11",7.51
"696","2020-06-12",7.74
"697","2020-06-15",8.06
"698","2020-06-16",8.25
"699","2020-06-17",7.86
"700","2020-06-18",8.03
"701","2020-06-19",8.21
"702","2020-06-22",8.31
"703","2020-06-23",8.66
"704","2020-06-24",8.6
"705","2020-06-25",8.49
"706","2020-06-26",8.01
"707","2020-06-29",8.79
"708","2020-06-30",9.05
"709","2020-07-01",8.9
"710","2020-07-02",8.92
"711","2020-07-06",9.34
"712","2020-07-07",8.58
"713","2020-07-08",8.72
"714","2020-07-09",8.51
"715","2020-07-10",8.97
"716","2020-07-13",8.72
"717","2020-07-14",8.72
"718","2020-07-15",9.01
"719","2020-07-16",8.74
"720","2020-07-17",8.65
"721","2020-07-20",8.82
"722","2020-07-21",8.99
"723","2020-07-22",8.86
"724","2020-07-23",8.88
"725","2020-07-24",8.76
"726","2020-07-27",8.83
"727","2020-07-28",8.8
"728","2020-07-29",8.85
"729","2020-07-30",8.86
"730","2020-07-31",8.86
"731","2020-08-03",8.64
"732","2020-08-04",8.82
"733","2020-08-05",9
"734","2020-08-06",8.96
"735","2020-08-07",9.04
"736","2020-08-10",9.1
"737","2020-08-11",9.53
"738","2020-08-12",9.205
"739","2020-08-13",8.9
"740","2020-08-14",8.9
"741","2020-08-17",8.74
"742","2020-08-18",8.66
"743","2020-08-19",8.95
"744","2020-08-20",8.75
"745","2020-08-21",8.29
"746","2020-08-24",8.32
"747","2020-08-25",8.28
"748","2020-08-26",8.11
"749","2020-08-27",8.25
"750","2020-08-28",8.35
"751","2020-08-31",7.94
"752","2020-09-01",7.74
"753","2020-09-02",7.37
"754","2020-09-03",7.27
"755","2020-09-04",7.16
"756","2020-09-08",7
"757","2020-09-09",6.92
"758","2020-09-10",6.97
"759","2020-09-11",6.75
"760","2020-09-14",6.98
"761","2020-09-15",6.93
"762","2020-09-16",7.06
"763","2020-09-17",7.19
"764","2020-09-18",7.07
"765","2020-09-21",6.58
"766","2020-09-22",6.38
"767","2020-09-23",6.06
"768","2020-09-24",6.11
"769","2020-09-25",6.33
"770","2020-09-28",6.43
"771","2020-09-29",6.54
"772","2020-09-30",6.61
"773","2020-10-01",6.8
"774","2020-10-02",6.96
"775","2020-10-05",6.93
"776","2020-10-06",6.97
"777","2020-10-07",7.19
"778","2020-10-08",7.29
"779","2020-10-09",7.23
"780","2020-10-12",7.5
"781","2020-10-13",7.39
"782","2020-10-14",7.46
"783","2020-10-15",7.5
"784","2020-10-16",7.475
"785","2020-10-19",7.53
"786","2020-10-20",7.54
"787","2020-10-21",7.56
"788","2020-10-22",7.71
"789","2020-10-23",7.59
"790","2020-10-26",7.28
"791","2020-10-27",6.88
"792","2020-10-28",6.38
"793","2020-10-29",6.62
"794","2020-10-30",6.59
"795","2020-11-02",6.75
"796","2020-11-03",6.96
"797","2020-11-04",6.75
"798","2020-11-05",6.94
"799","2020-11-06",6.8
"800","2020-11-09",7.95
"801","2020-11-10",7.185
"802","2020-11-11",7.1
"803","2020-11-12",6.99
"804","2020-11-13",7.03
"805","2020-11-16",7.35
"806","2020-11-17",7.17
"807","2020-11-18",7.39
"808","2020-11-19",7.72
"809","2020-11-20",7.805
"810","2020-11-23",7.77
"811","2020-11-24",8.15
"812","2020-11-25",8.14
"813","2020-11-27",8.06
