"","date","GME"
"1","2007-01-03",27.450001
"2","2007-01-04",27.705
"3","2007-01-05",27.745001
"4","2007-01-08",27.25
"5","2007-01-09",28.174999
"6","2007-01-10",28.32
"7","2007-01-11",29.01
"8","2007-01-12",28.82
"9","2007-01-16",28.844999
"10","2007-01-17",28.780001
"11","2007-01-18",28.424999
"12","2007-01-19",28.014999
"13","2007-01-22",27.525
"14","2007-01-23",27.459999
"15","2007-01-24",27.879999
"16","2007-01-25",26.83
"17","2007-01-26",26.125
"18","2007-01-29",26.540001
"19","2007-01-30",26.370001
"20","2007-01-31",26.715
"21","2007-02-01",26.92
"22","2007-02-02",26.950001
"23","2007-02-05",26.5
"24","2007-02-06",26.370001
"25","2007-02-07",26.855
"26","2007-02-08",26.625
"27","2007-02-09",26.764999
"28","2007-02-12",26.52
"29","2007-02-13",26.809999
"30","2007-02-14",26.959999
"31","2007-02-15",26.865
"32","2007-02-16",26.870001
"33","2007-02-20",26.955
"34","2007-02-21",27.66
"35","2007-02-22",27.155001
"36","2007-02-23",26.915001
"37","2007-02-26",26.690001
"38","2007-02-27",26.07
"39","2007-02-28",26.190001
"40","2007-03-01",26.084999
"41","2007-03-02",25.645
"42","2007-03-05",25.565001
"43","2007-03-06",25.895
"44","2007-03-07",25.9
"45","2007-03-08",26.879999
"46","2007-03-09",27.1
"47","2007-03-12",27.415001
"48","2007-03-13",26.959999
"49","2007-03-14",26.635
"50","2007-03-15",27.08
"51","2007-03-16",26.725
"52","2007-03-19",27.209999
"53","2007-03-20",27.65
"54","2007-03-21",27.629999
"55","2007-03-22",27.32
"56","2007-03-23",27.33
"57","2007-03-26",27.969999
"58","2007-03-27",31.16
"59","2007-03-28",32.599998
"60","2007-03-29",32.419998
"61","2007-03-30",32.57
"62","2007-04-02",32.93
"63","2007-04-03",33.189999
"64","2007-04-04",32.98
"65","2007-04-05",33.32
"66","2007-04-09",33.099998
"67","2007-04-10",34.060001
"68","2007-04-11",34.34
"69","2007-04-12",33.91
"70","2007-04-13",33.790001
"71","2007-04-16",33.830002
"72","2007-04-17",33.950001
"73","2007-04-18",33.52
"74","2007-04-19",33.029999
"75","2007-04-20",34.049999
"76","2007-04-23",34.950001
"77","2007-04-24",34.150002
"78","2007-04-25",33.82
"79","2007-04-26",34.029999
"80","2007-04-27",33.610001
"81","2007-04-30",33.169998
"82","2007-05-01",33.5
"83","2007-05-02",33.799999
"84","2007-05-03",33.59
"85","2007-05-04",33.25
"86","2007-05-07",33.310001
"87","2007-05-08",33.459999
"88","2007-05-09",33.5
"89","2007-05-10",32.919998
"90","2007-05-11",32.639999
"91","2007-05-14",32.98
"92","2007-05-15",34.27
"93","2007-05-16",35.25
"94","2007-05-17",35.599998
"95","2007-05-18",35.59
"96","2007-05-21",37.099998
"97","2007-05-22",37.68
"98","2007-05-23",35.849998
"99","2007-05-24",35.209999
"100","2007-05-25",35.790001
"101","2007-05-29",36.02
"102","2007-05-30",36.419998
"103","2007-05-31",36.98
"104","2007-06-01",37.68
"105","2007-06-04",38.259998
"106","2007-06-05",38.139999
"107","2007-06-06",37.400002
"108","2007-06-07",36.419998
"109","2007-06-08",37.27
"110","2007-06-11",36.91
"111","2007-06-12",36.360001
"112","2007-06-13",37.02
"113","2007-06-14",37.259998
"114","2007-06-15",39.209999
"115","2007-06-18",40.18
"116","2007-06-19",40.049999
"117","2007-06-20",39.610001
"118","2007-06-21",40.049999
"119","2007-06-22",40.060001
"120","2007-06-25",39.98
"121","2007-06-26",39.509998
"122","2007-06-27",40.380001
"123","2007-06-28",39.919998
"124","2007-06-29",39.099998
"125","2007-07-02",40.200001
"126","2007-07-03",40.450001
"127","2007-07-05",41.509998
"128","2007-07-06",41.549999
"129","2007-07-09",43.25
"130","2007-07-10",42.130001
"131","2007-07-11",41.75
"132","2007-07-12",42.419998
"133","2007-07-13",42
"134","2007-07-16",42.07
"135","2007-07-17",41.610001
"136","2007-07-18",42.099998
"137","2007-07-19",41.669998
"138","2007-07-20",41.93
"139","2007-07-23",41.09
"140","2007-07-24",41.610001
"141","2007-07-25",42.009998
"142","2007-07-26",41.060001
"143","2007-07-27",40.400002
"144","2007-07-30",40.720001
"145","2007-07-31",40.349998
"146","2007-08-01",40.099998
"147","2007-08-02",41.509998
"148","2007-08-03",39.549999
"149","2007-08-06",40.599998
"150","2007-08-07",42.759998
"151","2007-08-08",44.040001
"152","2007-08-09",40.950001
"153","2007-08-10",39.880001
"154","2007-08-13",40.689999
"155","2007-08-14",40.07
"156","2007-08-15",39.540001
"157","2007-08-16",38.98
"158","2007-08-17",39.900002
"159","2007-08-20",41.68
"160","2007-08-21",42.959999
"161","2007-08-22",43.419998
"162","2007-08-23",47.450001
"163","2007-08-24",49.43
"164","2007-08-27",48.709999
"165","2007-08-28",46.419998
"166","2007-08-29",49.639999
"167","2007-08-30",48.830002
"168","2007-08-31",50.139999
"169","2007-09-04",51.130001
"170","2007-09-05",49.669998
"171","2007-09-06",50.049999
"172","2007-09-07",48.209999
"173","2007-09-10",48.810001
"174","2007-09-11",50.18
"175","2007-09-12",50.349998
"176","2007-09-13",49.810001
"177","2007-09-14",51.860001
"178","2007-09-17",51.400002
"179","2007-09-18",52.209999
"180","2007-09-19",53.41
"181","2007-09-20",54.490002
"182","2007-09-21",55.279999
"183","2007-09-24",56.169998
"184","2007-09-25",57.029999
"185","2007-09-26",58.779999
"186","2007-09-27",56.790001
"187","2007-09-28",56.349998
"188","2007-10-01",56.150002
"189","2007-10-02",57.599998
"190","2007-10-03",56.610001
"191","2007-10-04",54.630001
"192","2007-10-05",56.720001
"193","2007-10-08",56.650002
"194","2007-10-09",58.709999
"195","2007-10-10",58.970001
"196","2007-10-11",57.049999
"197","2007-10-12",57.400002
"198","2007-10-15",58.02
"199","2007-10-16",58.119999
"200","2007-10-17",58.509998
"201","2007-10-18",58.389999
"202","2007-10-19",56.740002
"203","2007-10-22",56.759998
"204","2007-10-23",60.049999
"205","2007-10-24",58.130001
"206","2007-10-25",56.610001
"207","2007-10-26",57.439999
"208","2007-10-29",58.27
"209","2007-10-30",57.5
"210","2007-10-31",59.220001
"211","2007-11-01",57.849998
"212","2007-11-02",56.529999
"213","2007-11-05",56.98
"214","2007-11-06",58.689999
"215","2007-11-07",56.419998
"216","2007-11-08",55.799999
"217","2007-11-09",52.779999
"218","2007-11-12",52
"219","2007-11-13",54.43
"220","2007-11-14",53.869999
"221","2007-11-15",55.93
"222","2007-11-16",55
"223","2007-11-19",52.990002
"224","2007-11-20",51.009998
"225","2007-11-21",49.32
"226","2007-11-23",50.150002
"227","2007-11-26",51.48
"228","2007-11-27",53.139999
"229","2007-11-28",55.77
"230","2007-11-29",55.860001
"231","2007-11-30",57.450001
"232","2007-12-03",57.599998
"233","2007-12-04",57.209999
"234","2007-12-05",57.900002
"235","2007-12-06",59.650002
"236","2007-12-07",60.779999
"237","2007-12-10",60
"238","2007-12-11",58.119999
"239","2007-12-12",58.619999
"240","2007-12-13",57.549999
"241","2007-12-14",58.209999
"242","2007-12-17",58.150002
"243","2007-12-18",60.959999
"244","2007-12-19",60.970001
"245","2007-12-20",62.099998
"246","2007-12-21",61.450001
"247","2007-12-24",63.299999
"248","2007-12-26",62.880001
"249","2007-12-27",62.200001
"250","2007-12-28",62.299999
"251","2007-12-31",62.110001
"252","2008-01-02",60.299999
"253","2008-01-03",60.110001
"254","2008-01-04",57.040001
"255","2008-01-07",56.52
"256","2008-01-08",56.099998
"257","2008-01-09",55.110001
"258","2008-01-10",52.27
"259","2008-01-11",52.119999
"260","2008-01-14",53.709999
"261","2008-01-15",50.810001
"262","2008-01-16",51.310001
"263","2008-01-17",49.720001
"264","2008-01-18",49.32
"265","2008-01-22",50.470001
"266","2008-01-23",52.049999
