"","date","UAA"
"1","2007-01-03",6.19375
"2","2007-01-04",6.15375
"3","2007-01-05",6.045
"4","2007-01-08",6.12375
"5","2007-01-09",6.10875
"6","2007-01-10",6.24625
"7","2007-01-11",6.25625
"8","2007-01-12",6.2
"9","2007-01-16",6.345
"10","2007-01-17",6.3625
"11","2007-01-18",6.3375
"12","2007-01-19",6.38375
"13","2007-01-22",5.885
"14","2007-01-23",6.17625
"15","2007-01-24",6.34375
"16","2007-01-25",6.225
"17","2007-01-26",6.255
"18","2007-01-29",6.43125
"19","2007-01-30",6.53625
"20","2007-01-31",6.35
"21","2007-02-01",5.89625
"22","2007-02-02",5.725
"23","2007-02-05",5.65875
"24","2007-02-06",5.76625
"25","2007-02-07",5.9925
"26","2007-02-08",6.10875
"27","2007-02-09",6.01
"28","2007-02-12",5.90375
"29","2007-02-13",5.8575
"30","2007-02-14",5.93625
"31","2007-02-15",5.945
"32","2007-02-16",5.98625
"33","2007-02-20",6.10125
"34","2007-02-21",5.98375
"35","2007-02-22",5.975
"36","2007-02-23",5.96125
"37","2007-02-26",5.94625
"38","2007-02-27",5.69375
"39","2007-02-28",5.7375
"40","2007-03-01",5.7425
"41","2007-03-02",5.5975
"42","2007-03-05",5.4625
"43","2007-03-06",5.75125
"44","2007-03-07",5.63875
"45","2007-03-08",5.77125
"46","2007-03-09",5.81375
"47","2007-03-12",5.8425
"48","2007-03-13",5.66625
"49","2007-03-14",5.83
"50","2007-03-15",5.885
"51","2007-03-16",5.85375
"52","2007-03-19",6.0875
"53","2007-03-20",6.11875
"54","2007-03-21",6.2425
"55","2007-03-22",6.24875
"56","2007-03-23",6.4
"57","2007-03-26",6.375
"58","2007-03-27",6.20875
"59","2007-03-28",6.175
"60","2007-03-29",6.34125
"61","2007-03-30",6.4125
"62","2007-04-02",6.39625
"63","2007-04-03",6.535
"64","2007-04-04",6.42375
"65","2007-04-05",6.5225
"66","2007-04-09",6.6025
"67","2007-04-10",6.63125
"68","2007-04-11",6.58375
"69","2007-04-12",6.5825
"70","2007-04-13",6.48625
"71","2007-04-16",6.56375
"72","2007-04-17",6.49375
"73","2007-04-18",6.33875
"74","2007-04-19",6.38
"75","2007-04-20",6.43625
"76","2007-04-23",6.3525
"77","2007-04-24",6.2625
"78","2007-04-25",6.375
"79","2007-04-26",6.2
"80","2007-04-27",6.16375
"81","2007-04-30",6.3125
"82","2007-05-01",5.7575
"83","2007-05-02",5.74375
"84","2007-05-03",5.5625
"85","2007-05-04",5.64625
"86","2007-05-07",5.605
"87","2007-05-08",5.64
"88","2007-05-09",5.6075
"89","2007-05-10",5.4675
"90","2007-05-11",5.56875
"91","2007-05-14",5.47875
"92","2007-05-15",5.35125
"93","2007-05-16",5.4325
"94","2007-05-17",5.61375
"95","2007-05-18",5.80875
"96","2007-05-21",6.01
"97","2007-05-22",6.025
"98","2007-05-23",5.88125
"99","2007-05-24",5.79125
"100","2007-05-25",5.91875
"101","2007-05-29",5.86125
"102","2007-05-30",5.935
"103","2007-05-31",5.97875
"104","2007-06-01",6.01125
"105","2007-06-04",5.985
"106","2007-06-05",5.9075
"107","2007-06-06",5.825
"108","2007-06-07",5.74625
"109","2007-06-08",5.84375
"110","2007-06-11",5.64625
"111","2007-06-12",5.55
"112","2007-06-13",5.59125
"113","2007-06-14",5.5575
"114","2007-06-15",5.64875
"115","2007-06-18",5.7575
"116","2007-06-19",5.7275
"117","2007-06-20",5.79375
"118","2007-06-21",5.77125
"119","2007-06-22",5.7775
"120","2007-06-25",5.745
"121","2007-06-26",5.725
"122","2007-06-27",5.82875
"123","2007-06-28",5.7875
"124","2007-06-29",5.70625
"125","2007-07-02",5.88625
"126","2007-07-03",6.13625
"127","2007-07-05",6.7875
"128","2007-07-06",6.78
"129","2007-07-09",6.7825
"130","2007-07-10",6.54125
"131","2007-07-11",6.49
"132","2007-07-12",6.655
"133","2007-07-13",6.7525
"134","2007-07-16",6.76875
"135","2007-07-17",6.8575
"136","2007-07-18",7.09125
"137","2007-07-19",7.1725
"138","2007-07-20",6.89
"139","2007-07-23",6.77125
"140","2007-07-24",6.6075
"141","2007-07-25",6.47875
"142","2007-07-26",6.3125
"143","2007-07-27",6.44875
"144","2007-07-30",6.8975
"145","2007-07-31",7.67625
"146","2007-08-01",8.01625
"147","2007-08-02",7.75
"148","2007-08-03",8.08875
"149","2007-08-06",7.88125
"150","2007-08-07",8.0125
"151","2007-08-08",8.335
"152","2007-08-09",8.3875
"153","2007-08-10",8.305
"154","2007-08-13",7.905
"155","2007-08-14",7.68375
"156","2007-08-15",7.38625
"157","2007-08-16",7.54875
"158","2007-08-17",7.99
"159","2007-08-20",8.05625
"160","2007-08-21",8.36375
"161","2007-08-22",8.3575
"162","2007-08-23",8.1225
"163","2007-08-24",8.185
"164","2007-08-27",7.89375
"165","2007-08-28",7.78125
"166","2007-08-29",8.09125
"167","2007-08-30",7.985
"168","2007-08-31",8.12625
"169","2007-09-04",8.16625
"170","2007-09-05",8.055
"171","2007-09-06",7.9225
"172","2007-09-07",7.98125
"173","2007-09-10",7.8
"174","2007-09-11",7.77125
"175","2007-09-12",7.97875
"176","2007-09-13",7.84625
"177","2007-09-14",7.775
"178","2007-09-17",7.68375
"179","2007-09-18",8.22375
"180","2007-09-19",8.15375
"181","2007-09-20",7.85125
"182","2007-09-21",7.88875
"183","2007-09-24",8.09
"184","2007-09-25",8.00625
"185","2007-09-26",7.5125
"186","2007-09-27",7.35
"187","2007-09-28",7.4775
"188","2007-10-01",7.585
"189","2007-10-02",7.5525
"190","2007-10-03",7.32375
"191","2007-10-04",7.2375
"192","2007-10-05",7.31875
"193","2007-10-08",7.325
"194","2007-10-09",7.475
"195","2007-10-10",7.5775
"196","2007-10-11",7.665
"197","2007-10-12",7.58875
"198","2007-10-15",7.52125
"199","2007-10-16",7.39125
"200","2007-10-17",7.13
"201","2007-10-18",7.00375
"202","2007-10-19",6.7325
"203","2007-10-22",6.83
"204","2007-10-23",7.1475
"205","2007-10-24",6.95125
"206","2007-10-25",7.10625
"207","2007-10-26",7.44625
"208","2007-10-29",7.34125
"209","2007-10-30",7.96375
"210","2007-10-31",7.78125
"211","2007-11-01",7.28625
"212","2007-11-02",7.00875
"213","2007-11-05",6.42125
"214","2007-11-06",6.1875
"215","2007-11-07",6.2075
"216","2007-11-08",6.075
"217","2007-11-09",5.83375
"218","2007-11-12",5.69375
"219","2007-11-13",6.0325
"220","2007-11-14",6.375
"221","2007-11-15",6.3
"222","2007-11-16",6.45
"223","2007-11-19",5.98125
"224","2007-11-20",5.985
"225","2007-11-21",5.85125
"226","2007-11-23",6.0225
"227","2007-11-26",5.81875
"228","2007-11-27",6.01375
"229","2007-11-28",6.05
"230","2007-11-29",6.0125
"231","2007-11-30",6.21
"232","2007-12-03",6.13625
"233","2007-12-04",5.9825
"234","2007-12-05",6.145
"235","2007-12-06",5.9575
"236","2007-12-07",6.055
"237","2007-12-10",6.175
"238","2007-12-11",6.03875
"239","2007-12-12",6.03
"240","2007-12-13",5.9375
"241","2007-12-14",5.65625
"242","2007-12-17",5.37
"243","2007-12-18",5.53125
"244","2007-12-19",5.78125
"245","2007-12-20",5.49375
"246","2007-12-21",5.58625
"247","2007-12-24",5.435
"248","2007-12-26",5.29125
"249","2007-12-27",5.3825
"250","2007-12-28",5.3075
"251","2007-12-31",5.45875
"252","2008-01-02",5.7175
"253","2008-01-03",5.50625
"254","2008-01-04",5.225
"255","2008-01-07",5.36875
"256","2008-01-08",5.35
"257","2008-01-09",5.42125
"258","2008-01-10",5.54
"259","2008-01-11",5.33125
"260","2008-01-14",5.645
"261","2008-01-15",5.175
"262","2008-01-16",5.35625
"263","2008-01-17",4.6325
"264","2008-01-18",3.50125
"265","2008-01-22",3.91125
"266","2008-01-23",4.3675
"267","2008-01-24",4.4575
"268","2008-01-25",4.35875
"269","2008-01-28",4.36875
