"","date","OGE"
"1","2007-01-03",20.16
"2","2007-01-04",20.17
"3","2007-01-05",19.745001
"4","2007-01-08",19.459999
"5","2007-01-09",19.469999
"6","2007-01-10",19.375
"7","2007-01-11",19.315001
"8","2007-01-12",19.290001
"9","2007-01-16",19.165001
"10","2007-01-17",19.105
"11","2007-01-18",19.129999
"12","2007-01-19",19.110001
"13","2007-01-22",19.08
"14","2007-01-23",19.145
"15","2007-01-24",19.209999
"16","2007-01-25",18.945
"17","2007-01-26",19.02
"18","2007-01-29",19.030001
"19","2007-01-30",19.23
"20","2007-01-31",19.360001
"21","2007-02-01",19.700001
"22","2007-02-02",19.68
"23","2007-02-05",19.995001
"24","2007-02-06",20.245001
"25","2007-02-07",20.379999
"26","2007-02-08",20.48
"27","2007-02-09",20.42
"28","2007-02-12",20.355
"29","2007-02-13",20.389999
"30","2007-02-14",20.504999
"31","2007-02-15",20.344999
"32","2007-02-16",20.07
"33","2007-02-20",20.1
"34","2007-02-21",20.040001
"35","2007-02-22",20.004999
"36","2007-02-23",20.065001
"37","2007-02-26",20.105
"38","2007-02-27",19.25
"39","2007-02-28",19.305
"40","2007-03-01",19.254999
"41","2007-03-02",18.915001
"42","2007-03-05",18.584999
"43","2007-03-06",18.709999
"44","2007-03-07",18.545
"45","2007-03-08",18.615
"46","2007-03-09",18.73
"47","2007-03-12",18.825001
"48","2007-03-13",18.555
"49","2007-03-14",18.674999
"50","2007-03-15",18.844999
"51","2007-03-16",18.725
"52","2007-03-19",18.66
"53","2007-03-20",19.02
"54","2007-03-21",19.299999
"55","2007-03-22",19.34
"56","2007-03-23",19.355
"57","2007-03-26",19.495001
"58","2007-03-27",19.504999
"59","2007-03-28",19.440001
"60","2007-03-29",19.465
"61","2007-03-30",19.4
"62","2007-04-02",19.639999
"63","2007-04-03",19.629999
"64","2007-04-04",19.514999
"65","2007-04-05",19.514999
"66","2007-04-09",19.665001
"67","2007-04-10",19.815001
"68","2007-04-11",19.684999
"69","2007-04-12",19.48
"70","2007-04-13",19.370001
"71","2007-04-16",19.514999
"72","2007-04-17",19.5
"73","2007-04-18",19.594999
"74","2007-04-19",19.385
"75","2007-04-20",19.57
"76","2007-04-23",19.48
"77","2007-04-24",19.5
"78","2007-04-25",19.66
"79","2007-04-26",19.525
"80","2007-04-27",19.254999
"81","2007-04-30",19.219999
"82","2007-05-01",19.309999
"83","2007-05-02",19.385
"84","2007-05-03",19.25
"85","2007-05-04",19.42
"86","2007-05-07",19.379999
"87","2007-05-08",19.32
"88","2007-05-09",19.379999
"89","2007-05-10",19.25
"90","2007-05-11",19.445
"91","2007-05-14",19.43
"92","2007-05-15",19.334999
"93","2007-05-16",19.32
"94","2007-05-17",19.135
"95","2007-05-18",19.1
"96","2007-05-21",19.07
"97","2007-05-22",18.975
"98","2007-05-23",18.700001
"99","2007-05-24",18.195
"100","2007-05-25",18.145
"101","2007-05-29",18.225
"102","2007-05-30",18.35
"103","2007-05-31",18.459999
"104","2007-06-01",18.51
"105","2007-06-04",18.375
"106","2007-06-05",18.225
"107","2007-06-06",17.844999
"108","2007-06-07",17.165001
"109","2007-06-08",17.219999
"110","2007-06-11",17.264999
"111","2007-06-12",16.975
"112","2007-06-13",17.139999
"113","2007-06-14",17.18
"114","2007-06-15",17.459999
"115","2007-06-18",17.34
"116","2007-06-19",17.469999
"117","2007-06-20",17.24
"118","2007-06-21",17.155001
"119","2007-06-22",16.85
"120","2007-06-25",16.905001
"121","2007-06-26",17.040001
"122","2007-06-27",17.290001
"123","2007-06-28",18.200001
"124","2007-06-29",18.325001
"125","2007-07-02",18.5
"126","2007-07-03",18.535
"127","2007-07-05",18.219999
"128","2007-07-06",17.99
"129","2007-07-09",17.905001
"130","2007-07-10",17.620001
"131","2007-07-11",17.74
"132","2007-07-12",18.120001
"133","2007-07-13",18.285
"134","2007-07-16",18.030001
"135","2007-07-17",17.945
"136","2007-07-18",18.1
"137","2007-07-19",18.27
"138","2007-07-20",18
"139","2007-07-23",17.895
"140","2007-07-24",17.51
"141","2007-07-25",17.58
"142","2007-07-26",17.059999
"143","2007-07-27",16.735001
"144","2007-07-30",16.844999
"145","2007-07-31",16.575001
"146","2007-08-01",17.264999
"147","2007-08-02",16.895
"148","2007-08-03",16.075001
"149","2007-08-06",16.379999
"150","2007-08-07",16.67
"151","2007-08-08",16.51
"152","2007-08-09",15.515
"153","2007-08-10",15.6
"154","2007-08-13",16.184999
"155","2007-08-14",15.755
"156","2007-08-15",15.625
"157","2007-08-16",15.725
"158","2007-08-17",16
"159","2007-08-20",15.795
"160","2007-08-21",16.059999
"161","2007-08-22",16.625
"162","2007-08-23",16.754999
"163","2007-08-24",16.805
"164","2007-08-27",16.525
"165","2007-08-28",16.035
"166","2007-08-29",16.695
"167","2007-08-30",16.695
"168","2007-08-31",16.860001
"169","2007-09-04",16.950001
"170","2007-09-05",16.780001
"171","2007-09-06",17.045
"172","2007-09-07",16.915001
"173","2007-09-10",15.96
"174","2007-09-11",15.99
"175","2007-09-12",16.209999
"176","2007-09-13",16.075001
"177","2007-09-14",16.18
"178","2007-09-17",16.26
"179","2007-09-18",16.74
"180","2007-09-19",16.959999
"181","2007-09-20",16.780001
"182","2007-09-21",16.825001
"183","2007-09-24",16.809999
"184","2007-09-25",16.615
"185","2007-09-26",16.66
"186","2007-09-27",16.709999
"187","2007-09-28",16.549999
"188","2007-10-01",16.73
"189","2007-10-02",16.584999
"190","2007-10-03",16.6
"191","2007-10-04",16.68
"192","2007-10-05",16.620001
"193","2007-10-08",16.559999
"194","2007-10-09",16.860001
"195","2007-10-10",16.745001
"196","2007-10-11",16.780001
"197","2007-10-12",16.915001
"198","2007-10-15",16.92
"199","2007-10-16",16.950001
"200","2007-10-17",17.299999
"201","2007-10-18",17.450001
"202","2007-10-19",17.245001
"203","2007-10-22",17.290001
"204","2007-10-23",17.34
"205","2007-10-24",17.190001
"206","2007-10-25",17.77
"207","2007-10-26",17.985001
"208","2007-10-29",18.110001
"209","2007-10-30",18.375
"210","2007-10-31",19.15
"211","2007-11-01",18.360001
"212","2007-11-02",18.455
"213","2007-11-05",18.120001
"214","2007-11-06",18.33
"215","2007-11-07",17.91
"216","2007-11-08",18.209999
"217","2007-11-09",17.965
"218","2007-11-12",17.76
"219","2007-11-13",17.825001
"220","2007-11-14",17.504999
"221","2007-11-15",17.725
"222","2007-11-16",17.719999
"223","2007-11-19",17.875
"224","2007-11-20",18.209999
"225","2007-11-21",18.035
"226","2007-11-23",18.035
"227","2007-11-26",17.950001
"228","2007-11-27",17.924999
"229","2007-11-28",17.99
"230","2007-11-29",17.775
"231","2007-11-30",17.799999
"232","2007-12-03",18.004999
"233","2007-12-04",18.16
"234","2007-12-05",18.360001
"235","2007-12-06",18.514999
"236","2007-12-07",18.594999
"237","2007-12-10",18.389999
"238","2007-12-11",17.844999
"239","2007-12-12",17.969999
"240","2007-12-13",18.285
"241","2007-12-14",18.254999
"242","2007-12-17",18.035
"243","2007-12-18",18.295
"244","2007-12-19",18.309999
"245","2007-12-20",18.135
"246","2007-12-21",18.26
"247","2007-12-24",18.27
"248","2007-12-26",18.17
"249","2007-12-27",18.174999
"250","2007-12-28",18.23
"251","2007-12-31",18.145
"252","2008-01-02",17.83
"253","2008-01-03",17.725
"254","2008-01-04",17.59
"255","2008-01-07",17.535
"256","2008-01-08",17.280001
"257","2008-01-09",17.455
"258","2008-01-10",17.74
"259","2008-01-11",17.799999
"260","2008-01-14",17.875
"261","2008-01-15",17.665001
"262","2008-01-16",17.684999
