"","date","FNF"
"1","2007-01-03",14.06636
"2","2007-01-04",14.078235
"3","2007-01-05",13.995108
"4","2007-01-08",13.995108
"5","2007-01-09",13.965419
"6","2007-01-10",13.953544
"7","2007-01-11",13.935731
"8","2007-01-12",14.09011
"9","2007-01-16",14.09011
"10","2007-01-17",14.018858
"11","2007-01-18",14.125736
"12","2007-01-19",14.149487
"13","2007-01-22",14.107924
"14","2007-01-23",14.036671
"15","2007-01-24",14.072297
"16","2007-01-25",13.98917
"17","2007-01-26",13.941669
"18","2007-01-29",13.935731
"19","2007-01-30",14.048547
"20","2007-01-31",14.096048
"21","2007-02-01",14.185113
"22","2007-02-02",14.357306
"23","2007-02-05",14.351368
"24","2007-02-06",14.577
"25","2007-02-07",14.75513
"26","2007-02-08",14.529498
"27","2007-02-09",14.416682
"28","2007-02-12",14.529498
"29","2007-02-13",14.772943
"30","2007-02-14",14.915447
"31","2007-02-15",14.666065
"32","2007-02-16",14.481997
"33","2007-02-20",14.410745
"34","2007-02-21",14.32168
"35","2007-02-22",14.867946
"36","2007-02-23",14.517623
"37","2007-02-26",14.666065
"38","2007-02-27",14.404807
"39","2007-02-28",14.256365
"40","2007-03-01",14.416682
"41","2007-03-02",14.34543
"42","2007-03-05",13.935731
"43","2007-03-06",14.01292
"44","2007-03-07",14.291991
"45","2007-03-08",14.381057
"46","2007-03-09",14.280116
"47","2007-03-12",14.101986
"48","2007-03-13",13.917917
"49","2007-03-14",13.906042
"50","2007-03-15",13.977294
"51","2007-03-16",13.799164
"52","2007-03-19",13.870416
"53","2007-03-20",13.894167
"54","2007-03-21",14.351368
"55","2007-03-22",14.191051
"56","2007-03-23",14.096048
"57","2007-03-26",14.333555
"58","2007-03-27",14.137611
"59","2007-03-28",14.1673
"60","2007-03-29",14.303866
"61","2007-03-30",14.256365
"62","2007-04-02",14.327618
"63","2007-04-03",14.559187
"64","2007-04-04",14.897635
"65","2007-04-05",15.046077
"66","2007-04-09",14.903572
"67","2007-04-10",14.666065
"68","2007-04-11",14.49981
"69","2007-04-12",14.75513
"70","2007-04-13",14.862008
"71","2007-04-16",15.099516
"72","2007-04-17",15.206393
"73","2007-04-18",15.473589
"74","2007-04-19",15.372648
"75","2007-04-20",15.627969
"76","2007-04-23",15.693283
"77","2007-04-24",15.586405
"78","2007-04-25",15.432026
"79","2007-04-26",15.111391
"80","2007-04-27",15.040138
"81","2007-04-30",15.135141
"82","2007-05-01",15.360773
"83","2007-05-02",15.247957
"84","2007-05-03",15.057952
"85","2007-05-04",15.01045
"86","2007-05-07",14.885759
"87","2007-05-08",14.992638
"88","2007-05-09",15.117329
"89","2007-05-10",14.862008
"90","2007-05-11",14.879822
"91","2007-05-14",14.921385
"92","2007-05-15",14.957011
"93","2007-05-16",15.022326
