"","date","EVOK"
"1","2013-09-25",11.74
"2","2013-09-26",11.7
"3","2013-09-27",12.03
"4","2013-09-30",12.18
"5","2013-10-01",12.1
"6","2013-10-02",12.15
"7","2013-10-03",12.63
"8","2013-10-04",13.99
"9","2013-10-07",13.8
"10","2013-10-08",12.52
"11","2013-10-09",12.1
"12","2013-10-10",12.59
"13","2013-10-11",12.25
"14","2013-10-14",11.97
"15","2013-10-15",11.99
"16","2013-10-16",12.1
"17","2013-10-17",12.72
"18","2013-10-18",12.5
"19","2013-10-21",11.62
"20","2013-10-22",11.36
"21","2013-10-23",11.29
"22","2013-10-24",11.5
"23","2013-10-25",11.79
"24","2013-10-28",11.82
"25","2013-10-29",11.51
"26","2013-10-30",11.75
"27","2013-10-31",11.27
"28","2013-11-01",11.51
"29","2013-11-04",11.5
"30","2013-11-05",11.37
"31","2013-11-06",10.73
"32","2013-11-07",9.18
"33","2013-11-08",9.73
"34","2013-11-11",9.74
"35","2013-11-12",9.29
"36","2013-11-13",7.88
"37","2013-11-14",8.39
"38","2013-11-15",9
"39","2013-11-18",8.15
"40","2013-11-19",11.74
"41","2013-11-20",9.3
"42","2013-11-21",9.8
"43","2013-11-22",9.15
"44","2013-11-25",8.856
"45","2013-11-26",9.1
"46","2013-11-27",9.34
"47","2013-11-29",9.14
"48","2013-12-02",8.67
"49","2013-12-03",8.64
"50","2013-12-04",8.17
"51","2013-12-05",8.1
"52","2013-12-06",8.14
"53","2013-12-09",8.45
"54","2013-12-10",8.49
"55","2013-12-11",8.05
"56","2013-12-12",8.11
"57","2013-12-13",8.2
"58","2013-12-16",8.14
"59","2013-12-17",7.59
"60","2013-12-18",7.3
"61","2013-12-19",7.09
"62","2013-12-20",7.15
"63","2013-12-23",6.9
"64","2013-12-24",7.16
"65","2013-12-26",7.68
"66","2013-12-27",7.79
"67","2013-12-30",7.53
"68","2013-12-31",7.45
"69","2014-01-02",7.71
"70","2014-01-03",7.88
"71","2014-01-06",8
"72","2014-01-07",7.75
"73","2014-01-08",7.57
"74","2014-01-09",8.76
"75","2014-01-10",10.03
"76","2014-01-13",9.86
"77","2014-01-14",9.52
"78","2014-01-15",9.24
"79","2014-01-16",9.86
"80","2014-01-17",9.99
"81","2014-01-21",10
"82","2014-01-22",11.73
"83","2014-01-23",11.86
"84","2014-01-24",11.07
"85","2014-01-27",10.71
"86","2014-01-28",11.07
"87","2014-01-29",10.84
"88","2014-01-30",10.25
"89","2014-01-31",10.92
"90","2014-02-03",10.23
"91","2014-02-04",10.31
"92","2014-02-05",9.83
"93","2014-02-06",10.13
"94","2014-02-07",10.07
"95","2014-02-10",10.02
"96","2014-02-11",9.98
"97","2014-02-12",9.77
"98","2014-02-13",9.71
"99","2014-02-14",9.7
"100","2014-02-18",9.84
"101","2014-02-19",9.37
"102","2014-02-20",10.09
"103","2014-02-21",11
"104","2014-02-24",11.25
"105","2014-02-25",10.85
"106","2014-02-26",10.7
"107","2014-02-27",10.69
"108","2014-02-28",10.39
"109","2014-03-03",10.09
"110","2014-03-04",9.89
"111","2014-03-05",10.22
"112","2014-03-06",10.02
"113","2014-03-07",9.9
"114","2014-03-10",10.03
"115","2014-03-11",10.39
"116","2014-03-12",10.41
"117","2014-03-13",10.16
"118","2014-03-14",9.97
"119","2014-03-17",9.6
"120","2014-03-18",9.63
"121","2014-03-19",9.79
"122","2014-03-20",10.34
"123","2014-03-21",10.25
"124","2014-03-24",9.64
"125","2014-03-25",9.96
"126","2014-03-26",9.3
"127","2014-03-27",9
"128","2014-03-28",8.74
"129","2014-03-31",8.38
"130","2014-04-01",8.58
"131","2014-04-02",8.3
"132","2014-04-03",8.2
"133","2014-04-04",7.92
"134","2014-04-07",7.82
"135","2014-04-08",7.95
"136","2014-04-09",7.66
"137","2014-04-10",7.42
"138","2014-04-11",7.79
"139","2014-04-14",7.11
"140","2014-04-15",7.01
"141","2014-04-16",6.66
"142","2014-04-17",7.41
"143","2014-04-21",7.86
"144","2014-04-22",9.29
"145","2014-04-23",9.78
"146","2014-04-24",10.1
"147","2014-04-25",9.53
"148","2014-04-28",9.06
"149","2014-04-29",9.58
"150","2014-04-30",8.53
"151","2014-05-01",8.78
"152","2014-05-02",8.83
"153","2014-05-05",8.45
"154","2014-05-06",8.25
"155","2014-05-07",8.36
"156","2014-05-08",8.3
"157","2014-05-09",8.01
"158","2014-05-12",8.02
"159","2014-05-13",7.58
"160","2014-05-14",7.49
"161","2014-05-15",7.29
"162","2014-05-16",6.77
"163","2014-05-19",7.15
"164","2014-05-20",7.2
"165","2014-05-21",7.68
"166","2014-05-22",7.74
"167","2014-05-23",7.35
"168","2014-05-27",7.64
"169","2014-05-28",7.45
"170","2014-05-29",7.5
"171","2014-05-30",7.12
"172","2014-06-02",7.2
"173","2014-06-03",7.01
"174","2014-06-04",7.18
"175","2014-06-05",7.42
"176","2014-06-06",7.69
"177","2014-06-09",8.34
"178","2014-06-10",8.46
"179","2014-06-11",8.34
"180","2014-06-12",8.27
"181","2014-06-13",8.26
"182","2014-06-16",8
"183","2014-06-17",7.85
"184","2014-06-18",7.95
"185","2014-06-19",7.78
"186","2014-06-20",7.96
"187","2014-06-23",8.12
"188","2014-06-24",8.03
"189","2014-06-25",8.07
"190","2014-06-26",7.98
"191","2014-06-27",7.95
"192","2014-06-30",8.09
"193","2014-07-01",7.66
"194","2014-07-02",8
"195","2014-07-03",8.1
"196","2014-07-07",8.05
"197","2014-07-08",8
"198","2014-07-09",7.5
"199","2014-07-10",7.25
"200","2014-07-11",7.18
"201","2014-07-14",7.15
"202","2014-07-15",7.11
"203","2014-07-16",6.92
"204","2014-07-17",6.54
"205","2014-07-18",6.84
"206","2014-07-21",6.69
"207","2014-07-22",6.67
"208","2014-07-23",6.58
"209","2014-07-24",7.02
"210","2014-07-25",6.99
"211","2014-07-28",7.2
"212","2014-07-29",6.99
"213","2014-07-30",7.17
"214","2014-07-31",6.91
"215","2014-08-01",6.8
"216","2014-08-04",6.75
"217","2014-08-05",6.97
"218","2014-08-06",6.76
"219","2014-08-07",6.59
"220","2014-08-08",6.78
"221","2014-08-11",6.72
"222","2014-08-12",6.51
"223","2014-08-13",6.46
"224","2014-08-14",6.45
"225","2014-08-15",6.89
"226","2014-08-18",6.52
"227","2014-08-19",6.47
"228","2014-08-20",6.6
"229","2014-08-21",6.79
"230","2014-08-22",6.77
"231","2014-08-25",6.8
"232","2014-08-26",6.9
"233","2014-08-27",6.72
"234","2014-08-28",6.9
"235","2014-08-29",6.67
"236","2014-09-02",6.79
"237","2014-09-03",6.73
"238","2014-09-04",6.62
"239","2014-09-05",6.52
"240","2014-09-08",6.62
"241","2014-09-09",6.62
"242","2014-09-10",6.62
"243","2014-09-11",6.64
"244","2014-09-12",6.55
"245","2014-09-15",6.59
"246","2014-09-16",6.36
"247","2014-09-17",6.45
"248","2014-09-18",6.29
"249","2014-09-19",5.74
"250","2014-09-22",5.71
"251","2014-09-23",5.52
"252","2014-09-24",5.54
"253","2014-09-25",5.3
"254","2014-09-26",5.42
"255","2014-09-29",5.55
"256","2014-09-30",5.5
"257","2014-10-01",5.3
"258","2014-10-02",5.3
"259","2014-10-03",5.62
"260","2014-10-06",5.59
"261","2014-10-07",5.41
"262","2014-10-08",5.41
"263","2014-10-09",5.45
"264","2014-10-10",5.29
"265","2014-10-13",5.18
"266","2014-10-14",5.16
"267","2014-10-15",5.16
"268","2014-10-16",4.72
"269","2014-10-17",5.02
"270","2014-10-20",5.07
"271","2014-10-21",5.07
"272","2014-10-22",4.97
"273","2014-10-23",4.77
"274","2014-10-24",4.81
"275","2014-10-27",4.9
"276","2014-10-28",5.08
"277","2014-10-29",5.09
"278","2014-10-30",5.94
"279","2014-10-31",6.7
"280","2014-11-03",6.52
"281","2014-11-04",6.43
"282","2014-11-05",6.61
"283","2014-11-06",6.62
"284","2014-11-07",6.7
"285","2014-11-10",6.76
"286","2014-11-11",6.86
"287","2014-11-12",6.3
"288","2014-11-13",6.4
"289","2014-11-14",6.37
"290","2014-11-17",6.12
"291","2014-11-18",6.39
"292","2014-11-19",6.01
"293","2014-11-20",5.97
"294","2014-11-21",5.85
"295","2014-11-24",5.96
"296","2014-11-25",6.12
"297","2014-11-26",6.16
"298","2014-11-28",6.3
"299","2014-12-01",6.2
"300","2014-12-02",5.72
"301","2014-12-03",6.05
"302","2014-12-04",5.925
"303","2014-12-05",5.82
"304","2014-12-08",5.75
"305","2014-12-09",5.785
"306","2014-12-10",5.74
"307","2014-12-11",5.78
"308","2014-12-12",5.49
"309","2014-12-15",5.43
"310","2014-12-16",5.45
"311","2014-12-17",5.51
"312","2014-12-18",5.58
"313","2014-12-19",5.8
"314","2014-12-22",5.57
"315","2014-12-23",5.765
"316","2014-12-24",5.5
"317","2014-12-26",5.63
"318","2014-12-29",5.39
"319","2014-12-30",5.51
"320","2014-12-31",5.9
"321","2015-01-02",6.04
"322","2015-01-05",6.05
"323","2015-01-06",6.48
"324","2015-01-07",6.54
"325","2015-01-08",6.65
"326","2015-01-09",6.7
"327","2015-01-12",7.52
"328","2015-01-13",7.75
"329","2015-01-14",7.36
"330","2015-01-15",7.15
"331","2015-01-16",7.11
"332","2015-01-20",6.66
"333","2015-01-21",6.34
"334","2015-01-22",6.65
"335","2015-01-23",6.35
"336","2015-01-26",6.37
"337","2015-01-27",6.504
"338","2015-01-28",6.35
"339","2015-01-29",6.53
"340","2015-01-30",6.47
"341","2015-02-02",5.6
"342","2015-02-03",5.16
"343","2015-02-04",5.25
"344","2015-02-05",5.18
"345","2015-02-06",5.16
"346","2015-02-09",5.22
"347","2015-02-10",5.5
"348","2015-02-11",5.48
"349","2015-02-12",5.51
"350","2015-02-13",5.41
"351","2015-02-17",5.47
"352","2015-02-18",5.56
"353","2015-02-19",5.6
"354","2015-02-20",5.68
"355","2015-02-23",5.44
"356","2015-02-24",5.39
"357","2015-02-25",5.511
"358","2015-02-26",5.52
"359","2015-02-27",5.59
"360","2015-03-02",5.57
"361","2015-03-03",5.4
"362","2015-03-04",5.42
"363","2015-03-05",6.032
"364","2015-03-06",6.22
"365","2015-03-09",6.05
"366","2015-03-10",6
"367","2015-03-11",6.33
"368","2015-03-12",6.6
"369","2015-03-13",6.67
"370","2015-03-16",6.95
"371","2015-03-17",7.11
"372","2015-03-18",7.22
"373","2015-03-19",7.22
"374","2015-03-20",7
"375","2015-03-23",7.06
"376","2015-03-24",7.15
"377","2015-03-25",7.05
"378","2015-03-26",7.06
"379","2015-03-27",7.05
"380","2015-03-30",7
"381","2015-03-31",7.05
"382","2015-04-01",7.1
"383","2015-04-02",7.29
"384","2015-04-06",7.12
"385","2015-04-07",7.19
"386","2015-04-08",7.16
"387","2015-04-09",7.226
"388","2015-04-10",7.28
"389","2015-04-13",7.44
"390","2015-04-14",7.85
"391","2015-04-15",7.44
"392","2015-04-16",6.66
"393","2015-04-17",6.66
"394","2015-04-20",6.42
"395","2015-04-21",6.51
"396","2015-04-22",6.43
"397","2015-04-23",6.51
"398","2015-04-24",6.559
"399","2015-04-27",6.24
"400","2015-04-28",6.53
"401","2015-04-29",6.26
"402","2015-04-30",6.17
"403","2015-05-01",6.21
"404","2015-05-04",5.89
"405","2015-05-05",5.87
"406","2015-05-06",5.88
"407","2015-05-07",5.9
"408","2015-05-08",5.95
"409","2015-05-11",5.99
"410","2015-05-12",6.06
"411","2015-05-13",6.06
"412","2015-05-14",5.92
"413","2015-05-15",5.702
"414","2015-05-18",5.4
"415","2015-05-19",5.6
"416","2015-05-20",5.58
"417","2015-05-21",5.54
"418","2015-05-22",5.4
"419","2015-05-26",5.36
"420","2015-05-27",5.35
"421","2015-05-28",5.3
