"","date","EVOK"
"422","2015-05-29",5.25
"423","2015-06-01",5.22
"424","2015-06-02",5.17
"425","2015-06-03",5.17
"426","2015-06-04",5
"427","2015-06-05",5.1
"428","2015-06-08",5.03
"429","2015-06-09",5.19
"430","2015-06-10",5.12
"431","2015-06-11",5.07
"432","2015-06-12",5.12
"433","2015-06-15",5.05
"434","2015-06-16",5.38
"435","2015-06-17",5.35
"436","2015-06-18",5.23
"437","2015-06-19",5
"438","2015-06-22",5
"439","2015-06-23",4.86
"440","2015-06-24",5.68
"441","2015-06-25",5.71
"442","2015-06-26",5.28
"443","2015-06-29",5.165
"444","2015-06-30",5.23
"445","2015-07-01",5.14
"446","2015-07-02",5.05
"447","2015-07-06",4.92
"448","2015-07-07",4.89
"449","2015-07-08",4.95
"450","2015-07-09",5.252
"451","2015-07-10",5.85
"452","2015-07-13",6.25
"453","2015-07-14",6.07
"454","2015-07-15",5.74
"455","2015-07-16",5.94
"456","2015-07-17",5.71
"457","2015-07-20",5.61
"458","2015-07-21",5.54
"459","2015-07-22",5.64
"460","2015-07-23",5.3
"461","2015-07-24",5.27
"462","2015-07-27",4.97
"463","2015-07-28",5.11
"464","2015-07-29",5.1
"465","2015-07-30",5
"466","2015-07-31",5.23
"467","2015-08-03",5.13
"468","2015-08-04",5
"469","2015-08-05",4.986
"470","2015-08-06",4.83
"471","2015-08-07",4.5
"472","2015-08-10",4.6
"473","2015-08-11",4.55
"474","2015-08-12",4.55
"475","2015-08-13",4.9
"476","2015-08-14",4.51
"477","2015-08-17",4.63
"478","2015-08-18",5.11
"479","2015-08-19",4.16
"480","2015-08-20",4.25
"481","2015-08-21",4
"482","2015-08-24",3.7
"483","2015-08-25",3.73
"484","2015-08-26",3.9
"485","2015-08-27",3.92
"486","2015-08-28",3.75
"487","2015-08-31",3.89
"488","2015-09-01",3.419
"489","2015-09-02",3.32
"490","2015-09-03",3.58
"491","2015-09-04",3.58
"492","2015-09-08",3.48
"493","2015-09-09",3.3
"494","2015-09-10",3.29
"495","2015-09-11",3.38
"496","2015-09-14",3.35
"497","2015-09-15",3.65
"498","2015-09-16",3.27
"499","2015-09-17",3.24
"500","2015-09-18",3.2
"501","2015-09-21",3.07
"502","2015-09-22",2.94
"503","2015-09-23",3.5
"504","2015-09-24",3.14
"505","2015-09-25",2.95
"506","2015-09-28",2.84
"507","2015-09-29",2.56
"508","2015-09-30",2.91
"509","2015-10-01",3.15
"510","2015-10-02",3.34
"511","2015-10-05",3.49
"512","2015-10-06",3.3
"513","2015-10-07",3.95
"514","2015-10-08",4.21
"515","2015-10-09",4.35
"516","2015-10-12",4.08
"517","2015-10-13",4.03
"518","2015-10-14",3.99
"519","2015-10-15",4.09
"520","2015-10-16",3.88
"521","2015-10-19",3.81
"522","2015-10-20",3.771
"523","2015-10-21",3.73
"524","2015-10-22",3.647
"525","2015-10-23",3.61
"526","2015-10-26",3.54
"527","2015-10-27",3.5
"528","2015-10-28",3.72
"529","2015-10-29",3.7
"530","2015-10-30",3.7
"531","2015-11-02",3.83
"532","2015-11-03",3.61
"533","2015-11-04",3.76
"534","2015-11-05",3.62
"535","2015-11-06",3.68
"536","2015-11-09",3.59
"537","2015-11-10",3.58
"538","2015-11-11",3.54
"539","2015-11-12",3.42
"540","2015-11-13",3.32
"541","2015-11-16",3.27
"542","2015-11-17",3.22
"543","2015-11-18",3.25
"544","2015-11-19",3.22
"545","2015-11-20",3.22
"546","2015-11-23",3.56
"547","2015-11-24",3.68
"548","2015-11-25",3.85
"549","2015-11-27",3.85
"550","2015-11-30",3.84
"551","2015-12-01",3.7
"552","2015-12-02",3.6
"553","2015-12-03",3.655
"554","2015-12-04",3.52
"555","2015-12-07",3.3
"556","2015-12-08",3.26
"557","2015-12-09",3.19
"558","2015-12-10",3.13
"559","2015-12-11",3.16
"560","2015-12-14",3.06
"561","2015-12-15",2.88
"562","2015-12-16",3.38
"563","2015-12-17",3.26
"564","2015-12-18",3.2
"565","2015-12-21",3.29
"566","2015-12-22",3.1
"567","2015-12-23",3.27
"568","2015-12-24",3.27
"569","2015-12-28",3.41
"570","2015-12-29",3.29
"571","2015-12-30",3.22
"572","2015-12-31",3.3
"573","2016-01-04",3.26
"574","2016-01-05",3.25
"575","2016-01-06",3.15
"576","2016-01-07",3.04
"577","2016-01-08",2.96
"578","2016-01-11",2.78
"579","2016-01-12",2.72
"580","2016-01-13",2.59
"581","2016-01-14",2.73
"582","2016-01-15",2.69
"583","2016-01-19",2.65
"584","2016-01-20",2.78
"585","2016-01-21",3.09
"586","2016-01-22",3.23
"587","2016-01-25",3.26
"588","2016-01-26",3.34
"589","2016-01-27",3.23
"590","2016-01-28",3.07
"591","2016-01-29",3.16
"592","2016-02-01",3.24
"593","2016-02-02",3.11
"594","2016-02-03",3
"595","2016-02-04",3.12
"596","2016-02-05",3.04
"597","2016-02-08",2.83
"598","2016-02-09",2.76
"599","2016-02-10",2.76
"600","2016-02-11",2.75
"601","2016-02-12",2.82
"602","2016-02-16",2.84
"603","2016-02-17",3.47
"604","2016-02-18",3.342
"605","2016-02-19",3.46
"606","2016-02-22",3.57
"607","2016-02-23",3.5
"608","2016-02-24",3.48
"609","2016-02-25",3.35
"610","2016-02-26",3.33
"611","2016-02-29",3.43
"612","2016-03-01",3.44
"613","2016-03-02",3.59
"614","2016-03-03",3.53
"615","2016-03-04",3.76
"616","2016-03-07",3.88
"617","2016-03-08",3.92
"618","2016-03-09",4.198
"619","2016-03-10",4.27
"620","2016-03-11",4.63
"621","2016-03-14",5.3
"622","2016-03-15",4.76
"623","2016-03-16",4.57
"624","2016-03-17",4.53
"625","2016-03-18",4.36
"626","2016-03-21",4.629
"627","2016-03-22",4.69
"628","2016-03-23",4.63
"629","2016-03-24",4.63
"630","2016-03-28",4.83
"631","2016-03-29",4.71
"632","2016-03-30",4.82
"633","2016-03-31",5.09
"634","2016-04-01",5.06
"635","2016-04-04",5.19
"636","2016-04-05",5.5
"637","2016-04-06",5.19
"638","2016-04-07",5.34
"639","2016-04-08",5.18
"640","2016-04-11",5.21
"641","2016-04-12",5.135
"642","2016-04-13",5.12
"643","2016-04-14",4.775
"644","2016-04-15",4.76
"645","2016-04-18",5.2
"646","2016-04-19",5.16
"647","2016-04-20",5.17
"648","2016-04-21",5.21
"649","2016-04-22",5.06
"650","2016-04-25",5.25
"651","2016-04-26",5.21
"652","2016-04-27",4.81
"653","2016-04-28",4.99
"654","2016-04-29",4.76
"655","2016-05-02",4.81
"656","2016-05-03",4.94
"657","2016-05-04",4.95
"658","2016-05-05",4.92
"659","2016-05-06",4.94
"660","2016-05-09",4.99
"661","2016-05-10",5
"662","2016-05-11",5.03
"663","2016-05-12",5
"664","2016-05-13",5.11
"665","2016-05-16",5.39
"666","2016-05-17",5.7
"667","2016-05-18",5.64
"668","2016-05-19",5.478
"669","2016-05-20",5.48
"670","2016-05-23",5.21
"671","2016-05-24",5.38
"672","2016-05-25",5.19
"673","2016-05-26",5.36
"674","2016-05-27",5.54
"675","2016-05-31",5.39
"676","2016-06-01",5.61
"677","2016-06-02",5.65
"678","2016-06-03",5.54
"679","2016-06-06",5.41
"680","2016-06-07",5.3
"681","2016-06-08",5.22
"682","2016-06-09",5.3
"683","2016-06-10",5.26
"684","2016-06-13",5.3
"685","2016-06-14",5.51
"686","2016-06-15",6.04
"687","2016-06-16",6.09
"688","2016-06-17",6.38
"689","2016-06-20",6.98
"690","2016-06-21",6.7
"691","2016-06-22",6.33
"692","2016-06-23",6.41
"693","2016-06-24",6.32
"694","2016-06-27",6.26
"695","2016-06-28",6.66
"696","2016-06-29",6.98
"697","2016-06-30",6.85
"698","2016-07-01",7.18
"699","2016-07-05",6.56
"700","2016-07-06",6.51
"701","2016-07-07",7.02
"702","2016-07-08",8.38
"703","2016-07-11",9.62
"704","2016-07-12",10.39
"705","2016-07-13",10.89
"706","2016-07-14",10.46
"707","2016-07-15",10.73
"708","2016-07-18",2.89
"709","2016-07-19",2.47
"710","2016-07-20",2.01
"711","2016-07-21",1.86
"712","2016-07-22",1.79
"713","2016-07-25",1.63
"714","2016-07-26",1.59
"715","2016-07-27",2.05
"716","2016-07-28",3.03
"717","2016-07-29",2.62
"718","2016-08-01",2.65
"719","2016-08-02",2.51
"720","2016-08-03",2.63
"721","2016-08-04",2.56
"722","2016-08-05",2.53
"723","2016-08-08",2.45
"724","2016-08-09",2.24
"725","2016-08-10",2.16
"726","2016-08-11",2.23
"727","2016-08-12",2.34
"728","2016-08-15",2.6
"729","2016-08-16",2.29
"730","2016-08-17",2.23
"731","2016-08-18",2.2
"732","2016-08-19",2.18
"733","2016-08-22",2.13
"734","2016-08-23",2.07
"735","2016-08-24",1.99
"736","2016-08-25",1.97
"737","2016-08-26",2
"738","2016-08-29",2.01
"739","2016-08-30",1.97
"740","2016-08-31",1.92
"741","2016-09-01",1.88
"742","2016-09-02",1.84
"743","2016-09-06",1.82
"744","2016-09-07",2.07
"745","2016-09-08",2.09
"746","2016-09-09",2.03
"747","2016-09-12",1.99
"748","2016-09-13",1.89
"749","2016-09-14",1.92
"750","2016-09-15",1.92
"751","2016-09-16",1.9
"752","2016-09-19",1.93
"753","2016-09-20",1.88
"754","2016-09-21",1.89
"755","2016-09-22",2.01
"756","2016-09-23",2.02
"757","2016-09-26",1.95
"758","2016-09-27",2.1
"759","2016-09-28",2.31
"760","2016-09-29",2.19
"761","2016-09-30",2.26
"762","2016-10-03",2.18
"763","2016-10-04",2.2
"764","2016-10-05",2.2
"765","2016-10-06",2.19
"766","2016-10-07",2.15
"767","2016-10-10",2.09
"768","2016-10-11",2.03
"769","2016-10-12",1.92
"770","2016-10-13",1.91
"771","2016-10-14",1.91
"772","2016-10-17",1.9
"773","2016-10-18",1.9
"774","2016-10-19",1.88
"775","2016-10-20",1.91
"776","2016-10-21",1.83
"777","2016-10-24",1.81
"778","2016-10-25",1.79
"779","2016-10-26",1.77
"780","2016-10-27",1.78
"781","2016-10-28",1.71
"782","2016-10-31",1.59
"783","2016-11-01",1.6
"784","2016-11-02",1.6
"785","2016-11-03",1.59
"786","2016-11-04",1.59
"787","2016-11-07",1.61
"788","2016-11-08",1.59
"789","2016-11-09",1.48
"790","2016-11-10",1.71
"791","2016-11-11",1.67
"792","2016-11-14",1.65
"793","2016-11-15",1.63
"794","2016-11-16",1.76
"795","2016-11-17",1.75
"796","2016-11-18",1.78
"797","2016-11-21",1.76
"798","2016-11-22",1.8
"799","2016-11-23",1.93
"800","2016-11-25",1.87
"801","2016-11-28",1.71
"802","2016-11-29",1.68
"803","2016-11-30",1.64
"804","2016-12-01",1.58
"805","2016-12-02",1.59
"806","2016-12-05",1.6
"807","2016-12-06",1.56
"808","2016-12-07",1.55
"809","2016-12-08",1.54
"810","2016-12-09",1.54
"811","2016-12-12",1.487
"812","2016-12-13",1.5
"813","2016-12-14",1.45
"814","2016-12-15",1.44
"815","2016-12-16",2.07
"816","2016-12-19",2
"817","2016-12-20",2.12
"818","2016-12-21",2.1
"819","2016-12-22",2.02
"820","2016-12-23",2
"821","2016-12-27",2.05
"822","2016-12-28",2.03
"823","2016-12-29",2.03
"824","2016-12-30",2.02
"825","2017-01-03",2.07
"826","2017-01-04",2.69
"827","2017-01-05",2.85
"828","2017-01-06",2.71
"829","2017-01-09",2.65
"830","2017-01-10",2.54
"831","2017-01-11",2.4
"832","2017-01-12",2.27
"833","2017-01-13",2.35
"834","2017-01-17",2.39
"835","2017-01-18",2.36
"836","2017-01-19",2.3
"837","2017-01-20",2.282
"838","2017-01-23",2.3
"839","2017-01-24",2.3
"840","2017-01-25",2.36
"841","2017-01-26",2.45
"842","2017-01-27",2.48
"843","2017-01-30",2.85
"844","2017-01-31",2.81
"845","2017-02-01",2.81
"846","2017-02-02",2.72
"847","2017-02-03",2.68
"848","2017-02-06",2.5
"849","2017-02-07",2.64
"850","2017-02-08",2.62
"851","2017-02-09",2.6
"852","2017-02-10",2.71
"853","2017-02-13",2.61
"854","2017-02-14",2.61
"855","2017-02-15",3.4
"856","2017-02-16",2.99
"857","2017-02-17",3.4
"858","2017-02-21",3.37
"859","2017-02-22",3.2
"860","2017-02-23",3.132
"861","2017-02-24",3.1
"862","2017-02-27",3.24
"863","2017-02-28",3.29
"864","2017-03-01",3.35
"865","2017-03-02",3.34
"866","2017-03-03",3.36
"867","2017-03-06",3.29
"868","2017-03-07",3.17
"869","2017-03-08",3.26
"870","2017-03-09",3.24
"871","2017-03-10",3.12
"872","2017-03-13",3.13
"873","2017-03-14",3.02
"874","2017-03-15",3.16
"875","2017-03-16",3.03
"876","2017-03-17",3.06
"877","2017-03-20",3.01
"878","2017-03-21",2.92
"879","2017-03-22",2.83
"880","2017-03-23",2.85
"881","2017-03-24",2.86
"882","2017-03-27",3
"883","2017-03-28",3.05
"884","2017-03-29",3.11
"885","2017-03-30",3.09
"886","2017-03-31",3.1
"887","2017-04-03",3.09
"888","2017-04-04",3.14
"889","2017-04-05",3.03
"890","2017-04-06",2.99
"891","2017-04-07",2.93
"892","2017-04-10",2.9
"893","2017-04-11",2.87
"894","2017-04-12",2.82
"895","2017-04-13",2.8
"896","2017-04-17",2.7
"897","2017-04-18",2.68
"898","2017-04-19",2.67
"899","2017-04-20",2.59
"900","2017-04-21",2.45
"901","2017-04-24",2.59
"902","2017-04-25",2.66
"903","2017-04-26",2.74
"904","2017-04-27",2.71
"905","2017-04-28",2.73
"906","2017-05-01",2.79
"907","2017-05-02",2.74
"908","2017-05-03",2.72
"909","2017-05-04",2.69
"910","2017-05-05",2.8
"911","2017-05-08",2.75
"912","2017-05-09",2.74
"913","2017-05-10",2.75
"914","2017-05-11",2.68
"915","2017-05-12",2.68
"916","2017-05-15",2.72
"917","2017-05-16",2.63
"918","2017-05-17",2.56
"919","2017-05-18",2.63
"920","2017-05-19",2.63
"921","2017-05-22",2.62
"922","2017-05-23",2.6
"923","2017-05-24",2.61
"924","2017-05-25",2.56
"925","2017-05-26",2.57
"926","2017-05-30",2.43
"927","2017-05-31",2.467
"928","2017-06-01",2.51
"929","2017-06-02",2.56
"930","2017-06-05",2.55
"931","2017-06-06",2.57
"932","2017-06-07",2.54
"933","2017-06-08",2.65
"934","2017-06-09",2.52
"935","2017-06-12",2.55
"936","2017-06-13",2.58
"937","2017-06-14",2.59
"938","2017-06-15",2.53
"939","2017-06-16",2.48
"940","2017-06-19",2.49
"941","2017-06-20",2.48
"942","2017-06-21",2.49
"943","2017-06-22",2.56
"944","2017-06-23",2.61
"945","2017-06-26",2.6
"946","2017-06-27",2.59
"947","2017-06-28",2.55
"948","2017-06-29",2.54
"949","2017-06-30",2.559
"950","2017-07-03",2.57
"951","2017-07-05",2.56
"952","2017-07-06",2.62
"953","2017-07-07",2.59
"954","2017-07-10",2.52
"955","2017-07-11",2.57
"956","2017-07-12",2.57
"957","2017-07-13",2.58
"958","2017-07-14",2.59
"959","2017-07-17",2.52
"960","2017-07-18",2.53
"961","2017-07-19",2.52
"962","2017-07-20",2.48
"963","2017-07-21",2.52
"964","2017-07-24",2.46
"965","2017-07-25",2.4
"966","2017-07-26",2.4
"967","2017-07-27",2.32
"968","2017-07-28",2.31
"969","2017-07-31",2.26
"970","2017-08-01",2.3
"971","2017-08-02",2.27
"972","2017-08-03",2.31
"973","2017-08-04",2.3
"974","2017-08-07",2.31
"975","2017-08-08",2.31
"976","2017-08-09",2.27
"977","2017-08-10",2.29
"978","2017-08-11",2.24
"979","2017-08-14",2.34
"980","2017-08-15",2.35
"981","2017-08-16",2.58
"982","2017-08-17",2.58
"983","2017-08-18",2.59
"984","2017-08-21",2.45
"985","2017-08-22",2.47
"986","2017-08-23",2.49
"987","2017-08-24",2.47
"988","2017-08-25",2.51
"989","2017-08-28",2.43
"990","2017-08-29",2.55
"991","2017-08-30",2.58
"992","2017-08-31",2.52
"993","2017-09-01",2.6
"994","2017-09-05",2.63
"995","2017-09-06",2.92
"996","2017-09-07",2.82
"997","2017-09-08",2.83
"998","2017-09-11",2.83
"999","2017-09-12",2.95
"1000","2017-09-13",3.28
"1001","2017-09-14",3.4
