"","date","GOSS"
"265","2020-02-27",13.04
"266","2020-02-28",13.13
"267","2020-03-02",13.81
"268","2020-03-03",13.54
"269","2020-03-04",14.09
"270","2020-03-05",13.56
"271","2020-03-06",12.69
"272","2020-03-09",11.01
"273","2020-03-10",11.5
"274","2020-03-11",10.59
"275","2020-03-12",10.17
"276","2020-03-13",10.73
"277","2020-03-16",9.55
"278","2020-03-17",9.08
"279","2020-03-18",8
"280","2020-03-19",9.12
"281","2020-03-20",9.5
"282","2020-03-23",9.38
"283","2020-03-24",9.92
"284","2020-03-25",9.9
"285","2020-03-26",10.1
"286","2020-03-27",9.91
"287","2020-03-30",10.32
"288","2020-03-31",10.15
"289","2020-04-01",9.52
"290","2020-04-02",10.13
"291","2020-04-03",10.19
"292","2020-04-06",10.67
"293","2020-04-07",10.73
"294","2020-04-08",11.19
"295","2020-04-09",11.49
"296","2020-04-13",11.44
"297","2020-04-14",11.72
"298","2020-04-15",11.1
"299","2020-04-16",11.39
"300","2020-04-17",11.51
"301","2020-04-20",12.36
"302","2020-04-21",11.77
"303","2020-04-22",12.97
"304","2020-04-23",13.13
"305","2020-04-24",13.39
"306","2020-04-27",13.37
"307","2020-04-28",13.16
"308","2020-04-29",13.42
"309","2020-04-30",13.02
"310","2020-05-01",12.37
"311","2020-05-04",13.57
"312","2020-05-05",13.69
"313","2020-05-06",14.08
"314","2020-05-07",14.31
"315","2020-05-08",14.92
"316","2020-05-11",15.98
"317","2020-05-12",15.885
"318","2020-05-13",13.48
"319","2020-05-14",14.02
"320","2020-05-15",14.14
"321","2020-05-18",15.02
"322","2020-05-19",12.64
"323","2020-05-20",12.68
"324","2020-05-21",12.5
"325","2020-05-22",12.62
"326","2020-05-26",12.47
"327","2020-05-27",11.88
"328","2020-05-28",12.1
"329","2020-05-29",12.15
"330","2020-06-01",12.1
"331","2020-06-02",11.93
"332","2020-06-03",12.64
"333","2020-06-04",12.42
"334","2020-06-05",12.49
"335","2020-06-08",12.91
"336","2020-06-09",12.62
"337","2020-06-10",12.385
"338","2020-06-11",11.53
"339","2020-06-12",12.27
"340","2020-06-15",12.49
"341","2020-06-16",12.31
"342","2020-06-17",12.1
"343","2020-06-18",12.56
"344","2020-06-19",12.21
"345","2020-06-22",12.89
"346","2020-06-23",12.76
"347","2020-06-24",12.48
"348","2020-06-25",12.95
"349","2020-06-26",12.49
"350","2020-06-29",12.61
"351","2020-06-30",13
"352","2020-07-01",12.82
"353","2020-07-02",13.16
"354","2020-07-06",13.01
"355","2020-07-07",13.04
"356","2020-07-08",13.27
"357","2020-07-09",13.09
"358","2020-07-10",13.09
"359","2020-07-13",12.7
"360","2020-07-14",13.3
"361","2020-07-15",13.365
"362","2020-07-16",13.44
"363","2020-07-17",14.75
"364","2020-07-20",14
"365","2020-07-21",14.56
"366","2020-07-22",14.21
"367","2020-07-23",13.91
"368","2020-07-24",13.57
"369","2020-07-27",13.71
"370","2020-07-28",13.13
"371","2020-07-29",12.62
"372","2020-07-30",12.62
"373","2020-07-31",11.92
"374","2020-08-03",12.58
"375","2020-08-04",12.95
"376","2020-08-05",13.24
"377","2020-08-06",13.45
"378","2020-08-07",13.56
"379","2020-08-10",13.6
"380","2020-08-11",13.35
"381","2020-08-12",14.29
"382","2020-08-13",14.7
"383","2020-08-14",13.93
"384","2020-08-17",14.19
"385","2020-08-18",14
"386","2020-08-19",13.67
"387","2020-08-20",13.71
"388","2020-08-21",13.49
"389","2020-08-24",13.17
"390","2020-08-25",13.55
"391","2020-08-26",13.38
"392","2020-08-27",13.23
"393","2020-08-28",13.41
"394","2020-08-31",13.9
"395","2020-09-01",13.68
"396","2020-09-02",13.34
"397","2020-09-03",13.06
"398","2020-09-04",12.87
"399","2020-09-08",13.17
"400","2020-09-09",13.71
"401","2020-09-10",13.45
"402","2020-09-11",13.11
"403","2020-09-14",14.09
"404","2020-09-15",13.01
"405","2020-09-16",13.01
"406","2020-09-17",12.74
"407","2020-09-18",13.11
"408","2020-09-21",12.5
"409","2020-09-22",12.46
"410","2020-09-23",11.3
"411","2020-09-24",11.56
"412","2020-09-25",12.06
"413","2020-09-28",12.39
"414","2020-09-29",12.83
"415","2020-09-30",12.41
"416","2020-10-01",11.95
"417","2020-10-02",11.35
"418","2020-10-05",12.07
"419","2020-10-06",12.37
"420","2020-10-07",13.16
"421","2020-10-08",13.05
"422","2020-10-09",13.2
"423","2020-10-12",13.59
"424","2020-10-13",10.09
"425","2020-10-14",9.325
"426","2020-10-15",9.49
"427","2020-10-16",9.68
"428","2020-10-19",9.66
"429","2020-10-20",9.3
"430","2020-10-21",9.2
"431","2020-10-22",9.65
"432","2020-10-23",9.58
"433","2020-10-26",9.41
"434","2020-10-27",9.53
"435","2020-10-28",8.925
"436","2020-10-29",8.6
"437","2020-10-30",8.3
"438","2020-11-02",8.48
"439","2020-11-03",8.59
"440","2020-11-04",8.81
"441","2020-11-05",8.94
"442","2020-11-06",8.63
"443","2020-11-09",9.27
"444","2020-11-10",9.26
"445","2020-11-11",9.19
"446","2020-11-12",8.81
"447","2020-11-13",9.15
"448","2020-11-16",9.17
"449","2020-11-17",9.1
"450","2020-11-18",8.83
"451","2020-11-19",8.93
"452","2020-11-20",9.01
"453","2020-11-23",8.8
"454","2020-11-24",8.86
"455","2020-11-25",8.94
"456","2020-11-27",8.98
