"","date","GOSS"
"1","2019-02-08",17.940001
"2","2019-02-11",18.360001
"3","2019-02-12",18.5
"4","2019-02-13",17.58
"5","2019-02-14",18.75
"6","2019-02-15",19.299999
"7","2019-02-19",19.639999
"8","2019-02-20",20.120001
"9","2019-02-21",20.799999
"10","2019-02-22",22.5
"11","2019-02-25",23.17
"12","2019-02-26",23.969999
"13","2019-02-27",20.950001
"14","2019-02-28",21.83
"15","2019-03-01",23
"16","2019-03-04",22.83
"17","2019-03-05",20.51
"18","2019-03-06",20.84
"19","2019-03-07",19.25
"20","2019-03-08",19.73
"21","2019-03-11",19.860001
"22","2019-03-12",19.459999
"23","2019-03-13",19.549999
"24","2019-03-14",20
"25","2019-03-15",20.48
"26","2019-03-18",22.09
"27","2019-03-19",23.58
"28","2019-03-20",23.26
"29","2019-03-21",23.24
"30","2019-03-22",21.6
"31","2019-03-25",22.1
"32","2019-03-26",21.379999
"33","2019-03-27",20.73
"34","2019-03-28",21.32
"35","2019-03-29",21.67
"36","2019-04-01",20.68
"37","2019-04-02",20.66
"38","2019-04-03",20.58
"39","2019-04-04",19.860001
"40","2019-04-05",19.74
"41","2019-04-08",18.59
"42","2019-04-09",17.309999
"43","2019-04-10",17.23
"44","2019-04-11",17.440001
"45","2019-04-12",17.219999
"46","2019-04-15",17.110001
"47","2019-04-16",17.389999
"48","2019-04-17",16.370001
"49","2019-04-18",16.24
"50","2019-04-22",16.540001
"51","2019-04-23",17.110001
"52","2019-04-24",16.629999
"53","2019-04-25",16.209999
"54","2019-04-26",16.120001
"55","2019-04-29",17.25
"56","2019-04-30",16.959999
"57","2019-05-01",16.67
"58","2019-05-02",16.469999
"59","2019-05-03",17.49
"60","2019-05-06",18.030001
"61","2019-05-07",18.17
"62","2019-05-08",18.17
"63","2019-05-09",18.74
"64","2019-05-10",19.42
"65","2019-05-13",20.23
"66","2019-05-14",19.290001
"67","2019-05-15",20.49
"68","2019-05-16",21.139999
"69","2019-05-17",20.98
"70","2019-05-20",20.639999
"71","2019-05-21",20.75
"72","2019-05-22",20.389999
"73","2019-05-23",19.870001
"74","2019-05-24",20.57
"75","2019-05-28",20.27
"76","2019-05-29",20.129999
"77","2019-05-30",18.690001
"78","2019-05-31",18.309999
"79","2019-06-03",18.959999
"80","2019-06-04",19.32
"81","2019-06-05",17.9
"82","2019-06-06",17.690001
"83","2019-06-07",18.469999
"84","2019-06-10",19.540001
"85","2019-06-11",18.690001
"86","2019-06-12",18.99
"87","2019-06-13",19.440001
"88","2019-06-14",20.26
"89","2019-06-17",21.09
"90","2019-06-18",21.309999
"91","2019-06-19",22.32
"92","2019-06-20",21.85
"93","2019-06-21",22.889999
"94","2019-06-24",22.16
"95","2019-06-25",22.120001
"96","2019-06-26",20.98
"97","2019-06-27",21.01
"98","2019-06-28",22.18
"99","2019-07-01",22.469999
"100","2019-07-02",22.17
"101","2019-07-03",22.01
"102","2019-07-05",20.92
"103","2019-07-08",20.23
"104","2019-07-09",20.51
"105","2019-07-10",20.959999
"106","2019-07-11",21.049999
"107","2019-07-12",20.65
"108","2019-07-15",20.700001
"109","2019-07-16",20.629999
"110","2019-07-17",20.059999
"111","2019-07-18",19.74
"112","2019-07-19",19
"113","2019-07-22",17.4
"114","2019-07-23",17.82
"115","2019-07-24",18.559999
"116","2019-07-25",19.24
"117","2019-07-26",21.15
"118","2019-07-29",20.01
"119","2019-07-30",19.82
"120","2019-07-31",19.85
"121","2019-08-01",20.41
"122","2019-08-02",18.57
"123","2019-08-05",19.26
"124","2019-08-06",18.73
"125","2019-08-07",19.870001
"126","2019-08-08",19.51
"127","2019-08-09",19.379999
"128","2019-08-12",19.43
"129","2019-08-13",20.51
"130","2019-08-14",18.23
"131","2019-08-15",18
"132","2019-08-16",17.780001
"133","2019-08-19",18.610001
"134","2019-08-20",18.450001
"135","2019-08-21",18.879999
"136","2019-08-22",17.459999
"137","2019-08-23",17.43
"138","2019-08-26",20.1
"139","2019-08-27",19.92
"140","2019-08-28",19.68
"141","2019-08-29",20.1
"142","2019-08-30",20.959999
"143","2019-09-03",21.700001
"144","2019-09-04",21.65
"145","2019-09-05",20.790001
"146","2019-09-06",20.379999
"147","2019-09-09",19.92
"148","2019-09-10",20.879999
"149","2019-09-11",21.32
"150","2019-09-12",21.879999
"151","2019-09-13",19.85
"152","2019-09-16",21.379999
"153","2019-09-17",21.5
"154","2019-09-18",21.6
"155","2019-09-19",20.75
"156","2019-09-20",22.01
"157","2019-09-23",22.35
"158","2019-09-24",20.16
"159","2019-09-25",18.280001
"160","2019-09-26",16.02
"161","2019-09-27",17.190001
"162","2019-09-30",16.790001
"163","2019-10-01",16.33
"164","2019-10-02",16.17
"165","2019-10-03",16.73
"166","2019-10-04",16.459999
"167","2019-10-07",15.54
"168","2019-10-08",15.325
"169","2019-10-09",15.6
"170","2019-10-10",15.08
"171","2019-10-11",14.825
"172","2019-10-14",15.05
"173","2019-10-15",16.105
"174","2019-10-16",16.43
"175","2019-10-17",16.120001
"176","2019-10-18",16.48
"177","2019-10-21",16.959999
"178","2019-10-22",17.98
"179","2019-10-23",17.485001
"180","2019-10-24",18.09
"181","2019-10-25",18.66
"182","2019-10-28",19.35
"183","2019-10-29",19.68
"184","2019-10-30",21.32
"185","2019-10-31",20.575001
"186","2019-11-01",21.58
"187","2019-11-04",21.98
"188","2019-11-05",21.799999
"189","2019-11-06",22.129999
"190","2019-11-07",22.370001
"191","2019-11-08",23
"192","2019-11-11",22.809999
"193","2019-11-12",22.43
"194","2019-11-13",21.83
"195","2019-11-14",21.85
"196","2019-11-15",22.540001
"197","2019-11-18",23
"198","2019-11-19",24.639999
"199","2019-11-20",25.15
"200","2019-11-21",24.99
"201","2019-11-22",24.940001
"202","2019-11-25",25.059999
"203","2019-11-26",24.379999
"204","2019-11-27",24.98
"205","2019-11-29",25.5
"206","2019-12-02",24.700001
"207","2019-12-03",25.209999
"208","2019-12-04",25.959999
"209","2019-12-05",24.66
"210","2019-12-06",25.82
"211","2019-12-09",25.42
"212","2019-12-10",26.73
"213","2019-12-11",26.790001
"214","2019-12-12",25.629999
"215","2019-12-13",25.370001
"216","2019-12-16",15.96
"217","2019-12-17",15.25
"218","2019-12-18",15.64
"219","2019-12-19",14.96
"220","2019-12-20",15.88
"221","2019-12-23",16.4
"222","2019-12-24",16.559999
"223","2019-12-26",16.24
"224","2019-12-27",15.59
"225","2019-12-30",15.35
"226","2019-12-31",15.63
"227","2020-01-02",15.4
"228","2020-01-03",15.37
"229","2020-01-06",15.1
"230","2020-01-07",14.68
"231","2020-01-08",14.34
"232","2020-01-09",14.2
"233","2020-01-10",14.13
"234","2020-01-13",13.98
"235","2020-01-14",14.67
"236","2020-01-15",15.04
"237","2020-01-16",15
"238","2020-01-17",14.34
"239","2020-01-21",13.97
"240","2020-01-22",13.46
"241","2020-01-23",13.37
"242","2020-01-24",13.33
"243","2020-01-27",13.89
"244","2020-01-28",13.93
"245","2020-01-29",13.68
"246","2020-01-30",13.53
"247","2020-01-31",13.28
"248","2020-02-03",13.64
"249","2020-02-04",13.84
"250","2020-02-05",14.67
"251","2020-02-06",14.62
"252","2020-02-07",14.8
"253","2020-02-10",15.14
"254","2020-02-11",15.03
"255","2020-02-12",15.21
"256","2020-02-13",15.48
"257","2020-02-14",14.55
"258","2020-02-18",14.77
"259","2020-02-19",14.84
"260","2020-02-20",14.7
"261","2020-02-21",14.99
"262","2020-02-24",14.02
"263","2020-02-25",13.87
"264","2020-02-26",13.93
