"","date","SESN"
"273","2015-03-09",11.3
"274","2015-03-10",11.47
"275","2015-03-11",11.23
"276","2015-03-12",10.31
"277","2015-03-13",10.15
"278","2015-03-16",9.58
"279","2015-03-17",9.38
"280","2015-03-18",9.33
"281","2015-03-19",9.54
"282","2015-03-20",9.42
"283","2015-03-23",9.47
"284","2015-03-24",9.59
"285","2015-03-25",9.2
"286","2015-03-26",9.28
"287","2015-03-27",9.22
"288","2015-03-30",9.25
"289","2015-03-31",8.92
"290","2015-04-01",8.77
"291","2015-04-02",7.66
"292","2015-04-06",8.03
"293","2015-04-07",8.22
"294","2015-04-08",8.32
"295","2015-04-09",9.54
"296","2015-04-10",10.37
"297","2015-04-13",10.43
"298","2015-04-14",10.23
"299","2015-04-15",10.49
"300","2015-04-16",10.37
"301","2015-04-17",10.26
"302","2015-04-20",10.47
"303","2015-04-21",10.1
"304","2015-04-22",10.32
"305","2015-04-23",10.5
"306","2015-04-24",11.19
"307","2015-04-27",11.1
"308","2015-04-28",11.28
"309","2015-04-29",11.29
"310","2015-04-30",11.84
"311","2015-05-01",13.31
"312","2015-05-04",13.23
"313","2015-05-05",13.1
"314","2015-05-06",12.98
"315","2015-05-07",13.31
"316","2015-05-08",13.47
"317","2015-05-11",13.37
"318","2015-05-12",13.56
"319","2015-05-13",13.43
"320","2015-05-14",12.51
"321","2015-05-15",11.97
"322","2015-05-18",3.69
"323","2015-05-19",3.24
"324","2015-05-20",2.94
"325","2015-05-21",3.1
"326","2015-05-22",3
"327","2015-05-26",2.92
"328","2015-05-27",2.95
"329","2015-05-28",2.85
"330","2015-05-29",2.81
"331","2015-06-01",2.84
"332","2015-06-02",2.89
"333","2015-06-03",3
"334","2015-06-04",3.02
"335","2015-06-05",2.89
"336","2015-06-08",2.85
"337","2015-06-09",2.82
"338","2015-06-10",2.85
"339","2015-06-11",2.83
"340","2015-06-12",2.85
"341","2015-06-15",2.8
"342","2015-06-16",2.68
"343","2015-06-17",2.78
"344","2015-06-18",2.7
"345","2015-06-19",2.7
"346","2015-06-22",2.77
"347","2015-06-23",2.81
"348","2015-06-24",2.78
"349","2015-06-25",2.83
"350","2015-06-26",2.76
"351","2015-06-29",2.82
"352","2015-06-30",2.82
"353","2015-07-01",2.84
"354","2015-07-02",2.87
"355","2015-07-06",2.85
"356","2015-07-07",2.83
"357","2015-07-08",3.1
"358","2015-07-09",2.86
"359","2015-07-10",2.57
"360","2015-07-13",2.8
"361","2015-07-14",3.14
"362","2015-07-15",2.86
"363","2015-07-16",2.91
"364","2015-07-17",3.05
"365","2015-07-20",2.99
"366","2015-07-21",2.95
"367","2015-07-22",2.9
"368","2015-07-23",2.91
"369","2015-07-24",2.75
"370","2015-07-27",2.805
"371","2015-07-28",2.76
"372","2015-07-29",2.8
"373","2015-07-30",2.75
"374","2015-07-31",2.77
"375","2015-08-03",2.71
"376","2015-08-04",2.68
"377","2015-08-05",2.63
"378","2015-08-06",2.56
"379","2015-08-07",2.56
"380","2015-08-10",2.53
"381","2015-08-11",2.34
"382","2015-08-12",4.09
"383","2015-08-13",5
"384","2015-08-14",4.71
"385","2015-08-17",4.03
"386","2015-08-18",4.05
"387","2015-08-19",3.61
"388","2015-08-20",3.16
"389","2015-08-21",3.39
"390","2015-08-24",3.31
"391","2015-08-25",3.33
"392","2015-08-26",3.23
"393","2015-08-27",3.63
"394","2015-08-28",3.55
"395","2015-08-31",3.53
"396","2015-09-01",3.41
"397","2015-09-02",3.6
"398","2015-09-03",3.46
"399","2015-09-04",3.42
"400","2015-09-08",3.34
"401","2015-09-09",3.28
"402","2015-09-10",3.25
"403","2015-09-11",3.14
"404","2015-09-14",2.97
"405","2015-09-15",3.01
"406","2015-09-16",2.97
"407","2015-09-17",2.92
"408","2015-09-18",3.05
"409","2015-09-21",3.01
"410","2015-09-22",2.92
"411","2015-09-23",2.86
"412","2015-09-24",2.86
"413","2015-09-25",2.71
"414","2015-09-28",2.47
"415","2015-09-29",2.48
"416","2015-09-30",2.41
"417","2015-10-01",2.6
"418","2015-10-02",2.66
"419","2015-10-05",2.62
"420","2015-10-06",2.68
"421","2015-10-07",2.81
"422","2015-10-08",2.91
"423","2015-10-09",2.97
"424","2015-10-12",3.04
"425","2015-10-13",2.96
"426","2015-10-14",2.94
"427","2015-10-15",2.9
"428","2015-10-16",2.88
"429","2015-10-19",2.75
"430","2015-10-20",2.74
"431","2015-10-21",2.77
"432","2015-10-22",2.7
"433","2015-10-23",2.73
"434","2015-10-26",2.63
"435","2015-10-27",2.64
"436","2015-10-28",2.7
"437","2015-10-29",2.74
"438","2015-10-30",2.69
"439","2015-11-02",2.68
"440","2015-11-03",2.72
"441","2015-11-04",2.62
"442","2015-11-05",2.7
"443","2015-11-06",2.81
"444","2015-11-09",2.91
"445","2015-11-10",2.97
"446","2015-11-11",2.91
"447","2015-11-12",2.8
"448","2015-11-13",2.74
"449","2015-11-16",2.75
"450","2015-11-17",2.75
"451","2015-11-18",2.83
"452","2015-11-19",2.81
"453","2015-11-20",2.82
"454","2015-11-23",3.03
"455","2015-11-24",2.99
"456","2015-11-25",3.13
"457","2015-11-27",3.17
"458","2015-11-30",3.19
"459","2015-12-01",3.21
"460","2015-12-02",3.08
"461","2015-12-03",3.03
"462","2015-12-04",2.97
"463","2015-12-07",2.84
"464","2015-12-08",2.78
"465","2015-12-09",2.72
"466","2015-12-10",2.78
"467","2015-12-11",2.64
"468","2015-12-14",2.69
"469","2015-12-15",2.69
"470","2015-12-16",2.83
"471","2015-12-17",2.795
"472","2015-12-18",2.83
"473","2015-12-21",2.79
"474","2015-12-22",2.88
"475","2015-12-23",2.99
"476","2015-12-24",2.98
"477","2015-12-28",2.93
"478","2015-12-29",2.91
"479","2015-12-30",2.92
"480","2015-12-31",3.01
"481","2016-01-04",2.89
"482","2016-01-05",2.82
"483","2016-01-06",2.675
"484","2016-01-07",2.55
"485","2016-01-08",2.48
"486","2016-01-11",2.21
"487","2016-01-12",2.44
"488","2016-01-13",2.29
"489","2016-01-14",2.34
"490","2016-01-15",2.34
"491","2016-01-19",0.52
"492","2016-01-20",0.45
"493","2016-01-21",0.37
"494","2016-01-22",0.39
"495","2016-01-25",0.369
"496","2016-01-26",0.35
"497","2016-01-27",0.363
"498","2016-01-28",0.341
"499","2016-01-29",0.32
"500","2016-02-01",0.325
"501","2016-02-02",0.308
"502","2016-02-03",0.3
"503","2016-02-04",0.3
"504","2016-02-05",0.299
"505","2016-02-08",0.276
"506","2016-02-09",0.261
"507","2016-02-10",0.272
"508","2016-02-11",0.27
"509","2016-02-12",0.273
"510","2016-02-16",0.275
"511","2016-02-17",0.29
"512","2016-02-18",0.315
"513","2016-02-19",0.298
"514","2016-02-22",0.309
"515","2016-02-23",0.31
"516","2016-02-24",0.285
"517","2016-02-25",0.281
"518","2016-02-26",0.285
"519","2016-02-29",0.295
"520","2016-03-01",0.301
"521","2016-03-02",0.319
"522","2016-03-03",0.333
"523","2016-03-04",0.325
"524","2016-03-07",0.356
"525","2016-03-08",0.33
"526","2016-03-09",0.34
"527","2016-03-10",0.313
"528","2016-03-11",0.331
"529","2016-03-14",0.36
"530","2016-03-15",0.49
"531","2016-03-16",0.385
"532","2016-03-17",0.391
"533","2016-03-18",0.392
"534","2016-03-21",0.43
"535","2016-03-22",0.402
"536","2016-03-23",0.391
"537","2016-03-24",0.365
"538","2016-03-28",0.333
"539","2016-03-29",0.311
"540","2016-03-30",0.311
"541","2016-03-31",0.319
"542","2016-04-01",0.33
"543","2016-04-04",0.33
"544","2016-04-05",0.324
"545","2016-04-06",0.34
"546","2016-04-07",0.345
"547","2016-04-08",0.33
"548","2016-04-11",0.319
"549","2016-04-12",0.34
"550","2016-04-13",0.335
"551","2016-04-14",0.569
"552","2016-04-15",0.578
"553","2016-04-18",0.52
"554","2016-04-19",0.71
"555","2016-04-20",0.735
"556","2016-04-21",0.89
"557","2016-04-22",1.5
"558","2016-04-25",1.04
"559","2016-04-26",1.01
"560","2016-04-27",0.96
"561","2016-04-28",0.89
"562","2016-04-29",0.868
"563","2016-05-02",0.78
"564","2016-05-03",1.02
"565","2016-05-04",1.13
"566","2016-05-05",1.03
"567","2016-05-06",0.94
"568","2016-05-09",0.901
"569","2016-05-10",1.05
"570","2016-05-11",1
"571","2016-05-12",0.96
"572","2016-05-13",0.921
"573","2016-05-16",1.29
"574","2016-05-17",1.1
"575","2016-05-18",1.2
"576","2016-05-19",1.13
"577","2016-05-20",1.11
"578","2016-05-23",1.11
"579","2016-05-24",1.133
"580","2016-05-25",1.09
"581","2016-05-26",1.36
"582","2016-05-27",1.32
"583","2016-05-31",1.24
"584","2016-06-01",1.32
"585","2016-06-02",1.78
"586","2016-06-03",2.15
"587","2016-06-06",1.88
"588","2016-06-07",1.9
"589","2016-06-08",1.83
"590","2016-06-09",1.68
"591","2016-06-10",1.87
"592","2016-06-13",2.39
"593","2016-06-14",2.27
"594","2016-06-15",2.23
"595","2016-06-16",2.57
"596","2016-06-17",2.33
"597","2016-06-20",2.22
"598","2016-06-21",2.33
"599","2016-06-22",2.33
"600","2016-06-23",2.29
"601","2016-06-24",2.14
"602","2016-06-27",1.91
"603","2016-06-28",1.94
"604","2016-06-29",1.87
"605","2016-06-30",1.67
"606","2016-07-01",1.88
"607","2016-07-05",2.2
"608","2016-07-06",2.03
"609","2016-07-07",1.96
"610","2016-07-08",2.48
"611","2016-07-11",2.52
"612","2016-07-12",2.52
"613","2016-07-13",2.36
"614","2016-07-14",2.32
"615","2016-07-15",2.31
"616","2016-07-18",2.53
"617","2016-07-19",2.46
"618","2016-07-20",2.66
"619","2016-07-21",2.6
"620","2016-07-22",2.69
"621","2016-07-25",3.08
"622","2016-07-26",3.48
"623","2016-07-27",3.96
"624","2016-07-28",4.37
"625","2016-07-29",3.97
"626","2016-08-01",3.8
"627","2016-08-02",3.67
"628","2016-08-03",3.99
"629","2016-08-04",3.99
"630","2016-08-05",4.08
"631","2016-08-08",4.14
"632","2016-08-09",4.14
"633","2016-08-10",4.03
"634","2016-08-11",4.03
"635","2016-08-12",4.71
"636","2016-08-15",5.35
"637","2016-08-16",5.41
"638","2016-08-17",5.14
"639","2016-08-18",4.99
"640","2016-08-19",4.78
"641","2016-08-22",5.09
"642","2016-08-23",5.19
"643","2016-08-24",4.78
"644","2016-08-25",4.68
"645","2016-08-26",4.72
"646","2016-08-29",4.74
"647","2016-08-30",4.73
"648","2016-08-31",4.88
"649","2016-09-01",4.89
"650","2016-09-02",4.84
"651","2016-09-06",4.59
"652","2016-09-07",4.5
"653","2016-09-08",4.47
"654","2016-09-09",4.31
"655","2016-09-12",4.37
"656","2016-09-13",4.21
"657","2016-09-14",4.15
"658","2016-09-15",3.87
"659","2016-09-16",3.7
"660","2016-09-19",3.25
"661","2016-09-20",3.37
"662","2016-09-21",3.5
"663","2016-09-22",3.14
"664","2016-09-23",3.1
"665","2016-09-26",2.87
"666","2016-09-27",3.03
"667","2016-09-28",2.98
"668","2016-09-29",2.87
"669","2016-09-30",2.8
"670","2016-10-03",2.7
"671","2016-10-04",2.46
"672","2016-10-05",2.56
"673","2016-10-06",2.46
"674","2016-10-07",2.16
"675","2016-10-10",2.39
"676","2016-10-11",2.32
"677","2016-10-12",2.23
"678","2016-10-13",2.2
"679","2016-10-14",2.15
"680","2016-10-17",2.04
"681","2016-10-18",2.44
"682","2016-10-19",2.23
"683","2016-10-20",2.36
"684","2016-10-21",2.31
"685","2016-10-24",2.28
"686","2016-10-25",2.19
"687","2016-10-26",2.15
"688","2016-10-27",2.03
"689","2016-10-28",2.06
"690","2016-10-31",1.76
"691","2016-11-01",1.74
"692","2016-11-02",1.6
"693","2016-11-03",1.41
"694","2016-11-04",1.68
"695","2016-11-07",1.72
"696","2016-11-08",1.66
"697","2016-11-09",2.2
"698","2016-11-10",2.78
"699","2016-11-11",2.62
"700","2016-11-14",2.92
"701","2016-11-15",2.51
"702","2016-11-16",2.5
"703","2016-11-17",2.48
"704","2016-11-18",2.5
"705","2016-11-21",2.5
"706","2016-11-22",2.32
"707","2016-11-23",2.33
"708","2016-11-25",2.48
"709","2016-11-28",2.41
"710","2016-11-29",2.33
"711","2016-11-30",2.24
"712","2016-12-01",2.1
"713","2016-12-02",2.39
"714","2016-12-05",2.49
"715","2016-12-06",2.49
"716","2016-12-07",2.41
"717","2016-12-08",2.29
"718","2016-12-09",2.22
"719","2016-12-12",2.11
"720","2016-12-13",2.02
"721","2016-12-14",1.99
"722","2016-12-15",2.03
"723","2016-12-16",2.06
"724","2016-12-19",2.03
"725","2016-12-20",2.08
"726","2016-12-21",2
"727","2016-12-22",1.85
"728","2016-12-23",1.97
"729","2016-12-27",2.04
"730","2016-12-28",1.96
"731","2016-12-29",1.91
"732","2016-12-30",1.91
"733","2017-01-03",1.99
"734","2017-01-04",2.31
"735","2017-01-05",2.16
"736","2017-01-06",2.3
"737","2017-01-09",2.35
"738","2017-01-10",2.3
"739","2017-01-11",2.17
"740","2017-01-12",2.23
"741","2017-01-13",2.21
"742","2017-01-17",2.11
"743","2017-01-18",2.13
"744","2017-01-19",2.05
"745","2017-01-20",2.04
"746","2017-01-23",2
"747","2017-01-24",2.02
"748","2017-01-25",2.14
"749","2017-01-26",2.07
"750","2017-01-27",2.18
"751","2017-01-30",2.09
"752","2017-01-31",2.14
"753","2017-02-01",2.15
"754","2017-02-02",2.17
"755","2017-02-03",2.27
"756","2017-02-06",2.34
"757","2017-02-07",2.24
"758","2017-02-08",2.2
"759","2017-02-09",2.16
"760","2017-02-10",2.16
"761","2017-02-13",2.1
"762","2017-02-14",2.08
"763","2017-02-15",2.07
"764","2017-02-16",2.04
"765","2017-02-17",2.08
"766","2017-02-21",2.04
"767","2017-02-22",2.02
"768","2017-02-23",2.04
"769","2017-02-24",1.95
"770","2017-02-27",2.02
"771","2017-02-28",2
"772","2017-03-01",1.96
"773","2017-03-02",1.9
"774","2017-03-03",1.84
"775","2017-03-06",1.91
"776","2017-03-07",1.92
"777","2017-03-08",1.94
"778","2017-03-09",2.03
"779","2017-03-10",2.03
"780","2017-03-13",2.04
"781","2017-03-14",2.01
"782","2017-03-15",2
"783","2017-03-16",1.95
"784","2017-03-17",1.87
"785","2017-03-20",1.94
"786","2017-03-21",1.91
"787","2017-03-22",1.9
"788","2017-03-23",1.9
"789","2017-03-24",2.01
"790","2017-03-27",2.16
"791","2017-03-28",2.25
"792","2017-03-29",2.14
"793","2017-03-30",2.23
"794","2017-03-31",2.2
"795","2017-04-03",2.28
"796","2017-04-04",2.17
"797","2017-04-05",2
"798","2017-04-06",1.94
"799","2017-04-07",1.98
"800","2017-04-10",1.99
"801","2017-04-11",1.99
"802","2017-04-12",1.97
"803","2017-04-13",1.92
"804","2017-04-17",1.88
"805","2017-04-18",1.86
"806","2017-04-19",1.87
"807","2017-04-20",1.92
"808","2017-04-21",1.91
"809","2017-04-24",1.94
"810","2017-04-25",1.92
"811","2017-04-26",1.92
"812","2017-04-27",1.92
"813","2017-04-28",1.9
"814","2017-05-01",1.9
"815","2017-05-02",1.85
"816","2017-05-03",1.85
"817","2017-05-04",1.83
"818","2017-05-05",1.8
"819","2017-05-08",1.73
"820","2017-05-09",1.8
"821","2017-05-10",1.78
"822","2017-05-11",1.7
"823","2017-05-12",1.7
"824","2017-05-15",1.7
"825","2017-05-16",1.64
"826","2017-05-17",1.52
"827","2017-05-18",1.46
"828","2017-05-19",1.48
"829","2017-05-22",1.35
"830","2017-05-23",1.36
"831","2017-05-24",1.33
"832","2017-05-25",1.48
"833","2017-05-26",1.45
"834","2017-05-30",1.39
"835","2017-05-31",1.37
"836","2017-06-01",1.45
"837","2017-06-02",1.46
"838","2017-06-05",1.44
"839","2017-06-06",1.46
"840","2017-06-07",1.45
"841","2017-06-08",1.46
"842","2017-06-09",1.42
"843","2017-06-12",1.42
"844","2017-06-13",1.45
"845","2017-06-14",1.43
"846","2017-06-15",1.38
"847","2017-06-16",1.4
"848","2017-06-19",1.39
"849","2017-06-20",1.41
"850","2017-06-21",1.46
"851","2017-06-22",1.47
"852","2017-06-23",1.52
"853","2017-06-26",1.51
"854","2017-06-27",1.49
"855","2017-06-28",1.69
"856","2017-06-29",1.571
"857","2017-06-30",1.57
"858","2017-07-03",1.57
"859","2017-07-05",1.55
"860","2017-07-06",1.55
"861","2017-07-07",1.53
"862","2017-07-10",1.57
"863","2017-07-11",1.53
"864","2017-07-12",1.55
"865","2017-07-13",1.53
"866","2017-07-14",1.53
"867","2017-07-17",1.61
"868","2017-07-18",1.55
"869","2017-07-19",1.56
"870","2017-07-20",1.54
"871","2017-07-21",1.51
"872","2017-07-24",1.57
"873","2017-07-25",1.55
"874","2017-07-26",1.575
"875","2017-07-27",1.53
"876","2017-07-28",1.53
"877","2017-07-31",1.469
"878","2017-08-01",1.42
"879","2017-08-02",1.41
"880","2017-08-03",1.45
"881","2017-08-04",1.44
"882","2017-08-07",1.42
"883","2017-08-08",1.41
"884","2017-08-09",1.36
"885","2017-08-10",1.34
"886","2017-08-11",1.45
"887","2017-08-14",1.32
"888","2017-08-15",1.27
"889","2017-08-16",1.23
"890","2017-08-17",1.12
"891","2017-08-18",1.11
"892","2017-08-21",1
"893","2017-08-22",0.97
"894","2017-08-23",0.988
"895","2017-08-24",1.04
"896","2017-08-25",1.07
"897","2017-08-28",1.1
"898","2017-08-29",1.09
"899","2017-08-30",1.11
"900","2017-08-31",1.08
"901","2017-09-01",1.11
"902","2017-09-05",1.12
"903","2017-09-06",1.11
"904","2017-09-07",1.187
"905","2017-09-08",1.65
"906","2017-09-11",1.56
"907","2017-09-12",1.44
"908","2017-09-13",1.38
"909","2017-09-14",1.39
"910","2017-09-15",1.35
"911","2017-09-18",1.45
"912","2017-09-19",1.61
"913","2017-09-20",1.62
"914","2017-09-21",1.62
"915","2017-09-22",1.6
"916","2017-09-25",1.6
"917","2017-09-26",1.542
"918","2017-09-27",1.49
"919","2017-09-28",1.55
"920","2017-09-29",1.58
"921","2017-10-02",1.514
"922","2017-10-03",1.52
"923","2017-10-04",1.59
"924","2017-10-05",1.51
"925","2017-10-06",1.52
"926","2017-10-09",1.47
"927","2017-10-10",1.46
"928","2017-10-11",1.41
"929","2017-10-12",1.29
"930","2017-10-13",1.3
"931","2017-10-16",1.35
"932","2017-10-17",1.32
"933","2017-10-18",1.32
"934","2017-10-19",1.29
"935","2017-10-20",1.3
"936","2017-10-23",1.22
"937","2017-10-24",1.26
"938","2017-10-25",1.19
"939","2017-10-26",1.08
"940","2017-10-27",1.08
"941","2017-10-30",1.011
"942","2017-10-31",0.95
"943","2017-11-01",0.74
"944","2017-11-02",0.72
"945","2017-11-03",0.76
"946","2017-11-06",0.722
"947","2017-11-07",0.675
"948","2017-11-08",0.7
"949","2017-11-09",0.693
"950","2017-11-10",0.677
"951","2017-11-13",0.68
"952","2017-11-14",0.686
"953","2017-11-15",0.675
"954","2017-11-16",0.672
"955","2017-11-17",0.745
"956","2017-11-20",0.69
"957","2017-11-21",0.666
"958","2017-11-22",0.645
"959","2017-11-24",0.69
"960","2017-11-27",0.685
"961","2017-11-28",0.675
"962","2017-11-29",0.655
"963","2017-11-30",0.66
"964","2017-12-01",0.661
"965","2017-12-04",0.651
"966","2017-12-05",0.7
"967","2017-12-06",0.647
"968","2017-12-07",0.679
"969","2017-12-08",0.69
"970","2017-12-11",0.685
"971","2017-12-12",0.651
"972","2017-12-13",0.65
"973","2017-12-14",0.656
"974","2017-12-15",0.677
"975","2017-12-18",0.685
"976","2017-12-19",0.83
"977","2017-12-20",0.97
"978","2017-12-21",0.9
"979","2017-12-22",0.94
"980","2017-12-26",0.911
"981","2017-12-27",0.892
"982","2017-12-28",0.842
"983","2017-12-29",0.811
"984","2018-01-02",0.83
"985","2018-01-03",0.91
"986","2018-01-04",0.861
"987","2018-01-05",0.876
"988","2018-01-08",0.87
"989","2018-01-09",0.86
"990","2018-01-10",0.845
"991","2018-01-11",0.871
"992","2018-01-12",0.854
"993","2018-01-16",0.81
"994","2018-01-17",0.8
"995","2018-01-18",0.81
"996","2018-01-19",0.82
"997","2018-01-22",0.88
"998","2018-01-23",0.933
"999","2018-01-24",0.935
"1000","2018-01-25",0.921
