"","date","MMYT"
"1","2010-08-12",26.450001
"2","2010-08-13",25.120001
"3","2010-08-16",24.67
"4","2010-08-17",31.950001
"5","2010-08-18",32.790001
"6","2010-08-19",30.469999
"7","2010-08-20",28.049999
"8","2010-08-23",30.1
"9","2010-08-24",32.299999
"10","2010-08-25",31.299999
"11","2010-08-26",33.630001
"12","2010-08-27",34.810001
"13","2010-08-30",33.400002
"14","2010-08-31",34
"15","2010-09-01",33.139999
"16","2010-09-02",32.66
"17","2010-09-03",32.900002
"18","2010-09-07",32.040001
"19","2010-09-08",33.650002
"20","2010-09-09",36.68
"21","2010-09-10",36.68
"22","2010-09-13",39.68
"23","2010-09-14",37.700001
"24","2010-09-15",38.389999
"25","2010-09-16",40.470001
"26","2010-09-17",38.619999
"27","2010-09-20",37.77
"28","2010-09-21",34.07
"29","2010-09-22",33.290001
"30","2010-09-23",38
"31","2010-09-24",39.049999
"32","2010-09-27",40.25
"33","2010-09-28",39.619999
"34","2010-09-29",39.709999
"35","2010-09-30",38.779999
"36","2010-10-01",38.599998
"37","2010-10-04",38.299999
"38","2010-10-05",37.330002
"39","2010-10-06",35.459999
"40","2010-10-07",34.509998
"41","2010-10-08",35.16
"42","2010-10-11",37.439999
"43","2010-10-12",37.110001
"44","2010-10-13",37.610001
"45","2010-10-14",36.860001
"46","2010-10-15",37.610001
"47","2010-10-18",37.169998
"48","2010-10-19",35.900002
"49","2010-10-20",37.16
"50","2010-10-21",37.759998
"51","2010-10-22",38.869999
"52","2010-10-25",37.25
"53","2010-10-26",38.279999
"54","2010-10-27",37.880001
"55","2010-10-28",36.880001
"56","2010-10-29",36.169998
"57","2010-11-01",35.889999
"58","2010-11-02",33.59
"59","2010-11-03",33.959999
"60","2010-11-04",33.369999
"61","2010-11-05",32.09
"62","2010-11-08",32
"63","2010-11-09",33.299999
"64","2010-11-10",34.419998
"65","2010-11-11",38.759998
"66","2010-11-12",38.150002
"67","2010-11-15",28.02
"68","2010-11-16",27.940001
"69","2010-11-17",27.51
"70","2010-11-18",27.33
"71","2010-11-19",27.059999
"72","2010-11-22",29.92
"73","2010-11-23",28.68
"74","2010-11-24",28.959999
"75","2010-11-26",28.99
"76","2010-11-29",28.540001
"77","2010-11-30",28.51
"78","2010-12-01",28.43
"79","2010-12-02",28.360001
"80","2010-12-03",27.99
"81","2010-12-06",27.370001
"82","2010-12-07",26.620001
"83","2010-12-08",25.77
"84","2010-12-09",24.219999
"85","2010-12-10",24.950001
"86","2010-12-13",25.389999
"87","2010-12-14",25.98
"88","2010-12-15",26.540001
"89","2010-12-16",26.940001
"90","2010-12-17",28.950001
"91","2010-12-20",28.68
"92","2010-12-21",27.959999
"93","2010-12-22",27.950001
"94","2010-12-23",27.9
"95","2010-12-27",27.52
"96","2010-12-28",28.07
"97","2010-12-29",27.85
"98","2010-12-30",27.85
"99","2010-12-31",27.030001
"100","2011-01-03",27.16
"101","2011-01-04",27.540001
"102","2011-01-05",30.76
"103","2011-01-06",31.190001
"104","2011-01-07",30.83
"105","2011-01-10",30.450001
"106","2011-01-11",30.02
"107","2011-01-12",30.18
"108","2011-01-13",30.02
"109","2011-01-14",30.65
"110","2011-01-18",28.98
"111","2011-01-19",29.879999
"112","2011-01-20",29.25
"113","2011-01-21",29.98
"114","2011-01-24",29.610001
"115","2011-01-25",28.5
"116","2011-01-26",28.85
"117","2011-01-27",28.629999
"118","2011-01-28",28.73
"119","2011-01-31",28.75
"120","2011-02-01",28.48
"121","2011-02-02",27
"122","2011-02-03",26.34
"123","2011-02-04",26.17
"124","2011-02-07",26.15
"125","2011-02-08",25.99
"126","2011-02-09",26.799999
"127","2011-02-10",29.700001
"128","2011-02-11",29.01
"129","2011-02-14",29.58
"130","2011-02-15",29.219999
"131","2011-02-16",28.629999
"132","2011-02-17",28.23
"133","2011-02-18",27.549999
"134","2011-02-22",25.59
"135","2011-02-23",24.77
"136","2011-02-24",25.75
"137","2011-02-25",26.33
"138","2011-02-28",26.450001
"139","2011-03-01",26.870001
"140","2011-03-02",27.27
"141","2011-03-03",26.559999
"142","2011-03-04",26.940001
"143","2011-03-07",26.280001
"144","2011-03-08",26.030001
"145","2011-03-09",26.129999
"146","2011-03-10",25.549999
"147","2011-03-11",26.57
"148","2011-03-14",25.809999
"149","2011-03-15",25.450001
"150","2011-03-16",24.809999
"151","2011-03-17",25.209999
"152","2011-03-18",25.84
"153","2011-03-21",25.93
"154","2011-03-22",26.51
"155","2011-03-23",26.110001
"156","2011-03-24",26.209999
"157","2011-03-25",26.76
"158","2011-03-28",26.91
"159","2011-03-29",27.809999
"160","2011-03-30",29.24
"161","2011-03-31",29.309999
"162","2011-04-01",30.99
"163","2011-04-04",30.25
"164","2011-04-05",30.360001
"165","2011-04-06",31.360001
"166","2011-04-07",31.15
"167","2011-04-08",30.73
"168","2011-04-11",29.82
"169","2011-04-12",28.99
"170","2011-04-13",29.74
"171","2011-04-14",32.5
"172","2011-04-15",31.32
"173","2011-04-18",30.02
"174","2011-04-19",32.810001
"175","2011-04-20",32.330002
"176","2011-04-21",32.23
"177","2011-04-25",32.459999
"178","2011-04-26",31.959999
"179","2011-04-27",32.5
"180","2011-04-28",32.73
"181","2011-04-29",31.530001
"182","2011-05-02",30.280001
"183","2011-05-03",29.26
"184","2011-05-04",29.43
"185","2011-05-05",28.65
"186","2011-05-06",29.709999
"187","2011-05-09",29.67
"188","2011-05-10",30.799999
"189","2011-05-11",30.1
"190","2011-05-12",27.59
"191","2011-05-13",25.98
"192","2011-05-16",25.1
"193","2011-05-17",25.65
"194","2011-05-18",26.51
"195","2011-05-19",26.620001
"196","2011-05-20",27.120001
"197","2011-05-23",25.049999
"198","2011-05-24",24.91
"199","2011-05-25",24.76
"200","2011-05-26",24.440001
"201","2011-05-27",23.07
"202","2011-05-31",23.139999
"203","2011-06-01",22.969999
"204","2011-06-02",23.459999
"205","2011-06-03",23.08
"206","2011-06-06",23.52
"207","2011-06-07",22.85
"208","2011-06-08",22.25
"209","2011-06-09",22.459999
"210","2011-06-10",22.139999
"211","2011-06-13",21.92
"212","2011-06-14",22.459999
"213","2011-06-15",22.35
"214","2011-06-16",22.42
"215","2011-06-17",22.52
"216","2011-06-20",22.219999
"217","2011-06-21",23.360001
"218","2011-06-22",23.24
"219","2011-06-23",23.5
"220","2011-06-24",23.639999
"221","2011-06-27",23.42
"222","2011-06-28",24.24
"223","2011-06-29",24.5
"224","2011-06-30",24.5
"225","2011-07-01",25.01
"226","2011-07-05",25.129999
"227","2011-07-06",25.530001
"228","2011-07-07",25.469999
"229","2011-07-08",25.15
"230","2011-07-11",24.129999
"231","2011-07-12",24.040001
"232","2011-07-13",24.049999
"233","2011-07-14",23.959999
"234","2011-07-15",23.799999
"235","2011-07-18",22.67
"236","2011-07-19",22.57
"237","2011-07-20",22.190001
"238","2011-07-21",23.26
"239","2011-07-22",22.68
"240","2011-07-25",22.530001
"241","2011-07-26",22.59
"242","2011-07-27",23.110001
"243","2011-07-28",22.690001
"244","2011-07-29",22.219999
"245","2011-08-01",21.790001
"246","2011-08-02",20.85
"247","2011-08-03",20.780001
"248","2011-08-04",19.9
"249","2011-08-05",18.52
"250","2011-08-08",17.120001
"251","2011-08-09",17.75
"252","2011-08-10",17.459999
"253","2011-08-11",19.139999
"254","2011-08-12",19.9
"255","2011-08-15",20.280001
"256","2011-08-16",19.99
"257","2011-08-17",20.09
"258","2011-08-18",19.040001
"259","2011-08-19",18.709999
"260","2011-08-22",18.73
"261","2011-08-23",19.17
"262","2011-08-24",19.32
"263","2011-08-25",18.75
"264","2011-08-26",18.83
"265","2011-08-29",19.15
"266","2011-08-30",19.49
"267","2011-08-31",19
"268","2011-09-01",19.290001
"269","2011-09-02",19.33
"270","2011-09-06",19.620001
"271","2011-09-07",20.18
"272","2011-09-08",20.450001
"273","2011-09-09",20.75
"274","2011-09-12",20.940001
"275","2011-09-13",20.74
"276","2011-09-14",21.959999
"277","2011-09-15",23.77
"278","2011-09-16",23.030001
"279","2011-09-19",24.17
"280","2011-09-20",23.4
"281","2011-09-21",23.9
"282","2011-09-22",22.18
"283","2011-09-23",21.620001
"284","2011-09-26",22.780001
"285","2011-09-27",22.33
"286","2011-09-28",22.76
"287","2011-09-29",23.18
"288","2011-09-30",22.08
"289","2011-10-03",22.280001
"290","2011-10-04",23
"291","2011-10-05",24.040001
"292","2011-10-06",24.379999
"293","2011-10-07",24.719999
"294","2011-10-10",26.9
"295","2011-10-11",27
"296","2011-10-12",26.6
"297","2011-10-13",27.549999
"298","2011-10-14",28.059999
"299","2011-10-17",27.27
"300","2011-10-18",27.200001
"301","2011-10-19",27.549999
"302","2011-10-20",28
"303","2011-10-21",27.67
"304","2011-10-24",28.49
"305","2011-10-25",28.23
"306","2011-10-26",28.82
"307","2011-10-27",30.139999
"308","2011-10-28",30.49
"309","2011-10-31",30.01
"310","2011-11-01",29.98
"311","2011-11-02",30.200001
"312","2011-11-03",30.66
"313","2011-11-04",30.58
"314","2011-11-07",31
"315","2011-11-08",33.25
"316","2011-11-09",30.950001
"317","2011-11-10",29.950001
"318","2011-11-11",27.809999
"319","2011-11-14",27.120001
"320","2011-11-15",26.790001
"321","2011-11-16",26.469999
"322","2011-11-17",26.33
"323","2011-11-18",26.389999
"324","2011-11-21",26.030001
"325","2011-11-22",26.15
"326","2011-11-23",25.84
"327","2011-11-25",25.32
"328","2011-11-28",25.77
"329","2011-11-29",25.73
"330","2011-11-30",25.34
"331","2011-12-01",23.719999
"332","2011-12-02",23.530001
"333","2011-12-05",24.049999
"334","2011-12-06",23.83
"335","2011-12-07",23.85
"336","2011-12-08",23.75
"337","2011-12-09",24.18
"338","2011-12-12",24.059999
"339","2011-12-13",23.969999
"340","2011-12-14",24.17
"341","2011-12-15",24.01
"342","2011-12-16",23.860001
"343","2011-12-19",24.040001
"344","2011-12-20",24.799999
"345","2011-12-21",24.32
"346","2011-12-22",24.610001
"347","2011-12-23",24.17
"348","2011-12-27",23.959999
"349","2011-12-28",23.790001
"350","2011-12-29",23.549999
"351","2011-12-30",24.040001
"352","2012-01-03",24.33
"353","2012-01-04",23.99
"354","2012-01-05",23.75
"355","2012-01-06",21.83
"356","2012-01-09",21.92
"357","2012-01-10",22.42
"358","2012-01-11",22.58
"359","2012-01-12",22.360001
"360","2012-01-13",22.58
"361","2012-01-17",22.08
"362","2012-01-18",22.639999
"363","2012-01-19",23.440001
"364","2012-01-20",23.540001
"365","2012-01-23",23.65
"366","2012-01-24",23.59
"367","2012-01-25",23.35
"368","2012-01-26",23.540001
"369","2012-01-27",23.35
"370","2012-01-30",23.290001
"371","2012-01-31",23.530001
"372","2012-02-01",24.110001
"373","2012-02-02",24.1
"374","2012-02-03",24.25
"375","2012-02-06",23.16
"376","2012-02-07",22.99
"377","2012-02-08",23.629999
"378","2012-02-09",23.25
"379","2012-02-10",23.459999
"380","2012-02-13",23.219999
"381","2012-02-14",22.870001
"382","2012-02-15",22.549999
"383","2012-02-16",22.549999
"384","2012-02-17",22.5
"385","2012-02-21",21.440001
"386","2012-02-22",20.92
"387","2012-02-23",20.48
"388","2012-02-24",20.77
