"","date","CNFR"
"95","2015-12-28",9.02
"96","2015-12-29",9.22
"97","2015-12-30",9.14
"98","2015-12-31",9.27
"99","2016-01-04",9.22
"100","2016-01-05",9.16
"101","2016-01-06",9.08
"102","2016-01-07",8.76
"103","2016-01-08",8.6
"104","2016-01-11",8.43
"105","2016-01-12",8.25
"106","2016-01-13",8.25
"107","2016-01-14",8.26
"108","2016-01-15",8.17
"109","2016-01-19",7.56
"110","2016-01-20",7.5
"111","2016-01-21",7.74
"112","2016-01-22",8.23
"113","2016-01-25",8.11
"114","2016-01-26",7.82
"115","2016-01-27",7.78
"116","2016-01-28",7.72
"117","2016-01-29",7.71
"118","2016-02-01",7.78
"119","2016-02-02",8
"120","2016-02-03",8.08
"121","2016-02-04",7.74
"122","2016-02-05",7.8
"123","2016-02-08",7.53
"124","2016-02-09",7.84
"125","2016-02-10",7.84
"126","2016-02-11",6.57
"127","2016-02-12",6.54
"128","2016-02-16",6.37
"129","2016-02-17",6.4
"130","2016-02-18",6.47
"131","2016-02-19",6.43
"132","2016-02-22",6.35
"133","2016-02-23",6.07
"134","2016-02-24",6.22
"135","2016-02-25",6.28
"136","2016-02-26",6.04
"137","2016-02-29",6.25
"138","2016-03-01",6.53
"139","2016-03-02",6.955
"140","2016-03-03",6.82
"141","2016-03-04",6.92
"142","2016-03-07",6.57
"143","2016-03-08",6.51
"144","2016-03-09",6.36
"145","2016-03-10",6.3
"146","2016-03-11",6.31
"147","2016-03-14",6.84
"148","2016-03-15",6.74
"149","2016-03-16",6.94
"150","2016-03-17",6.91
"151","2016-03-18",6.95
"152","2016-03-21",6.69
"153","2016-03-22",6.56
"154","2016-03-23",6.84
"155","2016-03-24",7.18
"156","2016-03-28",7.04
"157","2016-03-29",6.57
"158","2016-03-30",6.83
"159","2016-03-31",6.53
"160","2016-04-01",6.57
"161","2016-04-04",6.78
"162","2016-04-05",6.72
"163","2016-04-06",6.7
"164","2016-04-07",6.8
"165","2016-04-08",6.67
"166","2016-04-11",6.79
"167","2016-04-12",6.63
"168","2016-04-13",6.79
"169","2016-04-14",6.96
"170","2016-04-15",6.63
"171","2016-04-18",6.71
"172","2016-04-19",6.61
"173","2016-04-20",6.84
"174","2016-04-21",6.62
"175","2016-04-22",6.51
"176","2016-04-25",6.6
"177","2016-04-26",6.7
"178","2016-04-27",7
"179","2016-04-28",6.81
"180","2016-04-29",6.78
"181","2016-05-02",6.51
"182","2016-05-03",6.51
"183","2016-05-04",6.85
"184","2016-05-05",6.92
"185","2016-05-06",6.52
"186","2016-05-09",6.67
"187","2016-05-10",6.585
"188","2016-05-11",6.8
"189","2016-05-12",6.51
"190","2016-05-13",6.6
"191","2016-05-16",6.55
"192","2016-05-17",6.27
"193","2016-05-18",6.55
"194","2016-05-19",6.41
"195","2016-05-20",6.55
"196","2016-05-23",6.62
"197","2016-05-24",6.76
"198","2016-05-25",6.56
"199","2016-05-26",6.64
"200","2016-05-27",6.43
"201","2016-05-31",6.66
"202","2016-06-01",6.64
"203","2016-06-02",6.43
"204","2016-06-03",6.39
"205","2016-06-06",6.33
"206","2016-06-07",6.28
"207","2016-06-08",6.33
"208","2016-06-09",6.52
"209","2016-06-10",6.56
"210","2016-06-13",6.66
"211","2016-06-14",6.78
"212","2016-06-15",6.48
"213","2016-06-16",6.43
"214","2016-06-17",6.5
"215","2016-06-20",6.5
"216","2016-06-21",6.54
"217","2016-06-22",6.54
"218","2016-06-23",6.5
"219","2016-06-24",6.5
"220","2016-06-27",6.63
"221","2016-06-28",6.66
"222","2016-06-29",6.76
"223","2016-06-30",6.94
"224","2016-07-01",7.65
"225","2016-07-05",7.66
"226","2016-07-06",7.83
"227","2016-07-07",7.55
"228","2016-07-08",7.28
"229","2016-07-11",7.66
"230","2016-07-12",7.49
"231","2016-07-13",7.23
"232","2016-07-14",7.23
"233","2016-07-15",7.15
"234","2016-07-18",7.24
"235","2016-07-19",7.51
"236","2016-07-20",7.27
"237","2016-07-21",7.29
"238","2016-07-22",7.26
"239","2016-07-25",7.46
"240","2016-07-26",7.5
"241","2016-07-27",7.56
"242","2016-07-28",7.6
"243","2016-07-29",8.24
"244","2016-08-01",8.22
"245","2016-08-02",8.14
"246","2016-08-03",8.01
"247","2016-08-04",7.49
"248","2016-08-05",7.65
"249","2016-08-08",7.5
"250","2016-08-09",7.77
"251","2016-08-10",7.95
"252","2016-08-11",8
"253","2016-08-12",7.57
"254","2016-08-15",7.65
"255","2016-08-16",7.93
"256","2016-08-17",8.09
"257","2016-08-18",7.87
"258","2016-08-19",7.93
"259","2016-08-22",7.9
"260","2016-08-23",7.9
"261","2016-08-24",7.8
"262","2016-08-25",7.46
"263","2016-08-26",7.502
"264","2016-08-29",7.2
"265","2016-08-30",7.3
"266","2016-08-31",7.58
"267","2016-09-01",7.47
"268","2016-09-02",7.9
"269","2016-09-06",7.97
"270","2016-09-07",8.08
"271","2016-09-08",7.86
"272","2016-09-09",7.62
"273","2016-09-12",8.4
"274","2016-09-13",8.51
"275","2016-09-14",8.59
"276","2016-09-15",8.17
"277","2016-09-16",8.29
"278","2016-09-19",8.08
"279","2016-09-20",7.84
"280","2016-09-21",8.005
"281","2016-09-22",7.96
"282","2016-09-23",7.87
"283","2016-09-26",8.05
"284","2016-09-27",8.09
"285","2016-09-28",8
"286","2016-09-29",7.8
"287","2016-09-30",8.33
"288","2016-10-03",8.55
"289","2016-10-04",8.455
"290","2016-10-05",8.42
"291","2016-10-06",8.07
"292","2016-10-07",8.07
"293","2016-10-10",8.26
"294","2016-10-11",8.24
"295","2016-10-12",8.24
"296","2016-10-13",8.25
"297","2016-10-14",8.4
"298","2016-10-17",8.4
"299","2016-10-18",8.39
"300","2016-10-19",8.3
"301","2016-10-20",7.904
"302","2016-10-21",8.24
"303","2016-10-24",7.98
"304","2016-10-25",7.8
"305","2016-10-26",7.919
"306","2016-10-27",7.73
"307","2016-10-28",7.54
"308","2016-10-31",7.7
"309","2016-11-01",7.64
"310","2016-11-02",7.7
"311","2016-11-03",7.6
"312","2016-11-04",7.9
"313","2016-11-07",7.85
"314","2016-11-08",7.95
"315","2016-11-09",8.1
"316","2016-11-10",8.1
"317","2016-11-11",7.55
"318","2016-11-14",7.9
"319","2016-11-15",7.9
"320","2016-11-16",7.55
"321","2016-11-17",7.7
"322","2016-11-18",7.475
"323","2016-11-21",7.3
"324","2016-11-22",7.35
"325","2016-11-23",7.3
"326","2016-11-25",7.15
"327","2016-11-28",7.15
"328","2016-11-29",7.15
"329","2016-11-30",7.3
"330","2016-12-01",7.15
"331","2016-12-02",7.15
"332","2016-12-05",7.35
"333","2016-12-06",7.35
"334","2016-12-07",7.45
"335","2016-12-08",7.35
"336","2016-12-09",7.15
"337","2016-12-12",7.05
"338","2016-12-13",6.85
"339","2016-12-14",7.15
"340","2016-12-15",6.65
"341","2016-12-16",7.1
"342","2016-12-19",7.2
"343","2016-12-20",7.325
"344","2016-12-21",7.2
"345","2016-12-22",7.1
"346","2016-12-23",6.905
"347","2016-12-27",7.35
"348","2016-12-28",7.325
"349","2016-12-29",7.4
"350","2016-12-30",8.15
"351","2017-01-03",7.75
"352","2017-01-04",7.45
"353","2017-01-05",7.05
"354","2017-01-06",7.1
"355","2017-01-09",7.15
"356","2017-01-10",7
"357","2017-01-11",7
"358","2017-01-12",7
"359","2017-01-13",7
"360","2017-01-17",7.2
"361","2017-01-18",6.95
"362","2017-01-19",6.95
"363","2017-01-20",7.05
"364","2017-01-23",7.15
"365","2017-01-24",7
"366","2017-01-25",6.9
"367","2017-01-26",6.95
"368","2017-01-27",6.95
"369","2017-01-30",7
"370","2017-01-31",7.55
"371","2017-02-01",7.2
"372","2017-02-02",7.2
"373","2017-02-03",7
"374","2017-02-06",7.15
"375","2017-02-07",7.3
"376","2017-02-08",7.15
"377","2017-02-09",7.25
"378","2017-02-10",7.2
"379","2017-02-13",7.05
"380","2017-02-14",7
"381","2017-02-15",7.3
"382","2017-02-16",7.35
"383","2017-02-17",7.35
"384","2017-02-21",7.35
"385","2017-02-22",7.25
"386","2017-02-23",7.3
"387","2017-02-24",7.25
"388","2017-02-27",7.25
"389","2017-02-28",7.05
"390","2017-03-01",7.05
"391","2017-03-02",6.9
"392","2017-03-03",6.7
"393","2017-03-06",6.55
"394","2017-03-07",6.8
"395","2017-03-08",7
"396","2017-03-09",7.05
"397","2017-03-10",6.8
"398","2017-03-13",6.95
"399","2017-03-14",7
"400","2017-03-15",7
"401","2017-03-16",7.5
"402","2017-03-17",7.35
"403","2017-03-20",7.3
"404","2017-03-21",7.25
"405","2017-03-22",7.3
"406","2017-03-23",7.35
"407","2017-03-24",7.25
"408","2017-03-27",7.25
"409","2017-03-28",7.2
"410","2017-03-29",7.35
"411","2017-03-30",7.35
"412","2017-03-31",7.3
"413","2017-04-03",7.1
"414","2017-04-04",7.3
"415","2017-04-05",7.25
"416","2017-04-06",7.6
"417","2017-04-07",7.4
"418","2017-04-10",7.9
"419","2017-04-11",8
"420","2017-04-12",8
"421","2017-04-13",8.05
"422","2017-04-17",8.05
"423","2017-04-18",7.9
"424","2017-04-19",7.9
"425","2017-04-20",7.85
"426","2017-04-21",7.8
"427","2017-04-24",7.9
"428","2017-04-25",7.9
"429","2017-04-26",7.9
"430","2017-04-27",7.9
"431","2017-04-28",7.9
"432","2017-05-01",7.95
"433","2017-05-02",7.95
"434","2017-05-03",7.75
"435","2017-05-04",7.75
"436","2017-05-05",7.85
"437","2017-05-08",7.9
"438","2017-05-09",7.9
"439","2017-05-10",7.9
"440","2017-05-11",7.85
"441","2017-05-12",7.85
"442","2017-05-15",8
"443","2017-05-16",7.95
"444","2017-05-17",7.8
"445","2017-05-18",7.9
"446","2017-05-19",7.68
"447","2017-05-22",7.3
"448","2017-05-23",7.15
"449","2017-05-24",6.95
"450","2017-05-25",7.2
"451","2017-05-26",7.2
"452","2017-05-30",7.15
"453","2017-05-31",7.15
"454","2017-06-01",7.2
"455","2017-06-02",6.85
"456","2017-06-05",6.9
"457","2017-06-06",6.95
"458","2017-06-07",6.95
"459","2017-06-08",6.9
"460","2017-06-09",6.875
"461","2017-06-12",6.9
"462","2017-06-13",6.9
"463","2017-06-14",6.8
"464","2017-06-15",6.8
"465","2017-06-16",6.75
"466","2017-06-19",6.854
"467","2017-06-20",6.854
"468","2017-06-21",7
"469","2017-06-22",6.8
"470","2017-06-23",6.95
"471","2017-06-26",6.9
"472","2017-06-27",7.2
"473","2017-06-28",7.21
"474","2017-06-29",6.95
"475","2017-06-30",6.9
"476","2017-07-03",6.95
"477","2017-07-05",7.3
"478","2017-07-06",7.1
"479","2017-07-07",7.05
"480","2017-07-10",7
"481","2017-07-11",7.1
"482","2017-07-12",7.1
"483","2017-07-13",7.1
"484","2017-07-14",7.1
"485","2017-07-17",6.7
"486","2017-07-18",6.55
"487","2017-07-19",6.55
"488","2017-07-20",6.695
"489","2017-07-21",6.745
"490","2017-07-24",6.85
"491","2017-07-25",7.05
"492","2017-07-26",7.05
"493","2017-07-27",7.1
"494","2017-07-28",7.133
"495","2017-07-31",7.133
"496","2017-08-01",7.12
"497","2017-08-02",7.2
"498","2017-08-03",7.2
"499","2017-08-04",7.2
"500","2017-08-07",6.85
"501","2017-08-08",6.9
"502","2017-08-09",6.9
"503","2017-08-10",6.85
"504","2017-08-11",7.15
"505","2017-08-14",6.9
"506","2017-08-15",6.65
"507","2017-08-16",6.65
"508","2017-08-17",6.75
"509","2017-08-18",6.6
"510","2017-08-21",6.5
"511","2017-08-22",6.6
"512","2017-08-23",6.6
"513","2017-08-24",6.51
"514","2017-08-25",6.51
"515","2017-08-28",6.3
"516","2017-08-29",6.362
"517","2017-08-30",6.4
"518","2017-08-31",6.45
"519","2017-09-01",6.4
"520","2017-09-05",6.15
"521","2017-09-06",6.4
"522","2017-09-07",6.6
"523","2017-09-08",6.8
"524","2017-09-11",6.9
"525","2017-09-12",6.95
"526","2017-09-13",7
"527","2017-09-14",6.9
"528","2017-09-15",6.4
"529","2017-09-18",6.3
"530","2017-09-19",6.3
"531","2017-09-20",6.2
"532","2017-09-21",6.15
"533","2017-09-22",6.25
"534","2017-09-25",6.05
"535","2017-09-26",6.156
"536","2017-09-27",6.156
"537","2017-09-28",6.055
"538","2017-09-29",6.055
"539","2017-10-02",6
"540","2017-10-03",6.6
"541","2017-10-04",6.55
"542","2017-10-05",7.15
"543","2017-10-06",7.15
"544","2017-10-09",7.105
"545","2017-10-10",7.15
"546","2017-10-11",7.124
"547","2017-10-12",7.1
"548","2017-10-13",7.1
"549","2017-10-16",6.95
"550","2017-10-17",6.65
"551","2017-10-18",6.65
"552","2017-10-19",6.5
"553","2017-10-20",6.605
"554","2017-10-23",6.51
"555","2017-10-24",6.6
"556","2017-10-25",6.55
"557","2017-10-26",6.55
"558","2017-10-27",6.671
"559","2017-10-30",6.64
"560","2017-10-31",6.414
"561","2017-11-01",6.414
"562","2017-11-02",6.426
"563","2017-11-03",6.205
"564","2017-11-06",6.205
"565","2017-11-07",6.25
"566","2017-11-08",6.45
"567","2017-11-09",6.25
"568","2017-11-10",6.25
"569","2017-11-13",6.25
"570","2017-11-14",6.05
"571","2017-11-15",6.2
"572","2017-11-16",6.1
"573","2017-11-17",6.1
"574","2017-11-20",5.9
"575","2017-11-21",5.9
"576","2017-11-22",5.9
"577","2017-11-24",5.8
"578","2017-11-27",5.65
"579","2017-11-28",5.55
"580","2017-11-29",5.55
"581","2017-11-30",6
"582","2017-12-01",6.05
"583","2017-12-04",6
"584","2017-12-05",6
"585","2017-12-06",6
"586","2017-12-07",5.9
"587","2017-12-08",5.8
"588","2017-12-11",5.75
"589","2017-12-12",5.85
"590","2017-12-13",5.75
"591","2017-12-14",5.8
"592","2017-12-15",5.65
"593","2017-12-18",5.65
"594","2017-12-19",5.55
"595","2017-12-20",5.7
"596","2017-12-21",5.655
"597","2017-12-22",5.8
"598","2017-12-26",5.75
"599","2017-12-27",5.7
"600","2017-12-28",5.8
"601","2017-12-29",5.8
"602","2018-01-02",5.75
"603","2018-01-03",5.9
"604","2018-01-04",5.85
"605","2018-01-05",5.9
"606","2018-01-08",6
"607","2018-01-09",5.95
"608","2018-01-10",5.928
"609","2018-01-11",5.8
"610","2018-01-12",6.05
"611","2018-01-16",6.05
"612","2018-01-17",6.2
"613","2018-01-18",5.95
"614","2018-01-19",6.15
"615","2018-01-22",6.3
"616","2018-01-23",6.45
"617","2018-01-24",6.4
"618","2018-01-25",6.15
"619","2018-01-26",6.05
"620","2018-01-29",6.15
"621","2018-01-30",6.2
"622","2018-01-31",6.3
"623","2018-02-01",6
"624","2018-02-02",6
"625","2018-02-05",5.85
"626","2018-02-06",6.05
"627","2018-02-07",5.65
"628","2018-02-08",5.612
"629","2018-02-09",5.65
"630","2018-02-12",5.7
"631","2018-02-13",6
"632","2018-02-14",6.05
"633","2018-02-15",5.9
"634","2018-02-16",5.85
"635","2018-02-20",5.539
"636","2018-02-21",5.45
"637","2018-02-22",5.175
"638","2018-02-23",5.15
"639","2018-02-26",5.225
"640","2018-02-27",5.2
"641","2018-02-28",5.161
"642","2018-03-01",5.4
"643","2018-03-02",5.75
"644","2018-03-05",5.95
"645","2018-03-06",6.5
"646","2018-03-07",6.05
"647","2018-03-08",5.8
"648","2018-03-09",6.3
"649","2018-03-12",6.845
"650","2018-03-13",6.3
"651","2018-03-14",5.9
"652","2018-03-15",6
"653","2018-03-16",6
"654","2018-03-19",5.571
"655","2018-03-20",5.95
"656","2018-03-21",6.395
"657","2018-03-22",6.395
"658","2018-03-23",6.2
"659","2018-03-26",5.7
"660","2018-03-27",5.975
"661","2018-03-28",5.85
"662","2018-03-29",5.85
"663","2018-04-02",5.85
"664","2018-04-03",5.9
"665","2018-04-04",6
"666","2018-04-05",5.855
"667","2018-04-06",5.8
"668","2018-04-09",5.8
"669","2018-04-10",5.8
"670","2018-04-11",5.8
"671","2018-04-12",5.8
"672","2018-04-13",5.8
"673","2018-04-16",5.8
"674","2018-04-17",5.772
"675","2018-04-18",5.65
"676","2018-04-19",5.65
"677","2018-04-20",6
"678","2018-04-23",6
"679","2018-04-24",5.85
"680","2018-04-25",5.6
"681","2018-04-26",5.832
"682","2018-04-27",5.75
"683","2018-04-30",5.75
"684","2018-05-01",5.65
"685","2018-05-02",5.75
"686","2018-05-03",5.65
"687","2018-05-04",5.74
"688","2018-05-07",5.625
"689","2018-05-08",5.75
"690","2018-05-09",5.75
"691","2018-05-10",5.85
"692","2018-05-11",6.05
"693","2018-05-14",6
"694","2018-05-15",6.05
"695","2018-05-16",6.05
"696","2018-05-17",5.81
"697","2018-05-18",5.9
"698","2018-05-21",6.24
"699","2018-05-22",6.135
"700","2018-05-23",6.135
"701","2018-05-24",6.4
"702","2018-05-25",6.34
"703","2018-05-29",6
"704","2018-05-30",5.85
"705","2018-05-31",6.278
"706","2018-06-01",6.1
"707","2018-06-04",6.15
"708","2018-06-05",6.164
"709","2018-06-06",6.15
"710","2018-06-07",6.4
"711","2018-06-08",6.31
"712","2018-06-11",6.1
"713","2018-06-12",6.1
"714","2018-06-13",6.2
"715","2018-06-14",6.4
"716","2018-06-15",5.6
"717","2018-06-18",6.2
"718","2018-06-19",6
"719","2018-06-20",5.9
"720","2018-06-21",6.1
"721","2018-06-22",6.35
"722","2018-06-25",6.15
"723","2018-06-26",6.15
"724","2018-06-27",6.15
"725","2018-06-28",6.15
"726","2018-06-29",6.3
"727","2018-07-02",6.255
"728","2018-07-03",7.2
"729","2018-07-05",7.2
"730","2018-07-06",7.14
"731","2018-07-09",7.14
"732","2018-07-10",7.05
"733","2018-07-11",7.05
"734","2018-07-12",6.5
"735","2018-07-13",6.5
"736","2018-07-16",6.5
"737","2018-07-17",6.5
"738","2018-07-18",6.75
"739","2018-07-19",6.7
"740","2018-07-20",6.7
"741","2018-07-23",6.7
"742","2018-07-24",6.75
"743","2018-07-25",6.4
"744","2018-07-26",6.15
"745","2018-07-27",6.15
"746","2018-07-30",6.38
"747","2018-07-31",6.25
"748","2018-08-01",6.25
"749","2018-08-02",6.35
"750","2018-08-03",6.35
"751","2018-08-06",6.35
"752","2018-08-07",6.4
"753","2018-08-08",6.45
"754","2018-08-09",6.45
"755","2018-08-10",6.45
"756","2018-08-13",6.5
"757","2018-08-14",6.5
"758","2018-08-15",6.45
"759","2018-08-16",6.45
"760","2018-08-17",6.74
"761","2018-08-20",6.75
"762","2018-08-21",6.45
"763","2018-08-22",6.6
"764","2018-08-23",6.425
"765","2018-08-24",6.5
"766","2018-08-27",6
"767","2018-08-28",6.35
"768","2018-08-29",6.05
"769","2018-08-30",6
"770","2018-08-31",6.15
"771","2018-09-04",6.04
"772","2018-09-05",6.04
"773","2018-09-06",6.055
"774","2018-09-07",5.8
"775","2018-09-10",6
"776","2018-09-11",5.8
"777","2018-09-12",5.9
"778","2018-09-13",5.7
"779","2018-09-14",6.05
"780","2018-09-17",5.7
"781","2018-09-18",5.85
"782","2018-09-19",5.75
"783","2018-09-20",5.65
"784","2018-09-21",6
"785","2018-09-24",6
"786","2018-09-25",5.85
"787","2018-09-26",5.6
"788","2018-09-27",5.613
"789","2018-09-28",5.65
"790","2018-10-01",5.65
"791","2018-10-02",5.55
"792","2018-10-03",5.616
"793","2018-10-04",5.58
"794","2018-10-05",5.675
"795","2018-10-08",5.51
"796","2018-10-09",5.51
"797","2018-10-10",5.55
"798","2018-10-11",5.55
"799","2018-10-12",5.55
"800","2018-10-15",5.83
"801","2018-10-16",5.9
"802","2018-10-17",5.75
"803","2018-10-18",5.75
"804","2018-10-19",5.59
"805","2018-10-22",5.4
"806","2018-10-23",5.6
"807","2018-10-24",5.6
"808","2018-10-25",5.46
"809","2018-10-26",5.73
"810","2018-10-29",5.73
"811","2018-10-30",5.73
"812","2018-10-31",5.75
"813","2018-11-01",5.722
"814","2018-11-02",5.55
"815","2018-11-05",5.63
"816","2018-11-06",5.75
"817","2018-11-07",5.63
"818","2018-11-08",5.68
"819","2018-11-09",5.61
"820","2018-11-12",5.6
"821","2018-11-13",5.54
"822","2018-11-14",5.31
"823","2018-11-15",4.94
"824","2018-11-16",5
"825","2018-11-19",5.28
"826","2018-11-20",4.87
"827","2018-11-21",4.836
"828","2018-11-23",4.96
"829","2018-11-26",4.96
"830","2018-11-27",5
"831","2018-11-28",5
"832","2018-11-29",5
"833","2018-11-30",4.82
"834","2018-12-03",4.82
"835","2018-12-04",4.415
"836","2018-12-06",4.35
"837","2018-12-07",4.77
"838","2018-12-10",4.12
"839","2018-12-11",4.77
"840","2018-12-12",4.854
"841","2018-12-13",5.08
"842","2018-12-14",5.04
"843","2018-12-17",5.08
"844","2018-12-18",4.41
"845","2018-12-19",4.29
"846","2018-12-20",3.95
"847","2018-12-21",4
"848","2018-12-24",4.16
"849","2018-12-26",3.85
"850","2018-12-27",3.38
"851","2018-12-28",3.06
"852","2018-12-31",3.5
"853","2019-01-02",3.7
"854","2019-01-03",3.85
"855","2019-01-04",4.1
"856","2019-01-07",4.36
"857","2019-01-08",4.45
"858","2019-01-09",4.5
"859","2019-01-10",4.51
"860","2019-01-11",4.82
"861","2019-01-14",4.63
"862","2019-01-15",4.823
"863","2019-01-16",4.72
"864","2019-01-17",4.5
"865","2019-01-18",4.86
"866","2019-01-22",4.75
"867","2019-01-23",4.48
"868","2019-01-24",4.55
"869","2019-01-25",4.798
"870","2019-01-28",4.65
"871","2019-01-29",4.62
"872","2019-01-30",4.65
"873","2019-01-31",4.65
"874","2019-02-01",4.65
"875","2019-02-04",4.562
"876","2019-02-05",4.65
"877","2019-02-06",4.65
"878","2019-02-07",4.65
"879","2019-02-08",4.45
"880","2019-02-11",4.72
"881","2019-02-12",4.75
"882","2019-02-13",4.81
"883","2019-02-14",4.31
"884","2019-02-15",4.471
"885","2019-02-19",4.5
"886","2019-02-20",4.4
"887","2019-02-21",4.551
"888","2019-02-22",4.647
"889","2019-02-25",4.647
"890","2019-02-26",4.51
"891","2019-02-27",4.354
"892","2019-02-28",4
"893","2019-03-01",4.2
"894","2019-03-04",4.2
"895","2019-03-05",4.167
"896","2019-03-06",4.167
"897","2019-03-07",4.1
"898","2019-03-08",4.1
"899","2019-03-11",4.1
"900","2019-03-12",4.1
"901","2019-03-13",4.1
"902","2019-03-14",4.45
"903","2019-03-15",4.1
"904","2019-03-18",4.33
"905","2019-03-19",4.184
"906","2019-03-20",4.19
"907","2019-03-21",4.19
"908","2019-03-22",4.201
"909","2019-03-25",4.201
"910","2019-03-26",4.201
"911","2019-03-27",4.201
"912","2019-03-28",4.201
"913","2019-03-29",4.52
"914","2019-04-01",4.52
"915","2019-04-02",4.55
"916","2019-04-03",4.716
"917","2019-04-04",4.63
"918","2019-04-05",4.728
"919","2019-04-08",4.75
"920","2019-04-09",4.651
"921","2019-04-10",4.63
"922","2019-04-11",4.63
"923","2019-04-12",4.797
"924","2019-04-15",4.61
"925","2019-04-16",4.63
"926","2019-04-17",4.572
"927","2019-04-18",4.6
"928","2019-04-22",4.6
"929","2019-04-23",4.6
"930","2019-04-24",4.67
"931","2019-04-25",4.67
"932","2019-04-26",4.67
"933","2019-04-29",4.67
"934","2019-04-30",4.68
"935","2019-05-01",4.678
"936","2019-05-02",4.678
"937","2019-05-03",4.678
"938","2019-05-06",4.55
"939","2019-05-07",4.55
"940","2019-05-08",4.55
"941","2019-05-09",4.51
"942","2019-05-10",4.59
"943","2019-05-13",4.49
"944","2019-05-14",4.245
"945","2019-05-15",4.245
"946","2019-05-16",4.245
"947","2019-05-17",4.245
"948","2019-05-20",4.121
"949","2019-05-21",4.121
"950","2019-05-22",4.1
"951","2019-05-23",4
"952","2019-05-24",4
"953","2019-05-28",3.8
"954","2019-05-29",3.97
"955","2019-05-30",3.795
"956","2019-05-31",3.93
"957","2019-06-03",3.42
"958","2019-06-04",3.802
"959","2019-06-05",3.75
"960","2019-06-06",3.85
"961","2019-06-07",3.858
"962","2019-06-10",3.63
"963","2019-06-11",3.75
"964","2019-06-12",3.85
"965","2019-06-13",3.96
"966","2019-06-14",3.85
"967","2019-06-17",3.885
"968","2019-06-18",3.7
"969","2019-06-19",4
"970","2019-06-20",3.87
"971","2019-06-21",4
"972","2019-06-24",4
"973","2019-06-25",4
"974","2019-06-26",4
"975","2019-06-27",4
"976","2019-06-28",3.99
"977","2019-07-01",3.921
"978","2019-07-02",4
"979","2019-07-03",4
"980","2019-07-05",3.988
"981","2019-07-08",3.94
"982","2019-07-09",3.75
"983","2019-07-10",3.75
"984","2019-07-11",3.99
"985","2019-07-12",3.95
"986","2019-07-15",3.688
"987","2019-07-16",3.62
"988","2019-07-17",3.6
"989","2019-07-18",3.33
"990","2019-07-19",3.4
"991","2019-07-22",3.251
"992","2019-07-23",3.251
"993","2019-07-24",3.25
"994","2019-07-25",3.25
"995","2019-07-26",3.47
"996","2019-07-29",3.27
"997","2019-07-30",3.25
"998","2019-07-31",3.25
"999","2019-08-01",3.2
"1000","2019-08-02",3.874
"1001","2019-08-05",3.8
"1002","2019-08-06",3.78
"1003","2019-08-07",3.9
"1004","2019-08-08",3.81
"1005","2019-08-09",3.68
"1006","2019-08-12",3.52
"1007","2019-08-13",3.75
