"","date","ARD"
"1","2017-03-15",22.91
"2","2017-03-16",22.549999
"3","2017-03-17",22.01
"4","2017-03-20",21.530001
"5","2017-03-21",21.27
"6","2017-03-22",21.469999
"7","2017-03-23",21.799999
"8","2017-03-24",22.209999
"9","2017-03-27",22.290001
"10","2017-03-28",22.23
"11","2017-03-29",21.75
"12","2017-03-30",22.02
"13","2017-03-31",21.959999
"14","2017-04-03",21.43
"15","2017-04-04",21.700001
"16","2017-04-05",21.299999
"17","2017-04-06",21.139999
"18","2017-04-07",21.860001
"19","2017-04-10",21.1
"20","2017-04-11",21.040001
"21","2017-04-12",21.1
"22","2017-04-13",21
"23","2017-04-17",20.889999
"24","2017-04-18",20.99
"25","2017-04-19",21.73
"26","2017-04-20",21.57
"27","2017-04-21",21.1
"28","2017-04-24",21.280001
"29","2017-04-25",21.219999
"30","2017-04-26",21.6
"31","2017-04-27",21.6
"32","2017-04-28",21.43
"33","2017-05-01",21.84
"34","2017-05-02",21.42
"35","2017-05-03",21.26
"36","2017-05-04",21.58
"37","2017-05-05",22.360001
"38","2017-05-08",21.99
"39","2017-05-09",21.780001
"40","2017-05-10",22.299999
"41","2017-05-11",21.860001
"42","2017-05-12",21.76
"43","2017-05-15",21.799999
"44","2017-05-16",21.76
"45","2017-05-17",22.09
"46","2017-05-18",22.049999
"47","2017-05-19",22.370001
"48","2017-05-22",22.43
"49","2017-05-23",23.450001
"50","2017-05-24",23.700001
"51","2017-05-25",23.85
"52","2017-05-26",22.940001
"53","2017-05-30",23.790001
"54","2017-05-31",23.99
"55","2017-06-01",23.59
"56","2017-06-02",23.209999
"57","2017-06-05",22.950001
"58","2017-06-06",22.92
"59","2017-06-07",22.879999
"60","2017-06-08",22.76
"61","2017-06-09",22.780001
"62","2017-06-12",22.219999
"63","2017-06-13",22.700001
"64","2017-06-14",22.41
"65","2017-06-15",22.42
"66","2017-06-16",22.24
"67","2017-06-19",22.16
"68","2017-06-20",22.1
"69","2017-06-21",21.85
"70","2017-06-22",21.73
"71","2017-06-23",21.879999
"72","2017-06-26",22.129999
"73","2017-06-27",22.049999
"74","2017-06-28",22.309999
"75","2017-06-29",22.639999
"76","2017-06-30",22.610001
"77","2017-07-03",22.299999
"78","2017-07-05",22.01
"79","2017-07-06",21.879999
"80","2017-07-07",21.959999
"81","2017-07-10",21.950001
"82","2017-07-11",21.83
"83","2017-07-12",21.950001
"84","2017-07-13",21.860001
"85","2017-07-14",22.91
"86","2017-07-17",23.18
"87","2017-07-18",22.940001
"88","2017-07-19",22.360001
"89","2017-07-20",22.67
"90","2017-07-21",22.629999
"91","2017-07-24",23.32
"92","2017-07-25",23.09
"93","2017-07-26",22.74
"94","2017-07-27",22.49
"95","2017-07-28",22.459999
"96","2017-07-31",22.440001
"97","2017-08-01",22.4
"98","2017-08-02",22.389999
"99","2017-08-03",22.040001
"100","2017-08-04",22.049999
"101","2017-08-07",22.15
"102","2017-08-08",22.07
"103","2017-08-09",21.870001
"104","2017-08-10",21.540001
"105","2017-08-11",21.74
"106","2017-08-14",21.58
"107","2017-08-15",21.209999
"108","2017-08-16",21.23
"109","2017-08-17",21.02
"110","2017-08-18",20.91
"111","2017-08-21",20.709999
"112","2017-08-22",20.35
"113","2017-08-23",20.07
"114","2017-08-24",20.389999
"115","2017-08-25",20.549999
"116","2017-08-28",20.52
"117","2017-08-29",20.530001
"118","2017-08-30",20.620001
"119","2017-08-31",20.790001
"120","2017-09-01",20.82
"121","2017-09-05",20.870001
"122","2017-09-06",20.610001
"123","2017-09-07",20.5
"124","2017-09-08",20.530001
"125","2017-09-11",20.74
"126","2017-09-12",20.870001
"127","2017-09-13",21.07
"128","2017-09-14",20.99
"129","2017-09-15",20.76
"130","2017-09-18",20.84
"131","2017-09-19",20.870001
"132","2017-09-20",20.85
"133","2017-09-21",20.68
"134","2017-09-22",20.709999
"135","2017-09-25",20.77
"136","2017-09-26",20.870001
"137","2017-09-27",20.889999
"138","2017-09-28",21.299999
"139","2017-09-29",21.41
"140","2017-10-02",21.42
"141","2017-10-03",21.440001
"142","2017-10-04",21.299999
"143","2017-10-05",21.24
"144","2017-10-06",21.190001
"145","2017-10-09",21.129999
"146","2017-10-10",21.129999
"147","2017-10-11",21.18
"148","2017-10-12",20.83
"149","2017-10-13",21.02
"150","2017-10-16",21.120001
"151","2017-10-17",20.889999
"152","2017-10-18",21.309999
"153","2017-10-19",21.120001
"154","2017-10-20",20.99
"155","2017-10-23",21.200001
"156","2017-10-24",21.17
"157","2017-10-25",21.16
"158","2017-10-26",20.629999
"159","2017-10-27",20.620001
"160","2017-10-30",20.370001
"161","2017-10-31",21.440001
"162","2017-11-01",21.690001
"163","2017-11-02",21.290001
"164","2017-11-03",21.309999
"165","2017-11-06",20.860001
"166","2017-11-07",20.549999
"167","2017-11-08",20.200001
"168","2017-11-09",20.02
"169","2017-11-10",20.059999
"170","2017-11-13",19.93
"171","2017-11-14",19.76
"172","2017-11-15",19.629999
"173","2017-11-16",19.65
"174","2017-11-17",19.73
"175","2017-11-20",19.74
"176","2017-11-21",19.809999
"177","2017-11-22",19.75
"178","2017-11-24",19.780001
"179","2017-11-27",19.77
"180","2017-11-28",19.860001
"181","2017-11-29",19.809999
"182","2017-11-30",19.860001
"183","2017-12-01",19.92
"184","2017-12-04",20.309999
"185","2017-12-05",20.200001
"186","2017-12-06",20.07
"187","2017-12-07",20.1
"188","2017-12-08",20.09
"189","2017-12-11",20.27
"190","2017-12-12",20.17
"191","2017-12-13",20.24
"192","2017-12-14",20.24
"193","2017-12-15",20.33
"194","2017-12-18",20.6
"195","2017-12-19",20.5
"196","2017-12-20",20.440001
"197","2017-12-21",20.690001
"198","2017-12-22",20.559999
"199","2017-12-26",20.42
"200","2017-12-27",20.469999
"201","2017-12-28",21.1
"202","2017-12-29",21.1
"203","2018-01-02",21.040001
"204","2018-01-03",21.139999
"205","2018-01-04",20.940001
"206","2018-01-05",21
"207","2018-01-08",21.01
"208","2018-01-09",20.870001
"209","2018-01-10",20.6
"210","2018-01-11",20.52
"211","2018-01-12",20.33
"212","2018-01-16",20.23
"213","2018-01-17",20.24
"214","2018-01-18",20.08
"215","2018-01-19",20.02
"216","2018-01-22",19.99
"217","2018-01-23",20.24
"218","2018-01-24",19.9
"219","2018-01-25",20.1
"220","2018-01-26",20.18
"221","2018-01-29",19.9
"222","2018-01-30",20
"223","2018-01-31",20
"224","2018-02-01",20
"225","2018-02-02",19.870001
"226","2018-02-05",18.700001
"227","2018-02-06",18.889999
"228","2018-02-07",18.9
"229","2018-02-08",18.700001
"230","2018-02-09",17.98
"231","2018-02-12",17.549999
"232","2018-02-13",18.01
"233","2018-02-14",18
"234","2018-02-15",18.450001
"235","2018-02-16",18.4
"236","2018-02-20",18.280001
"237","2018-02-21",18.209999
"238","2018-02-22",19.01
"239","2018-02-23",18.389999
"240","2018-02-26",18.280001
"241","2018-02-27",18.530001
"242","2018-02-28",18.58
"243","2018-03-01",18.35
"244","2018-03-02",18.450001
"245","2018-03-05",18.35
"246","2018-03-06",18.99
"247","2018-03-07",19.309999
"248","2018-03-08",19.299999
"249","2018-03-09",19.77
"250","2018-03-12",19.620001
"251","2018-03-13",19.49
"252","2018-03-14",19.379999
"253","2018-03-15",19.24
"254","2018-03-16",19.139999
"255","2018-03-19",18.85
"256","2018-03-20",18.66
"257","2018-03-21",18.540001
"258","2018-03-22",18.32
"259","2018-03-23",18.469999
"260","2018-03-26",18.98
"261","2018-03-27",18.27
"262","2018-03-28",18.23
"263","2018-03-29",18.68
"264","2018-04-02",18.52
"265","2018-04-03",18.790001
"266","2018-04-04",18.85
"267","2018-04-05",18.98
"268","2018-04-06",18.41
"269","2018-04-09",18.74
"270","2018-04-10",18.91
"271","2018-04-11",18.91
"272","2018-04-12",19.059999
"273","2018-04-13",19.16
