"","date","KBAL"
"1","2007-01-03",19.906322
"2","2007-01-04",20.015614
"3","2007-01-05",19.289618
"4","2007-01-08",19.851679
"5","2007-01-09",19.555035
"6","2007-01-10",19.305231
"7","2007-01-11",19.765808
"8","2007-01-12",19.687744
"9","2007-01-16",19.570648
"10","2007-01-17",19.508196
"11","2007-01-18",19.555035
"12","2007-01-19",19.3911
"13","2007-01-22",19.508196
"14","2007-01-23",19.250586
"15","2007-01-24",19.516003
"16","2007-01-25",19.149103
"17","2007-01-26",19.071039
"18","2007-01-29",19.516003
"19","2007-01-30",19.297424
"20","2007-01-31",19.234972
"21","2007-02-01",19.297424
"22","2007-02-02",19.531616
"23","2007-02-05",19.117876
"24","2007-02-06",18.407494
"25","2007-02-07",17.837627
"26","2007-02-08",18.829041
"27","2007-02-09",18.032787
"28","2007-02-12",17.868853
"29","2007-02-13",17.74395
"30","2007-02-14",17.634661
"31","2007-02-15",17.814207
"32","2007-02-16",17.298985
"33","2007-02-20",17.915691
"34","2007-02-21",17.564404
"35","2007-02-22",17.829821
"36","2007-02-23",17.494144
"37","2007-02-26",16.479313
"38","2007-02-27",15.948478
"39","2007-02-28",16.416862
"40","2007-03-01",16.494926
"41","2007-03-02",15.68306
"42","2007-03-05",15.042935
"43","2007-03-06",15.308352
"44","2007-03-07",15.550351
"45","2007-03-08",15.191257
"46","2007-03-09",15.96409
"47","2007-03-12",15.862607
"48","2007-03-13",14.925839
"49","2007-03-14",15.253708
"50","2007-03-15",15.542545
"51","2007-03-16",14.980484
"52","2007-03-19",15.472287
"53","2007-03-20",15.472287
"54","2007-03-21",15.729898
"55","2007-03-22",15.417643
"56","2007-03-23",15.636222
"57","2007-03-26",15.604996
"58","2007-03-27",15.277127
"59","2007-03-28",15.230289
"60","2007-03-29",15.20687
"61","2007-03-30",15.050741
"62","2007-04-02",15.074161
"63","2007-04-03",14.90242
"64","2007-04-04",14.70726
"65","2007-04-05",14.957065
"66","2007-04-09",15.417643
"67","2007-04-10",15.370804
"68","2007-04-11",15.191257
"69","2007-04-12",15.191257
"70","2007-04-13",15.238095
"71","2007-04-16",15.550351
"72","2007-04-17",14.769711
"73","2007-04-18",14.754098
"74","2007-04-19",15.136612
"75","2007-04-20",15.105387
"76","2007-04-23",14.918033
"77","2007-04-24",14.668228
"78","2007-04-25",15.003903
"79","2007-04-26",14.957065
"80","2007-04-27",14.527713
"81","2007-04-30",14.051522
"82","2007-05-01",13.942233
"83","2007-05-02",14.449649
"84","2007-05-03",13.754879
"85","2007-05-04",13.676815
"86","2007-05-07",12.872756
"87","2007-05-08",12.138954
"88","2007-05-09",11.904762
"89","2007-05-10",11.483216
"90","2007-05-11",11.491023
"91","2007-05-14",11.264637
"92","2007-05-15",10.975801
"93","2007-05-16",11.19438
"94","2007-05-17",10.975801
"95","2007-05-18",10.967994
"96","2007-05-21",10.86651
"97","2007-05-22",11.069477
"98","2007-05-23",10.960187
"99","2007-05-24",10.749414
"100","2007-05-25",10.679157
"101","2007-05-29",10.710382
"102","2007-05-30",10.468384
"103","2007-05-31",10.655738
"104","2007-06-01",10.858705
"105","2007-06-04",10.975801
"106","2007-06-05",10.827478
"107","2007-06-06",11.007026
"108","2007-06-07",11.405152
"109","2007-06-08",11.444184
"110","2007-06-11",11.334894
"111","2007-06-12",11.327088
"112","2007-06-13",11.209992
"113","2007-06-14",10.944574
"114","2007-06-15",10.928962
"115","2007-06-18",10.811866
"116","2007-06-19",10.476191
"117","2007-06-20",10.468384
"118","2007-06-21",10.405932
"119","2007-06-22",10.039032
"120","2007-06-25",10.202967
"121","2007-06-26",10.202967
"122","2007-06-27",10.554255
"123","2007-06-28",10.78064
"124","2007-06-29",10.936769
"125","2007-07-02",10.936769
"126","2007-07-03",11.116316
"127","2007-07-05",10.960187
"128","2007-07-06",11.08509
"129","2007-07-09",10.991413
"130","2007-07-10",10.741608
"131","2007-07-11",10.819673
"132","2007-07-12",11.100702
"133","2007-07-13",10.991413
"134","2007-07-16",11.022638
"135","2007-07-17",10.819673
"136","2007-07-18",10.601093
"137","2007-07-19",10.530835
"138","2007-07-20",10.546448
"139","2007-07-23",10.538642
"140","2007-07-24",10.351288
"141","2007-07-25",10.359095
"142","2007-07-26",10.202967
"143","2007-07-27",10.124903
"144","2007-07-30",10.109289
"145","2007-07-31",10.202967
"146","2007-08-01",10.546448
"147","2007-08-02",9.461358
"148","2007-08-03",8.782202
"149","2007-08-06",8.891491
"150","2007-08-07",8.641686
"151","2007-08-08",9.266198
"152","2007-08-09",9.469165
"153","2007-08-10",9.789227
"154","2007-08-13",9.718969
"155","2007-08-14",9.703357
"156","2007-08-15",9.640905
"157","2007-08-16",10.015613
"158","2007-08-17",10.163935
"159","2007-08-20",9.976581
"160","2007-08-21",9.968775
"161","2007-08-22",10.140515
"162","2007-08-23",9.828259
"163","2007-08-24",10.179547
"164","2007-08-27",10.148321
"165","2007-08-28",9.937549
"166","2007-08-29",10.296643
"167","2007-08-30",10.327868
"168","2007-08-31",10.483997
"169","2007-09-04",10.460578
"170","2007-09-05",10.296643
"171","2007-09-06",10.405932
"172","2007-09-07",10.281031
"173","2007-09-10",9.906323
"174","2007-09-11",10.296643
"175","2007-09-12",10.054645
"176","2007-09-13",9.976581
"177","2007-09-14",10.226386
"178","2007-09-17",9.758001
"179","2007-09-18",9.359875
"180","2007-09-19",9.375488
"181","2007-09-20",9.21936
"182","2007-09-21",9.188134
"183","2007-09-24",8.91491
"184","2007-09-25",8.71975
"185","2007-09-26",8.766588
"186","2007-09-27",8.91491
"187","2007-09-28",8.883684
"188","2007-10-01",9.008587
"189","2007-10-02",9.281811
"190","2007-10-03",9.422326
"191","2007-10-04",9.765808
"192","2007-10-05",10.046839
"193","2007-10-08",10.015613
"194","2007-10-09",10.062451
"195","2007-10-10",9.937549
"196","2007-10-11",10
"197","2007-10-12",10.070257
"198","2007-10-15",9.976581
"199","2007-10-16",9.898517
"200","2007-10-17",10.257611
"201","2007-10-18",10.257611
"202","2007-10-19",9.929743
"203","2007-10-22",10.039032
"204","2007-10-23",9.914129
"205","2007-10-24",9.875097
"206","2007-10-25",9.875097
"207","2007-10-26",10.085871
"208","2007-10-29",9.898517
"209","2007-10-30",10.093677
"210","2007-10-31",10.405932
"211","2007-11-01",9.859485
"212","2007-11-02",9.734582
"213","2007-11-05",10.210773
"214","2007-11-06",10.265418
"215","2007-11-07",10.117096
"216","2007-11-08",10.257611
"217","2007-11-09",10.398127
"218","2007-11-12",10.577674
"219","2007-11-13",10.796253
"220","2007-11-14",10.491803
"221","2007-11-15",10.601093
"222","2007-11-16",10.483997
"223","2007-11-19",10.327868
"224","2007-11-20",10.382514
"225","2007-11-21",10.101483
"226","2007-11-23",10.359095
"227","2007-11-26",9.898517
"228","2007-11-27",10.101483
"229","2007-11-28",10.530835
"230","2007-11-29",10.296643
"231","2007-11-30",10.413739
"232","2007-12-03",10.281031
"233","2007-12-04",10.359095
"234","2007-12-05",10.67135
"235","2007-12-06",10.975801
"236","2007-12-07",10.983606
"237","2007-12-10",10.999219
"238","2007-12-11",10.523029
"239","2007-12-12",10.874317
"240","2007-12-13",11.046058
"241","2007-12-14",10.913349
"242","2007-12-17",10.749414
"243","2007-12-18",11.412959
"244","2007-12-19",11.295862
"245","2007-12-20",11.209992
"246","2007-12-21",11.678376
"247","2007-12-24",11.928181
"248","2007-12-26",11.86573
"249","2007-12-27",10.952381
"250","2007-12-28",10.757221
"251","2007-12-31",10.69477
"252","2008-01-02",10.327868
"253","2008-01-03",10.320063
"254","2008-01-04",10.039032
"255","2008-01-07",10.382514
"256","2008-01-08",10.015613
"257","2008-01-09",9.960968
"258","2008-01-10",10.015613
"259","2008-01-11",9.742389
"260","2008-01-14",9.851679
"261","2008-01-15",10.109289
"262","2008-01-16",10.398127
"263","2008-01-17",10.078064
"264","2008-01-18",9.859485
"265","2008-01-22",9.968775
"266","2008-01-23",10.335675
"267","2008-01-24",9.953161
"268","2008-01-25",9.945355
"269","2008-01-28",9.789227
"270","2008-01-29",9.69555
"271","2008-01-30",9.734582
"272","2008-01-31",9.664325
"273","2008-02-01",10.655738
"274","2008-02-04",10.616706
"275","2008-02-05",8.80562
"276","2008-02-06",8.259172
"277","2008-02-07",8.251366
"278","2008-02-08",8.188915
"279","2008-02-11",8.306011
"280","2008-02-12",8.196721
