"","date","UGP"
"1","2007-01-03",2.93
"2","2007-01-04",2.9325
"3","2007-01-05",2.92
"4","2007-01-08",2.99
"5","2007-01-09",2.9425
"6","2007-01-10",2.86875
"7","2007-01-11",2.875
"8","2007-01-12",2.955
"9","2007-01-16",2.9525
"10","2007-01-17",2.96875
"11","2007-01-18",2.99625
"12","2007-01-19",3.05375
"13","2007-01-22",3.1025
"14","2007-01-23",3.17375
"15","2007-01-24",3.17125
"16","2007-01-25",3.115
"17","2007-01-26",3.1125
"18","2007-01-29",2.97375
"19","2007-01-30",3.0025
"20","2007-01-31",2.99375
"21","2007-02-01",3
"22","2007-02-02",2.98625
"23","2007-02-05",3.0575
"24","2007-02-06",3.16875
"25","2007-02-07",3.12375
"26","2007-02-08",3.1625
"27","2007-02-09",3.13625
"28","2007-02-12",3.1125
"29","2007-02-13",3.125
"30","2007-02-14",3.22375
"31","2007-02-15",3.22625
"32","2007-02-16",3.275
"33","2007-02-20",3.32375
"34","2007-02-21",3.4175
"35","2007-02-22",3.35
"36","2007-02-23",3.28125
"37","2007-02-26",3.275
"38","2007-02-27",3.04375
"39","2007-02-28",3.08125
"40","2007-03-01",3.055
"41","2007-03-02",3.00625
"42","2007-03-05",2.9025
"43","2007-03-06",2.96375
"44","2007-03-07",2.9425
"45","2007-03-08",3.02125
"46","2007-03-09",3.0425
"47","2007-03-12",3.2025
"48","2007-03-13",3.0175
"49","2007-03-14",3.01
"50","2007-03-15",3.05625
"51","2007-03-16",2.93875
"52","2007-03-19",3.115
"53","2007-03-20",3.18625
"54","2007-03-21",3.20625
"55","2007-03-22",3.2625
"56","2007-03-23",3.26875
"57","2007-03-26",3.33125
"58","2007-03-27",3.37125
"59","2007-03-28",3.36625
"60","2007-03-29",3.59
"61","2007-03-30",3.675
"62","2007-04-02",3.875
"63","2007-04-03",4.0325
"64","2007-04-04",3.93875
"65","2007-04-05",3.91875
"66","2007-04-09",3.83875
"67","2007-04-10",3.775
"68","2007-04-11",3.76
"69","2007-04-12",3.7675
"70","2007-04-13",3.75
"71","2007-04-16",3.76375
"72","2007-04-17",3.8175
"73","2007-04-18",3.7825
"74","2007-04-19",3.74375
"75","2007-04-20",3.87375
"76","2007-04-23",3.8075
"77","2007-04-24",3.86625
"78","2007-04-25",3.95125
"79","2007-04-26",3.95
"80","2007-04-27",3.88875
"81","2007-04-30",3.8675
"82","2007-05-01",3.86875
"83","2007-05-02",3.905
"84","2007-05-03",3.91
"85","2007-05-04",3.8925
"86","2007-05-07",3.91125
"87","2007-05-08",3.8575
"88","2007-05-09",3.7975
"89","2007-05-10",3.73
"90","2007-05-11",3.74
"91","2007-05-14",3.7375
"92","2007-05-15",3.7775
"93","2007-05-16",3.8525
"94","2007-05-17",3.89375
"95","2007-05-18",3.86
"96","2007-05-21",3.82375
"97","2007-05-22",3.835
"98","2007-05-23",3.7675
"99","2007-05-24",3.73625
"100","2007-05-25",3.78125
"101","2007-05-29",3.7675
"102","2007-05-30",3.7875
"103","2007-05-31",3.805
"104","2007-06-01",3.87625
"105","2007-06-04",3.805
"106","2007-06-05",3.765
"107","2007-06-06",3.74125
"108","2007-06-07",3.6425
"109","2007-06-08",3.79625
"110","2007-06-11",3.82625
"111","2007-06-12",3.75
"112","2007-06-13",3.86875
"113","2007-06-14",3.95125
"114","2007-06-15",3.9825
"115","2007-06-18",4.0225
"116","2007-06-19",4.0225
"117","2007-06-20",4.01875
"118","2007-06-21",4.1275
"119","2007-06-22",4.1375
"120","2007-06-25",4.09375
"121","2007-06-26",4.11875
"122","2007-06-27",4.1575
"123","2007-06-28",4.15375
"124","2007-06-29",4.15
"125","2007-07-02",4.16125
"126","2007-07-03",4.2175
"127","2007-07-05",4.2775
"128","2007-07-06",4.31375
"129","2007-07-09",4.2125
"130","2007-07-10",4.1175
"131","2007-07-11",4.1375
"132","2007-07-12",4.19
"133","2007-07-13",4.1825
"134","2007-07-16",4.15
"135","2007-07-17",4.1175
"136","2007-07-18",4.125
"137","2007-07-19",4.3125
"138","2007-07-20",4.31875
"139","2007-07-23",4.45625
"140","2007-07-24",4.43625
"141","2007-07-25",4.41
"142","2007-07-26",4.1775
"143","2007-07-27",4.145
"144","2007-07-30",4.2675
"145","2007-07-31",4.28125
"146","2007-08-01",4.18875
"147","2007-08-02",4.23875
"148","2007-08-03",4.16625
"149","2007-08-06",4.17875
"150","2007-08-07",4.15125
"151","2007-08-08",4.29875
"152","2007-08-09",4.28625
"153","2007-08-10",4.18625
"154","2007-08-13",4.28125
"155","2007-08-14",4.05125
"156","2007-08-15",3.9375
"157","2007-08-16",3.5725
"158","2007-08-17",3.79
"159","2007-08-20",3.9
"160","2007-08-21",3.89625
"161","2007-08-22",4.10875
"162","2007-08-23",4.1375
"163","2007-08-24",4.2225
"164","2007-08-27",4.24625
"165","2007-08-28",4.05125
"166","2007-08-29",4.21125
"167","2007-08-30",4.27
"168","2007-08-31",4.325
"169","2007-09-04",4.3225
"170","2007-09-05",4.26875
"171","2007-09-06",4.375
"172","2007-09-07",4.33
"173","2007-09-10",4.30125
"174","2007-09-11",4.36875
"175","2007-09-12",4.43875
"176","2007-09-13",4.46875
"177","2007-09-14",4.45125
"178","2007-09-17",4.37625
"179","2007-09-18",4.38
"180","2007-09-19",4.36
"181","2007-09-20",4.3275
"182","2007-09-21",4.35
"183","2007-09-24",4.38875
"184","2007-09-25",4.41875
"185","2007-09-26",4.5375
"186","2007-09-27",4.78
"187","2007-09-28",4.84125
"188","2007-10-01",5.05
"189","2007-10-02",4.895
"190","2007-10-03",4.75125
"191","2007-10-04",4.83375
"192","2007-10-05",5.1025
"193","2007-10-08",5.105
"194","2007-10-09",5.215
"195","2007-10-10",5.17875
"196","2007-10-11",5.12
"197","2007-10-12",5.18625
"198","2007-10-15",5.1575
"199","2007-10-16",5.1
"200","2007-10-17",5.1
"201","2007-10-18",5.09125
"202","2007-10-19",4.96625
"203","2007-10-22",4.9875
"204","2007-10-23",5.04375
"205","2007-10-24",4.99375
"206","2007-10-25",5.05375
"207","2007-10-26",5.14625
"208","2007-10-29",5.09
"209","2007-10-30",5.10625
"210","2007-10-31",5.0625
"211","2007-11-01",4.875
"212","2007-11-02",4.88875
"213","2007-11-05",4.83625
"214","2007-11-06",4.875
"215","2007-11-07",4.775
"216","2007-11-08",4.8
"217","2007-11-09",4.6275
"218","2007-11-12",4.545
"219","2007-11-13",4.63375
"220","2007-11-14",4.6575
"221","2007-11-15",4.5875
"222","2007-11-16",4.7775
"223","2007-11-19",4.5825
"224","2007-11-20",4.43125
"225","2007-11-21",4.40625
"226","2007-11-23",4.37375
"227","2007-11-26",4.23875
"228","2007-11-27",4.19
"229","2007-11-28",4.3
"230","2007-11-29",4.2675
"231","2007-11-30",4.44
"232","2007-12-03",4.405
"233","2007-12-04",4.275
"234","2007-12-05",4.5125
"235","2007-12-06",4.57625
"236","2007-12-07",4.55625
"237","2007-12-10",4.65625
"238","2007-12-11",4.5
"239","2007-12-12",4.53
"240","2007-12-13",4.50375
"241","2007-12-14",4.37
"242","2007-12-17",4.17875
"243","2007-12-18",4.235
"244","2007-12-19",4.18125
"245","2007-12-20",4.065
"246","2007-12-21",4.275
"247","2007-12-24",4.42625
"248","2007-12-26",4.36875
"249","2007-12-27",4.37625
"250","2007-12-28",4.395
"251","2007-12-31",4.33
"252","2008-01-02",4.385
"253","2008-01-03",4.57375
"254","2008-01-04",4.52
"255","2008-01-07",4.4175
"256","2008-01-08",4.44375
"257","2008-01-09",4.49875
"258","2008-01-10",4.65
"259","2008-01-11",4.56375
"260","2008-01-14",4.5975
"261","2008-01-15",4.46125
"262","2008-01-16",4.30625
"263","2008-01-17",4.11125
"264","2008-01-18",4.10625
"265","2008-01-22",4.1875
"266","2008-01-23",4.13375
"267","2008-01-24",4.1875
"268","2008-01-25",4.0725
"269","2008-01-28",4.10875
"270","2008-01-29",4.1975
"271","2008-01-30",4.1375
"272","2008-01-31",4.125
"273","2008-02-01",4.31
"274","2008-02-04",4.28125
"275","2008-02-05",4.1425
"276","2008-02-06",4.0825
"277","2008-02-07",4.03625
"278","2008-02-08",3.91
"279","2008-02-11",3.93375
"280","2008-02-12",3.9475
"281","2008-02-13",3.99375
"282","2008-02-14",3.9875
"283","2008-02-15",4.04375
"284","2008-02-19",4.30875
"285","2008-02-20",4.555
"286","2008-02-21",4.6625
"287","2008-02-22",4.725
"288","2008-02-25",4.75125
"289","2008-02-26",4.81125
"290","2008-02-27",4.82875
"291","2008-02-28",4.745
"292","2008-02-29",4.65
"293","2008-03-03",4.78375
"294","2008-03-04",4.74125
"295","2008-03-05",4.86875
"296","2008-03-06",4.7575
"297","2008-03-07",4.78375
"298","2008-03-10",4.62625
"299","2008-03-11",4.79625
"300","2008-03-12",4.72625
"301","2008-03-13",4.64875
"302","2008-03-14",4.4475
"303","2008-03-17",4.3025
"304","2008-03-18",4.54375
"305","2008-03-19",4.3
"306","2008-03-20",4.60875
"307","2008-03-24",4.50875
"308","2008-03-25",4.5925
"309","2008-03-26",4.5275
"310","2008-03-27",4.39125
"311","2008-03-28",4.2725
"312","2008-03-31",4.30875
"313","2008-04-01",4.51875
"314","2008-04-02",4.5825
"315","2008-04-03",4.6025
"316","2008-04-04",4.61125
"317","2008-04-07",4.44
"318","2008-04-08",4.485
"319","2008-04-09",4.42625
"320","2008-04-10",4.45125
"321","2008-04-11",4.36
"322","2008-04-14",4.3475
"323","2008-04-15",4.4075
"324","2008-04-16",4.55375
"325","2008-04-17",4.52875
"326","2008-04-18",4.39125
"327","2008-04-21",4.47375
"328","2008-04-22",4.43875
"329","2008-04-23",4.425
"330","2008-04-24",4.33125
"331","2008-04-25",4.3425
"332","2008-04-28",4.27125
"333","2008-04-29",4.19625
"334","2008-04-30",4.55
"335","2008-05-01",4.585
"336","2008-05-02",4.60625
"337","2008-05-05",4.63
"338","2008-05-06",4.6725
"339","2008-05-07",4.55
"340","2008-05-08",4.68625
