"","date","ATAX"
"188","2007-10-01",7.98
"189","2007-10-02",7.97
"190","2007-10-03",7.8
"191","2007-10-04",7.93
"192","2007-10-05",7.69
"193","2007-10-08",7.6
"194","2007-10-09",7.95
"195","2007-10-10",7.97
"196","2007-10-11",7.88
"197","2007-10-12",7.31
"198","2007-10-15",7.65
"199","2007-10-16",7.67
"200","2007-10-17",7.67
"201","2007-10-18",7.46
"202","2007-10-19",7.37
"203","2007-10-22",7.34
"204","2007-10-23",7.54
"205","2007-10-24",7.5
"206","2007-10-25",7.86
"207","2007-10-26",7.46
"208","2007-10-29",7.82
"209","2007-10-30",7.76
"210","2007-10-31",7.77
"211","2007-11-01",7.76
"212","2007-11-02",8.04
"213","2007-11-05",7.91
"214","2007-11-06",7.92
"215","2007-11-07",7.75
"216","2007-11-08",7.58
"217","2007-11-09",7.45
"218","2007-11-12",7.31
"219","2007-11-13",7.38
"220","2007-11-14",7.39
"221","2007-11-15",7.35
"222","2007-11-16",7.29
"223","2007-11-19",7.25
"224","2007-11-20",7.39
"225","2007-11-21",7.39
"226","2007-11-23",7.24
"227","2007-11-26",7.25
"228","2007-11-27",7.24
"229","2007-11-28",7.21
"230","2007-11-29",7.25
"231","2007-11-30",7.13
"232","2007-12-03",7.12
"233","2007-12-04",7.12
"234","2007-12-05",7
"235","2007-12-06",6.89
"236","2007-12-07",6.8
"237","2007-12-10",7.05
"238","2007-12-11",7.08
"239","2007-12-12",7.1
"240","2007-12-13",7
"241","2007-12-14",6.8
"242","2007-12-17",6.7
"243","2007-12-18",6.75
"244","2007-12-19",6.57
"245","2007-12-20",6.86
"246","2007-12-21",6.76
"247","2007-12-24",6.7
"248","2007-12-26",6.9
"249","2007-12-27",6.81
"250","2007-12-28",6.35
"251","2007-12-31",6.44
"252","2008-01-02",6.48
"253","2008-01-03",6.45
"254","2008-01-04",6.61
"255","2008-01-07",6.31
"256","2008-01-08",6.35
"257","2008-01-09",6.21
"258","2008-01-10",6.25
"259","2008-01-11",6.44
"260","2008-01-14",6.44
"261","2008-01-15",6.51
"262","2008-01-16",6.79
"263","2008-01-17",6.67
"264","2008-01-18",6.67
"265","2008-01-22",6.43
"266","2008-01-23",6.32
"267","2008-01-24",6.4
"268","2008-01-25",6.5
"269","2008-01-28",6.89
"270","2008-01-29",6.75
"271","2008-01-30",6.65
"272","2008-01-31",6.47
"273","2008-02-01",6.7
"274","2008-02-04",6.75
"275","2008-02-05",6.75
"276","2008-02-06",6.8
"277","2008-02-07",6.92
"278","2008-02-08",7.1
"279","2008-02-11",7.02
"280","2008-02-12",7
"281","2008-02-13",7.1
"282","2008-02-14",6.98
"283","2008-02-15",6.95
"284","2008-02-19",6.96
"285","2008-02-20",7.1
"286","2008-02-21",7.1
"287","2008-02-22",7.04
"288","2008-02-25",6.94
"289","2008-02-26",6.95
"290","2008-02-27",7.11
"291","2008-02-28",7.05
"292","2008-02-29",7.1
"293","2008-03-03",7.17
"294","2008-03-04",7.17
"295","2008-03-05",7.03
"296","2008-03-06",6.85
"297","2008-03-07",6.83
"298","2008-03-10",6.69
"299","2008-03-11",6.74
"300","2008-03-12",6.56
"301","2008-03-13",6.73
"302","2008-03-14",6.55
"303","2008-03-17",6.18
"304","2008-03-18",6.15
"305","2008-03-19",6.21
"306","2008-03-20",6
"307","2008-03-24",6
"308","2008-03-25",6
"309","2008-03-26",6.25
"310","2008-03-27",6.12
"311","2008-03-28",6.17
"312","2008-03-31",5.96
"313","2008-04-01",6.01
"314","2008-04-02",6.03
"315","2008-04-03",6.35
"316","2008-04-04",6.34
"317","2008-04-07",6.05
"318","2008-04-08",6.05
"319","2008-04-09",6.05
"320","2008-04-10",6.08
"321","2008-04-11",6.01
"322","2008-04-14",6.01
"323","2008-04-15",6.03
"324","2008-04-16",6.13
"325","2008-04-17",6.2
"326","2008-04-18",6.27
"327","2008-04-21",6.35
"328","2008-04-22",6.19
"329","2008-04-23",6.35
"330","2008-04-24",6.32
"331","2008-04-25",6.51
"332","2008-04-28",6.51
"333","2008-04-29",6.57
"334","2008-04-30",6.79
"335","2008-05-01",6.97
"336","2008-05-02",6.95
"337","2008-05-05",6.98
"338","2008-05-06",7.35
"339","2008-05-07",6.9
"340","2008-05-08",7.1
"341","2008-05-09",6.91
"342","2008-05-12",6.93
"343","2008-05-13",6.8
"344","2008-05-14",6.82
"345","2008-05-15",6.83
"346","2008-05-16",6.77
"347","2008-05-19",6.85
"348","2008-05-20",6.87
"349","2008-05-21",6.96
"350","2008-05-22",6.53
"351","2008-05-23",6.59
"352","2008-05-27",6.64
"353","2008-05-28",6.68
"354","2008-05-29",6.76
"355","2008-05-30",7
"356","2008-06-02",6.76
"357","2008-06-03",6.8
"358","2008-06-04",6.9
"359","2008-06-05",6.92
"360","2008-06-06",6.73
"361","2008-06-09",6.61
"362","2008-06-10",6.59
"363","2008-06-11",6.75
"364","2008-06-12",6.68
"365","2008-06-13",6.61
"366","2008-06-16",6.6
"367","2008-06-17",6.56
"368","2008-06-18",6.5
"369","2008-06-19",6.22
"370","2008-06-20",6.44
"371","2008-06-23",6.58
"372","2008-06-24",6.26
"373","2008-06-25",6.3
"374","2008-06-26",6.5
"375","2008-06-27",6.7
"376","2008-06-30",6.47
"377","2008-07-01",6.35
"378","2008-07-02",6.67
"379","2008-07-03",6.58
"380","2008-07-07",6.55
"381","2008-07-08",6.5
"382","2008-07-09",6.05
"383","2008-07-10",6.49
"384","2008-07-11",6.01
"385","2008-07-14",5.7
"386","2008-07-15",5.14
"387","2008-07-16",5.73
"388","2008-07-17",6.17
"389","2008-07-18",6.25
"390","2008-07-21",6.37
"391","2008-07-22",6.06
"392","2008-07-23",6
"393","2008-07-24",5.97
"394","2008-07-25",6.36
"395","2008-07-28",6.23
"396","2008-07-29",6.16
"397","2008-07-30",6.6
"398","2008-07-31",6.28
"399","2008-08-01",6.51
"400","2008-08-04",6.22
"401","2008-08-05",6.04
"402","2008-08-06",6.36
"403","2008-08-07",6.38
"404","2008-08-08",6.39
"405","2008-08-11",6.23
"406","2008-08-12",6.13
"407","2008-08-13",6.18
"408","2008-08-14",6.19
"409","2008-08-15",6.2
"410","2008-08-18",6.32
"411","2008-08-19",6.46
"412","2008-08-20",6.32
"413","2008-08-21",6.52
"414","2008-08-22",6.39
"415","2008-08-25",6.29
"416","2008-08-26",6.49
"417","2008-08-27",6.39
"418","2008-08-28",6.39
"419","2008-08-29",6.15
"420","2008-09-02",5.91
"421","2008-09-03",5.7
"422","2008-09-04",6
"423","2008-09-05",6.09
"424","2008-09-08",6.1
"425","2008-09-09",6.23
"426","2008-09-10",6.14
"427","2008-09-11",6.02
"428","2008-09-12",6.15
"429","2008-09-15",6.04
"430","2008-09-16",6.07
"431","2008-09-17",5.87
"432","2008-09-18",5.8
"433","2008-09-19",6.19
"434","2008-09-22",6
"435","2008-09-23",5.76
"436","2008-09-24",6.19
"437","2008-09-25",6.2
"438","2008-09-26",6.2
"439","2008-09-29",6
"440","2008-09-30",6
"441","2008-10-01",6.15
"442","2008-10-02",6.15
"443","2008-10-03",6.25
"444","2008-10-06",5.9
"445","2008-10-07",5.84
"446","2008-10-08",5.8
"447","2008-10-09",5.8
"448","2008-10-10",5.27
"449","2008-10-13",5.55
"450","2008-10-14",5.4
"451","2008-10-15",5.59
"452","2008-10-16",5.34
"453","2008-10-17",5.31
"454","2008-10-20",5.64
"455","2008-10-21",5.45
"456","2008-10-22",5.5
"457","2008-10-23",5.52
"458","2008-10-24",5.12
"459","2008-10-27",5.3
"460","2008-10-28",5.35
"461","2008-10-29",5.69
"462","2008-10-30",5.17
"463","2008-10-31",5.26
"464","2008-11-03",5.2
"465","2008-11-04",5.15
"466","2008-11-05",5.17
"467","2008-11-06",4.97
"468","2008-11-07",4.83
"469","2008-11-10",5
"470","2008-11-11",5.03
"471","2008-11-12",5.01
"472","2008-11-13",5
"473","2008-11-14",4.84
"474","2008-11-17",4.97
"475","2008-11-18",4.98
"476","2008-11-19",4.75
"477","2008-11-20",4.51
"478","2008-11-21",4.3
"479","2008-11-24",4.51
"480","2008-11-25",4.71
"481","2008-11-26",4.92
"482","2008-11-28",5.03
"483","2008-12-01",5
"484","2008-12-02",4.83
"485","2008-12-03",4.95
"486","2008-12-04",5.05
"487","2008-12-05",5
"488","2008-12-08",5
"489","2008-12-09",4.95
"490","2008-12-10",4.83
"491","2008-12-11",4.96
"492","2008-12-12",4.88
"493","2008-12-15",4.65
"494","2008-12-16",4.67
"495","2008-12-17",4.88
"496","2008-12-18",4.75
"497","2008-12-19",4.7
"498","2008-12-22",4.72
"499","2008-12-23",4.53
"500","2008-12-24",4.95
"501","2008-12-26",4.76
"502","2008-12-29",4.46
"503","2008-12-30",4.41
"504","2008-12-31",4.94
"505","2009-01-02",5.2
"506","2009-01-05",5.95
"507","2009-01-06",5.65
"508","2009-01-07",5.64
"509","2009-01-08",5.8
"510","2009-01-09",5.8
"511","2009-01-12",5.53
"512","2009-01-13",5.45
"513","2009-01-14",5.72
"514","2009-01-15",5.5
"515","2009-01-16",5.45
"516","2009-01-20",5.91
"517","2009-01-21",5.9
"518","2009-01-22",5.94
"519","2009-01-23",5.92
"520","2009-01-26",6.1
"521","2009-01-27",6.21
"522","2009-01-28",6.49
"523","2009-01-29",6.5
"524","2009-01-30",6.6
"525","2009-02-02",6.48
"526","2009-02-03",6.1
"527","2009-02-04",6.2
"528","2009-02-05",6.73
"529","2009-02-06",6.75
"530","2009-02-09",6.4
"531","2009-02-10",6.4
"532","2009-02-11",6.38
"533","2009-02-12",6.4
"534","2009-02-13",6.21
"535","2009-02-17",5.9
"536","2009-02-18",6
"537","2009-02-19",5.74
"538","2009-02-20",5.6
"539","2009-02-23",5.33
"540","2009-02-24",5.8
"541","2009-02-25",5.76
"542","2009-02-26",5.8
"543","2009-02-27",5.79
"544","2009-03-02",5.02
"545","2009-03-03",5.12
"546","2009-03-04",5.81
"547","2009-03-05",5.23
"548","2009-03-06",5.03
"549","2009-03-09",5
"550","2009-03-10",5.28
"551","2009-03-11",5.44
"552","2009-03-12",5.54
"553","2009-03-13",5.86
"554","2009-03-16",5.6
"555","2009-03-17",5.65
"556","2009-03-18",6.09
"557","2009-03-19",5.85
"558","2009-03-20",6.1
"559","2009-03-23",6.23
"560","2009-03-24",5.91
"561","2009-03-25",5.59
"562","2009-03-26",6.1
"563","2009-03-27",5.8
"564","2009-03-30",5.92
"565","2009-03-31",6.01
"566","2009-04-01",6.04
"567","2009-04-02",6.5
"568","2009-04-03",6.63
"569","2009-04-06",6.4
"570","2009-04-07",6
"571","2009-04-08",6.25
"572","2009-04-09",6.07
"573","2009-04-13",6.17
"574","2009-04-14",5.5
"575","2009-04-15",5.91
"576","2009-04-16",5.7
"577","2009-04-17",5.98
"578","2009-04-20",6.09
"579","2009-04-21",5.95
"580","2009-04-22",5.95
"581","2009-04-23",5.85
"582","2009-04-24",5.92
"583","2009-04-27",5.91
"584","2009-04-28",5.91
"585","2009-04-29",5.91
"586","2009-04-30",6.24
"587","2009-05-01",6.23
"588","2009-05-04",6.17
"589","2009-05-05",6.18
"590","2009-05-06",6.06
"591","2009-05-07",6.5
"592","2009-05-08",6.5
"593","2009-05-11",6.15
"594","2009-05-12",5.36
"595","2009-05-13",6.25
"596","2009-05-14",5.99
"597","2009-05-15",6.17
"598","2009-05-18",5.91
"599","2009-05-19",5.76
"600","2009-05-20",5.98
"601","2009-05-21",5.37
"602","2009-05-22",4.51
"603","2009-05-26",4.73
"604","2009-05-27",4.77
"605","2009-05-28",5.11
"606","2009-05-29",5.03
"607","2009-06-01",5.01
"608","2009-06-02",5.05
"609","2009-06-03",5
"610","2009-06-04",5.15
"611","2009-06-05",5.15
"612","2009-06-08",5.04
"613","2009-06-09",5.08
"614","2009-06-10",5.1
"615","2009-06-11",5.05
"616","2009-06-12",5.2
"617","2009-06-15",5.16
"618","2009-06-16",5.27
"619","2009-06-17",5.25
"620","2009-06-18",5.42
"621","2009-06-19",5.5
"622","2009-06-22",5.35
"623","2009-06-23",5.5
"624","2009-06-24",5.4
"625","2009-06-25",5.49
"626","2009-06-26",5.29
"627","2009-06-29",5.3
"628","2009-06-30",5.35
"629","2009-07-01",5.42
"630","2009-07-02",5.6
"631","2009-07-06",5.52
"632","2009-07-07",5.6
"633","2009-07-08",5.65
"634","2009-07-09",5.75
"635","2009-07-10",5.62
"636","2009-07-13",5.57
"637","2009-07-14",5.61
"638","2009-07-15",5.56
"639","2009-07-16",5.57
"640","2009-07-17",5.59
"641","2009-07-20",5.57
"642","2009-07-21",5.61
"643","2009-07-22",5.6
"644","2009-07-23",5.52
"645","2009-07-24",5.64
"646","2009-07-27",5.7
"647","2009-07-28",5.55
"648","2009-07-29",5.55
"649","2009-07-30",5.61
"650","2009-07-31",5.6
"651","2009-08-03",5.53
"652","2009-08-04",5.67
"653","2009-08-05",5.65
"654","2009-08-06",5.66
"655","2009-08-07",5.61
"656","2009-08-10",5.6
"657","2009-08-11",5.6
"658","2009-08-12",5.65
"659","2009-08-13",5.65
"660","2009-08-14",5.51
"661","2009-08-17",5.63
"662","2009-08-18",5.62
"663","2009-08-19",5.65
"664","2009-08-20",5.67
"665","2009-08-21",5.66
"666","2009-08-24",5.55
"667","2009-08-25",5.51
"668","2009-08-26",5.8
"669","2009-08-27",5.85
"670","2009-08-28",5.81
"671","2009-08-31",5.65
"672","2009-09-01",5.56
"673","2009-09-02",5.75
"674","2009-09-03",5.65
"675","2009-09-04",5.8
"676","2009-09-08",5.95
"677","2009-09-09",6.08
"678","2009-09-10",6.14
"679","2009-09-11",5.95
"680","2009-09-14",6.2
"681","2009-09-15",6.11
"682","2009-09-16",6.22
"683","2009-09-17",6.25
"684","2009-09-18",6.16
"685","2009-09-21",6.27
"686","2009-09-22",6.29
"687","2009-09-23",6.17
"688","2009-09-24",6.24
"689","2009-09-25",6.12
"690","2009-09-28",6.03
"691","2009-09-29",6.02
"692","2009-09-30",5.96
"693","2009-10-01",5.92
"694","2009-10-02",5.84
"695","2009-10-05",5.22
"696","2009-10-06",5.05
"697","2009-10-07",5.25
"698","2009-10-08",5.53
"699","2009-10-09",5.36
"700","2009-10-12",5.48
"701","2009-10-13",5.42
"702","2009-10-14",5.45
"703","2009-10-15",5.45
"704","2009-10-16",5.45
"705","2009-10-19",5.35
"706","2009-10-20",5.44
"707","2009-10-21",5.48
"708","2009-10-22",5.39
"709","2009-10-23",5.42
"710","2009-10-26",5.4
"711","2009-10-27",5.39
"712","2009-10-28",5.34
"713","2009-10-29",5.34
"714","2009-10-30",5.33
"715","2009-11-02",5.35
"716","2009-11-03",5.4
"717","2009-11-04",5.38
"718","2009-11-05",5.39
"719","2009-11-06",5.45
"720","2009-11-09",5.4
"721","2009-11-10",5.49
"722","2009-11-11",5.4
"723","2009-11-12",5.28
"724","2009-11-13",5.31
"725","2009-11-16",5.35
"726","2009-11-17",5.44
"727","2009-11-18",5.4
"728","2009-11-19",5.5
"729","2009-11-20",5.45
"730","2009-11-23",5.4
"731","2009-11-24",5.45
"732","2009-11-25",5.47
"733","2009-11-27",5.48
"734","2009-11-30",5.45
"735","2009-12-01",5.44
"736","2009-12-02",5.47
"737","2009-12-03",5.5
"738","2009-12-04",5.5
"739","2009-12-07",5.47
"740","2009-12-08",5.6
"741","2009-12-09",5.6
"742","2009-12-10",5.51
"743","2009-12-11",5.55
"744","2009-12-14",5.54
"745","2009-12-15",5.59
"746","2009-12-16",5.55
"747","2009-12-17",5.5
"748","2009-12-18",5.55
"749","2009-12-21",5.5
"750","2009-12-22",5.55
"751","2009-12-23",5.7
"752","2009-12-24",5.75
"753","2009-12-28",5.52
"754","2009-12-29",5.55
"755","2009-12-30",5.91
"756","2009-12-31",5.98
"757","2010-01-04",5.87
"758","2010-01-05",5.77
"759","2010-01-06",5.68
"760","2010-01-07",5.71
"761","2010-01-08",5.8
"762","2010-01-11",5.84
"763","2010-01-12",5.85
"764","2010-01-13",5.83
"765","2010-01-14",5.82
"766","2010-01-15",5.98
"767","2010-01-19",5.95
"768","2010-01-20",5.95
"769","2010-01-21",5.83
"770","2010-01-22",5.87
"771","2010-01-25",5.81
"772","2010-01-26",5.79
"773","2010-01-27",5.95
"774","2010-01-28",5.96
"775","2010-01-29",5.95
"776","2010-02-01",5.83
"777","2010-02-02",5.79
"778","2010-02-03",5.72
"779","2010-02-04",5.75
"780","2010-02-05",5.69
"781","2010-02-08",5.79
"782","2010-02-09",5.74
"783","2010-02-10",5.7
"784","2010-02-11",5.65
"785","2010-02-12",5.74
"786","2010-02-16",5.78
"787","2010-02-17",5.78
"788","2010-02-18",5.75
"789","2010-02-19",5.64
"790","2010-02-22",5.72
"791","2010-02-23",5.77
"792","2010-02-24",5.78
"793","2010-02-25",5.78
"794","2010-02-26",5.78
"795","2010-03-01",5.75
"796","2010-03-02",5.79
"797","2010-03-03",5.83
"798","2010-03-04",5.88
"799","2010-03-05",5.8
"800","2010-03-08",5.82
"801","2010-03-09",5.75
"802","2010-03-10",5.83
"803","2010-03-11",5.81
"804","2010-03-12",5.87
"805","2010-03-15",5.83
"806","2010-03-16",5.76
"807","2010-03-17",5.75
"808","2010-03-18",5.83
"809","2010-03-19",6
"810","2010-03-22",5.99
"811","2010-03-23",6.1
"812","2010-03-24",6.1
"813","2010-03-25",6.09
"814","2010-03-26",6.01
"815","2010-03-29",5.97
"816","2010-03-30",5.9
"817","2010-03-31",5.84
"818","2010-04-01",5.89
"819","2010-04-05",5.95
"820","2010-04-06",5.95
"821","2010-04-07",6
"822","2010-04-08",5.84
"823","2010-04-09",5.85
"824","2010-04-12",5.93
"825","2010-04-13",5.9
"826","2010-04-14",5.91
"827","2010-04-15",5.91
"828","2010-04-16",5.96
"829","2010-04-19",6
"830","2010-04-20",5.37
"831","2010-04-21",5.33
"832","2010-04-22",5.4
"833","2010-04-23",5.55
"834","2010-04-26",5.57
"835","2010-04-27",5.45
"836","2010-04-28",5.44
"837","2010-04-29",5.51
"838","2010-04-30",5.43
"839","2010-05-03",5.51
"840","2010-05-04",5.51
"841","2010-05-05",5.5
"842","2010-05-06",5.31
"843","2010-05-07",5.47
"844","2010-05-10",5.48
"845","2010-05-11",5.45
"846","2010-05-12",5.51
"847","2010-05-13",5.44
"848","2010-05-14",5.44
"849","2010-05-17",5.42
"850","2010-05-18",5.39
"851","2010-05-19",5.32
"852","2010-05-20",5.32
"853","2010-05-21",5.31
"854","2010-05-24",5.33
"855","2010-05-25",5.32
"856","2010-05-26",5.42
"857","2010-05-27",5.46
"858","2010-05-28",5.49
"859","2010-06-01",5.48
"860","2010-06-02",5.46
"861","2010-06-03",5.49
"862","2010-06-04",5.42
"863","2010-06-07",5.48
"864","2010-06-08",5.49
"865","2010-06-09",5.5
"866","2010-06-10",5.49
"867","2010-06-11",5.44
"868","2010-06-14",5.48
"869","2010-06-15",5.5
"870","2010-06-16",5.46
"871","2010-06-17",5.55
"872","2010-06-18",5.49
"873","2010-06-21",5.48
"874","2010-06-22",5.46
"875","2010-06-23",5.47
"876","2010-06-24",5.49
"877","2010-06-25",5.49
"878","2010-06-28",5.42
"879","2010-06-29",5.4
"880","2010-06-30",5.43
"881","2010-07-01",5.34
"882","2010-07-02",5.39
"883","2010-07-06",5.36
"884","2010-07-07",5.31
"885","2010-07-08",5.29
"886","2010-07-09",5.35
"887","2010-07-12",5.37
"888","2010-07-13",5.4
"889","2010-07-14",5.35
"890","2010-07-15",5.33
"891","2010-07-16",5.29
"892","2010-07-19",5.37
"893","2010-07-20",5.33
"894","2010-07-21",5.39
"895","2010-07-22",5.37
"896","2010-07-23",5.39
"897","2010-07-26",5.46
"898","2010-07-27",5.5
"899","2010-07-28",5.46
"900","2010-07-29",5.54
"901","2010-07-30",5.58
"902","2010-08-02",5.58
"903","2010-08-03",5.6
"904","2010-08-04",5.53
"905","2010-08-05",5.6
"906","2010-08-06",5.58
"907","2010-08-09",5.54
"908","2010-08-10",5.6
"909","2010-08-11",5.62
"910","2010-08-12",5.6
"911","2010-08-13",5.56
"912","2010-08-16",5.56
"913","2010-08-17",5.58
"914","2010-08-18",5.54
"915","2010-08-19",5.55
"916","2010-08-20",5.49
"917","2010-08-23",5.48
"918","2010-08-24",5.64
"919","2010-08-25",5.54
"920","2010-08-26",5.59
"921","2010-08-27",5.6
"922","2010-08-30",5.61
"923","2010-08-31",5.6
"924","2010-09-01",5.64
"925","2010-09-02",5.59
"926","2010-09-03",5.63
"927","2010-09-07",5.63
"928","2010-09-08",5.53
"929","2010-09-09",5.56
"930","2010-09-10",5.62
"931","2010-09-13",5.64
"932","2010-09-14",5.63
"933","2010-09-15",5.63
"934","2010-09-16",5.61
"935","2010-09-17",5.62
"936","2010-09-20",5.53
"937","2010-09-21",5.57
"938","2010-09-22",5.41
"939","2010-09-23",5.48
"940","2010-09-24",5.5
"941","2010-09-27",5.55
"942","2010-09-28",5.42
"943","2010-09-29",5.42
"944","2010-09-30",5.42
"945","2010-10-01",5.41
"946","2010-10-04",5.37
"947","2010-10-05",5.4
"948","2010-10-06",5.42
"949","2010-10-07",5.38
"950","2010-10-08",5.38
"951","2010-10-11",5.42
"952","2010-10-12",5.44
"953","2010-10-13",5.42
"954","2010-10-14",5.38
"955","2010-10-15",5.39
"956","2010-10-18",5.44
"957","2010-10-19",5.38
"958","2010-10-20",5.45
"959","2010-10-21",5.47
"960","2010-10-22",5.46
"961","2010-10-25",5.5
"962","2010-10-26",5.48
"963","2010-10-27",5.45
"964","2010-10-28",5.45
"965","2010-10-29",5.5
"966","2010-11-01",5.47
"967","2010-11-02",5.48
"968","2010-11-03",5.44
"969","2010-11-04",5.44
"970","2010-11-05",5.44
"971","2010-11-08",5.41
"972","2010-11-09",5.36
"973","2010-11-10",5.42
"974","2010-11-11",5.39
"975","2010-11-12",5.34
"976","2010-11-15",5.32
"977","2010-11-16",5.22
"978","2010-11-17",5.25
"979","2010-11-18",5.23
"980","2010-11-19",5.27
"981","2010-11-22",5.28
"982","2010-11-23",5.23
"983","2010-11-24",5.29
"984","2010-11-26",5.3
"985","2010-11-29",5.27
"986","2010-11-30",5.25
"987","2010-12-01",5.29
"988","2010-12-02",5.3
"989","2010-12-03",5.28
"990","2010-12-06",5.34
"991","2010-12-07",5.34
"992","2010-12-08",5.4
"993","2010-12-09",5.29
"994","2010-12-10",5.3
"995","2010-12-13",5.3
"996","2010-12-14",5.25
"997","2010-12-15",5.28
"998","2010-12-16",5.32
"999","2010-12-17",5.37
"1000","2010-12-20",5.39
"1001","2010-12-21",5.37
"1002","2010-12-22",5.33
