"","date","PFIS"
"129","2007-07-09",27.6
"130","2007-07-10",27.6
"131","2007-07-11",27.6
"132","2007-07-12",27.6
"133","2007-07-13",27.6
"134","2007-07-16",29.25
"135","2007-07-17",29.25
"136","2007-07-18",29.25
"137","2007-07-19",29.25
"138","2007-07-20",29.25
"139","2007-07-23",29.25
"140","2007-07-24",29.25
"141","2007-07-25",29.25
"142","2007-07-26",29.25
"143","2007-07-27",29.25
"144","2007-07-30",27.700001
"145","2007-07-31",29.25
"146","2007-08-01",28.1
"147","2007-08-02",27.65
"148","2007-08-03",27.65
"149","2007-08-06",27.65
"150","2007-08-07",27.65
"151","2007-08-08",27.76
"152","2007-08-09",29
"153","2007-08-10",27.65
"154","2007-08-13",27.65
"155","2007-08-14",29.23
"156","2007-08-15",29.25
"157","2007-08-16",26.51
"158","2007-08-17",26.51
"159","2007-08-20",29.25
"160","2007-08-21",29.25
"161","2007-08-22",29.25
"162","2007-08-23",30.5
"163","2007-08-24",29.51
"164","2007-08-27",29
"165","2007-08-28",29
"166","2007-08-29",29
"167","2007-08-30",29
"168","2007-08-31",29
"169","2007-09-04",29
"170","2007-09-05",29
"171","2007-09-06",30
"172","2007-09-07",30
"173","2007-09-10",30
"174","2007-09-11",30
"175","2007-09-12",29
"176","2007-09-13",30
"177","2007-09-14",30
"178","2007-09-17",30
"179","2007-09-18",30
"180","2007-09-19",30
"181","2007-09-20",30
"182","2007-09-21",30
"183","2007-09-24",29.75
"184","2007-09-25",30
"185","2007-09-26",30
"186","2007-09-27",30
"187","2007-09-28",31.5
"188","2007-10-01",31
"189","2007-10-02",31
"190","2007-10-03",31
"191","2007-10-04",31
"192","2007-10-05",30.99
"193","2007-10-08",30
"194","2007-10-09",30
"195","2007-10-10",29.1
"196","2007-10-11",28.5
"197","2007-10-12",28.5
"198","2007-10-15",29.75
"199","2007-10-16",29.75
"200","2007-10-17",29.75
"201","2007-10-18",27.6
"202","2007-10-19",27
"203","2007-10-22",27
"204","2007-10-23",27
"205","2007-10-24",27
"206","2007-10-25",27
"207","2007-10-26",28
"208","2007-10-29",27.5
"209","2007-10-30",27
"210","2007-10-31",27
"211","2007-11-01",27
"212","2007-11-02",27.25
"213","2007-11-05",27.25
"214","2007-11-06",27.25
"215","2007-11-07",27.25
"216","2007-11-08",27
"217","2007-11-09",27
"218","2007-11-12",27
"219","2007-11-13",27
"220","2007-11-14",27
"221","2007-11-15",27
"222","2007-11-16",27.5
"223","2007-11-19",27
"224","2007-11-20",27
"225","2007-11-21",26.5
"226","2007-11-23",26.5
"227","2007-11-26",26.5
"228","2007-11-27",26.5
"229","2007-11-28",26.5
"230","2007-11-29",26.9
"231","2007-11-30",26.9
"232","2007-12-03",26.9
"233","2007-12-04",26.9
"234","2007-12-05",26.9
"235","2007-12-06",26.9
"236","2007-12-07",26.9
"237","2007-12-10",26.9
"238","2007-12-11",26.9
"239","2007-12-12",26.9
"240","2007-12-13",26.9
"241","2007-12-14",26.9
"242","2007-12-17",26.9
"243","2007-12-18",26.9
"244","2007-12-19",26.9
"245","2007-12-20",26.5
"246","2007-12-21",26.5
"247","2007-12-24",26
"248","2007-12-26",26
"249","2007-12-27",25.799999
"250","2007-12-28",25.799999
"251","2007-12-31",26.299999
"252","2008-01-02",26.299999
"253","2008-01-03",28.5
"254","2008-01-04",26.1
"255","2008-01-07",26.1
"256","2008-01-08",26.1
"257","2008-01-09",26.1
"258","2008-01-10",26.1
"259","2008-01-11",25.950001
"260","2008-01-14",25.950001
"261","2008-01-15",26.75
"262","2008-01-16",26.75
"263","2008-01-17",26.75
"264","2008-01-18",26.75
"265","2008-01-22",25
"266","2008-01-23",24.200001
"267","2008-01-24",24.5
"268","2008-01-25",24.5
"269","2008-01-28",23.75
"270","2008-01-29",24
"271","2008-01-30",23.5
"272","2008-01-31",24.5
"273","2008-02-01",23.5
"274","2008-02-04",23.1
"275","2008-02-05",24.25
"276","2008-02-06",22
"277","2008-02-07",22
"278","2008-02-08",22
"279","2008-02-11",22
"280","2008-02-12",22
"281","2008-02-13",24
"282","2008-02-14",26.5
"283","2008-02-15",24
"284","2008-02-19",24
"285","2008-02-20",24
"286","2008-02-21",24
"287","2008-02-22",24
"288","2008-02-25",24.5
"289","2008-02-26",24.5
"290","2008-02-27",24.5
"291","2008-02-28",25
"292","2008-02-29",25
"293","2008-03-03",24.5
"294","2008-03-04",24.5
"295","2008-03-05",24
"296","2008-03-06",24.25
"297","2008-03-07",24.25
"298","2008-03-10",24
"299","2008-03-11",24
"300","2008-03-12",24
"301","2008-03-13",24
"302","2008-03-14",24.25
"303","2008-03-17",24.5
"304","2008-03-18",24.5
"305","2008-03-19",24.5
"306","2008-03-20",24.5
"307","2008-03-24",24.5
"308","2008-03-25",26
"309","2008-03-26",24
"310","2008-03-27",24
"311","2008-03-28",25.75
"312","2008-03-31",25.75
"313","2008-04-01",25.75
"314","2008-04-02",25.75
"315","2008-04-03",26.5
"316","2008-04-04",25
"317","2008-04-07",25
"318","2008-04-08",25.5
"319","2008-04-09",25.5
"320","2008-04-10",25.5
"321","2008-04-11",25.5
"322","2008-04-14",23.5
"323","2008-04-15",24.5
"324","2008-04-16",24.5
"325","2008-04-17",24.5
"326","2008-04-18",23.75
"327","2008-04-21",23.25
"328","2008-04-22",23.110001
"329","2008-04-23",23.110001
"330","2008-04-24",23.110001
"331","2008-04-25",23.35
"332","2008-04-28",23.6
"333","2008-04-29",26.5
"334","2008-04-30",26.5
"335","2008-05-01",26.5
"336","2008-05-02",24.299999
"337","2008-05-05",24.4
"338","2008-05-06",24.4
"339","2008-05-07",27.5
"340","2008-05-08",27.5
"341","2008-05-09",27.5
"342","2008-05-12",25.01
"343","2008-05-13",25.01
"344","2008-05-14",25.01
"345","2008-05-15",25.01
"346","2008-05-16",25.049999
"347","2008-05-19",25.049999
"348","2008-05-20",26
"349","2008-05-21",26
"350","2008-05-22",25.5
"351","2008-05-23",25.5
"352","2008-05-27",26
"353","2008-05-28",24.6
"354","2008-05-29",24.6
"355","2008-05-30",24.6
"356","2008-06-02",25.5
"357","2008-06-03",26
"358","2008-06-04",26
"359","2008-06-05",24.700001
"360","2008-06-06",26
"361","2008-06-09",26.200001
"362","2008-06-10",26.200001
"363","2008-06-11",26.74
"364","2008-06-12",25.5
"365","2008-06-13",25.5
"366","2008-06-16",25.5
"367","2008-06-17",25.5
"368","2008-06-18",25.5
"369","2008-06-19",24
"370","2008-06-20",26
"371","2008-06-23",26
"372","2008-06-24",23.5
"373","2008-06-25",24
"374","2008-06-26",24
"375","2008-06-27",22.5
"376","2008-06-30",22.5
"377","2008-07-01",23
"378","2008-07-02",23
"379","2008-07-03",23
"380","2008-07-07",23
"381","2008-07-08",24
"382","2008-07-09",24
"383","2008-07-10",24
"384","2008-07-11",23.25
"385","2008-07-14",23.25
"386","2008-07-15",24
"387","2008-07-16",24
"388","2008-07-17",24.5
"389","2008-07-18",22.25
"390","2008-07-21",22.299999
"391","2008-07-22",22.299999
"392","2008-07-23",22.299999
"393","2008-07-24",22.35
"394","2008-07-25",22.35
"395","2008-07-28",22.35
"396","2008-07-29",23
"397","2008-07-30",23
"398","2008-07-31",22.9
"399","2008-08-01",22.9
"400","2008-08-04",23.5
"401","2008-08-05",23.5
"402","2008-08-06",23.5
"403","2008-08-07",23.5
"404","2008-08-08",23.5
"405","2008-08-11",23.5
"406","2008-08-12",23.5
"407","2008-08-13",23.5
"408","2008-08-14",24
"409","2008-08-15",24
"410","2008-08-18",24
"411","2008-08-19",24
"412","2008-08-20",24
"413","2008-08-21",24
"414","2008-08-22",23.75
"415","2008-08-25",23.5
"416","2008-08-26",23.5
"417","2008-08-27",23.5
"418","2008-08-28",23.5
"419","2008-08-29",23.5
"420","2008-09-02",23.5
"421","2008-09-03",24
"422","2008-09-04",24
"423","2008-09-05",25.25
"424","2008-09-08",25.25
"425","2008-09-09",23.75
"426","2008-09-10",25.75
"427","2008-09-11",23.75
"428","2008-09-12",25.5
"429","2008-09-15",24.5
"430","2008-09-16",24.5
"431","2008-09-17",24
"432","2008-09-18",24
"433","2008-09-19",24
"434","2008-09-22",24
"435","2008-09-23",24
"436","2008-09-24",24
"437","2008-09-25",24
"438","2008-09-26",24
"439","2008-09-29",24
"440","2008-09-30",24
"441","2008-10-01",24
"442","2008-10-02",24
"443","2008-10-03",24
"444","2008-10-06",24
"445","2008-10-07",24
"446","2008-10-08",23.5
"447","2008-10-09",23.5
"448","2008-10-10",22.5
"449","2008-10-13",22.5
"450","2008-10-14",22
"451","2008-10-15",21.5
"452","2008-10-16",22.5
"453","2008-10-17",22
"454","2008-10-20",22
"455","2008-10-21",22
"456","2008-10-22",21.5
"457","2008-10-23",21.5
"458","2008-10-24",21.5
"459","2008-10-27",20
"460","2008-10-28",19.25
"461","2008-10-29",20
"462","2008-10-30",19.5
"463","2008-10-31",21
"464","2008-11-03",21
"465","2008-11-04",20
"466","2008-11-05",21.5
"467","2008-11-06",19.5
"468","2008-11-07",19.25
"469","2008-11-10",21.5
"470","2008-11-11",21.5
"471","2008-11-12",21.5
"472","2008-11-13",21.5
"473","2008-11-14",23
"474","2008-11-17",23
"475","2008-11-18",22
"476","2008-11-19",21
"477","2008-11-20",21
"478","2008-11-21",21
"479","2008-11-24",19
"480","2008-11-25",19
"481","2008-11-26",19
"482","2008-11-28",23.01
"483","2008-12-01",22
"484","2008-12-02",22
"485","2008-12-03",22
"486","2008-12-04",22
"487","2008-12-05",22
"488","2008-12-08",22
"489","2008-12-09",22
"490","2008-12-10",22
"491","2008-12-11",22
"492","2008-12-12",23
"493","2008-12-15",21
"494","2008-12-16",19
"495","2008-12-17",19
"496","2008-12-18",19
"497","2008-12-19",19
"498","2008-12-22",19
"499","2008-12-23",18.1
"500","2008-12-24",18.1
"501","2008-12-26",18.1
"502","2008-12-29",18.5
"503","2008-12-30",18.5
"504","2008-12-31",18.5
"505","2009-01-02",18.5
"506","2009-01-05",18.5
"507","2009-01-06",18.25
"508","2009-01-07",18
"509","2009-01-08",18
"510","2009-01-09",18
"511","2009-01-12",18.25
"512","2009-01-13",17.75
"513","2009-01-14",20
"514","2009-01-15",18
"515","2009-01-16",18
"516","2009-01-20",18
"517","2009-01-21",17
"518","2009-01-22",17.25
"519","2009-01-23",17.25
"520","2009-01-26",17.25
"521","2009-01-27",16.75
"522","2009-01-28",17.25
"523","2009-01-29",17
"524","2009-01-30",18
"525","2009-02-02",17.75
"526","2009-02-03",17.75
"527","2009-02-04",17.75
"528","2009-02-05",17.75
"529","2009-02-06",17.75
"530","2009-02-09",17.549999
"531","2009-02-10",18
"532","2009-02-11",17.75
"533","2009-02-12",19.85
"534","2009-02-13",19.85
"535","2009-02-17",18.15
"536","2009-02-18",18.15
"537","2009-02-19",19.870001
"538","2009-02-20",19.870001
"539","2009-02-23",19.870001
"540","2009-02-24",20
"541","2009-02-25",20
"542","2009-02-26",18.25
"543","2009-02-27",18.5
"544","2009-03-02",18.25
"545","2009-03-03",19
"546","2009-03-04",18.299999
"547","2009-03-05",18.299999
"548","2009-03-06",18.299999
"549","2009-03-09",18.299999
"550","2009-03-10",18.5
"551","2009-03-11",18.5
"552","2009-03-12",18.5
"553","2009-03-13",18
"554","2009-03-16",18
"555","2009-03-17",18
"556","2009-03-18",17.51
"557","2009-03-19",18.75
"558","2009-03-20",18.75
"559","2009-03-23",17.4
"560","2009-03-24",17.5
"561","2009-03-25",17.5
"562","2009-03-26",17.5
"563","2009-03-27",17.5
"564","2009-03-30",17.5
"565","2009-03-31",17.5
"566","2009-04-01",17.5
"567","2009-04-02",17.5
"568","2009-04-03",17.5
"569","2009-04-06",17
"570","2009-04-07",17.4
"571","2009-04-08",17.4
"572","2009-04-09",17.5
"573","2009-04-13",17.5
"574","2009-04-14",17.5
"575","2009-04-15",17.5
"576","2009-04-16",17.5
"577","2009-04-17",17.5
"578","2009-04-20",17.5
"579","2009-04-21",17
"580","2009-04-22",17
"581","2009-04-23",17
"582","2009-04-24",17.52
"583","2009-04-27",17.27
"584","2009-04-28",17.1
"585","2009-04-29",17.25
"586","2009-04-30",17.75
"587","2009-05-01",17.1
"588","2009-05-04",17
"589","2009-05-05",17
"590","2009-05-06",16.75
"591","2009-05-07",16.75
"592","2009-05-08",16.75
"593","2009-05-11",17.1
"594","2009-05-12",17.1
"595","2009-05-13",17.1
"596","2009-05-14",17.1
"597","2009-05-15",17.1
"598","2009-05-18",17.1
"599","2009-05-19",17.1
"600","2009-05-20",17.1
"601","2009-05-21",17.1
"602","2009-05-22",17.1
"603","2009-05-26",17.5
"604","2009-05-27",17.200001
"605","2009-05-28",17.5
"606","2009-05-29",17.5
"607","2009-06-01",17.5
"608","2009-06-02",17.25
"609","2009-06-03",17
"610","2009-06-04",17.200001
"611","2009-06-05",17.4
"612","2009-06-08",17.4
"613","2009-06-09",18.75
"614","2009-06-10",18.75
"615","2009-06-11",18.75
"616","2009-06-12",18.75
"617","2009-06-15",18.75
"618","2009-06-16",18.75
"619","2009-06-17",18.75
"620","2009-06-18",17.1
"621","2009-06-19",18
"622","2009-06-22",18
"623","2009-06-23",17.15
"624","2009-06-24",17.1
"625","2009-06-25",17.1
"626","2009-06-26",17.1
"627","2009-06-29",17.1
"628","2009-06-30",17.1
"629","2009-07-01",17.1
"630","2009-07-02",17.1
"631","2009-07-06",17.1
"632","2009-07-07",17
"633","2009-07-08",17
"634","2009-07-09",17
"635","2009-07-10",17
"636","2009-07-13",17
"637","2009-07-14",17
"638","2009-07-15",18
"639","2009-07-16",18
"640","2009-07-17",18
"641","2009-07-20",18
"642","2009-07-21",18
"643","2009-07-22",18
"644","2009-07-23",18
"645","2009-07-24",18
"646","2009-07-27",16.85
"647","2009-07-28",16.85
"648","2009-07-29",16.85
"649","2009-07-30",16.85
"650","2009-07-31",17.950001
"651","2009-08-03",17.950001
"652","2009-08-04",17.5
"653","2009-08-05",17.5
"654","2009-08-06",17.5
"655","2009-08-07",17.5
"656","2009-08-10",17.5
"657","2009-08-11",17.25
"658","2009-08-12",17
"659","2009-08-13",17
"660","2009-08-14",17.25
"661","2009-08-17",17.25
"662","2009-08-18",17.200001
"663","2009-08-19",17.1
"664","2009-08-20",17.200001
"665","2009-08-21",17.1
"666","2009-08-24",18
"667","2009-08-25",17.5
"668","2009-08-26",17.5
"669","2009-08-27",17.5
"670","2009-08-28",17.5
"671","2009-08-31",17.5
"672","2009-09-01",17.5
"673","2009-09-02",17.25
"674","2009-09-03",17.25
"675","2009-09-04",17.1
"676","2009-09-08",17.200001
"677","2009-09-09",17.1
"678","2009-09-10",17.1
"679","2009-09-11",17.200001
"680","2009-09-14",17.5
"681","2009-09-15",17.65
"682","2009-09-16",17.65
"683","2009-09-17",17.200001
"684","2009-09-18",17.4
"685","2009-09-21",17.4
"686","2009-09-22",17.1
"687","2009-09-23",17.65
"688","2009-09-24",17.65
"689","2009-09-25",17.35
"690","2009-09-28",17.35
"691","2009-09-29",17.4
"692","2009-09-30",17.65
"693","2009-10-01",17.65
"694","2009-10-02",17.65
"695","2009-10-05",17.65
"696","2009-10-06",17.65
"697","2009-10-07",17.65
"698","2009-10-08",17.65
"699","2009-10-09",17.65
"700","2009-10-12",17.65
"701","2009-10-13",17.65
"702","2009-10-14",17.65
"703","2009-10-15",17.65
"704","2009-10-16",17.15
"705","2009-10-19",17.15
"706","2009-10-20",17.65
"707","2009-10-21",17.65
"708","2009-10-22",17.16
"709","2009-10-23",17.16
"710","2009-10-26",16.799999
"711","2009-10-27",16.799999
"712","2009-10-28",16.799999
"713","2009-10-29",17.25
"714","2009-10-30",17.25
"715","2009-11-02",17.65
"716","2009-11-03",17.4
"717","2009-11-04",17
"718","2009-11-05",17
"719","2009-11-06",17
"720","2009-11-09",17.25
"721","2009-11-10",17.25
"722","2009-11-11",17.25
"723","2009-11-12",17.25
"724","2009-11-13",17.1
"725","2009-11-16",17.1
"726","2009-11-17",17.25
"727","2009-11-18",17.65
"728","2009-11-19",17.15
"729","2009-11-20",17.15
"730","2009-11-23",17.65
"731","2009-11-24",17.65
"732","2009-11-25",17.65
"733","2009-11-27",17.200001
"734","2009-11-30",17.200001
"735","2009-12-01",18
"736","2009-12-02",18
"737","2009-12-03",17.25
"738","2009-12-04",17.25
"739","2009-12-07",17.25
"740","2009-12-08",17.25
"741","2009-12-09",17.25
"742","2009-12-10",17.25
"743","2009-12-11",17.549999
"744","2009-12-14",17.549999
"745","2009-12-15",17.549999
"746","2009-12-16",18
"747","2009-12-17",18.5
"748","2009-12-18",18.049999
"749","2009-12-21",18.35
"750","2009-12-22",18.5
"751","2009-12-23",18.5
"752","2009-12-24",18.5
"753","2009-12-28",18.25
"754","2009-12-29",18.25
"755","2009-12-30",18.049999
"756","2009-12-31",18.049999
"757","2010-01-04",18.049999
"758","2010-01-05",18.049999
"759","2010-01-06",18.049999
"760","2010-01-07",19.5
"761","2010-01-08",19.5
"762","2010-01-11",19.5
"763","2010-01-12",18.4
"764","2010-01-13",18.950001
"765","2010-01-14",18.75
"766","2010-01-15",18.75
"767","2010-01-19",19.870001
"768","2010-01-20",18.9
"769","2010-01-21",18.9
"770","2010-01-22",18.9
"771","2010-01-25",19.870001
"772","2010-01-26",19.25
"773","2010-01-27",19.25
"774","2010-01-28",19.870001
"775","2010-01-29",19.870001
"776","2010-02-01",19.870001
"777","2010-02-02",19.870001
"778","2010-02-03",19.870001
"779","2010-02-04",20
"780","2010-02-05",20
"781","2010-02-08",20
"782","2010-02-09",20
"783","2010-02-10",20
"784","2010-02-11",20
"785","2010-02-12",20.26
"786","2010-02-16",20.26
"787","2010-02-17",21
"788","2010-02-18",20
"789","2010-02-19",20.299999
"790","2010-02-22",21
"791","2010-02-23",21.5
"792","2010-02-24",21.5
"793","2010-02-25",21.5
"794","2010-02-26",21.5
"795","2010-03-01",22
"796","2010-03-02",22
"797","2010-03-03",22
"798","2010-03-04",22
"799","2010-03-05",20.75
"800","2010-03-08",20.85
"801","2010-03-09",21
"802","2010-03-10",21
"803","2010-03-11",21
"804","2010-03-12",21
"805","2010-03-15",21
"806","2010-03-16",21
"807","2010-03-17",21
"808","2010-03-18",22
"809","2010-03-19",22
"810","2010-03-22",22
"811","2010-03-23",22
"812","2010-03-24",22
"813","2010-03-25",22.75
"814","2010-03-26",22
"815","2010-03-29",22
"816","2010-03-30",22.1
"817","2010-03-31",21.65
"818","2010-04-01",21.65
"819","2010-04-05",21.65
"820","2010-04-06",21.65
"821","2010-04-07",21.65
"822","2010-04-08",23
"823","2010-04-09",23
"824","2010-04-12",22.6
"825","2010-04-13",23
"826","2010-04-14",23
"827","2010-04-15",24
"828","2010-04-16",24.1
"829","2010-04-19",24.1
"830","2010-04-20",24.1
"831","2010-04-21",25
"832","2010-04-22",25
"833","2010-04-23",25
"834","2010-04-26",26.02
"835","2010-04-27",26
"836","2010-04-28",26
"837","2010-04-29",27.5
"838","2010-04-30",27.5
"839","2010-05-03",29
"840","2010-05-04",29
"841","2010-05-05",27.25
"842","2010-05-06",27.25
"843","2010-05-07",26.5
"844","2010-05-10",27.25
"845","2010-05-11",26.76
"846","2010-05-12",26.76
"847","2010-05-13",26.25
"848","2010-05-14",26.25
"849","2010-05-17",26.75
"850","2010-05-18",26
"851","2010-05-19",26
"852","2010-05-20",26
"853","2010-05-21",27.25
"854","2010-05-24",27.25
"855","2010-05-25",27.25
"856","2010-05-26",27.25
"857","2010-05-27",27.25
"858","2010-05-28",27.25
"859","2010-06-01",27.25
"860","2010-06-02",26.75
"861","2010-06-03",26.75
"862","2010-06-04",26.75
"863","2010-06-07",26
"864","2010-06-08",26
"865","2010-06-09",26.5
"866","2010-06-10",26.5
"867","2010-06-11",26.5
"868","2010-06-14",26.5
"869","2010-06-15",26.5
"870","2010-06-16",26.5
"871","2010-06-17",26.5
"872","2010-06-18",26.5
"873","2010-06-21",26
"874","2010-06-22",26
"875","2010-06-23",26
"876","2010-06-24",26
"877","2010-06-25",26
"878","2010-06-28",26
"879","2010-06-29",26
"880","2010-06-30",26
"881","2010-07-01",27.1
"882","2010-07-02",27.1
"883","2010-07-06",27.1
"884","2010-07-07",26
"885","2010-07-08",26
"886","2010-07-09",26
"887","2010-07-12",26.200001
"888","2010-07-13",26.200001
"889","2010-07-14",26.200001
"890","2010-07-15",27
"891","2010-07-16",27
"892","2010-07-19",26
"893","2010-07-20",26
"894","2010-07-21",26
"895","2010-07-22",26
"896","2010-07-23",26
"897","2010-07-26",26
"898","2010-07-27",26
"899","2010-07-28",26
"900","2010-07-29",26
"901","2010-07-30",26
"902","2010-08-02",26
"903","2010-08-03",26
"904","2010-08-04",26
"905","2010-08-05",26
"906","2010-08-06",27.25
"907","2010-08-09",27.25
"908","2010-08-10",27.25
"909","2010-08-11",27.25
"910","2010-08-12",27.25
"911","2010-08-13",27.25
"912","2010-08-16",27.25
"913","2010-08-17",27.25
"914","2010-08-18",27.25
"915","2010-08-19",27.25
"916","2010-08-20",27.25
"917","2010-08-23",27.25
"918","2010-08-24",27.25
"919","2010-08-25",27.25
"920","2010-08-26",27.25
"921","2010-08-27",27.25
"922","2010-08-30",27.25
"923","2010-08-31",27.25
"924","2010-09-01",27.25
"925","2010-09-02",27.25
"926","2010-09-03",26.299999
"927","2010-09-07",27.5
"928","2010-09-08",27.5
"929","2010-09-09",27.5
"930","2010-09-10",28
"931","2010-09-13",28
"932","2010-09-14",28
"933","2010-09-15",28
"934","2010-09-16",28
"935","2010-09-17",27.5
"936","2010-09-20",27.5
"937","2010-09-21",27.5
"938","2010-09-22",27.5
"939","2010-09-23",27.5
"940","2010-09-24",27.5
"941","2010-09-27",27.5
"942","2010-09-28",27.5
"943","2010-09-29",27.5
"944","2010-09-30",28
"945","2010-10-01",28
"946","2010-10-04",28
"947","2010-10-05",27
"948","2010-10-06",27
"949","2010-10-07",28
"950","2010-10-08",28
"951","2010-10-11",27
"952","2010-10-12",27.049999
"953","2010-10-13",27.049999
"954","2010-10-14",27.25
"955","2010-10-15",27.25
"956","2010-10-18",27.75
"957","2010-10-19",28
"958","2010-10-20",28
"959","2010-10-21",27.1
"960","2010-10-22",27.1
"961","2010-10-25",27.1
"962","2010-10-26",27.1
"963","2010-10-27",27.049999
"964","2010-10-28",27.049999
"965","2010-10-29",27.049999
"966","2010-11-01",27.049999
"967","2010-11-02",27.049999
"968","2010-11-03",27.049999
"969","2010-11-04",27.049999
"970","2010-11-05",27.049999
"971","2010-11-08",27.049999
"972","2010-11-09",27.1
"973","2010-11-10",27.1
"974","2010-11-11",27.1
"975","2010-11-12",27.1
"976","2010-11-15",27.5
"977","2010-11-16",27.1
"978","2010-11-17",27.5
"979","2010-11-18",27.1
"980","2010-11-19",27.950001
"981","2010-11-22",28
"982","2010-11-23",26.799999
"983","2010-11-24",26.799999
"984","2010-11-26",26.799999
"985","2010-11-29",26.799999
"986","2010-11-30",26.799999
"987","2010-12-01",26.6
"988","2010-12-02",26.6
"989","2010-12-03",26.6
"990","2010-12-06",26.6
"991","2010-12-07",26.6
"992","2010-12-08",26.6
"993","2010-12-09",26.6
"994","2010-12-10",26.6
"995","2010-12-13",27.5
"996","2010-12-14",27.5
"997","2010-12-15",27.5
"998","2010-12-16",27.5
"999","2010-12-17",27.5
"1000","2010-12-20",27.5
"1001","2010-12-21",27.5
"1002","2010-12-22",26.6
"1003","2010-12-23",26.6
"1004","2010-12-27",26.6
"1005","2010-12-28",26.6
"1006","2010-12-29",26.6
"1007","2010-12-30",26.6
"1008","2010-12-31",26.6
"1009","2011-01-03",26.6
"1010","2011-01-04",26.6
"1011","2011-01-05",27
"1012","2011-01-06",27
"1013","2011-01-07",26.6
"1014","2011-01-10",26.6
"1015","2011-01-11",26.610001
"1016","2011-01-12",26.610001
"1017","2011-01-13",26.6
"1018","2011-01-14",26.4
"1019","2011-01-18",27.200001
"1020","2011-01-19",27.200001
"1021","2011-01-20",27.200001
"1022","2011-01-21",27.200001
"1023","2011-01-24",27.200001
"1024","2011-01-25",27.200001
"1025","2011-01-26",27.200001
"1026","2011-01-27",27.200001
"1027","2011-01-28",26.4
"1028","2011-01-31",26.799999
"1029","2011-02-01",26.5
"1030","2011-02-02",26.85
"1031","2011-02-03",26.85
"1032","2011-02-04",26.9
"1033","2011-02-07",26.65
"1034","2011-02-08",26.5
"1035","2011-02-09",26.5
