"","date","UAL"
"1","2007-01-03",46.360001
"2","2007-01-04",47.349998
"3","2007-01-05",46.549999
"4","2007-01-08",46.799999
"5","2007-01-09",46.84
"6","2007-01-10",48.849998
"7","2007-01-11",50.080002
"8","2007-01-12",50.16
"9","2007-01-16",51.209999
"10","2007-01-17",49.099998
"11","2007-01-18",49.610001
"12","2007-01-19",49.150002
"13","2007-01-22",48.75
"14","2007-01-23",44.810001
"15","2007-01-24",45.68
"16","2007-01-25",45.189999
"17","2007-01-26",43.549999
"18","2007-01-29",45.029999
"19","2007-01-30",43.049999
"20","2007-01-31",43.200001
"21","2007-02-01",44.18
"22","2007-02-02",44.310001
"23","2007-02-05",44.380001
"24","2007-02-06",45.119999
"25","2007-02-07",45.360001
"26","2007-02-08",44.900002
"27","2007-02-09",44.419998
"28","2007-02-12",44.759998
"29","2007-02-13",44.709999
"30","2007-02-14",44.869999
"31","2007-02-15",44.5
"32","2007-02-16",44.650002
"33","2007-02-20",45.169998
"34","2007-02-21",44.59
"35","2007-02-22",43.389999
"36","2007-02-23",42.740002
"37","2007-02-26",42.150002
"38","2007-02-27",40.02
"39","2007-02-28",39.990002
"40","2007-03-01",39.98
"41","2007-03-02",39.07
"42","2007-03-05",38.450001
"43","2007-03-06",39.200001
"44","2007-03-07",38.830002
"45","2007-03-08",38.209999
"46","2007-03-09",38.450001
"47","2007-03-12",39.98
"48","2007-03-13",38.869999
"49","2007-03-14",37.82
"50","2007-03-15",38.900002
"51","2007-03-16",38.459999
"52","2007-03-19",39.810001
"53","2007-03-20",40.209999
"54","2007-03-21",41.470001
"55","2007-03-22",39.700001
"56","2007-03-23",39.41
"57","2007-03-26",38.32
"58","2007-03-27",38.360001
"59","2007-03-28",38.110001
"60","2007-03-29",38.040001
"61","2007-03-30",38.169998
"62","2007-04-02",38.349998
"63","2007-04-03",40.169998
"64","2007-04-04",40.049999
"65","2007-04-05",40.939999
"66","2007-04-09",42.310001
"67","2007-04-10",41.900002
"68","2007-04-11",42.57
"69","2007-04-12",42.25
"70","2007-04-13",42.169998
"71","2007-04-16",42.77
"72","2007-04-17",43.330002
"73","2007-04-18",44.23
"74","2007-04-19",42.779999
"75","2007-04-20",40.849998
"76","2007-04-23",39.400002
"77","2007-04-24",39.16
"78","2007-04-25",38.279999
"79","2007-04-26",36.950001
"80","2007-04-27",34.009998
"81","2007-04-30",33.400002
"82","2007-05-01",33.200001
"83","2007-05-02",33.759998
"84","2007-05-03",33.549999
"85","2007-05-04",35.57
"86","2007-05-07",35.470001
"87","2007-05-08",35.779999
"88","2007-05-09",35.25
"89","2007-05-10",34.610001
"90","2007-05-11",34.720001
"91","2007-05-14",33.77
"92","2007-05-15",33.299999
"93","2007-05-16",34.619999
"94","2007-05-17",35.630001
"95","2007-05-18",35.779999
"96","2007-05-21",35.610001
"97","2007-05-22",36.799999
"98","2007-05-23",37.080002
"99","2007-05-24",37.77
"100","2007-05-25",38.119999
"101","2007-05-29",38.98
"102","2007-05-30",39.32
"103","2007-05-31",39.259998
"104","2007-06-01",38.779999
"105","2007-06-04",36.209999
"106","2007-06-05",36.77
"107","2007-06-06",36.360001
"108","2007-06-07",35.110001
"109","2007-06-08",36.07
"110","2007-06-11",35.400002
"111","2007-06-12",34.599998
"112","2007-06-13",35.029999
"113","2007-06-14",35.790001
"114","2007-06-15",35.759998
"115","2007-06-18",35.330002
"116","2007-06-19",37.93
"117","2007-06-20",38.669998
"118","2007-06-21",39.349998
"119","2007-06-22",39.369999
"120","2007-06-25",38.959999
"121","2007-06-26",38.610001
"122","2007-06-27",38.950001
"123","2007-06-28",40.630001
"124","2007-06-29",40.59
"125","2007-07-02",41.130001
"126","2007-07-03",42.099998
"127","2007-07-05",44.200001
"128","2007-07-06",44.939999
"129","2007-07-09",44.860001
"130","2007-07-10",43.639999
"131","2007-07-11",42.939999
"132","2007-07-12",43.060001
"133","2007-07-13",43.080002
"134","2007-07-16",44.5
"135","2007-07-17",45.77
"136","2007-07-18",47.279999
"137","2007-07-19",46.93
"138","2007-07-20",47.18
"139","2007-07-23",47.240002
"140","2007-07-24",49.23
"141","2007-07-25",48.220001
"142","2007-07-26",46.560001
"143","2007-07-27",45.549999
"144","2007-07-30",45.299999
"145","2007-07-31",44.139999
"146","2007-08-01",44.439999
"147","2007-08-02",45.639999
"148","2007-08-03",44.810001
"149","2007-08-06",43.48
"150","2007-08-07",43.450001
"151","2007-08-08",46.119999
"152","2007-08-09",43.82
"153","2007-08-10",42.630001
"154","2007-08-13",42.459999
"155","2007-08-14",41.669998
"156","2007-08-15",38.119999
"157","2007-08-16",38.560001
"158","2007-08-17",40.639999
"159","2007-08-20",40.439999
"160","2007-08-21",42.84
"161","2007-08-22",43.830002
"162","2007-08-23",43.709999
"163","2007-08-24",45.509998
"164","2007-08-27",44.240002
"165","2007-08-28",43.799999
"166","2007-08-29",45.310001
"167","2007-08-30",46.09
"168","2007-08-31",47.470001
"169","2007-09-04",47.849998
"170","2007-09-05",46.950001
"171","2007-09-06",45.889999
"172","2007-09-07",44.68
"173","2007-09-10",44.650002
"174","2007-09-11",45.709999
"175","2007-09-12",44.200001
"176","2007-09-13",45.02
"177","2007-09-14",45.860001
"178","2007-09-17",44.889999
"179","2007-09-18",46.119999
"180","2007-09-19",47.790001
"181","2007-09-20",46.830002
"182","2007-09-21",46.009998
"183","2007-09-24",43.23
"184","2007-09-25",44.110001
"185","2007-09-26",45.77
"186","2007-09-27",45.77
"187","2007-09-28",46.529999
"188","2007-10-01",47.779999
"189","2007-10-02",48.790001
"190","2007-10-03",48.259998
"191","2007-10-04",47.110001
"192","2007-10-05",48.400002
"193","2007-10-08",48.599998
"194","2007-10-09",49.040001
"195","2007-10-10",48.700001
"196","2007-10-11",47.610001
"197","2007-10-12",47.82
"198","2007-10-15",46.580002
"199","2007-10-16",47.790001
"200","2007-10-17",49.66
"201","2007-10-18",49.029999
"202","2007-10-19",47.869999
"203","2007-10-22",48.130001
"204","2007-10-23",51.490002
"205","2007-10-24",50.27
"206","2007-10-25",48.610001
"207","2007-10-26",47.279999
"208","2007-10-29",46.619999
"209","2007-10-30",48.18
"210","2007-10-31",47.900002
"211","2007-11-01",47.080002
"212","2007-11-02",45.529999
"213","2007-11-05",45.330002
"214","2007-11-06",43.48
"215","2007-11-07",42.009998
"216","2007-11-08",41.439999
"217","2007-11-09",40.310001
"218","2007-11-12",41.02
"219","2007-11-13",43.5
"220","2007-11-14",44.169998
"221","2007-11-15",43.259998
"222","2007-11-16",42.91
"223","2007-11-19",40.759998
"224","2007-11-20",38.189999
"225","2007-11-21",39
"226","2007-11-23",40.23
"227","2007-11-26",39.779999
"228","2007-11-27",40.610001
"229","2007-11-28",41.5
"230","2007-11-29",40.119999
"231","2007-11-30",40.939999
"232","2007-12-03",39.810001
"233","2007-12-04",39.98
"234","2007-12-05",40.130001
"235","2007-12-06",40.630001
"236","2007-12-07",42.389999
"237","2007-12-10",41.93
"238","2007-12-11",38.990002
"239","2007-12-12",36.48
"240","2007-12-13",36.560001
"241","2007-12-14",36.77
"242","2007-12-17",34.810001
"243","2007-12-18",34.619999
"244","2007-12-19",36.5
"245","2007-12-20",35.540001
"246","2007-12-21",35.75
"247","2007-12-24",36.970001
"248","2007-12-26",36.130001
"249","2007-12-27",34.799999
"250","2007-12-28",34.490002
