"","date","COR"
"352","2012-02-14",21.77
"353","2012-02-15",21.73
"354","2012-02-16",21.700001
"355","2012-02-17",21.67
"356","2012-02-21",21.309999
"357","2012-02-22",21.190001
"358","2012-02-23",21.27
"359","2012-02-24",21.549999
"360","2012-02-27",22.110001
"361","2012-02-28",21.799999
"362","2012-02-29",21.35
"363","2012-03-01",22.01
"364","2012-03-02",22.200001
"365","2012-03-05",22.690001
"366","2012-03-06",22.35
"367","2012-03-07",22.77
"368","2012-03-08",22.450001
"369","2012-03-09",22.25
"370","2012-03-12",22.209999
"371","2012-03-13",22.34
"372","2012-03-14",22.77
"373","2012-03-15",22.77
"374","2012-03-16",22.799999
"375","2012-03-19",23.9
"376","2012-03-20",24.120001
"377","2012-03-21",24.139999
"378","2012-03-22",23.620001
"379","2012-03-23",24
"380","2012-03-26",23.93
"381","2012-03-27",23.9
"382","2012-03-28",23.85
"383","2012-03-29",23.67
"384","2012-03-30",23.59
"385","2012-04-02",23.98
"386","2012-04-03",23.59
"387","2012-04-04",23.540001
"388","2012-04-05",23.99
"389","2012-04-09",23.51
"390","2012-04-10",22.59
"391","2012-04-11",23.309999
"392","2012-04-12",23.790001
"393","2012-04-13",23.84
"394","2012-04-16",23.940001
"395","2012-04-17",23.940001
"396","2012-04-18",23.6
"397","2012-04-19",23.790001
"398","2012-04-20",24.26
"399","2012-04-23",23.83
"400","2012-04-24",24.280001
"401","2012-04-25",24.5
"402","2012-04-26",24.870001
"403","2012-04-27",25.07
"404","2012-04-30",24.91
"405","2012-05-01",25.35
"406","2012-05-02",25.43
"407","2012-05-03",25.48
"408","2012-05-04",25.24
"409","2012-05-07",25.34
"410","2012-05-08",25.48
"411","2012-05-09",25.34
"412","2012-05-10",24.700001
"413","2012-05-11",24.75
"414","2012-05-14",24.65
"415","2012-05-15",24.719999
"416","2012-05-16",24.73
"417","2012-05-17",23.870001
"418","2012-05-18",23.6
"419","2012-05-21",23.809999
"420","2012-05-22",23.809999
"421","2012-05-23",23.950001
"422","2012-05-24",24.049999
"423","2012-05-25",23.959999
"424","2012-05-29",24.15
"425","2012-05-30",23.52
"426","2012-05-31",23.85
"427","2012-06-01",23.34
"428","2012-06-04",23.209999
"429","2012-06-05",23.68
"430","2012-06-06",24.709999
"431","2012-06-07",24.17
"432","2012-06-08",24.620001
"433","2012-06-11",23.67
"434","2012-06-12",24.01
"435","2012-06-13",23.860001
"436","2012-06-14",24.18
"437","2012-06-15",24.5
"438","2012-06-18",24.83
"439","2012-06-19",25.549999
"440","2012-06-20",24.889999
"441","2012-06-21",24.58
"442","2012-06-22",24.58
"443","2012-06-25",24.379999
"444","2012-06-26",24.67
"445","2012-06-27",24.889999
"446","2012-06-28",25.190001
"447","2012-06-29",25.82
"448","2012-07-02",26.379999
"449","2012-07-03",26.9
"450","2012-07-05",26.969999
"451","2012-07-06",26.9
"452","2012-07-09",26.959999
"453","2012-07-10",26.450001
"454","2012-07-11",26.469999
"455","2012-07-12",26.809999
"456","2012-07-13",27.32
"457","2012-07-16",27.559999
"458","2012-07-17",27.780001
"459","2012-07-18",27.110001
"460","2012-07-19",26.309999
"461","2012-07-20",26.389999
"462","2012-07-23",25.860001
"463","2012-07-24",25.969999
"464","2012-07-25",25.879999
"465","2012-07-26",26.129999
"466","2012-07-27",26.6
"467","2012-07-30",26.74
"468","2012-07-31",26.66
"469","2012-08-01",26.110001
"470","2012-08-02",26.299999
"471","2012-08-03",26.719999
"472","2012-08-06",26.629999
"473","2012-08-07",26.93
"474","2012-08-08",27.17
"475","2012-08-09",27.15
"476","2012-08-10",26.92
"477","2012-08-13",26.700001
"478","2012-08-14",26.58
"479","2012-08-15",26.98
"480","2012-08-16",27.389999
"481","2012-08-17",27.59
"482","2012-08-20",27.16
"483","2012-08-21",27.049999
"484","2012-08-22",26.889999
"485","2012-08-23",26.360001
"486","2012-08-24",26.82
"487","2012-08-27",27.35
"488","2012-08-28",27.219999
"489","2012-08-29",27.27
"490","2012-08-30",27
"491","2012-08-31",27.190001
"492","2012-09-04",27.360001
"493","2012-09-05",27.219999
"494","2012-09-06",27.5
"495","2012-09-07",27.17
"496","2012-09-10",27.040001
"497","2012-09-11",26.84
"498","2012-09-12",26.68
"499","2012-09-13",26.52
"500","2012-09-14",26.5
"501","2012-09-17",26.299999
"502","2012-09-18",26.370001
"503","2012-09-19",26.18
"504","2012-09-20",25.620001
"505","2012-09-21",26.18
"506","2012-09-24",26.27
"507","2012-09-25",26.57
"508","2012-09-26",26.6
"509","2012-09-27",26.77
"510","2012-09-28",26.940001
"511","2012-10-01",26.629999
"512","2012-10-02",26.23
"513","2012-10-03",26.799999
"514","2012-10-04",27.01
"515","2012-10-05",27.280001
"516","2012-10-08",27.309999
"517","2012-10-09",27.309999
"518","2012-10-10",27.370001
"519","2012-10-11",26.76
"520","2012-10-12",26.530001
"521","2012-10-15",26.620001
"522","2012-10-16",26.73
"523","2012-10-17",26.48
"524","2012-10-18",26.43
"525","2012-10-19",26.08
"526","2012-10-22",26.030001
"527","2012-10-23",25.799999
"528","2012-10-24",25.99
"529","2012-10-25",24.09
"530","2012-10-26",23.32
"531","2012-10-31",22.73
"532","2012-11-01",23.5
"533","2012-11-02",22.9
"534","2012-11-05",22.52
"535","2012-11-06",22.530001
"536","2012-11-07",22.469999
"537","2012-11-08",21.99
"538","2012-11-09",21.780001
"539","2012-11-12",21.780001
"540","2012-11-13",21.540001
"541","2012-11-14",21.1
"542","2012-11-15",20.98
"543","2012-11-16",22.24
"544","2012-11-19",23.549999
"545","2012-11-20",23.860001
"546","2012-11-21",23.799999
"547","2012-11-23",24.09
"548","2012-11-26",24.799999
"549","2012-11-27",25.190001
"550","2012-11-28",25.32
"551","2012-11-29",25.57
"552","2012-11-30",25.6
"553","2012-12-03",25.790001
"554","2012-12-04",25.719999
"555","2012-12-05",25.690001
"556","2012-12-06",26.01
"557","2012-12-07",25.799999
"558","2012-12-10",25.83
"559","2012-12-11",25.91
"560","2012-12-12",25.92
"561","2012-12-13",26.02
"562","2012-12-14",26.02
"563","2012-12-17",26.15
"564","2012-12-18",26.700001
"565","2012-12-19",27.059999
"566","2012-12-20",27.27
"567","2012-12-21",27.58
"568","2012-12-24",27.530001
"569","2012-12-26",27.459999
"570","2012-12-27",27.76
"571","2012-12-28",27.629999
"572","2012-12-31",27.66
"573","2013-01-02",28.73
"574","2013-01-03",28.690001
"575","2013-01-04",29.129999
"576","2013-01-07",29.040001
"577","2013-01-08",28.889999
"578","2013-01-09",29.49
"579","2013-01-10",29.620001
"580","2013-01-11",30
"581","2013-01-14",30.24
"582","2013-01-15",30.77
"583","2013-01-16",30.110001
"584","2013-01-17",30.5
"585","2013-01-18",29.870001
"586","2013-01-22",30.27
"587","2013-01-23",30.040001
"588","2013-01-24",29.73
"589","2013-01-25",29.82
"590","2013-01-28",30.049999
"591","2013-01-29",30.49
"592","2013-01-30",29.559999
"593","2013-01-31",29.5
"594","2013-02-01",30.620001
"595","2013-02-04",31.26
"596","2013-02-05",30.879999
"597","2013-02-06",30.290001
"598","2013-02-07",30.6
"599","2013-02-08",30.6
"600","2013-02-11",30.51
"601","2013-02-12",30.719999
"602","2013-02-13",30.639999
"603","2013-02-14",31.02
"604","2013-02-15",29.85
"605","2013-02-19",30.299999
"606","2013-02-20",29.709999
"607","2013-02-21",30.309999
"608","2013-02-22",31.99
"609","2013-02-25",31.85
"610","2013-02-26",31.719999
"611","2013-02-27",32.220001
"612","2013-02-28",32.400002
"613","2013-03-01",33.77
"614","2013-03-04",34.34
"615","2013-03-05",34.299999
"616","2013-03-06",34.790001
"617","2013-03-07",34.990002
"618","2013-03-08",34.639999
"619","2013-03-11",34.150002
"620","2013-03-12",34.23
"621","2013-03-13",34.080002
"622","2013-03-14",34.18
"623","2013-03-15",34.23
"624","2013-03-18",33.990002
"625","2013-03-19",33.810001
"626","2013-03-20",34.580002
"627","2013-03-21",34.82
"628","2013-03-22",35.110001
"629","2013-03-25",35.080002
"630","2013-03-26",35.150002
"631","2013-03-27",34.990002
"632","2013-03-28",34.98
"633","2013-04-01",35.029999
"634","2013-04-02",35.119999
"635","2013-04-03",34.98
"636","2013-04-04",35.139999
"637","2013-04-05",34.709999
"638","2013-04-08",35.259998
"639","2013-04-09",34.84
"640","2013-04-10",35.040001
"641","2013-04-11",35.669998
"642","2013-04-12",35.700001
"643","2013-04-15",35.169998
"644","2013-04-16",35.5
"645","2013-04-17",35.869999
"646","2013-04-18",36.369999
"647","2013-04-19",37.18
"648","2013-04-22",37.709999
"649","2013-04-23",37.68
"650","2013-04-24",35.599998
"651","2013-04-25",35.41
"652","2013-04-26",34.669998
"653","2013-04-29",35.439999
"654","2013-04-30",36.18
"655","2013-05-01",35.5
"656","2013-05-02",35.619999
"657","2013-05-03",36.32
"658","2013-05-06",38.299999
"659","2013-05-07",38.209999
"660","2013-05-08",38.150002
"661","2013-05-09",36.389999
"662","2013-05-10",36.25
"663","2013-05-13",36.849998
"664","2013-05-14",36.810001
"665","2013-05-15",36.650002
"666","2013-05-16",35.52
"667","2013-05-17",35.880001
"668","2013-05-20",35.889999
"669","2013-05-21",35.740002
"670","2013-05-22",34.700001
"671","2013-05-23",34.169998
"672","2013-05-24",33.700001
"673","2013-05-28",33.68
"674","2013-05-29",32.450001
"675","2013-05-30",32.790001
"676","2013-05-31",32.119999
"677","2013-06-03",31.74
"678","2013-06-04",31.67
"679","2013-06-05",31.51
"680","2013-06-06",32.459999
"681","2013-06-07",31.52
"682","2013-06-10",31.110001
"683","2013-06-11",31.190001
"684","2013-06-12",30.299999
"685","2013-06-13",31
"686","2013-06-14",30.959999
"687","2013-06-17",31.51
"688","2013-06-18",31.77
"689","2013-06-19",31.209999
"690","2013-06-20",29.84
"691","2013-06-21",30.129999
"692","2013-06-24",30.09
"693","2013-06-25",30.389999
"694","2013-06-26",30.610001
"695","2013-06-27",31.09
"696","2013-06-28",31.809999
"697","2013-07-01",33.130001
"698","2013-07-02",32.139999
"699","2013-07-03",31.99
"700","2013-07-05",31.75
"701","2013-07-08",31.450001
"702","2013-07-09",31.82
"703","2013-07-10",31.73
"704","2013-07-11",32.490002
"705","2013-07-12",32.990002
"706","2013-07-15",33.18
"707","2013-07-16",33.419998
"708","2013-07-17",33.09
"709","2013-07-18",33.68
"710","2013-07-19",33.130001
"711","2013-07-22",32.939999
"712","2013-07-23",32.759998
"713","2013-07-24",33.450001
"714","2013-07-25",34.560001
"715","2013-07-26",35.360001
"716","2013-07-29",35.529999
"717","2013-07-30",34.59
"718","2013-07-31",33.959999
"719","2013-08-01",33.82
"720","2013-08-02",34.889999
"721","2013-08-05",34.32
"722","2013-08-06",34.48
"723","2013-08-07",34.09
"724","2013-08-08",34.380001
"725","2013-08-09",35.560001
"726","2013-08-12",35.52
"727","2013-08-13",34.84
"728","2013-08-14",34.900002
"729","2013-08-15",33.470001
"730","2013-08-16",32.099998
"731","2013-08-19",31.620001
"732","2013-08-20",32.57
"733","2013-08-21",32.619999
"734","2013-08-22",32.389999
"735","2013-08-23",32.18
"736","2013-08-26",31.66
"737","2013-08-27",30.969999
"738","2013-08-28",30.24
"739","2013-08-29",30.780001
"740","2013-08-30",30.43
"741","2013-09-03",30
"742","2013-09-04",31.26
"743","2013-09-05",31.75
"744","2013-09-06",32.259998
"745","2013-09-09",32.77
"746","2013-09-10",32.5
"747","2013-09-11",32.560001
"748","2013-09-12",32.400002
"749","2013-09-13",32.18
"750","2013-09-16",32.279999
"751","2013-09-17",32.860001
"752","2013-09-18",34.18
"753","2013-09-19",34.970001
"754","2013-09-20",34.790001
"755","2013-09-23",34.790001
"756","2013-09-24",35.16
"757","2013-09-25",35.16
"758","2013-09-26",34.759998
"759","2013-09-27",34.709999
"760","2013-09-30",33.939999
"761","2013-10-01",34
"762","2013-10-02",33.43
"763","2013-10-03",32.779999
"764","2013-10-04",33.080002
"765","2013-10-07",32.98
"766","2013-10-08",32.759998
"767","2013-10-09",32.099998
"768","2013-10-10",33.060001
"769","2013-10-11",33.630001
"770","2013-10-14",33.150002
"771","2013-10-15",33.41
"772","2013-10-16",33.400002
"773","2013-10-17",33.990002
"774","2013-10-18",34.060001
"775","2013-10-21",34.369999
"776","2013-10-22",34.349998
"777","2013-10-23",34.139999
"778","2013-10-24",34.119999
"779","2013-10-25",34.68
"780","2013-10-28",34.709999
"781","2013-10-29",34.59
"782","2013-10-30",33.650002
"783","2013-10-31",32.439999
"784","2013-11-01",32.599998
"785","2013-11-04",31.85
"786","2013-11-05",31.66
"787","2013-11-06",30.799999
"788","2013-11-07",31.23
"789","2013-11-08",31.129999
"790","2013-11-11",31.16
"791","2013-11-12",30.799999
"792","2013-11-13",31.120001
"793","2013-11-14",30.82
"794","2013-11-15",30.91
"795","2013-11-18",30.92
"796","2013-11-19",30.75
"797","2013-11-20",30.879999
"798","2013-11-21",31.98
"799","2013-11-22",31.66
"800","2013-11-25",31.08
"801","2013-11-26",31.59
"802","2013-11-27",32.290001
"803","2013-11-29",32.360001
"804","2013-12-02",29.92
"805","2013-12-03",29.040001
"806","2013-12-04",29.23
"807","2013-12-05",29.48
"808","2013-12-06",29.59
"809","2013-12-09",29.66
"810","2013-12-10",29.450001
"811","2013-12-11",28.77
"812","2013-12-12",28.25
"813","2013-12-13",29.02
"814","2013-12-16",29.41
"815","2013-12-17",29.98
"816","2013-12-18",30.51
"817","2013-12-19",30.610001
"818","2013-12-20",31.32
"819","2013-12-23",31.57
"820","2013-12-24",31.75
"821","2013-12-26",31.91
"822","2013-12-27",31.77
"823","2013-12-30",31.959999
"824","2013-12-31",32.189999
"825","2014-01-02",31.709999
"826","2014-01-03",31.639999
"827","2014-01-06",31.65
"828","2014-01-07",32.009998
"829","2014-01-08",31.49
"830","2014-01-09",31.809999
"831","2014-01-10",30.84
"832","2014-01-13",31.41
"833","2014-01-14",32.509998
"834","2014-01-15",33.029999
"835","2014-01-16",33.040001
"836","2014-01-17",33.049999
"837","2014-01-21",33.419998
"838","2014-01-22",33.32
"839","2014-01-23",32.900002
"840","2014-01-24",33.009998
"841","2014-01-27",32.299999
"842","2014-01-28",31.65
"843","2014-01-29",30.65
"844","2014-01-30",30.77
"845","2014-01-31",30.68
"846","2014-02-03",30.25
"847","2014-02-04",30.65
"848","2014-02-05",29.9
"849","2014-02-06",29.959999
"850","2014-02-07",30.209999
"851","2014-02-10",30.75
"852","2014-02-11",30.09
"853","2014-02-12",30.07
"854","2014-02-13",30.219999
"855","2014-02-14",31.389999
"856","2014-02-18",31.780001
"857","2014-02-19",30.99
"858","2014-02-20",30.879999
"859","2014-02-21",31.059999
"860","2014-02-24",31.4
"861","2014-02-25",31.58
"862","2014-02-26",31.51
"863","2014-02-27",31.25
"864","2014-02-28",31.139999
"865","2014-03-03",31.25
"866","2014-03-04",31.73
"867","2014-03-05",31.860001
"868","2014-03-06",31.540001
"869","2014-03-07",30.82
"870","2014-03-10",30.84
"871","2014-03-11",31.34
"872","2014-03-12",31.42
"873","2014-03-13",30.450001
"874","2014-03-14",30.5
"875","2014-03-17",30.9
"876","2014-03-18",30.91
"877","2014-03-19",30.07
"878","2014-03-20",29.98
"879","2014-03-21",30.66
"880","2014-03-24",30.59
"881","2014-03-25",30.35
"882","2014-03-26",30.51
"883","2014-03-27",30.620001
"884","2014-03-28",30.57
"885","2014-03-31",31
"886","2014-04-01",31
"887","2014-04-02",30.99
"888","2014-04-03",31.68
"889","2014-04-04",31.549999
"890","2014-04-07",31.639999
"891","2014-04-08",32.259998
"892","2014-04-09",32.09
"893","2014-04-10",31.059999
"894","2014-04-11",30.280001
"895","2014-04-14",30.42
"896","2014-04-15",31.110001
"897","2014-04-16",30.959999
"898","2014-04-17",30.66
"899","2014-04-21",30.92
"900","2014-04-22",30.690001
"901","2014-04-23",30.379999
"902","2014-04-24",30.15
"903","2014-04-25",30.620001
"904","2014-04-28",30.76
"905","2014-04-29",30.379999
"906","2014-04-30",30.42
"907","2014-05-01",30.51
"908","2014-05-02",30.639999
"909","2014-05-05",30.35
"910","2014-05-06",30.030001
"911","2014-05-07",30.24
"912","2014-05-08",30.190001
"913","2014-05-09",30.790001
"914","2014-05-12",30.940001
"915","2014-05-13",30.92
"916","2014-05-14",30.75
"917","2014-05-15",30.65
"918","2014-05-16",31.540001
"919","2014-05-19",31.33
"920","2014-05-20",31.17
"921","2014-05-21",30.92
"922","2014-05-22",30.85
"923","2014-05-23",30.870001
"924","2014-05-27",31.690001
"925","2014-05-28",31.200001
"926","2014-05-29",31.59
"927","2014-05-30",31.700001
"928","2014-06-02",31.77
"929","2014-06-03",31.799999
"930","2014-06-04",32.580002
"931","2014-06-05",33.349998
"932","2014-06-06",33.27
"933","2014-06-09",32.919998
"934","2014-06-10",33.060001
"935","2014-06-11",33.099998
"936","2014-06-12",32.349998
"937","2014-06-13",32.310001
"938","2014-06-16",32.389999
"939","2014-06-17",32.84
"940","2014-06-18",32.98
"941","2014-06-19",33.27
"942","2014-06-20",33.209999
"943","2014-06-23",33.040001
"944","2014-06-24",33.040001
"945","2014-06-25",32.93
"946","2014-06-26",32.720001
"947","2014-06-27",33.029999
"948","2014-06-30",33.07
"949","2014-07-01",33.990002
"950","2014-07-02",33.91
"951","2014-07-03",33.549999
"952","2014-07-07",33.52
"953","2014-07-08",33.700001
"954","2014-07-09",33.700001
"955","2014-07-10",33.57
"956","2014-07-11",33.59
"957","2014-07-14",33.849998
"958","2014-07-15",33.43
"959","2014-07-16",33.240002
"960","2014-07-17",32.73
"961","2014-07-18",33.599998
"962","2014-07-21",33.330002
"963","2014-07-22",33.900002
"964","2014-07-23",34.48
"965","2014-07-24",34.419998
"966","2014-07-25",34.189999
"967","2014-07-28",34.459999
"968","2014-07-29",34.18
"969","2014-07-30",33.18
"970","2014-07-31",32.66
"971","2014-08-01",33.150002
"972","2014-08-04",33.490002
"973","2014-08-05",32.990002
"974","2014-08-06",33.110001
