"","date","TXT"
"1","2007-01-03",47.625
"2","2007-01-04",47.174999
"3","2007-01-05",47.110001
"4","2007-01-08",47.105
"5","2007-01-09",46.950001
"6","2007-01-10",46.970001
"7","2007-01-11",47.875
"8","2007-01-12",48.09
"9","2007-01-16",48.645
"10","2007-01-17",49.099998
"11","2007-01-18",48.950001
"12","2007-01-19",47.575001
"13","2007-01-22",47.415001
"14","2007-01-23",47.924999
"15","2007-01-24",48.290001
"16","2007-01-25",46.575001
"17","2007-01-26",46.049999
"18","2007-01-29",46.650002
"19","2007-01-30",45.674999
"20","2007-01-31",46.584999
"21","2007-02-01",47.075001
"22","2007-02-02",46.825001
"23","2007-02-05",46.924999
"24","2007-02-06",47.505001
"25","2007-02-07",48.174999
"26","2007-02-08",48.255001
"27","2007-02-09",48.18
"28","2007-02-12",48.264999
"29","2007-02-13",48.880001
"30","2007-02-14",48.869999
"31","2007-02-15",48.855
"32","2007-02-16",48.650002
"33","2007-02-20",49.035
"34","2007-02-21",48.900002
"35","2007-02-22",48.150002
"36","2007-02-23",48.080002
"37","2007-02-26",47.580002
"38","2007-02-27",45.415001
"39","2007-02-28",46.134998
"40","2007-03-01",45.849998
"41","2007-03-02",44.785
"42","2007-03-05",44.235001
"43","2007-03-06",44.98
"44","2007-03-07",44.445
"45","2007-03-08",45.285
"46","2007-03-09",44.970001
"47","2007-03-12",44.91
"48","2007-03-13",44.080002
"49","2007-03-14",44.650002
"50","2007-03-15",44.759998
"51","2007-03-16",44.974998
"52","2007-03-19",45.875
"53","2007-03-20",46.07
"54","2007-03-21",46.715
"55","2007-03-22",45.695
"56","2007-03-23",46.459999
"57","2007-03-26",45.855
"58","2007-03-27",45.205002
"59","2007-03-28",44.665001
"60","2007-03-29",45.044998
"61","2007-03-30",44.900002
"62","2007-04-02",45.345001
"63","2007-04-03",46.285
"64","2007-04-04",46.330002
"65","2007-04-05",46.310001
"66","2007-04-09",46.279999
"67","2007-04-10",45.66
"68","2007-04-11",45.549999
"69","2007-04-12",46.189999
"70","2007-04-13",47.169998
"71","2007-04-16",48.099998
"72","2007-04-17",48.060001
"73","2007-04-18",47.884998
"74","2007-04-19",50.285
"75","2007-04-20",50.869999
"76","2007-04-23",50.959999
"77","2007-04-24",50.384998
"78","2007-04-25",51.555
"79","2007-04-26",51.334999
"80","2007-04-27",51.855
"81","2007-04-30",50.834999
"82","2007-05-01",50.915001
"83","2007-05-02",51.240002
"84","2007-05-03",51.869999
"85","2007-05-04",51.625
"86","2007-05-07",51.735001
"87","2007-05-08",51.34
"88","2007-05-09",51.43
"89","2007-05-10",50.855
"90","2007-05-11",51.235001
"91","2007-05-14",51.875
"92","2007-05-15",51.865002
"93","2007-05-16",52.154999
"94","2007-05-17",52.145
"95","2007-05-18",52.689999
"96","2007-05-21",52.82
"97","2007-05-22",52.455002
"98","2007-05-23",53.654999
"99","2007-05-24",53.134998
"100","2007-05-25",53.174999
"101","2007-05-29",53.215
"102","2007-05-30",53.494999
"103","2007-05-31",53.650002
"104","2007-06-01",54.084999
"105","2007-06-04",54.09
"106","2007-06-05",53.900002
"107","2007-06-06",53.130001
"108","2007-06-07",52.290001
"109","2007-06-08",53.290001
"110","2007-06-11",53.025002
"111","2007-06-12",52.615002
"112","2007-06-13",53.439999
"113","2007-06-14",54.785
"114","2007-06-15",54.875
"115","2007-06-18",54.415001
"116","2007-06-19",56.904999
"117","2007-06-20",55.919998
"118","2007-06-21",56.485001
"119","2007-06-22",55.625
"120","2007-06-25",55.255001
"121","2007-06-26",54.5
"122","2007-06-27",54.810001
"123","2007-06-28",55.375
"124","2007-06-29",55.055
"125","2007-07-02",56.75
"126","2007-07-03",56.959999
"127","2007-07-05",56.955002
"128","2007-07-06",57.990002
"129","2007-07-09",57.025002
"130","2007-07-10",55.970001
"131","2007-07-11",55.849998
"132","2007-07-12",57.099998
"133","2007-07-13",57.395
"134","2007-07-16",58.014999
"135","2007-07-17",57.375
"136","2007-07-18",57.715
"137","2007-07-19",61.099998
"138","2007-07-20",61.200001
"139","2007-07-23",62.75
"140","2007-07-24",60.900002
"141","2007-07-25",60.240002
