"","date","FFIN"
"1","2007-01-03",6.996666
"2","2007-01-04",7.105
"3","2007-01-05",6.836667
"4","2007-01-08",6.84
"5","2007-01-09",6.82
"6","2007-01-10",6.8
"7","2007-01-11",6.916667
"8","2007-01-12",6.875
"9","2007-01-16",6.861667
"10","2007-01-17",6.77
"11","2007-01-18",6.695
"12","2007-01-19",6.785
"13","2007-01-22",6.75
"14","2007-01-23",6.76
"15","2007-01-24",6.816667
"16","2007-01-25",6.731667
"17","2007-01-26",6.745
"18","2007-01-29",6.83
"19","2007-01-30",6.876667
"20","2007-01-31",6.87
"21","2007-02-01",6.908333
"22","2007-02-02",6.873333
"23","2007-02-05",6.856667
"24","2007-02-06",6.83
"25","2007-02-07",6.958333
"26","2007-02-08",7.08
"27","2007-02-09",7.031667
"28","2007-02-12",7.011667
"29","2007-02-13",7.08
"30","2007-02-14",6.97
"31","2007-02-15",7.048333
"32","2007-02-16",7.098333
"33","2007-02-20",7.165
"34","2007-02-21",7.121666
"35","2007-02-22",7.178333
"36","2007-02-23",7.175
"37","2007-02-26",7.228333
"38","2007-02-27",7.011667
"39","2007-02-28",6.988333
"40","2007-03-01",6.93
"41","2007-03-02",6.743333
"42","2007-03-05",6.676667
"43","2007-03-06",6.941667
"44","2007-03-07",6.731667
"45","2007-03-08",6.71
"46","2007-03-09",6.76
"47","2007-03-12",6.773334
"48","2007-03-13",6.686666
"49","2007-03-14",6.863333
"50","2007-03-15",6.95
"51","2007-03-16",6.835
"52","2007-03-19",6.878334
"53","2007-03-20",6.883333
"54","2007-03-21",6.936666
"55","2007-03-22",7.011667
"56","2007-03-23",6.938334
"57","2007-03-26",6.958333
"58","2007-03-27",6.855
"59","2007-03-28",6.838333
"60","2007-03-29",6.91
"61","2007-03-30",6.97
"62","2007-04-02",6.898334
"63","2007-04-03",7.031667
"64","2007-04-04",6.938334
"65","2007-04-05",6.888333
"66","2007-04-09",6.851666
"67","2007-04-10",6.895
"68","2007-04-11",6.833333
"69","2007-04-12",6.948333
"70","2007-04-13",6.965
"71","2007-04-16",7.065
"72","2007-04-17",7.048333
"73","2007-04-18",7.026667
"74","2007-04-19",7
"75","2007-04-20",6.976666
"76","2007-04-23",6.895
"77","2007-04-24",6.866667
"78","2007-04-25",6.853333
"79","2007-04-26",6.841667
"80","2007-04-27",6.748333
"81","2007-04-30",6.45
"82","2007-05-01",6.638333
"83","2007-05-02",6.833333
"84","2007-05-03",6.798333
"85","2007-05-04",6.841667
"86","2007-05-07",6.841667
"87","2007-05-08",6.775
"88","2007-05-09",6.816667
"89","2007-05-10",6.686666
"90","2007-05-11",6.803333
"91","2007-05-14",6.753334
"92","2007-05-15",6.7
"93","2007-05-16",6.75
"94","2007-05-17",6.75
"95","2007-05-18",6.695
"96","2007-05-21",6.82
"97","2007-05-22",6.868333
"98","2007-05-23",6.775
"99","2007-05-24",6.673333
"100","2007-05-25",6.708333
"101","2007-05-29",6.763333
"102","2007-05-30",6.785
"103","2007-05-31",6.756667
"104","2007-06-01",6.801667
"105","2007-06-04",6.75
"106","2007-06-05",6.61
"107","2007-06-06",6.591667
"108","2007-06-07",6.483333
"109","2007-06-08",6.618333
"110","2007-06-11",6.548333
"111","2007-06-12",6.463333
"112","2007-06-13",6.52
"113","2007-06-14",6.521667
"114","2007-06-15",6.676667
"115","2007-06-18",6.646667
"116","2007-06-19",6.596667
"117","2007-06-20",6.406667
"118","2007-06-21",6.363333
"119","2007-06-22",6.34
"120","2007-06-25",6.288333
"121","2007-06-26",6.278333
"122","2007-06-27",6.491667
"123","2007-06-28",6.491667
"124","2007-06-29",6.468333
"125","2007-07-02",6.515
"126","2007-07-03",6.526667
"127","2007-07-05",6.48
"128","2007-07-06",6.493333
"129","2007-07-09",6.501667
"130","2007-07-10",6.27
"131","2007-07-11",6.295
"132","2007-07-12",6.491667
"133","2007-07-13",6.421667
"134","2007-07-16",6.341667
"135","2007-07-17",6.348333
"136","2007-07-18",6.311666
"137","2007-07-19",6.201667
"138","2007-07-20",6.2
"139","2007-07-23",6.12
"140","2007-07-24",6.076667
"141","2007-07-25",6.241667
"142","2007-07-26",6.235
"143","2007-07-27",6.085
"144","2007-07-30",6.095
"145","2007-07-31",6.04
"146","2007-08-01",6.136667
"147","2007-08-02",6.196667
"148","2007-08-03",5.893333
"149","2007-08-06",6.25
"150","2007-08-07",6.45
"151","2007-08-08",6.708333
"152","2007-08-09",6.721667
"153","2007-08-10",6.783333
"154","2007-08-13",6.563334
"155","2007-08-14",6.341667
"156","2007-08-15",6.415
"157","2007-08-16",6.833333
"158","2007-08-17",7.068333
"159","2007-08-20",7.073333
"160","2007-08-21",7.095
"161","2007-08-22",7.285
"162","2007-08-23",6.978333
"163","2007-08-24",7.116667
"164","2007-08-27",7.066667
"165","2007-08-28",6.843333
"166","2007-08-29",7.113333
"167","2007-08-30",6.93
"168","2007-08-31",7.05
"169","2007-09-04",7.066667
"170","2007-09-05",6.791667
"171","2007-09-06",6.781667
"172","2007-09-07",6.558333
"173","2007-09-10",6.388333
"174","2007-09-11",6.573333
"175","2007-09-12",6.496666
"176","2007-09-13",6.435
"177","2007-09-14",6.458333
"178","2007-09-17",6.355
"179","2007-09-18",6.815
"180","2007-09-19",7.02
"181","2007-09-20",6.936666
"182","2007-09-21",6.911667
"183","2007-09-24",6.736667
"184","2007-09-25",6.683333
"185","2007-09-26",6.848333
"186","2007-09-27",6.905
"187","2007-09-28",6.696667
"188","2007-10-01",7.013333
"189","2007-10-02",7.083333
"190","2007-10-03",6.925
"191","2007-10-04",7.056667
"192","2007-10-05",7.083333
"193","2007-10-08",7.041667
"194","2007-10-09",7.033333
"195","2007-10-10",7.083333
"196","2007-10-11",6.988333
"197","2007-10-12",7.005
"198","2007-10-15",6.788333
"199","2007-10-16",6.705
"200","2007-10-17",6.72
"201","2007-10-18",6.715
"202","2007-10-19",6.291667
"203","2007-10-22",6.566667
"204","2007-10-23",6.553333
"205","2007-10-24",6.358333
"206","2007-10-25",6.39
"207","2007-10-26",6.615
"208","2007-10-29",6.558333
"209","2007-10-30",6.46
"210","2007-10-31",6.505
"211","2007-11-01",6.21
"212","2007-11-02",6.255
"213","2007-11-05",6.131667
"214","2007-11-06",6.295
"215","2007-11-07",5.975
"216","2007-11-08",6.285
"217","2007-11-09",6.423333
"218","2007-11-12",6.556667
"219","2007-11-13",6.765
"220","2007-11-14",6.618333
"221","2007-11-15",6.515
"222","2007-11-16",6.476666
"223","2007-11-19",6.281667
"224","2007-11-20",6.466667
"225","2007-11-21",6.501667
"226","2007-11-23",6.635
"227","2007-11-26",6.253334
"228","2007-11-27",6.471667
"229","2007-11-28",6.83
"230","2007-11-29",6.646667
"231","2007-11-30",6.5
"232","2007-12-03",6.413333
"233","2007-12-04",6.325
"234","2007-12-05",6.488333
"235","2007-12-06",6.566667
"236","2007-12-07",6.576667
"237","2007-12-10",6.538333
"238","2007-12-11",6.325
"239","2007-12-12",6.438334
"240","2007-12-13",6.445
"241","2007-12-14",6.25
"242","2007-12-17",6.161667
"243","2007-12-18",6.423333
"244","2007-12-19",6.461667
"245","2007-12-20",6.558333
"246","2007-12-21",6.653333
"247","2007-12-24",6.726666
"248","2007-12-26",6.68
"249","2007-12-27",6.383333
"250","2007-12-28",6.251667
"251","2007-12-31",6.275
"252","2008-01-02",6.16
"253","2008-01-03",6.131667
"254","2008-01-04",6.003334
"255","2008-01-07",6.225
"256","2008-01-08",5.983333
"257","2008-01-09",6.22
"258","2008-01-10",6.336667
"259","2008-01-11",6.1
"260","2008-01-14",6.253334
"261","2008-01-15",6.136667
"262","2008-01-16",6.266667
"263","2008-01-17",6.103333
"264","2008-01-18",6.055
"265","2008-01-22",6.175
"266","2008-01-23",6.253334
"267","2008-01-24",6.178333
"268","2008-01-25",6.206666
"269","2008-01-28",6.475
"270","2008-01-29",6.391667
"271","2008-01-30",6.24
"272","2008-01-31",6.21
"273","2008-02-01",6.308333
"274","2008-02-04",6.311666
"275","2008-02-05",6.208333
"276","2008-02-06",6.203333
"277","2008-02-07",6.383333
"278","2008-02-08",6.338333
"279","2008-02-11",6.29
"280","2008-02-12",6.386667
"281","2008-02-13",6.483333
"282","2008-02-14",6.273334
"283","2008-02-15",6.291667
"284","2008-02-19",6.355
"285","2008-02-20",6.446667
"286","2008-02-21",6.368333
"287","2008-02-22",6.45
"288","2008-02-25",6.525
"289","2008-02-26",6.47
"290","2008-02-27",6.485
"291","2008-02-28",6.391667
"292","2008-02-29",6.311666
"293","2008-03-03",6.371666
"294","2008-03-04",6.506667
"295","2008-03-05",6.381667
"296","2008-03-06",6.236667
"297","2008-03-07",6.233333
"298","2008-03-10",6.268333
"299","2008-03-11",6.766667
"300","2008-03-12",6.608333
"301","2008-03-13",6.711667
"302","2008-03-14",6.498333
"303","2008-03-17",6.581666
"304","2008-03-18",6.81
"305","2008-03-19",6.718333
"306","2008-03-20",7
"307","2008-03-24",6.94
"308","2008-03-25",6.948333
"309","2008-03-26",6.918334
"310","2008-03-27",6.83
"311","2008-03-28",6.768333
"312","2008-03-31",6.83
"313","2008-04-01",7.081666
"314","2008-04-02",7.061666
"315","2008-04-03",6.978333
"316","2008-04-04",6.848333
"317","2008-04-07",6.855
"318","2008-04-08",7.056667
