"","date","HGBL"
"1","2007-01-03",0.5
"2","2007-01-04",0.6
"3","2007-01-05",0.6
"4","2007-01-08",0.9
"5","2007-01-09",0.7
"6","2007-01-10",0.7
"7","2007-01-11",0.9
"8","2007-01-12",0.8
"9","2007-01-16",0.9
"10","2007-01-17",0.8
"11","2007-01-18",1.01
"12","2007-01-19",1.01
"13","2007-01-22",1.01
"14","2007-01-23",1.01
"15","2007-01-24",1.01
"16","2007-01-25",0.75
"17","2007-01-26",0.75
"18","2007-01-29",1.01
"19","2007-01-30",1.01
"20","2007-01-31",1.01
"21","2007-02-01",0.75
"22","2007-02-02",0.75
"23","2007-02-05",0.75
"24","2007-02-06",0.75
"25","2007-02-07",0.75
"26","2007-02-08",0.75
"27","2007-02-09",0.97
"28","2007-02-12",1.01
"29","2007-02-13",0.75
"30","2007-02-14",0.75
"31","2007-02-15",0.75
"32","2007-02-16",0.75
"33","2007-02-20",1.2
"34","2007-02-21",1.2
"35","2007-02-22",1.01
"36","2007-02-23",1.01
"37","2007-02-26",1.01
"38","2007-02-27",1.01
"39","2007-02-28",1.01
"40","2007-03-01",1.01
"41","2007-03-02",1.01
"42","2007-03-05",0.88
"43","2007-03-06",0.88
"44","2007-03-07",0.88
"45","2007-03-08",0.88
"46","2007-03-09",0.95
"47","2007-03-12",0.95
"48","2007-03-13",0.7
"49","2007-03-14",0.7
"50","2007-03-15",0.7
"51","2007-03-16",0.7
"52","2007-03-19",0.7
"53","2007-03-20",0.7
"54","2007-03-21",0.7
"55","2007-03-22",0.7
"56","2007-03-23",0.7
"57","2007-03-26",0.51
"58","2007-03-27",0.51
"59","2007-03-28",0.51
"60","2007-03-29",0.7
"61","2007-03-30",0.7
"62","2007-04-02",0.7
"63","2007-04-03",0.7
"64","2007-04-04",0.7
"65","2007-04-05",0.7
"66","2007-04-09",0.7
"67","2007-04-10",0.55
"68","2007-04-11",0.55
"69","2007-04-12",0.55
"70","2007-04-13",0.55
"71","2007-04-16",0.55
"72","2007-04-17",0.55
"73","2007-04-18",0.55
"74","2007-04-19",0.55
"75","2007-04-20",0.55
"76","2007-04-23",0.55
"77","2007-04-24",0.55
"78","2007-04-25",0.35
"79","2007-04-26",0.35
"80","2007-04-27",0.55
"81","2007-04-30",0.55
"82","2007-05-01",0.55
"83","2007-05-02",0.55
"84","2007-05-03",0.65
"85","2007-05-04",0.75
"86","2007-05-07",0.4
"87","2007-05-08",0.6
"88","2007-05-09",0.6
"89","2007-05-10",0.35
"90","2007-05-11",0.65
"91","2007-05-14",0.75
"92","2007-05-15",0.76
"93","2007-05-16",0.75
"94","2007-05-17",0.8
"95","2007-05-18",0.75
"96","2007-05-21",0.43
"97","2007-05-22",0.43
"98","2007-05-23",0.5
"99","2007-05-24",0.5
"100","2007-05-25",0.5
"101","2007-05-29",0.5
"102","2007-05-30",0.5
"103","2007-05-31",0.6
"104","2007-06-01",0.6
"105","2007-06-04",0.6
"106","2007-06-05",0.65
"107","2007-06-06",0.52
"108","2007-06-07",0.52
"109","2007-06-08",0.52
"110","2007-06-11",0.65
"111","2007-06-12",0.37
"112","2007-06-13",0.41
"113","2007-06-14",0.41
"114","2007-06-15",0.41
"115","2007-06-18",0.41
"116","2007-06-19",0.4
"117","2007-06-20",0.4
"118","2007-06-21",0.4
"119","2007-06-22",0.4
"120","2007-06-25",0.4
"121","2007-06-26",0.4
"122","2007-06-27",0.4
"123","2007-06-28",0.4
"124","2007-06-29",0.4
"125","2007-07-02",0.4
"126","2007-07-03",0.4
"127","2007-07-05",0.4
"128","2007-07-06",0.4
"129","2007-07-09",0.4
"130","2007-07-10",0.4
"131","2007-07-11",0.4
"132","2007-07-12",0.4
"133","2007-07-13",0.4
"134","2007-07-16",0.4
"135","2007-07-17",0.4
"136","2007-07-18",0.4
"137","2007-07-19",0.5
"138","2007-07-20",0.43
"139","2007-07-23",0.43
"140","2007-07-24",0.43
"141","2007-07-25",0.45
"142","2007-07-26",0.45
"143","2007-07-27",0.45
"144","2007-07-30",0.45
"145","2007-07-31",0.45
"146","2007-08-01",0.45
"147","2007-08-02",0.45
"148","2007-08-03",0.45
"149","2007-08-06",0.45
"150","2007-08-07",0.45
"151","2007-08-08",0.45
"152","2007-08-09",0.5
"153","2007-08-10",0.5
"154","2007-08-13",0.5
"155","2007-08-14",0.5
"156","2007-08-15",0.5
"157","2007-08-16",0.5
"158","2007-08-17",0.45
"159","2007-08-20",0.45
"160","2007-08-21",0.45
"161","2007-08-22",0.45
"162","2007-08-23",0.45
"163","2007-08-24",0.45
"164","2007-08-27",0.45
"165","2007-08-28",0.45
"166","2007-08-29",0.45
"167","2007-08-30",0.45
"168","2007-08-31",0.45
"169","2007-09-04",0.51
"170","2007-09-05",0.51
"171","2007-09-06",0.51
"172","2007-09-07",0.51
"173","2007-09-10",0.51
"174","2007-09-11",0.51
"175","2007-09-12",0.51
"176","2007-09-13",0.51
"177","2007-09-14",0.51
"178","2007-09-17",0.41
"179","2007-09-18",0.41
"180","2007-09-19",0.41
"181","2007-09-20",0.41
"182","2007-09-21",0.5
"183","2007-09-24",0.41
"184","2007-09-25",0.41
"185","2007-09-26",0.41
"186","2007-09-27",0.41
"187","2007-09-28",0.41
"188","2007-10-01",0.41
"189","2007-10-02",0.41
"190","2007-10-03",0.41
"191","2007-10-04",0.41
"192","2007-10-05",0.41
"193","2007-10-08",0.41
"194","2007-10-09",0.41
"195","2007-10-10",0.41
"196","2007-10-11",0.41
"197","2007-10-12",0.41
"198","2007-10-15",0.41
"199","2007-10-16",0.41
"200","2007-10-17",0.41
"201","2007-10-18",0.41
"202","2007-10-19",0.41
"203","2007-10-22",0.41
"204","2007-10-23",0.42
"205","2007-10-24",0.42
"206","2007-10-25",0.55
"207","2007-10-26",0.75
"208","2007-10-29",0.75
"209","2007-10-30",0.42
"210","2007-10-31",0.47
"211","2007-11-01",0.47
"212","2007-11-02",0.47
"213","2007-11-05",0.47
"214","2007-11-06",0.47
"215","2007-11-07",0.47
"216","2007-11-08",0.47
"217","2007-11-09",0.47
"218","2007-11-12",0.47
"219","2007-11-13",0.42
"220","2007-11-14",0.42
"221","2007-11-15",0.42
"222","2007-11-16",0.42
"223","2007-11-19",0.42
"224","2007-11-20",0.42
"225","2007-11-21",0.5
"226","2007-11-23",0.5
"227","2007-11-26",0.42
"228","2007-11-27",0.41
"229","2007-11-28",0.41
"230","2007-11-29",0.41
"231","2007-11-30",0.51
"232","2007-12-03",0.6
"233","2007-12-04",0.54
"234","2007-12-05",0.54
"235","2007-12-06",0.52
"236","2007-12-07",0.52
"237","2007-12-10",0.52
"238","2007-12-11",0.52
"239","2007-12-12",0.51
"240","2007-12-13",0.41
