"","date","LMNL"
"149","2013-09-17",0.02
"150","2013-09-18",0.02
"151","2013-09-19",0.02
"152","2013-09-20",0.017
"153","2013-09-23",0.017
"154","2013-09-24",0.012
"155","2013-09-25",0.024
"156","2013-09-26",0.024
"157","2013-09-27",0.02
"158","2013-09-30",0.012
"159","2013-10-01",0.012
"160","2013-10-02",0.013
"161","2013-10-03",0.016
"162","2013-10-04",0.012
"163","2013-10-07",0.017
"164","2013-10-08",0.027
"165","2013-10-09",0.019
"166","2013-10-10",0.024
"167","2013-10-11",0.023
"168","2013-10-14",0.02
"169","2013-10-15",0.02
"170","2013-10-16",0.031
"171","2013-10-17",0.031
"172","2013-10-18",0.031
"173","2013-10-21",0.031
"174","2013-10-22",0.02
"175","2013-10-23",0.02
"176","2013-10-24",0.019
"177","2013-10-25",0.023
"178","2013-10-28",0.023
"179","2013-10-29",0.016
"180","2013-10-30",0.016
"181","2013-10-31",0.016
"182","2013-11-01",0.016
"183","2013-11-04",0.012
"184","2013-11-05",0.016
"185","2013-11-06",0.016
"186","2013-11-07",0.016
"187","2013-11-08",0.012
"188","2013-11-11",0.016
"189","2013-11-12",0.013
"190","2013-11-13",0.016
"191","2013-11-14",0.016
"192","2013-11-15",0.016
"193","2013-11-18",0.016
"194","2013-11-19",0.023
"195","2013-11-20",0.023
"196","2013-11-21",0.02
"197","2013-11-22",0.02
"198","2013-11-25",0.023
"199","2013-11-26",0.02
"200","2013-11-27",0.019
"201","2013-11-29",0.019
"202","2013-12-02",0.019
"203","2013-12-03",0.019
"204","2013-12-04",0.016
"205","2013-12-05",0.016
"206","2013-12-06",0.016
"207","2013-12-09",0.012
"208","2013-12-10",0.012
"209","2013-12-11",0.012
"210","2013-12-12",0.012
"211","2013-12-13",0.012
"212","2013-12-16",0.03
"213","2013-12-17",0.012
"214","2013-12-18",0.015
"215","2013-12-19",0.012
"216","2013-12-20",0.012
"217","2013-12-23",0.012
"218","2013-12-24",0.012
"219","2013-12-26",0.012
"220","2013-12-27",0.012
"221","2013-12-30",0.015
"222","2013-12-31",0.015
"223","2014-01-02",0.015
"224","2014-01-03",0.016
"225","2014-01-06",0.016
"226","2014-01-07",0.016
"227","2014-01-08",0.015
"228","2014-01-09",0.015
"229","2014-01-10",0.019
"230","2014-01-13",0.018
"231","2014-01-14",0.018
"232","2014-01-15",0.018
"233","2014-01-16",0.015
"234","2014-01-17",0.015
"235","2014-01-21",0.015
"236","2014-01-22",0.015
"237","2014-01-23",0.015
"238","2014-01-24",0.014
"239","2014-01-27",0.015
"240","2014-01-28",0.015
"241","2014-01-29",0.014
"242","2014-01-30",0.014
"243","2014-01-31",0.015
"244","2014-02-03",0.015
"245","2014-02-04",0.012
"246","2014-02-05",0.012
"247","2014-02-06",0.012
"248","2014-02-07",0.011
"249","2014-02-10",0.011
"250","2014-02-11",0.007
"251","2014-02-12",0.012
"252","2014-02-13",0.011
"253","2014-02-14",0.011
"254","2014-02-18",0.011
"255","2014-02-19",0.011
"256","2014-02-20",0.014
"257","2014-02-21",0.014
"258","2014-02-24",0.014
"259","2014-02-25",0.014
"260","2014-02-26",0.014
"261","2014-02-27",0.014
"262","2014-02-28",0.011
"263","2014-03-03",0.011
"264","2014-03-04",0.011
"265","2014-03-05",0.011
"266","2014-03-06",0.011
"267","2014-03-07",0.011
"268","2014-03-10",0.011
"269","2014-03-11",0.008
"270","2014-03-12",0.008
"271","2014-03-13",0.004
"272","2014-03-14",0.005
"273","2014-03-17",0.008
"274","2014-03-18",0.008
"275","2014-03-19",0.008
"276","2014-03-20",0.008
"277","2014-03-21",0.008
"278","2014-03-24",0.008
"279","2014-03-25",0.008
"280","2014-03-26",0.008
"281","2014-03-27",0.008
"282","2014-03-28",0.008
"283","2014-03-31",0.007
"284","2014-04-01",0.007
"285","2014-04-02",0.005
"286","2014-04-03",0.007
"287","2014-04-04",0.008
"288","2014-04-07",0.008
"289","2014-04-08",0.008
"290","2014-04-09",0.008
"291","2014-04-10",0.008
"292","2014-04-11",0.007
"293","2014-04-14",0.007
"294","2014-04-15",0.007
"295","2014-04-16",0.007
"296","2014-04-17",0.007
"297","2014-04-21",0.007
"298","2014-04-22",0.007
"299","2014-04-23",0.007
"300","2014-04-24",0.007
"301","2014-04-25",0.007
"302","2014-04-28",0.007
"303","2014-04-29",0.007
"304","2014-04-30",0.008
"305","2014-05-01",0.008
"306","2014-05-02",0.006
"307","2014-05-05",0.006
"308","2014-05-06",0.003
"309","2014-05-07",0.003
"310","2014-05-08",0.003
"311","2014-05-09",0.007
"312","2014-05-12",0.007
"313","2014-05-13",0.007
"314","2014-05-14",0.007
"315","2014-05-15",0.007
"316","2014-05-16",0.007
"317","2014-05-19",0.007
"318","2014-05-20",0.007
"319","2014-05-21",0.007
"320","2014-05-22",0.007
"321","2014-05-23",0.007
"322","2014-05-27",0.007
"323","2014-05-28",0.007
"324","2014-05-29",1060
"325","2014-05-30",1060
"326","2014-06-02",1060
"327","2014-06-03",1041.599976
"328","2014-06-04",1000
"329","2014-06-05",1000
"330","2014-06-06",1060
"331","2014-06-09",1070
"332","2014-06-10",1040
"333","2014-06-11",1039.900024
"334","2014-06-12",1028
"335","2014-06-13",1019
"336","2014-06-16",1020
"337","2014-06-17",1020
"338","2014-06-18",1070
"339","2014-06-19",1068.900024
"340","2014-06-20",1059.900024
"341","2014-06-23",1060
"342","2014-06-24",1039.099976
"343","2014-06-25",1040
"344","2014-06-26",1050
"345","2014-06-27",1050
"346","2014-06-30",1050
"347","2014-07-01",1050
"348","2014-07-02",1009.200012
"349","2014-07-03",1009.200012
"350","2014-07-07",973.900024
"351","2014-07-08",973.900024
"352","2014-07-09",973.900024
"353","2014-07-10",999.599976
"354","2014-07-11",1020
"355","2014-07-14",1047
"356","2014-07-15",1032
"357","2014-07-16",1032
"358","2014-07-17",1032
"359","2014-07-18",1001.799988
"360","2014-07-21",1001.799988
"361","2014-07-22",1000
"362","2014-07-23",1000
"363","2014-07-24",1020.099976
"364","2014-07-25",1040
"365","2014-07-28",1070
"366","2014-07-29",1070
"367","2014-07-30",1200
"368","2014-07-31",1160
"369","2014-08-01",1173
"370","2014-08-04",1180
"371","2014-08-05",1180
"372","2014-08-06",1125
"373","2014-08-07",1095
"374","2014-08-08",1089
"375","2014-08-11",1136
"376","2014-08-12",1136
"377","2014-08-13",1080
"378","2014-08-14",1134
"379","2014-08-15",1179
"380","2014-08-18",1190
"381","2014-08-19",1190
"382","2014-08-20",1283
"383","2014-08-21",1258.800049
"384","2014-08-22",1330
"385","2014-08-25",1411
"386","2014-08-26",1375
"387","2014-08-27",1398
"388","2014-08-28",1380.400024
"389","2014-08-29",1380
"390","2014-09-02",1500
"391","2014-09-03",1540
"392","2014-09-04",1459.699951
"393","2014-09-05",1489.900024
"394","2014-09-08",1500
"395","2014-09-09",1500
"396","2014-09-10",1490
"397","2014-09-11",1420
"398","2014-09-12",1450
"399","2014-09-15",1450
"400","2014-09-16",1460
"401","2014-09-17",1490
"402","2014-09-18",1550
"403","2014-09-19",1661
"404","2014-09-22",1620
"405","2014-09-23",1550
"406","2014-09-24",1620
"407","2014-09-25",1590
"408","2014-09-26",1560
"409","2014-09-29",1551.699951
"410","2014-09-30",1515.5
"411","2014-10-01",1505.599976
"412","2014-10-02",1420
"413","2014-10-03",1460
"414","2014-10-06",1460
"415","2014-10-07",1380
"416","2014-10-08",1415
"417","2014-10-09",1390
"418","2014-10-10",1270
"419","2014-10-13",1370
"420","2014-10-14",1370
"421","2014-10-15",1320
"422","2014-10-16",1343.900024
"423","2014-10-17",1400
"424","2014-10-20",1440
"425","2014-10-21",1450
"426","2014-10-22",1380
"427","2014-10-23",1437.599976
"428","2014-10-24",1400
"429","2014-10-27",1425
"430","2014-10-28",1526.800049
"431","2014-10-29",1495
"432","2014-10-30",1420
"433","2014-10-31",1480
"434","2014-11-03",1476
"435","2014-11-04",1502.099976
"436","2014-11-05",1480
"437","2014-11-06",1548
"438","2014-11-07",1590
"439","2014-11-10",1658
"440","2014-11-11",1763.900024
"441","2014-11-12",1765
"442","2014-11-13",1720
"443","2014-11-14",1729
"444","2014-11-17",1860.099976
"445","2014-11-18",1850
"446","2014-11-19",1799.900024
"447","2014-11-20",1799.900024
"448","2014-11-21",1820
"449","2014-11-24",1793.900024
"450","2014-11-25",1860
"451","2014-11-26",1859
"452","2014-11-28",1810
"453","2014-12-01",1810
"454","2014-12-02",1760
"455","2014-12-03",1776
"456","2014-12-04",1760.5
"457","2014-12-05",1800
"458","2014-12-08",1730
"459","2014-12-09",1791
"460","2014-12-10",1725.199951
"461","2014-12-11",1679.800049
"462","2014-12-12",1590
"463","2014-12-15",1590
"464","2014-12-16",1600
"465","2014-12-17",1648
"466","2014-12-18",1690
"467","2014-12-19",1690
"468","2014-12-22",1739
"469","2014-12-23",1690
"470","2014-12-24",1700
"471","2014-12-26",1700
"472","2014-12-29",1640
"473","2014-12-30",1615
"474","2014-12-31",1660
"475","2015-01-02",1640
"476","2015-01-05",1620
"477","2015-01-06",1530
"478","2015-01-07",1570
"479","2015-01-08",1640
"480","2015-01-09",1602
"481","2015-01-12",1550
"482","2015-01-13",1528.900024
"483","2015-01-14",1550
"484","2015-01-15",1530
"485","2015-01-16",1540
"486","2015-01-20",1509
"487","2015-01-21",1460
"488","2015-01-22",1400
"489","2015-01-23",1444
"490","2015-01-26",1508
"491","2015-01-27",1556.599976
"492","2015-01-28",1540
"493","2015-01-29",1495.300049
"494","2015-01-30",1500
"495","2015-02-02",1540
"496","2015-02-03",1523
"497","2015-02-04",1487.400024
"498","2015-02-05",1536
"499","2015-02-06",1530
"500","2015-02-09",1527.699951
"501","2015-02-10",1520
"502","2015-02-11",1490
"503","2015-02-12",1540
"504","2015-02-13",1650
"505","2015-02-17",1760
"506","2015-02-18",1745.199951
"507","2015-02-19",1810
"508","2015-02-20",1880.699951
"509","2015-02-23",1920
"510","2015-02-24",1890
"511","2015-02-25",1956
"512","2015-02-26",1980
"513","2015-02-27",1980
"514","2015-03-02",2050
"515","2015-03-03",2113
"516","2015-03-04",2104.899902
"517","2015-03-05",2098
"518","2015-03-06",2050
"519","2015-03-09",1990
"520","2015-03-10",1950
"521","2015-03-11",1990
"522","2015-03-12",1987.400024
"523","2015-03-13",2000
"524","2015-03-16",2011.5
"525","2015-03-17",2060
"526","2015-03-18",2190
"527","2015-03-19",2150
"528","2015-03-20",2100
"529","2015-03-23",2092.100098
"530","2015-03-24",2120
"531","2015-03-25",2008
"532","2015-03-26",1990
"533","2015-03-27",2010
"534","2015-03-30",2010
"535","2015-03-31",1917.800049
"536","2015-04-01",2020
"537","2015-04-02",2078.600098
"538","2015-04-06",2186
"539","2015-04-07",2160
"540","2015-04-08",2173
"541","2015-04-09",2160
"542","2015-04-10",2218.600098
"543","2015-04-13",2244
"544","2015-04-14",2250
"545","2015-04-15",2142
"546","2015-04-16",2200
"547","2015-04-17",2150
"548","2015-04-20",2150
"549","2015-04-21",2140
"550","2015-04-22",2110
"551","2015-04-23",2090
"552","2015-04-24",2090
"553","2015-04-27",1997.5
"554","2015-04-28",2080
"555","2015-04-29",2040.98999
"556","2015-04-30",1989
"557","2015-05-01",1990
"558","2015-05-04",1982.599976
"559","2015-05-05",1906
"560","2015-05-06",1930
"561","2015-05-07",1951.5
"562","2015-05-08",2020
"563","2015-05-11",1990
"564","2015-05-12",2020
"565","2015-05-13",1910
"566","2015-05-14",1920
"567","2015-05-15",1960
"568","2015-05-18",1980
"569","2015-05-19",2031
"570","2015-05-20",2040
"571","2015-05-21",2067
"572","2015-05-22",2048
"573","2015-05-26",1990
"574","2015-05-27",1925.099976
"575","2015-05-28",1950
"576","2015-05-29",1940
"577","2015-06-01",1987.900024
"578","2015-06-02",2000
"579","2015-06-03",1978
"580","2015-06-04",1930
"581","2015-06-05",1970
"582","2015-06-08",1970
"583","2015-06-09",1917.900024
"584","2015-06-10",1931.400024
"585","2015-06-11",1918.099976
"586","2015-06-12",1870
"587","2015-06-15",1840
"588","2015-06-16",1918.400024
"589","2015-06-17",1890
"590","2015-06-18",1866.400024
"591","2015-06-19",1810
"592","2015-06-22",1811.099976
"593","2015-06-23",1810
"594","2015-06-24",1810
"595","2015-06-25",1780
"596","2015-06-26",1730
"597","2015-06-29",1636.599976
"598","2015-06-30",1820
"599","2015-07-01",1860
"600","2015-07-02",1855
"601","2015-07-06",1757
"602","2015-07-07",1760
"603","2015-07-08",1716.5
"604","2015-07-09",1716.5
"605","2015-07-10",1730
"606","2015-07-13",1800
"607","2015-07-14",1868.699951
"608","2015-07-15",1876.199951
"609","2015-07-16",1881.900024
"610","2015-07-17",1880
"611","2015-07-20",1840
"612","2015-07-21",1840
"613","2015-07-22",1820
"614","2015-07-23",1820
"615","2015-07-24",1790
"616","2015-07-27",1697.900024
"617","2015-07-28",1732.199951
"618","2015-07-29",1694.5
"619","2015-07-30",1725.599976
"620","2015-07-31",1740
"621","2015-08-03",1720
"622","2015-08-04",1809.300049
"623","2015-08-05",1864.599976
"624","2015-08-06",1789.300049
"625","2015-08-07",1779
"626","2015-08-10",1780
"627","2015-08-11",1710
"628","2015-08-12",1643.800049
"629","2015-08-13",1629.900024
"630","2015-08-14",1660
"631","2015-08-17",1610
"632","2015-08-18",1660
"633","2015-08-19",1630
"634","2015-08-20",1497.400024
"635","2015-08-21",1347.5
"636","2015-08-24",1280.800049
"637","2015-08-25",1320
"638","2015-08-26",1310
"639","2015-08-27",1424.900024
"640","2015-08-28",1474.699951
"641","2015-08-31",1457.300049
"642","2015-09-01",1450
"643","2015-09-02",1445.400024
"644","2015-09-03",1465.599976
"645","2015-09-04",1480
"646","2015-09-08",1475.199951
"647","2015-09-09",1450
"648","2015-09-10",1427.300049
"649","2015-09-11",1376.199951
"650","2015-09-14",1360
"651","2015-09-15",1390
"652","2015-09-16",1450
"653","2015-09-17",1468
"654","2015-09-18",1441.400024
"655","2015-09-21",1371
"656","2015-09-22",1338.800049
"657","2015-09-23",1320
"658","2015-09-24",1217.800049
"659","2015-09-25",1210
"660","2015-09-28",1119.5
"661","2015-09-29",1067.900024
"662","2015-09-30",1110
"663","2015-10-01",1348.5
"664","2015-10-02",1441.199951
"665","2015-10-05",1470
"666","2015-10-06",1349.800049
"667","2015-10-07",1422.599976
"668","2015-10-08",1405
"669","2015-10-09",1490.199951
"670","2015-10-12",1500
"671","2015-10-13",1422.199951
"672","2015-10-14",1446.199951
"673","2015-10-15",1444.900024
"674","2015-10-16",1490
"675","2015-10-19",1461
"676","2015-10-20",1408.900024
"677","2015-10-21",1324.300049
"678","2015-10-22",1360
"679","2015-10-23",1353.800049
"680","2015-10-26",1430.599976
"681","2015-10-27",1405.5
"682","2015-10-28",1532
"683","2015-10-29",1612.400024
"684","2015-10-30",1657.5
"685","2015-11-02",1700
"686","2015-11-03",1830
"687","2015-11-04",1949
"688","2015-11-05",1910
"689","2015-11-06",1870
"690","2015-11-09",1949.800049
"691","2015-11-10",1910
"692","2015-11-11",1987.099976
"693","2015-11-12",1980
"694","2015-11-13",2030
"695","2015-11-16",2120
"696","2015-11-17",2143.199951
"697","2015-11-18",2200
"698","2015-11-19",2236.600098
"699","2015-11-20",2200
"700","2015-11-23",2171.699951
"701","2015-11-24",2223.399902
"702","2015-11-25",2400
"703","2015-11-27",2460
"704","2015-11-30",2650
"705","2015-12-01",2340
"706","2015-12-02",2330
"707","2015-12-03",2240
"708","2015-12-04",2269.399902
"709","2015-12-07",2390
"710","2015-12-08",2424.600098
"711","2015-12-09",2300
"712","2015-12-10",2388
"713","2015-12-11",2300
"714","2015-12-14",2310
"715","2015-12-15",2300
"716","2015-12-16",2287.100098
"717","2015-12-17",2288.600098
"718","2015-12-18",2300
"719","2015-12-21",2270
"720","2015-12-22",2280
"721","2015-12-23",2300
"722","2015-12-24",2280
"723","2015-12-28",2250
"724","2015-12-29",2410
"725","2015-12-30",2470
"726","2015-12-31",2444.699951
"727","2016-01-04",2335.399902
"728","2016-01-05",2539.699951
"729","2016-01-06",2450
"730","2016-01-07",2319.699951
"731","2016-01-08",2310
"732","2016-01-11",2156
"733","2016-01-12",2080
"734","2016-01-13",1920
"735","2016-01-14",1990
"736","2016-01-15",1950
"737","2016-01-19",1890
"738","2016-01-20",1846.300049
"739","2016-01-21",1934.699951
"740","2016-01-22",1970
"741","2016-01-25",1920.599976
"742","2016-01-26",1972.699951
"743","2016-01-27",1900
"744","2016-01-28",1677.099976
"745","2016-01-29",1803.599976
"746","2016-02-01",1872.099976
"747","2016-02-02",1760
"748","2016-02-03",1794.5
"749","2016-02-04",1809.300049
"750","2016-02-05",1740
"751","2016-02-08",1627
"752","2016-02-09",1530
"753","2016-02-10",1558
"754","2016-02-11",1460.800049
"755","2016-02-12",1479.300049
"756","2016-02-16",1641.900024
"757","2016-02-17",1810
"758","2016-02-18",1780
"759","2016-02-19",1740
"760","2016-02-22",1730
"761","2016-02-23",1750
"762","2016-02-24",1962.400024
"763","2016-02-25",1950
"764","2016-02-26",1960
"765","2016-02-29",1945.599976
"766","2016-03-01",2016.099976
"767","2016-03-02",2050
"768","2016-03-03",2168.100098
"769","2016-03-04",2250
"770","2016-03-07",2290
"771","2016-03-08",2320
"772","2016-03-09",2410
"773","2016-03-10",2388
"774","2016-03-11",2408.600098
"775","2016-03-14",2411.899902
"776","2016-03-15",2310
"777","2016-03-16",2442
"778","2016-03-17",2500
"779","2016-03-18",2580
"780","2016-03-21",2647
"781","2016-03-22",2410
"782","2016-03-23",2197.800049
"783","2016-03-24",2335.300049
"784","2016-03-28",2370
"785","2016-03-29",2390
"786","2016-03-30",2360
"787","2016-03-31",2360.100098
"788","2016-04-01",2470
"789","2016-04-04",2460
"790","2016-04-05",2420
"791","2016-04-06",2446.300049
"792","2016-04-07",2380
"793","2016-04-08",2410
"794","2016-04-11",2430.199951
"795","2016-04-12",2450
"796","2016-04-13",2430
"797","2016-04-14",2520
"798","2016-04-15",2500.399902
"799","2016-04-18",2540
"800","2016-04-19",2581
"801","2016-04-20",2660
"802","2016-04-21",2682.800049
"803","2016-04-22",2730
"804","2016-04-25",2698.100098
"805","2016-04-26",2736.699951
"806","2016-04-27",2740
"807","2016-04-28",2628.699951
"808","2016-04-29",2608.199951
"809","2016-05-02",2650
"810","2016-05-03",2580
"811","2016-05-04",2570
"812","2016-05-05",2370
"813","2016-05-06",2341.199951
"814","2016-05-09",2370
"815","2016-05-10",2330
"816","2016-05-11",2390
"817","2016-05-12",2350
"818","2016-05-13",2370
"819","2016-05-16",2383.600098
"820","2016-05-17",2360
"821","2016-05-18",2370
"822","2016-05-19",2244.399902
"823","2016-05-20",2310
"824","2016-05-23",2400
"825","2016-05-24",2270
"826","2016-05-25",2305.800049
"827","2016-05-26",2300
"828","2016-05-27",2280
"829","2016-05-31",2150
"830","2016-06-01",2190
"831","2016-06-02",2166
"832","2016-06-03",2146.399902
"833","2016-06-06",2179
"834","2016-06-07",2369.899902
"835","2016-06-08",2369
"836","2016-06-09",2357
"837","2016-06-10",2357
"838","2016-06-13",2340
"839","2016-06-14",2309
"840","2016-06-15",2339.5
"841","2016-06-16",2305.199951
"842","2016-06-17",2227
"843","2016-06-20",2270
"844","2016-06-21",2286
"845","2016-06-22",2252.300049
"846","2016-06-23",2259
"847","2016-06-24",2196.699951
"848","2016-06-27",2128.600098
"849","2016-06-28",2160
"850","2016-06-29",2186
"851","2016-06-30",2186
"852","2016-07-01",2186
"853","2016-07-05",2170
"854","2016-07-06",2270
"855","2016-07-07",2368.199951
"856","2016-07-08",2349.199951
"857","2016-07-11",2319.300049
"858","2016-07-12",2423.199951
"859","2016-07-13",2349.5
"860","2016-07-14",2349
"861","2016-07-15",2380
"862","2016-07-18",2350
"863","2016-07-19",2338.100098
"864","2016-07-20",2370
"865","2016-07-21",2350
"866","2016-07-22",2350
"867","2016-07-25",2314
"868","2016-07-26",2310
"869","2016-07-27",2291.899902
"870","2016-07-28",2340
"871","2016-07-29",2369.199951
"872","2016-08-01",2410
"873","2016-08-02",2359
"874","2016-08-03",2353.600098
"875","2016-08-04",2390.899902
"876","2016-08-05",2390.899902
"877","2016-08-08",2341.800049
"878","2016-08-09",2369
"879","2016-08-10",2338.300049
"880","2016-08-11",2320
"881","2016-08-12",2230
"882","2016-08-15",2194.399902
"883","2016-08-16",2140
"884","2016-08-17",2160
"885","2016-08-18",2220
"886","2016-08-19",2150
"887","2016-08-22",2126
"888","2016-08-23",2151
"889","2016-08-24",2278.800049
"890","2016-08-25",2221.98999
"891","2016-08-26",2196.300049
"892","2016-08-29",2196.300049
"893","2016-08-30",2148.800049
"894","2016-08-31",2124.100098
"895","2016-09-01",2147.399902
"896","2016-09-02",2220.899902
"897","2016-09-06",2248.199951
"898","2016-09-07",2268.199951
"899","2016-09-08",2263.199951
"900","2016-09-09",2244
"901","2016-09-12",2240
"902","2016-09-13",2175.600098
"903","2016-09-14",2204.399902
"904","2016-09-15",2248.100098
"905","2016-09-16",2250
"906","2016-09-19",2268.800049
"907","2016-09-20",2269.399902
"908","2016-09-21",2267.600098
"909","2016-09-22",2304
"910","2016-09-23",2280
"911","2016-09-26",2240
"912","2016-09-27",2265.800049
"913","2016-09-28",2268.199951
"914","2016-09-29",2240
"915","2016-09-30",2227.199951
"916","2016-10-03",2216.5
"917","2016-10-04",2193.699951
"918","2016-10-05",2241.199951
"919","2016-10-06",2210
"920","2016-10-07",2210
"921","2016-10-10",2270
"922","2016-10-11",2186
"923","2016-10-12",2360.800049
"924","2016-10-13",2339.199951
"925","2016-10-14",2380
"926","2016-10-17",2381.399902
"927","2016-10-18",2351.899902
"928","2016-10-19",2350.800049
"929","2016-10-20",2410
"930","2016-10-21",2433
"931","2016-10-24",2313.899902
"932","2016-10-25",2260
"933","2016-10-26",2263.5
"934","2016-10-27",2184.300049
"935","2016-10-28",2206.5
"936","2016-10-31",2120
"937","2016-11-01",2140
"938","2016-11-02",2117.399902
"939","2016-11-03",1954.900024
"940","2016-11-04",1940.199951
"941","2016-11-07",1988.300049
"942","2016-11-08",2002.199951
"943","2016-11-09",2020.199951
"944","2016-11-10",1980
"945","2016-11-11",1830
"946","2016-11-14",1940
"947","2016-11-15",2036.800049
"948","2016-11-16",2019
"949","2016-11-17",2157.699951
"950","2016-11-18",2105.100098
"951","2016-11-21",2006
"952","2016-11-22",1901.5
"953","2016-11-23",1770
"954","2016-11-25",1778.199951
"955","2016-11-28",1674.800049
"956","2016-11-29",1842.900024
"957","2016-11-30",1819
"958","2016-12-01",1700
"959","2016-12-02",1756.900024
"960","2016-12-05",1680
"961","2016-12-06",1645.300049
"962","2016-12-07",1560
"963","2016-12-08",1470
"964","2016-12-09",1530
"965","2016-12-12",1471.699951
"966","2016-12-13",1502.5
"967","2016-12-14",1413.900024
"968","2016-12-15",1479
"969","2016-12-16",1208.800049
"970","2016-12-19",1252.800049
"971","2016-12-20",1253
"972","2016-12-21",1180.599976
"973","2016-12-22",1220.300049
"974","2016-12-23",1260
"975","2016-12-27",1270
"976","2016-12-28",1281.400024
"977","2016-12-29",1431.699951
"978","2016-12-30",1670.900024
"979","2017-01-03",1740
"980","2017-01-04",1650
"981","2017-01-05",1625
"982","2017-01-06",1600
"983","2017-01-09",1640
"984","2017-01-10",1760
"985","2017-01-11",1660
"986","2017-01-12",1650
"987","2017-01-13",1650
"988","2017-01-17",1699.900024
"989","2017-01-18",1680
"990","2017-01-19",1657.300049
"991","2017-01-20",1644.099976
"992","2017-01-23",1624.300049
"993","2017-01-24",1630
"994","2017-01-25",1630
"995","2017-01-26",1640
"996","2017-01-27",1610
"997","2017-01-30",1623
"998","2017-01-31",1620
