"","date","BPMC"
"1","2015-04-30",18.870001
"2","2015-05-01",18.530001
"3","2015-05-04",20.809999
"4","2015-05-05",20.82
"5","2015-05-06",21.370001
"6","2015-05-07",22.5
"7","2015-05-08",23.6
"8","2015-05-11",24.955
"9","2015-05-12",25.040001
"10","2015-05-13",26.09
"11","2015-05-14",29.02
"12","2015-05-15",28.559999
"13","2015-05-18",28.74
"14","2015-05-19",29
"15","2015-05-20",29.07
"16","2015-05-21",29.190001
"17","2015-05-22",29.959999
"18","2015-05-26",28.639999
"19","2015-05-27",27.34
"20","2015-05-28",28.549999
"21","2015-05-29",28.690001
"22","2015-06-01",30.77
"23","2015-06-02",30.41
"24","2015-06-03",30.860001
"25","2015-06-04",30.66
"26","2015-06-05",30.85
"27","2015-06-08",31.51
"28","2015-06-09",31.98
"29","2015-06-10",31.49
"30","2015-06-11",33.16
"31","2015-06-12",34.119999
"32","2015-06-15",33.650002
"33","2015-06-16",34.040001
"34","2015-06-17",34.970001
"35","2015-06-18",35.919998
"36","2015-06-19",33.200001
"37","2015-06-22",33.130001
"38","2015-06-23",31.23
"39","2015-06-24",28.02
"40","2015-06-25",28.15
"41","2015-06-26",27.860001
"42","2015-06-29",26.200001
"43","2015-06-30",26.49
"44","2015-07-01",27.4
"45","2015-07-02",27.02
"46","2015-07-06",26.309999
"47","2015-07-07",26.120001
"48","2015-07-08",25.700001
"49","2015-07-09",25.860001
"50","2015-07-10",28.02
"51","2015-07-13",29
"52","2015-07-14",31.139999
"53","2015-07-15",31.129999
"54","2015-07-16",32.23
"55","2015-07-17",32.900002
"56","2015-07-20",31.709999
"57","2015-07-21",30.799999
"58","2015-07-22",30.120001
"59","2015-07-23",29.129999
"60","2015-07-24",27.5
"61","2015-07-27",27.1
"62","2015-07-28",28.49
"63","2015-07-29",27.5
"64","2015-07-30",26.540001
"65","2015-07-31",27.02
"66","2015-08-03",27.639999
"67","2015-08-04",28.43
"68","2015-08-05",28.26
"69","2015-08-06",27.59
"70","2015-08-07",26.48
"71","2015-08-10",26.98
"72","2015-08-11",27.15
"73","2015-08-12",28.200001
"74","2015-08-13",27.74
"75","2015-08-14",26.549999
"76","2015-08-17",29.75
"77","2015-08-18",28.620001
"78","2015-08-19",27.02
"79","2015-08-20",25.809999
"80","2015-08-21",25.74
"81","2015-08-24",26.1
"82","2015-08-25",26.610001
"83","2015-08-26",25.93
"84","2015-08-27",26.870001
"85","2015-08-28",26.84
"86","2015-08-31",27.360001
"87","2015-09-01",27.530001
"88","2015-09-02",28.389999
"89","2015-09-03",28.01
"90","2015-09-04",28.24
"91","2015-09-08",29.860001
"92","2015-09-09",29.190001
"93","2015-09-10",30.07
"94","2015-09-11",29.51
"95","2015-09-14",30.99
"96","2015-09-15",30.639999
"97","2015-09-16",29.139999
"98","2015-09-17",29.610001
"99","2015-09-18",31.23
"100","2015-09-21",29.49
"101","2015-09-22",25.129999
"102","2015-09-23",24.450001
"103","2015-09-24",23.440001
"104","2015-09-25",21.450001
"105","2015-09-28",21.219999
"106","2015-09-29",20.719999
"107","2015-09-30",21.34
"108","2015-10-01",20.76
"109","2015-10-02",22.33
"110","2015-10-05",22.33
"111","2015-10-06",21.219999
"112","2015-10-07",21.139999
"113","2015-10-08",21.120001
"114","2015-10-09",21.139999
"115","2015-10-12",21.290001
"116","2015-10-13",21.17
"117","2015-10-14",21.51
"118","2015-10-15",23.6
"119","2015-10-16",22.139999
"120","2015-10-19",22.790001
"121","2015-10-20",22.559999
"122","2015-10-21",21.969999
"123","2015-10-22",22.809999
"124","2015-10-23",22.110001
"125","2015-10-26",22.82
"126","2015-10-27",20.5
"127","2015-10-28",21.49
"128","2015-10-29",20.549999
"129","2015-10-30",20.09
"130","2015-11-02",20.799999
"131","2015-11-03",21.58
"132","2015-11-04",21.969999
"133","2015-11-05",21.85
"134","2015-11-06",22.32
"135","2015-11-09",22.82
"136","2015-11-10",22.639999
"137","2015-11-11",21.209999
"138","2015-11-12",21.41
"139","2015-11-13",22.059999
"140","2015-11-16",20.85
"141","2015-11-17",19.620001
"142","2015-11-18",19.77
"143","2015-11-19",19.9
"144","2015-11-20",20.01
"145","2015-11-23",20.190001
"146","2015-11-24",20.549999
"147","2015-11-25",21.559999
"148","2015-11-27",22.139999
"149","2015-11-30",23.16
"150","2015-12-01",23.5
"151","2015-12-02",23.98
"152","2015-12-03",23.76
"153","2015-12-04",23.74
"154","2015-12-07",23.809999
"155","2015-12-08",24.469999
"156","2015-12-09",22.93
"157","2015-12-10",23.540001
"158","2015-12-11",23.5
"159","2015-12-14",24
"160","2015-12-15",24.299999
"161","2015-12-16",25.040001
"162","2015-12-17",25.07
"163","2015-12-18",25.030001
"164","2015-12-21",24.879999
"165","2015-12-22",25.07
"166","2015-12-23",25.51
"167","2015-12-24",24.84
"168","2015-12-28",24.07
"169","2015-12-29",24.9
"170","2015-12-30",24.889999
"171","2015-12-31",26.34
"172","2016-01-04",24.459999
"173","2016-01-05",22.9
"174","2016-01-06",21.5
"175","2016-01-07",20.73
"176","2016-01-08",19.950001
"177","2016-01-11",18.629999
"178","2016-01-12",19.1
"179","2016-01-13",17.75
"180","2016-01-14",18.219999
"181","2016-01-15",17.68
"182","2016-01-19",17.24
"183","2016-01-20",17.01
"184","2016-01-21",17.049999
"185","2016-01-22",17.67
"186","2016-01-25",18.01
"187","2016-01-26",18.17
"188","2016-01-27",16.700001
"189","2016-01-28",15.51
"190","2016-01-29",15.72
"191","2016-02-01",16.280001
"192","2016-02-02",16.52
"193","2016-02-03",15.01
"194","2016-02-04",15.25
"195","2016-02-05",14.9
"196","2016-02-08",13.34
"197","2016-02-09",13.56
"198","2016-02-10",14
"199","2016-02-11",14.84
"200","2016-02-12",16.26
"201","2016-02-16",16.82
"202","2016-02-17",17.77
"203","2016-02-18",17
"204","2016-02-19",17.389999
"205","2016-02-22",18
"206","2016-02-23",17.27
"207","2016-02-24",16.959999
"208","2016-02-25",16.860001
"209","2016-02-26",17.92
"210","2016-02-29",17.33
"211","2016-03-01",19.110001
"212","2016-03-02",19.290001
"213","2016-03-03",18.190001
"214","2016-03-04",17.65
"215","2016-03-07",18.870001
"216","2016-03-08",16.51
"217","2016-03-09",17.58
"218","2016-03-10",17
"219","2016-03-11",17
"220","2016-03-14",17.790001
"221","2016-03-15",17.030001
"222","2016-03-16",17
"223","2016-03-17",15.95
"224","2016-03-18",17.030001
"225","2016-03-21",16.709999
"226","2016-03-22",16.91
"227","2016-03-23",16.58
"228","2016-03-24",16.440001
"229","2016-03-28",16.18
"230","2016-03-29",16.959999
"231","2016-03-30",17.299999
"232","2016-03-31",18.049999
"233","2016-04-01",18.299999
"234","2016-04-04",18.5
"235","2016-04-05",19.280001
"236","2016-04-06",21.110001
"237","2016-04-07",21.059999
"238","2016-04-08",20.9
"239","2016-04-11",20.16
"240","2016-04-12",19.99
