"","date","OCCI"
"123","2019-04-03",18.450001
"124","2019-04-04",18.5
"125","2019-04-05",18.42
"126","2019-04-08",18.75
"127","2019-04-09",18.719999
"128","2019-04-10",18.82
"129","2019-04-11",18.4
"130","2019-04-12",18.469999
"131","2019-04-15",18.67
"132","2019-04-16",18.610001
"133","2019-04-17",18.790001
"134","2019-04-18",18.77
"135","2019-04-22",18.5
"136","2019-04-23",18.33
"137","2019-04-24",18.27
"138","2019-04-25",18.209999
"139","2019-04-26",18.209999
"140","2019-04-29",18.26
"141","2019-04-30",18.190001
"142","2019-05-01",18.08
"143","2019-05-02",18.26
"144","2019-05-03",18.17
"145","2019-05-06",17.9
"146","2019-05-07",18.01
"147","2019-05-08",18.24
"148","2019-05-09",17.99
"149","2019-05-10",18.17
"150","2019-05-13",18.23
"151","2019-05-14",18.120001
"152","2019-05-15",18.120001
"153","2019-05-16",18.15
"154","2019-05-17",18.190001
"155","2019-05-20",18.15
"156","2019-05-21",18.190001
"157","2019-05-22",18.58
"158","2019-05-23",18.18
"159","2019-05-24",17.98
"160","2019-05-28",17.799999
"161","2019-05-29",17.950001
"162","2019-05-30",17.5
"163","2019-05-31",17.5
"164","2019-06-03",17.450001
"165","2019-06-04",17.57
"166","2019-06-05",17.700001
"167","2019-06-06",17.889999
"168","2019-06-07",17.799999
"169","2019-06-10",17.9
"170","2019-06-11",18.09
"171","2019-06-12",18.120001
"172","2019-06-13",18.200001
"173","2019-06-14",18.219999
"174","2019-06-17",18.4
"175","2019-06-18",18.309999
"176","2019-06-19",18.48
"177","2019-06-20",18.23
"178","2019-06-21",18.02
"179","2019-06-24",17.83
"180","2019-06-25",17.709999
"181","2019-06-26",17.6
"182","2019-06-27",17.76
"183","2019-06-28",17.940001
"184","2019-07-01",18.030001
"185","2019-07-02",17.709999
"186","2019-07-03",17.77
"187","2019-07-05",17.85
"188","2019-07-08",17.32
"189","2019-07-09",17.299999
"190","2019-07-10",17.52
"191","2019-07-11",17.75
"192","2019-07-12",17.799999
"193","2019-07-15",17.549999
"194","2019-07-16",17.58
"195","2019-07-17",17.790001
"196","2019-07-18",17.780001
"197","2019-07-19",17.209999
"198","2019-07-22",17.200001
"199","2019-07-23",17.110001
"200","2019-07-24",17.129999
"201","2019-07-25",17.200001
"202","2019-07-26",17.290001
"203","2019-07-29",17.290001
"204","2019-07-30",17
"205","2019-07-31",17
"206","2019-08-01",16.83
"207","2019-08-02",16.610001
"208","2019-08-05",16.75
"209","2019-08-06",16.58
"210","2019-08-07",16.75
"211","2019-08-08",16.799999
"212","2019-08-09",16.620001
"213","2019-08-12",16.65
"214","2019-08-13",16.620001
"215","2019-08-14",16.5
"216","2019-08-15",16.540001
"217","2019-08-16",16.58
"218","2019-08-19",16.58
"219","2019-08-20",16.549999
"220","2019-08-21",16.559999
"221","2019-08-22",16.549999
"222","2019-08-23",16.540001
"223","2019-08-26",16.549999
"224","2019-08-27",16.51
"225","2019-08-28",16.639999
"226","2019-08-29",16.48
"227","2019-08-30",16.450001
"228","2019-09-03",16.530001
"229","2019-09-04",16.540001
"230","2019-09-05",16.549999
"231","2019-09-06",16.530001
"232","2019-09-09",16.620001
"233","2019-09-10",16.719999
"234","2019-09-11",16.85
"235","2019-09-12",16.450001
"236","2019-09-13",16.450001
"237","2019-09-16",16.450001
"238","2019-09-17",16.450001
"239","2019-09-18",16.450001
"240","2019-09-19",17.65
"241","2019-09-20",17.299999
"242","2019-09-23",17.309999
"243","2019-09-24",17.4
"244","2019-09-25",17.360001
"245","2019-09-26",17.35
"246","2019-09-27",17.25
"247","2019-09-30",17.540001
"248","2019-10-01",17.65
"249","2019-10-02",17.4
"250","2019-10-03",17.49
"251","2019-10-04",17.5
"252","2019-10-07",17.51
"253","2019-10-08",17.620001
"254","2019-10-09",17.59
"255","2019-10-10",17.48
"256","2019-10-11",17.450001
"257","2019-10-14",17.299999
"258","2019-10-15",17.41
"259","2019-10-16",17.379999
"260","2019-10-17",17.4
"261","2019-10-18",17.299999
"262","2019-10-21",17.26
"263","2019-10-22",17.25
"264","2019-10-23",17
"265","2019-10-24",17
"266","2019-10-25",16.950001
"267","2019-10-28",16.85
"268","2019-10-29",16.68
"269","2019-10-30",16.969999
"270","2019-10-31",16.91
"271","2019-11-01",16.219999
"272","2019-11-04",16.059999
"273","2019-11-05",16.23
"274","2019-11-06",16.629999
"275","2019-11-07",16.700001
"276","2019-11-08",16.68
"277","2019-11-11",16.43
"278","2019-11-12",16.610001
"279","2019-11-13",16.6
"280","2019-11-14",16.73
"281","2019-11-15",16.77
"282","2019-11-18",16.879999
"283","2019-11-19",16.84
"284","2019-11-20",16.75
"285","2019-11-21",16.6
"286","2019-11-22",16.709999
"287","2019-11-25",16.559999
"288","2019-11-26",16.709999
"289","2019-11-27",16.709999
"290","2019-11-29",16.67
"291","2019-12-02",16.52
"292","2019-12-03",16.34
"293","2019-12-04",16.469999
"294","2019-12-05",16.32
"295","2019-12-06",15.9
"296","2019-12-09",15.9
"297","2019-12-10",15.87
"298","2019-12-11",15.93
"299","2019-12-12",15.94
"300","2019-12-13",15.99
"301","2019-12-16",16.18
"302","2019-12-17",16.07
"303","2019-12-18",16.15
"304","2019-12-19",16.1
"305","2019-12-20",16.15
"306","2019-12-23",15.92
"307","2019-12-24",15.85
"308","2019-12-26",15.88
"309","2019-12-27",15.74
"310","2019-12-30",15.53
"311","2019-12-31",15.21
"312","2020-01-02",15.4
"313","2020-01-03",15.82
"314","2020-01-06",16.27
"315","2020-01-07",16.32
"316","2020-01-08",16.5
"317","2020-01-09",16.75
"318","2020-01-10",16.74
"319","2020-01-13",16.809999
"320","2020-01-14",16.85
"321","2020-01-15",16.85
"322","2020-01-16",16.85
"323","2020-01-17",17.200001
"324","2020-01-21",17.15
"325","2020-01-22",17.34
"326","2020-01-23",17.16
"327","2020-01-24",16.860001
"328","2020-01-27",16.67
"329","2020-01-28",16.5
"330","2020-01-29",16.41
"331","2020-01-30",16.459999
"332","2020-01-31",16.43
"333","2020-02-03",16.43
"334","2020-02-04",16.58
"335","2020-02-05",16.6
"336","2020-02-06",16.58
"337","2020-02-07",16.48
"338","2020-02-10",16.469999
"339","2020-02-11",16.5
"340","2020-02-12",16.5
"341","2020-02-13",16.440001
"342","2020-02-14",16.549999
"343","2020-02-18",16.540001
"344","2020-02-19",16.629999
"345","2020-02-20",16.5
"346","2020-02-21",16.41
"347","2020-02-24",16.190001
"348","2020-02-25",16.17
"349","2020-02-26",16.1
"350","2020-02-27",14.27
"351","2020-02-28",14
"352","2020-03-02",15.6
"353","2020-03-03",15.32
"354","2020-03-04",15.41
"355","2020-03-05",15.3
"356","2020-03-06",15.3
"357","2020-03-09",13.75
"358","2020-03-10",14.17
"359","2020-03-11",13.5
"360","2020-03-12",13.3
"361","2020-03-13",13.73
"362","2020-03-16",11.04
"363","2020-03-17",10.11
"364","2020-03-18",5.7
"365","2020-03-19",7.08
"366","2020-03-20",7.35
"367","2020-03-23",6.48
"368","2020-03-24",6.64
"369","2020-03-25",8.05
"370","2020-03-26",9.01
"371","2020-03-27",8.95
"372","2020-03-30",6.4
"373","2020-03-31",6.67
"374","2020-04-01",5.81
"375","2020-04-02",5.72
"376","2020-04-03",6.8
"377","2020-04-06",7.62
"378","2020-04-07",7.9
"379","2020-04-08",8.73
"380","2020-04-09",9.98
"381","2020-04-13",9.87
"382","2020-04-14",9.36
"383","2020-04-15",8.89
"384","2020-04-16",8.92
"385","2020-04-17",9.19
"386","2020-04-20",9.4
"387","2020-04-21",9.15
"388","2020-04-22",8.9
"389","2020-04-23",8.98
"390","2020-04-24",8.63
"391","2020-04-27",8.02
"392","2020-04-28",8.37
"393","2020-04-29",8.54
"394","2020-04-30",8.52
"395","2020-05-01",8.26
"396","2020-05-04",8.26
"397","2020-05-05",7.62
"398","2020-05-06",7.48
"399","2020-05-07",7.45
"400","2020-05-08",7.2
"401","2020-05-11",7.4
"402","2020-05-12",7.61
"403","2020-05-13",7.45
"404","2020-05-14",7.6
"405","2020-05-15",7.78
"406","2020-05-18",8.1
"407","2020-05-19",9.07
"408","2020-05-20",9.06
"409","2020-05-21",8.1
"410","2020-05-22",7.88
"411","2020-05-26",7.75
"412","2020-05-27",8.97
"413","2020-05-28",9.39
"414","2020-05-29",9.45
"415","2020-06-01",9.6
"416","2020-06-02",10.02
"417","2020-06-03",10.45
"418","2020-06-04",10.21
"419","2020-06-05",10.27
"420","2020-06-08",10.69
"421","2020-06-09",10.67
"422","2020-06-10",10.7
"423","2020-06-11",10.22
"424","2020-06-12",10.59
"425","2020-06-15",9.73
"426","2020-06-16",9.71
"427","2020-06-17",9.5
"428","2020-06-18",9.46
"429","2020-06-19",9.52
"430","2020-06-22",9.6
"431","2020-06-23",9.52
"432","2020-06-24",9.5
"433","2020-06-25",9.6
"434","2020-06-26",9.32
"435","2020-06-29",8.63
"436","2020-06-30",9.02
"437","2020-07-01",9.05
"438","2020-07-02",8.95
"439","2020-07-06",9.26
"440","2020-07-07",9.34
"441","2020-07-08",9.35
"442","2020-07-09",9.28
"443","2020-07-10",9.3
"444","2020-07-13",9.06
"445","2020-07-14",8.98
"446","2020-07-15",9.06
"447","2020-07-16",9.05
"448","2020-07-17",8.96
"449","2020-07-20",8.8
"450","2020-07-21",9
"451","2020-07-22",8.95
"452","2020-07-23",8.99
"453","2020-07-24",8.76
"454","2020-07-27",8.79
"455","2020-07-28",8.67
"456","2020-07-29",8.76
"457","2020-07-30",8.58
"458","2020-07-31",8.57
"459","2020-08-03",8.6
"460","2020-08-04",8.92
"461","2020-08-05",9.05
"462","2020-08-06",9.48
"463","2020-08-07",9.69
"464","2020-08-10",9.86
"465","2020-08-11",9.96
"466","2020-08-12",9.85
"467","2020-08-13",9.77
"468","2020-08-14",9.96
"469","2020-08-17",10.3
"470","2020-08-18",10.56
"471","2020-08-19",10.74
"472","2020-08-20",10.95
"473","2020-08-21",10.92
"474","2020-08-24",10.28
"475","2020-08-25",10.4
"476","2020-08-26",10.45
"477","2020-08-27",10.62
"478","2020-08-28",10.7
"479","2020-08-31",10.81
"480","2020-09-01",10.86
"481","2020-09-02",10.89
"482","2020-09-03",10.37
"483","2020-09-04",10.35
"484","2020-09-08",10.67
"485","2020-09-09",10.84
"486","2020-09-10",11.16
"487","2020-09-11",11.11
"488","2020-09-14",10.4
"489","2020-09-15",9.9
"490","2020-09-16",9.63
"491","2020-09-17",9.5
"492","2020-09-18",9.36
"493","2020-09-21",9.3
"494","2020-09-22",9.4
"495","2020-09-23",9.25
"496","2020-09-24",9.21
"497","2020-09-25",8.95
"498","2020-09-28",9.05
"499","2020-09-29",9
"500","2020-09-30",9.07
"501","2020-10-01",8.87
"502","2020-10-02",8.4
"503","2020-10-05",8.86
"504","2020-10-06",8.82
"505","2020-10-07",8.95
"506","2020-10-08",9.1
"507","2020-10-09",9.25
"508","2020-10-12",9.27
"509","2020-10-13",9.22
"510","2020-10-14",9.17
"511","2020-10-15",9.65
"512","2020-10-16",9.59
"513","2020-10-19",9.4
"514","2020-10-20",9.28
"515","2020-10-21",9.23
"516","2020-10-22",9.18
"517","2020-10-23",9.1
"518","2020-10-26",9.2
"519","2020-10-27",9.45
"520","2020-10-28",9.54
"521","2020-10-29",10.34
"522","2020-10-30",9.83
"523","2020-11-02",10
"524","2020-11-03",9.97
"525","2020-11-04",9.65
"526","2020-11-05",9.7
"527","2020-11-06",9.8
"528","2020-11-09",9.55
"529","2020-11-10",9.55
"530","2020-11-11",9.78
"531","2020-11-12",9.82
"532","2020-11-13",9.94
"533","2020-11-16",10.04
"534","2020-11-17",10.15
"535","2020-11-18",10.47
"536","2020-11-19",10.77
"537","2020-11-20",10.73
"538","2020-11-23",10.85
"539","2020-11-24",11.27
"540","2020-11-25",11.09
"541","2020-11-27",11.14
