"","date","TWNK"
"125","2016-06-14",9.72
"126","2016-06-15",9.65
"127","2016-06-16",9.75
"128","2016-06-17",9.65
"129","2016-06-20",9.65
"130","2016-06-21",9.68
"131","2016-06-22",9.66
"132","2016-06-23",9.66
"133","2016-06-24",9.75
"134","2016-06-27",9.7
"135","2016-06-28",9.68
"136","2016-06-29",9.74
"137","2016-06-30",9.74
"138","2016-07-01",9.78
"139","2016-07-05",10.01
"140","2016-07-06",10.15
"141","2016-07-07",10.2
"142","2016-07-08",10.22
"143","2016-07-11",10.18
"144","2016-07-12",10.23
"145","2016-07-13",10.22
"146","2016-07-14",10.19
"147","2016-07-15",10.21
"148","2016-07-18",10.2
"149","2016-07-19",10.25
"150","2016-07-20",10.4
"151","2016-07-21",10.32
"152","2016-07-22",10.37
"153","2016-07-25",10.34
"154","2016-07-26",10.28
"155","2016-07-27",10.34
"156","2016-07-28",10.25
"157","2016-07-29",10.29
"158","2016-08-01",10.35
"159","2016-08-02",10.37
"160","2016-08-03",10.38
"161","2016-08-04",10.37
"162","2016-08-05",10.4
"163","2016-08-08",10.42
"164","2016-08-09",10.6
"165","2016-08-10",10.85
"166","2016-08-11",10.85
"167","2016-08-12",10.8
"168","2016-08-15",10.67
"169","2016-08-16",10.72
"170","2016-08-17",10.73
"171","2016-08-18",10.86
"172","2016-08-19",10.92
"173","2016-08-22",11.05
"174","2016-08-23",11
"175","2016-08-24",10.98
"176","2016-08-25",10.92
"177","2016-08-26",10.96
"178","2016-08-29",10.97
"179","2016-08-30",10.99
"180","2016-08-31",10.99
"181","2016-09-01",11.03
"182","2016-09-02",11.05
"183","2016-09-06",11.02
"184","2016-09-07",11.05
"185","2016-09-08",11.09
"186","2016-09-09",11
"187","2016-09-12",11
"188","2016-09-13",10.85
"189","2016-09-14",10.84
"190","2016-09-15",10.885
"191","2016-09-16",10.87
"192","2016-09-19",10.74
"193","2016-09-20",10.7
"194","2016-09-21",10.73
"195","2016-09-22",10.78
"196","2016-09-23",10.78
"197","2016-09-26",10.78
"198","2016-09-27",10.78
"199","2016-09-28",10.82
"200","2016-09-29",10.83
"201","2016-09-30",10.8
"202","2016-10-03",10.81
"203","2016-10-04",10.8
"204","2016-10-05",10.8
"205","2016-10-06",10.78
"206","2016-10-07",10.81
"207","2016-10-10",11
"208","2016-10-11",10.98
"209","2016-10-12",11
"210","2016-10-13",11.02
"211","2016-10-14",11.19
"212","2016-10-17",11.37
"213","2016-10-18",11.47
"214","2016-10-19",11.53
"215","2016-10-20",11.47
"216","2016-10-21",11.73
"217","2016-10-24",11.69
"218","2016-10-25",11.67
"219","2016-10-26",11.6
"220","2016-10-27",11.58
"221","2016-10-28",11.54
"222","2016-10-31",11.39
"223","2016-11-01",11.36
"224","2016-11-02",11.28
"225","2016-11-03",11.4
"226","2016-11-04",11.48
"227","2016-11-07",11.99
"228","2016-11-08",12
"229","2016-11-09",11.8
"230","2016-11-10",11.76
"231","2016-11-11",12.3
"232","2016-11-14",12.24
"233","2016-11-15",12.3
"234","2016-11-16",12.33
"235","2016-11-17",12.77
"236","2016-11-18",13.07
"237","2016-11-21",13.3
"238","2016-11-22",12.99
"239","2016-11-23",12.86
"240","2016-11-25",12.8
"241","2016-11-28",12.83
"242","2016-11-29",12.87
"243","2016-11-30",12.95
"244","2016-12-01",12.61
"245","2016-12-02",12.66
"246","2016-12-05",12.88
"247","2016-12-06",12.58
"248","2016-12-07",12.59
"249","2016-12-08",12.65
"250","2016-12-09",12.67
"251","2016-12-12",12.99
"252","2016-12-13",12.84
"253","2016-12-14",12.71
"254","2016-12-15",12.66
"255","2016-12-16",12.79
"256","2016-12-19",12.64
"257","2016-12-20",12.84
"258","2016-12-21",12.96
"259","2016-12-22",12.97
"260","2016-12-23",12.95
"261","2016-12-27",12.94
"262","2016-12-28",12.95
"263","2016-12-29",12.93
"264","2016-12-30",13
"265","2017-01-03",13
"266","2017-01-04",12.93
"267","2017-01-05",13.04
"268","2017-01-06",13.02
"269","2017-01-09",13.39
"270","2017-01-10",13.98
"271","2017-01-11",14.31
"272","2017-01-12",13.78
"273","2017-01-13",13.76
"274","2017-01-17",13.75
"275","2017-01-18",14
"276","2017-01-19",14.4
"277","2017-01-20",14.27
"278","2017-01-23",14.32
"279","2017-01-24",14.26
"280","2017-01-25",14.72
"281","2017-01-26",14.93
"282","2017-01-27",14.57
"283","2017-01-30",14.44
"284","2017-01-31",14.29
"285","2017-02-01",14.54
"286","2017-02-02",14.44
"287","2017-02-03",14.55
"288","2017-02-06",14.48
"289","2017-02-07",14.29
"290","2017-02-08",14.24
"291","2017-02-09",14.52
"292","2017-02-10",14.82
"293","2017-02-13",14.56
"294","2017-02-14",14.83
"295","2017-02-15",15.26
"296","2017-02-16",15.3
"297","2017-02-17",15.6
"298","2017-02-21",15.47
"299","2017-02-22",15.47
"300","2017-02-23",15.78
"301","2017-02-24",15.57
"302","2017-02-27",15.63
"303","2017-02-28",15.23
"304","2017-03-01",15.51
"305","2017-03-02",15.61
"306","2017-03-03",15.58
"307","2017-03-06",15.33
"308","2017-03-07",14.78
"309","2017-03-08",15.23
"310","2017-03-09",15.75
"311","2017-03-10",15.96
"312","2017-03-13",16.02
"313","2017-03-14",15.93
"314","2017-03-15",16.040001
"315","2017-03-16",16.07
"316","2017-03-17",16.049999
"317","2017-03-20",16.17
"318","2017-03-21",16.049999
"319","2017-03-22",15.87
"320","2017-03-23",15.78
"321","2017-03-24",15.77
"322","2017-03-27",15.94
"323","2017-03-28",16.049999
"324","2017-03-29",15.92
"325","2017-03-30",15.97
"326","2017-03-31",15.87
"327","2017-04-03",16
"328","2017-04-04",15.77
"329","2017-04-05",15.63
"330","2017-04-06",15.55
"331","2017-04-07",15.82
"332","2017-04-10",15.21
"333","2017-04-11",15.5
"334","2017-04-12",15.65
"335","2017-04-13",15.68
"336","2017-04-17",15.54
"337","2017-04-18",15.86
"338","2017-04-19",16.25
"339","2017-04-20",16.139999
"340","2017-04-21",15.97
"341","2017-04-24",16.25
"342","2017-04-25",16.370001
"343","2017-04-26",16.49
"344","2017-04-27",17.040001
"345","2017-04-28",17.139999
"346","2017-05-01",16.93
"347","2017-05-02",16.43
"348","2017-05-03",16.209999
"349","2017-05-04",16.5
"350","2017-05-05",16.68
"351","2017-05-08",16.360001
"352","2017-05-09",15.93
"353","2017-05-10",15.66
"354","2017-05-11",15.7
"355","2017-05-12",15.59
"356","2017-05-15",16
"357","2017-05-16",16.32
"358","2017-05-17",16.07
"359","2017-05-18",16.35
"360","2017-05-19",16.48
"361","2017-05-22",16.57
"362","2017-05-23",16.77
"363","2017-05-24",16.91
"364","2017-05-25",16.620001
"365","2017-05-26",16.48
"366","2017-05-30",16.120001
"367","2017-05-31",15.74
"368","2017-06-01",15.98
"369","2017-06-02",16.25
"370","2017-06-05",16.379999
"371","2017-06-06",16.68
"372","2017-06-07",16.73
"373","2017-06-08",16.459999
"374","2017-06-09",16.41
"375","2017-06-12",16.389999
"376","2017-06-13",16.41
"377","2017-06-14",16.459999
"378","2017-06-15",16.219999
"379","2017-06-16",16.120001
"380","2017-06-19",16.24
"381","2017-06-20",16.139999
"382","2017-06-21",16.040001
"383","2017-06-22",15.58
"384","2017-06-23",15.65
"385","2017-06-26",15.55
"386","2017-06-27",15.71
"387","2017-06-28",15.85
"388","2017-06-29",16
"389","2017-06-30",16.1
"390","2017-07-03",16.26
"391","2017-07-05",16.49
"392","2017-07-06",16.17
"393","2017-07-07",16.139999
"394","2017-07-10",15.53
"395","2017-07-11",15.73
"396","2017-07-12",15.76
"397","2017-07-13",15.82
"398","2017-07-14",15.84
"399","2017-07-17",15.81
"400","2017-07-18",15.91
"401","2017-07-19",16.16
"402","2017-07-20",16.17
"403","2017-07-21",16.379999
"404","2017-07-24",16.43
"405","2017-07-25",16.41
"406","2017-07-26",16.18
"407","2017-07-27",15.33
"408","2017-07-28",15.19
"409","2017-07-31",15.28
"410","2017-08-01",14.91
"411","2017-08-02",15.04
"412","2017-08-03",14.81
"413","2017-08-04",15.025
"414","2017-08-07",15.32
"415","2017-08-08",15.11
"416","2017-08-09",13.74
"417","2017-08-10",13.1
"418","2017-08-11",13.9
"419","2017-08-14",13.25
"420","2017-08-15",13.45
"421","2017-08-16",13.66
"422","2017-08-17",13.33
"423","2017-08-18",13.68
"424","2017-08-21",13.51
"425","2017-08-22",13.23
"426","2017-08-23",13.41
"427","2017-08-24",13.3
"428","2017-08-25",13.48
"429","2017-08-28",13.38
"430","2017-08-29",13.47
"431","2017-08-30",13.29
"432","2017-08-31",13.34
"433","2017-09-01",13.5
"434","2017-09-05",13.2
"435","2017-09-06",13.25
"436","2017-09-07",13.11
"437","2017-09-08",13.36
"438","2017-09-11",13.42
"439","2017-09-12",13.38
"440","2017-09-13",13.4
"441","2017-09-14",13.5
"442","2017-09-15",13.43
"443","2017-09-18",13.82
"444","2017-09-19",13.85
"445","2017-09-20",13.66
"446","2017-09-21",13.665
"447","2017-09-22",13.65
"448","2017-09-25",13.61
"449","2017-09-26",13.8
"450","2017-09-27",13.68
"451","2017-09-28",13.67
"452","2017-09-29",13.66
"453","2017-10-02",13.91
"454","2017-10-03",13.99
"455","2017-10-04",13.95
"456","2017-10-05",14.06
"457","2017-10-06",13.86
"458","2017-10-09",13.91
"459","2017-10-10",13.96
"460","2017-10-11",13.48
"461","2017-10-12",13.43
"462","2017-10-13",11.94
"463","2017-10-16",11.6
"464","2017-10-17",11.61
"465","2017-10-18",11.7
"466","2017-10-19",11.42
"467","2017-10-20",11.67
"468","2017-10-23",11.77
"469","2017-10-24",11.73
"470","2017-10-25",11.7
"471","2017-10-26",11.63
"472","2017-10-27",11.83
"473","2017-10-30",11.56
"474","2017-10-31",11.53
"475","2017-11-01",11.36
"476","2017-11-02",11.65
"477","2017-11-03",11.8
"478","2017-11-06",11.53
"479","2017-11-07",11.27
"480","2017-11-08",11.34
"481","2017-11-09",12.21
"482","2017-11-10",12.51
"483","2017-11-13",12.64
"484","2017-11-14",12.63
"485","2017-11-15",12.38
"486","2017-11-16",12.64
"487","2017-11-17",12.71
"488","2017-11-20",12.98
"489","2017-11-21",12.93
"490","2017-11-22",13.05
"491","2017-11-24",12.86
"492","2017-11-27",13.17
"493","2017-11-28",13.46
"494","2017-11-29",14.01
"495","2017-11-30",14.06
"496","2017-12-01",14.35
"497","2017-12-04",14.2
"498","2017-12-05",13.88
"499","2017-12-06",14.37
"500","2017-12-07",13.95
"501","2017-12-08",14
"502","2017-12-11",13.78
"503","2017-12-12",14.43
"504","2017-12-13",14.36
"505","2017-12-14",14.18
"506","2017-12-15",14.49
"507","2017-12-18",15.11
"508","2017-12-19",15
"509","2017-12-20",14.98
"510","2017-12-21",15.13
"511","2017-12-22",15.055
"512","2017-12-26",15
"513","2017-12-27",14.96
"514","2017-12-28",14.81
"515","2017-12-29",14.81
"516","2018-01-02",15.28
"517","2018-01-03",15
"518","2018-01-04",14.94
"519","2018-01-05",14.91
"520","2018-01-08",14.88
"521","2018-01-09",14.94
"522","2018-01-10",14.95
"523","2018-01-11",14.77
"524","2018-01-12",14.85
"525","2018-01-16",14.51
"526","2018-01-17",14.67
"527","2018-01-18",14.48
"528","2018-01-19",14.66
"529","2018-01-22",14.84
"530","2018-01-23",14.78
"531","2018-01-24",14.38
"532","2018-01-25",14.2
"533","2018-01-26",14.38
"534","2018-01-29",14.26
"535","2018-01-30",13.82
"536","2018-01-31",13.8
"537","2018-02-01",13.66
"538","2018-02-02",13.12
"539","2018-02-05",12.88
"540","2018-02-06",13.24
"541","2018-02-07",13.02
"542","2018-02-08",12.77
"543","2018-02-09",13.07
"544","2018-02-12",12.95
"545","2018-02-13",12.84
"546","2018-02-14",12.92
"547","2018-02-15",12.96
"548","2018-02-16",12.82
"549","2018-02-20",12.32
"550","2018-02-21",12.56
"551","2018-02-22",12.58
"552","2018-02-23",12.58
"553","2018-02-26",12.84
"554","2018-02-27",13.04
"555","2018-02-28",12.24
"556","2018-03-01",14.13
"557","2018-03-02",14.04
"558","2018-03-05",14.35
"559","2018-03-06",14.61
"560","2018-03-07",14.57
"561","2018-03-08",14.55
"562","2018-03-09",14.77
"563","2018-03-12",14.59
"564","2018-03-13",14.63
"565","2018-03-14",14.48
"566","2018-03-15",14.41
"567","2018-03-16",14.38
"568","2018-03-19",14.27
"569","2018-03-20",14.32
"570","2018-03-21",14.3
"571","2018-03-22",13.95
"572","2018-03-23",13.94
"573","2018-03-26",14.34
"574","2018-03-27",14.41
"575","2018-03-28",14.6
"576","2018-03-29",14.79
"577","2018-04-02",14.25
"578","2018-04-03",14.3
"579","2018-04-04",14.75
"580","2018-04-05",14.79
"581","2018-04-06",14.5
"582","2018-04-09",14.75
"583","2018-04-10",14.68
"584","2018-04-11",14.52
"585","2018-04-12",14.41
"586","2018-04-13",14.5
"587","2018-04-16",14.5
"588","2018-04-17",14.68
"589","2018-04-18",14.49
"590","2018-04-19",14.38
"591","2018-04-20",14.16
"592","2018-04-23",14.38
"593","2018-04-24",14.38
"594","2018-04-25",14.39
"595","2018-04-26",14.35
"596","2018-04-27",14.33
"597","2018-04-30",14.05
"598","2018-05-01",13.97
"599","2018-05-02",13.68
"600","2018-05-03",13.35
"601","2018-05-04",13.54
"602","2018-05-07",13.56
"603","2018-05-08",13.86
"604","2018-05-09",13.78
"605","2018-05-10",13.58
"606","2018-05-11",13.27
"607","2018-05-14",12.76
"608","2018-05-15",12.81
"609","2018-05-16",12.9
"610","2018-05-17",12.84
"611","2018-05-18",12.7
"612","2018-05-21",12.85
"613","2018-05-22",13.19
"614","2018-05-23",13.3
"615","2018-05-24",13.57
"616","2018-05-25",13.77
"617","2018-05-29",13.84
"618","2018-05-30",13.81
"619","2018-05-31",13.63
"620","2018-06-01",13.76
"621","2018-06-04",13.6
"622","2018-06-05",13.4
"623","2018-06-06",13.19
"624","2018-06-07",13.01
"625","2018-06-08",13.33
"626","2018-06-11",13.51
"627","2018-06-12",13.56
"628","2018-06-13",13.38
"629","2018-06-14",13.38
"630","2018-06-15",13.45
"631","2018-06-18",13.4
"632","2018-06-19",13.4
"633","2018-06-20",13.56
"634","2018-06-21",13.4
"635","2018-06-22",13.5
"636","2018-06-25",14
"637","2018-06-26",13.83
"638","2018-06-27",13.52
"639","2018-06-28",13.62
"640","2018-06-29",13.6
"641","2018-07-02",13.89
"642","2018-07-03",14.03
"643","2018-07-05",14.07
"644","2018-07-06",14.11
"645","2018-07-09",14.08
"646","2018-07-10",13.72
"647","2018-07-11",13.67
"648","2018-07-12",13.48
"649","2018-07-13",13.6
"650","2018-07-16",13.91
"651","2018-07-17",13.75
"652","2018-07-18",14.02
"653","2018-07-19",14.28
"654","2018-07-20",14.4
"655","2018-07-23",14.29
"656","2018-07-24",14.22
"657","2018-07-25",14.13
"658","2018-07-26",14.06
"659","2018-07-27",14.09
"660","2018-07-30",14.03
"661","2018-07-31",14.01
"662","2018-08-01",13.99
"663","2018-08-02",14.13
"664","2018-08-03",14.42
"665","2018-08-06",14.11
"666","2018-08-07",13.94
"667","2018-08-08",11.485
"668","2018-08-09",12.085
"669","2018-08-10",11.73
"670","2018-08-13",11.85
"671","2018-08-14",11.93
"672","2018-08-15",12.29
"673","2018-08-16",12.21
"674","2018-08-17",12.42
"675","2018-08-20",12.36
"676","2018-08-21",11.84
"677","2018-08-22",11.95
"678","2018-08-23",11.9
"679","2018-08-24",11.92
"680","2018-08-27",11.97
"681","2018-08-28",12.04
"682","2018-08-29",11.99
"683","2018-08-30",11.85
"684","2018-08-31",11.76
"685","2018-09-04",11.75
"686","2018-09-05",11.87
"687","2018-09-06",11.99
"688","2018-09-07",12.11
"689","2018-09-10",12.25
"690","2018-09-11",12.02
"691","2018-09-12",11.97
"692","2018-09-13",12.2
"693","2018-09-14",12.24
"694","2018-09-17",12.17
"695","2018-09-18",11.92
"696","2018-09-19",11.86
"697","2018-09-20",11.82
"698","2018-09-21",11.68
"699","2018-09-24",11.63
"700","2018-09-25",11.44
"701","2018-09-26",11.22
"702","2018-09-27",11.12
"703","2018-09-28",11.07
"704","2018-10-01",10.81
"705","2018-10-02",10.79
"706","2018-10-03",10.83
"707","2018-10-04",10.85
"708","2018-10-05",10.86
"709","2018-10-08",11
"710","2018-10-09",11.06
"711","2018-10-10",11.16
"712","2018-10-11",10.97
"713","2018-10-12",10.96
"714","2018-10-15",10.92
"715","2018-10-16",10.98
"716","2018-10-17",10.9
"717","2018-10-18",10.68
"718","2018-10-19",10.72
"719","2018-10-22",10.5
"720","2018-10-23",10.32
"721","2018-10-24",10.3
"722","2018-10-25",10.29
"723","2018-10-26",10.04
"724","2018-10-29",9.95
"725","2018-10-30",10.19
"726","2018-10-31",10.4
"727","2018-11-01",10.63
"728","2018-11-02",10.88
"729","2018-11-05",10.98
"730","2018-11-06",11.14
"731","2018-11-07",11.04
"732","2018-11-08",11.1
"733","2018-11-09",11.21
"734","2018-11-12",11.18
"735","2018-11-13",11.21
"736","2018-11-14",11.11
"737","2018-11-15",11.21
"738","2018-11-16",11.28
"739","2018-11-19",11.07
"740","2018-11-20",11.09
"741","2018-11-21",11.12
"742","2018-11-23",11.21
"743","2018-11-26",11.35
"744","2018-11-27",11.22
"745","2018-11-28",11.55
"746","2018-11-29",11.41
"747","2018-11-30",11.65
"748","2018-12-03",11.57
"749","2018-12-04",11.28
"750","2018-12-06",11.88
"751","2018-12-07",11.71
"752","2018-12-10",11.59
"753","2018-12-11",11.69
"754","2018-12-12",11.72
"755","2018-12-13",11.61
"756","2018-12-14",11.22
"757","2018-12-17",11.08
"758","2018-12-18",11.08
"759","2018-12-19",11
"760","2018-12-20",10.8
"761","2018-12-21",10.53
"762","2018-12-24",10.32
"763","2018-12-26",10.73
"764","2018-12-27",10.66
"765","2018-12-28",10.66
"766","2018-12-31",10.94
"767","2019-01-02",10.99
"768","2019-01-03",11.02
"769","2019-01-04",11.17
"770","2019-01-07",11.14
"771","2019-01-08",11.1
"772","2019-01-09",11.16
"773","2019-01-10",11.35
"774","2019-01-11",11.35
"775","2019-01-14",11.19
"776","2019-01-15",11.37
"777","2019-01-16",11.58
"778","2019-01-17",11.75
"779","2019-01-18",11.67
"780","2019-01-22",11.77
"781","2019-01-23",11.71
"782","2019-01-24",11.45
"783","2019-01-25",11.25
"784","2019-01-28",11.12
"785","2019-01-29",11.25
"786","2019-01-30",11.38
"787","2019-01-31",11.49
"788","2019-02-01",11.33
"789","2019-02-04",11.31
"790","2019-02-05",11.38
"791","2019-02-06",11.44
"792","2019-02-07",11.53
"793","2019-02-08",11.59
"794","2019-02-11",11.72
"795","2019-02-12",11.8
"796","2019-02-13",11.83
"797","2019-02-14",11.9
"798","2019-02-15",12.05
"799","2019-02-19",12.11
"800","2019-02-20",12.1
"801","2019-02-21",12.15
"802","2019-02-22",11.85
"803","2019-02-25",11.63
"804","2019-02-26",11.44
"805","2019-02-27",11.41
"806","2019-02-28",12.14
"807","2019-03-01",12.3
"808","2019-03-04",12.17
"809","2019-03-05",11.79
"810","2019-03-06",11.6
"811","2019-03-07",11.6
"812","2019-03-08",11.53
"813","2019-03-11",11.69
"814","2019-03-12",11.88
"815","2019-03-13",11.93
"816","2019-03-14",11.69
"817","2019-03-15",11.8
"818","2019-03-18",11.89
"819","2019-03-19",11.91
"820","2019-03-20",11.89
"821","2019-03-21",12.05
"822","2019-03-22",11.96
"823","2019-03-25",12.16
"824","2019-03-26",12.19
"825","2019-03-27",12.24
"826","2019-03-28",12.38
"827","2019-03-29",12.5
"828","2019-04-01",12.73
"829","2019-04-02",13.01
"830","2019-04-03",12.83
"831","2019-04-04",12.87
"832","2019-04-05",13.11
"833","2019-04-08",13.09
"834","2019-04-09",13.06
"835","2019-04-10",13
"836","2019-04-11",12.88
"837","2019-04-12",12.98
"838","2019-04-15",13.06
"839","2019-04-16",12.97
"840","2019-04-17",13.01
"841","2019-04-18",12.98
"842","2019-04-22",13.29
"843","2019-04-23",13.3
"844","2019-04-24",13.4
"845","2019-04-25",13.17
"846","2019-04-26",13.32
"847","2019-04-29",13.43
"848","2019-04-30",13.4
"849","2019-05-01",13.25
"850","2019-05-02",13.26
"851","2019-05-03",13.29
"852","2019-05-06",13.15
"853","2019-05-07",12.91
"854","2019-05-08",12.98
"855","2019-05-09",13.92
"856","2019-05-10",13.99
"857","2019-05-13",13.89
"858","2019-05-14",13.79
"859","2019-05-15",13.41
"860","2019-05-16",13.54
"861","2019-05-17",13.6
"862","2019-05-20",13.58
"863","2019-05-21",13.48
"864","2019-05-22",13.36
"865","2019-05-23",13.14
"866","2019-05-24",13.23
"867","2019-05-28",13.1
"868","2019-05-29",13.33
"869","2019-05-30",13.35
"870","2019-05-31",13.39
"871","2019-06-03",13.39
"872","2019-06-04",13.34
"873","2019-06-05",13.31
"874","2019-06-06",13.31
"875","2019-06-07",13.26
"876","2019-06-10",13.33
"877","2019-06-11",13.37
"878","2019-06-12",13.69
"879","2019-06-13",13.56
"880","2019-06-14",13.58
"881","2019-06-17",13.6
"882","2019-06-18",13.52
"883","2019-06-19",13.64
"884","2019-06-20",13.82
"885","2019-06-21",13.89
"886","2019-06-24",14.26
"887","2019-06-25",14.45
"888","2019-06-26",14.26
"889","2019-06-27",14.23
"890","2019-06-28",14.44
"891","2019-07-01",14.53
"892","2019-07-02",14.46
"893","2019-07-03",14.66
"894","2019-07-05",14.7
"895","2019-07-08",14.73
"896","2019-07-09",14.72
"897","2019-07-10",14.7
"898","2019-07-11",14.48
"899","2019-07-12",14.57
"900","2019-07-15",14.58
"901","2019-07-16",14.56
"902","2019-07-17",14.41
"903","2019-07-18",14.45
"904","2019-07-19",14.34
"905","2019-07-22",14.2
"906","2019-07-23",14.38
"907","2019-07-24",14.4
"908","2019-07-25",14.22
"909","2019-07-26",14.22
"910","2019-07-29",14.16
"911","2019-07-30",14.16
"912","2019-07-31",14.12
"913","2019-08-01",14.09
"914","2019-08-02",14.31
"915","2019-08-05",14.09
"916","2019-08-06",14.37
"917","2019-08-07",14.31
"918","2019-08-08",14.29
"919","2019-08-09",14.43
"920","2019-08-12",14.36
"921","2019-08-13",13.66
"922","2019-08-14",13.61
"923","2019-08-15",13.72
"924","2019-08-16",13.96
"925","2019-08-19",13.91
"926","2019-08-20",13.83
"927","2019-08-21",13.99
"928","2019-08-22",14.05
"929","2019-08-23",13.81
"930","2019-08-26",13.67
"931","2019-08-27",13.85
"932","2019-08-28",13.9
"933","2019-08-29",14.05
"934","2019-08-30",14.02
"935","2019-09-03",14.15
"936","2019-09-04",14.36
"937","2019-09-05",14.33
"938","2019-09-06",14.08
"939","2019-09-09",13.9
"940","2019-09-10",13.66
"941","2019-09-11",13.83
"942","2019-09-12",14.16
"943","2019-09-13",14.24
"944","2019-09-16",14.25
"945","2019-09-17",14.22
"946","2019-09-18",14.19
"947","2019-09-19",14.22
"948","2019-09-20",14.05
"949","2019-09-23",13.865
"950","2019-09-24",13.835
"951","2019-09-25",13.94
"952","2019-09-26",13.91
"953","2019-09-27",13.85
"954","2019-09-30",13.985
"955","2019-10-01",13.83
"956","2019-10-02",13.63
"957","2019-10-03",13.56
"958","2019-10-04",13.73
"959","2019-10-07",13.77
"960","2019-10-08",13.67
"961","2019-10-09",13.57
"962","2019-10-10",13.55
"963","2019-10-11",13.545
"964","2019-10-14",13.425
"965","2019-10-15",13.45
"966","2019-10-16",13.23
"967","2019-10-17",13.32
"968","2019-10-18",13.135
"969","2019-10-21",13.16
"970","2019-10-22",12.99
"971","2019-10-23",12.92
"972","2019-10-24",12.8
"973","2019-10-25",12.82
"974","2019-10-28",12.77
"975","2019-10-29",12.72
"976","2019-10-30",12.6
"977","2019-10-31",12.78
"978","2019-11-01",12.725
"979","2019-11-04",12.84
"980","2019-11-05",12.65
"981","2019-11-06",12.76
"982","2019-11-07",13.15
"983","2019-11-08",13.4
"984","2019-11-11",13.52
"985","2019-11-12",13.1
"986","2019-11-13",13.46
"987","2019-11-14",13.46
"988","2019-11-15",13.41
"989","2019-11-18",13.42
"990","2019-11-19",13.55
"991","2019-11-20",13.52
"992","2019-11-21",13.31
"993","2019-11-22",13.57
"994","2019-11-25",13.55
"995","2019-11-26",13.65
"996","2019-11-27",13.565
"997","2019-11-29",13.45
"998","2019-12-02",13.85
"999","2019-12-03",13.95
"1000","2019-12-04",13.95
"1001","2019-12-05",14.07
