"","date","DLHC"
"113","2007-06-14",3.76
"114","2007-06-15",3.8
"115","2007-06-18",3.76
"116","2007-06-19",3.76
"117","2007-06-20",3.8
"118","2007-06-21",3.64
"119","2007-06-22",3.72
"120","2007-06-25",3.6
"121","2007-06-26",4
"122","2007-06-27",3.8
"123","2007-06-28",3.64
"124","2007-06-29",3.6
"125","2007-07-02",3.52
"126","2007-07-03",3.4
"127","2007-07-05",3.52
"128","2007-07-06",3.52
"129","2007-07-09",3.48
"130","2007-07-10",3.52
"131","2007-07-11",3.52
"132","2007-07-12",3.56
"133","2007-07-13",2.88
"134","2007-07-16",3.44
"135","2007-07-17",3.4
"136","2007-07-18",3.72
"137","2007-07-19",3.4
"138","2007-07-20",3.2
"139","2007-07-23",3.48
"140","2007-07-24",3.32
"141","2007-07-25",3.24
"142","2007-07-26",3.16
"143","2007-07-27",3.4
"144","2007-07-30",3.36
"145","2007-07-31",3.4
"146","2007-08-01",3.32
"147","2007-08-02",3.2
"148","2007-08-03",3.36
"149","2007-08-06",3.24
"150","2007-08-07",3.28
"151","2007-08-08",3.36
"152","2007-08-09",3.4
"153","2007-08-10",3.44
"154","2007-08-13",3.6
"155","2007-08-14",3.88
"156","2007-08-15",3.96
"157","2007-08-16",3.76
"158","2007-08-17",3.72
"159","2007-08-20",3.56
"160","2007-08-21",3.84
"161","2007-08-22",3.64
"162","2007-08-23",3.72
"163","2007-08-24",3.92
"164","2007-08-27",3.92
"165","2007-08-28",3.92
"166","2007-08-29",3.92
"167","2007-08-30",3.96
"168","2007-08-31",3.76
"169","2007-09-04",3.64
"170","2007-09-05",3.72
"171","2007-09-06",3.68
"172","2007-09-07",3.6
"173","2007-09-10",3.56
"174","2007-09-11",3.72
"175","2007-09-12",3.56
"176","2007-09-13",3.56
"177","2007-09-14",3.56
"178","2007-09-17",3.52
"179","2007-09-18",3.4
"180","2007-09-19",3.36
"181","2007-09-20",3.4
"182","2007-09-21",3.4
"183","2007-09-24",3.28
"184","2007-09-25",3.28
"185","2007-09-26",3.24
"186","2007-09-27",3.24
"187","2007-09-28",3.32
"188","2007-10-01",3.28
"189","2007-10-02",3.24
"190","2007-10-03",3.36
"191","2007-10-04",3.32
"192","2007-10-05",3.32
"193","2007-10-08",3.32
"194","2007-10-09",3.4
"195","2007-10-10",3.44
"196","2007-10-11",3.28
"197","2007-10-12",3.36
"198","2007-10-15",3.24
"199","2007-10-16",3.32
"200","2007-10-17",3.32
"201","2007-10-18",3.28
"202","2007-10-19",3.28
"203","2007-10-22",3.28
"204","2007-10-23",3.28
"205","2007-10-24",3.24
"206","2007-10-25",3.16
"207","2007-10-26",3.32
"208","2007-10-29",3.24
"209","2007-10-30",3.32
"210","2007-10-31",3.32
"211","2007-11-01",3.36
"212","2007-11-02",3.32
"213","2007-11-05",3.32
"214","2007-11-06",3.36
"215","2007-11-07",3.28
"216","2007-11-08",3.2
"217","2007-11-09",3.28
"218","2007-11-12",3.28
"219","2007-11-13",3.28
"220","2007-11-14",3.2
"221","2007-11-15",3.4
"222","2007-11-16",3.2
"223","2007-11-19",3.2
"224","2007-11-20",2.96
"225","2007-11-21",2.8
"226","2007-11-23",2.92
"227","2007-11-26",2.84
"228","2007-11-27",2.84
"229","2007-11-28",2.76
"230","2007-11-29",2.88
"231","2007-11-30",2.8
"232","2007-12-03",2.72
"233","2007-12-04",2.6
"234","2007-12-05",2.6
"235","2007-12-06",2.76
"236","2007-12-07",2.84
"237","2007-12-10",2.92
"238","2007-12-11",2.88
"239","2007-12-12",2.92
"240","2007-12-13",3
"241","2007-12-14",3.2
"242","2007-12-17",2.96
"243","2007-12-18",2.96
"244","2007-12-19",2.92
"245","2007-12-20",2.92
"246","2007-12-21",4.12
"247","2007-12-24",2.96
"248","2007-12-26",2.8
"249","2007-12-27",2.96
"250","2007-12-28",2.84
"251","2007-12-31",2.8
"252","2008-01-02",2.72
"253","2008-01-03",2.72
"254","2008-01-04",2.68
"255","2008-01-07",2.8
"256","2008-01-08",2.8
"257","2008-01-09",2.8
"258","2008-01-10",2.72
"259","2008-01-11",2.72
"260","2008-01-14",2.6
"261","2008-01-15",2.56
"262","2008-01-16",2.6
"263","2008-01-17",2.6
"264","2008-01-18",2.56
"265","2008-01-22",2.72
"266","2008-01-23",3
"267","2008-01-24",2.84
"268","2008-01-25",2.84
"269","2008-01-28",3.08
"270","2008-01-29",2.92
"271","2008-01-30",2.8
"272","2008-01-31",2.72
"273","2008-02-01",2.68
"274","2008-02-04",2.68
"275","2008-02-05",2.76
"276","2008-02-06",2.64
"277","2008-02-07",2.64
"278","2008-02-08",2.64
"279","2008-02-11",2.96
"280","2008-02-12",3
"281","2008-02-13",2.92
"282","2008-02-14",2.88
"283","2008-02-15",2.88
"284","2008-02-19",2.88
"285","2008-02-20",2.72
"286","2008-02-21",2.72
"287","2008-02-22",2.8
"288","2008-02-25",2.8
"289","2008-02-26",2.84
"290","2008-02-27",3
"291","2008-02-28",2.92
"292","2008-02-29",2.8
"293","2008-03-03",2.68
"294","2008-03-04",2.64
"295","2008-03-05",2.64
"296","2008-03-06",2.56
"297","2008-03-07",2.64
"298","2008-03-10",2.64
"299","2008-03-11",2.88
"300","2008-03-12",2.6
"301","2008-03-13",2.76
"302","2008-03-14",2.72
"303","2008-03-17",2.6
"304","2008-03-18",2.64
"305","2008-03-19",2.88
"306","2008-03-20",2.88
"307","2008-03-24",2.68
"308","2008-03-25",2.44
"309","2008-03-26",2.76
"310","2008-03-27",2.96
"311","2008-03-28",2.96
"312","2008-03-31",2.72
"313","2008-04-01",2.72
"314","2008-04-02",2.72
"315","2008-04-03",2.64
"316","2008-04-04",2.64
"317","2008-04-07",2.56
"318","2008-04-08",2.56
"319","2008-04-09",2.68
"320","2008-04-10",2.68
"321","2008-04-11",2.64
"322","2008-04-14",2.64
"323","2008-04-15",2.64
"324","2008-04-16",2.68
"325","2008-04-17",2.8
"326","2008-04-18",2.76
"327","2008-04-21",2.76
"328","2008-04-22",2.79
"329","2008-04-23",2.79
"330","2008-04-24",2.25
"331","2008-04-25",2.59
"332","2008-04-28",2.59
"333","2008-04-29",2.35
"334","2008-04-30",2.35
"335","2008-05-01",2.41
"336","2008-05-02",2.5
"337","2008-05-05",2.45
"338","2008-05-06",2.35
"339","2008-05-07",2.39
"340","2008-05-08",2.38
"341","2008-05-09",2.18
"342","2008-05-12",2.08
"343","2008-05-13",2.48
"344","2008-05-14",2.6
"345","2008-05-15",2.67
"346","2008-05-16",2.5
"347","2008-05-19",2.05
"348","2008-05-20",2.21
"349","2008-05-21",2.2
"350","2008-05-22",2.16
"351","2008-05-23",2.58
"352","2008-05-27",2.3
"353","2008-05-28",2.23
"354","2008-05-29",2.22
"355","2008-05-30",2.18
"356","2008-06-02",2.19
"357","2008-06-03",2.1
"358","2008-06-04",2.05
"359","2008-06-05",2.05
"360","2008-06-06",2.2
"361","2008-06-09",2.25
"362","2008-06-10",2.26
"363","2008-06-11",2.02
"364","2008-06-12",2.09
"365","2008-06-13",2.15
"366","2008-06-16",2.1
"367","2008-06-17",2.04
"368","2008-06-18",2.15
"369","2008-06-19",2.18
"370","2008-06-20",2.15
"371","2008-06-23",2.15
"372","2008-06-24",2.02
"373","2008-06-25",2.1
"374","2008-06-26",2
"375","2008-06-27",2.14
"376","2008-06-30",1.95
"377","2008-07-01",2.07
"378","2008-07-02",2.02
"379","2008-07-03",2.02
"380","2008-07-07",2.24
"381","2008-07-08",2.24
"382","2008-07-09",2.5
"383","2008-07-10",2.45
"384","2008-07-11",2.53
"385","2008-07-14",2.53
"386","2008-07-15",2.18
"387","2008-07-16",2.26
"388","2008-07-17",2.45
"389","2008-07-18",2.5
"390","2008-07-21",2.52
"391","2008-07-22",2.39
"392","2008-07-23",2.37
"393","2008-07-24",2.33
"394","2008-07-25",2.33
"395","2008-07-28",2.27
"396","2008-07-29",2.33
"397","2008-07-30",2.14
"398","2008-07-31",2.14
"399","2008-08-01",2.32
"400","2008-08-04",2.31
"401","2008-08-05",2.15
"402","2008-08-06",2.14
"403","2008-08-07",2.11
"404","2008-08-08",2.12
"405","2008-08-11",2.11
"406","2008-08-12",2.34
"407","2008-08-13",2.34
"408","2008-08-14",3
"409","2008-08-15",2.65
"410","2008-08-18",2.8
"411","2008-08-19",2.85
"412","2008-08-20",2.83
"413","2008-08-21",2.68
"414","2008-08-22",2.69
"415","2008-08-25",2.74
"416","2008-08-26",2.8
"417","2008-08-27",2.83
"418","2008-08-28",2.8
"419","2008-08-29",2.8
"420","2008-09-02",2.83
"421","2008-09-03",2.84
"422","2008-09-04",2.9
"423","2008-09-05",2.96
"424","2008-09-08",3
"425","2008-09-09",2.77
"426","2008-09-10",2.92
"427","2008-09-11",2.85
"428","2008-09-12",2.86
"429","2008-09-15",2.85
"430","2008-09-16",2.69
"431","2008-09-17",2.75
"432","2008-09-18",2.81
"433","2008-09-19",2.81
"434","2008-09-22",2.42
"435","2008-09-23",2.4
"436","2008-09-24",2.14
"437","2008-09-25",2.61
"438","2008-09-26",2.23
"439","2008-09-29",2.42
"440","2008-09-30",2.47
"441","2008-10-01",2.56
"442","2008-10-02",2.56
"443","2008-10-03",2.49
"444","2008-10-06",2.12
"445","2008-10-07",2.1
"446","2008-10-08",2.2
"447","2008-10-09",2
"448","2008-10-10",2
"449","2008-10-13",2.07
"450","2008-10-14",2.18
"451","2008-10-15",2.24
"452","2008-10-16",1.9
"453","2008-10-17",2.22
"454","2008-10-20",1.83
"455","2008-10-21",1.85
"456","2008-10-22",2.26
"457","2008-10-23",2.27
"458","2008-10-24",1.79
"459","2008-10-27",2.13
"460","2008-10-28",2.13
"461","2008-10-29",1.96
"462","2008-10-30",1.91
"463","2008-10-31",2.12
"464","2008-11-03",2.22
"465","2008-11-04",2.14
"466","2008-11-05",2.14
"467","2008-11-06",2.14
"468","2008-11-07",1.9
"469","2008-11-10",2.19
"470","2008-11-11",2.2
"471","2008-11-12",2.22
"472","2008-11-13",2.26
"473","2008-11-14",1.82
"474","2008-11-17",1.82
"475","2008-11-18",1.92
"476","2008-11-19",2
"477","2008-11-20",2.18
"478","2008-11-21",2
"479","2008-11-24",2
"480","2008-11-25",2
"481","2008-11-26",2
"482","2008-11-28",1.82
"483","2008-12-01",2
"484","2008-12-02",2
"485","2008-12-03",2
"486","2008-12-04",2
"487","2008-12-05",1.73
"488","2008-12-08",1.72
"489","2008-12-09",1.8
"490","2008-12-10",1.72
"491","2008-12-11",1.72
"492","2008-12-12",1.77
"493","2008-12-15",1.78
"494","2008-12-16",2.1
"495","2008-12-17",1.97
"496","2008-12-18",1.97
"497","2008-12-19",1.98
"498","2008-12-22",2.17
"499","2008-12-23",2.08
"500","2008-12-24",2.08
"501","2008-12-26",2
"502","2008-12-29",1.75
"503","2008-12-30",2
"504","2008-12-31",1.7
"505","2009-01-02",1.7
"506","2009-01-05",1.95
"507","2009-01-06",1.95
"508","2009-01-07",1.9
"509","2009-01-08",1.9
"510","2009-01-09",1.85
"511","2009-01-12",1.71
"512","2009-01-13",1.87
"513","2009-01-14",1.66
"514","2009-01-15",1.42
"515","2009-01-16",1.6
"516","2009-01-20",1.8
"517","2009-01-21",1.8
"518","2009-01-22",1.77
"519","2009-01-23",1.43
"520","2009-01-26",1.4
"521","2009-01-27",1.67
"522","2009-01-28",1.67
"523","2009-01-29",1.79
"524","2009-01-30",1.79
"525","2009-02-02",1.82
"526","2009-02-03",1.81
"527","2009-02-04",1.85
"528","2009-02-05",1.85
"529","2009-02-06",1.88
"530","2009-02-09",1.84
"531","2009-02-10",1.83
"532","2009-02-11",1.59
"533","2009-02-12",1.65
"534","2009-02-13",1.86
"535","2009-02-17",1.44
"536","2009-02-18",1.45
"537","2009-02-19",1.44
"538","2009-02-20",1.5
"539","2009-02-23",1.3
"540","2009-02-24",1.56
"541","2009-02-25",1.41
"542","2009-02-26",1.41
"543","2009-02-27",1.45
"544","2009-03-02",1.45
"545","2009-03-03",1.32
"546","2009-03-04",1.36
"547","2009-03-05",1.3
"548","2009-03-06",1.3
"549","2009-03-09",1.3
"550","2009-03-10",1.25
"551","2009-03-11",1.23
"552","2009-03-12",1.25
"553","2009-03-13",1.15
"554","2009-03-16",1.48
"555","2009-03-17",1.31
"556","2009-03-18",1.31
"557","2009-03-19",1.31
"558","2009-03-20",1.31
"559","2009-03-23",1.34
"560","2009-03-24",1.09
"561","2009-03-25",1.34
"562","2009-03-26",1.21
"563","2009-03-27",1.34
"564","2009-03-30",1.34
"565","2009-03-31",1.35
"566","2009-04-01",1.23
"567","2009-04-02",1.3
"568","2009-04-03",1.3
"569","2009-04-06",1.3
"570","2009-04-07",1.55
"571","2009-04-08",1.7
"572","2009-04-09",1.83
"573","2009-04-13",1.68
"574","2009-04-14",1.68
"575","2009-04-15",1.7
"576","2009-04-16",1.7
"577","2009-04-17",2.09
"578","2009-04-20",1.7
"579","2009-04-21",1.74
"580","2009-04-22",1.82
"581","2009-04-23",1.74
"582","2009-04-24",1.8
"583","2009-04-27",1.8
"584","2009-04-28",1.91
"585","2009-04-29",1.74
"586","2009-04-30",1.76
"587","2009-05-01",2
"588","2009-05-04",2
"589","2009-05-05",2.33
"590","2009-05-06",2.33
"591","2009-05-07",2.35
"592","2009-05-08",2.35
"593","2009-05-11",1.88
"594","2009-05-12",1.88
"595","2009-05-13",2
"596","2009-05-14",2.3
"597","2009-05-15",1.93
"598","2009-05-18",1.93
"599","2009-05-19",2.03
"600","2009-05-20",2.03
"601","2009-05-21",2.03
"602","2009-05-22",1.86
"603","2009-05-26",1.8
"604","2009-05-27",1.72
"605","2009-05-28",1.68
"606","2009-05-29",2.15
"607","2009-06-01",2
"608","2009-06-02",2
"609","2009-06-03",2
"610","2009-06-04",1.8
"611","2009-06-05",2
"612","2009-06-08",2
"613","2009-06-09",2
"614","2009-06-10",1.83
"615","2009-06-11",2.3
"616","2009-06-12",2.25
"617","2009-06-15",1.9
"618","2009-06-16",1.9
"619","2009-06-17",1.9
"620","2009-06-18",1.9
"621","2009-06-19",1.7
"622","2009-06-22",1.7
"623","2009-06-23",1.7
"624","2009-06-24",1.65
"625","2009-06-25",1.65
"626","2009-06-26",1.73
"627","2009-06-29",1.73
"628","2009-06-30",1.73
"629","2009-07-01",1.73
"630","2009-07-02",1.73
"631","2009-07-06",1.55
"632","2009-07-07",1.64
"633","2009-07-08",1.49
"634","2009-07-09",1.58
"635","2009-07-10",1.58
"636","2009-07-13",1.67
"637","2009-07-14",1.67
"638","2009-07-15",1.67
"639","2009-07-16",1.52
"640","2009-07-17",1.55
"641","2009-07-20",1.55
"642","2009-07-21",1.5
"643","2009-07-22",1.65
"644","2009-07-23",1.42
"645","2009-07-24",1.44
"646","2009-07-27",1.44
"647","2009-07-28",1.44
"648","2009-07-29",1.44
"649","2009-07-30",1.37
"650","2009-07-31",1.43
"651","2009-08-03",1.43
"652","2009-08-04",1.4
"653","2009-08-05",1.33
"654","2009-08-06",1.47
"655","2009-08-07",1.34
"656","2009-08-10",1.57
"657","2009-08-11",1.37
"658","2009-08-12",1.39
"659","2009-08-13",1.48
"660","2009-08-14",1.48
"661","2009-08-17",1.44
"662","2009-08-18",1.4
"663","2009-08-19",1.43
"664","2009-08-20",1.45
"665","2009-08-21",1.44
"666","2009-08-24",1.5
"667","2009-08-25",1.6
"668","2009-08-26",1.6
"669","2009-08-27",1.6
"670","2009-08-28",1.52
"671","2009-08-31",1.53
"672","2009-09-01",1.39
"673","2009-09-02",1.4
"674","2009-09-03",1.4
"675","2009-09-04",1.55
"676","2009-09-08",1.45
"677","2009-09-09",1.65
"678","2009-09-10",1.75
"679","2009-09-11",1.75
"680","2009-09-14",1.75
"681","2009-09-15",1.75
"682","2009-09-16",1.56
"683","2009-09-17",1.56
"684","2009-09-18",1.52
"685","2009-09-21",1.52
"686","2009-09-22",1.5
"687","2009-09-23",1.49
"688","2009-09-24",1.49
"689","2009-09-25",1.49
"690","2009-09-28",1.49
"691","2009-09-29",1.49
"692","2009-09-30",1.5
"693","2009-10-01",1.52
"694","2009-10-02",1.5
"695","2009-10-05",1.51
"696","2009-10-06",1.5
"697","2009-10-07",1.45
"698","2009-10-08",1.5
"699","2009-10-09",1.37
"700","2009-10-12",1.34
"701","2009-10-13",1.34
"702","2009-10-14",1.38
"703","2009-10-15",1.38
"704","2009-10-16",1.27
"705","2009-10-19",1.2
"706","2009-10-20",1.17
"707","2009-10-21",1.17
"708","2009-10-22",1.17
"709","2009-10-23",1.13
"710","2009-10-26",1.13
"711","2009-10-27",1.13
"712","2009-10-28",1.11
"713","2009-10-29",1.12
"714","2009-10-30",1.01
"715","2009-11-02",1
"716","2009-11-03",1.03
"717","2009-11-04",0.96
"718","2009-11-05",0.99
"719","2009-11-06",0.9
"720","2009-11-09",0.9
"721","2009-11-10",0.85
"722","2009-11-11",0.75
"723","2009-11-12",0.71
"724","2009-11-13",0.7
"725","2009-11-16",0.75
"726","2009-11-17",0.9
"727","2009-11-18",0.72
"728","2009-11-19",0.66
"729","2009-11-20",0.7
"730","2009-11-23",0.72
"731","2009-11-24",0.69
"732","2009-11-25",0.69
"733","2009-11-27",0.69
"734","2009-11-30",0.68
"735","2009-12-01",0.68
"736","2009-12-02",0.67
"737","2009-12-03",0.63
"738","2009-12-04",0.64
"739","2009-12-07",0.75
"740","2009-12-08",0.75
"741","2009-12-09",0.68
"742","2009-12-10",0.68
"743","2009-12-11",0.68
"744","2009-12-14",0.67
"745","2009-12-15",0.67
"746","2009-12-16",0.68
"747","2009-12-17",0.67
"748","2009-12-18",0.68
"749","2009-12-21",0.68
"750","2009-12-22",0.75
"751","2009-12-23",0.69
"752","2009-12-24",0.7
"753","2009-12-28",0.7
"754","2009-12-29",0.82
"755","2009-12-30",0.8
"756","2009-12-31",0.8
"757","2010-01-04",0.75
"758","2010-01-05",0.75
"759","2010-01-06",0.75
"760","2010-01-07",0.85
"761","2010-01-08",0.85
"762","2010-01-11",0.86
"763","2010-01-12",0.8
"764","2010-01-13",0.82
"765","2010-01-14",1.06
"766","2010-01-15",1.3
"767","2010-01-19",1.2
"768","2010-01-20",1.18
"769","2010-01-21",1.08
"770","2010-01-22",1.01
"771","2010-01-25",1.02
"772","2010-01-26",1
"773","2010-01-27",1.12
"774","2010-01-28",1.04
"775","2010-01-29",1.08
"776","2010-02-01",1.15
"777","2010-02-02",1.12
"778","2010-02-03",1.04
"779","2010-02-04",1.03
"780","2010-02-05",1.03
"781","2010-02-08",1.03
"782","2010-02-09",1.03
"783","2010-02-10",1.05
"784","2010-02-11",1.02
"785","2010-02-12",1.09
"786","2010-02-16",1.01
"787","2010-02-17",1.01
"788","2010-02-18",1.09
"789","2010-02-19",1.1
"790","2010-02-22",1.1
"791","2010-02-23",1.1
"792","2010-02-24",1.1
"793","2010-02-25",1.1
"794","2010-02-26",1
"795","2010-03-01",1
"796","2010-03-02",1
"797","2010-03-03",0.95
"798","2010-03-04",0.96
"799","2010-03-05",0.96
"800","2010-03-08",0.97
"801","2010-03-09",1.01
"802","2010-03-10",1.01
"803","2010-03-11",1.01
"804","2010-03-12",1.01
"805","2010-03-15",1.09
"806","2010-03-16",0.96
"807","2010-03-17",1.01
"808","2010-03-18",1
"809","2010-03-19",1
"810","2010-03-22",1
"811","2010-03-23",1
"812","2010-03-24",1
"813","2010-03-25",1.1
"814","2010-03-26",1.11
"815","2010-03-29",1.11
"816","2010-03-30",0.99
"817","2010-03-31",0.99
"818","2010-04-01",0.96
"819","2010-04-05",0.96
"820","2010-04-06",0.96
"821","2010-04-07",0.96
"822","2010-04-08",0.96
"823","2010-04-09",0.99
"824","2010-04-12",0.99
"825","2010-04-13",0.99
"826","2010-04-14",0.99
"827","2010-04-15",0.96
"828","2010-04-16",1
"829","2010-04-19",0.96
"830","2010-04-20",0.96
"831","2010-04-21",0.96
"832","2010-04-22",1
"833","2010-04-23",1
"834","2010-04-26",1
"835","2010-04-27",1
"836","2010-04-28",0.96
"837","2010-04-29",0.96
"838","2010-04-30",0.96
"839","2010-05-03",0.96
"840","2010-05-04",0.95
"841","2010-05-05",0.96
"842","2010-05-06",0.88
"843","2010-05-07",0.88
"844","2010-05-10",0.9
"845","2010-05-11",0.9
"846","2010-05-12",0.86
"847","2010-05-13",0.92
"848","2010-05-14",0.9
"849","2010-05-17",0.7
"850","2010-05-18",0.64
"851","2010-05-19",0.65
"852","2010-05-20",0.65
"853","2010-05-21",0.65
"854","2010-05-24",0.65
"855","2010-05-25",0.61
"856","2010-05-26",0.64
"857","2010-05-27",0.7
"858","2010-05-28",0.7
"859","2010-06-01",0.63
"860","2010-06-02",0.77
"861","2010-06-03",0.65
"862","2010-06-04",0.63
"863","2010-06-07",0.62
"864","2010-06-08",0.61
"865","2010-06-09",0.58
"866","2010-06-10",0.55
"867","2010-06-11",0.5
"868","2010-06-14",0.55
"869","2010-06-15",0.5
"870","2010-06-16",0.5
"871","2010-06-17",0.55
"872","2010-06-18",0.5
"873","2010-06-21",0.5
"874","2010-06-22",0.5
"875","2010-06-23",0.5
"876","2010-06-24",0.5
"877","2010-06-25",0.5
"878","2010-06-28",0.5
"879","2010-06-29",0.5
"880","2010-06-30",0.5
"881","2010-07-01",0.5
"882","2010-07-02",0.5
"883","2010-07-06",0.5
"884","2010-07-07",0.54
"885","2010-07-08",0.54
"886","2010-07-09",0.54
"887","2010-07-12",0.52
"888","2010-07-13",0.5
"889","2010-07-14",0.5
"890","2010-07-15",0.5
"891","2010-07-16",0.5
"892","2010-07-19",0.5
"893","2010-07-20",0.5
"894","2010-07-21",0.5
"895","2010-07-22",0.5
"896","2010-07-23",0.5
"897","2010-07-26",0.5
"898","2010-07-27",0.56
"899","2010-07-28",0.56
"900","2010-07-29",0.55
"901","2010-07-30",0.55
"902","2010-08-02",0.55
"903","2010-08-03",0.66
"904","2010-08-04",0.62
"905","2010-08-05",0.62
"906","2010-08-06",0.65
"907","2010-08-09",0.68
"908","2010-08-10",0.68
"909","2010-08-11",0.53
"910","2010-08-12",0.53
"911","2010-08-13",0.53
"912","2010-08-16",0.53
"913","2010-08-17",0.53
"914","2010-08-18",0.53
"915","2010-08-19",0.55
"916","2010-08-20",0.55
"917","2010-08-23",0.55
"918","2010-08-24",0.55
"919","2010-08-25",0.55
"920","2010-08-26",0.55
"921","2010-08-27",0.65
"922","2010-08-30",0.51
"923","2010-08-31",0.51
"924","2010-09-01",0.55
"925","2010-09-02",0.55
"926","2010-09-03",0.55
"927","2010-09-07",0.54
"928","2010-09-08",0.51
"929","2010-09-09",0.62
"930","2010-09-10",0.63
"931","2010-09-13",0.62
"932","2010-09-14",0.53
"933","2010-09-15",0.59
"934","2010-09-16",0.59
"935","2010-09-17",0.57
"936","2010-09-20",0.6
"937","2010-09-21",0.6
"938","2010-09-22",0.6
"939","2010-09-23",0.6
"940","2010-09-24",0.58
"941","2010-09-27",0.58
"942","2010-09-28",0.51
"943","2010-09-29",0.52
"944","2010-09-30",0.52
"945","2010-10-01",0.52
"946","2010-10-04",0.51
"947","2010-10-05",0.51
"948","2010-10-06",0.51
"949","2010-10-07",0.51
"950","2010-10-08",0.52
"951","2010-10-11",0.51
"952","2010-10-12",0.54
"953","2010-10-13",0.54
"954","2010-10-14",0.54
"955","2010-10-15",0.57
"956","2010-10-18",0.57
"957","2010-10-19",0.56
"958","2010-10-20",0.51
"959","2010-10-21",0.6
"960","2010-10-22",0.53
"961","2010-10-25",0.53
"962","2010-10-26",0.53
"963","2010-10-27",0.59
"964","2010-10-28",0.53
"965","2010-10-29",0.58
"966","2010-11-01",0.58
"967","2010-11-02",0.58
"968","2010-11-03",0.58
"969","2010-11-04",0.53
"970","2010-11-05",0.58
"971","2010-11-08",0.57
"972","2010-11-09",0.58
"973","2010-11-10",0.58
"974","2010-11-11",0.58
"975","2010-11-12",0.58
"976","2010-11-15",0.53
"977","2010-11-16",0.58
"978","2010-11-17",0.58
"979","2010-11-18",0.54
"980","2010-11-19",0.5
"981","2010-11-22",0.5
"982","2010-11-23",0.5
"983","2010-11-24",0.5
"984","2010-11-26",0.5
"985","2010-11-29",0.56
"986","2010-11-30",0.56
"987","2010-12-01",0.56
"988","2010-12-02",0.56
"989","2010-12-03",0.56
"990","2010-12-06",0.51
"991","2010-12-07",0.52
"992","2010-12-08",0.51
"993","2010-12-09",0.52
"994","2010-12-10",0.5
"995","2010-12-13",0.56
"996","2010-12-14",0.5
"997","2010-12-15",0.5
"998","2010-12-16",0.5
"999","2010-12-17",0.5
"1000","2010-12-20",0.5
"1001","2010-12-21",0.5
"1002","2010-12-22",0.5
"1003","2010-12-23",0.55
"1004","2010-12-27",0.5
"1005","2010-12-28",0.5
