"","date","ARGX"
"1","2017-05-18",23
"2","2017-05-19",21.85
"3","2017-05-22",21.41
"4","2017-05-23",20.969999
"5","2017-05-24",20.620001
"6","2017-05-25",21.41
"7","2017-05-26",20.15
"8","2017-05-30",20.790001
"9","2017-05-31",20.85
"10","2017-06-01",20.27
"11","2017-06-02",20.879999
"12","2017-06-05",21.33
"13","2017-06-06",20.799999
"14","2017-06-07",20.690001
"15","2017-06-08",20.450001
"16","2017-06-09",20.07
"17","2017-06-12",21.02
"18","2017-06-13",21
"19","2017-06-14",21.299999
"20","2017-06-15",20.549999
"21","2017-06-16",20.98
"22","2017-06-19",20.139999
"23","2017-06-20",20.700001
"24","2017-06-21",20.59
"25","2017-06-22",20.01
"26","2017-06-23",20
"27","2017-06-26",19.764999
"28","2017-06-27",20.93
"29","2017-06-28",20.76
"30","2017-06-29",20.75
"31","2017-06-30",21.209999
"32","2017-07-03",20.67
"33","2017-07-05",20.309999
"34","2017-07-06",20.4
"35","2017-07-07",20.33
"36","2017-07-10",20.33
"37","2017-07-11",20.209999
"38","2017-07-12",20.219999
"39","2017-07-13",20.35
"40","2017-07-14",20.629999
"41","2017-07-17",20.07
"42","2017-07-18",20.76
"43","2017-07-19",20.549999
"44","2017-07-20",21.059999
"45","2017-07-21",20.280001
"46","2017-07-24",21.42
"47","2017-07-25",20.110001
"48","2017-07-26",21.35
"49","2017-07-27",20.540001
"50","2017-07-28",21.35
"51","2017-07-31",20.969999
"52","2017-08-01",20.65
"53","2017-08-02",20.9
"54","2017-08-03",21.049999
"55","2017-08-04",20.99
"56","2017-08-07",20.559999
"57","2017-08-08",20.721001
"58","2017-08-09",20.51
"59","2017-08-10",20.6
"60","2017-08-11",19.809999
"61","2017-08-14",20.27
"62","2017-08-15",20.639999
"63","2017-08-16",20.67
"64","2017-08-17",20.35
"65","2017-08-18",20.549999
"66","2017-08-21",21.969999
"67","2017-08-22",20.66
"68","2017-08-23",20.625
"69","2017-08-24",20.77
"70","2017-08-25",20.51
"71","2017-08-28",20.790001
"72","2017-08-29",20.5
"73","2017-08-30",20.785999
"74","2017-08-31",20.9
"75","2017-09-01",20.700001
"76","2017-09-05",20.795
"77","2017-09-06",20.73
"78","2017-09-07",20.962999
"79","2017-09-08",20.889999
"80","2017-09-11",21.1
"81","2017-09-12",21.059999
"82","2017-09-13",21.059999
"83","2017-09-14",21.059999
"84","2017-09-15",21.870001
"85","2017-09-18",21.299999
"86","2017-09-19",21.299999
"87","2017-09-20",21.5
"88","2017-09-21",21.5
"89","2017-09-22",21.5
"90","2017-09-25",21.700001
"91","2017-09-26",21.815001
"92","2017-09-27",21.799999
"93","2017-09-28",22
"94","2017-09-29",22.610001
"95","2017-10-02",22.57
"96","2017-10-03",23.959999
"97","2017-10-04",24.99
"98","2017-10-05",26.200001
"99","2017-10-06",26.549999
"100","2017-10-09",26.51
"101","2017-10-10",26.719999
"102","2017-10-11",26.15
"103","2017-10-12",25.709999
"104","2017-10-13",25.42
"105","2017-10-16",24.799999
"106","2017-10-17",24.379999
"107","2017-10-18",24.105
"108","2017-10-19",24
"109","2017-10-20",23.309999
"110","2017-10-23",23.275
"111","2017-10-24",22.99
"112","2017-10-25",22.75
"113","2017-10-26",23.469999
"114","2017-10-27",23
"115","2017-10-30",23.5
"116","2017-10-31",22.92
"117","2017-11-01",22.620001
"118","2017-11-02",23.200001
"119","2017-11-03",23.209999
"120","2017-11-06",22.82
"121","2017-11-07",22.709999
"122","2017-11-08",23.214001
"123","2017-11-09",22.719999
"124","2017-11-10",24.15
"125","2017-11-13",23.700001
"126","2017-11-14",24
"127","2017-11-15",24.110001
"128","2017-11-16",24.34
"129","2017-11-17",24.190001
"130","2017-11-20",24.58
"131","2017-11-21",25
"132","2017-11-22",25.09
"133","2017-11-24",25.799999
"134","2017-11-27",25.83
"135","2017-11-28",26.82
"136","2017-11-29",28.01
"137","2017-11-30",32.02
"138","2017-12-01",31
"139","2017-12-04",30.67
"140","2017-12-05",29.76
"141","2017-12-06",29.299999
"142","2017-12-07",30.4
"143","2017-12-08",30.450001
"144","2017-12-11",54.470001
"145","2017-12-12",55
"146","2017-12-13",52.73
"147","2017-12-14",59.470001
"148","2017-12-15",58.209999
"149","2017-12-18",58.060001
"150","2017-12-19",58.380001
"151","2017-12-20",57.259998
"152","2017-12-21",59.509998
"153","2017-12-22",62.139999
"154","2017-12-26",61.380001
"155","2017-12-27",63.560001
"156","2017-12-28",62.540001
"157","2017-12-29",63.139999
"158","2018-01-02",63.75
"159","2018-01-03",62.43
"160","2018-01-04",59.790001
"161","2018-01-05",56.950001
"162","2018-01-08",58.110001
"163","2018-01-09",63.080002
"164","2018-01-10",60.23
"165","2018-01-11",62.389999
"166","2018-01-12",70.519997
"167","2018-01-16",68.849998
"168","2018-01-17",67.669998
"169","2018-01-18",65.279999
"170","2018-01-19",66.330002
"171","2018-01-22",66.25
"172","2018-01-23",72.949997
"173","2018-01-24",75.919998
"174","2018-01-25",75.739998
"175","2018-01-26",75.419998
"176","2018-01-29",82.830002
"177","2018-01-30",78.099998
"178","2018-01-31",77.580002
"179","2018-02-01",75.519997
"180","2018-02-02",72.970001
"181","2018-02-05",72.839996
"182","2018-02-06",73.790001
"183","2018-02-07",74.720001
"184","2018-02-08",75.980003
"185","2018-02-09",75.099998
"186","2018-02-12",80.779999
"187","2018-02-13",81.5
"188","2018-02-14",81.610001
"189","2018-02-15",81.07
"190","2018-02-16",80.110001
"191","2018-02-20",78.150002
"192","2018-02-21",80.239998
"193","2018-02-22",81.269997
"194","2018-02-23",80.5
"195","2018-02-26",80.5
"196","2018-02-27",79.190002
"197","2018-02-28",76.629997
"198","2018-03-01",81.970001
"199","2018-03-02",85.190002
"200","2018-03-05",83.089996
"201","2018-03-06",82.5
"202","2018-03-07",79.709999
"203","2018-03-08",79.510002
"204","2018-03-09",78.599998
"205","2018-03-12",78.669998
"206","2018-03-13",80.959999
"207","2018-03-14",85
"208","2018-03-15",82.290001
"209","2018-03-16",80.93
"210","2018-03-19",79.959999
"211","2018-03-20",80.489998
"212","2018-03-21",79.540001
"213","2018-03-22",79.709999
"214","2018-03-23",79.720001
