"","date","FBIOP"
"1","2017-11-14",24.25
"2","2017-11-15",24.35
"3","2017-11-16",24.27
"4","2017-11-17",24.33
"5","2017-11-20",24.143
"6","2017-11-21",23.76
"7","2017-11-22",23.950001
"8","2017-11-24",23.950001
"9","2017-11-27",23.799999
"10","2017-11-28",23.795
"11","2017-11-29",23.67
"12","2017-11-30",23.200001
"13","2017-12-01",23
"14","2017-12-04",22.889999
"15","2017-12-05",23.99
"16","2017-12-06",23.5
"17","2017-12-07",23.497999
"18","2017-12-08",23.49
"19","2017-12-11",23.653
"20","2017-12-12",22.790001
"21","2017-12-13",23.73
"22","2017-12-14",23.4
"23","2017-12-15",23.690001
"24","2017-12-18",23.4
"25","2017-12-19",21.700001
"26","2017-12-20",21.25
"27","2017-12-21",20.469999
"28","2017-12-22",21.040001
"29","2017-12-26",20.73
"30","2017-12-27",21.18
"31","2017-12-28",22.450001
"32","2017-12-29",22.75
"33","2018-01-02",22.097
"34","2018-01-03",22.097
"35","2018-01-04",22.346001
"36","2018-01-05",22.879999
"37","2018-01-08",22.504999
"38","2018-01-09",22.405001
"39","2018-01-10",22.549999
"40","2018-01-11",22.690001
"41","2018-01-12",22.697001
"42","2018-01-16",22.961
"43","2018-01-17",22.014999
"44","2018-01-18",22.15
"45","2018-01-19",22.440001
"46","2018-01-22",22.950001
"47","2018-01-23",22.365999
"48","2018-01-24",22.323999
"49","2018-01-25",22.049999
"50","2018-01-26",22.4
"51","2018-01-29",21.780001
"52","2018-01-30",21.780001
"53","2018-01-31",21.587
"54","2018-02-01",21.73
"55","2018-02-02",20.885
"56","2018-02-05",20.85
"57","2018-02-06",21
"58","2018-02-07",20.448
"59","2018-02-08",20.23
"60","2018-02-09",21.535
"61","2018-02-12",20.525999
"62","2018-02-13",20.5
"63","2018-02-14",20.51
"64","2018-02-15",21.15
"65","2018-02-16",22.059999
"66","2018-02-20",22.084999
"67","2018-02-21",22.229
"68","2018-02-22",22.35
"69","2018-02-23",22.35
"70","2018-02-26",22.35
"71","2018-02-27",22.436001
"72","2018-02-28",22.74
"73","2018-03-01",22.6
"74","2018-03-02",23
"75","2018-03-05",23.129999
"76","2018-03-06",22.76
"77","2018-03-07",23.098
"78","2018-03-08",23.673
"79","2018-03-09",21.955
"80","2018-03-12",23.719999
"81","2018-03-13",23.898001
"82","2018-03-14",22.700001
"83","2018-03-15",23
"84","2018-03-16",23
"85","2018-03-19",22.25
"86","2018-03-20",22.622999
"87","2018-03-21",22.41
"88","2018-03-22",22.4
"89","2018-03-23",22.1
"90","2018-03-26",22.950001
"91","2018-03-27",22.709999
"92","2018-03-28",22.709999
"93","2018-03-29",23.200001
"94","2018-04-02",22.818001
"95","2018-04-03",22.818001
"96","2018-04-04",22.818001
"97","2018-04-05",22.818001
"98","2018-04-06",22
"99","2018-04-09",22.794001
"100","2018-04-10",22.26
"101","2018-04-11",22.26
"102","2018-04-12",22.594999
"103","2018-04-13",22.299999
"104","2018-04-16",22.625
"105","2018-04-17",22
"106","2018-04-18",22.393
"107","2018-04-19",22.393
"108","2018-04-20",22.393
"109","2018-04-23",22.799999
"110","2018-04-24",22.879999
"111","2018-04-25",22.799999
"112","2018-04-26",22.281
"113","2018-04-27",22.290001
"114","2018-04-30",22.15
"115","2018-05-01",22.9
"116","2018-05-02",22.9
"117","2018-05-03",22.495001
"118","2018-05-04",21.790001
"119","2018-05-07",23
"120","2018-05-08",21.889999
"121","2018-05-09",22.190001
"122","2018-05-10",22.16
"123","2018-05-11",21.799999
"124","2018-05-14",22.122999
"125","2018-05-15",21.799999
"126","2018-05-16",22.219999
"127","2018-05-17",22.695
"128","2018-05-18",22.780001
"129","2018-05-21",22.75
"130","2018-05-22",22.364
"131","2018-05-23",22.059999
"132","2018-05-24",22
"133","2018-05-25",22
"134","2018-05-29",22.318001
"135","2018-05-30",22.77
"136","2018-05-31",22.459999
"137","2018-06-01",22
"138","2018-06-04",22.438999
"139","2018-06-05",22.722
"140","2018-06-06",22.01
"141","2018-06-07",22
"142","2018-06-08",21.940001
"143","2018-06-11",21.75
"144","2018-06-12",21.559999
"145","2018-06-13",21.67
"146","2018-06-14",21.389999
"147","2018-06-15",21.6
"148","2018-06-18",21.625
"149","2018-06-19",21.76
"150","2018-06-20",21.75
"151","2018-06-21",21.65
"152","2018-06-22",21.474001
"153","2018-06-25",22
"154","2018-06-26",21.6
"155","2018-06-27",20.790001
"156","2018-06-28",20.709999
"157","2018-06-29",21
"158","2018-07-02",21.15
"159","2018-07-03",20.611
"160","2018-07-05",21.125
"161","2018-07-06",21.200001
"162","2018-07-09",21.120001
"163","2018-07-10",21.25
"164","2018-07-11",21.947001
"165","2018-07-12",21.615
"166","2018-07-13",21.450001
"167","2018-07-16",21
"168","2018-07-17",21.049999
"169","2018-07-18",20.91
"170","2018-07-19",20.9
"171","2018-07-20",20.799999
"172","2018-07-23",20.903999
"173","2018-07-24",21.139999
"174","2018-07-25",20.525
"175","2018-07-26",20.809999
"176","2018-07-27",21.370001
"177","2018-07-30",21.927999
"178","2018-07-31",20.799999
"179","2018-08-01",21
"180","2018-08-02",17.156
"181","2018-08-03",17.5
"182","2018-08-06",17.25
"183","2018-08-07",16.99
"184","2018-08-08",18.379999
"185","2018-08-09",17.989
"186","2018-08-10",17.6
"187","2018-08-13",17.76
"188","2018-08-14",17.690001
"189","2018-08-15",17.799999
"190","2018-08-16",17.9
"191","2018-08-17",18.1
"192","2018-08-20",18.290001
"193","2018-08-21",18.49
"194","2018-08-22",18.299999
"195","2018-08-23",18.299999
"196","2018-08-24",18.299999
"197","2018-08-27",18
"198","2018-08-28",18.299999
"199","2018-08-29",18.209999
"200","2018-08-30",18.25
"201","2018-08-31",18.799999
"202","2018-09-04",18
"203","2018-09-05",18.200001
"204","2018-09-06",18.753
"205","2018-09-07",18.576
"206","2018-09-10",18.603001
"207","2018-09-11",19.200001
"208","2018-09-12",19.1
"209","2018-09-13",18.583
"210","2018-09-14",19.26
"211","2018-09-17",18.75
"212","2018-09-18",18.75
"213","2018-09-19",18.75
"214","2018-09-20",18.75
"215","2018-09-21",18.75
"216","2018-09-24",18.75
"217","2018-09-25",19.25
"218","2018-09-26",19.25
"219","2018-09-27",18.35
"220","2018-09-28",18.6
"221","2018-10-01",18.6
"222","2018-10-02",19.018999
"223","2018-10-03",18.43
"224","2018-10-04",18.26
"225","2018-10-05",18.889999
"226","2018-10-08",18.889999
"227","2018-10-09",18.889999
"228","2018-10-10",18.25
"229","2018-10-11",18.25
"230","2018-10-12",18.292
"231","2018-10-15",18.292
"232","2018-10-16",18.370001
"233","2018-10-17",18.25
"234","2018-10-18",17.450001
"235","2018-10-19",17.747999
"236","2018-10-22",14.301
"237","2018-10-23",15.75
"238","2018-10-24",15.25
"239","2018-10-25",16.24
"240","2018-10-26",16.110001
"241","2018-10-29",16.5
"242","2018-10-30",15.75
"243","2018-10-31",15.915
"244","2018-11-01",15
"245","2018-11-02",15.089
"246","2018-11-05",16
"247","2018-11-06",15.751
"248","2018-11-07",15.811
"249","2018-11-08",16
"250","2018-11-09",16
"251","2018-11-12",15.06
"252","2018-11-13",15.401
"253","2018-11-14",15.01
"254","2018-11-15",15.38
"255","2018-11-16",15.47
"256","2018-11-19",17.5
"257","2018-11-20",17
"258","2018-11-21",17.58
"259","2018-11-23",17.58
"260","2018-11-26",17
"261","2018-11-27",17.219999
"262","2018-11-28",18.1
"263","2018-11-29",18.110001
"264","2018-11-30",17.566
"265","2018-12-03",19.155001
"266","2018-12-04",17.82
"267","2018-12-06",17.648001
"268","2018-12-07",17.667
"269","2018-12-10",16.6
"270","2018-12-11",17
"271","2018-12-12",17.729
"272","2018-12-13",16.379999
"273","2018-12-14",15.5
"274","2018-12-17",14.849
"275","2018-12-18",13.73
"276","2018-12-19",14.22
"277","2018-12-20",13.69
"278","2018-12-21",13.79
"279","2018-12-24",14.971
"280","2018-12-26",14.5
"281","2018-12-27",14.37
"282","2018-12-28",14.4
"283","2018-12-31",14.389
"284","2019-01-02",16.16
"285","2019-01-03",15.88
"286","2019-01-04",16.01
"287","2019-01-07",16.85
"288","2019-01-08",16.51
"289","2019-01-09",16.01
"290","2019-01-10",16.5
"291","2019-01-11",16.5
"292","2019-01-14",16.5
"293","2019-01-15",16.25
"294","2019-01-16",16.25
"295","2019-01-17",17.799999
"296","2019-01-18",17.450001
"297","2019-01-22",17.243
"298","2019-01-23",17.243
"299","2019-01-24",17.243
"300","2019-01-25",17.236
"301","2019-01-28",17.49
"302","2019-01-29",17.49
"303","2019-01-30",17
"304","2019-01-31",18.9
"305","2019-02-01",18.292
"306","2019-02-04",18.98
"307","2019-02-05",18.820999
"308","2019-02-06",18.496
"309","2019-02-07",19.139999
"310","2019-02-08",18.802999
"311","2019-02-11",19.15
"312","2019-02-12",19.205
"313","2019-02-13",19.299999
"314","2019-02-14",19.75
"315","2019-02-15",19.645
"316","2019-02-19",19.917
"317","2019-02-20",19.200001
"318","2019-02-21",18.530001
"319","2019-02-22",18.243
"320","2019-02-25",19
"321","2019-02-26",19.450001
"322","2019-02-27",19.905001
"323","2019-02-28",19.66
"324","2019-03-01",19.9
"325","2019-03-04",19.9
"326","2019-03-05",20.142
"327","2019-03-06",20.17
"328","2019-03-07",19.6
"329","2019-03-08",19.75
"330","2019-03-11",19.75
"331","2019-03-12",20.110001
"332","2019-03-13",20.190001
"333","2019-03-14",19.700001
"334","2019-03-15",19.75
"335","2019-03-18",19.700001
"336","2019-03-19",19.01
"337","2019-03-20",19.25
"338","2019-03-21",19.658001
"339","2019-03-22",19.75
"340","2019-03-25",19.75
"341","2019-03-26",19.58
"342","2019-03-27",19.618
"343","2019-03-28",19.733999
"344","2019-03-29",19.652
"345","2019-04-01",19.74
"346","2019-04-02",19.468
"347","2019-04-03",19.75
"348","2019-04-04",19.690001
"349","2019-04-05",19.25
"350","2019-04-08",19.5
"351","2019-04-09",19.643999
"352","2019-04-10",19.23
"353","2019-04-11",18.67
"354","2019-04-12",18.693001
"355","2019-04-15",18.83
"356","2019-04-16",19.280001
"357","2019-04-17",19.15
"358","2019-04-18",19.75
"359","2019-04-22",20.129999
"360","2019-04-23",19.261
"361","2019-04-24",19.51
"362","2019-04-25",19.799999
"363","2019-04-26",19.503
"364","2019-04-29",19.98
"365","2019-04-30",19.75
"366","2019-05-01",19.9
"367","2019-05-02",19.860001
"368","2019-05-03",19.91
"369","2019-05-06",20.068001
"370","2019-05-07",19.6
"371","2019-05-08",19.85
"372","2019-05-09",20.030001
"373","2019-05-10",20.132999
"374","2019-05-13",19.629999
"375","2019-05-14",20
"376","2019-05-15",20
"377","2019-05-16",20.200001
"378","2019-05-17",20.229
"379","2019-05-20",20.507
"380","2019-05-21",20.6
"381","2019-05-22",20.6
"382","2019-05-23",21
"383","2019-05-24",21.084999
"384","2019-05-28",21
"385","2019-05-29",20.99
"386","2019-05-30",20.889
"387","2019-05-31",20.5
"388","2019-06-03",21.35
"389","2019-06-04",21.25
"390","2019-06-05",21.17
"391","2019-06-06",21.135
"392","2019-06-07",21.25
"393","2019-06-10",21.5
"394","2019-06-11",21.577
"395","2019-06-12",21.568001
"396","2019-06-13",21
"397","2019-06-14",20.9
"398","2019-06-17",20.809999
"399","2019-06-18",20.893999
"400","2019-06-19",20.549999
"401","2019-06-20",20.305
"402","2019-06-21",20.780001
"403","2019-06-24",21
"404","2019-06-25",21.1
"405","2019-06-26",21.25
"406","2019-06-27",21.25
"407","2019-06-28",20.992001
"408","2019-07-01",21.169001
"409","2019-07-02",21.169001
"410","2019-07-03",21.169001
"411","2019-07-05",20.954
"412","2019-07-08",21.25
"413","2019-07-09",21.364
"414","2019-07-10",21.209999
"415","2019-07-11",21.209999
"416","2019-07-12",21.280001
"417","2019-07-15",21.280001
"418","2019-07-16",21.5
"419","2019-07-17",21.27
"420","2019-07-18",21.145
"421","2019-07-19",21.538
"422","2019-07-22",21.149
"423","2019-07-23",20.799999
"424","2019-07-24",21.635
"425","2019-07-25",21.356001
"426","2019-07-26",21.593
"427","2019-07-29",21.422001
"428","2019-07-30",21.565001
"429","2019-07-31",21.646
"430","2019-08-01",21.5
"431","2019-08-02",21.700001
"432","2019-08-05",21.601999
"433","2019-08-06",21.150999
"434","2019-08-07",21.517
"435","2019-08-08",21.799999
"436","2019-08-09",21.851
"437","2019-08-12",21.530001
"438","2019-08-13",21.940001
"439","2019-08-14",21.775
"440","2019-08-15",21.6
"441","2019-08-16",21.726999
"442","2019-08-19",21.200001
"443","2019-08-20",21.158001
"444","2019-08-21",21.4
"445","2019-08-22",21.4
"446","2019-08-23",21.25
"447","2019-08-26",20.91
"448","2019-08-27",21.318001
"449","2019-08-28",20.860001
"450","2019-08-29",20.860001
"451","2019-08-30",20.84
"452","2019-09-03",20.700001
"453","2019-09-04",20.68
"454","2019-09-05",20.434
"455","2019-09-06",20.540001
"456","2019-09-09",20.528
"457","2019-09-10",20.33
"458","2019-09-11",20.35
"459","2019-09-12",20.079
"460","2019-09-13",19.9
"461","2019-09-16",20.290001
"462","2019-09-17",20.280001
"463","2019-09-18",20.198
"464","2019-09-19",20.15
"465","2019-09-20",20.131001
"466","2019-09-23",20.34
"467","2019-09-24",20.275
"468","2019-09-25",19.799999
"469","2019-09-26",19.524
"470","2019-09-27",20
"471","2019-09-30",20.429001
"472","2019-10-01",20.450001
"473","2019-10-02",20.450001
"474","2019-10-03",20.719999
"475","2019-10-04",20.59
"476","2019-10-07",20.645
"477","2019-10-08",20.635
"478","2019-10-09",20.615
"479","2019-10-10",20.635
"480","2019-10-11",20.749001
"481","2019-10-14",20.85
"482","2019-10-15",20.68
"483","2019-10-16",20.85
"484","2019-10-17",20.860001
"485","2019-10-18",20.799999
