"","date","FBIOP"
"486","2019-10-21",20.59
"487","2019-10-22",20.309999
"488","2019-10-23",20.65
"489","2019-10-24",20.5
"490","2019-10-25",20.732
"491","2019-10-28",20.754
"492","2019-10-29",20.780001
"493","2019-10-30",20.780001
"494","2019-10-31",20.780001
"495","2019-11-01",20.84
"496","2019-11-04",20.99
"497","2019-11-05",21.042999
"498","2019-11-06",21.360001
"499","2019-11-07",21.18
"500","2019-11-08",21.200001
"501","2019-11-11",21.040001
"502","2019-11-12",20.886999
"503","2019-11-13",20.9
"504","2019-11-14",21.200001
"505","2019-11-15",20.947001
"506","2019-11-18",20.030001
"507","2019-11-19",20.34
"508","2019-11-20",21.030001
"509","2019-11-21",21.08
"510","2019-11-22",20.52
"511","2019-11-25",20.059999
"512","2019-11-26",20.200001
"513","2019-11-27",20.4
"514","2019-11-29",20.424
"515","2019-12-02",20.378
"516","2019-12-03",20
"517","2019-12-04",20.190001
"518","2019-12-05",20.370001
"519","2019-12-06",20.35
"520","2019-12-09",20.200001
"521","2019-12-10",20.306
"522","2019-12-11",20.4
"523","2019-12-12",20.440001
"524","2019-12-13",20.129999
"525","2019-12-16",20.094
"526","2019-12-17",20.35
"527","2019-12-18",20.440001
"528","2019-12-19",20.43
"529","2019-12-20",20.540001
"530","2019-12-23",20.337999
"531","2019-12-24",20.399
"532","2019-12-26",20.382999
"533","2019-12-27",20.450001
"534","2019-12-30",20.575001
"535","2019-12-31",20.48
"536","2020-01-02",20.6
"537","2020-01-03",20.77
"538","2020-01-06",20.955999
"539","2020-01-07",21.42
"540","2020-01-08",20.98
"541","2020-01-09",20.655001
"542","2020-01-10",20.74
"543","2020-01-13",20.975
"544","2020-01-14",21.153999
"545","2020-01-15",21.15
"546","2020-01-16",21.200001
"547","2020-01-17",21.233
"548","2020-01-21",21.177999
"549","2020-01-22",20.976
"550","2020-01-23",21.049999
"551","2020-01-24",21
"552","2020-01-27",20.389999
"553","2020-01-28",20.4
"554","2020-01-29",20.35
"555","2020-01-30",20.4
"556","2020-01-31",20.52
"557","2020-02-03",20.67
"558","2020-02-04",21.049
"559","2020-02-05",21.540001
"560","2020-02-06",20.905001
"561","2020-02-07",21.16
"562","2020-02-10",21.370001
"563","2020-02-11",21.209999
"564","2020-02-12",19.969999
"565","2020-02-13",20.610001
"566","2020-02-14",20.700001
"567","2020-02-18",20.35
"568","2020-02-19",20.610001
"569","2020-02-20",20.563
"570","2020-02-21",20.558001
"571","2020-02-24",20.49
"572","2020-02-25",20.25
"573","2020-02-26",20.58
"574","2020-02-27",20.15
"575","2020-02-28",20.059999
"576","2020-03-02",20.384001
"577","2020-03-03",20.15
"578","2020-03-04",20.33
"579","2020-03-05",20.08
"580","2020-03-06",19.9
"581","2020-03-09",18.25
"582","2020-03-10",18.745001
"583","2020-03-11",18.77
"584","2020-03-12",17.01
"585","2020-03-13",17.370001
"586","2020-03-16",14.094
"587","2020-03-17",15.329
"588","2020-03-18",12.6
"589","2020-03-19",14.2
"590","2020-03-20",14.75
"591","2020-03-23",14.5
"592","2020-03-24",15.66
"593","2020-03-25",15.99
"594","2020-03-26",15.48
"595","2020-03-27",15.3
"596","2020-03-30",14.659
"597","2020-03-31",15.13
"598","2020-04-01",14.907
"599","2020-04-02",15.4
"600","2020-04-03",15
"601","2020-04-06",16.202
"602","2020-04-07",18
"603","2020-04-08",17.674
"604","2020-04-09",17.76
"605","2020-04-13",16.26
"606","2020-04-14",17.25
"607","2020-04-15",17.549999
"608","2020-04-16",17.15
"609","2020-04-17",16.639999
"610","2020-04-20",18.1
"611","2020-04-21",17.969999
"612","2020-04-22",18.1
"613","2020-04-23",18.200001
"614","2020-04-24",18.700001
"615","2020-04-27",18.378
"616","2020-04-28",18.65
"617","2020-04-29",18.26
"618","2020-04-30",18.83
"619","2020-05-01",18.693001
"620","2020-05-04",18.700001
"621","2020-05-05",18.639999
"622","2020-05-06",18.610001
"623","2020-05-07",18.674999
"624","2020-05-08",18.799999
"625","2020-05-11",18.825001
"626","2020-05-12",19.35
"627","2020-05-13",19.35
"628","2020-05-14",18.733999
"629","2020-05-15",18.879999
"630","2020-05-18",19.296
"631","2020-05-19",18.5
"632","2020-05-20",18.773001
"633","2020-05-21",18.35
"634","2020-05-22",18.290001
"635","2020-05-26",18.27
"636","2020-05-27",17.9
"637","2020-05-28",17.950001
"638","2020-05-29",18.01
"639","2020-06-01",18.125
"640","2020-06-02",18.299999
"641","2020-06-03",18.219999
"642","2020-06-04",18.1
"643","2020-06-05",18.766001
"644","2020-06-08",19.450001
"645","2020-06-09",19.440001
"646","2020-06-10",19.33
"647","2020-06-11",19.02
"648","2020-06-12",18.48
"649","2020-06-15",18.565001
"650","2020-06-16",18.344999
"651","2020-06-17",18.531
"652","2020-06-18",18.365
"653","2020-06-19",18.389999
"654","2020-06-22",18.200001
"655","2020-06-23",18.15
"656","2020-06-24",18.120001
"657","2020-06-25",18.16
"658","2020-06-26",17.950001
"659","2020-06-29",17.754
"660","2020-06-30",17.85
"661","2020-07-01",17.950001
"662","2020-07-02",17.889999
"663","2020-07-06",17.879999
"664","2020-07-07",17.799999
"665","2020-07-08",17.65
"666","2020-07-09",17.629999
"667","2020-07-10",17.23
"668","2020-07-13",17.27
"669","2020-07-14",17.628
"670","2020-07-15",17.82
"671","2020-07-16",17.940001
"672","2020-07-17",17.889999
"673","2020-07-20",18.15
"674","2020-07-21",18.139999
"675","2020-07-22",18.15
"676","2020-07-23",18.135
"677","2020-07-24",18.07
"678","2020-07-27",18.08
"679","2020-07-28",18
"680","2020-07-29",17.93
"681","2020-07-30",18.059999
"682","2020-07-31",18.049999
"683","2020-08-03",18.18
"684","2020-08-04",18.35
"685","2020-08-05",18.629999
"686","2020-08-06",18.5
"687","2020-08-07",18.450001
"688","2020-08-10",18.51
"689","2020-08-11",18.690001
"690","2020-08-12",18.67
"691","2020-08-13",18.701
"692","2020-08-14",18.718
"693","2020-08-17",18.85
"694","2020-08-18",19.1
"695","2020-08-19",19.549999
"696","2020-08-20",19.209999
"697","2020-08-21",19.205
"698","2020-08-24",18.25
"699","2020-08-25",18.25
"700","2020-08-26",17.961
"701","2020-08-27",18.190001
"702","2020-08-28",18.370001
"703","2020-08-31",18.35
"704","2020-09-01",18.389999
"705","2020-09-02",18.415001
"706","2020-09-03",18.290001
"707","2020-09-04",18.360001
"708","2020-09-08",18.33
"709","2020-09-09",18.73
"710","2020-09-10",18.83
"711","2020-09-11",18.940001
"712","2020-09-14",19.120001
"713","2020-09-15",18.92
"714","2020-09-16",18.93
"715","2020-09-17",18.790001
"716","2020-09-18",18.940001
"717","2020-09-21",18.834999
"718","2020-09-22",18.879999
"719","2020-09-23",18.554001
"720","2020-09-24",18.440001
"721","2020-09-25",18.549999
"722","2020-09-28",18.66
"723","2020-09-29",18.700001
"724","2020-09-30",18.85
"725","2020-10-01",18.950001
"726","2020-10-02",18.889999
"727","2020-10-05",18.975
"728","2020-10-06",18.9
"729","2020-10-07",18.969999
"730","2020-10-08",19.139999
"731","2020-10-09",19.139999
"732","2020-10-12",19.09
"733","2020-10-13",18.83
"734","2020-10-14",18.870001
"735","2020-10-15",18.75
"736","2020-10-16",18.6
"737","2020-10-19",18.664
"738","2020-10-20",18.59
"739","2020-10-21",18.23
"740","2020-10-22",18.26
"741","2020-10-23",18.25
"742","2020-10-26",18.1
"743","2020-10-27",18.01
"744","2020-10-28",17.969999
"745","2020-10-29",17.959999
"746","2020-10-30",17.5
"747","2020-11-02",17.556
"748","2020-11-03",17.6
"749","2020-11-04",17.780001
"750","2020-11-05",17.906
"751","2020-11-06",17.969999
"752","2020-11-09",18.1
"753","2020-11-10",18.52
"754","2020-11-11",18.549999
"755","2020-11-12",18.379999
"756","2020-11-13",18.549999
"757","2020-11-16",18.799999
"758","2020-11-17",18.9
"759","2020-11-18",19.07
"760","2020-11-19",19.450001
"761","2020-11-20",19.325001
"762","2020-11-23",19.200001
"763","2020-11-24",19.24
"764","2020-11-25",19.16
"765","2020-11-27",19.139999
