"","date","WHLM"
"294","2008-03-04",3.2
"295","2008-03-05",3.2
"296","2008-03-06",3.2
"297","2008-03-07",3
"298","2008-03-10",3
"299","2008-03-11",3.2
"300","2008-03-12",2.8
"301","2008-03-13",3.2
"302","2008-03-14",3
"303","2008-03-17",3
"304","2008-03-18",3
"305","2008-03-19",2.6
"306","2008-03-20",2.8
"307","2008-03-24",3
"308","2008-03-25",3
"309","2008-03-26",2.8
"310","2008-03-27",3.2
"311","2008-03-28",3.2
"312","2008-03-31",3.2
"313","2008-04-01",3.2
"314","2008-04-02",3
"315","2008-04-03",3.2
"316","2008-04-04",3.2
"317","2008-04-07",3
"318","2008-04-08",3.4
"319","2008-04-09",3.4
"320","2008-04-10",3.4
"321","2008-04-11",3.4
"322","2008-04-14",3.2
"323","2008-04-15",3.2
"324","2008-04-16",3.2
"325","2008-04-17",3.2
"326","2008-04-18",3.2
"327","2008-04-21",3.2
"328","2008-04-22",3.2
"329","2008-04-23",3.4
"330","2008-04-24",3.4
"331","2008-04-25",3.2
"332","2008-04-28",3.2
"333","2008-04-29",3.2
"334","2008-04-30",3.2
"335","2008-05-01",3.2
"336","2008-05-02",3.2
"337","2008-05-05",3.2
"338","2008-05-06",3.2
"339","2008-05-07",3.2
"340","2008-05-08",3.2
"341","2008-05-09",3.2
"342","2008-05-12",3.2
"343","2008-05-13",3.2
"344","2008-05-14",3.6
"345","2008-05-15",3.6
"346","2008-05-16",3.6
"347","2008-05-19",3.6
"348","2008-05-20",3.6
"349","2008-05-21",3.6
"350","2008-05-22",3.6
"351","2008-05-23",3.6
"352","2008-05-27",3.6
"353","2008-05-28",3.2
"354","2008-05-29",3.2
"355","2008-05-30",3.2
"356","2008-06-02",3.2
"357","2008-06-03",3.2
"358","2008-06-04",3.2
"359","2008-06-05",3.4
"360","2008-06-06",3.6
"361","2008-06-09",3.4
"362","2008-06-10",4
"363","2008-06-11",4.4
"364","2008-06-12",4.4
"365","2008-06-13",4.4
"366","2008-06-16",4
"367","2008-06-17",4
"368","2008-06-18",4
"369","2008-06-19",4
"370","2008-06-20",3.4
"371","2008-06-23",3.4
"372","2008-06-24",3.4
"373","2008-06-25",3.4
"374","2008-06-26",3.4
"375","2008-06-27",3.4
"376","2008-06-30",3.4
"377","2008-07-01",3.4
"378","2008-07-02",3.4
"379","2008-07-03",3.4
"380","2008-07-07",3.4
"381","2008-07-08",3.4
"382","2008-07-09",3.4
"383","2008-07-10",3.6
"384","2008-07-11",3.4
"385","2008-07-14",3.4
"386","2008-07-15",3.4
"387","2008-07-16",3.4
"388","2008-07-17",3.4
"389","2008-07-18",3.4
"390","2008-07-21",3.4
"391","2008-07-22",3.2
"392","2008-07-23",3.2
"393","2008-07-24",3.2
"394","2008-07-25",3.2
"395","2008-07-28",3.2
"396","2008-07-29",3.2
"397","2008-07-30",3.2
"398","2008-07-31",3.2
"399","2008-08-01",3.2
"400","2008-08-04",3.2
"401","2008-08-05",3.2
"402","2008-08-06",3.2
"403","2008-08-07",3.2
"404","2008-08-08",3.2
"405","2008-08-11",3.2
"406","2008-08-12",3.2
"407","2008-08-13",3.2
"408","2008-08-14",3.2
"409","2008-08-15",3.2
"410","2008-08-18",3.2
"411","2008-08-19",3.2
"412","2008-08-20",3.2
"413","2008-08-21",3.2
"414","2008-08-22",3.4
"415","2008-08-25",3.4
"416","2008-08-26",4.8
"417","2008-08-27",4.8
"418","2008-08-28",5.4
"419","2008-08-29",4.6
"420","2008-09-02",5
"421","2008-09-03",5
"422","2008-09-04",4.8
"423","2008-09-05",4.8
"424","2008-09-08",4.8
"425","2008-09-09",5
"426","2008-09-10",4.8
"427","2008-09-11",4.8
"428","2008-09-12",4.6
"429","2008-09-15",4.6
"430","2008-09-16",4
"431","2008-09-17",4
"432","2008-09-18",3.8
"433","2008-09-19",3.4
"434","2008-09-22",3.8
"435","2008-09-23",3.4
"436","2008-09-24",3.4
"437","2008-09-25",3.4
"438","2008-09-26",3.6
"439","2008-09-29",3.4
"440","2008-09-30",3.2
"441","2008-10-01",3.2
"442","2008-10-02",3
"443","2008-10-03",3
"444","2008-10-06",3
"445","2008-10-07",2.8
"446","2008-10-08",2.8
"447","2008-10-09",3.4
"448","2008-10-10",2.8
"449","2008-10-13",2.8
"450","2008-10-14",3.6
"451","2008-10-15",3.2
"452","2008-10-16",3.2
"453","2008-10-17",2.6
"454","2008-10-20",3.4
"455","2008-10-21",3.4
"456","2008-10-22",2.8
"457","2008-10-23",2.8
"458","2008-10-24",3.4
"459","2008-10-27",3
"460","2008-10-28",2.6
"461","2008-10-29",2.4
"462","2008-10-30",2.8
"463","2008-10-31",3
"464","2008-11-03",3.2
"465","2008-11-04",3.2
"466","2008-11-05",2.8
"467","2008-11-06",2.8
"468","2008-11-07",2.8
"469","2008-11-10",3.2
"470","2008-11-11",2.6
"471","2008-11-12",2.4
"472","2008-11-13",2.6
"473","2008-11-14",2.6
"474","2008-11-17",3
"475","2008-11-18",2.8
"476","2008-11-19",2.8
"477","2008-11-20",2.8
"478","2008-11-21",2.8
"479","2008-11-24",2.8
"480","2008-11-25",2.6
"481","2008-11-26",2.8
"482","2008-11-28",2.8
"483","2008-12-01",2.6
"484","2008-12-02",2.6
"485","2008-12-03",3.2
"486","2008-12-04",3.2
"487","2008-12-05",3.2
"488","2008-12-08",2.6
"489","2008-12-09",2.6
"490","2008-12-10",3.2
"491","2008-12-11",3.2
"492","2008-12-12",3.2
"493","2008-12-15",2.6
"494","2008-12-16",2.6
"495","2008-12-17",2.6
"496","2008-12-18",2.6
"497","2008-12-19",2.6
"498","2008-12-22",2.4
"499","2008-12-23",2.8
"500","2008-12-24",3.2
"501","2008-12-26",2.6
"502","2008-12-29",2.6
"503","2008-12-30",2.6
"504","2008-12-31",2.6
"505","2009-01-02",3.6
"506","2009-01-05",3.6
"507","2009-01-06",3.8
"508","2009-01-07",3.6
"509","2009-01-08",3.6
"510","2009-01-09",3.6
"511","2009-01-12",3.6
"512","2009-01-13",3.6
"513","2009-01-14",3
"514","2009-01-15",2.8
"515","2009-01-16",2.8
"516","2009-01-20",2.8
"517","2009-01-21",3
"518","2009-01-22",3
"519","2009-01-23",3.2
"520","2009-01-26",3.2
"521","2009-01-27",3.2
"522","2009-01-28",3.2
"523","2009-01-29",3.2
"524","2009-01-30",3.2
"525","2009-02-02",3.2
"526","2009-02-03",3.2
"527","2009-02-04",3.4
"528","2009-02-05",3.4
"529","2009-02-06",3.6
"530","2009-02-09",3
"531","2009-02-10",2.8
"532","2009-02-11",3
"533","2009-02-12",2.4
"534","2009-02-13",2.4
"535","2009-02-17",2.4
"536","2009-02-18",2.4
"537","2009-02-19",3.6
"538","2009-02-20",4.2
"539","2009-02-23",3.8
"540","2009-02-24",4
"541","2009-02-25",3.8
"542","2009-02-26",2.6
"543","2009-02-27",2.8
"544","2009-03-02",2.8
"545","2009-03-03",3.4
"546","2009-03-04",3.4
"547","2009-03-05",3.8
"548","2009-03-06",3.8
"549","2009-03-09",3.4
"550","2009-03-10",3.4
"551","2009-03-11",2.8
"552","2009-03-12",3.2
"553","2009-03-13",3
"554","2009-03-16",2.6
"555","2009-03-17",2.6
"556","2009-03-18",2.6
"557","2009-03-19",2.8
"558","2009-03-20",2.8
"559","2009-03-23",2.8
"560","2009-03-24",2.4
"561","2009-03-25",2.6
"562","2009-03-26",2.6
"563","2009-03-27",2.8
"564","2009-03-30",2.8
"565","2009-03-31",2.8
"566","2009-04-01",2.8
"567","2009-04-02",2.8
"568","2009-04-03",3
"569","2009-04-06",2.8
"570","2009-04-07",2.8
"571","2009-04-08",3.8
"572","2009-04-09",2.6
"573","2009-04-13",2.6
"574","2009-04-14",2.6
"575","2009-04-15",2.6
"576","2009-04-16",2.6
"577","2009-04-17",2.6
"578","2009-04-20",2.6
"579","2009-04-21",2.6
"580","2009-04-22",2.6
"581","2009-04-23",3
"582","2009-04-24",3
"583","2009-04-27",3
"584","2009-04-28",3
"585","2009-04-29",2
"586","2009-04-30",3.2
"587","2009-05-01",3.2
"588","2009-05-04",3.2
"589","2009-05-05",3.2
"590","2009-05-06",3.4
"591","2009-05-07",3
"592","2009-05-08",3
"593","2009-05-11",3
"594","2009-05-12",3.2
"595","2009-05-13",3.2
"596","2009-05-14",3.2
"597","2009-05-15",2.8
"598","2009-05-18",2.8
"599","2009-05-19",2.8
"600","2009-05-20",3
"601","2009-05-21",2.8
"602","2009-05-22",3
"603","2009-05-26",3.2
"604","2009-05-27",3
"605","2009-05-28",3.2
"606","2009-05-29",3.4
"607","2009-06-01",3.2
"608","2009-06-02",3
"609","2009-06-03",3
"610","2009-06-04",3.2
"611","2009-06-05",3.2
"612","2009-06-08",3.2
"613","2009-06-09",3
"614","2009-06-10",3
"615","2009-06-11",3
"616","2009-06-12",3.8
"617","2009-06-15",3.2
"618","2009-06-16",3.2
"619","2009-06-17",3
"620","2009-06-18",3.2
"621","2009-06-19",3.2
"622","2009-06-22",3.2
"623","2009-06-23",3
"624","2009-06-24",3
"625","2009-06-25",3
"626","2009-06-26",3
"627","2009-06-29",3
"628","2009-06-30",3
"629","2009-07-01",2.8
"630","2009-07-02",2.8
"631","2009-07-06",2.8
"632","2009-07-07",3
"633","2009-07-08",3
"634","2009-07-09",3
"635","2009-07-10",3
"636","2009-07-13",3
"637","2009-07-14",2.6
"638","2009-07-15",3
"639","2009-07-16",3
"640","2009-07-17",3
"641","2009-07-20",3
"642","2009-07-21",3
"643","2009-07-22",3.2
"644","2009-07-23",3.2
"645","2009-07-24",3.4
"646","2009-07-27",3.2
"647","2009-07-28",3.2
"648","2009-07-29",3.2
"649","2009-07-30",3.2
"650","2009-07-31",3.2
"651","2009-08-03",3.2
"652","2009-08-04",3.4
"653","2009-08-05",3.8
"654","2009-08-06",3.8
"655","2009-08-07",3.8
"656","2009-08-10",3.4
"657","2009-08-11",3.4
"658","2009-08-12",3.4
"659","2009-08-13",3.4
"660","2009-08-14",3.4
"661","2009-08-17",3.4
"662","2009-08-18",3.4
"663","2009-08-19",3.2
"664","2009-08-20",3.2
"665","2009-08-21",3.2
"666","2009-08-24",3
"667","2009-08-25",2.6
"668","2009-08-26",2.8
"669","2009-08-27",2.8
"670","2009-08-28",3
"671","2009-08-31",2.6
"672","2009-09-01",2.6
"673","2009-09-02",2.6
"674","2009-09-03",2.4
"675","2009-09-04",2.4
"676","2009-09-08",2.6
"677","2009-09-09",2.2
"678","2009-09-10",2.4
"679","2009-09-11",2.4
"680","2009-09-14",2.4
"681","2009-09-15",2.4
"682","2009-09-16",2.4
"683","2009-09-17",2.6
"684","2009-09-18",2.4
"685","2009-09-21",2.4
"686","2009-09-22",2.4
"687","2009-09-23",2.4
"688","2009-09-24",2
"689","2009-09-25",1.8
"690","2009-09-28",1.8
"691","2009-09-29",2
"692","2009-09-30",2
"693","2009-10-01",2
"694","2009-10-02",2
"695","2009-10-05",2
"696","2009-10-06",2
"697","2009-10-07",2
"698","2009-10-08",2
"699","2009-10-09",2
"700","2009-10-12",1.8
"701","2009-10-13",1.6
"702","2009-10-14",1.4
"703","2009-10-15",1.4
"704","2009-10-16",1.4
"705","2009-10-19",1.4
"706","2009-10-20",1.6
"707","2009-10-21",1.6
"708","2009-10-22",1.8
"709","2009-10-23",1.8
"710","2009-10-26",1.6
"711","2009-10-27",1.6
"712","2009-10-28",1.6
"713","2009-10-29",2.2
"714","2009-10-30",2.2
"715","2009-11-02",2
"716","2009-11-03",2
"717","2009-11-04",2
"718","2009-11-05",2
"719","2009-11-06",2
"720","2009-11-09",1.8
"721","2009-11-10",2
"722","2009-11-11",2
"723","2009-11-12",2
"724","2009-11-13",2
"725","2009-11-16",2
"726","2009-11-17",2
"727","2009-11-18",2
"728","2009-11-19",2
"729","2009-11-20",2
"730","2009-11-23",2.2
"731","2009-11-24",2.2
"732","2009-11-25",2.4
"733","2009-11-27",2.4
"734","2009-11-30",2.2
"735","2009-12-01",2.2
"736","2009-12-02",2
"737","2009-12-03",2.2
"738","2009-12-04",2.2
"739","2009-12-07",2
"740","2009-12-08",2
"741","2009-12-09",2
"742","2009-12-10",2
"743","2009-12-11",1.8
"744","2009-12-14",1.8
"745","2009-12-15",1.4
"746","2009-12-16",1.8
"747","2009-12-17",1.4
"748","2009-12-18",1.4
"749","2009-12-21",1.8
"750","2009-12-22",2
"751","2009-12-23",1.8
"752","2009-12-24",1.6
"753","2009-12-28",1.6
"754","2009-12-29",1.8
"755","2009-12-30",1.8
"756","2009-12-31",1.8
"757","2010-01-04",1.8
"758","2010-01-05",2
"759","2010-01-06",2
"760","2010-01-07",2
"761","2010-01-08",2
"762","2010-01-11",2
"763","2010-01-12",2
"764","2010-01-13",2
"765","2010-01-14",2
"766","2010-01-15",2
"767","2010-01-19",2
"768","2010-01-20",2
"769","2010-01-21",2
"770","2010-01-22",2
"771","2010-01-25",2
"772","2010-01-26",2
"773","2010-01-27",2
"774","2010-01-28",2
"775","2010-01-29",2
"776","2010-02-01",2
"777","2010-02-02",2
"778","2010-02-03",2
"779","2010-02-04",2.2
"780","2010-02-05",2.2
"781","2010-02-08",2
"782","2010-02-09",2.6
"783","2010-02-10",2.6
"784","2010-02-11",2.6
"785","2010-02-12",2.6
"786","2010-02-16",2.2
"787","2010-02-17",2.2
"788","2010-02-18",2.2
"789","2010-02-19",1.8
"790","2010-02-22",1.8
"791","2010-02-23",1.8
"792","2010-02-24",1.8
"793","2010-02-25",1.8
"794","2010-02-26",2.2
"795","2010-03-01",2.2
"796","2010-03-02",2.4
"797","2010-03-03",2.6
"798","2010-03-04",2.6
"799","2010-03-05",2.8
"800","2010-03-08",2.8
"801","2010-03-09",2.8
"802","2010-03-10",2.8
"803","2010-03-11",2.8
"804","2010-03-12",2
"805","2010-03-15",2.2
"806","2010-03-16",2.2
"807","2010-03-17",2.2
"808","2010-03-18",2.2
"809","2010-03-19",2.2
"810","2010-03-22",2.2
"811","2010-03-23",2.2
"812","2010-03-24",2.2
"813","2010-03-25",2
"814","2010-03-26",2.2
"815","2010-03-29",2.2
"816","2010-03-30",2.2
"817","2010-03-31",2
"818","2010-04-01",2.2
"819","2010-04-05",2.6
"820","2010-04-06",2
"821","2010-04-07",2.4
"822","2010-04-08",2
"823","2010-04-09",2.2
"824","2010-04-12",2
"825","2010-04-13",2
"826","2010-04-14",2
"827","2010-04-15",2.2
"828","2010-04-16",2.4
"829","2010-04-19",2.2
"830","2010-04-20",2.2
"831","2010-04-21",2
"832","2010-04-22",1.8
"833","2010-04-23",1.8
"834","2010-04-26",2.2
"835","2010-04-27",2
"836","2010-04-28",2
"837","2010-04-29",2
"838","2010-04-30",2
"839","2010-05-03",1.8
"840","2010-05-04",1.8
"841","2010-05-05",1.8
"842","2010-05-06",2
"843","2010-05-07",1.8
"844","2010-05-10",2
"845","2010-05-11",1.8
"846","2010-05-12",1.8
"847","2010-05-13",1.8
"848","2010-05-14",1.8
"849","2010-05-17",1.8
"850","2010-05-18",2.6
"851","2010-05-19",2.4
"852","2010-05-20",1.8
"853","2010-05-21",2.2
"854","2010-05-24",2.2
"855","2010-05-25",2.2
"856","2010-05-26",1.8
"857","2010-05-27",1.8
"858","2010-05-28",1.8
"859","2010-06-01",1.8
"860","2010-06-02",1.8
"861","2010-06-03",1.8
"862","2010-06-04",1.8
"863","2010-06-07",1.8
"864","2010-06-08",1.8
"865","2010-06-09",1.8
"866","2010-06-10",2.2
"867","2010-06-11",2
"868","2010-06-14",2
"869","2010-06-15",2.4
"870","2010-06-16",2.4
"871","2010-06-17",2.2
"872","2010-06-18",2.2
"873","2010-06-21",2.4
"874","2010-06-22",2.4
"875","2010-06-23",2.4
"876","2010-06-24",2.6
"877","2010-06-25",2.6
"878","2010-06-28",2.6
"879","2010-06-29",2.4
"880","2010-06-30",2.4
"881","2010-07-01",2.6
"882","2010-07-02",2.6
"883","2010-07-06",2.6
"884","2010-07-07",2
"885","2010-07-08",2
"886","2010-07-09",2.4
"887","2010-07-12",2.6
"888","2010-07-13",2.2
"889","2010-07-14",2.2
"890","2010-07-15",2.2
"891","2010-07-16",2.2
"892","2010-07-19",2.2
"893","2010-07-20",2.2
"894","2010-07-21",2.2
"895","2010-07-22",2
"896","2010-07-23",2.2
"897","2010-07-26",2.2
"898","2010-07-27",2.6
"899","2010-07-28",2.6
"900","2010-07-29",2.6
"901","2010-07-30",2.2
"902","2010-08-02",2.4
"903","2010-08-03",2.6
"904","2010-08-04",2.6
"905","2010-08-05",2.6
"906","2010-08-06",2.6
"907","2010-08-09",2.4
"908","2010-08-10",2.6
"909","2010-08-11",2.2
"910","2010-08-12",2.2
"911","2010-08-13",2.4
"912","2010-08-16",2.4
"913","2010-08-17",2.6
"914","2010-08-18",2.6
"915","2010-08-19",2.6
"916","2010-08-20",2.6
"917","2010-08-23",2.6
"918","2010-08-24",2.6
"919","2010-08-25",2.6
"920","2010-08-26",2.6
"921","2010-08-27",2.6
"922","2010-08-30",2.6
"923","2010-08-31",2.6
"924","2010-09-01",2.6
"925","2010-09-02",2.4
"926","2010-09-03",2.4
"927","2010-09-07",2.4
"928","2010-09-08",2.4
"929","2010-09-09",2.4
"930","2010-09-10",2.6
"931","2010-09-13",2.6
"932","2010-09-14",2.6
"933","2010-09-15",2.6
"934","2010-09-16",2.6
"935","2010-09-17",2.4
"936","2010-09-20",2.4
"937","2010-09-21",2.4
"938","2010-09-22",2.4
"939","2010-09-23",2.4
"940","2010-09-24",2.4
"941","2010-09-27",2.4
"942","2010-09-28",2.6
"943","2010-09-29",2.4
"944","2010-09-30",2.4
"945","2010-10-01",2.4
"946","2010-10-04",2.4
"947","2010-10-05",2.4
"948","2010-10-06",2.4
"949","2010-10-07",2.6
"950","2010-10-08",2.4
"951","2010-10-11",2.4
"952","2010-10-12",2.4
"953","2010-10-13",2.6
"954","2010-10-14",2.6
"955","2010-10-15",2.4
"956","2010-10-18",2.4
"957","2010-10-19",2.4
"958","2010-10-20",2.6
"959","2010-10-21",2.4
"960","2010-10-22",2.4
"961","2010-10-25",2.6
"962","2010-10-26",2.6
"963","2010-10-27",3.2
"964","2010-10-28",3
"965","2010-10-29",3
"966","2010-11-01",3
"967","2010-11-02",3.2
"968","2010-11-03",3
"969","2010-11-04",3
"970","2010-11-05",3
"971","2010-11-08",3
"972","2010-11-09",3
"973","2010-11-10",3
"974","2010-11-11",3
"975","2010-11-12",3
"976","2010-11-15",3
"977","2010-11-16",3
"978","2010-11-17",3
"979","2010-11-18",3
"980","2010-11-19",2.8
"981","2010-11-22",2.8
"982","2010-11-23",2.6
"983","2010-11-24",2.6
"984","2010-11-26",2.6
"985","2010-11-29",2.6
"986","2010-11-30",2.4
"987","2010-12-01",2.6
"988","2010-12-02",2
"989","2010-12-03",2
"990","2010-12-06",2.2
"991","2010-12-07",2.4
"992","2010-12-08",2.4
"993","2010-12-09",2.2
"994","2010-12-10",2
"995","2010-12-13",2.6
"996","2010-12-14",2.8
"997","2010-12-15",2.8
"998","2010-12-16",2.8
"999","2010-12-17",2.8
"1000","2010-12-20",2.8
"1001","2010-12-21",2.8
"1002","2010-12-22",2.8
"1003","2010-12-23",2.8
"1004","2010-12-27",2.8
"1005","2010-12-28",2.8
"1006","2010-12-29",2.8
"1007","2010-12-30",3
"1008","2010-12-31",3
"1009","2011-01-03",3
"1010","2011-01-04",2.8
"1011","2011-01-05",3.2
"1012","2011-01-06",3.2
"1013","2011-01-07",3.4
"1014","2011-01-10",3.2
"1015","2011-01-11",3.2
"1016","2011-01-12",3.2
"1017","2011-01-13",3.2
"1018","2011-01-14",3.2
"1019","2011-01-18",3.2
"1020","2011-01-19",3.2
"1021","2011-01-20",3
"1022","2011-01-21",3.2
"1023","2011-01-24",3.2
"1024","2011-01-25",3.2
"1025","2011-01-26",3.2
"1026","2011-01-27",3.2
"1027","2011-01-28",4
"1028","2011-01-31",4
"1029","2011-02-01",3.8
"1030","2011-02-02",3.8
"1031","2011-02-03",3.8
