"","date","KRNY"
"1","2007-01-03",11.554622
"2","2007-01-04",11.735729
"3","2007-01-05",11.445958
"4","2007-01-08",11.380759
"5","2007-01-09",11.286584
"6","2007-01-10",11.214141
"7","2007-01-11",11.177919
"8","2007-01-12",11.206897
"9","2007-01-16",11.170675
"10","2007-01-17",10.953347
"11","2007-01-18",11.047523
"12","2007-01-19",11.156187
"13","2007-01-22",11.004057
"14","2007-01-23",11.004057
"15","2007-01-24",11.054767
"16","2007-01-25",11.105476
"17","2007-01-26",11.141698
"18","2007-01-29",11.141698
"19","2007-01-30",11.148942
"20","2007-01-31",11.243118
"21","2007-02-01",11.148942
"22","2007-02-02",11.250362
"23","2007-02-05",11.119966
"24","2007-02-06",11.156187
"25","2007-02-07",11.141698
"26","2007-02-08",11.105476
"27","2007-02-09",11.018545
"28","2007-02-12",10.996813
"29","2007-02-13",11.004057
"30","2007-02-14",10.902637
"31","2007-02-15",10.815705
"32","2007-02-16",10.822949
"33","2007-02-20",10.699798
"34","2007-02-21",10.699798
"35","2007-02-22",10.779484
"36","2007-02-23",10.685308
"37","2007-02-26",10.699798
"38","2007-02-27",10.525934
"39","2007-02-28",10.692553
"40","2007-03-01",10.707042
"41","2007-03-02",10.692553
"42","2007-03-05",10.504202
"43","2007-03-06",10.583889
"44","2007-03-07",10.402781
"45","2007-03-08",10.576645
"46","2007-03-09",10.678064
"47","2007-03-12",10.67082
"48","2007-03-13",10.475224
"49","2007-03-14",10.533178
"50","2007-03-15",10.627355
"51","2007-03-16",10.51869
"52","2007-03-19",10.5694
"53","2007-03-20",10.663576
"54","2007-03-21",10.822949
"55","2007-03-22",10.736018
"56","2007-03-23",10.830194
"57","2007-03-26",10.779484
"58","2007-03-27",10.678064
"59","2007-03-28",10.576645
"60","2007-03-29",10.591133
"61","2007-03-30",10.417271
"62","2007-04-02",10.460736
"63","2007-04-03",10.359316
"64","2007-04-04",10.228919
"65","2007-04-05",10.279629
"66","2007-04-09",10.033323
"67","2007-04-10",10.076789
"68","2007-04-11",10.091278
"69","2007-04-12",10.004347
"70","2007-04-13",10.004347
"71","2007-04-16",10.475224
"72","2007-04-17",10.482469
"73","2007-04-18",10.337584
"74","2007-04-19",10.156476
"75","2007-04-20",10.489713
"76","2007-04-23",10.279629
"77","2007-04-24",10.192698
"78","2007-04-25",10.033323
"79","2007-04-26",10.134744
"80","2007-04-27",10.308606
"81","2007-04-30",10.250652
"82","2007-05-01",10.308606
"83","2007-05-02",10.301362
"84","2007-05-03",10.294118
"85","2007-05-04",10.301362
"86","2007-05-07",10.134744
"87","2007-05-08",10.084034
"88","2007-05-09",10.011591
"89","2007-05-10",9.562446
"90","2007-05-11",9.692842
"91","2007-05-14",9.627645
"92","2007-05-15",9.504492
"93","2007-05-16",9.656621
"94","2007-05-17",9.649377
"95","2007-05-18",9.620399
"96","2007-05-21",9.750797
"97","2007-05-22",9.975369
"98","2007-05-23",9.895682
"99","2007-05-24",9.823239
"100","2007-05-25",9.902926
"101","2007-05-29",9.968125
"102","2007-05-30",10.033323
"103","2007-05-31",10.069545
"104","2007-06-01",10.069545
"105","2007-06-04",10.062301
"106","2007-06-05",9.888438
"107","2007-06-06",10.018835
"108","2007-06-07",10.026079
"109","2007-06-08",10.105766
"110","2007-06-11",9.982614
"111","2007-06-12",9.830484
"112","2007-06-13",9.968125
"113","2007-06-14",9.895682
"114","2007-06-15",10.055057
"115","2007-06-18",9.997103
"116","2007-06-19",10.004347
"117","2007-06-20",9.823239
"118","2007-06-21",9.837729
"119","2007-06-22",9.808751
"120","2007-06-25",9.823239
"121","2007-06-26",9.815995
"122","2007-06-27",10.026079
"123","2007-06-28",9.844973
"124","2007-06-29",9.765285
"125","2007-07-02",9.917416
"126","2007-07-03",9.917416
"127","2007-07-05",9.779774
"128","2007-07-06",9.794263
"129","2007-07-09",9.794263
"130","2007-07-10",9.613155
"131","2007-07-11",9.613155
"132","2007-07-12",9.663865
"133","2007-07-13",9.663865
"134","2007-07-16",9.432049
"135","2007-07-17",9.279919
"136","2007-07-18",9.250942
"137","2007-07-19",9.258186
"138","2007-07-20",9.149522
"139","2007-07-23",9.091568
"140","2007-07-24",8.77282
"141","2007-07-25",8.968415
"142","2007-07-26",8.736598
"143","2007-07-27",8.736598
"144","2007-07-30",8.780064
"145","2007-07-31",8.606201
"146","2007-08-01",8.809041
"147","2007-08-02",8.838018
"148","2007-08-03",8.294697
"149","2007-08-06",8.780064
"150","2007-08-07",9.31614
"151","2007-08-08",10.069545
"152","2007-08-09",9.823239
"153","2007-08-10",9.584179
"154","2007-08-13",8.953926
"155","2007-08-14",8.439583
"156","2007-08-15",8.548247
"157","2007-08-16",9.656621
"158","2007-08-17",9.649377
"159","2007-08-20",9.700087
"160","2007-08-21",9.837729
"161","2007-08-22",9.830484
"162","2007-08-23",9.707332
"163","2007-08-24",9.895682
"164","2007-08-27",9.844973
"165","2007-08-28",9.453781
"166","2007-08-29",9.729064
"167","2007-08-30",9.743552
"168","2007-08-31",9.56969
"169","2007-09-04",9.663865
"170","2007-09-05",9.192987
"171","2007-09-06",9.200232
"172","2007-09-07",8.932194
"173","2007-09-10",8.895972
"174","2007-09-11",8.997392
"175","2007-09-12",9.091568
"176","2007-09-13",8.917705
"177","2007-09-14",8.917705
"178","2007-09-17",8.751086
"179","2007-09-18",9.048102
"180","2007-09-19",9.308896
"181","2007-09-20",9.243697
"182","2007-09-21",9.403071
"183","2007-09-24",9.301652
"184","2007-09-25",9.258186
"185","2007-09-26",9.504492
"186","2007-09-27",9.432049
"187","2007-09-28",9.26543
"188","2007-10-01",9.497247
"189","2007-10-02",9.591423
"190","2007-10-03",9.497247
"191","2007-10-04",9.46827
"192","2007-10-05",9.562446
"193","2007-10-08",9.461026
"194","2007-10-09",9.526224
"195","2007-10-10",9.446537
"196","2007-10-11",9.446537
"197","2007-10-12",9.439293
"198","2007-10-15",9.591423
"199","2007-10-16",9.56969
"200","2007-10-17",9.605911
"201","2007-10-18",9.642133
"202","2007-10-19",8.946682
"203","2007-10-22",9.403071
"204","2007-10-23",9.504492
"205","2007-10-24",9.432049
"206","2007-10-25",9.432049
"207","2007-10-26",9.620399
"208","2007-10-29",9.598667
"209","2007-10-30",9.461026
"210","2007-10-31",9.598667
"211","2007-11-01",8.917705
"212","2007-11-02",8.92495
"213","2007-11-05",8.917705
"214","2007-11-06",9.214721
"215","2007-11-07",8.801797
"216","2007-11-08",9.171255
"217","2007-11-09",9.250942
"218","2007-11-12",9.388583
"219","2007-11-13",9.576934
"220","2007-11-14",9.214721
"221","2007-11-15",9.272675
"222","2007-11-16",9.019125
"223","2007-11-19",8.627934
"224","2007-11-20",8.693132
