"","date","PENN"
"1","2007-01-03",9.269727
"2","2007-01-04",9.258422
"3","2007-01-05",9.093375
"4","2007-01-08",9.253901
"5","2007-01-09",9.262943
"6","2007-01-10",9.416685
"7","2007-01-11",9.556862
"8","2007-01-12",9.495817
"9","2007-01-16",9.674429
"10","2007-01-17",9.595297
"11","2007-01-18",9.409903
"12","2007-01-19",9.579471
"13","2007-01-22",9.536513
"14","2007-01-23",9.608863
"15","2007-01-24",9.642776
"16","2007-01-25",9.814606
"17","2007-01-26",9.787475
"18","2007-01-29",9.95026
"19","2007-01-30",9.934434
"20","2007-01-31",9.907303
"21","2007-02-01",10.083653
"22","2007-02-02",10.183134
"23","2007-02-05",10.300701
"24","2007-02-06",10.39792
"25","2007-02-07",10.732534
"26","2007-02-08",10.452182
"27","2007-02-09",10.056522
"28","2007-02-12",9.819127
"29","2007-02-13",9.936694
"30","2007-02-14",10.131133
"31","2007-02-15",10.12435
"32","2007-02-16",10.22609
"33","2007-02-20",10.364006
"34","2007-02-21",10.542618
"35","2007-02-22",10.682795
"36","2007-02-23",10.626272
"37","2007-02-26",10.599141
"38","2007-02-27",10.156003
"39","2007-02-28",10.542618
"40","2007-03-01",10.345919
"41","2007-03-02",10.32331
"42","2007-03-05",10.097219
"43","2007-03-06",10.388876
"44","2007-03-07",10.153742
"45","2007-03-08",10.217048
"46","2007-03-09",10.14922
"47","2007-03-12",9.981913
"48","2007-03-13",9.717386
"49","2007-03-14",9.744517
"50","2007-03-15",9.859823
"51","2007-03-16",9.771648
"52","2007-03-19",9.744517
"53","2007-03-20",9.77391
"54","2007-03-21",9.862084
"55","2007-03-22",9.846258
"56","2007-03-23",9.739995
"57","2007-03-26",9.812345
"58","2007-03-27",9.710604
"59","2007-03-28",9.593037
"60","2007-03-29",9.622428
"61","2007-03-30",9.590775
"62","2007-04-02",9.622428
"63","2007-04-03",9.864346
"64","2007-04-04",10.045218
"65","2007-04-05",10.092697
"66","2007-04-09",10.368528
"67","2007-04-10",10.436356
"68","2007-04-11",10.861406
"69","2007-04-12",11.180195
"70","2007-04-13",11.155324
"71","2007-04-16",11.14402
"72","2007-04-17",11.128194
"73","2007-04-18",11.123672
"74","2007-04-19",11.089758
"75","2007-04-20",11.134976
"76","2007-04-23",10.899841
"77","2007-04-24",10.784535
"78","2007-04-25",10.92019
"79","2007-04-26",10.850101
"80","2007-04-27",10.718969
"81","2007-04-30",10.929234
"82","2007-05-01",11.06941
"83","2007-05-02",11.211847
"84","2007-05-03",11.098802
"85","2007-05-04",11.078453
"86","2007-05-07",11.035497
"87","2007-05-08",10.999322
"88","2007-05-09",11.089758
"89","2007-05-10",11.225412
"90","2007-05-11",11.340719
"91","2007-05-14",11.196021
"92","2007-05-15",11.227674
"93","2007-05-16",11.372372
"94","2007-05-17",11.297762
"95","2007-05-18",11.302283
"96","2007-05-21",11.354284
"97","2007-05-22",11.745421
"98","2007-05-23",11.625593
"99","2007-05-24",11.634637
"100","2007-05-25",11.763509
"101","2007-05-29",11.605246
"102","2007-05-30",11.924033
"103","2007-05-31",12.080036
"104","2007-06-01",12.231517
"105","2007-06-04",12.254127
"106","2007-06-05",12.129776
"107","2007-06-06",12.03934
"108","2007-06-07",11.768031
"109","2007-06-08",11.752204
"110","2007-06-11",11.39498
"111","2007-06-12",11.381415
"112","2007-06-13",11.582636
"113","2007-06-14",11.562288
"114","2007-06-15",14.044766
"115","2007-06-18",14.146507
"116","2007-06-19",14.309293
"117","2007-06-20",14.209812
"118","2007-06-21",14.058331
"119","2007-06-22",13.927198
"120","2007-06-25",13.791544
"121","2007-06-26",13.662672
"122","2007-06-27",13.683021
"123","2007-06-28",13.540584
"124","2007-06-29",13.585801
"125","2007-07-02",13.597106
"126","2007-07-03",13.649107
"127","2007-07-05",13.646846
"128","2007-07-06",13.750848
"129","2007-07-09",13.746326
"130","2007-07-10",13.716934
"131","2007-07-11",13.642324
"132","2007-07-12",13.588062
"133","2007-07-13",13.560931
"134","2007-07-16",13.499887
"135","2007-07-17",13.522496
"136","2007-07-18",13.423016
"137","2007-07-19",13.404929
"138","2007-07-20",13.287361
"139","2007-07-23",13.300927
"140","2007-07-24",13.181099
"141","2007-07-25",13.020575
"142","2007-07-26",12.839702
"143","2007-07-27",13.088402
"144","2007-07-30",13.068053
"145","2007-07-31",13.000226
"146","2007-08-01",12.91205
"147","2007-08-02",12.927877
"148","2007-08-03",12.930138
"149","2007-08-06",12.950486
"150","2007-08-07",12.903007
"151","2007-08-08",13.092923
"152","2007-08-09",12.848745
"153","2007-08-10",12.672395
"154","2007-08-13",12.841963
"155","2007-08-14",12.58648
"156","2007-08-15",12.701786
"157","2007-08-16",12.545783
"158","2007-08-17",12.701786
"159","2007-08-20",12.826136
"160","2007-08-21",13.192404
"161","2007-08-22",13.361972
"162","2007-08-23",13.312231
"163","2007-08-24",13.305449
"164","2007-08-27",13.289622
"165","2007-08-28",13.246665
"166","2007-08-29",13.246665
"167","2007-08-30",13.196925
"168","2007-08-31",13.294145
"169","2007-09-04",13.305449
"170","2007-09-05",13.276057
"171","2007-09-06",13.486321
"172","2007-09-07",13.436582
"173","2007-09-10",13.407189
"174","2007-09-11",13.441103
"175","2007-09-12",13.43432
"176","2007-09-13",13.294145
"177","2007-09-14",13.314492
"178","2007-09-17",13.377798
"179","2007-09-18",13.488583
"180","2007-09-19",13.576757
"181","2007-09-20",13.55641
"182","2007-09-21",13.380059
"183","2007-09-24",13.267014
"184","2007-09-25",13.215013
"185","2007-09-26",13.264752
"186","2007-09-27",13.337102
"187","2007-09-28",13.343884
"188","2007-10-01",13.452408
"189","2007-10-02",13.361972
"190","2007-10-03",13.402668
"191","2007-10-04",13.418494
"192","2007-10-05",13.560931
"193","2007-10-08",13.640063
"194","2007-10-09",13.723717
"195","2007-10-10",13.791544
"196","2007-10-11",13.857111
"197","2007-10-12",13.827719
"198","2007-10-15",13.870676
"199","2007-10-16",13.886502
"200","2007-10-17",13.884241
"201","2007-10-18",13.863894
"202","2007-10-19",13.859371
"203","2007-10-22",13.900068
"204","2007-10-23",13.893285
"205","2007-10-24",13.893285
"206","2007-10-25",13.974678
"207","2007-10-26",14.074158
"208","2007-10-29",13.976939
"209","2007-10-30",13.915895
"210","2007-10-31",13.961112
"211","2007-11-01",13.897807
"212","2007-11-02",14.015374
"213","2007-11-05",13.915895
"214","2007-11-06",13.970156
"215","2007-11-07",13.922677
"216","2007-11-08",13.956591
"217","2007-11-09",13.848067
"218","2007-11-12",13.764413
"219","2007-11-13",13.80737
"220","2007-11-14",13.735022
"221","2007-11-15",13.565454
"222","2007-11-16",13.404929
"223","2007-11-19",13.004748
"224","2007-11-20",12.921094
"225","2007-11-21",12.86231
"226","2007-11-23",12.961791
"227","2007-11-26",13.181099
"228","2007-11-27",13.248926
"229","2007-11-28",13.314492
"230","2007-11-29",13.429799
"231","2007-11-30",13.463713
"232","2007-12-03",13.386842
"233","2007-12-04",13.190143
"234","2007-12-05",13.228578
"235","2007-12-06",13.323536
"236","2007-12-07",13.452408
"237","2007-12-10",13.450147
"238","2007-12-11",13.445625
"239","2007-12-12",13.542844
"240","2007-12-13",13.486321
"241","2007-12-14",13.43432
"242","2007-12-17",13.361972
"243","2007-12-18",13.368754
"244","2007-12-19",13.364232
"245","2007-12-20",13.361972
"246","2007-12-21",13.382319
"247","2007-12-24",13.380059
"248","2007-12-26",13.452408
"249","2007-12-27",13.395885
"250","2007-12-28",13.413973
"251","2007-12-31",13.463713
"252","2008-01-02",13.468234
"253","2008-01-03",13.407189
"254","2008-01-04",13.280579
"255","2008-01-07",13.111011
"256","2008-01-08",12.803527
"257","2008-01-09",12.434999
"258","2008-01-10",12.066471
"259","2008-01-11",11.829075
"260","2008-01-14",11.781596
"261","2008-01-15",11.349763
"262","2008-01-16",11.623333
"263","2008-01-17",12.028035
"264","2008-01-18",12.523174
"265","2008-01-22",12.213429
"266","2008-01-23",12.496043
"267","2008-01-24",12.733438
"268","2008-01-25",12.581958
"269","2008-01-28",12.260909
"270","2008-01-29",11.957947
"271","2008-01-30",11.66629
"272","2008-01-31",11.79064
"273","2008-02-01",11.519331
"274","2008-02-04",11.607506
"275","2008-02-05",11.562288
"276","2008-02-06",11.333937
"277","2008-02-07",11.300023
"278","2008-02-08",11.105584
"279","2008-02-11",10.899841
"280","2008-02-12",10.954103
"281","2008-02-13",11.076193
"282","2008-02-14",10.990278
"283","2008-02-15",10.737057
"284","2008-02-19",10.766448
"285","2008-02-20",10.687316
"286","2008-02-21",10.427312
"287","2008-02-22",10.574271
"288","2008-02-25",10.470269
"289","2008-02-26",10.562966
"290","2008-02-27",10.655663
"291","2008-02-28",10.495139
"292","2008-02-29",10.361746
"293","2008-03-03",9.957043
"294","2008-03-04",9.947999
"295","2008-03-05",9.755822
"296","2008-03-06",9.398599
"297","2008-03-07",9.174768
"298","2008-03-10",8.833371
"299","2008-03-11",9.45286
"300","2008-03-12",9.945738
"301","2008-03-13",9.938955
"302","2008-03-14",9.466426
"303","2008-03-17",8.817545
"304","2008-03-18",9.314944
"305","2008-03-19",9.215465
"306","2008-03-20",9.396338
"307","2008-03-24",9.541036
"308","2008-03-25",10.160524
"309","2008-03-26",9.90052
"310","2008-03-27",9.952521
"311","2008-03-28",9.791996
"312","2008-03-31",9.886954
"313","2008-04-01",10.040696
"314","2008-04-02",10.033914
"315","2008-04-03",10.228352
"316","2008-04-04",10.142437
"317","2008-04-07",10.115306
"318","2008-04-08",9.968348
"319","2008-04-09",9.640515
"320","2008-04-10",9.606602
"321","2008-04-11",9.520687
"322","2008-04-14",9.504861
"323","2008-04-15",9.357902
"324","2008-04-16",9.05494
"325","2008-04-17",9.125029
"326","2008-04-18",9.181551
"327","2008-04-21",9.043635
"328","2008-04-22",9.077549
"329","2008-04-23",8.957721
"330","2008-04-24",9.140855
"331","2008-04-25",9.222247
"332","2008-04-28",9.210943
"333","2008-04-29",9.538774
"334","2008-04-30",9.658603
"335","2008-05-01",9.791996
"336","2008-05-02",10.117567
"337","2008-05-05",9.911824
"338","2008-05-06",9.92539
"339","2008-05-07",9.522948
"340","2008-05-08",9.394076
"341","2008-05-09",9.17703
"342","2008-05-12",9.961565
"343","2008-05-13",10.165047
"344","2008-05-14",10.257744
"345","2008-05-15",10.018087
"346","2008-05-16",9.812345
"347","2008-05-19",9.843997
"348","2008-05-20",9.819127
"349","2008-05-21",10.061045
"350","2008-05-22",10.002261
"351","2008-05-23",9.864346
"352","2008-05-27",9.814606
"353","2008-05-28",10.185394
"354","2008-05-29",10.492878
"355","2008-05-30",10.495139
"356","2008-06-02",10.495139
"357","2008-06-03",10.345919
"358","2008-06-04",10.241918
"359","2008-06-05",10.431833
"360","2008-06-06",10.345919
"361","2008-06-09",9.972869
"362","2008-06-10",9.830432
"363","2008-06-11",9.699299
"364","2008-06-12",9.947999
"365","2008-06-13",10.088176
"366","2008-06-16",10.180873
"367","2008-06-17",9.993217
"368","2008-06-18",9.744517
"369","2008-06-19",9.15442
"370","2008-06-20",8.374407
"371","2008-06-23",7.829527
"372","2008-06-24",7.347954
"373","2008-06-25",7.718743
"374","2008-06-26",7.68709
"375","2008-06-27",7.684829
"376","2008-06-30",7.268822
"377","2008-07-01",6.721682
"378","2008-07-02",6.466199
"379","2008-07-03",6.705856
"380","2008-07-07",6.753335
"381","2008-07-08",6.961339
"382","2008-07-09",6.635767
"383","2008-07-10",6.11802
"384","2008-07-11",5.532444
"385","2008-07-14",5.652272
"386","2008-07-15",5.659055
"387","2008-07-16",5.998191
"388","2008-07-17",6.314719
"389","2008-07-18",6.314719
"390","2008-07-21",6.176803
"391","2008-07-22",6.470721
"392","2008-07-23",6.500113
"393","2008-07-24",6.190369
"394","2008-07-25",6.330545
"395","2008-07-28",6.454895
"396","2008-07-29",6.581506
"397","2008-07-30",6.357676
"398","2008-07-31",6.450373
"399","2008-08-01",6.328284
"400","2008-08-04",6.586028
"401","2008-08-05",6.723943
"402","2008-08-06",6.794031
"403","2008-08-07",6.633507
"404","2008-08-08",6.943251
"405","2008-08-11",7.128646
"406","2008-08-12",7.336649
"407","2008-08-13",7.379607
"408","2008-08-14",7.650916
"409","2008-08-15",7.682569
"410","2008-08-18",7.354737
"411","2008-08-19",7.060819
"412","2008-08-20",7.223604
