"","date","KKR"
"1","2010-07-15",10.2
"2","2010-07-16",9.69
"3","2010-07-19",9.79
"4","2010-07-20",9.25
"5","2010-07-21",8.8
"6","2010-07-22",9.3
"7","2010-07-23",9.5
"8","2010-07-26",9.69
"9","2010-07-27",9.85
"10","2010-07-28",9.59
"11","2010-07-29",9.48
"12","2010-07-30",9.05
"13","2010-08-02",9.44
"14","2010-08-03",9.53
"15","2010-08-04",9.54
"16","2010-08-05",9.9
"17","2010-08-06",9.86
"18","2010-08-09",9.89
"19","2010-08-10",9.83
"20","2010-08-11",9.82
"21","2010-08-12",10.06
"22","2010-08-13",10.16
"23","2010-08-16",9.99
"24","2010-08-17",10.39
"25","2010-08-18",10.54
"26","2010-08-19",10.42
"27","2010-08-20",10.3
"28","2010-08-23",10.11
"29","2010-08-24",10.17
"30","2010-08-25",10.12
"31","2010-08-26",10.06
"32","2010-08-27",10.23
"33","2010-08-30",10.04
"34","2010-08-31",10.02
"35","2010-09-01",10.24
"36","2010-09-02",10.21
"37","2010-09-03",10.25
"38","2010-09-07",10.25
"39","2010-09-08",10.25
"40","2010-09-09",10.17
"41","2010-09-10",10.16
"42","2010-09-13",10.28
"43","2010-09-14",10.11
"44","2010-09-15",10.18
"45","2010-09-16",10.2
"46","2010-09-17",10.2
"47","2010-09-20",10.11
"48","2010-09-21",10.1
"49","2010-09-22",10.25
"50","2010-09-23",10.28
"51","2010-09-24",10.64
"52","2010-09-27",10.68
"53","2010-09-28",10.49
"54","2010-09-29",10.6
"55","2010-09-30",10.6
"56","2010-10-01",10.84
"57","2010-10-04",10.73
"58","2010-10-05",10.83
"59","2010-10-06",10.5
"60","2010-10-07",10.58
"61","2010-10-08",11.1
"62","2010-10-11",11
"63","2010-10-12",11.29
"64","2010-10-13",11.36
"65","2010-10-14",11.2
"66","2010-10-15",10.98
"67","2010-10-18",11.22
"68","2010-10-19",10.95
"69","2010-10-20",11.38
"70","2010-10-21",11.8
"71","2010-10-22",11.76
"72","2010-10-25",11.96
"73","2010-10-26",11.93
"74","2010-10-27",12.11
"75","2010-10-28",12.36
"76","2010-10-29",12.68
"77","2010-11-01",12.51
"78","2010-11-02",12.65
"79","2010-11-03",12.7
"80","2010-11-04",13.39
"81","2010-11-05",13.25
"82","2010-11-08",13.22
"83","2010-11-09",12.76
"84","2010-11-10",12.93
"85","2010-11-11",13.27
"86","2010-11-12",13.2
"87","2010-11-15",13.04
"88","2010-11-16",12.74
"89","2010-11-17",12.65
"90","2010-11-18",12.75
"91","2010-11-19",12.8
"92","2010-11-22",12.78
"93","2010-11-23",12.76
"94","2010-11-24",12.84
"95","2010-11-26",12.83
"96","2010-11-29",12.74
"97","2010-11-30",12.58
"98","2010-12-01",12.65
"99","2010-12-02",12.77
"100","2010-12-03",12.77
"101","2010-12-06",12.89
"102","2010-12-07",13.07
"103","2010-12-08",13.28
"104","2010-12-09",13.38
"105","2010-12-10",13.41
"106","2010-12-13",13.44
"107","2010-12-14",13.47
"108","2010-12-15",13.55
"109","2010-12-16",13.33
"110","2010-12-17",13.38
"111","2010-12-20",13.57
"112","2010-12-21",14.49
"113","2010-12-22",14.53
"114","2010-12-23",14.5
"115","2010-12-27",14.42
"116","2010-12-28",14.15
"117","2010-12-29",14.4
"118","2010-12-30",14.33
"119","2010-12-31",14.2
"120","2011-01-03",14.5
"121","2011-01-04",14.45
"122","2011-01-05",15.14
"123","2011-01-06",15.23
"124","2011-01-07",14.97
"125","2011-01-10",15.09
"126","2011-01-11",15
"127","2011-01-12",15.22
"128","2011-01-13",15.65
"129","2011-01-14",15.68
"130","2011-01-18",15.7
"131","2011-01-19",15.25
"132","2011-01-20",15.04
"133","2011-01-21",15.11
"134","2011-01-24",15.07
"135","2011-01-25",14.83
"136","2011-01-26",14.96
"137","2011-01-27",14.98
"138","2011-01-28",14.99
"139","2011-01-31",14.99
"140","2011-02-01",15.54
"141","2011-02-02",15.98
"142","2011-02-03",16.610001
"143","2011-02-04",16.99
"144","2011-02-07",16.780001
"145","2011-02-08",16.290001
"146","2011-02-09",16.24
"147","2011-02-10",16.17
"148","2011-02-11",16.08
"149","2011-02-14",16.27
"150","2011-02-15",16.27
"151","2011-02-16",16.27
"152","2011-02-17",16.200001
"153","2011-02-18",16.290001
"154","2011-02-22",16.18
"155","2011-02-23",16.370001
"156","2011-02-24",16.700001
"157","2011-02-25",17.190001
"158","2011-02-28",16.66
"159","2011-03-01",16.360001
"160","2011-03-02",17.389999
"161","2011-03-03",17.67
"162","2011-03-04",17.68
"163","2011-03-07",17.43
"164","2011-03-08",17.51
"165","2011-03-09",17.42
"166","2011-03-10",17.23
"167","2011-03-11",17.41
"168","2011-03-14",17.280001
"169","2011-03-15",16.59
"170","2011-03-16",15.83
"171","2011-03-17",16.41
"172","2011-03-18",16.280001
"173","2011-03-21",16.799999
"174","2011-03-22",17
"175","2011-03-23",17.110001
"176","2011-03-24",17.639999
"177","2011-03-25",17.84
"178","2011-03-28",17.610001
"179","2011-03-29",17.41
"180","2011-03-30",16.82
"181","2011-03-31",16.41
"182","2011-04-01",16.91
"183","2011-04-04",17.139999
"184","2011-04-05",17.41
"185","2011-04-06",17.42
"186","2011-04-07",17.389999
"187","2011-04-08",17.389999
"188","2011-04-11",17.4
"189","2011-04-12",17.59
"190","2011-04-13",17.950001
"191","2011-04-14",17.809999
"192","2011-04-15",18.219999
"193","2011-04-18",17.82
"194","2011-04-19",17.65
"195","2011-04-20",17.98
"196","2011-04-21",18.209999
"197","2011-04-25",18.23
"198","2011-04-26",18.299999
"199","2011-04-27",18.389999
"200","2011-04-28",18.77
"201","2011-04-29",18.959999
"202","2011-05-02",18.6
"203","2011-05-03",18.24
"204","2011-05-04",17.799999
"205","2011-05-05",17.65
"206","2011-05-06",17.73
"207","2011-05-09",17.790001
"208","2011-05-10",17.799999
"209","2011-05-11",17.52
"210","2011-05-12",17.1
"211","2011-05-13",17.440001
"212","2011-05-16",17.35
"213","2011-05-17",17.219999
"214","2011-05-18",17.4
"215","2011-05-19",17.280001
"216","2011-05-20",17.129999
"217","2011-05-23",16.75
"218","2011-05-24",17.120001
"219","2011-05-25",16.99
"220","2011-05-26",17
"221","2011-05-27",17.120001
"222","2011-05-31",17.190001
"223","2011-06-01",17.200001
"224","2011-06-02",17.26
"225","2011-06-03",16.92
"226","2011-06-06",16.379999
"227","2011-06-07",16.290001
"228","2011-06-08",15.83
"229","2011-06-09",16.09
"230","2011-06-10",15.92
"231","2011-06-13",15.64
"232","2011-06-14",15.84
"233","2011-06-15",15.43
"234","2011-06-16",15.42
"235","2011-06-17",15.57
"236","2011-06-20",15.22
"237","2011-06-21",15.7
"238","2011-06-22",15.99
"239","2011-06-23",15.86
"240","2011-06-24",15.76
"241","2011-06-27",15.66
"242","2011-06-28",15.64
"243","2011-06-29",16
"244","2011-06-30",16.32
"245","2011-07-01",16.57
"246","2011-07-05",16.030001
"247","2011-07-06",16.08
"248","2011-07-07",15.88
"249","2011-07-08",15.63
"250","2011-07-11",14.76
"251","2011-07-12",14.83
"252","2011-07-13",15.29
"253","2011-07-14",15.71
"254","2011-07-15",15.64
"255","2011-07-18",14.98
"256","2011-07-19",14.92
"257","2011-07-20",15.33
"258","2011-07-21",15.82
"259","2011-07-22",16.09
"260","2011-07-25",15.81
"261","2011-07-26",15.71
"262","2011-07-27",15.04
"263","2011-07-28",14.84
"264","2011-07-29",14.65
"265","2011-08-01",14.11
"266","2011-08-02",14.14
"267","2011-08-03",13.39
"268","2011-08-04",12.59
"269","2011-08-05",12.19
"270","2011-08-08",10.5
"271","2011-08-09",11.88
"272","2011-08-10",10.63
"273","2011-08-11",11.01
"274","2011-08-12",11.05
"275","2011-08-15",11.09
"276","2011-08-16",11.04
"277","2011-08-17",11.42
"278","2011-08-18",10.87
"279","2011-08-19",11.08
"280","2011-08-22",10.96
"281","2011-08-23",11.44
"282","2011-08-24",11.67
"283","2011-08-25",11.61
"284","2011-08-26",12.11
"285","2011-08-29",12.53
"286","2011-08-30",12.5
"287","2011-08-31",12.8
"288","2011-09-01",12.29
"289","2011-09-02",11.54
"290","2011-09-06",11.01
"291","2011-09-07",11.61
"292","2011-09-08",11.19
"293","2011-09-09",10.87
"294","2011-09-12",10.76
"295","2011-09-13",11.09
"296","2011-09-14",11.38
"297","2011-09-15",11.98
"298","2011-09-16",12.13
"299","2011-09-19",11.94
"300","2011-09-20",11.76
"301","2011-09-21",11.41
"302","2011-09-22",10.76
"303","2011-09-23",10.53
"304","2011-09-26",10.76
"305","2011-09-27",10.9
"306","2011-09-28",10.54
"307","2011-09-29",10.6
"308","2011-09-30",10.4
"309","2011-10-03",9.92
"310","2011-10-04",10.14
"311","2011-10-05",10.39
"312","2011-10-06",10.59
"313","2011-10-07",10.4
"314","2011-10-10",11.02
"315","2011-10-11",11.47
"316","2011-10-12",12.3
"317","2011-10-13",12.16
"318","2011-10-14",12.55
"319","2011-10-17",11.72
"320","2011-10-18",12.18
"321","2011-10-19",11.41
"322","2011-10-20",11.7
"323","2011-10-21",12.4
"324","2011-10-24",13.17
"325","2011-10-25",12.54
"326","2011-10-26",12.6
"327","2011-10-27",13.65
"328","2011-10-28",14.03
"329","2011-10-31",13.48
"330","2011-11-01",12.93
"331","2011-11-02",13.67
"332","2011-11-03",13.52
"333","2011-11-04",13.52
"334","2011-11-07",13.67
"335","2011-11-08",14.07
"336","2011-11-09",12.69
"337","2011-11-10",12.85
"338","2011-11-11",13.63
"339","2011-11-14",13.29
"340","2011-11-15",13.34
"341","2011-11-16",12.98
"342","2011-11-17",12.11
"343","2011-11-18",12.14
"344","2011-11-21",11.78
