"","date","ABEV"
"105","2007-06-04",2.81
"106","2007-06-05",2.768
"107","2007-06-06",2.768
"108","2007-06-07",2.6552
"109","2007-06-08",2.7252
"110","2007-06-11",2.7804
"111","2007-06-12",2.77
"112","2007-06-13",2.824
"113","2007-06-14",2.898
"114","2007-06-15",2.9588
"115","2007-06-18",2.9836
"116","2007-06-19",2.9656
"117","2007-06-20",2.846
"118","2007-06-21",2.84
"119","2007-06-22",2.7836
"120","2007-06-25",2.722
"121","2007-06-26",2.696
"122","2007-06-27",2.7136
"123","2007-06-28",2.7732
"124","2007-06-29",2.808
"125","2007-07-02",2.8
"126","2007-07-03",2.812
"127","2007-07-05",2.878
"128","2007-07-06",2.9236
"129","2007-07-09",2.9256
"130","2007-07-10",2.926
"131","2007-07-11",2.952
"132","2007-07-12",2.9872
"133","2007-07-13",2.992
"134","2007-07-16",2.96
"135","2007-07-17",2.9864
"136","2007-07-18",2.976
"137","2007-07-19",3.0016
"138","2007-07-20",2.9868
"139","2007-07-23",3.0648
"140","2007-07-24",2.9552
"141","2007-07-25",2.9616
"142","2007-07-26",2.8232
"143","2007-07-27",2.8052
"144","2007-07-30",2.874
"145","2007-07-31",2.802
"146","2007-08-01",2.76
"147","2007-08-02",2.748
"148","2007-08-03",2.6252
"149","2007-08-06",2.6664
"150","2007-08-07",2.69
"151","2007-08-08",2.8144
"152","2007-08-09",2.69
"153","2007-08-10",2.68
"154","2007-08-13",2.664
"155","2007-08-14",2.52
"156","2007-08-15",2.3912
"157","2007-08-16",2.28
"158","2007-08-17",2.2768
"159","2007-08-20",2.35
"160","2007-08-21",2.3556
"161","2007-08-22",2.474
"162","2007-08-23",2.4784
"163","2007-08-24",2.572
"164","2007-08-27",2.5816
"165","2007-08-28",2.468
"166","2007-08-29",2.5916
"167","2007-08-30",2.6432
"168","2007-08-31",2.704
"169","2007-09-04",2.7232
"170","2007-09-05",2.68
"171","2007-09-06",2.6808
"172","2007-09-07",2.6296
"173","2007-09-10",2.6008
"174","2007-09-11",2.6584
"175","2007-09-12",2.72
"176","2007-09-13",2.7264
"177","2007-09-14",2.72
"178","2007-09-17",2.6796
"179","2007-09-18",2.6848
"180","2007-09-19",2.7608
"181","2007-09-20",2.7324
"182","2007-09-21",2.8
"183","2007-09-24",2.748
"184","2007-09-25",2.7348
"185","2007-09-26",2.736
"186","2007-09-27",2.81
"187","2007-09-28",2.8316
"188","2007-10-01",2.964
"189","2007-10-02",3.0152
"190","2007-10-03",3.0012
"191","2007-10-04",2.9796
"192","2007-10-05",3.0752
"193","2007-10-08",3.08
"194","2007-10-09",3.12
"195","2007-10-10",3.064
"196","2007-10-11",3.06
"197","2007-10-12",3.14
"198","2007-10-15",3.0244
"199","2007-10-16",2.9956
"200","2007-10-17",3.0216
"201","2007-10-18",3.1528
"202","2007-10-19",3.038
"203","2007-10-22",3.0308
"204","2007-10-23",3.092
"205","2007-10-24",3.062
"206","2007-10-25",3.04
"207","2007-10-26",3.0784
"208","2007-10-29",3.13
"209","2007-10-30",3.1576
"210","2007-10-31",3.2
"211","2007-11-01",3.1596
"212","2007-11-02",3.2
"213","2007-11-05",3.18
"214","2007-11-06",3.2
"215","2007-11-07",3.1104
"216","2007-11-08",2.948
"217","2007-11-09",2.92
"218","2007-11-12",2.7784
"219","2007-11-13",2.8908
"220","2007-11-14",2.96
"221","2007-11-15",2.92
"222","2007-11-16",2.9248
"223","2007-11-19",2.82
"224","2007-11-20",2.84
"225","2007-11-21",2.724
"226","2007-11-23",2.7004
"227","2007-11-26",2.5856
"228","2007-11-27",2.74
"229","2007-11-28",2.832
"230","2007-11-29",2.814
"231","2007-11-30",2.85
"232","2007-12-03",2.9552
"233","2007-12-04",2.85
"234","2007-12-05",2.8756
"235","2007-12-06",2.9236
"236","2007-12-07",2.91
"237","2007-12-10",2.94
"238","2007-12-11",2.8
"239","2007-12-12",2.856
"240","2007-12-13",2.8092
"241","2007-12-14",2.7636
"242","2007-12-17",2.6616
"243","2007-12-18",2.7032
"244","2007-12-19",2.68
"245","2007-12-20",2.6996
"246","2007-12-21",2.756
"247","2007-12-24",2.782
"248","2007-12-26",2.7916
"249","2007-12-27",2.7708
"250","2007-12-28",2.72
"251","2007-12-31",2.72
"252","2008-01-02",2.7996
"253","2008-01-03",2.8396
"254","2008-01-04",2.73
"255","2008-01-07",2.712
"256","2008-01-08",2.68
"257","2008-01-09",2.69
"258","2008-01-10",2.7992
"259","2008-01-11",2.76
"260","2008-01-14",2.7804
"261","2008-01-15",2.646
"262","2008-01-16",2.5804
"263","2008-01-17",2.4104
"264","2008-01-18",2.5
"265","2008-01-22",2.4576
"266","2008-01-23",2.4788
"267","2008-01-24",2.534
"268","2008-01-25",2.5
"269","2008-01-28",2.6168
"270","2008-01-29",2.57
"271","2008-01-30",2.6052
"272","2008-01-31",2.56
"273","2008-02-01",2.73
"274","2008-02-04",2.6936
"275","2008-02-05",2.614
"276","2008-02-06",2.6
"277","2008-02-07",2.68
"278","2008-02-08",2.7384
"279","2008-02-11",2.8392
"280","2008-02-12",2.8396
"281","2008-02-13",2.9
"282","2008-02-14",2.79
"283","2008-02-15",2.7652
"284","2008-02-19",2.8288
"285","2008-02-20",2.84
"286","2008-02-21",2.8608
"287","2008-02-22",2.886
"288","2008-02-25",2.958
"289","2008-02-26",3.0464
"290","2008-02-27",3.092
"291","2008-02-28",3.19
"292","2008-02-29",3.04
"293","2008-03-03",3.088
"294","2008-03-04",3.0484
"295","2008-03-05",3.0356
"296","2008-03-06",2.8808
"297","2008-03-07",2.8
"298","2008-03-10",2.74
"299","2008-03-11",2.844
"300","2008-03-12",2.816
"301","2008-03-13",2.84
"302","2008-03-14",2.806
"303","2008-03-17",2.764
"304","2008-03-18",2.84
"305","2008-03-19",2.6876
"306","2008-03-20",2.7
"307","2008-03-24",2.7408
"308","2008-03-25",2.776
"309","2008-03-26",2.7728
"310","2008-03-27",2.6908
"311","2008-03-28",2.64
"312","2008-03-31",2.616
"313","2008-04-01",2.712
"314","2008-04-02",2.7356
"315","2008-04-03",2.8168
"316","2008-04-04",2.7696
"317","2008-04-07",2.7684
"318","2008-04-08",2.7224
"319","2008-04-09",2.7244
"320","2008-04-10",2.7748
"321","2008-04-11",2.668
"322","2008-04-14",2.658
"323","2008-04-15",2.6576
"324","2008-04-16",2.724
"325","2008-04-17",2.684
"326","2008-04-18",2.688
"327","2008-04-21",2.64
"328","2008-04-22",2.6236
"329","2008-04-23",2.624
"330","2008-04-24",2.6
"331","2008-04-25",2.5776
"332","2008-04-28",2.6144
"333","2008-04-29",2.506
"334","2008-04-30",2.5996
"335","2008-05-01",2.7168
"336","2008-05-02",2.7792
"337","2008-05-05",2.7844
"338","2008-05-06",2.78
"339","2008-05-07",2.6692
"340","2008-05-08",2.6172
"341","2008-05-09",2.616
"342","2008-05-12",2.6836
"343","2008-05-13",2.6956
"344","2008-05-14",2.6928
"345","2008-05-15",2.7276
"346","2008-05-16",2.7648
"347","2008-05-19",2.6968
"348","2008-05-20",2.686
"349","2008-05-21",2.6508
"350","2008-05-22",2.652
"351","2008-05-23",2.6392
"352","2008-05-27",2.5924
"353","2008-05-28",2.6
"354","2008-05-29",2.592
"355","2008-05-30",2.5704
"356","2008-06-02",2.528
"357","2008-06-03",2.4604
"358","2008-06-04",2.4804
"359","2008-06-05",2.5148
"360","2008-06-06",2.5032
"361","2008-06-09",2.5348
"362","2008-06-10",2.4436
"363","2008-06-11",2.44
"364","2008-06-12",2.5832
"365","2008-06-13",2.5144
"366","2008-06-16",2.544
"367","2008-06-17",2.5256
"368","2008-06-18",2.45
"369","2008-06-19",2.5228
"370","2008-06-20",2.4424
"371","2008-06-23",2.4736
"372","2008-06-24",2.4328
"373","2008-06-25",2.4688
"374","2008-06-26",2.376
"375","2008-06-27",2.3748
"376","2008-06-30",2.3792
"377","2008-07-01",2.3032
"378","2008-07-02",2.2516
"379","2008-07-03",2.2396
"380","2008-07-07",2.1756
"381","2008-07-08",2.1496
"382","2008-07-09",2.0728
"383","2008-07-10",2.12
"384","2008-07-11",2.1432
"385","2008-07-14",2.22
"386","2008-07-15",2.2104
"387","2008-07-16",2.1364
"388","2008-07-17",2.138
"389","2008-07-18",2.088
"390","2008-07-21",2.0872
"391","2008-07-22",2.04
"392","2008-07-23",2.06
"393","2008-07-24",2.0232
"394","2008-07-25",2.0372
"395","2008-07-28",2.008
"396","2008-07-29",2.04
"397","2008-07-30",2.1008
"398","2008-07-31",2.1096
"399","2008-08-01",2.102
"400","2008-08-04",2.1028
"401","2008-08-05",2.1888
"402","2008-08-06",2.2444
"403","2008-08-07",2.21
"404","2008-08-08",2.2
"405","2008-08-11",2.182
"406","2008-08-12",2.132
"407","2008-08-13",2.1212
"408","2008-08-14",2.1372
"409","2008-08-15",2.128
"410","2008-08-18",2.096
"411","2008-08-19",2.1052
"412","2008-08-20",2.1108
"413","2008-08-21",2.1488
"414","2008-08-22",2.1368
"415","2008-08-25",2.1212
"416","2008-08-26",2.116
"417","2008-08-27",2.1024
"418","2008-08-28",2.1636
"419","2008-08-29",2.1604
"420","2008-09-02",2.0892
"421","2008-09-03",2.0756
"422","2008-09-04",2.0232
"423","2008-09-05",2.0064
"424","2008-09-08",2.0092
"425","2008-09-09",1.98
"426","2008-09-10",2.0408
"427","2008-09-11",2.0464
"428","2008-09-12",2.088
"429","2008-09-15",1.98
"430","2008-09-16",1.904
"431","2008-09-17",1.804
"432","2008-09-18",1.796
"433","2008-09-19",1.9648
"434","2008-09-22",2.016
"435","2008-09-23",1.9608
"436","2008-09-24",1.9452
"437","2008-09-25",2
"438","2008-09-26",1.91
"439","2008-09-29",1.6728
"440","2008-09-30",1.82
"441","2008-10-01",1.9
"442","2008-10-02",1.7316
"443","2008-10-03",1.712
"444","2008-10-06",1.53
"445","2008-10-07",1.5004
"446","2008-10-08",1.46
"447","2008-10-09",1.41
"448","2008-10-10",1.362
"449","2008-10-13",1.56
"450","2008-10-14",1.636
"451","2008-10-15",1.36
"452","2008-10-16",1.436
"453","2008-10-17",1.58
"454","2008-10-20",1.67
"455","2008-10-21",1.56
"456","2008-10-22",1.2028
"457","2008-10-23",1.2732
"458","2008-10-24",1.22
"459","2008-10-27",1.272
"460","2008-10-28",1.508
"461","2008-10-29",1.5196
"462","2008-10-30",1.512
"463","2008-10-31",1.4752
"464","2008-11-03",1.4424
"465","2008-11-04",1.488
"466","2008-11-05",1.4456
"467","2008-11-06",1.4404
"468","2008-11-07",1.5528
"469","2008-11-10",1.56
"470","2008-11-11",1.5
"471","2008-11-12",1.438
"472","2008-11-13",1.602
"473","2008-11-14",1.53
"474","2008-11-17",1.4716
"475","2008-11-18",1.5
"476","2008-11-19",1.3068
"477","2008-11-20",1.2096
"478","2008-11-21",1.42
"479","2008-11-24",1.4252
"480","2008-11-25",1.3828
"481","2008-11-26",1.412
"482","2008-11-28",1.3728
"483","2008-12-01",1.3128
"484","2008-12-02",1.288
"485","2008-12-03",1.2432
"486","2008-12-04",1.232
"487","2008-12-05",1.28
"488","2008-12-08",1.308
"489","2008-12-09",1.308
"490","2008-12-10",1.4
"491","2008-12-11",1.42
"492","2008-12-12",1.41
"493","2008-12-15",1.4204
"494","2008-12-16",1.572
"495","2008-12-17",1.47
"496","2008-12-18",1.4312
"497","2008-12-19",1.4436
"498","2008-12-22",1.4004
"499","2008-12-23",1.3932
"500","2008-12-24",1.3932
"501","2008-12-26",1.3892
"502","2008-12-29",1.3436
"503","2008-12-30",1.42
"504","2008-12-31",1.45
"505","2009-01-02",1.52
"506","2009-01-05",1.54
"507","2009-01-06",1.568
"508","2009-01-07",1.5304
"509","2009-01-08",1.47
"510","2009-01-09",1.49
"511","2009-01-12",1.4
"512","2009-01-13",1.4116
"513","2009-01-14",1.402
"514","2009-01-15",1.4148
"515","2009-01-16",1.414
"516","2009-01-20",1.314
"517","2009-01-21",1.3792
"518","2009-01-22",1.37
"519","2009-01-23",1.38
"520","2009-01-26",1.3368
"521","2009-01-27",1.36
"522","2009-01-28",1.382
"523","2009-01-29",1.38
"524","2009-01-30",1.3728
"525","2009-02-02",1.3632
"526","2009-02-03",1.4144
"527","2009-02-04",1.4204
"528","2009-02-05",1.46
"529","2009-02-06",1.5356
"530","2009-02-09",1.498
"531","2009-02-10",1.46
"532","2009-02-11",1.4944
"533","2009-02-12",1.518
"534","2009-02-13",1.484
"535","2009-02-17",1.406
"536","2009-02-18",1.426
"537","2009-02-19",1.416
"538","2009-02-20",1.4
"539","2009-02-23",1.36
"540","2009-02-24",1.38
"541","2009-02-25",1.41
"542","2009-02-26",1.4172
"543","2009-02-27",1.384
"544","2009-03-02",1.2428
"545","2009-03-03",1.2484
"546","2009-03-04",1.308
"547","2009-03-05",1.3152
"548","2009-03-06",1.3748
"549","2009-03-09",1.332
"550","2009-03-10",1.4168
"551","2009-03-11",1.426
"552","2009-03-12",1.4416
"553","2009-03-13",1.4688
"554","2009-03-16",1.4868
"555","2009-03-17",1.4712
"556","2009-03-18",1.504
"557","2009-03-19",1.5056
"558","2009-03-20",1.52
"559","2009-03-23",1.618
"560","2009-03-24",1.57
"561","2009-03-25",1.608
"562","2009-03-26",1.6184
"563","2009-03-27",1.5896
"564","2009-03-30",1.53
"565","2009-03-31",1.5448
"566","2009-04-01",1.618
"567","2009-04-02",1.6956
"568","2009-04-03",1.7576
"569","2009-04-06",1.732
"570","2009-04-07",1.69
"571","2009-04-08",1.6396
"572","2009-04-09",1.724
"573","2009-04-13",1.74
"574","2009-04-14",1.7184
"575","2009-04-15",1.714
"576","2009-04-16",1.748
"577","2009-04-17",1.7548
"578","2009-04-20",1.7064
"579","2009-04-21",1.76
"580","2009-04-22",1.7728
"581","2009-04-23",1.764
"582","2009-04-24",1.764
"583","2009-04-27",1.74
"584","2009-04-28",1.78
"585","2009-04-29",1.848
"586","2009-04-30",1.818
"587","2009-05-01",1.9
"588","2009-05-04",1.94
"589","2009-05-05",1.8808
"590","2009-05-06",1.9304
"591","2009-05-07",1.954
"592","2009-05-08",2.01
"593","2009-05-11",1.9824
"594","2009-05-12",1.932
"595","2009-05-13",1.864
"596","2009-05-14",1.9004
"597","2009-05-15",1.886
"598","2009-05-18",1.9932
"599","2009-05-19",2.032
"600","2009-05-20",2.0856
"601","2009-05-21",2.09
"602","2009-05-22",2.098
"603","2009-05-26",2.1336
"604","2009-05-27",2.0916
"605","2009-05-28",2.1532
"606","2009-05-29",2.18
"607","2009-06-01",2.25
"608","2009-06-02",2.2304
"609","2009-06-03",2.1688
"610","2009-06-04",2.1808
"611","2009-06-05",2.164
"612","2009-06-08",2.1692
"613","2009-06-09",2.19
"614","2009-06-10",2.1876
"615","2009-06-11",2.22
"616","2009-06-12",2.256
"617","2009-06-15",2.164
"618","2009-06-16",2.1428
"619","2009-06-17",2.14
"620","2009-06-18",2.134
"621","2009-06-19",2.162
"622","2009-06-22",2.0492
"623","2009-06-23",2.0532
"624","2009-06-24",2.096
"625","2009-06-25",2.192
"626","2009-06-26",2.206
"627","2009-06-29",2.12
"628","2009-06-30",2.124
"629","2009-07-01",2.1692
"630","2009-07-02",2.13
"631","2009-07-06",2.1784
"632","2009-07-07",2.1268
"633","2009-07-08",2.12
"634","2009-07-09",2.1752
"635","2009-07-10",2.1424
"636","2009-07-13",2.16
"637","2009-07-14",2.16
"638","2009-07-15",2.27
"639","2009-07-16",2.2808
"640","2009-07-17",2.28
"641","2009-07-20",2.354
"642","2009-07-21",2.3224
"643","2009-07-22",2.248
"644","2009-07-23",2.32
"645","2009-07-24",2.296
"646","2009-07-27",2.2948
"647","2009-07-28",2.296
"648","2009-07-29",2.2452
"649","2009-07-30",2.3048
"650","2009-07-31",2.2928
"651","2009-08-03",2.4
"652","2009-08-04",2.4196
"653","2009-08-05",2.4496
"654","2009-08-06",2.398
"655","2009-08-07",2.432
"656","2009-08-10",2.424
"657","2009-08-11",2.408
"658","2009-08-12",2.5132
"659","2009-08-13",2.516
"660","2009-08-14",2.524
"661","2009-08-17",2.5
"662","2009-08-18",2.4952
"663","2009-08-19",2.5096
"664","2009-08-20",2.5244
"665","2009-08-21",2.6
"666","2009-08-24",2.6
"667","2009-08-25",2.598
"668","2009-08-26",2.6008
"669","2009-08-27",2.588
"670","2009-08-28",2.5656
"671","2009-08-31",2.5656
"672","2009-09-01",2.484
"673","2009-09-02",2.4808
"674","2009-09-03",2.54
"675","2009-09-04",2.558
"676","2009-09-08",2.5996
"677","2009-09-09",2.57
"678","2009-09-10",2.65
"679","2009-09-11",2.6212
"680","2009-09-14",2.6352
"681","2009-09-15",2.704
"682","2009-09-16",2.7444
"683","2009-09-17",2.71
"684","2009-09-18",2.7124
"685","2009-09-21",2.7084
"686","2009-09-22",2.7644
"687","2009-09-23",2.736
"688","2009-09-24",2.734
"689","2009-09-25",2.712
"690","2009-09-28",2.7796
"691","2009-09-29",2.768
"692","2009-09-30",2.8272
"693","2009-10-01",2.8804
"694","2009-10-02",2.89
"695","2009-10-05",2.972
"696","2009-10-06",3.0916
"697","2009-10-07",3.02
"698","2009-10-08",3.1
"699","2009-10-09",3.0804
"700","2009-10-12",3.1816
"701","2009-10-13",3.1864
"702","2009-10-14",3.2096
"703","2009-10-15",3.2452
"704","2009-10-16",3.246
"705","2009-10-19",3.31
"706","2009-10-20",3.1812
"707","2009-10-21",3.2
"708","2009-10-22",3.2556
"709","2009-10-23",3.2248
"710","2009-10-26",3.2096
"711","2009-10-27",3.1252
"712","2009-10-28",2.96
"713","2009-10-29",3.212
"714","2009-10-30",3.0424
"715","2009-11-02",3.002
"716","2009-11-03",3.0928
"717","2009-11-04",3.1344
"718","2009-11-05",3.27
"719","2009-11-06",3.232
"720","2009-11-09",3.4
"721","2009-11-10",3.392
"722","2009-11-11",3.432
"723","2009-11-12",3.2656
"724","2009-11-13",3.312
"725","2009-11-16",3.422
"726","2009-11-17",3.48
"727","2009-11-18",3.3808
"728","2009-11-19",3.324
"729","2009-11-20",3.3064
"730","2009-11-23",3.3276
"731","2009-11-24",3.326
"732","2009-11-25",3.3436
"733","2009-11-27",3.3436
"734","2009-11-30",3.3308
"735","2009-12-01",3.364
"736","2009-12-02",3.3924
"737","2009-12-03",3.32
"738","2009-12-04",3.3212
"739","2009-12-07",3.352
"740","2009-12-08",3.2644
"741","2009-12-09",3.252
"742","2009-12-10",3.236
"743","2009-12-11",3.2556
"744","2009-12-14",3.3376
"745","2009-12-15",3.3156
"746","2009-12-16",3.256
"747","2009-12-17",3.2292
"748","2009-12-18",3.21
"749","2009-12-21",3.1724
"750","2009-12-22",3.2892
"751","2009-12-23",3.3284
"752","2009-12-24",3.3284
"753","2009-12-28",3.3972
"754","2009-12-29",3.4704
"755","2009-12-30",3.456
"756","2009-12-31",3.454
"757","2010-01-04",3.6
"758","2010-01-05",3.5752
"759","2010-01-06",3.5944
"760","2010-01-07",3.5804
"761","2010-01-08",3.6372
"762","2010-01-11",3.5888
"763","2010-01-12",3.56
"764","2010-01-13",3.5668
"765","2010-01-14",3.62
"766","2010-01-15",3.5572
"767","2010-01-19",3.596
"768","2010-01-20",3.4868
"769","2010-01-21",3.4776
"770","2010-01-22",3.4516
"771","2010-01-25",3.4584
"772","2010-01-26",3.37
"773","2010-01-27",3.308
"774","2010-01-28",3.35
"775","2010-01-29",3.136
"776","2010-02-01",3.29
"777","2010-02-02",3.4
"778","2010-02-03",3.3696
"779","2010-02-04",3.1868
"780","2010-02-05",3.1468
"781","2010-02-08",3.1004
"782","2010-02-09",3.1184
"783","2010-02-10",3.148
"784","2010-02-11",3.2068
"785","2010-02-12",3.1908
"786","2010-02-16",3.2352
"787","2010-02-17",3.362
"788","2010-02-18",3.4412
"789","2010-02-19",3.4144
"790","2010-02-22",3.356
"791","2010-02-23",3.282
"792","2010-02-24",3.2852
"793","2010-02-25",3.2876
"794","2010-02-26",3.2908
"795","2010-03-01",3.3256
"796","2010-03-02",3.4
"797","2010-03-03",3.42
"798","2010-03-04",3.3356
"799","2010-03-05",3.336
"800","2010-03-08",3.292
"801","2010-03-09",3.3056
"802","2010-03-10",3.31
"803","2010-03-11",3.322
"804","2010-03-12",3.32
"805","2010-03-15",3.32
"806","2010-03-16",3.324
"807","2010-03-17",3.3148
"808","2010-03-18",3.2656
"809","2010-03-19",3.1804
"810","2010-03-22",3.18
"811","2010-03-23",3.18
"812","2010-03-24",3.148
"813","2010-03-25",3.1164
"814","2010-03-26",3.08
"815","2010-03-29",3.12
"816","2010-03-30",3.136
"817","2010-03-31",3.1264
"818","2010-04-01",3.12
"819","2010-04-05",3.1792
"820","2010-04-06",3.1888
"821","2010-04-07",3.1596
"822","2010-04-08",3.164
"823","2010-04-09",3.2
"824","2010-04-12",3.232
"825","2010-04-13",3.26
"826","2010-04-14",3.308
"827","2010-04-15",3.3392
"828","2010-04-16",3.284
"829","2010-04-19",3.2672
"830","2010-04-20",3.288
"831","2010-04-21",3.244
"832","2010-04-22",3.2848
"833","2010-04-23",3.3756
"834","2010-04-26",3.4072
"835","2010-04-27",3.268
"836","2010-04-28",3.26
"837","2010-04-29",3.3612
"838","2010-04-30",3.374
"839","2010-05-03",3.3608
"840","2010-05-04",3.312
"841","2010-05-05",3.272
"842","2010-05-06",3.1432
"843","2010-05-07",3.1728
"844","2010-05-10",3.3736
"845","2010-05-11",3.37
"846","2010-05-12",3.4144
"847","2010-05-13",3.3904
"848","2010-05-14",3.3128
"849","2010-05-17",3.3332
"850","2010-05-18",3.3024
"851","2010-05-19",3.26
"852","2010-05-20",3.1176
"853","2010-05-21",3.16
"854","2010-05-24",3.1612
"855","2010-05-25",3.18
"856","2010-05-26",3.158
"857","2010-05-27",3.272
"858","2010-05-28",3.2936
"859","2010-06-01",3.244
"860","2010-06-02",3.3464
"861","2010-06-03",3.3616
"862","2010-06-04",3.324
"863","2010-06-07",3.344
"864","2010-06-08",3.344
"865","2010-06-09",3.36
"866","2010-06-10",3.4912
"867","2010-06-11",3.46
"868","2010-06-14",3.4836
"869","2010-06-15",3.5516
"870","2010-06-16",3.592
"871","2010-06-17",3.61
"872","2010-06-18",3.6136
"873","2010-06-21",3.6572
"874","2010-06-22",3.668
"875","2010-06-23",3.6668
"876","2010-06-24",3.5764
"877","2010-06-25",3.6104
"878","2010-06-28",3.672
"879","2010-06-29",3.56
"880","2010-06-30",3.4492
"881","2010-07-01",3.4796
"882","2010-07-02",3.5232
"883","2010-07-06",3.5376
"884","2010-07-07",3.68
"885","2010-07-08",3.6444
"886","2010-07-09",3.6828
"887","2010-07-12",3.6
"888","2010-07-13",3.64
"889","2010-07-14",3.6324
"890","2010-07-15",3.6472
"891","2010-07-16",3.64
"892","2010-07-19",3.648
"893","2010-07-20",3.662
"894","2010-07-21",3.6624
"895","2010-07-22",3.76
"896","2010-07-23",3.726
"897","2010-07-26",3.7196
"898","2010-07-27",3.7024
"899","2010-07-28",3.7096
"900","2010-07-29",3.702
"901","2010-07-30",3.7184
"902","2010-08-02",3.718
"903","2010-08-03",3.7196
"904","2010-08-04",3.7276
"905","2010-08-05",3.6944
"906","2010-08-06",3.602
"907","2010-08-09",3.6308
"908","2010-08-10",3.5864
"909","2010-08-11",3.5592
"910","2010-08-12",3.5744
"911","2010-08-13",3.5692
"912","2010-08-16",3.654
"913","2010-08-17",3.7264
"914","2010-08-18",3.7608
"915","2010-08-19",3.7648
"916","2010-08-20",3.7292
"917","2010-08-23",3.7068
"918","2010-08-24",3.6968
"919","2010-08-25",3.6108
"920","2010-08-26",3.62
"921","2010-08-27",3.708
"922","2010-08-30",3.68
"923","2010-08-31",3.788
"924","2010-09-01",3.828
"925","2010-09-02",3.8516
"926","2010-09-03",3.8284
"927","2010-09-07",3.8376
"928","2010-09-08",3.8888
"929","2010-09-09",3.8816
"930","2010-09-10",3.8888
"931","2010-09-13",3.9328
"932","2010-09-14",4.05
"933","2010-09-15",4.09
"934","2010-09-16",4.104
"935","2010-09-17",4.068
"936","2010-09-20",4.1092
"937","2010-09-21",4.07
"938","2010-09-22",4.0672
"939","2010-09-23",4.084
"940","2010-09-24",4.0604
"941","2010-09-27",4.0928
"942","2010-09-28",4.1656
"943","2010-09-29",4.1948
"944","2010-09-30",4.1824
"945","2010-10-01",4.2692
"946","2010-10-04",4.26
"947","2010-10-05",4.4084
"948","2010-10-06",4.4112
"949","2010-10-07",4.4152
"950","2010-10-08",4.5656
"951","2010-10-11",4.58
"952","2010-10-12",4.6368
"953","2010-10-13",4.76
"954","2010-10-14",4.7492
"955","2010-10-15",4.7632
"956","2010-10-18",4.772
"957","2010-10-19",4.6644
"958","2010-10-20",4.7468
"959","2010-10-21",4.7028
"960","2010-10-22",4.77
"961","2010-10-25",4.822
"962","2010-10-26",4.656
