"","date","CXW"
"1","2007-01-03",22.809999
"2","2007-01-04",22.6
"3","2007-01-05",21.799999
"4","2007-01-08",22.18
"5","2007-01-09",22.235001
"6","2007-01-10",22.375
"7","2007-01-11",22.530001
"8","2007-01-12",22.905001
"9","2007-01-16",22.950001
"10","2007-01-17",23.450001
"11","2007-01-18",23.35
"12","2007-01-19",24.57
"13","2007-01-22",24.610001
"14","2007-01-23",24.915001
"15","2007-01-24",24.950001
"16","2007-01-25",24.549999
"17","2007-01-26",24.440001
"18","2007-01-29",24.73
"19","2007-01-30",24.25
"20","2007-01-31",24.360001
"21","2007-02-01",24.450001
"22","2007-02-02",24.535
"23","2007-02-05",24.360001
"24","2007-02-06",24.764999
"25","2007-02-07",24.605
"26","2007-02-08",26.375
"27","2007-02-09",26.370001
"28","2007-02-12",26.26
"29","2007-02-13",26.389999
"30","2007-02-14",26.52
"31","2007-02-15",26.530001
"32","2007-02-16",26.559999
"33","2007-02-20",26.77
"34","2007-02-21",26.5
"35","2007-02-22",26.635
"36","2007-02-23",26.764999
"37","2007-02-26",26.700001
"38","2007-02-27",26.215
"39","2007-02-28",26.165001
"40","2007-03-01",25.82
"41","2007-03-02",25.504999
"42","2007-03-05",24.85
"43","2007-03-06",25.885
"44","2007-03-07",25.860001
"45","2007-03-08",25.915001
"46","2007-03-09",25.785
"47","2007-03-12",26.065001
"48","2007-03-13",25.73
"49","2007-03-14",25.65
"50","2007-03-15",25.195
"51","2007-03-16",25.1
"52","2007-03-19",25.09
"53","2007-03-20",25.51
"54","2007-03-21",25.924999
"55","2007-03-22",25.775
"56","2007-03-23",25.65
"57","2007-03-26",26.32
"58","2007-03-27",25.959999
"59","2007-03-28",25.575001
"60","2007-03-29",26.014999
"61","2007-03-30",26.405001
"62","2007-04-02",26.77
"63","2007-04-03",26.549999
"64","2007-04-04",26.719999
"65","2007-04-05",26.280001
"66","2007-04-09",26.549999
"67","2007-04-10",26.440001
"68","2007-04-11",26.43
"69","2007-04-12",26.450001
"70","2007-04-13",26.815001
"71","2007-04-16",26.98
"72","2007-04-17",27.225
"73","2007-04-18",27.26
"74","2007-04-19",27.014999
"75","2007-04-20",27.34
"76","2007-04-23",27.625
"77","2007-04-24",27.77
"78","2007-04-25",27.725
"79","2007-04-26",28.49
"80","2007-04-27",28.754999
"81","2007-04-30",28.4
"82","2007-05-01",28.514999
"83","2007-05-02",28.625
"84","2007-05-03",29.629999
"85","2007-05-04",29.895
"86","2007-05-07",30.09
"87","2007-05-08",30.25
"88","2007-05-09",30.370001
"89","2007-05-10",29.934999
"90","2007-05-11",29.940001
"91","2007-05-14",29.66
"92","2007-05-15",29.629999
"93","2007-05-16",29.700001
"94","2007-05-17",29.655001
"95","2007-05-18",30.07
"96","2007-05-21",30.535
"97","2007-05-22",30.865
"98","2007-05-23",31.205
"99","2007-05-24",31.115
"100","2007-05-25",31.605
"101","2007-05-29",31.495001
"102","2007-05-30",32.314999
"103","2007-05-31",32.400002
"104","2007-06-01",32.064999
"105","2007-06-04",32.485001
"106","2007-06-05",32.130001
"107","2007-06-06",31.395
"108","2007-06-07",31.76
"109","2007-06-08",32.174999
"110","2007-06-11",32.115002
"111","2007-06-12",31.799999
"112","2007-06-13",32
"113","2007-06-14",32.255001
"114","2007-06-15",32.450001
"115","2007-06-18",32.560001
"116","2007-06-19",32.825001
"117","2007-06-20",32.575001
"118","2007-06-21",32.580002
"119","2007-06-22",32.169998
"120","2007-06-25",31.540001
"121","2007-06-26",31.4
"122","2007-06-27",31.385
"123","2007-06-28",31.605
"124","2007-06-29",31.555
"125","2007-07-02",31.855
"126","2007-07-03",32.150002
"127","2007-07-05",33.005001
"128","2007-07-06",32.990002
"129","2007-07-09",32.540001
"130","2007-07-10",31.83
"131","2007-07-11",31.870001
"132","2007-07-12",31.74
"133","2007-07-13",31.68
"134","2007-07-16",31.290001
"135","2007-07-17",31.299999
"136","2007-07-18",31.110001
"137","2007-07-19",31.450001
"138","2007-07-20",31
"139","2007-07-23",30.48
"140","2007-07-24",29.82
"141","2007-07-25",29.389999
"142","2007-07-26",28.67
"143","2007-07-27",28.25
"144","2007-07-30",28.49
"145","2007-07-31",28.85
"146","2007-08-01",29.18
"147","2007-08-02",29.549999
"148","2007-08-03",29.9
"149","2007-08-06",29.780001
"150","2007-08-07",26.059999
"151","2007-08-08",26.66
"152","2007-08-09",27.809999
"153","2007-08-10",27.540001
"154","2007-08-13",27.700001
"155","2007-08-14",26.35
"156","2007-08-15",25.540001
"157","2007-08-16",25.059999
"158","2007-08-17",25.41
"159","2007-08-20",26.709999
