"","date","LORL"
"1","2007-01-03",41.209999
"2","2007-01-04",39.959999
"3","2007-01-05",39.939999
"4","2007-01-08",40.18
"5","2007-01-09",40.32
"6","2007-01-10",40.299999
"7","2007-01-11",40.459999
"8","2007-01-12",40.619999
"9","2007-01-16",40.860001
"10","2007-01-17",41.009998
"11","2007-01-18",41.02
"12","2007-01-19",43
"13","2007-01-22",42.09
"14","2007-01-23",42.799999
"15","2007-01-24",43.82
"16","2007-01-25",44.869999
"17","2007-01-26",45.439999
"18","2007-01-29",46.869999
"19","2007-01-30",48.110001
"20","2007-01-31",47.669998
"21","2007-02-01",47.669998
"22","2007-02-02",47.73
"23","2007-02-05",48.32
"24","2007-02-06",49.549999
"25","2007-02-07",50.02
"26","2007-02-08",50.02
"27","2007-02-09",51.130001
"28","2007-02-12",51.169998
"29","2007-02-13",52.57
"30","2007-02-14",52.459999
"31","2007-02-15",51.849998
"32","2007-02-16",51.889999
"33","2007-02-20",51.48
"34","2007-02-21",50.889999
"35","2007-02-22",51.07
"36","2007-02-23",51.110001
"37","2007-02-26",50
"38","2007-02-27",47.400002
"39","2007-02-28",46.549999
"40","2007-03-01",46.779999
"41","2007-03-02",46.029999
"42","2007-03-05",45.709999
"43","2007-03-06",46.380001
"44","2007-03-07",45.799999
"45","2007-03-08",46.919998
"46","2007-03-09",47.779999
"47","2007-03-12",49.650002
"48","2007-03-13",48.169998
"49","2007-03-14",48.869999
"50","2007-03-15",48.939999
"51","2007-03-16",49.5
"52","2007-03-19",49.509998
"53","2007-03-20",49.919998
"54","2007-03-21",51.099998
"55","2007-03-22",50.959999
"56","2007-03-23",50.91
"57","2007-03-26",51
"58","2007-03-27",50.599998
"59","2007-03-28",50.139999
"60","2007-03-29",50.07
"61","2007-03-30",50.880001
"62","2007-04-02",48.889999
"63","2007-04-03",50.75
"64","2007-04-04",50.889999
"65","2007-04-05",50.709999
"66","2007-04-09",50.689999
"67","2007-04-10",50.639999
"68","2007-04-11",50.990002
"69","2007-04-12",51.049999
"70","2007-04-13",51.189999
"71","2007-04-16",51.049999
"72","2007-04-17",51
"73","2007-04-18",50.709999
"74","2007-04-19",50.150002
"75","2007-04-20",51
"76","2007-04-23",50.349998
"77","2007-04-24",49.060001
"78","2007-04-25",49.459999
"79","2007-04-26",49.43
"80","2007-04-27",49.110001
"81","2007-04-30",47.970001
"82","2007-05-01",48.48
"83","2007-05-02",48.849998
"84","2007-05-03",48.82
"85","2007-05-04",50.549999
"86","2007-05-07",51.290001
"87","2007-05-08",48.630001
"88","2007-05-09",49.799999
"89","2007-05-10",48.959999
"90","2007-05-11",49.060001
"91","2007-05-14",48.869999
"92","2007-05-15",46.700001
"93","2007-05-16",46
"94","2007-05-17",45.740002
"95","2007-05-18",46.290001
"96","2007-05-21",47.02
"97","2007-05-22",46.669998
"98","2007-05-23",45.740002
"99","2007-05-24",45.450001
"100","2007-05-25",46.610001
"101","2007-05-29",46.82
"102","2007-05-30",46.240002
"103","2007-05-31",46.900002
"104","2007-06-01",47.490002
"105","2007-06-04",46.75
"106","2007-06-05",46.18
"107","2007-06-06",46.790001
"108","2007-06-07",46.889999
"109","2007-06-08",48.419998
"110","2007-06-11",48.549999
"111","2007-06-12",47.669998
"112","2007-06-13",48.490002
"113","2007-06-14",48.299999
"114","2007-06-15",49.099998
"115","2007-06-18",49.52
"116","2007-06-19",49.119999
"117","2007-06-20",48.709999
"118","2007-06-21",49.529999
"119","2007-06-22",50.060001
"120","2007-06-25",49.68
"121","2007-06-26",49.990002
"122","2007-06-27",49.919998
"123","2007-06-28",50.02
"124","2007-06-29",49.279999
"125","2007-07-02",50
"126","2007-07-03",50
"127","2007-07-05",49.380001
"128","2007-07-06",49.970001
"129","2007-07-09",49.759998
"130","2007-07-10",48.25
"131","2007-07-11",48.709999
"132","2007-07-12",50.25
"133","2007-07-13",49.560001
"134","2007-07-16",49
"135","2007-07-17",49.07
"136","2007-07-18",49.189999
"137","2007-07-19",49.200001
"138","2007-07-20",49.02
"139","2007-07-23",48.349998
"140","2007-07-24",47.299999
"141","2007-07-25",47.16
"142","2007-07-26",44.900002
"143","2007-07-27",43.060001
"144","2007-07-30",41.619999
"145","2007-07-31",41.389999
"146","2007-08-01",42.759998
"147","2007-08-02",42.450001
"148","2007-08-03",40.549999
"149","2007-08-06",40.189999
"150","2007-08-07",40.419998
"151","2007-08-08",41.73
"152","2007-08-09",41.380001
"153","2007-08-10",40.779999
"154","2007-08-13",40.34
"155","2007-08-14",40.060001
"156","2007-08-15",39.029999
"157","2007-08-16",40.400002
"158","2007-08-17",41.610001
"159","2007-08-20",40.049999
"160","2007-08-21",39.130001
"161","2007-08-22",39
"162","2007-08-23",38.740002
"163","2007-08-24",41.200001
"164","2007-08-27",39.84
"165","2007-08-28",39.48
"166","2007-08-29",40.549999
"167","2007-08-30",39.919998
"168","2007-08-31",40.080002
"169","2007-09-04",39.830002
"170","2007-09-05",39.099998
"171","2007-09-06",38.509998
"172","2007-09-07",37.299999
"173","2007-09-10",37.580002
"174","2007-09-11",38.360001
"175","2007-09-12",37.93
"176","2007-09-13",38.419998
"177","2007-09-14",38.689999
"178","2007-09-17",36.529999
"179","2007-09-18",36.23
"180","2007-09-19",38.189999
"181","2007-09-20",39.73
"182","2007-09-21",39.630001
"183","2007-09-24",39.540001
"184","2007-09-25",39.439999
"185","2007-09-26",39.73
