"","date","RMNI"
"1","2015-08-28",9.75
"2","2015-08-31",9.75
"3","2015-09-01",9.75
"4","2015-09-02",9.75
"5","2015-09-03",9.75
"6","2015-09-04",9.75
"7","2015-09-08",9.7
"8","2015-09-09",9.7
"9","2015-09-10",9.7
"10","2015-09-11",9.7
"11","2015-09-14",9.7
"12","2015-09-15",9.7
"13","2015-09-16",9.7
"14","2015-09-17",9.7
"15","2015-09-18",9.61
"16","2015-09-21",9.61
"17","2015-09-22",9.6
"18","2015-09-23",9.6
"19","2015-09-24",9.7
"20","2015-09-25",9.64
"21","2015-09-28",9.65
"22","2015-09-29",9.65
"23","2015-09-30",9.65
"24","2015-10-01",9.65
"25","2015-10-02",9.65
"26","2015-10-05",9.65
"27","2015-10-06",9.61
"28","2015-10-07",9.61
"29","2015-10-08",9.61
"30","2015-10-09",9.61
"31","2015-10-12",9.61
"32","2015-10-13",9.63
"33","2015-10-14",9.63
"34","2015-10-15",9.63
"35","2015-10-16",9.63
"36","2015-10-19",9.63
"37","2015-10-20",9.63
"38","2015-10-21",9.63
"39","2015-10-22",9.63
"40","2015-10-23",9.63
"41","2015-10-26",9.7
"42","2015-10-27",9.7
"43","2015-10-28",9.6
"44","2015-10-29",9.56
"45","2015-10-30",9.56
"46","2015-11-02",9.56
"47","2015-11-03",9.56
"48","2015-11-04",9.56
"49","2015-11-05",9.56
"50","2015-11-06",9.56
"51","2015-11-09",9.75
"52","2015-11-10",9.75
"53","2015-11-11",9.75
"54","2015-11-12",9.75
"55","2015-11-13",9.75
"56","2015-11-16",9.75
"57","2015-11-17",9.63
"58","2015-11-18",9.6
"59","2015-11-19",9.61
"60","2015-11-20",9.61
"61","2015-11-23",9.61
"62","2015-11-24",9.6
"63","2015-11-25",9.6
"64","2015-11-27",9.6
"65","2015-11-30",9.77
"66","2015-12-01",9.77
"67","2015-12-02",9.77
"68","2015-12-03",9.77
"69","2015-12-04",9.77
"70","2015-12-07",9.77
"71","2015-12-08",9.77
"72","2015-12-09",9.77
"73","2015-12-10",9.77
"74","2015-12-11",9.77
"75","2015-12-14",9.61
"76","2015-12-15",9.58
"77","2015-12-16",9.58
"78","2015-12-17",9.58
"79","2015-12-18",9.57
"80","2015-12-21",9.57
"81","2015-12-22",9.61
"82","2015-12-23",9.61
"83","2015-12-24",9.61
"84","2015-12-28",9.51
"85","2015-12-29",9.59
"86","2015-12-30",9.61
"87","2015-12-31",9.61
"88","2016-01-04",9.61
"89","2016-01-05",9.61
"90","2016-01-06",9.61
"91","2016-01-07",9.61
"92","2016-01-08",9.65
"93","2016-01-11",9.61
"94","2016-01-12",9.61
"95","2016-01-13",9.6
"96","2016-01-14",9.79
"97","2016-01-15",9.59
"98","2016-01-19",9.57
"99","2016-01-20",9.7
"100","2016-01-21",9.7
"101","2016-01-22",9.7
"102","2016-01-25",9.7
"103","2016-01-26",9.65
"104","2016-01-27",9.65
"105","2016-01-28",9.65
"106","2016-01-29",9.65
"107","2016-02-01",9.65
"108","2016-02-02",9.68
"109","2016-02-03",9.68
"110","2016-02-04",9.65
"111","2016-02-05",9.65
"112","2016-02-08",9.65
"113","2016-02-09",9.65
"114","2016-02-10",9.6
"115","2016-02-11",9.6
"116","2016-02-12",9.675
"117","2016-02-16",9.675
"118","2016-02-17",9.675
"119","2016-02-18",9.58
"120","2016-02-19",9.58
"121","2016-02-22",9.67
"122","2016-02-23",9.67
"123","2016-02-24",9.75
"124","2016-02-25",9.74
"125","2016-02-26",9.72
"126","2016-02-29",9.72
"127","2016-03-01",9.72
"128","2016-03-02",9.72
"129","2016-03-03",9.72
"130","2016-03-04",9.72
"131","2016-03-07",9.72
"132","2016-03-08",9.7
"133","2016-03-09",9.7
"134","2016-03-10",9.7
"135","2016-03-11",9.75
"136","2016-03-14",9.75
"137","2016-03-15",9.75
"138","2016-03-16",9.75
"139","2016-03-17",9.71
"140","2016-03-18",9.72
"141","2016-03-21",9.72
"142","2016-03-22",9.69
"143","2016-03-23",9.69
"144","2016-03-24",9.75
"145","2016-03-28",9.75
"146","2016-03-29",9.75
"147","2016-03-30",9.75
"148","2016-03-31",9.72
"149","2016-04-01",9.72
"150","2016-04-04",9.72
"151","2016-04-05",9.72
"152","2016-04-06",9.72
"153","2016-04-07",9.72
"154","2016-04-08",9.72
"155","2016-04-11",9.72
"156","2016-04-12",9.72
"157","2016-04-13",9.72
"158","2016-04-14",9.72
"159","2016-04-15",9.64
"160","2016-04-18",9.689
"161","2016-04-19",9.85
"162","2016-04-20",9.86
"163","2016-04-21",9.85
"164","2016-04-22",9.85
"165","2016-04-25",9.85
"166","2016-04-26",9.88
"167","2016-04-27",9.88
"168","2016-04-28",9.88
"169","2016-04-29",9.88
"170","2016-05-02",9.88
"171","2016-05-03",9.88
"172","2016-05-04",9.88
"173","2016-05-05",9.88
"174","2016-05-06",9.88
"175","2016-05-09",9.88
"176","2016-05-10",9.85
"177","2016-05-11",9.85
"178","2016-05-12",9.88
"179","2016-05-13",9.88
"180","2016-05-16",9.88
"181","2016-05-17",9.88
"182","2016-05-18",9.88
"183","2016-05-19",9.88
"184","2016-05-20",9.88
"185","2016-05-23",9.88
"186","2016-05-24",9.78
"187","2016-05-25",9.845
"188","2016-05-26",9.85
"189","2016-05-27",9.85
"190","2016-05-31",9.86
"191","2016-06-01",9.86
"192","2016-06-02",9.86
"193","2016-06-03",9.861
"194","2016-06-06",9.88
"195","2016-06-07",9.9
"196","2016-06-08",9.9
"197","2016-06-09",9.9
"198","2016-06-10",9.89
"199","2016-06-13",9.89
"200","2016-06-14",9.78
"201","2016-06-15",9.82
"202","2016-06-16",9.82
"203","2016-06-17",9.84
"204","2016-06-20",9.84
"205","2016-06-21",9.84
"206","2016-06-22",9.84
"207","2016-06-23",9.84
"208","2016-06-24",9.24
"209","2016-06-27",9.78
"210","2016-06-28",9.71
"211","2016-06-29",9.7
"212","2016-06-30",9.7
"213","2016-07-01",9.7
"214","2016-07-05",9.7
"215","2016-07-06",9.7
"216","2016-07-07",9.7
"217","2016-07-08",9.7
"218","2016-07-11",9.7
"219","2016-07-12",9.7
"220","2016-07-13",9.7
"221","2016-07-14",9.74
"222","2016-07-15",9.74
"223","2016-07-18",9.74
"224","2016-07-19",9.74
"225","2016-07-20",9.65
"226","2016-07-21",9.65
"227","2016-07-22",9.65
"228","2016-07-25",9.65
"229","2016-07-26",9.65
"230","2016-07-27",9.65
"231","2016-07-28",9.8
"232","2016-07-29",9.8
"233","2016-08-01",9.8
"234","2016-08-02",9.8
"235","2016-08-03",9.8
"236","2016-08-04",9.8
"237","2016-08-05",9.8
"238","2016-08-08",9.8
"239","2016-08-09",9.8
"240","2016-08-10",9.8
"241","2016-08-11",9.8
"242","2016-08-12",9.75
"243","2016-08-15",9.75
"244","2016-08-16",9.75
"245","2016-08-17",9.75
"246","2016-08-18",9.75
"247","2016-08-19",9.75
"248","2016-08-22",9.75
"249","2016-08-23",9.75
"250","2016-08-24",9.75
"251","2016-08-25",9.75
"252","2016-08-26",9.8
"253","2016-08-29",9.8
"254","2016-08-30",9.8
"255","2016-08-31",9.8
"256","2016-09-01",9.8
"257","2016-09-02",9.8
"258","2016-09-06",9.8
"259","2016-09-07",9.8
"260","2016-09-08",9.8
"261","2016-09-09",9.8
"262","2016-09-12",9.8
"263","2016-09-13",9.8
"264","2016-09-14",9.8
"265","2016-09-15",9.8
"266","2016-09-16",9.8
"267","2016-09-19",9.8
"268","2016-09-20",9.8
"269","2016-09-21",9.8
"270","2016-09-22",9.8
"271","2016-09-23",9.8
"272","2016-09-26",9.8
"273","2016-09-27",9.8
"274","2016-09-28",9.8
"275","2016-09-29",9.8
"276","2016-09-30",9.8
"277","2016-10-03",9.8
"278","2016-10-04",9.8
"279","2016-10-05",9.8
"280","2016-10-06",9.8
"281","2016-10-07",9.82
"282","2016-10-10",9.82
"283","2016-10-11",9.82
"284","2016-10-12",9.82
"285","2016-10-13",9.82
"286","2016-10-14",9.82
"287","2016-10-17",9.82
"288","2016-10-18",9.82
"289","2016-10-19",9.82
"290","2016-10-20",9.82
"291","2016-10-21",9.82
"292","2016-10-24",9.82
"293","2016-10-25",9.82
"294","2016-10-26",9.82
"295","2016-10-27",9.82
"296","2016-10-28",9.82
"297","2016-10-31",9.82
"298","2016-11-01",9.82
"299","2016-11-02",9.82
"300","2016-11-03",9.72
"301","2016-11-04",9.72
"302","2016-11-07",9.72
"303","2016-11-08",9.72
"304","2016-11-09",9.84
"305","2016-11-10",9.84
"306","2016-11-11",9.84
"307","2016-11-14",9.84
"308","2016-11-15",9.77
"309","2016-11-16",9.77
"310","2016-11-17",9.85
"311","2016-11-18",9.89
"312","2016-11-21",9.89
"313","2016-11-22",9.88
"314","2016-11-23",9.89
"315","2016-11-25",9.89
"316","2016-11-28",9.898
"317","2016-11-29",9.88
"318","2016-11-30",9.9
"319","2016-12-01",9.85
"320","2016-12-02",9.85
"321","2016-12-05",9.85
"322","2016-12-06",9.85
"323","2016-12-07",9.85
"324","2016-12-08",9.92
"325","2016-12-09",9.9
"326","2016-12-12",9.91
"327","2016-12-13",9.91
"328","2016-12-14",9.9
"329","2016-12-15",9.9
"330","2016-12-16",9.9
"331","2016-12-19",9.9
"332","2016-12-20",9.901
"333","2016-12-21",9.91
"334","2016-12-22",9.9
"335","2016-12-23",9.9
"336","2016-12-27",9.9
"337","2016-12-28",9.9
"338","2016-12-29",9.91
"339","2016-12-30",9.91
"340","2017-01-03",9.91
"341","2017-01-04",9.91
"342","2017-01-05",9.91
"343","2017-01-06",9.91
"344","2017-01-09",9.9
"345","2017-01-10",9.9
"346","2017-01-11",9.9
"347","2017-01-12",9.9
"348","2017-01-13",9.93
"349","2017-01-17",9.93
"350","2017-01-18",9.94
"351","2017-01-19",9.96
"352","2017-01-20",9.96
"353","2017-01-23",9.96
"354","2017-01-24",9.96
"355","2017-01-25",9.98
"356","2017-01-26",9.99
"357","2017-01-27",9.99
"358","2017-01-30",9.99
"359","2017-01-31",9.99
"360","2017-02-01",10
"361","2017-02-02",9.99
"362","2017-02-03",9.99
"363","2017-02-06",9.99
"364","2017-02-07",10
"365","2017-02-08",10
"366","2017-02-09",10
"367","2017-02-10",10
"368","2017-02-13",10
"369","2017-02-14",10.05
"370","2017-02-15",10
"371","2017-02-16",9.97
"372","2017-02-17",9.97
"373","2017-02-21",9.97
"374","2017-02-22",9.97
"375","2017-02-23",10.05
"376","2017-02-24",10
"377","2017-02-27",10
"378","2017-02-28",10.025
"379","2017-03-01",10.025
"380","2017-03-02",10.025
"381","2017-03-03",10.025
"382","2017-03-06",10.025
"383","2017-03-07",10.025
"384","2017-03-08",10.025
"385","2017-03-09",9.96
"386","2017-03-10",9.96
"387","2017-03-13",9.96
"388","2017-03-14",9.96
"389","2017-03-15",9.96
"390","2017-03-16",9.96
"391","2017-03-17",9.96
"392","2017-03-20",9.96
"393","2017-03-21",9.96
"394","2017-03-22",9.96
"395","2017-03-23",9.96
"396","2017-03-24",9.971
"397","2017-03-27",9.971
"398","2017-03-28",9.971
"399","2017-03-29",9.971
"400","2017-03-30",9.971
"401","2017-03-31",9.971
"402","2017-04-03",9.95
"403","2017-04-04",9.95
"404","2017-04-05",9.95
"405","2017-04-06",9.95
"406","2017-04-07",9.95
"407","2017-04-10",9.95
"408","2017-04-11",9.95
"409","2017-04-12",9.98
"410","2017-04-13",9.984
"411","2017-04-17",9.984
"412","2017-04-18",9.99
"413","2017-04-19",9.99
"414","2017-04-20",9.99
"415","2017-04-21",9.95
"416","2017-04-24",9.95
"417","2017-04-25",9.95
"418","2017-04-26",9.95
"419","2017-04-27",10
"420","2017-04-28",10
"421","2017-05-01",10
"422","2017-05-02",10
"423","2017-05-03",10
"424","2017-05-04",10.04
"425","2017-05-05",10.04
"426","2017-05-08",10.04
"427","2017-05-09",10.04
"428","2017-05-10",10.04
"429","2017-05-11",10.04
"430","2017-05-12",10.04
"431","2017-05-15",10.04
"432","2017-05-16",10.015
"433","2017-05-17",10.015
"434","2017-05-18",10
"435","2017-05-19",10.02
"436","2017-05-22",10.04
"437","2017-05-23",10.04
"438","2017-05-24",10.04
"439","2017-05-25",10.04
"440","2017-05-26",10.04
"441","2017-05-30",10.04
"442","2017-05-31",10.03
"443","2017-06-01",10.07
"444","2017-06-02",10.05
"445","2017-06-05",10.05
"446","2017-06-06",10.05
"447","2017-06-07",10.05
"448","2017-06-08",10.05
"449","2017-06-09",10.05
"450","2017-06-12",10.05
"451","2017-06-13",10.01
"452","2017-06-14",10.04
"453","2017-06-15",10.04
"454","2017-06-16",10.04
"455","2017-06-19",10.05
"456","2017-06-20",10.05
"457","2017-06-21",10.05
"458","2017-06-22",10.02
"459","2017-06-23",10.03
"460","2017-06-26",10.03
"461","2017-06-27",10.03
"462","2017-06-28",10.03
"463","2017-06-29",9.99
"464","2017-06-30",10.01
"465","2017-07-03",10.01
"466","2017-07-05",9.99
"467","2017-07-06",9.99
"468","2017-07-07",9.97
"469","2017-07-10",9.948
"470","2017-07-11",9.98
"471","2017-07-12",9.96
"472","2017-07-13",9.95
"473","2017-07-14",9.95
"474","2017-07-17",9.95
"475","2017-07-18",9.98
"476","2017-07-19",9.97
"477","2017-07-20",10
"478","2017-07-21",10
"479","2017-07-24",10
"480","2017-07-25",9.95
"481","2017-07-26",9.95
"482","2017-07-27",9.93
"483","2017-07-28",9.93
"484","2017-07-31",9.99
"485","2017-08-01",9.99
"486","2017-08-02",9.99
"487","2017-08-03",9.96
"488","2017-08-04",9.96
"489","2017-08-07",9.96
"490","2017-08-08",9.965
"491","2017-08-09",10.03
"492","2017-08-10",10.03
"493","2017-08-11",10.03
"494","2017-08-14",10.04
"495","2017-08-15",10.03
"496","2017-08-16",10.04
"497","2017-08-17",10.04
"498","2017-08-18",10.04
"499","2017-08-21",10.04
"500","2017-08-22",10.04
"501","2017-08-23",10
"502","2017-08-24",9.93
