"","date","OLP"
"1","2007-01-03",25.77
"2","2007-01-04",26.02
"3","2007-01-05",26.030001
"4","2007-01-08",25.870001
"5","2007-01-09",25.120001
"6","2007-01-10",24.09
"7","2007-01-11",24
"8","2007-01-12",24.17
"9","2007-01-16",24.1
"10","2007-01-17",24.15
"11","2007-01-18",24.200001
"12","2007-01-19",24.1
"13","2007-01-22",24.33
"14","2007-01-23",23.85
"15","2007-01-24",23.51
"16","2007-01-25",23.65
"17","2007-01-26",23.469999
"18","2007-01-29",24.02
"19","2007-01-30",23.870001
"20","2007-01-31",24.200001
"21","2007-02-01",24.299999
"22","2007-02-02",24.459999
"23","2007-02-05",25.17
"24","2007-02-06",24.780001
"25","2007-02-07",24.93
"26","2007-02-08",25.23
"27","2007-02-09",25.129999
"28","2007-02-12",24.67
"29","2007-02-13",24.110001
"30","2007-02-14",24.65
"31","2007-02-15",25
"32","2007-02-16",24.83
"33","2007-02-20",25
"34","2007-02-21",24.99
"35","2007-02-22",24.940001
"36","2007-02-23",24.92
"37","2007-02-26",24.530001
"38","2007-02-27",24.09
"39","2007-02-28",24.5
"40","2007-03-01",23.93
"41","2007-03-02",23.780001
"42","2007-03-05",23.6
"43","2007-03-06",24.549999
"44","2007-03-07",24.51
"45","2007-03-08",24.719999
"46","2007-03-09",24.879999
"47","2007-03-12",25.049999
"48","2007-03-13",24.82
"49","2007-03-14",24.5
"50","2007-03-15",24.57
"51","2007-03-16",24.52
"52","2007-03-19",24.709999
"53","2007-03-20",24.620001
"54","2007-03-21",24.549999
"55","2007-03-22",23.799999
"56","2007-03-23",23.809999
"57","2007-03-26",23.77
"58","2007-03-27",23.52
"59","2007-03-28",23.41
"60","2007-03-29",23.32
"61","2007-03-30",22.809999
"62","2007-04-02",22.51
"63","2007-04-03",22.969999
"64","2007-04-04",23.5
"65","2007-04-05",24.08
"66","2007-04-09",24.200001
"67","2007-04-10",24.09
"68","2007-04-11",23.09
"69","2007-04-12",23.360001
"70","2007-04-13",23.43
"71","2007-04-16",23.65
"72","2007-04-17",23.99
"73","2007-04-18",24
"74","2007-04-19",24
"75","2007-04-20",23.99
"76","2007-04-23",24.01
"77","2007-04-24",23.9
"78","2007-04-25",23.879999
"79","2007-04-26",23.940001
"80","2007-04-27",23.65
"81","2007-04-30",23.719999
"82","2007-05-01",23.51
"83","2007-05-02",23.98
"84","2007-05-03",23.98
"85","2007-05-04",23.85
"86","2007-05-07",23.809999
"87","2007-05-08",23.49
"88","2007-05-09",23.299999
"89","2007-05-10",23.16
"90","2007-05-11",23.110001
"91","2007-05-14",23.219999
"92","2007-05-15",23.33
"93","2007-05-16",23.32
"94","2007-05-17",23.35
"95","2007-05-18",23.34
"96","2007-05-21",22.959999
"97","2007-05-22",23
"98","2007-05-23",22.9
"99","2007-05-24",22.969999
"100","2007-05-25",23.02
"101","2007-05-29",22.9
"102","2007-05-30",23.02
"103","2007-05-31",23.08
"104","2007-06-01",23
"105","2007-06-04",23
"106","2007-06-05",22.57
"107","2007-06-06",23.49
"108","2007-06-07",23.07
"109","2007-06-08",23.190001
"110","2007-06-11",23.299999
"111","2007-06-12",22.879999
"112","2007-06-13",22.92
"113","2007-06-14",23.25
"114","2007-06-15",23.73
"115","2007-06-18",23.68
"116","2007-06-19",23.66
"117","2007-06-20",23.51
"118","2007-06-21",22.950001
"119","2007-06-22",22.540001
"120","2007-06-25",21.93
"121","2007-06-26",22.360001
"122","2007-06-27",22.639999
"123","2007-06-28",22.84
"124","2007-06-29",22.76
"125","2007-07-02",22.83
"126","2007-07-03",22.059999
"127","2007-07-05",22.969999
"128","2007-07-06",22.639999
"129","2007-07-09",22.75
"130","2007-07-10",21.99
"131","2007-07-11",21.6
"132","2007-07-12",21.74
"133","2007-07-13",21.75
"134","2007-07-16",21.74
"135","2007-07-17",21.76
"136","2007-07-18",21.620001
"137","2007-07-19",21.75
"138","2007-07-20",21.73
"139","2007-07-23",21.709999
"140","2007-07-24",21.42
"141","2007-07-25",20.719999
"142","2007-07-26",20.1
"143","2007-07-27",19.48
"144","2007-07-30",19.559999
"145","2007-07-31",19.83
"146","2007-08-01",20.530001
"147","2007-08-02",21.6
"148","2007-08-03",21.4
"149","2007-08-06",20.51
"150","2007-08-07",20.84
"151","2007-08-08",21.9
"152","2007-08-09",20.51
"153","2007-08-10",19.84
"154","2007-08-13",20.23
"155","2007-08-14",20
"156","2007-08-15",20.27
"157","2007-08-16",20.52
"158","2007-08-17",21.059999
"159","2007-08-20",22
"160","2007-08-21",21.209999
"161","2007-08-22",21.610001
"162","2007-08-23",21.43
"163","2007-08-24",21.200001
"164","2007-08-27",20.92
"165","2007-08-28",20.370001
"166","2007-08-29",20.549999
"167","2007-08-30",20.33
"168","2007-08-31",20.389999
"169","2007-09-04",20.379999
"170","2007-09-05",20.290001
"171","2007-09-06",20.299999
"172","2007-09-07",21
"173","2007-09-10",20.23
"174","2007-09-11",20.5
"175","2007-09-12",20.700001
"176","2007-09-13",20.879999
"177","2007-09-14",21.200001
"178","2007-09-17",21.42
"179","2007-09-18",21.82
"180","2007-09-19",22
"181","2007-09-20",21.01
"182","2007-09-21",21.57
"183","2007-09-24",21.209999
"184","2007-09-25",20.639999
"185","2007-09-26",20.139999
"186","2007-09-27",20.190001
"187","2007-09-28",19.450001
"188","2007-10-01",19.57
"189","2007-10-02",21.700001
"190","2007-10-03",21.209999
"191","2007-10-04",21.15
"192","2007-10-05",20.639999
"193","2007-10-08",20.92
"194","2007-10-09",20.700001
"195","2007-10-10",20.370001
"196","2007-10-11",20.49
"197","2007-10-12",21.190001
"198","2007-10-15",20.450001
"199","2007-10-16",20.299999
"200","2007-10-17",20.360001
"201","2007-10-18",20.139999
"202","2007-10-19",20.139999
"203","2007-10-22",20.07
"204","2007-10-23",19.82
"205","2007-10-24",20.41
"206","2007-10-25",19.99
"207","2007-10-26",19.950001
"208","2007-10-29",20.290001
"209","2007-10-30",20.360001
"210","2007-10-31",20.450001
"211","2007-11-01",20.34
"212","2007-11-02",20.219999
"213","2007-11-05",20.02
"214","2007-11-06",20.01
"215","2007-11-07",20
"216","2007-11-08",20.01
"217","2007-11-09",20
"218","2007-11-12",20.040001
"219","2007-11-13",20
"220","2007-11-14",20.209999
"221","2007-11-15",21.969999
"222","2007-11-16",21.120001
"223","2007-11-19",20.43
"224","2007-11-20",20.120001
"225","2007-11-21",19.9
"226","2007-11-23",20.860001
"227","2007-11-26",20.450001
"228","2007-11-27",20.07
"229","2007-11-28",19.85
"230","2007-11-29",20.290001
"231","2007-11-30",20.1
"232","2007-12-03",20.299999
"233","2007-12-04",19.76
"234","2007-12-05",19.639999
"235","2007-12-06",20
"236","2007-12-07",19.99
"237","2007-12-10",20.34
"238","2007-12-11",20.040001
"239","2007-12-12",19.65
"240","2007-12-13",19.75
"241","2007-12-14",19.75
"242","2007-12-17",19.290001
"243","2007-12-18",18.84
"244","2007-12-19",18.9
"245","2007-12-20",18.5
"246","2007-12-21",18.02
"247","2007-12-24",20.9
"248","2007-12-26",19.700001
"249","2007-12-27",19.190001
"250","2007-12-28",18.84
"251","2007-12-31",18.370001
"252","2008-01-02",18.709999
"253","2008-01-03",18
"254","2008-01-04",17.870001
"255","2008-01-07",18.379999
"256","2008-01-08",17.879999
"257","2008-01-09",17.950001
"258","2008-01-10",17.5
"259","2008-01-11",17.32
"260","2008-01-14",17.51
"261","2008-01-15",17.459999
"262","2008-01-16",17.4
"263","2008-01-17",16.93
"264","2008-01-18",17.219999
"265","2008-01-22",17.1
