"","date","MCRI"
"1","2007-01-03",24.950001
"2","2007-01-04",24.91
"3","2007-01-05",24.190001
"4","2007-01-08",24.389999
"5","2007-01-09",24.190001
"6","2007-01-10",24.73
"7","2007-01-11",25.58
"8","2007-01-12",25.540001
"9","2007-01-16",25.27
"10","2007-01-17",24.559999
"11","2007-01-18",24.299999
"12","2007-01-19",24.299999
"13","2007-01-22",24.33
"14","2007-01-23",25.1
"15","2007-01-24",25.09
"16","2007-01-25",25.01
"17","2007-01-26",24.6
"18","2007-01-29",25.040001
"19","2007-01-30",24.91
"20","2007-01-31",25.129999
"21","2007-02-01",24.57
"22","2007-02-02",25.07
"23","2007-02-05",25.059999
"24","2007-02-06",24.879999
"25","2007-02-07",25.219999
"26","2007-02-08",25.1
"27","2007-02-09",23.790001
"28","2007-02-12",23.51
"29","2007-02-13",23.469999
"30","2007-02-14",23.68
"31","2007-02-15",23.84
"32","2007-02-16",23.620001
"33","2007-02-20",24
"34","2007-02-21",24.360001
"35","2007-02-22",26.09
"36","2007-02-23",26.040001
"37","2007-02-26",26.26
"38","2007-02-27",25.389999
"39","2007-02-28",26.02
"40","2007-03-01",26.200001
"41","2007-03-02",25.67
"42","2007-03-05",24.99
"43","2007-03-06",25.780001
"44","2007-03-07",25.540001
"45","2007-03-08",25.799999
"46","2007-03-09",26.23
"47","2007-03-12",25.530001
"48","2007-03-13",25.1
"49","2007-03-14",25.379999
"50","2007-03-15",25.08
"51","2007-03-16",25.889999
"52","2007-03-19",26.280001
"53","2007-03-20",26.030001
"54","2007-03-21",27.120001
"55","2007-03-22",26.98
"56","2007-03-23",27.049999
"57","2007-03-26",26.860001
"58","2007-03-27",26.1
"59","2007-03-28",26.209999
"60","2007-03-29",26.08
"61","2007-03-30",26
"62","2007-04-02",25.85
"63","2007-04-03",26.190001
"64","2007-04-04",25.700001
"65","2007-04-05",25.74
"66","2007-04-09",25.959999
"67","2007-04-10",25.18
"68","2007-04-11",25.049999
"69","2007-04-12",25.280001
"70","2007-04-13",25.25
"71","2007-04-16",25.67
"72","2007-04-17",25.469999
"73","2007-04-18",25.219999
"74","2007-04-19",25.540001
"75","2007-04-20",25.83
"76","2007-04-23",26.370001
"77","2007-04-24",26.379999
"78","2007-04-25",26.860001
"79","2007-04-26",28.610001
"80","2007-04-27",27.85
"81","2007-04-30",26.67
"82","2007-05-01",26.92
"83","2007-05-02",27.68
"84","2007-05-03",27.040001
"85","2007-05-04",26.959999
"86","2007-05-07",27.76
"87","2007-05-08",27.98
"88","2007-05-09",27.74
"89","2007-05-10",26.98
"90","2007-05-11",27.360001
"91","2007-05-14",27.530001
"92","2007-05-15",26.67
"93","2007-05-16",27.35
"94","2007-05-17",27.110001
"95","2007-05-18",27.459999
"96","2007-05-21",27.75
"97","2007-05-22",28.02
"98","2007-05-23",27.950001
"99","2007-05-24",28
"100","2007-05-25",28.040001
"101","2007-05-29",28.120001
"102","2007-05-30",27.389999
"103","2007-05-31",27.309999
"104","2007-06-01",28.18
"105","2007-06-04",28.379999
"106","2007-06-05",27.549999
"107","2007-06-06",27.530001
"108","2007-06-07",27.77
"109","2007-06-08",27.93
"110","2007-06-11",27.83
"111","2007-06-12",27.389999
"112","2007-06-13",27.65
"113","2007-06-14",27.459999
"114","2007-06-15",28.23
"115","2007-06-18",28.16
"116","2007-06-19",28.120001
"117","2007-06-20",27.799999
"118","2007-06-21",27.17
"119","2007-06-22",26.129999
"120","2007-06-25",26.42
"121","2007-06-26",26.66
"122","2007-06-27",27.49
"123","2007-06-28",27.32
"124","2007-06-29",26.85
"125","2007-07-02",27.129999
"126","2007-07-03",27.15
"127","2007-07-05",27.66
"128","2007-07-06",28.02
"129","2007-07-09",28.34
"130","2007-07-10",27.66
"131","2007-07-11",28.049999
"132","2007-07-12",28.549999
"133","2007-07-13",28.459999
"134","2007-07-16",28.860001
"135","2007-07-17",29.309999
"136","2007-07-18",29.379999
"137","2007-07-19",29.219999
"138","2007-07-20",28.129999
"139","2007-07-23",28.799999
"140","2007-07-24",28.18
"141","2007-07-25",28.32
"142","2007-07-26",29.940001
"143","2007-07-27",29.1
"144","2007-07-30",28.51
"145","2007-07-31",28.290001
"146","2007-08-01",28.379999
"147","2007-08-02",28.950001
"148","2007-08-03",27.76
"149","2007-08-06",28.139999
"150","2007-08-07",27.870001
"151","2007-08-08",24.450001
"152","2007-08-09",22.219999
"153","2007-08-10",27.440001
"154","2007-08-13",26.68
"155","2007-08-14",27.059999
"156","2007-08-15",26.4
"157","2007-08-16",27.02
"158","2007-08-17",26.379999
"159","2007-08-20",26.85
"160","2007-08-21",27.24
"161","2007-08-22",28.049999
"162","2007-08-23",29.16
"163","2007-08-24",29.75
"164","2007-08-27",29.85
"165","2007-08-28",27.27
"166","2007-08-29",28.790001
"167","2007-08-30",27.860001
"168","2007-08-31",28.370001
"169","2007-09-04",28.610001
"170","2007-09-05",28.82
"171","2007-09-06",27.860001
"172","2007-09-07",27.4
"173","2007-09-10",27.110001
"174","2007-09-11",28.24
"175","2007-09-12",28.120001
"176","2007-09-13",28.65
"177","2007-09-14",28.93
"178","2007-09-17",28.85
"179","2007-09-18",29.1
"180","2007-09-19",29.299999
"181","2007-09-20",28.950001
"182","2007-09-21",29.139999
"183","2007-09-24",29.27
"184","2007-09-25",29.059999
"185","2007-09-26",29.139999
"186","2007-09-27",29.1
"187","2007-09-28",28.450001
"188","2007-10-01",29.01
"189","2007-10-02",29.290001
"190","2007-10-03",29.200001
"191","2007-10-04",29.370001
"192","2007-10-05",29.76
"193","2007-10-08",30.07
"194","2007-10-09",30.85
"195","2007-10-10",30.790001
"196","2007-10-11",30.700001
"197","2007-10-12",30.530001
"198","2007-10-15",29.469999
"199","2007-10-16",30.110001
"200","2007-10-17",31.24
"201","2007-10-18",30.35
"202","2007-10-19",29
"203","2007-10-22",30.200001
"204","2007-10-23",30.27
"205","2007-10-24",29.49
"206","2007-10-25",29.870001
"207","2007-10-26",30.4
"208","2007-10-29",30.92
"209","2007-10-30",30.32
"210","2007-10-31",30.59
"211","2007-11-01",29.15
"212","2007-11-02",29.559999
"213","2007-11-05",28.709999
"214","2007-11-06",29.42
"215","2007-11-07",28.139999
"216","2007-11-08",28.77
"217","2007-11-09",27.299999
"218","2007-11-12",27.59
"219","2007-11-13",27.6
"220","2007-11-14",27.049999
"221","2007-11-15",27.9
"222","2007-11-16",27.9
"223","2007-11-19",27.65
"224","2007-11-20",27.58
"225","2007-11-21",26.969999
"226","2007-11-23",27.639999
"227","2007-11-26",26.75
"228","2007-11-27",26.65
"229","2007-11-28",27.129999
"230","2007-11-29",26.290001
"231","2007-11-30",25.58
"232","2007-12-03",25.280001
"233","2007-12-04",25.66
"234","2007-12-05",25.709999
"235","2007-12-06",26.139999
"236","2007-12-07",25.77
"237","2007-12-10",25.879999
"238","2007-12-11",24.969999
"239","2007-12-12",25.1
"240","2007-12-13",25.43
"241","2007-12-14",24.5
"242","2007-12-17",24.450001
"243","2007-12-18",24.639999
"244","2007-12-19",25.24
"245","2007-12-20",24.75
"246","2007-12-21",24.360001
"247","2007-12-24",24.58
