"","date","CRY"
"163","2007-08-24",9.44
"164","2007-08-27",9.3
"165","2007-08-28",9.08
"166","2007-08-29",9.38
"167","2007-08-30",9.51
"168","2007-08-31",9.23
"169","2007-09-04",9.26
"170","2007-09-05",8.93
"171","2007-09-06",9.06
"172","2007-09-07",8.95
"173","2007-09-10",9.13
"174","2007-09-11",9.46
"175","2007-09-12",9.56
"176","2007-09-13",9.7
"177","2007-09-14",9.52
"178","2007-09-17",8.81
"179","2007-09-18",8.83
"180","2007-09-19",8.88
"181","2007-09-20",8.71
"182","2007-09-21",8.53
"183","2007-09-24",8.35
"184","2007-09-25",8.79
"185","2007-09-26",8.8
"186","2007-09-27",8.63
"187","2007-09-28",9.45
"188","2007-10-01",9.47
"189","2007-10-02",9.34
"190","2007-10-03",9.07
"191","2007-10-04",8.79
"192","2007-10-05",8.92
"193","2007-10-08",8.85
"194","2007-10-09",8.95
"195","2007-10-10",8.84
"196","2007-10-11",8
"197","2007-10-12",8.14
"198","2007-10-15",7.8
"199","2007-10-16",7.8
"200","2007-10-17",7.75
"201","2007-10-18",7.8
"202","2007-10-19",7.36
"203","2007-10-22",7.49
"204","2007-10-23",7.71
"205","2007-10-24",7.44
"206","2007-10-25",7.34
"207","2007-10-26",7.43
"208","2007-10-29",7.25
"209","2007-10-30",6.65
"210","2007-10-31",6.75
"211","2007-11-01",7.62
"212","2007-11-02",8.31
"213","2007-11-05",7.73
"214","2007-11-06",7.51
"215","2007-11-07",7.52
"216","2007-11-08",7.46
"217","2007-11-09",6.9
"218","2007-11-12",6.84
"219","2007-11-13",6.98
"220","2007-11-14",6.79
"221","2007-11-15",6.83
"222","2007-11-16",6.85
"223","2007-11-19",6.51
"224","2007-11-20",6.77
"225","2007-11-21",6.82
"226","2007-11-23",7.23
"227","2007-11-26",6.82
"228","2007-11-27",7.01
"229","2007-11-28",7.32
"230","2007-11-29",7.26
"231","2007-11-30",7.18
"232","2007-12-03",6.97
"233","2007-12-04",6.94
"234","2007-12-05",7.17
"235","2007-12-06",7.8
"236","2007-12-07",8.21
"237","2007-12-10",7.96
"238","2007-12-11",8.02
"239","2007-12-12",7.76
"240","2007-12-13",7.82
"241","2007-12-14",7.54
"242","2007-12-17",7.31
"243","2007-12-18",7.67
"244","2007-12-19",7.59
"245","2007-12-20",7.67
"246","2007-12-21",8.15
"247","2007-12-24",8.34
"248","2007-12-26",8.47
"249","2007-12-27",7.94
"250","2007-12-28",8.02
"251","2007-12-31",7.95
"252","2008-01-02",7.73
"253","2008-01-03",7.73
"254","2008-01-04",7.57
"255","2008-01-07",7.67
"256","2008-01-08",8.25
"257","2008-01-09",8.6
"258","2008-01-10",9.33
"259","2008-01-11",7.9
"260","2008-01-14",8
"261","2008-01-15",8.27
"262","2008-01-16",8.76
"263","2008-01-17",8.17
"264","2008-01-18",8.28
"265","2008-01-22",8.05
"266","2008-01-23",8.19
"267","2008-01-24",7.5
"268","2008-01-25",7.37
"269","2008-01-28",7.48
"270","2008-01-29",7.3
"271","2008-01-30",6.99
"272","2008-01-31",6.95
"273","2008-02-01",7
"274","2008-02-04",7
"275","2008-02-05",6.97
"276","2008-02-06",6.75
"277","2008-02-07",8.13
"278","2008-02-08",8.43
"279","2008-02-11",8.61
"280","2008-02-12",8.7
"281","2008-02-13",8.99
"282","2008-02-14",8.82
"283","2008-02-15",8.9
"284","2008-02-19",9.06
"285","2008-02-20",8.97
"286","2008-02-21",10.03
"287","2008-02-22",9.75
"288","2008-02-25",9.73
"289","2008-02-26",9.6
"290","2008-02-27",9.67
"291","2008-02-28",9.7
"292","2008-02-29",9.41
"293","2008-03-03",9.12
"294","2008-03-04",9.3
"295","2008-03-05",9
"296","2008-03-06",8.58
"297","2008-03-07",8.48
"298","2008-03-10",8.01
"299","2008-03-11",8.35
"300","2008-03-12",8.91
"301","2008-03-13",8.99
"302","2008-03-14",8.57
"303","2008-03-17",8.37
"304","2008-03-18",8.95
"305","2008-03-19",8.88
"306","2008-03-20",8.65
"307","2008-03-24",8.99
"308","2008-03-25",9.11
"309","2008-03-26",9.37
"310","2008-03-27",9.23
"311","2008-03-28",9.56
"312","2008-03-31",9.4
"313","2008-04-01",9.41
"314","2008-04-02",9.4
"315","2008-04-03",9.05
"316","2008-04-04",9.21
"317","2008-04-07",9.48
"318","2008-04-08",10.19
"319","2008-04-09",10.48
"320","2008-04-10",11
"321","2008-04-11",10.41
"322","2008-04-14",10.61
"323","2008-04-15",10.63
"324","2008-04-16",10.93
"325","2008-04-17",11.11
"326","2008-04-18",10.84
"327","2008-04-21",11.15
"328","2008-04-22",10.69
"329","2008-04-23",10.77
"330","2008-04-24",11.1
"331","2008-04-25",11.24
"332","2008-04-28",11.24
"333","2008-04-29",10.97
"334","2008-04-30",10.62
"335","2008-05-01",10.92
"336","2008-05-02",10.92
"337","2008-05-05",11.88
"338","2008-05-06",11.88
"339","2008-05-07",11.39
"340","2008-05-08",11.63
"341","2008-05-09",11.34
"342","2008-05-12",11.79
"343","2008-05-13",11.78
"344","2008-05-14",11.52
"345","2008-05-15",11.42
"346","2008-05-16",11.11
"347","2008-05-19",10.94
"348","2008-05-20",11.01
"349","2008-05-21",10.75
"350","2008-05-22",10.9
"351","2008-05-23",10.8
"352","2008-05-27",10.9
"353","2008-05-28",11.4
"354","2008-05-29",11.54
"355","2008-05-30",11.58
"356","2008-06-02",11.15
"357","2008-06-03",10.62
"358","2008-06-04",10.33
"359","2008-06-05",10.92
"360","2008-06-06",10.72
"361","2008-06-09",10.63
"362","2008-06-10",10.72
"363","2008-06-11",10.49
"364","2008-06-12",10.67
"365","2008-06-13",10.89
"366","2008-06-16",11.16
"367","2008-06-17",11.12
"368","2008-06-18",11.35
"369","2008-06-19",11.32
"370","2008-06-20",11.18
"371","2008-06-23",11.14
"372","2008-06-24",11.01
"373","2008-06-25",11.67
"374","2008-06-26",11.42
"375","2008-06-27",11.23
"376","2008-06-30",11.44
"377","2008-07-01",11.28
"378","2008-07-02",10.6
"379","2008-07-03",10.35
"380","2008-07-07",10.06
"381","2008-07-08",11.13
"382","2008-07-09",10.75
"383","2008-07-10",10.97
"384","2008-07-11",11.22
"385","2008-07-14",10.79
"386","2008-07-15",10.99
"387","2008-07-16",11.38
"388","2008-07-17",11.41
"389","2008-07-18",11.29
"390","2008-07-21",11.36
"391","2008-07-22",11.62
"392","2008-07-23",12.5
"393","2008-07-24",12.44
"394","2008-07-25",12.96
"395","2008-07-28",12.76
"396","2008-07-29",12.98
"397","2008-07-30",12.61
"398","2008-07-31",13.59
"399","2008-08-01",13.66
"400","2008-08-04",13.37
"401","2008-08-05",13.44
"402","2008-08-06",13.98
"403","2008-08-07",13.73
"404","2008-08-08",13.86
"405","2008-08-11",14.01
"406","2008-08-12",13.99
"407","2008-08-13",14.17
"408","2008-08-14",14.44
"409","2008-08-15",14.52
"410","2008-08-18",14.69
"411","2008-08-19",15.11
"412","2008-08-20",14.95
"413","2008-08-21",14.44
"414","2008-08-22",14.65
"415","2008-08-25",14.24
"416","2008-08-26",14.65
"417","2008-08-27",14.94
"418","2008-08-28",16.040001
"419","2008-08-29",15.78
"420","2008-09-02",16.32
"421","2008-09-03",16.35
"422","2008-09-04",15.93
"423","2008-09-05",15.83
"424","2008-09-08",16.040001
"425","2008-09-09",15.95
"426","2008-09-10",16.18
"427","2008-09-11",15.87
"428","2008-09-12",15.51
"429","2008-09-15",13.81
"430","2008-09-16",14.42
"431","2008-09-17",13.87
"432","2008-09-18",14.2
"433","2008-09-19",15.25
"434","2008-09-22",14.62
"435","2008-09-23",14.35
"436","2008-09-24",14.11
"437","2008-09-25",14.31
"438","2008-09-26",14.23
"439","2008-09-29",13.32
"440","2008-09-30",13.12
"441","2008-10-01",13.22
"442","2008-10-02",12.66
"443","2008-10-03",12.02
"444","2008-10-06",12
"445","2008-10-07",10.78
"446","2008-10-08",9.37
"447","2008-10-09",8.41
"448","2008-10-10",9.61
"449","2008-10-13",10.92
"450","2008-10-14",12.13
"451","2008-10-15",11.89
"452","2008-10-16",13.35
"453","2008-10-17",13.79
"454","2008-10-20",15.26
"455","2008-10-21",14.65
"456","2008-10-22",13.77
"457","2008-10-23",13.5
"458","2008-10-24",12.64
"459","2008-10-27",12.11
"460","2008-10-28",13.26
"461","2008-10-29",13.07
"462","2008-10-30",13.1
"463","2008-10-31",13.4
"464","2008-11-03",13.45
"465","2008-11-04",13.18
"466","2008-11-05",12.12
"467","2008-11-06",11.65
"468","2008-11-07",11.78
"469","2008-11-10",11.65
"470","2008-11-11",11.31
"471","2008-11-12",10.31
"472","2008-11-13",11.77
"473","2008-11-14",9.99
"474","2008-11-17",10.05
"475","2008-11-18",9.68
"476","2008-11-19",8.75
"477","2008-11-20",7.45
"478","2008-11-21",8.64
"479","2008-11-24",9.41
"480","2008-11-25",9.89
"481","2008-11-26",9.38
"482","2008-11-28",9.1
"483","2008-12-01",7.79
"484","2008-12-02",9.19
"485","2008-12-03",9.45
"486","2008-12-04",9.24
"487","2008-12-05",9.7
"488","2008-12-08",9.68
"489","2008-12-09",8.96
"490","2008-12-10",9.03
"491","2008-12-11",8.43
"492","2008-12-12",8.93
"493","2008-12-15",8.58
"494","2008-12-16",8.92
"495","2008-12-17",9.17
"496","2008-12-18",9.05
"497","2008-12-19",8.83
"498","2008-12-22",8.55
"499","2008-12-23",8.7
"500","2008-12-24",8.48
"501","2008-12-26",9.18
"502","2008-12-29",9.05
"503","2008-12-30",9.16
"504","2008-12-31",9.71
"505","2009-01-02",9.35
"506","2009-01-05",9.11
"507","2009-01-06",9.08
"508","2009-01-07",9.29
"509","2009-01-08",9.21
"510","2009-01-09",8.93
"511","2009-01-12",8.77
"512","2009-01-13",8.35
"513","2009-01-14",8.06
"514","2009-01-15",8.23
"515","2009-01-16",8.5
"516","2009-01-20",7.4
"517","2009-01-21",7.74
"518","2009-01-22",7.52
"519","2009-01-23",7.63
"520","2009-01-26",7.85
"521","2009-01-27",8.17
"522","2009-01-28",8.27
"523","2009-01-29",8.06
"524","2009-01-30",8.24
"525","2009-02-02",8.52
"526","2009-02-03",8.2
"527","2009-02-04",8.22
"528","2009-02-05",8.35
"529","2009-02-06",8.58
"530","2009-02-09",8.72
"531","2009-02-10",8.38
"532","2009-02-11",8.38
"533","2009-02-12",8.48
"534","2009-02-13",8.26
"535","2009-02-17",7.76
"536","2009-02-18",7.83
"537","2009-02-19",6.02
"538","2009-02-20",5.32
"539","2009-02-23",4.83
"540","2009-02-24",5.33
"541","2009-02-25",5.05
"542","2009-02-26",5.1
"543","2009-02-27",5.05
"544","2009-03-02",4.51
"545","2009-03-03",4.21
"546","2009-03-04",4.45
"547","2009-03-05",4.04
"548","2009-03-06",4.1
"549","2009-03-09",4.02
"550","2009-03-10",4.07
"551","2009-03-11",4
"552","2009-03-12",4.55
"553","2009-03-13",4.83
"554","2009-03-16",4.92
"555","2009-03-17",5.3
"556","2009-03-18",5.27
"557","2009-03-19",5.11
"558","2009-03-20",4.77
"559","2009-03-23",5.75
"560","2009-03-24",5.25
"561","2009-03-25",5.63
"562","2009-03-26",5.74
"563","2009-03-27",5.37
"564","2009-03-30",5.37
"565","2009-03-31",5.18
"566","2009-04-01",5.31
"567","2009-04-02",5.42
"568","2009-04-03",5.26
"569","2009-04-06",5.14
"570","2009-04-07",4.93
"571","2009-04-08",4.95
"572","2009-04-09",5.06
"573","2009-04-13",5
"574","2009-04-14",4.73
"575","2009-04-15",4.69
"576","2009-04-16",4.75
"577","2009-04-17",4.74
"578","2009-04-20",4.57
"579","2009-04-21",4.87
"580","2009-04-22",4.86
"581","2009-04-23",4.61
"582","2009-04-24",4.88
"583","2009-04-27",4.68
"584","2009-04-28",4.96
"585","2009-04-29",5.37
"586","2009-04-30",5.43
"587","2009-05-01",5.49
"588","2009-05-04",5.55
"589","2009-05-05",5.71
"590","2009-05-06",5.7
"591","2009-05-07",5.83
"592","2009-05-08",6.14
"593","2009-05-11",5.75
"594","2009-05-12",5.34
"595","2009-05-13",4.84
"596","2009-05-14",5.07
"597","2009-05-15",5
"598","2009-05-18",5
"599","2009-05-19",4.98
"600","2009-05-20",4.92
"601","2009-05-21",4.77
"602","2009-05-22",4.75
"603","2009-05-26",4.92
"604","2009-05-27",4.81
"605","2009-05-28",4.62
"606","2009-05-29",4.69
"607","2009-06-01",4.98
"608","2009-06-02",5.02
"609","2009-06-03",5.37
"610","2009-06-04",5.69
"611","2009-06-05",5.61
"612","2009-06-08",5.68
"613","2009-06-09",5.82
"614","2009-06-10",5.82
"615","2009-06-11",6.01
"616","2009-06-12",6.18
"617","2009-06-15",5.68
"618","2009-06-16",5.8
"619","2009-06-17",5.79
"620","2009-06-18",5.88
"621","2009-06-19",5.77
"622","2009-06-22",5.8
"623","2009-06-23",5.44
"624","2009-06-24",5.38
"625","2009-06-25",5.54
"626","2009-06-26",5.67
"627","2009-06-29",5.53
"628","2009-06-30",5.54
"629","2009-07-01",5.8
"630","2009-07-02",5.47
"631","2009-07-06",5.47
"632","2009-07-07",5.08
"633","2009-07-08",5.07
"634","2009-07-09",5.06
"635","2009-07-10",5.15
"636","2009-07-13",5.14
"637","2009-07-14",5.23
"638","2009-07-15",5.57
"639","2009-07-16",5.55
"640","2009-07-17",5.32
"641","2009-07-20",5.33
"642","2009-07-21",5.26
"643","2009-07-22",5.09
"644","2009-07-23",4.99
"645","2009-07-24",5.42
"646","2009-07-27",5.62
"647","2009-07-28",5.45
"648","2009-07-29",5.78
"649","2009-07-30",5.4
"650","2009-07-31",5.08
"651","2009-08-03",5.1
"652","2009-08-04",5.38
"653","2009-08-05",5.19
"654","2009-08-06",5.07
"655","2009-08-07",5.15
"656","2009-08-10",5.26
"657","2009-08-11",5.18
"658","2009-08-12",6.74
"659","2009-08-13",6.37
"660","2009-08-14",6.55
"661","2009-08-17",7.23
"662","2009-08-18",7.12
"663","2009-08-19",7.41
"664","2009-08-20",7.72
"665","2009-08-21",7.95
"666","2009-08-24",7.96
"667","2009-08-25",7.64
"668","2009-08-26",7.55
"669","2009-08-27",7.62
"670","2009-08-28",7.49
"671","2009-08-31",7.45
"672","2009-09-01",7.44
"673","2009-09-02",7.42
"674","2009-09-03",8.29
"675","2009-09-04",8.31
"676","2009-09-08",7.94
"677","2009-09-09",8.23
"678","2009-09-10",8.75
"679","2009-09-11",8.78
"680","2009-09-14",8.45
"681","2009-09-15",8.31
"682","2009-09-16",8.36
"683","2009-09-17",8.28
"684","2009-09-18",8.35
"685","2009-09-21",8.36
"686","2009-09-22",8.28
"687","2009-09-23",8.13
"688","2009-09-24",7.91
"689","2009-09-25",7.85
"690","2009-09-28",8
"691","2009-09-29",8.1
"692","2009-09-30",7.97
"693","2009-10-01",7.6
"694","2009-10-02",7.41
"695","2009-10-05",7.81
"696","2009-10-06",8.04
"697","2009-10-07",8.03
"698","2009-10-08",8
"699","2009-10-09",8.2
"700","2009-10-12",8.05
"701","2009-10-13",7.9
"702","2009-10-14",7.96
"703","2009-10-15",7.97
"704","2009-10-16",7.9
"705","2009-10-19",8.04
"706","2009-10-20",7.68
"707","2009-10-21",7.25
"708","2009-10-22",7.5
"709","2009-10-23",7.22
"710","2009-10-26",6.93
"711","2009-10-27",7.13
"712","2009-10-28",6.89
"713","2009-10-29",6.07
"714","2009-10-30",6
"715","2009-11-02",6.01
"716","2009-11-03",5.89
"717","2009-11-04",5.67
"718","2009-11-05",5.86
"719","2009-11-06",6.04
"720","2009-11-09",5.86
"721","2009-11-10",5.55
"722","2009-11-11",5.6
"723","2009-11-12",5.57
"724","2009-11-13",5.58
"725","2009-11-16",5.64
"726","2009-11-17",5.93
"727","2009-11-18",6.15
"728","2009-11-19",5.99
"729","2009-11-20",6.11
"730","2009-11-23",6.41
"731","2009-11-24",6.22
"732","2009-11-25",6.15
"733","2009-11-27",5.92
"734","2009-11-30",5.72
"735","2009-12-01",6.03
"736","2009-12-02",6.59
"737","2009-12-03",6.48
"738","2009-12-04",6.56
"739","2009-12-07",6.46
"740","2009-12-08",6.26
"741","2009-12-09",6.47
"742","2009-12-10",6.24
"743","2009-12-11",6.41
"744","2009-12-14",6.6
"745","2009-12-15",6.63
"746","2009-12-16",6.64
"747","2009-12-17",6.36
"748","2009-12-18",6.45
"749","2009-12-21",6.46
"750","2009-12-22",6.49
"751","2009-12-23",6.64
"752","2009-12-24",6.65
"753","2009-12-28",6.48
"754","2009-12-29",6.44
"755","2009-12-30",6.4
"756","2009-12-31",6.42
"757","2010-01-04",6.65
"758","2010-01-05",6.4
"759","2010-01-06",6.19
"760","2010-01-07",6.25
"761","2010-01-08",6.46
"762","2010-01-11",6.54
"763","2010-01-12",6.57
"764","2010-01-13",6.61
"765","2010-01-14",6.8
"766","2010-01-15",6.68
"767","2010-01-19",6.85
"768","2010-01-20",6.64
"769","2010-01-21",6.36
"770","2010-01-22",6.2
"771","2010-01-25",6.21
"772","2010-01-26",6.21
"773","2010-01-27",6.25
"774","2010-01-28",6.27
"775","2010-01-29",6.29
"776","2010-02-01",6.34
"777","2010-02-02",6.36
"778","2010-02-03",6.31
"779","2010-02-04",6.04
"780","2010-02-05",6.17
"781","2010-02-08",6.16
"782","2010-02-09",6.28
"783","2010-02-10",6.27
"784","2010-02-11",6.44
"785","2010-02-12",6.29
"786","2010-02-16",6.39
"787","2010-02-17",6.36
"788","2010-02-18",6.98
"789","2010-02-19",6.98
"790","2010-02-22",7.01
"791","2010-02-23",6.89
"792","2010-02-24",6.98
"793","2010-02-25",7.1
"794","2010-02-26",7.05
"795","2010-03-01",7.07
"796","2010-03-02",7.21
"797","2010-03-03",7.16
"798","2010-03-04",7.45
"799","2010-03-05",6.99
"800","2010-03-08",6.96
"801","2010-03-09",6.95
"802","2010-03-10",6.9
"803","2010-03-11",6.68
"804","2010-03-12",6.62
"805","2010-03-15",6.58
"806","2010-03-16",6.65
"807","2010-03-17",6.62
"808","2010-03-18",6.8
"809","2010-03-19",6.63
"810","2010-03-22",6.5
"811","2010-03-23",6.54
"812","2010-03-24",6.37
"813","2010-03-25",6.42
"814","2010-03-26",6.48
"815","2010-03-29",6.49
"816","2010-03-30",6.52
"817","2010-03-31",6.47
"818","2010-04-01",6.53
"819","2010-04-05",6.72
"820","2010-04-06",6.68
"821","2010-04-07",6.45
"822","2010-04-08",6.19
"823","2010-04-09",6.11
"824","2010-04-12",6.05
"825","2010-04-13",6.35
"826","2010-04-14",6.51
"827","2010-04-15",6.5
"828","2010-04-16",6.51
"829","2010-04-19",6.32
"830","2010-04-20",6.33
"831","2010-04-21",6.31
"832","2010-04-22",6.24
"833","2010-04-23",6.17
"834","2010-04-26",6.13
"835","2010-04-27",6.05
"836","2010-04-28",5.89
"837","2010-04-29",6.18
"838","2010-04-30",6.11
"839","2010-05-03",6.2
"840","2010-05-04",5.82
"841","2010-05-05",5.41
"842","2010-05-06",5.02
"843","2010-05-07",5.05
"844","2010-05-10",5.35
"845","2010-05-11",5.42
"846","2010-05-12",5.69
"847","2010-05-13",5.7
"848","2010-05-14",5.71
"849","2010-05-17",5.58
"850","2010-05-18",5.55
"851","2010-05-19",5.46
"852","2010-05-20",5.02
"853","2010-05-21",4.98
"854","2010-05-24",4.98
"855","2010-05-25",4.85
"856","2010-05-26",5.1
"857","2010-05-27",5.24
"858","2010-05-28",5.18
"859","2010-06-01",5.02
"860","2010-06-02",5.32
"861","2010-06-03",5.28
"862","2010-06-04",5.01
"863","2010-06-07",5.12
"864","2010-06-08",5.4
"865","2010-06-09",5.69
"866","2010-06-10",6.17
"867","2010-06-11",6.19
"868","2010-06-14",6.16
"869","2010-06-15",6.22
"870","2010-06-16",6.19
"871","2010-06-17",6.18
"872","2010-06-18",6.19
"873","2010-06-21",5.9
"874","2010-06-22",5.76
"875","2010-06-23",5.56
"876","2010-06-24",5.38
"877","2010-06-25",5.59
"878","2010-06-28",5.54
"879","2010-06-29",5.37
"880","2010-06-30",5.39
"881","2010-07-01",5.13
"882","2010-07-02",5.41
"883","2010-07-06",5.34
"884","2010-07-07",5.55
"885","2010-07-08",5.72
"886","2010-07-09",5.66
"887","2010-07-12",5.55
"888","2010-07-13",5.79
"889","2010-07-14",5.55
"890","2010-07-15",5.55
"891","2010-07-16",5.31
"892","2010-07-19",5.51
"893","2010-07-20",5.64
"894","2010-07-21",5.5
"895","2010-07-22",5.73
"896","2010-07-23",6.06
"897","2010-07-26",6.05
"898","2010-07-27",5.71
"899","2010-07-28",5.62
"900","2010-07-29",5.45
"901","2010-07-30",5.36
"902","2010-08-02",5.55
"903","2010-08-03",5.48
"904","2010-08-04",5.69
"905","2010-08-05",5.74
"906","2010-08-06",5.81
"907","2010-08-09",6.07
"908","2010-08-10",5.96
"909","2010-08-11",5.47
"910","2010-08-12",5.52
"911","2010-08-13",5.3
"912","2010-08-16",5.41
"913","2010-08-17",5.57
"914","2010-08-18",5.6
"915","2010-08-19",5.53
"916","2010-08-20",5.47
"917","2010-08-23",5.18
"918","2010-08-24",5.23
"919","2010-08-25",5.26
"920","2010-08-26",5.18
"921","2010-08-27",5.46
"922","2010-08-30",5.24
"923","2010-08-31",5.19
"924","2010-09-01",5.43
"925","2010-09-02",5.43
"926","2010-09-03",5.53
"927","2010-09-07",5.45
"928","2010-09-08",5.57
"929","2010-09-09",5.61
"930","2010-09-10",5.67
"931","2010-09-13",6.1
"932","2010-09-14",6.04
"933","2010-09-15",6.03
"934","2010-09-16",5.69
"935","2010-09-17",6.02
"936","2010-09-20",6.19
"937","2010-09-21",6.22
"938","2010-09-22",5.84
"939","2010-09-23",5.86
"940","2010-09-24",6.03
"941","2010-09-27",5.82
"942","2010-09-28",5.91
"943","2010-09-29",6.08
"944","2010-09-30",6.07
"945","2010-10-01",6.11
"946","2010-10-04",6
"947","2010-10-05",6.17
"948","2010-10-06",6.13
"949","2010-10-07",6.01
"950","2010-10-08",6.19
"951","2010-10-11",6.37
"952","2010-10-12",6.48
"953","2010-10-13",6.58
"954","2010-10-14",6.75
"955","2010-10-15",6.59
"956","2010-10-18",6.51
"957","2010-10-19",6.26
"958","2010-10-20",6.32
"959","2010-10-21",6.13
"960","2010-10-22",6.32
"961","2010-10-25",6.41
"962","2010-10-26",6.47
"963","2010-10-27",6.31
"964","2010-10-28",6.22
"965","2010-10-29",6.45
"966","2010-11-01",6.16
"967","2010-11-02",6.16
"968","2010-11-03",6.1
"969","2010-11-04",6.15
"970","2010-11-05",6
"971","2010-11-08",6.14
"972","2010-11-09",5.95
"973","2010-11-10",6.08
"974","2010-11-11",5.92
"975","2010-11-12",5.73
"976","2010-11-15",5.78
"977","2010-11-16",5.59
"978","2010-11-17",5.51
"979","2010-11-18",5.77
"980","2010-11-19",5.53
"981","2010-11-22",5.46
"982","2010-11-23",5.4
"983","2010-11-24",5.48
"984","2010-11-26",5.45
"985","2010-11-29",5.47
"986","2010-11-30",5.64
"987","2010-12-01",5.61
"988","2010-12-02",5.52
"989","2010-12-03",5.47
"990","2010-12-06",5.49
"991","2010-12-07",5.5
"992","2010-12-08",5.49
"993","2010-12-09",5.55
"994","2010-12-10",5.5
"995","2010-12-13",5.45
"996","2010-12-14",5.46
"997","2010-12-15",5.44
"998","2010-12-16",5.52
"999","2010-12-17",5.42
"1000","2010-12-20",5.41
"1001","2010-12-21",5.39
