"","date","CCXI"
"368","2013-07-26",14.03
"369","2013-07-29",13.68
"370","2013-07-30",13.98
"371","2013-07-31",13.98
"372","2013-08-01",14
"373","2013-08-02",13.65
"374","2013-08-05",13.47
"375","2013-08-06",13.33
"376","2013-08-07",13.13
"377","2013-08-08",12.85
"378","2013-08-09",12.8
"379","2013-08-12",12.66
"380","2013-08-13",12.94
"381","2013-08-14",13.5
"382","2013-08-15",12.68
"383","2013-08-16",12.03
"384","2013-08-19",11.53
"385","2013-08-20",11.47
"386","2013-08-21",11.39
"387","2013-08-22",11.69
"388","2013-08-23",8.32
"389","2013-08-26",8.1
"390","2013-08-27",7.75
"391","2013-08-28",8.18
"392","2013-08-29",8.5
"393","2013-08-30",8.1
"394","2013-09-03",8.25
"395","2013-09-04",8.27
"396","2013-09-05",8.31
"397","2013-09-06",8.26
"398","2013-09-09",8.26
"399","2013-09-10",6.25
"400","2013-09-11",6.08
"401","2013-09-12",6.06
"402","2013-09-13",6.19
"403","2013-09-16",5.99
"404","2013-09-17",6.42
"405","2013-09-18",6.08
"406","2013-09-19",6.03
"407","2013-09-20",5.89
"408","2013-09-23",5.8
"409","2013-09-24",5.78
"410","2013-09-25",5.51
"411","2013-09-26",5.53
"412","2013-09-27",5.67
"413","2013-09-30",5.56
"414","2013-10-01",5.47
"415","2013-10-02",5.57
"416","2013-10-03",5.47
"417","2013-10-04",5.41
"418","2013-10-07",5.27
"419","2013-10-08",5.4
"420","2013-10-09",5.28
"421","2013-10-10",5.15
"422","2013-10-11",5.2
"423","2013-10-14",5.24
"424","2013-10-15",5.19
"425","2013-10-16",5.15
"426","2013-10-17",5.4
"427","2013-10-18",5.34
"428","2013-10-21",5.28
"429","2013-10-22",5.24
"430","2013-10-23",5.2
"431","2013-10-24",5.15
"432","2013-10-25",5.05
"433","2013-10-28",5.1
"434","2013-10-29",5.11
"435","2013-10-30",5.03
"436","2013-10-31",4.98
"437","2013-11-01",4.96
"438","2013-11-04",4.99
"439","2013-11-05",4.99
"440","2013-11-06",4.71
"441","2013-11-07",4.67
"442","2013-11-08",4.85
"443","2013-11-11",4.71
"444","2013-11-12",4.7
"445","2013-11-13",4.68
"446","2013-11-14",4.95
"447","2013-11-15",4.79
"448","2013-11-18",4.86
"449","2013-11-19",4.76
"450","2013-11-20",4.8
"451","2013-11-21",5.01
"452","2013-11-22",5.01
"453","2013-11-25",4.98
"454","2013-11-26",4.99
"455","2013-11-27",5.15
"456","2013-11-29",5.17
"457","2013-12-02",5.02
"458","2013-12-03",5.02
"459","2013-12-04",5.16
"460","2013-12-05",5.04
"461","2013-12-06",5.15
"462","2013-12-09",5.12
"463","2013-12-10",5.08
"464","2013-12-11",5.19
"465","2013-12-12",5.31
"466","2013-12-13",5.26
"467","2013-12-16",5.52
"468","2013-12-17",5.53
"469","2013-12-18",5.4
"470","2013-12-19",5.39
"471","2013-12-20",5.41
"472","2013-12-23",5.39
"473","2013-12-24",5.43
"474","2013-12-26",5.44
"475","2013-12-27",5.43
"476","2013-12-30",5.48
"477","2013-12-31",5.79
"478","2014-01-02",6.08
"479","2014-01-03",6.18
"480","2014-01-06",6.06
"481","2014-01-07",6.1
"482","2014-01-08",6.08
"483","2014-01-09",6.39
"484","2014-01-10",6.26
"485","2014-01-13",6.05
"486","2014-01-14",5.91
"487","2014-01-15",6.1
"488","2014-01-16",6.48
"489","2014-01-17",7.14
"490","2014-01-21",7.44
"491","2014-01-22",7.54
"492","2014-01-23",7.7
"493","2014-01-24",7.02
"494","2014-01-27",6.79
"495","2014-01-28",6.77
"496","2014-01-29",6.26
"497","2014-01-30",6.45
"498","2014-01-31",6.21
"499","2014-02-03",6.25
"500","2014-02-04",6.35
"501","2014-02-05",6.36
"502","2014-02-06",6.35
"503","2014-02-07",6.53
"504","2014-02-10",7.05
"505","2014-02-11",7.08
"506","2014-02-12",7.07
"507","2014-02-13",7.09
"508","2014-02-14",7.06
"509","2014-02-18",7.11
"510","2014-02-19",7.1
"511","2014-02-20",7.45
"512","2014-02-21",7.36
"513","2014-02-24",7.48
"514","2014-02-25",7.81
"515","2014-02-26",7.78
"516","2014-02-27",7.74
"517","2014-02-28",7.6
"518","2014-03-03",7.35
"519","2014-03-04",7.49
"520","2014-03-05",7.16
"521","2014-03-06",7.25
"522","2014-03-07",7.12
"523","2014-03-10",7.14
"524","2014-03-11",7.15
"525","2014-03-12",7.13
"526","2014-03-13",6.91
"527","2014-03-14",7.13
"528","2014-03-17",7.32
"529","2014-03-18",8.04
"530","2014-03-19",8.22
"531","2014-03-20",8.11
"532","2014-03-21",7.65
"533","2014-03-24",7.37
"534","2014-03-25",7.06
"535","2014-03-26",6.75
"536","2014-03-27",6.71
"537","2014-03-28",6.54
"538","2014-03-31",6.63
"539","2014-04-01",6.87
"540","2014-04-02",6.6
"541","2014-04-03",6.44
"542","2014-04-04",6.13
"543","2014-04-07",6.13
"544","2014-04-08",6.29
"545","2014-04-09",6.78
"546","2014-04-10",6.02
"547","2014-04-11",5.54
"548","2014-04-14",5.41
"549","2014-04-15",5.25
"550","2014-04-16",5.3
"551","2014-04-17",5.35
"552","2014-04-21",5.48
"553","2014-04-22",5.98
"554","2014-04-23",5.8
"555","2014-04-24",5.78
"556","2014-04-25",5.5
"557","2014-04-28",5.38
"558","2014-04-29",5.4
"559","2014-04-30",5.48
"560","2014-05-01",5.85
"561","2014-05-02",5.69
"562","2014-05-05",5.96
"563","2014-05-06",5.76
"564","2014-05-07",5.79
"565","2014-05-08",5.39
"566","2014-05-09",5.11
"567","2014-05-12",5.42
"568","2014-05-13",5.24
"569","2014-05-14",5.17
"570","2014-05-15",5.03
"571","2014-05-16",4.94
"572","2014-05-19",5.22
"573","2014-05-20",5.01
"574","2014-05-21",4.85
"575","2014-05-22",4.81
"576","2014-05-23",4.85
"577","2014-05-27",5.03
"578","2014-05-28",5.3
"579","2014-05-29",5.35
"580","2014-05-30",5.38
"581","2014-06-02",5.28
"582","2014-06-03",5.19
"583","2014-06-04",5.25
"584","2014-06-05",5.42
"585","2014-06-06",5.53
"586","2014-06-09",5.9
"587","2014-06-10",5.9
"588","2014-06-11",5.85
"589","2014-06-12",5.76
"590","2014-06-13",5.59
"591","2014-06-16",6.05
"592","2014-06-17",5.94
"593","2014-06-18",6.03
"594","2014-06-19",6.04
"595","2014-06-20",6
"596","2014-06-23",5.78
"597","2014-06-24",5.63
"598","2014-06-25",5.59
"599","2014-06-26",5.46
"600","2014-06-27",5.49
"601","2014-06-30",5.85
"602","2014-07-01",6.03
"603","2014-07-02",5.99
"604","2014-07-03",6.04
"605","2014-07-07",5.76
"606","2014-07-08",5.61
"607","2014-07-09",5.66
"608","2014-07-10",5.6
"609","2014-07-11",5.7
"610","2014-07-14",5.62
"611","2014-07-15",5.55
"612","2014-07-16",5.74
"613","2014-07-17",5.56
"614","2014-07-18",5.64
"615","2014-07-21",5.62
"616","2014-07-22",5.75
"617","2014-07-23",5.77
"618","2014-07-24",5.52
"619","2014-07-25",5.64
"620","2014-07-28",5.49
"621","2014-07-29",5.68
"622","2014-07-30",5.7
"623","2014-07-31",5.5
"624","2014-08-01",5.62
"625","2014-08-04",5.42
"626","2014-08-05",5.51
"627","2014-08-06",5.56
"628","2014-08-07",5.28
"629","2014-08-08",5.2
"630","2014-08-11",5.23
"631","2014-08-12",4.98
"632","2014-08-13",5.13
"633","2014-08-14",5.15
"634","2014-08-15",5.09
"635","2014-08-18",5.21
"636","2014-08-19",5.14
"637","2014-08-20",5.01
"638","2014-08-21",4.99
"639","2014-08-22",4.95
"640","2014-08-25",5
"641","2014-08-26",5.1
"642","2014-08-27",5.1
"643","2014-08-28",5.03
"644","2014-08-29",5.11
"645","2014-09-02",5.21
"646","2014-09-03",5.09
"647","2014-09-04",5.07
"648","2014-09-05",5.06
"649","2014-09-08",5.17
"650","2014-09-09",5.08
"651","2014-09-10",5.2
"652","2014-09-11",5.24
"653","2014-09-12",5.05
"654","2014-09-15",4.98
"655","2014-09-16",5.08
"656","2014-09-17",5.19
"657","2014-09-18",5.07
"658","2014-09-19",4.87
"659","2014-09-22",4.76
"660","2014-09-23",4.75
"661","2014-09-24",4.9
"662","2014-09-25",4.67
"663","2014-09-26",4.83
"664","2014-09-29",4.55
"665","2014-09-30",4.5
"666","2014-10-01",4.29
"667","2014-10-02",4.32
"668","2014-10-03",4.64
"669","2014-10-06",4.57
"670","2014-10-07",4.48
"671","2014-10-08",4.88
"672","2014-10-09",4.56
"673","2014-10-10",4.46
"674","2014-10-13",4.42
"675","2014-10-14",4.55
"676","2014-10-15",4.68
"677","2014-10-16",5.13
"678","2014-10-17",5.28
"679","2014-10-20",5.34
"680","2014-10-21",5.56
"681","2014-10-22",5.69
"682","2014-10-23",5.95
"683","2014-10-24",5.72
"684","2014-10-27",5.75
"685","2014-10-28",5.94
"686","2014-10-29",5.87
"687","2014-10-30",5.96
"688","2014-10-31",5.62
"689","2014-11-03",5.6
"690","2014-11-04",5.53
"691","2014-11-05",5.53
"692","2014-11-06",4.84
"693","2014-11-07",4.7
"694","2014-11-10",4.99
"695","2014-11-11",5.1
"696","2014-11-12",5.13
"697","2014-11-13",5.04
"698","2014-11-14",4.93
"699","2014-11-17",4.73
"700","2014-11-18",4.7
"701","2014-11-19",4.66
"702","2014-11-20",4.86
"703","2014-11-21",4.7
"704","2014-11-24",4.72
"705","2014-11-25",4.75
"706","2014-11-26",4.78
"707","2014-11-28",4.61
"708","2014-12-01",4.56
"709","2014-12-02",4.47
"710","2014-12-03",4.25
"711","2014-12-04",4.14
"712","2014-12-05",4.37
"713","2014-12-08",4.41
"714","2014-12-09",4.69
"715","2014-12-10",4.4
"716","2014-12-11",4.49
"717","2014-12-12",5.6
"718","2014-12-15",6.71
"719","2014-12-16",6.76
"720","2014-12-17",6.78
"721","2014-12-18",6.71
"722","2014-12-19",7.2
"723","2014-12-22",7.19
"724","2014-12-23",6.68
"725","2014-12-24",6.64
"726","2014-12-26",6.67
"727","2014-12-29",6.68
"728","2014-12-30",6.63
"729","2014-12-31",6.83
"730","2015-01-02",6.82
"731","2015-01-05",6.81
"732","2015-01-06",6.64
"733","2015-01-07",6.96
"734","2015-01-08",7.1
"735","2015-01-09",7.04
"736","2015-01-12",6.92
"737","2015-01-13",7.09
"738","2015-01-14",6.89
"739","2015-01-15",7.01
"740","2015-01-16",7.35
"741","2015-01-20",7.81
"742","2015-01-21",7.66
"743","2015-01-22",8.34
"744","2015-01-23",8.49
"745","2015-01-26",8.75
"746","2015-01-27",8.83
"747","2015-01-28",8.77
"748","2015-01-29",8.82
"749","2015-01-30",8.22
"750","2015-02-02",7.97
"751","2015-02-03",7.5
"752","2015-02-04",7.44
"753","2015-02-05",7.67
"754","2015-02-06",7.49
"755","2015-02-09",7.54
"756","2015-02-10",7.66
"757","2015-02-11",7.56
"758","2015-02-12",7.81
"759","2015-02-13",7.85
"760","2015-02-17",8.25
"761","2015-02-18",8.24
"762","2015-02-19",8.37
"763","2015-02-20",8.27
"764","2015-02-23",8.19
"765","2015-02-24",7.99
"766","2015-02-25",8.21
"767","2015-02-26",8.26
"768","2015-02-27",8.14
"769","2015-03-02",8.12
"770","2015-03-03",7.84
"771","2015-03-04",8.01
"772","2015-03-05",7.98
"773","2015-03-06",7.74
"774","2015-03-09",7.8
"775","2015-03-10",8.08
"776","2015-03-11",7.75
"777","2015-03-12",8.06
"778","2015-03-13",8.89
"779","2015-03-16",8.58
"780","2015-03-17",8.69
"781","2015-03-18",8.36
"782","2015-03-19",8.37
"783","2015-03-20",7.79
"784","2015-03-23",7.88
"785","2015-03-24",7.67
"786","2015-03-25",7.08
"787","2015-03-26",6.99
"788","2015-03-27",7.23
"789","2015-03-30",7.45
"790","2015-03-31",7.55
"791","2015-04-01",7.61
"792","2015-04-02",7.54
"793","2015-04-06",7.43
"794","2015-04-07",7.28
"795","2015-04-08",7.67
"796","2015-04-09",7.72
"797","2015-04-10",7.92
"798","2015-04-13",8.02
"799","2015-04-14",7.76
"800","2015-04-15",7.92
"801","2015-04-16",7.87
"802","2015-04-17",7.73
"803","2015-04-20",7.89
"804","2015-04-21",7.88
"805","2015-04-22",7.86
"806","2015-04-23",7.89
"807","2015-04-24",7.62
"808","2015-04-27",7.21
"809","2015-04-28",7.15
"810","2015-04-29",6.99
"811","2015-04-30",6.69
"812","2015-05-01",7.1
"813","2015-05-04",7.25
"814","2015-05-05",6.99
"815","2015-05-06",6.68
"816","2015-05-07",7
"817","2015-05-08",7.21
"818","2015-05-11",7.2
"819","2015-05-12",7.18
"820","2015-05-13",7.24
"821","2015-05-14",7.3
"822","2015-05-15",7.21
"823","2015-05-18",7.84
"824","2015-05-19",7.68
"825","2015-05-20",7.73
"826","2015-05-21",7.63
"827","2015-05-22",7.49
"828","2015-05-26",7.37
"829","2015-05-27",7.74
"830","2015-05-28",7.8
"831","2015-05-29",8.67
"832","2015-06-01",8.56
"833","2015-06-02",8.72
"834","2015-06-03",8.94
"835","2015-06-04",8.9
"836","2015-06-05",9.35
"837","2015-06-08",9.2
"838","2015-06-09",8.96
"839","2015-06-10",8.99
"840","2015-06-11",8.93
"841","2015-06-12",8.8
"842","2015-06-15",8.83
"843","2015-06-16",8.7
"844","2015-06-17",8.65
"845","2015-06-18",8.97
"846","2015-06-19",8.98
"847","2015-06-22",9.11
"848","2015-06-23",8.82
"849","2015-06-24",8.39
"850","2015-06-25",8.39
"851","2015-06-26",8.28
"852","2015-06-29",7.81
"853","2015-06-30",8.23
"854","2015-07-01",7.9
"855","2015-07-02",8
"856","2015-07-06",8.2
"857","2015-07-07",8.13
"858","2015-07-08",8.2
"859","2015-07-09",8.41
"860","2015-07-10",8.6
"861","2015-07-13",8.79
"862","2015-07-14",8.98
"863","2015-07-15",8.85
"864","2015-07-16",8.98
"865","2015-07-17",9.01
"866","2015-07-20",8.72
"867","2015-07-21",8.73
"868","2015-07-22",8.7
"869","2015-07-23",8.4
"870","2015-07-24",8.27
"871","2015-07-27",8.29
"872","2015-07-28",8.62
"873","2015-07-29",8.56
"874","2015-07-30",8.54
"875","2015-07-31",8.24
"876","2015-08-03",8.04
"877","2015-08-04",7.99
"878","2015-08-05",7.98
"879","2015-08-06",7.54
"880","2015-08-07",6.68
"881","2015-08-10",6.51
"882","2015-08-11",6.34
"883","2015-08-12",6.55
"884","2015-08-13",6.24
"885","2015-08-14",6.53
"886","2015-08-17",6.79
"887","2015-08-18",7.03
"888","2015-08-19",6.9
"889","2015-08-20",6.75
"890","2015-08-21",6.66
"891","2015-08-24",6.48
"892","2015-08-25",6.64
"893","2015-08-26",7.09
"894","2015-08-27",6.89
"895","2015-08-28",6.5
"896","2015-08-31",6.58
"897","2015-09-01",6.19
"898","2015-09-02",6.59
"899","2015-09-03",6.17
"900","2015-09-04",6.19
"901","2015-09-08",6.41
"902","2015-09-09",6.25
"903","2015-09-10",6.4
"904","2015-09-11",6.4
"905","2015-09-14",6.26
"906","2015-09-15",6.27
"907","2015-09-16",5.95
"908","2015-09-17",6.13
"909","2015-09-18",6.65
"910","2015-09-21",6.23
"911","2015-09-22",6.23
"912","2015-09-23",6.35
"913","2015-09-24",6.49
"914","2015-09-25",6.03
"915","2015-09-28",5.87
"916","2015-09-29",5.82
"917","2015-09-30",6.05
"918","2015-10-01",6.14
"919","2015-10-02",6.45
"920","2015-10-05",6.83
"921","2015-10-06",6.39
"922","2015-10-07",6.55
"923","2015-10-08",6.43
"924","2015-10-09",6.45
"925","2015-10-12",6.48
"926","2015-10-13",6.24
"927","2015-10-14",6.17
"928","2015-10-15",6.57
"929","2015-10-16",6.38
"930","2015-10-19",6.9
"931","2015-10-20",6.86
"932","2015-10-21",6.87
"933","2015-10-22",6.85
"934","2015-10-23",7.15
"935","2015-10-26",7.1
"936","2015-10-27",7.12
"937","2015-10-28",7.21
"938","2015-10-29",6.94
"939","2015-10-30",6.99
"940","2015-11-02",6.91
"941","2015-11-03",6.88
"942","2015-11-04",6.79
"943","2015-11-05",6.69
"944","2015-11-06",6.77
"945","2015-11-09",6.67
"946","2015-11-10",6.56
"947","2015-11-11",6.49
"948","2015-11-12",6.35
"949","2015-11-13",6.68
"950","2015-11-16",6.46
"951","2015-11-17",6.66
"952","2015-11-18",6.83
"953","2015-11-19",6.78
"954","2015-11-20",7.03
"955","2015-11-23",7.23
"956","2015-11-24",7.24
"957","2015-11-25",7.4
"958","2015-11-27",7.7
"959","2015-11-30",7.55
"960","2015-12-01",7.65
"961","2015-12-02",7.53
"962","2015-12-03",7.11
"963","2015-12-04",7.18
"964","2015-12-07",7.15
"965","2015-12-08",7.2
"966","2015-12-09",7.14
"967","2015-12-10",7.41
"968","2015-12-11",7.29
"969","2015-12-14",7.32
"970","2015-12-15",7.57
"971","2015-12-16",7.89
"972","2015-12-17",7.8
"973","2015-12-18",7.68
"974","2015-12-21",7.76
"975","2015-12-22",7.86
"976","2015-12-23",7.98
"977","2015-12-24",8.15
"978","2015-12-28",8.16
"979","2015-12-29",8.17
"980","2015-12-30",8.09
"981","2015-12-31",8.1
"982","2016-01-04",7.23
"983","2016-01-05",6.81
"984","2016-01-06",5.75
"985","2016-01-07",5.15
"986","2016-01-08",4.77
"987","2016-01-11",4.54
"988","2016-01-12",4.65
"989","2016-01-13",4.08
"990","2016-01-14",4.07
"991","2016-01-15",3.99
"992","2016-01-19",3.96
"993","2016-01-20",4.11
"994","2016-01-21",3.96
"995","2016-01-22",4.13
"996","2016-01-25",4.1
"997","2016-01-26",4.12
"998","2016-01-27",3.8
"999","2016-01-28",3.66
"1000","2016-01-29",3.72
"1001","2016-02-01",3.75
