"","date","BKE"
"1","2007-01-03",23.001226
"2","2007-01-04",22.732155
"3","2007-01-05",21.877203
"4","2007-01-08",21.760027
"5","2007-01-09",22.545542
"6","2007-01-10",22.124575
"7","2007-01-11",22.458744
"8","2007-01-12",22.992546
"9","2007-01-16",22.497803
"10","2007-01-17",22.510822
"11","2007-01-18",22.185333
"12","2007-01-19",22.081177
"13","2007-01-22",21.586433
"14","2007-01-23",21.788237
"15","2007-01-24",22.256941
"16","2007-01-25",21.762197
"17","2007-01-26",21.599453
"18","2007-01-29",22.146275
"19","2007-01-30",22.256941
"20","2007-01-31",21.859844
"21","2007-02-01",22.003059
"22","2007-02-02",22.048628
"23","2007-02-05",21.775217
"24","2007-02-06",21.68408
"25","2007-02-07",22.413176
"26","2007-02-08",23.47427
"27","2007-02-09",24.05364
"28","2007-02-12",23.519838
"29","2007-02-13",23.610975
"30","2007-02-14",23.46125
"31","2007-02-15",23.565407
"32","2007-02-16",23.552387
"33","2007-02-20",23.78023
"34","2007-02-21",23.695602
"35","2007-02-22",23.715132
"36","2007-02-23",23.363604
"37","2007-02-26",23.077173
"38","2007-02-27",22.680077
"39","2007-02-28",22.465254
"40","2007-03-01",22.328548
"41","2007-03-02",21.846825
"42","2007-03-05",21.436708
"43","2007-03-06",22.081177
"44","2007-03-07",22.022589
"45","2007-03-08",22.341568
"46","2007-03-09",22.309019
"47","2007-03-12",23.305016
"48","2007-03-13",23.265957
"49","2007-03-14",22.901409
"50","2007-03-15",22.732155
"51","2007-03-16",22.562901
"52","2007-03-19",22.771214
"53","2007-03-20",23.096703
"54","2007-03-21",23.064154
"55","2007-03-22",23.220388
"56","2007-03-23",23.578426
"57","2007-03-26",23.428701
"58","2007-03-27",23.207369
"59","2007-03-28",23.005566
"60","2007-03-29",22.849331
"61","2007-03-30",23.239918
"62","2007-04-02",23.129251
"63","2007-04-03",23.239918
"64","2007-04-04",23.213879
"65","2007-04-05",23.331055
"66","2007-04-09",23.539368
"67","2007-04-10",23.656544
"68","2007-04-11",23.786739
"69","2007-04-12",23.936464
"70","2007-04-13",24.040621
"71","2007-04-16",23.936464
"72","2007-04-17",24.151287
"73","2007-04-18",23.832308
"74","2007-04-19",23.637014
"75","2007-04-20",24.086189
"76","2007-04-23",23.637014
"77","2007-04-24",23.630505
"78","2007-04-25",23.903915
"79","2007-04-26",24.021091
"80","2007-04-27",23.77372
"81","2007-04-30",23.18784
"82","2007-05-01",23.246428
"83","2007-05-02",23.142271
"84","2007-05-03",22.973017
"85","2007-05-04",23.558897
"86","2007-05-07",23.272467
"87","2007-05-08",23.324545
"88","2007-05-09",23.337564
"89","2007-05-10",22.927448
"90","2007-05-11",23.676073
"91","2007-05-14",23.46125
"92","2007-05-15",22.823292
"93","2007-05-16",23.025095
"94","2007-05-17",23.005566
"95","2007-05-18",23.441721
"96","2007-05-21",23.207369
"97","2007-05-22",24.405169
"98","2007-05-23",24.36611
"99","2007-05-24",25.485792
"100","2007-05-25",25.036617
"101","2007-05-29",25.173323
"102","2007-05-30",25.889399
"103","2007-05-31",26.625004
"104","2007-06-01",26.566416
"105","2007-06-04",26.677082
"106","2007-06-05",26.664063
"107","2007-06-06",26.169319
"108","2007-06-07",26.058653
"109","2007-06-08",26.13026
"110","2007-06-11",25.765713
"111","2007-06-12",25.5574
"112","2007-06-13",26.013084
"113","2007-06-14",26.006575
"114","2007-06-15",26.052143
"115","2007-06-18",25.921947
"116","2007-06-19",26.1563
"117","2007-06-20",25.785242
"118","2007-06-21",25.739674
"119","2007-06-22",25.622498
"120","2007-06-25",25.54438
"121","2007-06-26",25.453243
"122","2007-06-27",25.961006
"123","2007-06-28",25.947987
"124","2007-06-29",25.648537
"125","2007-07-02",25.511831
"126","2007-07-03",25.570419
"127","2007-07-05",25.381636
"128","2007-07-06",25.479282
"129","2007-07-09",25.485792
"130","2007-07-10",24.886892
"131","2007-07-11",24.860853
"132","2007-07-12",25.674576
"133","2007-07-13",25.479282
"134","2007-07-16",24.678579
"135","2007-07-17",25.192852
"136","2007-07-18",24.685089
"137","2007-07-19",25.114735
"138","2007-07-20",24.685089
"139","2007-07-23",24.743677
"140","2007-07-24",23.890896
"141","2007-07-25",23.955994
"142","2007-07-26",23.064154
"143","2007-07-27",22.445724
"144","2007-07-30",23.18784
"145","2007-07-31",22.751684
"146","2007-08-01",23.265957
"147","2007-08-02",23.422192
"148","2007-08-03",22.309019
"149","2007-08-06",22.660547
"150","2007-08-07",22.627998
"151","2007-08-08",21.833805
"152","2007-08-09",21.482277
"153","2007-08-10",24.125248
"154","2007-08-13",22.562901
"155","2007-08-14",22.335058
"156","2007-08-15",21.742668
"157","2007-08-16",22.328548
"158","2007-08-17",22.523842
"159","2007-08-20",22.471764
"160","2007-08-21",22.999056
"161","2007-08-22",22.88188
"162","2007-08-23",22.959997
"163","2007-08-24",23.942974
"164","2007-08-27",23.663054
"165","2007-08-28",23.018585
"166","2007-08-29",24.509325
"167","2007-08-30",24.170816
"168","2007-08-31",24.35309
"169","2007-09-04",23.819288
"170","2007-09-05",23.597956
"171","2007-09-06",23.676073
"172","2007-09-07",23.396152
"173","2007-09-10",23.103212
"174","2007-09-11",23.942974
"175","2007-09-12",23.584936
"176","2007-09-13",24.294502
"177","2007-09-14",24.522345
"178","2007-09-17",24.65905
"179","2007-09-18",25.629007
"180","2007-09-19",25.576929
"181","2007-09-20",24.9585
"182","2007-09-21",25.24493
"183","2007-09-24",25.342577
"184","2007-09-25",25.420694
"185","2007-09-26",25.323048
"186","2007-09-27",25.375126
"187","2007-09-28",24.698109
"188","2007-10-01",25.349087
"189","2007-10-02",25.388145
"190","2007-10-03",25.518341
"191","2007-10-04",25.355597
"192","2007-10-05",25.980536
"193","2007-10-08",25.316538
"194","2007-10-09",25.303518
"195","2007-10-10",24.984539
"196","2007-10-11",26.911434
"197","2007-10-12",26.559906
"198","2007-10-15",26.917944
"199","2007-10-16",26.755199
"200","2007-10-17",27.145786
"201","2007-10-18",26.755199
"202","2007-10-19",26.475279
"203","2007-10-22",26.520847
"204","2007-10-23",26.527357
"205","2007-10-24",27.393158
"206","2007-10-25",27.432217
"207","2007-10-26",27.894411
"208","2007-10-29",28.083195
"209","2007-10-30",28.102724
"210","2007-10-31",28.057156
"211","2007-11-01",26.592455
"212","2007-11-02",26.052143
"213","2007-11-05",26.078182
"214","2007-11-06",26.826807
"215","2007-11-07",25.615988
"216","2007-11-08",25.388145
"217","2007-11-09",25.375126
"218","2007-11-12",25.192852
"219","2007-11-13",25.635517
"220","2007-11-14",26.175829
"221","2007-11-15",25.824301
"222","2007-11-16",24.808775
"223","2007-11-19",23.676073
"224","2007-11-20",24.860853
"225","2007-11-21",22.256941
"226","2007-11-23",23.571917
"227","2007-11-26",21.508316
"228","2007-11-27",21.736158
"229","2007-11-28",23.747681
"230","2007-11-29",22.725645
"231","2007-11-30",22.986036
"232","2007-12-03",23.064154
"233","2007-12-04",22.523842
"234","2007-12-05",22.699606
"235","2007-12-06",24.235914
"236","2007-12-07",24.691599
"237","2007-12-10",25.023598
"238","2007-12-11",24.327051
"239","2007-12-12",23.623995
"240","2007-12-13",23.962503
"241","2007-12-14",23.897406
"242","2007-12-17",23.422192
"243","2007-12-18",24.05364
"244","2007-12-19",23.454741
"245","2007-12-20",23.500309
"246","2007-12-21",23.370113
"247","2007-12-24",23.77372
"248","2007-12-26",22.27647
"249","2007-12-27",22.400156
"250","2007-12-28",22.263451
"251","2007-12-31",21.482277
"252","2008-01-02",20.330046
"253","2008-01-03",20.466751
"254","2008-01-04",20.147772
"255","2008-01-07",20.557888
"256","2008-01-08",20.681574
"257","2008-01-09",21.514826
"258","2008-01-10",22.165804
"259","2008-01-11",23.226898
"260","2008-01-14",24.086189
"261","2008-01-15",24.248934
"262","2008-01-16",24.795755
"263","2008-01-17",24.444227
"264","2008-01-18",24.496305
"265","2008-01-22",25.498812
"266","2008-01-23",26.937473
"267","2008-01-24",27.210884
"268","2008-01-25",26.559906
"269","2008-01-28",27.946489
"270","2008-01-29",27.210884
"271","2008-01-30",26.423201
"272","2008-01-31",27.074179
"273","2008-02-01",27.354099
"274","2008-02-04",25.648537
"275","2008-02-05",25.010578
"276","2008-02-06",24.333561
"277","2008-02-07",27.236923
"278","2008-02-08",26.989552
"279","2008-02-11",26.664063
"280","2008-02-12",26.585945
"281","2008-02-13",26.761709
"282","2008-02-14",25.511831
"283","2008-02-15",25.921947
"284","2008-02-19",25.947987
"285","2008-02-20",26.891905
"286","2008-02-21",27.204374
"287","2008-02-22",27.399668
"288","2008-02-25",27.614491
"289","2008-02-26",30.58946
"290","2008-02-27",30.986557
"291","2008-02-28",29.860365
"292","2008-02-29",29.554405
"293","2008-03-03",28.747192
"294","2008-03-04",28.962015
"295","2008-03-05",29.326563
"296","2008-03-06",29.749699
"297","2008-03-07",29.274485
"298","2008-03-10",29.294014
"299","2008-03-11",29.326563
"300","2008-03-12",29.554405
"301","2008-03-13",29.821306
"302","2008-03-14",29.469778
"303","2008-03-17",29.228916
"304","2008-03-18",30.472284
"305","2008-03-19",29.834326
"306","2008-03-20",30.485304
"307","2008-03-24",31.318556
"308","2008-03-25",31.20138
"309","2008-03-26",30.31605
"310","2008-03-27",29.619503
"311","2008-03-28",29.11174
"312","2008-03-31",29.11825
"313","2008-04-01",29.163818
"314","2008-04-02",29.495817
"315","2008-04-03",29.70413
"316","2008-04-04",29.059662
"317","2008-04-07",30.237932
"318","2008-04-08",29.873384
"319","2008-04-09",29.267975
"320","2008-04-10",29.391661
"321","2008-04-11",29.131269
"322","2008-04-14",30.036129
"323","2008-04-15",30.667578
"324","2008-04-16",31.741692
"325","2008-04-17",32.060673
"326","2008-04-18",32.034634
"327","2008-04-21",31.78726
"328","2008-04-22",30.875891
"329","2008-04-23",31.767731
"330","2008-04-24",31.904436
"331","2008-04-25",31.989063
"332","2008-04-28",31.936985
"333","2008-04-29",31.910946
"334","2008-04-30",31.624516
"335","2008-05-01",32.314552
"336","2008-05-02",31.722162
"337","2008-05-05",31.18185
"338","2008-05-06",31.533379
"339","2008-05-07",32.229927
"340","2008-05-08",31.819809
"341","2008-05-09",32.308044
"342","2008-05-12",32.874393
"343","2008-05-13",32.522865
"344","2008-05-14",32.998081
"345","2008-05-15",33.271492
"346","2008-05-16",33.02412
"347","2008-05-19",32.600983
"348","2008-05-20",32.223415
"349","2008-05-21",31.80028
"350","2008-05-22",33.056667
"351","2008-05-23",30.381147
"352","2008-05-27",30.231422
"353","2008-05-28",30.368128
"354","2008-05-29",30.29652
"355","2008-05-30",29.834326
"356","2008-06-02",29.599974
"357","2008-06-03",29.72366
"358","2008-06-04",30.498323
"359","2008-06-05",31.618006
"360","2008-06-06",30.355108
"361","2008-06-09",31.084204
"362","2008-06-10",31.761221
"363","2008-06-11",29.378641
"364","2008-06-12",30.700127
"365","2008-06-13",31.331575
"366","2008-06-16",32.158318
"367","2008-06-17",31.910946
"368","2008-06-18",31.331575
"369","2008-06-19",32.041142
"370","2008-06-20",31.214399
"371","2008-06-23",31.305536
"372","2008-06-24",30.556911
"373","2008-06-25",31.598476
"374","2008-06-26",30.179344
"375","2008-06-27",29.879894
