"","date","FFIV"
"1","2007-01-03",36.860001
"2","2007-01-04",38.18
"3","2007-01-05",37.580002
"4","2007-01-08",39.375
"5","2007-01-09",38.849998
"6","2007-01-10",39.424999
"7","2007-01-11",39.224998
"8","2007-01-12",39.884998
"9","2007-01-16",39.529999
"10","2007-01-17",39.43
"11","2007-01-18",37.525002
"12","2007-01-19",37.805
"13","2007-01-22",36.970001
"14","2007-01-23",36.724998
"15","2007-01-24",37.240002
"16","2007-01-25",37.02
"17","2007-01-26",36.349998
"18","2007-01-29",36.105
"19","2007-01-30",36.450001
"20","2007-01-31",35.705002
"21","2007-02-01",35.904999
"22","2007-02-02",35.490002
"23","2007-02-05",35.990002
"24","2007-02-06",36.095001
"25","2007-02-07",37.689999
"26","2007-02-08",37.505001
"27","2007-02-09",37.75
"28","2007-02-12",36.865002
"29","2007-02-13",36.860001
"30","2007-02-14",36.875
"31","2007-02-15",37.105
"32","2007-02-16",36.794998
"33","2007-02-20",38.014999
"34","2007-02-21",37.985001
"35","2007-02-22",39.264999
"36","2007-02-23",39.060001
"37","2007-02-26",38.935001
"38","2007-02-27",36.650002
"39","2007-02-28",36.310001
"40","2007-03-01",36.209999
"41","2007-03-02",34.560001
"42","2007-03-05",34.439999
"43","2007-03-06",36.125
"44","2007-03-07",35.544998
"45","2007-03-08",35.810001
"46","2007-03-09",36.654999
"47","2007-03-12",36.66
"48","2007-03-13",35.445
"49","2007-03-14",35.529999
"50","2007-03-15",35.779999
"51","2007-03-16",35.540001
"52","2007-03-19",36.470001
"53","2007-03-20",36.904999
"54","2007-03-21",37.514999
"55","2007-03-22",36.959999
"56","2007-03-23",36.185001
"57","2007-03-26",34.125
"58","2007-03-27",33.884998
"59","2007-03-28",34.814999
"60","2007-03-29",34.619999
"61","2007-03-30",33.34
"62","2007-04-02",32.445
"63","2007-04-03",33.610001
"64","2007-04-04",32.965
"65","2007-04-05",33.34
"66","2007-04-09",33.82
"67","2007-04-10",33.814999
"68","2007-04-11",33.794998
"69","2007-04-12",34.375
"70","2007-04-13",33.43
"71","2007-04-16",33.619999
"72","2007-04-17",33.035
"73","2007-04-18",34.785
"74","2007-04-19",34.465
"75","2007-04-20",34.415001
"76","2007-04-23",34.029999
"77","2007-04-24",33.525002
"78","2007-04-25",33.035
"79","2007-04-26",39.965
"80","2007-04-27",39.294998
"81","2007-04-30",38.389999
"82","2007-05-01",38.169998
"83","2007-05-02",38.575001
"84","2007-05-03",38.91
"85","2007-05-04",39.035
"86","2007-05-07",38.860001
"87","2007-05-08",38.900002
"88","2007-05-09",39.424999
"89","2007-05-10",38.455002
"90","2007-05-11",38.66
"91","2007-05-14",38.445
"92","2007-05-15",37.415001
"93","2007-05-16",37.959999
"94","2007-05-17",37.705002
"95","2007-05-18",37.68
"96","2007-05-21",39.415001
"97","2007-05-22",39.314999
"98","2007-05-23",38.575001
"99","2007-05-24",37.994999
"100","2007-05-25",38.360001
"101","2007-05-29",38.580002
"102","2007-05-30",39.455002
"103","2007-05-31",40.630001
"104","2007-06-01",40.77
"105","2007-06-04",40.945
"106","2007-06-05",40.235001
"107","2007-06-06",39.294998
"108","2007-06-07",38.59
"109","2007-06-08",39.465
"110","2007-06-11",40.240002
"111","2007-06-12",40.125
"112","2007-06-13",40.009998
"113","2007-06-14",41.055
"114","2007-06-15",42.605
"115","2007-06-18",42.34
"116","2007-06-19",42.014999
"117","2007-06-20",42.205002
"118","2007-06-21",42.049999
"119","2007-06-22",41.384998
"120","2007-06-25",41.189999
"121","2007-06-26",40.799999
"122","2007-06-27",40.674999
"123","2007-06-28",40.419998
"124","2007-06-29",40.299999
"125","2007-07-02",40.400002
"126","2007-07-03",40.029999
"127","2007-07-05",41.599998
"128","2007-07-06",41.439999
"129","2007-07-09",41.415001
"130","2007-07-10",40.735001
"131","2007-07-11",41.259998
"132","2007-07-12",43.855
"133","2007-07-13",43.685001
"134","2007-07-16",43.665001
"135","2007-07-17",43.810001
"136","2007-07-18",42.634998
"137","2007-07-19",45.130001
"138","2007-07-20",44.540001
"139","2007-07-23",43.645
"140","2007-07-24",42.195
"141","2007-07-25",42.424999
"142","2007-07-26",45.505001
"143","2007-07-27",45.599998
"144","2007-07-30",45
"145","2007-07-31",43.345001
"146","2007-08-01",43.325001
"147","2007-08-02",43.57
"148","2007-08-03",41.84
"149","2007-08-06",36.215
"150","2007-08-07",32.025002
"151","2007-08-08",33.055
"152","2007-08-09",35.009998
"153","2007-08-10",35.025002
"154","2007-08-13",36.209999
"155","2007-08-14",34.455002
"156","2007-08-15",34.154999
"157","2007-08-16",35.240002
"158","2007-08-17",35.990002
"159","2007-08-20",35.560001
"160","2007-08-21",34.619999
"161","2007-08-22",35.970001
"162","2007-08-23",35.650002
"163","2007-08-24",37.48
"164","2007-08-27",36.790001
"165","2007-08-28",34.610001
"166","2007-08-29",35.200001
"167","2007-08-30",35
"168","2007-08-31",34.970001
"169","2007-09-04",36.139999
"170","2007-09-05",36.959999
"171","2007-09-06",38.82
"172","2007-09-07",37.709999
"173","2007-09-10",37.369999
"174","2007-09-11",39.049999
"175","2007-09-12",40.150002
"176","2007-09-13",39.580002
"177","2007-09-14",40.060001
"178","2007-09-17",39.189999
"179","2007-09-18",40.259998
"180","2007-09-19",39.27
"181","2007-09-20",39
"182","2007-09-21",39.369999
"183","2007-09-24",38
"184","2007-09-25",36.41
"185","2007-09-26",37.849998
"186","2007-09-27",37.299999
"187","2007-09-28",37.189999
"188","2007-10-01",38.189999
"189","2007-10-02",39.43
"190","2007-10-03",39.98
"191","2007-10-04",41.150002
"192","2007-10-05",43.09
"193","2007-10-08",43.48
"194","2007-10-09",42.939999
"195","2007-10-10",42.150002
"196","2007-10-11",41.689999
"197","2007-10-12",41.57
"198","2007-10-15",41.540001
"199","2007-10-16",40.66
"200","2007-10-17",41.110001
"201","2007-10-18",43
"202","2007-10-19",42.630001
"203","2007-10-22",42.91
"204","2007-10-23",44.27
"205","2007-10-24",40.470001
"206","2007-10-25",34.189999
"207","2007-10-26",34.27
"208","2007-10-29",34.450001
"209","2007-10-30",33.66
"210","2007-10-31",36.029999
"211","2007-11-01",36.799999
"212","2007-11-02",36.830002
"213","2007-11-05",38.099998
"214","2007-11-06",37.810001
"215","2007-11-07",35.73
"216","2007-11-08",34.720001
"217","2007-11-09",32.880001
"218","2007-11-12",31.17
"219","2007-11-13",31.790001
"220","2007-11-14",30.969999
"221","2007-11-15",29.799999
"222","2007-11-16",29.690001
"223","2007-11-19",28.83
"224","2007-11-20",27.780001
"225","2007-11-21",27.040001
"226","2007-11-23",26.969999
"227","2007-11-26",26.82
"228","2007-11-27",26.9
"229","2007-11-28",28.040001
"230","2007-11-29",26.120001
"231","2007-11-30",26.42
"232","2007-12-03",26.889999
"233","2007-12-04",26.620001
"234","2007-12-05",28.139999
"235","2007-12-06",28.860001
"236","2007-12-07",28.030001
"237","2007-12-10",29.889999
"238","2007-12-11",29.15
"239","2007-12-12",29.940001
"240","2007-12-13",28.9
"241","2007-12-14",29.23
"242","2007-12-17",27.83
"243","2007-12-18",28.360001
"244","2007-12-19",27.450001
"245","2007-12-20",27.66
"246","2007-12-21",29.16
"247","2007-12-24",29.91
"248","2007-12-26",30.01
"249","2007-12-27",28.9
"250","2007-12-28",29.120001
"251","2007-12-31",28.52
"252","2008-01-02",27.01
"253","2008-01-03",26.48
"254","2008-01-04",24.51
"255","2008-01-07",23.280001
"256","2008-01-08",21.690001
"257","2008-01-09",21.65
"258","2008-01-10",23.23
"259","2008-01-11",21.4
"260","2008-01-14",22.84
"261","2008-01-15",22.540001
"262","2008-01-16",20.68
"263","2008-01-17",20.059999
"264","2008-01-18",20.43
"265","2008-01-22",20.41
"266","2008-01-23",20.18
"267","2008-01-24",24.799999
"268","2008-01-25",23.15
"269","2008-01-28",23.940001
"270","2008-01-29",23.370001
"271","2008-01-30",23.280001
"272","2008-01-31",23.530001
"273","2008-02-01",25.02
"274","2008-02-04",23.940001
"275","2008-02-05",22.32
"276","2008-02-06",21.469999
"277","2008-02-07",21.73
"278","2008-02-08",21.809999
"279","2008-02-11",22.200001
"280","2008-02-12",21.67
"281","2008-02-13",22.610001
"282","2008-02-14",22.58
"283","2008-02-15",22.51
"284","2008-02-19",22.76
"285","2008-02-20",23.34
"286","2008-02-21",22.5
"287","2008-02-22",22.280001
"288","2008-02-25",23.01
"289","2008-02-26",23.469999
"290","2008-02-27",24.49
"291","2008-02-28",23.68
"292","2008-02-29",22.16
"293","2008-03-03",20.969999
"294","2008-03-04",20.469999
"295","2008-03-05",20.799999
"296","2008-03-06",19.360001
"297","2008-03-07",19.389999
"298","2008-03-10",19.030001
"299","2008-03-11",19.58
"300","2008-03-12",19.9
"301","2008-03-13",19.879999
"302","2008-03-14",19.870001
"303","2008-03-17",19.57
"304","2008-03-18",20.690001
"305","2008-03-19",19.18
"306","2008-03-20",19.49
"307","2008-03-24",20.040001
"308","2008-03-25",20.620001
"309","2008-03-26",19.969999
"310","2008-03-27",19.07
"311","2008-03-28",19.1
"312","2008-03-31",18.17
"313","2008-04-01",19.09
"314","2008-04-02",18.450001
"315","2008-04-03",19.23
"316","2008-04-04",18.139999
"317","2008-04-07",18.049999
"318","2008-04-08",18.26
"319","2008-04-09",18.07
"320","2008-04-10",19.32
"321","2008-04-11",19.549999
"322","2008-04-14",19.02
"323","2008-04-15",18.6
"324","2008-04-16",19.67
"325","2008-04-17",19.709999
"326","2008-04-18",21.27
"327","2008-04-21",21.93
"328","2008-04-22",21.309999
"329","2008-04-23",22.190001
"330","2008-04-24",23.57
"331","2008-04-25",23.74
"332","2008-04-28",23.120001
"333","2008-04-29",22.790001
"334","2008-04-30",22.629999
"335","2008-05-01",24.49
"336","2008-05-02",24.4
"337","2008-05-05",24.01
"338","2008-05-06",24.76
"339","2008-05-07",25.950001
"340","2008-05-08",27.42
"341","2008-05-09",27
"342","2008-05-12",28.08
"343","2008-05-13",27.870001
"344","2008-05-14",27.92
