"","date","OCUL"
"74","2014-11-06",15.51
"75","2014-11-07",15.53
"76","2014-11-10",15.57
"77","2014-11-11",15.81
"78","2014-11-12",16
"79","2014-11-13",16.700001
"80","2014-11-14",16.879999
"81","2014-11-17",16.950001
"82","2014-11-18",16.9
"83","2014-11-19",15.89
"84","2014-11-20",15.42
"85","2014-11-21",15.54
"86","2014-11-24",16.799999
"87","2014-11-25",18.190001
"88","2014-11-26",17.57
"89","2014-11-28",16.92
"90","2014-12-01",17.059999
"91","2014-12-02",17.23
"92","2014-12-03",17.67
"93","2014-12-04",17.01
"94","2014-12-05",18.43
"95","2014-12-08",18.93
"96","2014-12-09",18.040001
"97","2014-12-10",18.33
"98","2014-12-11",18.549999
"99","2014-12-12",19.459999
"100","2014-12-15",19.27
"101","2014-12-16",19.809999
"102","2014-12-17",20.24
"103","2014-12-18",20.48
"104","2014-12-19",21.74
"105","2014-12-22",22.25
"106","2014-12-23",22.23
"107","2014-12-24",22.9
"108","2014-12-26",23.02
"109","2014-12-29",23.200001
"110","2014-12-30",22.299999
"111","2014-12-31",23.52
"112","2015-01-02",24.469999
"113","2015-01-05",23.889999
"114","2015-01-06",20.93
"115","2015-01-07",21.65
"116","2015-01-08",21.379999
"117","2015-01-09",21.809999
"118","2015-01-12",21.77
"119","2015-01-13",23
"120","2015-01-14",22.6
"121","2015-01-15",23.205
"122","2015-01-16",24.870001
"123","2015-01-20",24.620001
"124","2015-01-21",25
"125","2015-01-22",26.040001
"126","2015-01-23",26.35
"127","2015-01-26",27.16
"128","2015-01-27",27.77
"129","2015-01-28",28.83
"130","2015-01-29",30.23
"131","2015-01-30",30.48
"132","2015-02-02",30.67
"133","2015-02-03",30.639999
"134","2015-02-04",30.07
"135","2015-02-05",30.450001
"136","2015-02-06",30.82
"137","2015-02-09",30.32
"138","2015-02-10",30.49
"139","2015-02-11",31.540001
"140","2015-02-12",31.26
"141","2015-02-13",31.25
"142","2015-02-17",31.299999
"143","2015-02-18",30.99
"144","2015-02-19",31.32
"145","2015-02-20",31.370001
"146","2015-02-23",34.43
"147","2015-02-24",34.119999
"148","2015-02-25",33.630001
"149","2015-02-26",35.060001
"150","2015-02-27",35.77
"151","2015-03-02",35.52
"152","2015-03-03",35.98
"153","2015-03-04",39.220001
"154","2015-03-05",39.759998
"155","2015-03-06",39.599998
"156","2015-03-09",40.25
"157","2015-03-10",39.459999
"158","2015-03-11",43
"159","2015-03-12",42.75
"160","2015-03-13",42.950001
"161","2015-03-16",41.48
"162","2015-03-17",42.279999
"163","2015-03-18",42.07
"164","2015-03-19",42.200001
"165","2015-03-20",42.5
"166","2015-03-23",42.34
"167","2015-03-24",43.27
"168","2015-03-25",41.389999
"169","2015-03-26",41.25
"170","2015-03-27",42.32
"171","2015-03-30",42.700001
"172","2015-03-31",41.985001
"173","2015-04-01",41.27
"174","2015-04-02",40.889999
"175","2015-04-06",38.299999
"176","2015-04-07",31.049999
"177","2015-04-08",30.5
"178","2015-04-09",28.540001
"179","2015-04-10",26.99
"180","2015-04-13",28.450001
"181","2015-04-14",28.790001
"182","2015-04-15",27.639999
"183","2015-04-16",27.719999
"184","2015-04-17",26.35
"185","2015-04-20",26.5
"186","2015-04-21",25.950001
"187","2015-04-22",25.9
"188","2015-04-23",26.48
"189","2015-04-24",25.360001
"190","2015-04-27",24.49
"191","2015-04-28",24.129999
"192","2015-04-29",23.67
"193","2015-04-30",21.950001
"194","2015-05-01",21.98
"195","2015-05-04",22.299999
"196","2015-05-05",21.49
"197","2015-05-06",21.190001
"198","2015-05-07",21.969999
"199","2015-05-08",22.040001
"200","2015-05-11",21.809999
"201","2015-05-12",21.27
"202","2015-05-13",21.549999
"203","2015-05-14",21.959999
"204","2015-05-15",26.27
"205","2015-05-18",26.43
"206","2015-05-19",26.07
"207","2015-05-20",25.52
"208","2015-05-21",25.24
"209","2015-05-22",23.52
"210","2015-05-26",23.6
"211","2015-05-27",24.35
"212","2015-05-28",23.889999
"213","2015-05-29",24.17
"214","2015-06-01",24.030001
"215","2015-06-02",23.690001
"216","2015-06-03",23.799999
"217","2015-06-04",22.110001
"218","2015-06-05",21.52
"219","2015-06-08",22.629999
"220","2015-06-09",22.360001
"221","2015-06-10",22.040001
"222","2015-06-11",22.540001
"223","2015-06-12",22.34
"224","2015-06-15",22.559999
"225","2015-06-16",23.09
"226","2015-06-17",22.24
"227","2015-06-18",22.27
"228","2015-06-19",21.889999
"229","2015-06-22",22.450001
"230","2015-06-23",21.995001
"231","2015-06-24",21.950001
"232","2015-06-25",23.129999
"233","2015-06-26",22.540001
"234","2015-06-29",21.440001
"235","2015-06-30",21.030001
"236","2015-07-01",20.559999
"237","2015-07-02",20.15
"238","2015-07-06",21.110001
"239","2015-07-07",20.4
"240","2015-07-08",19.969999
"241","2015-07-09",20.09
"242","2015-07-10",20.82
"243","2015-07-13",21.110001
"244","2015-07-14",24.780001
"245","2015-07-15",24.9
"246","2015-07-16",27.92
"247","2015-07-17",27.42
"248","2015-07-20",28.030001
"249","2015-07-21",27.530001
"250","2015-07-22",27.41
"251","2015-07-23",27.82
"252","2015-07-24",25.32
"253","2015-07-27",25.48
"254","2015-07-28",24.74
"255","2015-07-29",24.75
"256","2015-07-30",23.639999
"257","2015-07-31",23.09
"258","2015-08-03",22.049999
"259","2015-08-04",22.049999
"260","2015-08-05",23.43
"261","2015-08-06",22
"262","2015-08-07",21.219999
"263","2015-08-10",20.700001
"264","2015-08-11",18.639999
"265","2015-08-12",18
"266","2015-08-13",21.33
"267","2015-08-14",18.82
"268","2015-08-17",18.57
"269","2015-08-18",17.68
"270","2015-08-19",17.01
"271","2015-08-20",16.139999
"272","2015-08-21",17.5
"273","2015-08-24",17.780001
"274","2015-08-25",17.190001
"275","2015-08-26",16.969999
"276","2015-08-27",17.290001
"277","2015-08-28",17.469999
"278","2015-08-31",17.620001
"279","2015-09-01",16.860001
"280","2015-09-02",17.59
"281","2015-09-03",16.790001
"282","2015-09-04",17.049999
"283","2015-09-08",17.559999
"284","2015-09-09",17.51
"285","2015-09-10",17.25
"286","2015-09-11",16.639999
"287","2015-09-14",16.860001
"288","2015-09-15",17.35
"289","2015-09-16",17.610001
"290","2015-09-17",18.75
"291","2015-09-18",20.190001
"292","2015-09-21",19.809999
"293","2015-09-22",18.389999
"294","2015-09-23",18.24
"295","2015-09-24",17.83
"296","2015-09-25",15.43
"297","2015-09-28",14.23
"298","2015-09-29",13.51
"299","2015-09-30",14.06
"300","2015-10-01",14.08
"301","2015-10-02",14.7
"302","2015-10-05",15.05
"303","2015-10-06",14.65
"304","2015-10-07",15.44
"305","2015-10-08",15.47
"306","2015-10-09",16.34
"307","2015-10-12",16.299999
"308","2015-10-13",15.24
"309","2015-10-14",15.3
"310","2015-10-15",16.25
"311","2015-10-16",16.299999
"312","2015-10-19",16.889999
"313","2015-10-20",16
"314","2015-10-21",15.32
"315","2015-10-22",15.06
"316","2015-10-23",7.18
"317","2015-10-26",7.3
"318","2015-10-27",7.53
"319","2015-10-28",7.98
"320","2015-10-29",9.38
"321","2015-10-30",8.63
"322","2015-11-02",9.65
"323","2015-11-03",10.11
"324","2015-11-04",10.64
"325","2015-11-05",10.75
"326","2015-11-06",10.96
"327","2015-11-09",10.74
"328","2015-11-10",10.32
"329","2015-11-11",8.55
"330","2015-11-12",8.05
"331","2015-11-13",8.48
"332","2015-11-16",8.39
"333","2015-11-17",8.19
"334","2015-11-18",8.18
"335","2015-11-19",8.32
"336","2015-11-20",8.33
"337","2015-11-23",8.31
"338","2015-11-24",8.74
"339","2015-11-25",9.85
"340","2015-11-27",9.99
"341","2015-11-30",9.48
"342","2015-12-01",9.32
"343","2015-12-02",9.89
"344","2015-12-03",9.5
"345","2015-12-04",9.03
"346","2015-12-07",8.83
"347","2015-12-08",9.36
"348","2015-12-09",9.43
"349","2015-12-10",9.65
"350","2015-12-11",8.79
"351","2015-12-14",8.56
"352","2015-12-15",9.05
"353","2015-12-16",9.25
"354","2015-12-17",9.68
"355","2015-12-18",10.5
"356","2015-12-21",10.25
"357","2015-12-22",9.56
"358","2015-12-23",9.6
"359","2015-12-24",9.85
"360","2015-12-28",9.91
"361","2015-12-29",9.55
"362","2015-12-30",9.56
"363","2015-12-31",9.37
"364","2016-01-04",8.9
"365","2016-01-05",8.91
"366","2016-01-06",8.44
"367","2016-01-07",7.69
"368","2016-01-08",7.44
"369","2016-01-11",6.85
"370","2016-01-12",6.53
"371","2016-01-13",5.8
"372","2016-01-14",5.49
"373","2016-01-15",5.67
"374","2016-01-19",5.47
"375","2016-01-20",6.38
"376","2016-01-21",6.91
"377","2016-01-22",7.23
"378","2016-01-25",6.97
"379","2016-01-26",6.34
"380","2016-01-27",6.28
"381","2016-01-28",5.88
"382","2016-01-29",6.12
"383","2016-02-01",6.41
"384","2016-02-02",5.93
"385","2016-02-03",5.85
"386","2016-02-04",6.11
"387","2016-02-05",5.99
"388","2016-02-08",5.61
"389","2016-02-09",5.54
"390","2016-02-10",5.54
"391","2016-02-11",5.63
"392","2016-02-12",5.59
"393","2016-02-16",6.26
"394","2016-02-17",8.67
"395","2016-02-18",8.27
"396","2016-02-19",8.94
"397","2016-02-22",8.42
"398","2016-02-23",7.92
"399","2016-02-24",7.99
"400","2016-02-25",7.82
"401","2016-02-26",8.07
"402","2016-02-29",7.87
"403","2016-03-01",8.12
"404","2016-03-02",8.83
"405","2016-03-03",8.71
"406","2016-03-04",8.71
"407","2016-03-07",9.58
"408","2016-03-08",8.9
"409","2016-03-09",8.23
"410","2016-03-10",7.94
"411","2016-03-11",8.43
"412","2016-03-14",9.05
"413","2016-03-15",8.49
"414","2016-03-16",8.35
"415","2016-03-17",8.79
"416","2016-03-18",9.04
"417","2016-03-21",9.09
"418","2016-03-22",9.41
"419","2016-03-23",8.75
"420","2016-03-24",8.77
"421","2016-03-28",8.68
"422","2016-03-29",9.39
"423","2016-03-30",9.41
"424","2016-03-31",9.66
"425","2016-04-01",9.86
"426","2016-04-04",10.52
"427","2016-04-05",10.67
"428","2016-04-06",11.95
"429","2016-04-07",13.01
"430","2016-04-08",12.12
"431","2016-04-11",11.59
"432","2016-04-12",11.79
"433","2016-04-13",12.97
"434","2016-04-14",12.52
"435","2016-04-15",12.45
"436","2016-04-18",12.53
"437","2016-04-19",12.45
"438","2016-04-20",12.55
"439","2016-04-21",13.39
"440","2016-04-22",14.25
"441","2016-04-25",12.96
"442","2016-04-26",12.33
"443","2016-04-27",12.5
"444","2016-04-28",12.67
"445","2016-04-29",12.28
"446","2016-05-02",11.9
"447","2016-05-03",11.7
"448","2016-05-04",10.64
"449","2016-05-05",10.52
"450","2016-05-06",10.16
"451","2016-05-09",10.83
"452","2016-05-10",10.16
"453","2016-05-11",9.96
"454","2016-05-12",9.53
"455","2016-05-13",10.04
"456","2016-05-16",11
"457","2016-05-17",11.18
"458","2016-05-18",11.57
"459","2016-05-19",11.47
"460","2016-05-20",10.9
"461","2016-05-23",11.15
"462","2016-05-24",11.59
"463","2016-05-25",11.88
"464","2016-05-26",11.89
"465","2016-05-27",11.93
"466","2016-05-31",12
"467","2016-06-01",11.96
"468","2016-06-02",12.05
"469","2016-06-03",11.85
"470","2016-06-06",6.81
"471","2016-06-07",6.69
"472","2016-06-08",6.8
"473","2016-06-09",6.53
"474","2016-06-10",6.29
"475","2016-06-13",6.4
"476","2016-06-14",6
"477","2016-06-15",5.8
"478","2016-06-16",5.59
"479","2016-06-17",5.4
"480","2016-06-20",5.45
"481","2016-06-21",5.38
"482","2016-06-22",5.32
"483","2016-06-23",5.41
"484","2016-06-24",5.17
"485","2016-06-27",4.64
"486","2016-06-28",5.06
"487","2016-06-29",5.19
"488","2016-06-30",4.95
"489","2016-07-01",4.9
"490","2016-07-05",5.02
"491","2016-07-06",5.12
"492","2016-07-07",5.34
"493","2016-07-08",5.94
"494","2016-07-11",5.76
"495","2016-07-12",5.49
"496","2016-07-13",4.96
"497","2016-07-14",4.89
"498","2016-07-15",5.02
"499","2016-07-18",5.02
"500","2016-07-19",4.85
"501","2016-07-20",5.24
"502","2016-07-21",5.15
"503","2016-07-22",5.17
"504","2016-07-25",4.42
"505","2016-07-26",4.64
"506","2016-07-27",4.65
"507","2016-07-28",4.5
"508","2016-07-29",4.37
"509","2016-08-01",4.38
"510","2016-08-02",4.17
"511","2016-08-03",4.2
"512","2016-08-04",5.63
"513","2016-08-05",6.47
"514","2016-08-08",6.11
"515","2016-08-09",6.08
"516","2016-08-10",5.84
"517","2016-08-11",6.3
"518","2016-08-12",6.78
"519","2016-08-15",8.21
"520","2016-08-16",7.45
"521","2016-08-17",7.34
"522","2016-08-18",7.11
"523","2016-08-19",7.12
"524","2016-08-22",7.03
"525","2016-08-23",6.88
"526","2016-08-24",6.38
"527","2016-08-25",6.37
"528","2016-08-26",6.37
"529","2016-08-29",6.44
"530","2016-08-30",6.77
"531","2016-08-31",6.39
"532","2016-09-01",6.36
"533","2016-09-02",6.38
"534","2016-09-06",6.75
"535","2016-09-07",7.16
"536","2016-09-08",7.23
"537","2016-09-09",6.78
"538","2016-09-12",7.17
"539","2016-09-13",6.66
"540","2016-09-14",6.51
"541","2016-09-15",6.61
"542","2016-09-16",6.75
"543","2016-09-19",6.7
"544","2016-09-20",7.11
"545","2016-09-21",7.14
"546","2016-09-22",7.18
"547","2016-09-23",7.14
"548","2016-09-26",6.79
"549","2016-09-27",6.91
"550","2016-09-28",6.88
"551","2016-09-29",6.76
"552","2016-09-30",6.87
"553","2016-10-03",6.85
"554","2016-10-04",6.96
"555","2016-10-05",6.94
"556","2016-10-06",6.61
"557","2016-10-07",6.42
"558","2016-10-10",6.81
"559","2016-10-11",6.51
"560","2016-10-12",6.31
"561","2016-10-13",7.22
"562","2016-10-14",6.79
"563","2016-10-17",6.55
"564","2016-10-18",6.62
"565","2016-10-19",6.77
"566","2016-10-20",6.84
"567","2016-10-21",6.88
"568","2016-10-24",6.77
"569","2016-10-25",6.51
"570","2016-10-26",6.44
"571","2016-10-27",6.12
"572","2016-10-28",5.86
"573","2016-10-31",5.66
"574","2016-11-01",5.74
"575","2016-11-02",5.41
"576","2016-11-03",4.91
"577","2016-11-04",5.22
"578","2016-11-07",5.21
"579","2016-11-08",5.24
"580","2016-11-09",6
"581","2016-11-10",6.5
"582","2016-11-11",6.87
"583","2016-11-14",7.49
"584","2016-11-15",7.89
"585","2016-11-16",8.86
"586","2016-11-17",9.64
"587","2016-11-18",10.91
"588","2016-11-21",10.17
"589","2016-11-22",10.52
"590","2016-11-23",10.73
"591","2016-11-25",11.5
"592","2016-11-28",10.15
"593","2016-11-29",9.83
"594","2016-11-30",9.29
"595","2016-12-01",9.24
"596","2016-12-02",9.49
"597","2016-12-05",9.17
"598","2016-12-06",9.52
"599","2016-12-07",9.37
"600","2016-12-08",9.28
"601","2016-12-09",9.29
"602","2016-12-12",8.88
"603","2016-12-13",8.36
"604","2016-12-14",7.97
"605","2016-12-15",7.98
"606","2016-12-16",7.95
"607","2016-12-19",8.72
"608","2016-12-20",8.61
"609","2016-12-21",8.2
"610","2016-12-22",8.27
"611","2016-12-23",8.55
"612","2016-12-27",8.43
"613","2016-12-28",8.18
"614","2016-12-29",8.33
"615","2016-12-30",8.37
"616","2017-01-03",8.32
"617","2017-01-04",8.57
"618","2017-01-05",8.18
"619","2017-01-06",8.05
"620","2017-01-09",7.99
"621","2017-01-10",7.95
"622","2017-01-11",7.74
"623","2017-01-12",7.88
"624","2017-01-13",8.09
"625","2017-01-17",7.89
"626","2017-01-18",8.18
"627","2017-01-19",8.16
"628","2017-01-20",7.93
"629","2017-01-23",7.55
"630","2017-01-24",6.87
"631","2017-01-25",6.93
"632","2017-01-26",6.79
"633","2017-01-27",6.87
"634","2017-01-30",6.44
"635","2017-01-31",6.56
"636","2017-02-01",6.8
"637","2017-02-02",6.87
"638","2017-02-03",6.88
"639","2017-02-06",6.89
"640","2017-02-07",6.91
"641","2017-02-08",6.89
"642","2017-02-09",7.18
"643","2017-02-10",8.45
"644","2017-02-13",8.98
"645","2017-02-14",9.05
"646","2017-02-15",9.53
"647","2017-02-16",9.99
"648","2017-02-17",10.12
"649","2017-02-21",9.12
"650","2017-02-22",8.32
"651","2017-02-23",8.22
"652","2017-02-24",8.15
"653","2017-02-27",8.81
"654","2017-02-28",8.34
"655","2017-03-01",8.74
"656","2017-03-02",8.57
"657","2017-03-03",8.7
"658","2017-03-06",8.54
"659","2017-03-07",8.51
"660","2017-03-08",8.85
"661","2017-03-09",8.86
"662","2017-03-10",8.47
"663","2017-03-13",8.72
"664","2017-03-14",8.35
"665","2017-03-15",8.9
"666","2017-03-16",9.98
"667","2017-03-17",9.5
"668","2017-03-20",9.87
"669","2017-03-21",9.17
"670","2017-03-22",9.2
"671","2017-03-23",9.18
"672","2017-03-24",9.27
"673","2017-03-27",9.36
"674","2017-03-28",9.28
"675","2017-03-29",9.39
"676","2017-03-30",9.22
"677","2017-03-31",9.28
"678","2017-04-03",8.99
"679","2017-04-04",8.6
"680","2017-04-05",8.14
"681","2017-04-06",8.15
"682","2017-04-07",8.36
"683","2017-04-10",8.57
"684","2017-04-11",8.35
"685","2017-04-12",8.46
"686","2017-04-13",8.52
"687","2017-04-17",8.56
"688","2017-04-18",8.22
"689","2017-04-19",8.4
"690","2017-04-20",8.7
"691","2017-04-21",8.725
"692","2017-04-24",9.3
"693","2017-04-25",9.22
"694","2017-04-26",9.4
"695","2017-04-27",9.89
"696","2017-04-28",9.96
"697","2017-05-01",9.37
"698","2017-05-02",9
"699","2017-05-03",9.1
"700","2017-05-04",9.1
"701","2017-05-05",7.63
"702","2017-05-08",8.07
"703","2017-05-09",8.08
"704","2017-05-10",8.2
"705","2017-05-11",8.41
"706","2017-05-12",9.64
"707","2017-05-15",9.97
"708","2017-05-16",9.9
"709","2017-05-17",10.15
"710","2017-05-18",10.4
"711","2017-05-19",10.38
"712","2017-05-22",10.09
"713","2017-05-23",10.26
"714","2017-05-24",10.23
"715","2017-05-25",10.3
"716","2017-05-26",11.03
"717","2017-05-30",10.85
"718","2017-05-31",10.2
"719","2017-06-01",10.71
"720","2017-06-02",11
"721","2017-06-05",11.16
"722","2017-06-06",11.13
"723","2017-06-07",11.05
"724","2017-06-08",11.36
"725","2017-06-09",11.2
"726","2017-06-12",10.75
"727","2017-06-13",10.89
"728","2017-06-14",10.5
"729","2017-06-15",10.28
"730","2017-06-16",10.16
"731","2017-06-19",10.69
"732","2017-06-20",10.94
"733","2017-06-21",11.04
"734","2017-06-22",11.54
"735","2017-06-23",10.15
"736","2017-06-26",10.07
"737","2017-06-27",9.94
"738","2017-06-28",9.74
"739","2017-06-29",9.32
"740","2017-06-30",9.27
"741","2017-07-03",9.8
"742","2017-07-05",10.18
"743","2017-07-06",9.5
"744","2017-07-07",7.12
"745","2017-07-10",6.49
"746","2017-07-11",7.6
"747","2017-07-12",6.67
"748","2017-07-13",6.655
"749","2017-07-14",6.33
"750","2017-07-17",6.41
"751","2017-07-18",6.38
"752","2017-07-19",6.59
"753","2017-07-20",6.88
"754","2017-07-21",6.72
"755","2017-07-24",6.61
"756","2017-07-25",6.42
"757","2017-07-26",6.52
"758","2017-07-27",6.32
"759","2017-07-28",6.3
"760","2017-07-31",6.33
"761","2017-08-01",6.46
"762","2017-08-02",6.16
"763","2017-08-03",5.275
"764","2017-08-04",5.77
"765","2017-08-07",6.04
"766","2017-08-08",5.95
"767","2017-08-09",5.78
"768","2017-08-10",5.78
"769","2017-08-11",5.95
"770","2017-08-14",5.81
"771","2017-08-15",5.82
"772","2017-08-16",5.8
"773","2017-08-17",5.84
"774","2017-08-18",5.88
"775","2017-08-21",5.8
"776","2017-08-22",5.78
"777","2017-08-23",5.7
"778","2017-08-24",5.76
"779","2017-08-25",5.6
"780","2017-08-28",5.71
"781","2017-08-29",6.2
"782","2017-08-30",6.15
"783","2017-08-31",6.26
"784","2017-09-01",6.46
"785","2017-09-05",6.45
"786","2017-09-06",6.42
"787","2017-09-07",6.88
"788","2017-09-08",6.61
"789","2017-09-11",6.55
"790","2017-09-12",6.51
"791","2017-09-13",6.49
"792","2017-09-14",6.43
"793","2017-09-15",6.49
"794","2017-09-18",6.28
"795","2017-09-19",6.2
"796","2017-09-20",6.31
"797","2017-09-21",6.34
"798","2017-09-22",6.38
"799","2017-09-25",6.37
"800","2017-09-26",6.39
"801","2017-09-27",6.43
"802","2017-09-28",6.4
"803","2017-09-29",6.18
"804","2017-10-02",6.3
"805","2017-10-03",6.37
"806","2017-10-04",6.3
"807","2017-10-05",6.34
"808","2017-10-06",6.26
"809","2017-10-09",6.05
"810","2017-10-10",6.08
"811","2017-10-11",5.93
"812","2017-10-12",6.05
"813","2017-10-13",5.92
"814","2017-10-16",5.89
"815","2017-10-17",5.75
"816","2017-10-18",5.69
"817","2017-10-19",5.63
"818","2017-10-20",5.56
"819","2017-10-23",5.58
"820","2017-10-24",5.9
"821","2017-10-25",5.78
"822","2017-10-26",5.76
"823","2017-10-27",5.77
"824","2017-10-30",5.79
"825","2017-10-31",5.76
"826","2017-11-01",5.63
"827","2017-11-02",5.69
"828","2017-11-03",5.73
"829","2017-11-06",6.11
"830","2017-11-07",5.74
"831","2017-11-08",5.27
"832","2017-11-09",5.04
"833","2017-11-10",5.37
"834","2017-11-13",5.32
"835","2017-11-14",5.21
"836","2017-11-15",5.13
"837","2017-11-16",5.04
"838","2017-11-17",4.97
"839","2017-11-20",4.68
"840","2017-11-21",4.3
"841","2017-11-22",4.18
"842","2017-11-24",4.15
"843","2017-11-27",3.73
"844","2017-11-28",4.07
"845","2017-11-29",4.01
"846","2017-11-30",4.12
"847","2017-12-01",4.02
"848","2017-12-04",4.05
"849","2017-12-05",3.97
"850","2017-12-06",3.91
"851","2017-12-07",4.01
"852","2017-12-08",4.15
"853","2017-12-11",4.22
"854","2017-12-12",4.27
"855","2017-12-13",4.69
"856","2017-12-14",4.75
"857","2017-12-15",4.84
"858","2017-12-18",4.65
"859","2017-12-19",4.67
"860","2017-12-20",4.51
"861","2017-12-21",4.61
"862","2017-12-22",4.58
"863","2017-12-26",4.5
"864","2017-12-27",4.48
"865","2017-12-28",4.49
"866","2017-12-29",4.45
"867","2018-01-02",4.81
"868","2018-01-03",4.66
"869","2018-01-04",4.83
"870","2018-01-05",4.87
"871","2018-01-08",4.85
"872","2018-01-09",4.86
"873","2018-01-10",4.82
"874","2018-01-11",4.91
"875","2018-01-12",5.6
"876","2018-01-16",5.3
"877","2018-01-17",5.56
"878","2018-01-18",5.54
"879","2018-01-19",6.23
"880","2018-01-22",6.48
"881","2018-01-23",6.24
"882","2018-01-24",6.19
"883","2018-01-25",5.31
"884","2018-01-26",5.21
"885","2018-01-29",5.57
"886","2018-01-30",5.89
"887","2018-01-31",5.47
"888","2018-02-01",5.48
"889","2018-02-02",5.18
"890","2018-02-05",5.01
"891","2018-02-06",5.17
"892","2018-02-07",5.18
"893","2018-02-08",5.03
"894","2018-02-09",5.03
"895","2018-02-12",5
"896","2018-02-13",5.05
"897","2018-02-14",4.94
"898","2018-02-15",4.95
"899","2018-02-16",4.91
"900","2018-02-20",4.79
"901","2018-02-21",5.07
"902","2018-02-22",4.87
"903","2018-02-23",5.04
"904","2018-02-26",5.19
"905","2018-02-27",5.27
"906","2018-02-28",5.23
"907","2018-03-01",5.51
"908","2018-03-02",6
"909","2018-03-05",5.76
"910","2018-03-06",5.9
"911","2018-03-07",5.95
"912","2018-03-08",5.86
"913","2018-03-09",5.9
"914","2018-03-12",6.37
"915","2018-03-13",6.33
"916","2018-03-14",6.24
"917","2018-03-15",6.44
"918","2018-03-16",7.08
"919","2018-03-19",6.86
"920","2018-03-20",6.61
"921","2018-03-21",7.04
"922","2018-03-22",6.99
"923","2018-03-23",6.74
"924","2018-03-26",6.74
"925","2018-03-27",6.33
"926","2018-03-28",6.57
"927","2018-03-29",6.51
"928","2018-04-02",6.44
"929","2018-04-03",6.49
"930","2018-04-04",6.64
"931","2018-04-05",6.47
"932","2018-04-06",6.11
"933","2018-04-09",5.99
"934","2018-04-10",6.33
"935","2018-04-11",6.44
"936","2018-04-12",6.5
"937","2018-04-13",6.48
"938","2018-04-16",6.39
"939","2018-04-17",6.39
"940","2018-04-18",6.37
"941","2018-04-19",6.48
"942","2018-04-20",6.45
"943","2018-04-23",6.38
"944","2018-04-24",6.31
"945","2018-04-25",6.29
"946","2018-04-26",6.45
"947","2018-04-27",6.49
"948","2018-04-30",6.29
"949","2018-05-01",6.46
"950","2018-05-02",6.58
"951","2018-05-03",6.28
"952","2018-05-04",6.45
"953","2018-05-07",6.71
"954","2018-05-08",6.73
"955","2018-05-09",6.73
"956","2018-05-10",6.93
"957","2018-05-11",7.14
"958","2018-05-14",6.82
"959","2018-05-15",6.84
"960","2018-05-16",6.92
"961","2018-05-17",6.92
"962","2018-05-18",6.93
"963","2018-05-21",6.89
"964","2018-05-22",6.82
"965","2018-05-23",6.63
"966","2018-05-24",6.78
"967","2018-05-25",6.7
"968","2018-05-29",6.73
"969","2018-05-30",6.72
"970","2018-05-31",6.77
"971","2018-06-01",6.81
"972","2018-06-04",6.77
"973","2018-06-05",6.86
"974","2018-06-06",7.15
"975","2018-06-07",7.23
"976","2018-06-08",7.22
"977","2018-06-11",7.25
"978","2018-06-12",7.71
"979","2018-06-13",8.1
"980","2018-06-14",8.14
"981","2018-06-15",8.17
"982","2018-06-18",7.99
"983","2018-06-19",8.02
"984","2018-06-20",7.91
"985","2018-06-21",7.73
"986","2018-06-22",7.775
"987","2018-06-25",7.56
"988","2018-06-26",7.42
"989","2018-06-27",7.23
"990","2018-06-28",7.25
"991","2018-06-29",6.75
"992","2018-07-02",6.58
