"","date","TX"
"1","2007-01-03",28.610001
"2","2007-01-04",28.25
"3","2007-01-05",28.040001
"4","2007-01-08",27.450001
"5","2007-01-09",26.360001
"6","2007-01-10",26.52
"7","2007-01-11",26.73
"8","2007-01-12",25.959999
"9","2007-01-16",25.870001
"10","2007-01-17",25.5
"11","2007-01-18",25.09
"12","2007-01-19",25.35
"13","2007-01-22",24.559999
"14","2007-01-23",24.01
"15","2007-01-24",24.950001
"16","2007-01-25",24.85
"17","2007-01-26",24.809999
"18","2007-01-29",24.59
"19","2007-01-30",25.24
"20","2007-01-31",25.690001
"21","2007-02-01",26.02
"22","2007-02-02",26.389999
"23","2007-02-05",26.290001
"24","2007-02-06",26.530001
"25","2007-02-07",26.059999
"26","2007-02-08",26.1
"27","2007-02-09",25.65
"28","2007-02-12",25.459999
"29","2007-02-13",26.969999
"30","2007-02-14",29.01
"31","2007-02-15",29.030001
"32","2007-02-16",28.950001
"33","2007-02-20",28.91
"34","2007-02-21",28.57
"35","2007-02-22",28.540001
"36","2007-02-23",28.75
"37","2007-02-26",29.85
"38","2007-02-27",27.290001
"39","2007-02-28",26.9
"40","2007-03-01",26.49
"41","2007-03-02",25.75
"42","2007-03-05",25.42
"43","2007-03-06",26.65
"44","2007-03-07",26.18
"45","2007-03-08",27.360001
"46","2007-03-09",27.6
"47","2007-03-12",28
"48","2007-03-13",26.83
"49","2007-03-14",27.469999
"50","2007-03-15",27.77
"51","2007-03-16",27
"52","2007-03-19",27.9
"53","2007-03-20",27.58
"54","2007-03-21",28.620001
"55","2007-03-22",28.219999
"56","2007-03-23",28.559999
"57","2007-03-26",28.219999
"58","2007-03-27",27.809999
"59","2007-03-28",27.280001
"60","2007-03-29",28.01
"61","2007-03-30",27.940001
"62","2007-04-02",28.440001
"63","2007-04-03",28.450001
"64","2007-04-04",28.690001
"65","2007-04-05",28.91
"66","2007-04-09",29.25
"67","2007-04-10",29.33
"68","2007-04-11",28.950001
"69","2007-04-12",29.02
"70","2007-04-13",29.34
"71","2007-04-16",29.91
"72","2007-04-17",26.6
"73","2007-04-18",28
"74","2007-04-19",27.75
"75","2007-04-20",28.200001
"76","2007-04-23",27.83
"77","2007-04-24",27.129999
"78","2007-04-25",27.16
"79","2007-04-26",26.66
"80","2007-04-27",26.32
"81","2007-04-30",26.9
"82","2007-05-01",26.83
"83","2007-05-02",27.200001
"84","2007-05-03",26.15
"85","2007-05-04",26.139999
"86","2007-05-07",26.389999
"87","2007-05-08",26.27
"88","2007-05-09",26.540001
"89","2007-05-10",25.700001
"90","2007-05-11",26.059999
"91","2007-05-14",26.219999
"92","2007-05-15",26.1
"93","2007-05-16",26.75
"94","2007-05-17",26.57
"95","2007-05-18",26.92
"96","2007-05-21",26.66
"97","2007-05-22",26.51
"98","2007-05-23",26.65
"99","2007-05-24",26.700001
"100","2007-05-25",26.709999
"101","2007-05-29",26.610001
"102","2007-05-30",26.540001
"103","2007-05-31",26.82
"104","2007-06-01",26.870001
"105","2007-06-04",27.030001
"106","2007-06-05",27.09
"107","2007-06-06",26.879999
"108","2007-06-07",26.33
"109","2007-06-08",26.6
"110","2007-06-11",26.219999
"111","2007-06-12",25.620001
"112","2007-06-13",26.540001
"113","2007-06-14",27.700001
"114","2007-06-15",28.26
"115","2007-06-18",29.43
"116","2007-06-19",29.65
"117","2007-06-20",29.049999
"118","2007-06-21",30.780001
"119","2007-06-22",31
"120","2007-06-25",30.51
"121","2007-06-26",29.889999
"122","2007-06-27",30.34
"123","2007-06-28",30.379999
"124","2007-06-29",30.290001
"125","2007-07-02",31
"126","2007-07-03",31.299999
"127","2007-07-05",31.26
"128","2007-07-06",31.42
"129","2007-07-09",32.650002
"130","2007-07-10",32.790001
"131","2007-07-11",33.209999
"132","2007-07-12",34.09
"133","2007-07-13",32.950001
"134","2007-07-16",31.99
"135","2007-07-17",32.240002
"136","2007-07-18",31.84
"137","2007-07-19",32.049999
"138","2007-07-20",32.73
"139","2007-07-23",32.700001
"140","2007-07-24",31.469999
"141","2007-07-25",31.360001
"142","2007-07-26",30.23
"143","2007-07-27",30.17
"144","2007-07-30",30.76
"145","2007-07-31",30.870001
"146","2007-08-01",30.799999
"147","2007-08-02",30.610001
"148","2007-08-03",31.139999
"149","2007-08-06",29.549999
"150","2007-08-07",29.549999
"151","2007-08-08",28.969999
"152","2007-08-09",27.34
"153","2007-08-10",28.209999
"154","2007-08-13",28.969999
"155","2007-08-14",28.07
"156","2007-08-15",27
"157","2007-08-16",24.41
"158","2007-08-17",25.07
"159","2007-08-20",26.959999
"160","2007-08-21",26.809999
"161","2007-08-22",28.120001
"162","2007-08-23",28.719999
"163","2007-08-24",30.32
"164","2007-08-27",30.120001
"165","2007-08-28",29.01
"166","2007-08-29",29.58
"167","2007-08-30",29.790001
"168","2007-08-31",30.5
"169","2007-09-04",30.6
"170","2007-09-05",30.42
"171","2007-09-06",30.65
"172","2007-09-07",30.530001
"173","2007-09-10",29.48
"174","2007-09-11",30.24
"175","2007-09-12",30.57
"176","2007-09-13",30.690001
"177","2007-09-14",29.85
"178","2007-09-17",29.91
"179","2007-09-18",30.49
"180","2007-09-19",31.219999
"181","2007-09-20",31.190001
"182","2007-09-21",31.309999
"183","2007-09-24",31.469999
"184","2007-09-25",31.389999
"185","2007-09-26",31.709999
"186","2007-09-27",31.42
"187","2007-09-28",31.4
"188","2007-10-01",31.77
"189","2007-10-02",31.67
"190","2007-10-03",31.459999
"191","2007-10-04",31.27
"192","2007-10-05",31.4
"193","2007-10-08",31.559999
"194","2007-10-09",31.549999
"195","2007-10-10",31.65
"196","2007-10-11",32.779999
"197","2007-10-12",32.860001
"198","2007-10-15",33.130001
"199","2007-10-16",32.619999
"200","2007-10-17",34.599998
"201","2007-10-18",35.950001
"202","2007-10-19",35
"203","2007-10-22",35.200001
"204","2007-10-23",36.150002
"205","2007-10-24",36
"206","2007-10-25",36.23
"207","2007-10-26",36.5
"208","2007-10-29",37.689999
"209","2007-10-30",36.799999
"210","2007-10-31",36.93
"211","2007-11-01",35.439999
"212","2007-11-02",36.259998
"213","2007-11-05",34.630001
"214","2007-11-06",36.650002
"215","2007-11-07",36.810001
"216","2007-11-08",38.720001
"217","2007-11-09",38
"218","2007-11-12",36.689999
"219","2007-11-13",37.959999
"220","2007-11-14",37.43
"221","2007-11-15",37.360001
"222","2007-11-16",37.66
"223","2007-11-19",35.310001
"224","2007-11-20",36.389999
"225","2007-11-21",35.139999
"226","2007-11-23",35.389999
"227","2007-11-26",34.41
"228","2007-11-27",33.970001
"229","2007-11-28",35.830002
"230","2007-11-29",35.93
"231","2007-11-30",37.630001
"232","2007-12-03",37.779999
"233","2007-12-04",37.27
"234","2007-12-05",37.380001
"235","2007-12-06",38.450001
"236","2007-12-07",40.049999
"237","2007-12-10",41.23
"238","2007-12-11",40.68
"239","2007-12-12",41.16
"240","2007-12-13",39.529999
"241","2007-12-14",39.310001
"242","2007-12-17",37.84
"243","2007-12-18",38.57
"244","2007-12-19",38.610001
"245","2007-12-20",38.650002
"246","2007-12-21",38.630001
"247","2007-12-24",38.529999
"248","2007-12-26",40.080002
"249","2007-12-27",39.360001
"250","2007-12-28",40.029999
"251","2007-12-31",40.110001
"252","2008-01-02",39.32
"253","2008-01-03",38.630001
"254","2008-01-04",37.16
"255","2008-01-07",35.66
"256","2008-01-08",36.029999
"257","2008-01-09",35.259998
"258","2008-01-10",35.75
"259","2008-01-11",35.48
"260","2008-01-14",35.43
"261","2008-01-15",33.790001
"262","2008-01-16",32.279999
"263","2008-01-17",32.869999
"264","2008-01-18",33.150002
"265","2008-01-22",33.900002
"266","2008-01-23",33.490002
"267","2008-01-24",34.849998
"268","2008-01-25",34.459999
"269","2008-01-28",34.299999
"270","2008-01-29",34.349998
"271","2008-01-30",34.139999
"272","2008-01-31",34.959999
"273","2008-02-01",35.900002
"274","2008-02-04",36
"275","2008-02-05",35.279999
"276","2008-02-06",34.450001
"277","2008-02-07",34.23
"278","2008-02-08",34.599998
"279","2008-02-11",35.950001
"280","2008-02-12",36.41
"281","2008-02-13",37.470001
"282","2008-02-14",36.150002
"283","2008-02-15",36.950001
"284","2008-02-19",36.830002
"285","2008-02-20",37.810001
"286","2008-02-21",39.360001
"287","2008-02-22",39.5
"288","2008-02-25",38.82
"289","2008-02-26",39.099998
"290","2008-02-27",37.610001
"291","2008-02-28",38.41
"292","2008-02-29",37.259998
"293","2008-03-03",37.860001
"294","2008-03-04",37.779999
"295","2008-03-05",37.900002
"296","2008-03-06",37.349998
"297","2008-03-07",36.799999
"298","2008-03-10",35.790001
"299","2008-03-11",37.119999
"300","2008-03-12",37.580002
"301","2008-03-13",37.060001
"302","2008-03-14",37.16
"303","2008-03-17",35.82
"304","2008-03-18",36.950001
"305","2008-03-19",35.720001
"306","2008-03-20",34.52
"307","2008-03-24",35.400002
"308","2008-03-25",36.5
"309","2008-03-26",36.639999
"310","2008-03-27",36.470001
"311","2008-03-28",36.119999
"312","2008-03-31",35.880001
"313","2008-04-01",37.490002
"314","2008-04-02",37.27
"315","2008-04-03",38.619999
"316","2008-04-04",39.18
"317","2008-04-07",39.34
"318","2008-04-08",38.68
"319","2008-04-09",34.669998
"320","2008-04-10",33
"321","2008-04-11",33.66
"322","2008-04-14",33.52
"323","2008-04-15",33.220001
"324","2008-04-16",34.82
"325","2008-04-17",35.48
"326","2008-04-18",36.48
"327","2008-04-21",36.57
"328","2008-04-22",35.990002
"329","2008-04-23",36.099998
"330","2008-04-24",35.299999
"331","2008-04-25",35.75
"332","2008-04-28",33.830002
"333","2008-04-29",34.610001
"334","2008-04-30",34.880001
"335","2008-05-01",34.790001
"336","2008-05-02",35.5
"337","2008-05-05",36.360001
"338","2008-05-06",37.139999
"339","2008-05-07",37.209999
"340","2008-05-08",37.77
"341","2008-05-09",37.549999
"342","2008-05-12",37.639999
"343","2008-05-13",37.02
"344","2008-05-14",36.540001
"345","2008-05-15",36.279999
"346","2008-05-16",39.040001
"347","2008-05-19",40.349998
"348","2008-05-20",40.91
"349","2008-05-21",41.27
"350","2008-05-22",43.59
"351","2008-05-23",43.41
"352","2008-05-27",43.540001
"353","2008-05-28",43.700001
"354","2008-05-29",44.150002
"355","2008-05-30",44.389999
"356","2008-06-02",45.18
"357","2008-06-03",44.720001
"358","2008-06-04",44.220001
"359","2008-06-05",44.98
"360","2008-06-06",44.599998
"361","2008-06-09",44.450001
"362","2008-06-10",43.02
"363","2008-06-11",43.599998
"364","2008-06-12",42.970001
"365","2008-06-13",42.860001
"366","2008-06-16",42.310001
"367","2008-06-17",42.029999
"368","2008-06-18",41.669998
"369","2008-06-19",41.990002
"370","2008-06-20",40.900002
"371","2008-06-23",41.77
"372","2008-06-24",41.150002
"373","2008-06-25",41.700001
"374","2008-06-26",40.720001
"375","2008-06-27",41.700001
"376","2008-06-30",42
"377","2008-07-01",41.009998
"378","2008-07-02",37.77
"379","2008-07-03",36.080002
"380","2008-07-07",37.630001
"381","2008-07-08",37.900002
"382","2008-07-09",37.5
"383","2008-07-10",38.48
"384","2008-07-11",39.560001
"385","2008-07-14",40.450001
"386","2008-07-15",38.91
"387","2008-07-16",38
"388","2008-07-17",36.150002
"389","2008-07-18",35.830002
"390","2008-07-21",37.189999
"391","2008-07-22",36.25
"392","2008-07-23",35.619999
"393","2008-07-24",33.32
"394","2008-07-25",33.689999
"395","2008-07-28",34.650002
"396","2008-07-29",35.509998
"397","2008-07-30",36.07
"398","2008-07-31",34.889999
"399","2008-08-01",34.490002
"400","2008-08-04",33.580002
"401","2008-08-05",34.860001
"402","2008-08-06",35.869999
"403","2008-08-07",34.32
"404","2008-08-08",34.349998
"405","2008-08-11",32.52
"406","2008-08-12",31.629999
"407","2008-08-13",31.950001
"408","2008-08-14",31.73
"409","2008-08-15",31.67
"410","2008-08-18",31.780001
"411","2008-08-19",34
"412","2008-08-20",34.43
"413","2008-08-21",34.599998
"414","2008-08-22",35.009998
"415","2008-08-25",33.470001
"416","2008-08-26",33.43
"417","2008-08-27",34.07
"418","2008-08-28",34.009998
"419","2008-08-29",33.32
"420","2008-09-02",31.110001
"421","2008-09-03",30.389999
"422","2008-09-04",27.299999
"423","2008-09-05",27.67
"424","2008-09-08",26.290001
"425","2008-09-09",25.08
"426","2008-09-10",25.42
"427","2008-09-11",25.07
"428","2008-09-12",26.73
"429","2008-09-15",24.48
"430","2008-09-16",23.299999
"431","2008-09-17",20.389999
"432","2008-09-18",20.76
"433","2008-09-19",22.809999
"434","2008-09-22",21.799999
"435","2008-09-23",21.08
"436","2008-09-24",20.629999
"437","2008-09-25",21.120001
"438","2008-09-26",20.530001
"439","2008-09-29",16.49
"440","2008-09-30",17.639999
"441","2008-10-01",17.24
"442","2008-10-02",15.64
"443","2008-10-03",16.219999
"444","2008-10-06",13.49
"445","2008-10-07",12.41
"446","2008-10-08",9.98
"447","2008-10-09",10.31
"448","2008-10-10",11.1
"449","2008-10-13",13.24
"450","2008-10-14",13.8
"451","2008-10-15",11.7
"452","2008-10-16",12.48
"453","2008-10-17",12.87
"454","2008-10-20",13.37
"455","2008-10-21",11.44
"456","2008-10-22",9.7
"457","2008-10-23",9.21
"458","2008-10-24",8.48
"459","2008-10-27",7.72
"460","2008-10-28",9.07
"461","2008-10-29",9.13
"462","2008-10-30",9.23
"463","2008-10-31",8.81
"464","2008-11-03",8.85
"465","2008-11-04",9.34
"466","2008-11-05",8.4
"467","2008-11-06",7.05
"468","2008-11-07",7.4
"469","2008-11-10",7.46
"470","2008-11-11",7.06
"471","2008-11-12",6.42
"472","2008-11-13",7.16
"473","2008-11-14",6.64
"474","2008-11-17",6.56
"475","2008-11-18",6.36
"476","2008-11-19",5.64
"477","2008-11-20",4.65
"478","2008-11-21",5.54
"479","2008-11-24",5.97
"480","2008-11-25",6.08
"481","2008-11-26",6.97
"482","2008-11-28",7.18
"483","2008-12-01",6.32
"484","2008-12-02",6.95
"485","2008-12-03",6.62
"486","2008-12-04",6.77
"487","2008-12-05",7.08
"488","2008-12-08",7.95
"489","2008-12-09",7.96
"490","2008-12-10",8.49
"491","2008-12-11",8.37
"492","2008-12-12",8.48
"493","2008-12-15",8.42
"494","2008-12-16",8.9
"495","2008-12-17",8.84
"496","2008-12-18",8.53
"497","2008-12-19",8.4
"498","2008-12-22",7.98
"499","2008-12-23",7.81
"500","2008-12-24",7.6
"501","2008-12-26",7.87
"502","2008-12-29",7.82
"503","2008-12-30",8.11
"504","2008-12-31",8.57
"505","2009-01-02",9.15
"506","2009-01-05",9.5
"507","2009-01-06",9.97
"508","2009-01-07",9.52
"509","2009-01-08",9.95
"510","2009-01-09",9.66
"511","2009-01-12",8.56
"512","2009-01-13",9.17
"513","2009-01-14",8.58
"514","2009-01-15",8.79
"515","2009-01-16",9.28
"516","2009-01-20",8.81
"517","2009-01-21",9.42
"518","2009-01-22",9.31
"519","2009-01-23",9.91
"520","2009-01-26",10.03
"521","2009-01-27",10.48
"522","2009-01-28",11.14
"523","2009-01-29",10.41
"524","2009-01-30",9.33
"525","2009-02-02",8.95
"526","2009-02-03",8.82
"527","2009-02-04",9.19
"528","2009-02-05",9.36
"529","2009-02-06",10.01
"530","2009-02-09",9.56
"531","2009-02-10",8.96
"532","2009-02-11",9.17
"533","2009-02-12",9.29
"534","2009-02-13",9.48
"535","2009-02-17",8.34
"536","2009-02-18",7.79
"537","2009-02-19",7.41
"538","2009-02-20",7.43
"539","2009-02-23",6.81
"540","2009-02-24",7.23
"541","2009-02-25",6.89
"542","2009-02-26",6.89
"543","2009-02-27",6.57
"544","2009-03-02",5.84
"545","2009-03-03",6.02
"546","2009-03-04",6.66
"547","2009-03-05",5.99
"548","2009-03-06",5.9
"549","2009-03-09",5.76
"550","2009-03-10",6.55
"551","2009-03-11",6.42
"552","2009-03-12",6.78
"553","2009-03-13",6.78
"554","2009-03-16",6.96
"555","2009-03-17",6.68
"556","2009-03-18",6.96
"557","2009-03-19",7.28
"558","2009-03-20",6.95
"559","2009-03-23",7.15
"560","2009-03-24",7.32
"561","2009-03-25",7.6
"562","2009-03-26",7.7
"563","2009-03-27",7.44
"564","2009-03-30",6.86
"565","2009-03-31",6.85
"566","2009-04-01",7.05
"567","2009-04-02",7.56
"568","2009-04-03",7.75
"569","2009-04-06",7.45
"570","2009-04-07",7.16
"571","2009-04-08",7.3
"572","2009-04-09",8
"573","2009-04-13",8.42
"574","2009-04-14",8.12
"575","2009-04-15",8.15
"576","2009-04-16",8.48
"577","2009-04-17",8.68
"578","2009-04-20",7.93
"579","2009-04-21",8.39
"580","2009-04-22",8.46
"581","2009-04-23",8.25
"582","2009-04-24",8.58
"583","2009-04-27",8.39
"584","2009-04-28",8.1
"585","2009-04-29",8.2
"586","2009-04-30",8.41
"587","2009-05-01",8.91
"588","2009-05-04",9.49
"589","2009-05-05",9.78
"590","2009-05-06",10.51
"591","2009-05-07",15.67
"592","2009-05-08",16
"593","2009-05-11",15.78
"594","2009-05-12",15.85
"595","2009-05-13",14.59
"596","2009-05-14",15.22
"597","2009-05-15",15.41
"598","2009-05-18",16.129999
"599","2009-05-19",16.5
"600","2009-05-20",16.26
"601","2009-05-21",16.49
"602","2009-05-22",16.52
"603","2009-05-26",16.690001
"604","2009-05-27",16.68
"605","2009-05-28",16.85
"606","2009-05-29",17.110001
"607","2009-06-01",17.540001
"608","2009-06-02",18.01
"609","2009-06-03",17.129999
"610","2009-06-04",17.610001
"611","2009-06-05",17.690001
"612","2009-06-08",16.780001
"613","2009-06-09",18.23
"614","2009-06-10",18.35
"615","2009-06-11",18.639999
"616","2009-06-12",18.49
"617","2009-06-15",17.459999
"618","2009-06-16",17.139999
"619","2009-06-17",17.07
"620","2009-06-18",17.42
"621","2009-06-19",17.82
"622","2009-06-22",17.200001
"623","2009-06-23",17.889999
"624","2009-06-24",17.65
"625","2009-06-25",17.950001
"626","2009-06-26",17.799999
"627","2009-06-29",17.5
"628","2009-06-30",17.26
"629","2009-07-01",17.620001
"630","2009-07-02",17.5
"631","2009-07-06",17.719999
"632","2009-07-07",17.24
"633","2009-07-08",17.93
"634","2009-07-09",18.469999
"635","2009-07-10",18.610001
"636","2009-07-13",19.129999
"637","2009-07-14",19.73
"638","2009-07-15",20.25
"639","2009-07-16",20.17
"640","2009-07-17",20.059999
"641","2009-07-20",20.58
"642","2009-07-21",20.5
"643","2009-07-22",20.200001
"644","2009-07-23",20.93
"645","2009-07-24",20.879999
"646","2009-07-27",20.780001
"647","2009-07-28",19.719999
"648","2009-07-29",19.07
"649","2009-07-30",19.889999
"650","2009-07-31",20.4
"651","2009-08-03",21.52
"652","2009-08-04",22.26
"653","2009-08-05",22.59
"654","2009-08-06",23.780001
"655","2009-08-07",24.51
"656","2009-08-10",24.58
"657","2009-08-11",24.42
"658","2009-08-12",24.860001
"659","2009-08-13",25.17
"660","2009-08-14",24
"661","2009-08-17",22.18
"662","2009-08-18",23.290001
"663","2009-08-19",23.43
"664","2009-08-20",23.540001
"665","2009-08-21",25.01
"666","2009-08-24",25.24
"667","2009-08-25",25.280001
"668","2009-08-26",25
"669","2009-08-27",24.469999
"670","2009-08-28",25.26
"671","2009-08-31",25.139999
"672","2009-09-01",24.799999
"673","2009-09-02",24.299999
"674","2009-09-03",24.24
"675","2009-09-04",24.709999
"676","2009-09-08",25.139999
"677","2009-09-09",25.5
"678","2009-09-10",26.120001
"679","2009-09-11",26.049999
"680","2009-09-14",26.370001
"681","2009-09-15",26.16
"682","2009-09-16",26.549999
"683","2009-09-17",27.709999
"684","2009-09-18",27.440001
"685","2009-09-21",26.91
"686","2009-09-22",26.98
"687","2009-09-23",26.790001
"688","2009-09-24",26.15
"689","2009-09-25",26.32
"690","2009-09-28",26.879999
"691","2009-09-29",26.73
"692","2009-09-30",26.6
"693","2009-10-01",25.24
"694","2009-10-02",25.34
"695","2009-10-05",26.74
"696","2009-10-06",26.889999
"697","2009-10-07",27.15
"698","2009-10-08",27.51
"699","2009-10-09",27.639999
"700","2009-10-12",27.860001
"701","2009-10-13",27.700001
"702","2009-10-14",27.91
"703","2009-10-15",28.110001
"704","2009-10-16",28.17
"705","2009-10-19",28.23
"706","2009-10-20",28.27
"707","2009-10-21",27.879999
"708","2009-10-22",27.450001
"709","2009-10-23",27.139999
"710","2009-10-26",26.719999
"711","2009-10-27",25.33
"712","2009-10-28",23.629999
"713","2009-10-29",25.32
"714","2009-10-30",25.129999
"715","2009-11-02",25.07
"716","2009-11-03",24.9
"717","2009-11-04",25.98
"718","2009-11-05",28.190001
"719","2009-11-06",28.5
"720","2009-11-09",28.790001
"721","2009-11-10",29
"722","2009-11-11",29.940001
"723","2009-11-12",30.93
"724","2009-11-13",31.18
"725","2009-11-16",31.76
"726","2009-11-17",32.099998
"727","2009-11-18",31.299999
"728","2009-11-19",31.49
"729","2009-11-20",31.27
"730","2009-11-23",32.299999
"731","2009-11-24",32.5
"732","2009-11-25",33.349998
"733","2009-11-27",32.200001
"734","2009-11-30",31.469999
"735","2009-12-01",32.540001
"736","2009-12-02",33.360001
"737","2009-12-03",33.59
"738","2009-12-04",32.900002
"739","2009-12-07",33.490002
"740","2009-12-08",32.240002
"741","2009-12-09",32.150002
"742","2009-12-10",32.66
"743","2009-12-11",33.27
"744","2009-12-14",34
"745","2009-12-15",34
"746","2009-12-16",34.560001
"747","2009-12-17",33.68
"748","2009-12-18",34.130001
"749","2009-12-21",34.360001
"750","2009-12-22",34.68
"751","2009-12-23",35.360001
"752","2009-12-24",35.5
"753","2009-12-28",34.860001
"754","2009-12-29",35.139999
"755","2009-12-30",35.610001
"756","2009-12-31",35.419998
"757","2010-01-04",37.099998
"758","2010-01-05",37.5
"759","2010-01-06",37.34
"760","2010-01-07",37.119999
"761","2010-01-08",37.279999
"762","2010-01-11",36.93
"763","2010-01-12",35.389999
"764","2010-01-13",36.540001
"765","2010-01-14",37.619999
"766","2010-01-15",37.130001
"767","2010-01-19",37.34
