"","date","MNR"
"1","2007-01-03",8.51
"2","2007-01-04",8.58
"3","2007-01-05",8.54
"4","2007-01-08",8.67
"5","2007-01-09",8.64
"6","2007-01-10",8.55
"7","2007-01-11",8.57
"8","2007-01-12",8.69
"9","2007-01-16",8.64
"10","2007-01-17",8.5
"11","2007-01-18",8.51
"12","2007-01-19",8.6
"13","2007-01-22",8.5
"14","2007-01-23",8.57
"15","2007-01-24",8.52
"16","2007-01-25",8.5
"17","2007-01-26",8.53
"18","2007-01-29",8.71
"19","2007-01-30",8.71
"20","2007-01-31",8.7
"21","2007-02-01",8.8
"22","2007-02-02",8.78
"23","2007-02-05",8.72
"24","2007-02-06",8.61
"25","2007-02-07",8.66
"26","2007-02-08",8.74
"27","2007-02-09",8.68
"28","2007-02-12",8.61
"29","2007-02-13",8.45
"30","2007-02-14",8.52
"31","2007-02-15",8.57
"32","2007-02-16",8.59
"33","2007-02-20",8.6
"34","2007-02-21",8.61
"35","2007-02-22",8.64
"36","2007-02-23",8.61
"37","2007-02-26",8.46
"38","2007-02-27",8.58
"39","2007-02-28",8.63
"40","2007-03-01",8.47
"41","2007-03-02",8.51
"42","2007-03-05",8.51
"43","2007-03-06",8.52
"44","2007-03-07",8.58
"45","2007-03-08",8.51
"46","2007-03-09",8.59
"47","2007-03-12",8.55
"48","2007-03-13",8.55
"49","2007-03-14",8.55
"50","2007-03-15",8.75
"51","2007-03-16",8.79
"52","2007-03-19",8.91
"53","2007-03-20",8.69
"54","2007-03-21",8.79
"55","2007-03-22",8.8
"56","2007-03-23",8.77
"57","2007-03-26",8.72
"58","2007-03-27",8.55
"59","2007-03-28",8.47
"60","2007-03-29",8.51
"61","2007-03-30",8.62
"62","2007-04-02",8.57
"63","2007-04-03",8.55
"64","2007-04-04",8.47
"65","2007-04-05",8.54
"66","2007-04-09",8.64
"67","2007-04-10",8.8
"68","2007-04-11",8.84
"69","2007-04-12",8.83
"70","2007-04-13",8.87
"71","2007-04-16",8.9
"72","2007-04-17",8.99
"73","2007-04-18",9.05
"74","2007-04-19",8.98
"75","2007-04-20",8.71
"76","2007-04-23",8.92
"77","2007-04-24",8.77
"78","2007-04-25",8.83
"79","2007-04-26",8.85
"80","2007-04-27",8.82
"81","2007-04-30",8.76
"82","2007-05-01",8.86
"83","2007-05-02",8.79
"84","2007-05-03",8.87
"85","2007-05-04",8.83
"86","2007-05-07",8.88
"87","2007-05-08",8.88
"88","2007-05-09",8.91
"89","2007-05-10",8.83
"90","2007-05-11",8.74
"91","2007-05-14",8.79
"92","2007-05-15",8.76
"93","2007-05-16",8.67
"94","2007-05-17",8.64
"95","2007-05-18",8.62
"96","2007-05-21",8.58
"97","2007-05-22",8.5
"98","2007-05-23",8.5
"99","2007-05-24",8.5
"100","2007-05-25",8.52
"101","2007-05-29",8.52
"102","2007-05-30",8.62
"103","2007-05-31",8.57
"104","2007-06-01",8.71
"105","2007-06-04",8.74
"106","2007-06-05",8.69
"107","2007-06-06",8.71
"108","2007-06-07",8.71
"109","2007-06-08",8.76
"110","2007-06-11",8.75
"111","2007-06-12",8.79
"112","2007-06-13",8.74
"113","2007-06-14",8.85
"114","2007-06-15",8.75
"115","2007-06-18",8.79
"116","2007-06-19",8.71
"117","2007-06-20",8.56
"118","2007-06-21",8.7
"119","2007-06-22",8.79
"120","2007-06-25",8.6
"121","2007-06-26",8.7
"122","2007-06-27",8.72
"123","2007-06-28",8.71
"124","2007-06-29",8.69
"125","2007-07-02",8.85
"126","2007-07-03",8.62
"127","2007-07-05",8.7
"128","2007-07-06",8.66
"129","2007-07-09",8.66
"130","2007-07-10",8.64
"131","2007-07-11",8.63
"132","2007-07-12",8.64
"133","2007-07-13",8.63
"134","2007-07-16",8.65
"135","2007-07-17",8.67
"136","2007-07-18",8.69
"137","2007-07-19",8.66
"138","2007-07-20",8.66
"139","2007-07-23",8.69
"140","2007-07-24",8.64
"141","2007-07-25",8.69
"142","2007-07-26",8.65
"143","2007-07-27",8.45
"144","2007-07-30",8.43
"145","2007-07-31",8.65
"146","2007-08-01",8.45
"147","2007-08-02",8.5
"148","2007-08-03",8.51
"149","2007-08-06",8.48
"150","2007-08-07",8.59
"151","2007-08-08",8.7
"152","2007-08-09",8.61
"153","2007-08-10",8.38
"154","2007-08-13",8.16
"155","2007-08-14",8.12
"156","2007-08-15",7.93
"157","2007-08-16",7.73
"158","2007-08-17",7.75
"159","2007-08-20",7.85
"160","2007-08-21",7.99
"161","2007-08-22",8.02
"162","2007-08-23",8.46
"163","2007-08-24",8.48
"164","2007-08-27",8.16
"165","2007-08-28",8.04
"166","2007-08-29",8.2
"167","2007-08-30",8.14
"168","2007-08-31",8.25
"169","2007-09-04",8.24
"170","2007-09-05",7.93
"171","2007-09-06",8
"172","2007-09-07",8
"173","2007-09-10",7.96
"174","2007-09-11",8.05
"175","2007-09-12",8.14
"176","2007-09-13",8.27
"177","2007-09-14",8.47
"178","2007-09-17",8.48
"179","2007-09-18",8.33
"180","2007-09-19",8.4
"181","2007-09-20",8.16
"182","2007-09-21",8.32
"183","2007-09-24",8.31
"184","2007-09-25",8.35
"185","2007-09-26",8.37
"186","2007-09-27",8.35
"187","2007-09-28",8.42
"188","2007-10-01",8.48
"189","2007-10-02",8.36
"190","2007-10-03",8.42
"191","2007-10-04",8.43
"192","2007-10-05",8.48
"193","2007-10-08",8.46
"194","2007-10-09",8.48
"195","2007-10-10",8.47
"196","2007-10-11",8.42
"197","2007-10-12",8.36
"198","2007-10-15",8.37
"199","2007-10-16",8.44
"200","2007-10-17",8.49
"201","2007-10-18",8.48
"202","2007-10-19",8.4
"203","2007-10-22",8.41
"204","2007-10-23",8.21
"205","2007-10-24",8.21
"206","2007-10-25",8.19
"207","2007-10-26",8.33
"208","2007-10-29",8.4
"209","2007-10-30",8.18
"210","2007-10-31",8.27
"211","2007-11-01",8.21
"212","2007-11-02",8.21
"213","2007-11-05",8.16
"214","2007-11-06",8.1
"215","2007-11-07",8.16
"216","2007-11-08",8.14
"217","2007-11-09",8.03
"218","2007-11-12",8.07
"219","2007-11-13",7.95
"220","2007-11-14",7.98
"221","2007-11-15",8.49
"222","2007-11-16",8.05
"223","2007-11-19",7.99
"224","2007-11-20",8.05
"225","2007-11-21",8.46
"226","2007-11-23",8.38
"227","2007-11-26",8.21
"228","2007-11-27",7.97
"229","2007-11-28",8.13
"230","2007-11-29",7.99
"231","2007-11-30",7.82
"232","2007-12-03",7.9
"233","2007-12-04",8.06
"234","2007-12-05",7.92
"235","2007-12-06",7.81
"236","2007-12-07",8.2
"237","2007-12-10",7.95
"238","2007-12-11",7.97
"239","2007-12-12",8.22
"240","2007-12-13",8.35
"241","2007-12-14",8.26
"242","2007-12-17",8.14
"243","2007-12-18",8
"244","2007-12-19",8.08
"245","2007-12-20",7.99
"246","2007-12-21",7.86
"247","2007-12-24",8.09
"248","2007-12-26",8.04
"249","2007-12-27",8.02
"250","2007-12-28",8.09
"251","2007-12-31",8.1
"252","2008-01-02",8.15
"253","2008-01-03",8.1
"254","2008-01-04",7.98
"255","2008-01-07",7.99
"256","2008-01-08",7.88
"257","2008-01-09",7.9
"258","2008-01-10",7.86
"259","2008-01-11",7.99
"260","2008-01-14",7.84
"261","2008-01-15",8
"262","2008-01-16",7.84
"263","2008-01-17",7.83
"264","2008-01-18",7.88
"265","2008-01-22",7.82
"266","2008-01-23",7.98
"267","2008-01-24",7.9
"268","2008-01-25",7.85
"269","2008-01-28",8.01
"270","2008-01-29",7.8
"271","2008-01-30",7.86
"272","2008-01-31",8.03
"273","2008-02-01",8.08
"274","2008-02-04",8.06
"275","2008-02-05",8.01
"276","2008-02-06",8.05
"277","2008-02-07",8
"278","2008-02-08",7.81
"279","2008-02-11",7.9
"280","2008-02-12",7.87
"281","2008-02-13",8.24
"282","2008-02-14",7.91
"283","2008-02-15",7.96
"284","2008-02-19",7.89
"285","2008-02-20",7.81
"286","2008-02-21",7.94
"287","2008-02-22",7.97
"288","2008-02-25",7.86
"289","2008-02-26",7.96
"290","2008-02-27",8.05
"291","2008-02-28",8.1
"292","2008-02-29",8.1
"293","2008-03-03",7.9
"294","2008-03-04",7.94
"295","2008-03-05",7.92
"296","2008-03-06",7.9
"297","2008-03-07",7.92
"298","2008-03-10",7.8
"299","2008-03-11",7.82
"300","2008-03-12",7.66
"301","2008-03-13",7.75
"302","2008-03-14",7.71
"303","2008-03-17",7.71
"304","2008-03-18",7.76
"305","2008-03-19",7.66
"306","2008-03-20",7.8
"307","2008-03-24",7.66
"308","2008-03-25",7.65
"309","2008-03-26",7.62
"310","2008-03-27",7.66
"311","2008-03-28",7.72
"312","2008-03-31",8.02
"313","2008-04-01",8
"314","2008-04-02",8
"315","2008-04-03",7.51
"316","2008-04-04",7.67
"317","2008-04-07",7.86
"318","2008-04-08",7.84
"319","2008-04-09",7.67
"320","2008-04-10",7.82
"321","2008-04-11",7.84
"322","2008-04-14",7.68
"323","2008-04-15",7.75
"324","2008-04-16",7.7
"325","2008-04-17",7.58
"326","2008-04-18",7.68
"327","2008-04-21",7.62
"328","2008-04-22",7.59
"329","2008-04-23",7.6
"330","2008-04-24",7.68
"331","2008-04-25",7.53
"332","2008-04-28",7.54
"333","2008-04-29",7.58
"334","2008-04-30",7.62
"335","2008-05-01",7.74
"336","2008-05-02",7.59
"337","2008-05-05",7.75
"338","2008-05-06",7.62
"339","2008-05-07",7.57
"340","2008-05-08",7.7
"341","2008-05-09",7.6
"342","2008-05-12",7.6
"343","2008-05-13",7.37
"344","2008-05-14",7.35
"345","2008-05-15",7.39
"346","2008-05-16",7.28
"347","2008-05-19",7.34
"348","2008-05-20",7.37
"349","2008-05-21",7.26
"350","2008-05-22",7.2
"351","2008-05-23",7.1
"352","2008-05-27",7.05
"353","2008-05-28",6.99
"354","2008-05-29",6.99
"355","2008-05-30",7.05
"356","2008-06-02",7.05
"357","2008-06-03",7.1
"358","2008-06-04",6.97
"359","2008-06-05",7.03
"360","2008-06-06",6.92
"361","2008-06-09",6.83
"362","2008-06-10",6.71
"363","2008-06-11",6.68
"364","2008-06-12",6.7
"365","2008-06-13",6.64
"366","2008-06-16",6.81
"367","2008-06-17",6.75
"368","2008-06-18",6.65
"369","2008-06-19",6.66
"370","2008-06-20",6.67
"371","2008-06-23",6.63
"372","2008-06-24",6.66
"373","2008-06-25",6.55
"374","2008-06-26",6.57
"375","2008-06-27",6.44
"376","2008-06-30",6.4
"377","2008-07-01",6.56
"378","2008-07-02",6.25
"379","2008-07-03",6.28
"380","2008-07-07",6.3
"381","2008-07-08",6.74
"382","2008-07-09",6.6
"383","2008-07-10",6.82
"384","2008-07-11",7.08
"385","2008-07-14",6.86
"386","2008-07-15",7.02
"387","2008-07-16",7
"388","2008-07-17",6.93
"389","2008-07-18",6.78
"390","2008-07-21",6.88
"391","2008-07-22",6.9
"392","2008-07-23",6.96
"393","2008-07-24",7.13
"394","2008-07-25",7.15
"395","2008-07-28",7.18
"396","2008-07-29",7.13
"397","2008-07-30",7.21
"398","2008-07-31",7.21
"399","2008-08-01",7.19
"400","2008-08-04",7.09
"401","2008-08-05",7.18
"402","2008-08-06",7.17
"403","2008-08-07",6.93
"404","2008-08-08",7.3
"405","2008-08-11",7.42
"406","2008-08-12",7.41
"407","2008-08-13",7.38
"408","2008-08-14",7.44
"409","2008-08-15",7.18
"410","2008-08-18",7.04
"411","2008-08-19",7.1
"412","2008-08-20",6.96
"413","2008-08-21",7.06
"414","2008-08-22",7.42
"415","2008-08-25",7.05
"416","2008-08-26",6.99
"417","2008-08-27",7.17
"418","2008-08-28",7.34
"419","2008-08-29",7.27
"420","2008-09-02",7.34
"421","2008-09-03",7.25
"422","2008-09-04",7.4
"423","2008-09-05",7.47
"424","2008-09-08",7.42
"425","2008-09-09",7.32
"426","2008-09-10",7.44
"427","2008-09-11",7.46
"428","2008-09-12",7.33
"429","2008-09-15",6.91
"430","2008-09-16",7.31
"431","2008-09-17",6.9
"432","2008-09-18",7.6
"433","2008-09-19",8.1
"434","2008-09-22",7.78
"435","2008-09-23",6.94
"436","2008-09-24",6.89
"437","2008-09-25",7.18
"438","2008-09-26",7.62
"439","2008-09-29",7.04
"440","2008-09-30",7.79
"441","2008-10-01",7.63
"442","2008-10-02",7.37
"443","2008-10-03",7.08
"444","2008-10-06",7.29
"445","2008-10-07",6.66
"446","2008-10-08",6.19
"447","2008-10-09",5.42
"448","2008-10-10",6.78
"449","2008-10-13",7.36
"450","2008-10-14",6.79
"451","2008-10-15",6.11
"452","2008-10-16",7.29
"453","2008-10-17",6.95
"454","2008-10-20",7.23
"455","2008-10-21",6.87
"456","2008-10-22",6.58
"457","2008-10-23",6.3
"458","2008-10-24",6.02
"459","2008-10-27",7.02
"460","2008-10-28",6.93
"461","2008-10-29",6.76
"462","2008-10-30",6.85
"463","2008-10-31",7.3
"464","2008-11-03",7.46
"465","2008-11-04",7.6
"466","2008-11-05",7.07
"467","2008-11-06",6.95
"468","2008-11-07",7.49
"469","2008-11-10",7.43
"470","2008-11-11",7.25
"471","2008-11-12",6.58
"472","2008-11-13",7.01
"473","2008-11-14",6.31
"474","2008-11-17",5.99
"475","2008-11-18",6.02
"476","2008-11-19",5.85
"477","2008-11-20",5.91
"478","2008-11-21",6.58
"479","2008-11-24",7
"480","2008-11-25",7.06
"481","2008-11-26",7.12
"482","2008-11-28",6.89
"483","2008-12-01",5.9
"484","2008-12-02",6.46
"485","2008-12-03",6.85
"486","2008-12-04",6.75
"487","2008-12-05",7.06
"488","2008-12-08",7.06
"489","2008-12-09",6.89
"490","2008-12-10",6.98
"491","2008-12-11",6.16
"492","2008-12-12",6.99
"493","2008-12-15",6.59
"494","2008-12-16",7
"495","2008-12-17",6.86
"496","2008-12-18",6.85
"497","2008-12-19",7.22
"498","2008-12-22",6.66
"499","2008-12-23",6.73
"500","2008-12-24",6.87
"501","2008-12-26",6.91
"502","2008-12-29",6.74
"503","2008-12-30",6.65
"504","2008-12-31",7
"505","2009-01-02",6.98
"506","2009-01-05",6.89
"507","2009-01-06",7
"508","2009-01-07",7
"509","2009-01-08",7.02
"510","2009-01-09",6.59
"511","2009-01-12",6.46
"512","2009-01-13",6.4
"513","2009-01-14",6.08
"514","2009-01-15",6.55
"515","2009-01-16",6.46
"516","2009-01-20",5.83
"517","2009-01-21",6.3
"518","2009-01-22",5.94
"519","2009-01-23",6.01
"520","2009-01-26",6.08
"521","2009-01-27",6.13
"522","2009-01-28",6.22
"523","2009-01-29",6.13
"524","2009-01-30",5.97
"525","2009-02-02",6.49
"526","2009-02-03",6.61
"527","2009-02-04",6.55
"528","2009-02-05",6.88
"529","2009-02-06",6.91
"530","2009-02-09",6.72
"531","2009-02-10",6.22
"532","2009-02-11",6.14
"533","2009-02-12",6.07
"534","2009-02-13",6.11
"535","2009-02-17",5.77
"536","2009-02-18",5.89
"537","2009-02-19",5.89
"538","2009-02-20",5.89
"539","2009-02-23",5.54
"540","2009-02-24",6
"541","2009-02-25",5.67
"542","2009-02-26",5.35
"543","2009-02-27",5.25
"544","2009-03-02",4.94
"545","2009-03-03",4.97
"546","2009-03-04",5.42
"547","2009-03-05",4.95
"548","2009-03-06",5.09
"549","2009-03-09",4.7
"550","2009-03-10",5.03
"551","2009-03-11",4.93
"552","2009-03-12",5.85
"553","2009-03-13",6.05
"554","2009-03-16",5.82
"555","2009-03-17",6.17
"556","2009-03-18",6.52
"557","2009-03-19",6.5
"558","2009-03-20",5.86
"559","2009-03-23",6.67
"560","2009-03-24",6.33
"561","2009-03-25",6.27
"562","2009-03-26",6.82
"563","2009-03-27",6.15
"564","2009-03-30",6.24
"565","2009-03-31",6.61
"566","2009-04-01",6.67
"567","2009-04-02",6.79
"568","2009-04-03",6.74
"569","2009-04-06",6.59
"570","2009-04-07",6.44
"571","2009-04-08",6.85
"572","2009-04-09",6.91
"573","2009-04-13",6.71
"574","2009-04-14",6.17
"575","2009-04-15",6.6
"576","2009-04-16",6.65
"577","2009-04-17",6.31
"578","2009-04-20",5.93
"579","2009-04-21",6.52
"580","2009-04-22",6.3
"581","2009-04-23",6.09
"582","2009-04-24",6.21
"583","2009-04-27",6.05
"584","2009-04-28",6.03
"585","2009-04-29",6.4
"586","2009-04-30",6.12
"587","2009-05-01",5.92
"588","2009-05-04",6.24
"589","2009-05-05",6
"590","2009-05-06",5.96
"591","2009-05-07",5.86
"592","2009-05-08",6
"593","2009-05-11",6.18
"594","2009-05-12",6.06
"595","2009-05-13",5.97
"596","2009-05-14",5.99
"597","2009-05-15",5.88
"598","2009-05-18",6.23
"599","2009-05-19",6.01
"600","2009-05-20",5.9
"601","2009-05-21",5.91
"602","2009-05-22",5.89
"603","2009-05-26",6.06
"604","2009-05-27",5.99
"605","2009-05-28",5.92
"606","2009-05-29",6.03
"607","2009-06-01",6.22
"608","2009-06-02",6.24
"609","2009-06-03",6.32
"610","2009-06-04",6.24
"611","2009-06-05",6.14
"612","2009-06-08",6.03
"613","2009-06-09",5.93
"614","2009-06-10",5.91
"615","2009-06-11",5.81
"616","2009-06-12",5.77
"617","2009-06-15",5.72
"618","2009-06-16",5.64
"619","2009-06-17",5.96
"620","2009-06-18",5.86
"621","2009-06-19",5.84
"622","2009-06-22",5.55
"623","2009-06-23",5.81
"624","2009-06-24",5.61
"625","2009-06-25",5.93
"626","2009-06-26",6.16
"627","2009-06-29",5.9
"628","2009-06-30",5.86
"629","2009-07-01",6.1
"630","2009-07-02",5.95
