"","date","MNR"
"631","2009-07-06",5.94
"632","2009-07-07",5.86
"633","2009-07-08",6.05
"634","2009-07-09",5.91
"635","2009-07-10",5.92
"636","2009-07-13",6.02
"637","2009-07-14",6.01
"638","2009-07-15",6.06
"639","2009-07-16",6.12
"640","2009-07-17",6.09
"641","2009-07-20",6.07
"642","2009-07-21",6.13
"643","2009-07-22",6.19
"644","2009-07-23",6.28
"645","2009-07-24",6.24
"646","2009-07-27",6.17
"647","2009-07-28",6.29
"648","2009-07-29",6.35
"649","2009-07-30",6.43
"650","2009-07-31",6.4
"651","2009-08-03",6.47
"652","2009-08-04",6.55
"653","2009-08-05",6.5
"654","2009-08-06",6.41
"655","2009-08-07",6.69
"656","2009-08-10",6.63
"657","2009-08-11",6.57
"658","2009-08-12",6.58
"659","2009-08-13",6.44
"660","2009-08-14",6.24
"661","2009-08-17",6.23
"662","2009-08-18",6.36
"663","2009-08-19",6.56
"664","2009-08-20",6.61
"665","2009-08-21",6.64
"666","2009-08-24",6.92
"667","2009-08-25",7
"668","2009-08-26",7.14
"669","2009-08-27",7.16
"670","2009-08-28",7.01
"671","2009-08-31",6.99
"672","2009-09-01",6.9
"673","2009-09-02",6.75
"674","2009-09-03",6.71
"675","2009-09-04",7.17
"676","2009-09-08",6.88
"677","2009-09-09",6.93
"678","2009-09-10",7.05
"679","2009-09-11",6.94
"680","2009-09-14",6.93
"681","2009-09-15",6.79
"682","2009-09-16",6.89
"683","2009-09-17",6.95
"684","2009-09-18",7.1
"685","2009-09-21",6.96
"686","2009-09-22",7.05
"687","2009-09-23",7
"688","2009-09-24",6.87
"689","2009-09-25",7.06
"690","2009-09-28",6.96
"691","2009-09-29",7.12
"692","2009-09-30",6.96
"693","2009-10-01",6.83
"694","2009-10-02",6.92
"695","2009-10-05",6.85
"696","2009-10-06",7
"697","2009-10-07",7.14
"698","2009-10-08",7.11
"699","2009-10-09",7.24
"700","2009-10-12",7.1
"701","2009-10-13",7.12
"702","2009-10-14",7.22
"703","2009-10-15",6.89
"704","2009-10-16",6.75
"705","2009-10-19",6.89
"706","2009-10-20",6.85
"707","2009-10-21",6.63
"708","2009-10-22",6.82
"709","2009-10-23",6.71
"710","2009-10-26",6.7
"711","2009-10-27",6.73
"712","2009-10-28",6.77
"713","2009-10-29",7.07
"714","2009-10-30",6.79
"715","2009-11-02",6.75
"716","2009-11-03",6.84
"717","2009-11-04",6.76
"718","2009-11-05",7.09
"719","2009-11-06",7.06
"720","2009-11-09",7.24
"721","2009-11-10",7.01
"722","2009-11-11",7.13
"723","2009-11-12",6.79
"724","2009-11-13",6.86
"725","2009-11-16",6.88
"726","2009-11-17",6.83
"727","2009-11-18",6.85
"728","2009-11-19",6.83
"729","2009-11-20",6.82
"730","2009-11-23",6.83
"731","2009-11-24",6.91
"732","2009-11-25",6.88
"733","2009-11-27",6.63
"734","2009-11-30",6.89
"735","2009-12-01",7.14
"736","2009-12-02",7.21
"737","2009-12-03",7.24
"738","2009-12-04",7.41
"739","2009-12-07",7.27
"740","2009-12-08",7.2
"741","2009-12-09",7.19
"742","2009-12-10",7.1
"743","2009-12-11",7.18
"744","2009-12-14",7.15
"745","2009-12-15",7.15
"746","2009-12-16",7.21
"747","2009-12-17",7.24
"748","2009-12-18",7.44
"749","2009-12-21",7.35
"750","2009-12-22",7.28
"751","2009-12-23",7.24
"752","2009-12-24",7.22
"753","2009-12-28",7.31
"754","2009-12-29",7.3
"755","2009-12-30",7.37
"756","2009-12-31",7.43
"757","2010-01-04",7.34
"758","2010-01-05",7.22
"759","2010-01-06",7.19
"760","2010-01-07",7.23
"761","2010-01-08",7.14
"762","2010-01-11",7.18
"763","2010-01-12",7.23
"764","2010-01-13",7.19
"765","2010-01-14",7.21
"766","2010-01-15",7.23
"767","2010-01-19",7.47
"768","2010-01-20",7.67
"769","2010-01-21",7.57
"770","2010-01-22",7.52
"771","2010-01-25",7.59
"772","2010-01-26",7.56
"773","2010-01-27",7.71
"774","2010-01-28",7.7
"775","2010-01-29",7.48
"776","2010-02-01",7.7
"777","2010-02-02",7.76
"778","2010-02-03",7.56
"779","2010-02-04",7.44
"780","2010-02-05",7.64
"781","2010-02-08",7.43
"782","2010-02-09",7.42
"783","2010-02-10",7.34
"784","2010-02-11",7.3
"785","2010-02-12",7.15
"786","2010-02-16",7.18
"787","2010-02-17",7.2
"788","2010-02-18",7.23
"789","2010-02-19",7.16
"790","2010-02-22",7.42
"791","2010-02-23",7.44
"792","2010-02-24",7.45
"793","2010-02-25",7.41
"794","2010-02-26",7.4
"795","2010-03-01",7.48
"796","2010-03-02",7.68
"797","2010-03-03",7.73
"798","2010-03-04",7.75
"799","2010-03-05",7.79
"800","2010-03-08",7.84
"801","2010-03-09",7.99
"802","2010-03-10",8.02
"803","2010-03-11",8
"804","2010-03-12",7.9
"805","2010-03-15",7.91
"806","2010-03-16",8.02
"807","2010-03-17",8.09
"808","2010-03-18",8.05
"809","2010-03-19",8.12
"810","2010-03-22",8.44
"811","2010-03-23",8.49
"812","2010-03-24",8.37
"813","2010-03-25",8.36
"814","2010-03-26",8.42
"815","2010-03-29",8.45
"816","2010-03-30",8.54
"817","2010-03-31",8.41
"818","2010-04-01",8.31
"819","2010-04-05",8.57
"820","2010-04-06",8.57
"821","2010-04-07",8.19
"822","2010-04-08",8.2
"823","2010-04-09",7.93
"824","2010-04-12",7.91
"825","2010-04-13",7.97
"826","2010-04-14",8.01
"827","2010-04-15",7.93
"828","2010-04-16",7.71
"829","2010-04-19",7.78
"830","2010-04-20",7.69
"831","2010-04-21",7.69
"832","2010-04-22",7.78
"833","2010-04-23",7.78
"834","2010-04-26",7.9
"835","2010-04-27",7.75
"836","2010-04-28",7.92
"837","2010-04-29",8.01
"838","2010-04-30",7.76
"839","2010-05-03",7.91
"840","2010-05-04",7.91
"841","2010-05-05",7.8
"842","2010-05-06",7.56
"843","2010-05-07",7.52
"844","2010-05-10",7.88
"845","2010-05-11",7.88
"846","2010-05-12",7.99
"847","2010-05-13",7.81
"848","2010-05-14",7.77
"849","2010-05-17",7.71
"850","2010-05-18",7.56
"851","2010-05-19",7.51
"852","2010-05-20",7.21
"853","2010-05-21",7.51
"854","2010-05-24",7.38
"855","2010-05-25",7.22
"856","2010-05-26",7.19
"857","2010-05-27",7.28
"858","2010-05-28",7.23
"859","2010-06-01",7.1
"860","2010-06-02",7.34
"861","2010-06-03",7.34
"862","2010-06-04",7.09
"863","2010-06-07",7.03
"864","2010-06-08",7.03
"865","2010-06-09",7.06
"866","2010-06-10",7.13
"867","2010-06-11",7.21
"868","2010-06-14",7.16
"869","2010-06-15",7.23
"870","2010-06-16",7.36
"871","2010-06-17",7.36
"872","2010-06-18",7.35
"873","2010-06-21",7.35
"874","2010-06-22",7.32
"875","2010-06-23",7.29
"876","2010-06-24",7.12
"877","2010-06-25",7.6
"878","2010-06-28",7.57
"879","2010-06-29",7.53
"880","2010-06-30",7.39
"881","2010-07-01",7.35
"882","2010-07-02",7.31
"883","2010-07-06",7.2
"884","2010-07-07",7.59
"885","2010-07-08",7.56
"886","2010-07-09",7.65
"887","2010-07-12",7.53
"888","2010-07-13",7.71
"889","2010-07-14",7.62
"890","2010-07-15",7.53
"891","2010-07-16",7.29
"892","2010-07-19",7.57
"893","2010-07-20",7.59
"894","2010-07-21",7.33
"895","2010-07-22",7.6
"896","2010-07-23",7.71
"897","2010-07-26",7.9
"898","2010-07-27",8
"899","2010-07-28",7.89
"900","2010-07-29",7.82
"901","2010-07-30",7.87
"902","2010-08-02",7.85
"903","2010-08-03",7.75
"904","2010-08-04",7.85
"905","2010-08-05",7.88
"906","2010-08-06",7.85
"907","2010-08-09",7.78
"908","2010-08-10",7.71
"909","2010-08-11",7.53
"910","2010-08-12",7.26
"911","2010-08-13",7.17
"912","2010-08-16",7.21
"913","2010-08-17",7.26
"914","2010-08-18",7.45
"915","2010-08-19",7.26
"916","2010-08-20",7.35
"917","2010-08-23",7.2
"918","2010-08-24",7.21
"919","2010-08-25",7.28
"920","2010-08-26",7.2
"921","2010-08-27",7.29
"922","2010-08-30",7.13
"923","2010-08-31",7.15
"924","2010-09-01",7.31
"925","2010-09-02",7.31
"926","2010-09-03",7.41
"927","2010-09-07",7.27
"928","2010-09-08",7.33
"929","2010-09-09",7.3
"930","2010-09-10",7.31
"931","2010-09-13",7.34
"932","2010-09-14",7.35
"933","2010-09-15",7.31
"934","2010-09-16",7.33
"935","2010-09-17",7.38
"936","2010-09-20",7.69
"937","2010-09-21",7.68
"938","2010-09-22",7.64
"939","2010-09-23",7.44
"940","2010-09-24",7.73
"941","2010-09-27",7.68
"942","2010-09-28",7.8
"943","2010-09-29",7.79
"944","2010-09-30",7.82
"945","2010-10-01",7.76
"946","2010-10-04",7.79
"947","2010-10-05",7.85
"948","2010-10-06",7.92
"949","2010-10-07",7.9
"950","2010-10-08",7.91
"951","2010-10-11",7.92
"952","2010-10-12",7.9
"953","2010-10-13",8.03
"954","2010-10-14",7.99
"955","2010-10-15",7.87
"956","2010-10-18",8.02
"957","2010-10-19",8.04
"958","2010-10-20",8.18
"959","2010-10-21",8.03
"960","2010-10-22",8.14
"961","2010-10-25",8.15
"962","2010-10-26",8.2
"963","2010-10-27",8.19
"964","2010-10-28",8.19
"965","2010-10-29",8.22
"966","2010-11-01",8.25
"967","2010-11-02",8.39
"968","2010-11-03",8.43
"969","2010-11-04",8.58
"970","2010-11-05",8.5
"971","2010-11-08",8.41
"972","2010-11-09",8.35
"973","2010-11-10",8.3
"974","2010-11-11",8.15
"975","2010-11-12",8.03
"976","2010-11-15",8.05
"977","2010-11-16",7.95
"978","2010-11-17",8.11
"979","2010-11-18",8.18
"980","2010-11-19",8.18
"981","2010-11-22",8.14
"982","2010-11-23",8.15
"983","2010-11-24",8.39
"984","2010-11-26",8.28
"985","2010-11-29",8.22
"986","2010-11-30",8.13
"987","2010-12-01",8.29
"988","2010-12-02",8.32
"989","2010-12-03",8.31
"990","2010-12-06",8.2
"991","2010-12-07",8.28
"992","2010-12-08",8.33
"993","2010-12-09",8.43
"994","2010-12-10",8.4
"995","2010-12-13",8.31
"996","2010-12-14",8.35
"997","2010-12-15",8.29
"998","2010-12-16",8.4
"999","2010-12-17",8.55
"1000","2010-12-20",8.5
"1001","2010-12-21",8.55
