"","date","UBS"
"1","2014-12-02",18
"2","2014-12-03",18.16
"3","2014-12-04",18.17
"4","2014-12-05",18.219999
"5","2014-12-08",18.040001
"6","2014-12-09",17.98
"7","2014-12-10",17.709999
"8","2014-12-11",17.75
"9","2014-12-12",17.4
"10","2014-12-15",17.18
"11","2014-12-16",17.219999
"12","2014-12-17",17.370001
"13","2014-12-18",17.6
"14","2014-12-19",17.6
"15","2014-12-22",17.530001
"16","2014-12-23",17.5
"17","2014-12-24",17.610001
"18","2014-12-26",17.67
"19","2014-12-29",17.309999
"20","2014-12-30",17.27
"21","2014-12-31",17.049999
"22","2015-01-02",17.09
"23","2015-01-05",16.6
"24","2015-01-06",16.41
"25","2015-01-07",16.690001
"26","2015-01-08",16.65
"27","2015-01-09",16.540001
"28","2015-01-12",16.379999
"29","2015-01-13",16.59
"30","2015-01-14",16.48
"31","2015-01-15",16.530001
"32","2015-01-16",16.23
"33","2015-01-20",16.559999
"34","2015-01-21",16.790001
"35","2015-01-22",17.24
"36","2015-01-23",17.34
"37","2015-01-26",17.25
"38","2015-01-27",17.16
"39","2015-01-28",16.6
"40","2015-01-29",16.85
"41","2015-01-30",16.68
"42","2015-02-02",16.879999
"43","2015-02-03",17.18
"44","2015-02-04",17.440001
"45","2015-02-05",17.440001
"46","2015-02-06",17.370001
"47","2015-02-09",17.34
"48","2015-02-10",16.93
"49","2015-02-11",16.540001
"50","2015-02-12",16.98
"51","2015-02-13",17.190001
"52","2015-02-17",17.379999
"53","2015-02-18",17.4
"54","2015-02-19",17.34
"55","2015-02-20",17.639999
"56","2015-02-23",17.370001
"57","2015-02-24",17.360001
"58","2015-02-25",17.48
"59","2015-02-26",17.450001
"60","2015-02-27",17.49
"61","2015-03-02",17.48
"62","2015-03-03",17.49
"63","2015-03-04",17.620001
"64","2015-03-05",17.58
"65","2015-03-06",17.540001
"66","2015-03-09",17.48
"67","2015-03-10",17.26
"68","2015-03-11",17.18
"69","2015-03-12",17.360001
"70","2015-03-13",17.6
"71","2015-03-16",17.91
"72","2015-03-17",17.780001
"73","2015-03-18",18.27
"74","2015-03-19",18.139999
"75","2015-03-20",18.700001
"76","2015-03-23",19.040001
"77","2015-03-24",19.139999
"78","2015-03-25",19.02
"79","2015-03-26",19.040001
"80","2015-03-27",19
"81","2015-03-30",19.16
"82","2015-03-31",18.77
"83","2015-04-01",19.139999
"84","2015-04-02",19.32
"85","2015-04-06",19.43
"86","2015-04-07",19.450001
"87","2015-04-08",19.280001
"88","2015-04-09",19.360001
"89","2015-04-10",19.370001
"90","2015-04-13",19.299999
"91","2015-04-14",19.469999
"92","2015-04-15",19.719999
"93","2015-04-16",19.889999
"94","2015-04-17",19.83
"95","2015-04-20",19.84
"96","2015-04-21",19.950001
"97","2015-04-22",19.780001
"98","2015-04-23",20.190001
"99","2015-04-24",20.219999
"100","2015-04-27",20.110001
"101","2015-04-28",20
"102","2015-04-29",20.1
"103","2015-04-30",20.07
"104","2015-05-01",20.120001
"105","2015-05-04",20.360001
"106","2015-05-05",21.370001
"107","2015-05-06",21.01
"108","2015-05-07",21.299999
"109","2015-05-08",21.389999
"110","2015-05-11",21.190001
"111","2015-05-12",21.219999
"112","2015-05-13",21.07
"113","2015-05-14",21.24
"114","2015-05-15",21.23
"115","2015-05-18",21.190001
"116","2015-05-19",21.129999
"117","2015-05-20",21.959999
"118","2015-05-21",21.889999
"119","2015-05-22",21.620001
"120","2015-05-26",21.33
"121","2015-05-27",21.77
"122","2015-05-28",21.9
"123","2015-05-29",21.58
"124","2015-06-01",21.530001
"125","2015-06-02",21.92
"126","2015-06-03",22.030001
"127","2015-06-04",21.950001
"128","2015-06-05",21.59
"129","2015-06-08",21.58
"130","2015-06-09",21.48
"131","2015-06-10",22.030001
"132","2015-06-11",21.82
"133","2015-06-12",21.75
"134","2015-06-15",21.6
"135","2015-06-16",21.440001
"136","2015-06-17",21.24
"137","2015-06-18",21.25
"138","2015-06-19",21.42
"139","2015-06-22",21.780001
"140","2015-06-23",21.879999
"141","2015-06-24",21.690001
"142","2015-06-25",21.77
"143","2015-06-26",21.93
"144","2015-06-29",21.299999
"145","2015-06-30",21.200001
"146","2015-07-01",21.530001
"147","2015-07-02",21.870001
"148","2015-07-06",21.02
"149","2015-07-07",21.17
"150","2015-07-08",20.610001
"151","2015-07-09",21.190001
"152","2015-07-10",21.860001
"153","2015-07-13",22.049999
"154","2015-07-14",22.200001
"155","2015-07-15",22.49
"156","2015-07-16",22.639999
"157","2015-07-17",22.58
"158","2015-07-20",22.52
"159","2015-07-21",22.48
"160","2015-07-22",22.219999
"161","2015-07-23",22.540001
"162","2015-07-24",22.32
"163","2015-07-27",21.98
"164","2015-07-28",22.52
"165","2015-07-29",22.82
"166","2015-07-30",22.99
"167","2015-07-31",23.059999
"168","2015-08-03",23.120001
"169","2015-08-04",22.76
"170","2015-08-05",22.780001
"171","2015-08-06",22.879999
"172","2015-08-07",22.440001
"173","2015-08-10",22.709999
"174","2015-08-11",22.379999
"175","2015-08-12",22.110001
"176","2015-08-13",22.129999
"177","2015-08-14",22.09
"178","2015-08-17",22.299999
"179","2015-08-18",22.200001
"180","2015-08-19",22.049999
"181","2015-08-20",21.440001
"182","2015-08-21",20.809999
"183","2015-08-24",20.4
"184","2015-08-25",20.73
"185","2015-08-26",20.93
"186","2015-08-27",20.799999
"187","2015-08-28",20.879999
"188","2015-08-31",20.690001
"189","2015-09-01",20.25
"190","2015-09-02",20.42
"191","2015-09-03",20.41
"192","2015-09-04",20.059999
"193","2015-09-08",20.469999
"194","2015-09-09",20.48
"195","2015-09-10",20.639999
"196","2015-09-11",20.76
"197","2015-09-14",20.360001
"198","2015-09-15",20.129999
"199","2015-09-16",20.1
"200","2015-09-17",19.82
