"","date","SNX"
"1","2007-01-03",21.860001
"2","2007-01-04",21.9
"3","2007-01-05",21.48
"4","2007-01-08",21.610001
"5","2007-01-09",21.9
"6","2007-01-10",20.25
"7","2007-01-11",19.879999
"8","2007-01-12",20.48
"9","2007-01-16",20.309999
"10","2007-01-17",20.290001
"11","2007-01-18",19.9
"12","2007-01-19",19.6
"13","2007-01-22",19.620001
"14","2007-01-23",20.040001
"15","2007-01-24",19.950001
"16","2007-01-25",19.889999
"17","2007-01-26",19.82
"18","2007-01-29",19.25
"19","2007-01-30",18.83
"20","2007-01-31",19.200001
"21","2007-02-01",19.440001
"22","2007-02-02",19.190001
"23","2007-02-05",19.25
"24","2007-02-06",19.799999
"25","2007-02-07",20.01
"26","2007-02-08",20.35
"27","2007-02-09",20.440001
"28","2007-02-12",20.200001
"29","2007-02-13",20.25
"30","2007-02-14",19.84
"31","2007-02-15",20.08
"32","2007-02-16",20
"33","2007-02-20",19.860001
"34","2007-02-21",20.16
"35","2007-02-22",20.280001
"36","2007-02-23",19.889999
"37","2007-02-26",19.65
"38","2007-02-27",18.9
"39","2007-02-28",18.9
"40","2007-03-01",18.700001
"41","2007-03-02",18.290001
"42","2007-03-05",18.280001
"43","2007-03-06",18.49
"44","2007-03-07",18.370001
"45","2007-03-08",18.360001
"46","2007-03-09",18.200001
"47","2007-03-12",18.049999
"48","2007-03-13",17.74
"49","2007-03-14",17.75
"50","2007-03-15",18.02
"51","2007-03-16",18.540001
"52","2007-03-19",18.5
"53","2007-03-20",19.16
"54","2007-03-21",19.34
"55","2007-03-22",19.74
"56","2007-03-23",22.25
"57","2007-03-26",20.889999
"58","2007-03-27",21.959999
"59","2007-03-28",21.459999
"60","2007-03-29",20.799999
"61","2007-03-30",21.24
"62","2007-04-02",21.389999
"63","2007-04-03",21.540001
"64","2007-04-04",21.129999
"65","2007-04-05",21.889999
"66","2007-04-09",21.41
"67","2007-04-10",20.959999
"68","2007-04-11",20.59
"69","2007-04-12",21.139999
"70","2007-04-13",21.02
"71","2007-04-16",21.379999
"72","2007-04-17",21.48
"73","2007-04-18",21.18
"74","2007-04-19",20.84
"75","2007-04-20",21.09
"76","2007-04-23",21.23
"77","2007-04-24",21.030001
"78","2007-04-25",20.84
"79","2007-04-26",20.780001
"80","2007-04-27",20.379999
"81","2007-04-30",19.549999
"82","2007-05-01",19.67
"83","2007-05-02",20.459999
"84","2007-05-03",20.559999
"85","2007-05-04",20.629999
"86","2007-05-07",20.700001
"87","2007-05-08",20.6
"88","2007-05-09",20.41
"89","2007-05-10",19.969999
"90","2007-05-11",19.940001
"91","2007-05-14",19.84
"92","2007-05-15",19.9
"93","2007-05-16",20.200001
"94","2007-05-17",19.950001
"95","2007-05-18",20.290001
"96","2007-05-21",20.469999
"97","2007-05-22",20.26
"98","2007-05-23",20.299999
"99","2007-05-24",20.049999
"100","2007-05-25",20.23
"101","2007-05-29",20.200001
"102","2007-05-30",20.280001
"103","2007-05-31",20.48
"104","2007-06-01",20.6
"105","2007-06-04",20.299999
"106","2007-06-05",20.360001
"107","2007-06-06",20.450001
"108","2007-06-07",20.110001
"109","2007-06-08",20.299999
"110","2007-06-11",20.450001
"111","2007-06-12",20.09
"112","2007-06-13",20.620001
"113","2007-06-14",20.6
"114","2007-06-15",20.879999
"115","2007-06-18",21.360001
"116","2007-06-19",21.5
"117","2007-06-20",21.139999
"118","2007-06-21",21.450001
"119","2007-06-22",21.09
"120","2007-06-25",21.530001
"121","2007-06-26",21.43
"122","2007-06-27",20.700001
"123","2007-06-28",20.9
"124","2007-06-29",20.610001
"125","2007-07-02",20.809999
"126","2007-07-03",20.77
"127","2007-07-05",20.52
"128","2007-07-06",20.92
"129","2007-07-09",21.030001
"130","2007-07-10",20.77
"131","2007-07-11",20.93
"132","2007-07-12",21.16
"133","2007-07-13",21.219999
"134","2007-07-16",21.030001
"135","2007-07-17",21.200001
"136","2007-07-18",21.25
"137","2007-07-19",21.48
"138","2007-07-20",21.1
"139","2007-07-23",21.299999
"140","2007-07-24",21.17
"141","2007-07-25",21.17
"142","2007-07-26",19.799999
"143","2007-07-27",20.559999
"144","2007-07-30",20.809999
"145","2007-07-31",20.32
"146","2007-08-01",20.690001
"147","2007-08-02",20.68
"148","2007-08-03",19.52
"149","2007-08-06",19.5
"150","2007-08-07",19.940001
"151","2007-08-08",20.41
"152","2007-08-09",21.040001
"153","2007-08-10",21.299999
"154","2007-08-13",20.98
"155","2007-08-14",20.82
"156","2007-08-15",19.75
"157","2007-08-16",20.75
"158","2007-08-17",20.709999
"159","2007-08-20",21.129999
"160","2007-08-21",21.01
"161","2007-08-22",20.82
"162","2007-08-23",20.190001
"163","2007-08-24",20.5
"164","2007-08-27",20.299999
"165","2007-08-28",19.74
"166","2007-08-29",19.959999
"167","2007-08-30",19.440001
"168","2007-08-31",19.92
"169","2007-09-04",20.74
"170","2007-09-05",20.43
"171","2007-09-06",20.459999
"172","2007-09-07",19.950001
"173","2007-09-10",19.92
"174","2007-09-11",19.889999
"175","2007-09-12",19.66
"176","2007-09-13",20.34
"177","2007-09-14",20.440001
"178","2007-09-17",20.07
"179","2007-09-18",21.049999
"180","2007-09-19",21.459999
"181","2007-09-20",21.1
"182","2007-09-21",20.889999
"183","2007-09-24",21.15
"184","2007-09-25",20.959999
"185","2007-09-26",21.23
"186","2007-09-27",20.809999
"187","2007-09-28",20.559999
"188","2007-10-01",20.309999
"189","2007-10-02",20.4
"190","2007-10-03",20.370001
"191","2007-10-04",20.42
"192","2007-10-05",21.219999
"193","2007-10-08",20.709999
"194","2007-10-09",20.43
"195","2007-10-10",20.700001
"196","2007-10-11",21.440001
"197","2007-10-12",22.16
"198","2007-10-15",21.74
"199","2007-10-16",21.76
"200","2007-10-17",22.08
"201","2007-10-18",21.950001
"202","2007-10-19",21.790001
"203","2007-10-22",22.629999
"204","2007-10-23",23
"205","2007-10-24",21.99
"206","2007-10-25",21.969999
"207","2007-10-26",22.32
"208","2007-10-29",22.41
"209","2007-10-30",22.07
"210","2007-10-31",22.370001
"211","2007-11-01",21.92
"212","2007-11-02",21.85
"213","2007-11-05",21.879999
"214","2007-11-06",21.4
"215","2007-11-07",20.200001
"216","2007-11-08",20.35
"217","2007-11-09",20.389999
"218","2007-11-12",20.15
"219","2007-11-13",21.17
"220","2007-11-14",21.91
"221","2007-11-15",21.950001
"222","2007-11-16",21.959999
"223","2007-11-19",22.24
"224","2007-11-20",21.129999
"225","2007-11-21",20.73
"226","2007-11-23",21.610001
"227","2007-11-26",20.82
"228","2007-11-27",20.959999
"229","2007-11-28",21.93
"230","2007-11-29",21.08
"231","2007-11-30",20.66
"232","2007-12-03",20.190001
"233","2007-12-04",19.940001
"234","2007-12-05",20.219999
"235","2007-12-06",20.98
"236","2007-12-07",20.75
"237","2007-12-10",20.809999
"238","2007-12-11",19.85
"239","2007-12-12",19.950001
"240","2007-12-13",19.75
"241","2007-12-14",19.4
"242","2007-12-17",19.16
"243","2007-12-18",19.450001
"244","2007-12-19",19.549999
"245","2007-12-20",19.57
"246","2007-12-21",20.299999
"247","2007-12-24",20.620001
"248","2007-12-26",20.559999
"249","2007-12-27",19.35
"250","2007-12-28",19.629999
"251","2007-12-31",19.6
"252","2008-01-02",19.030001
"253","2008-01-03",18.83
"254","2008-01-04",18.25
"255","2008-01-07",18.52
"256","2008-01-08",17.799999
"257","2008-01-09",17.91
"258","2008-01-10",19.26
"259","2008-01-11",20.690001
"260","2008-01-14",23.24
"261","2008-01-15",22.280001
"262","2008-01-16",21.99
"263","2008-01-17",21.32
"264","2008-01-18",21.52
"265","2008-01-22",21.23
"266","2008-01-23",20.379999
"267","2008-01-24",21.110001
"268","2008-01-25",20.66
"269","2008-01-28",21.34
"270","2008-01-29",21.290001
"271","2008-01-30",21
"272","2008-01-31",21.299999
"273","2008-02-01",22
"274","2008-02-04",22.35
"275","2008-02-05",21.799999
"276","2008-02-06",22.65
"277","2008-02-07",21.84
"278","2008-02-08",21.65
"279","2008-02-11",23.15
"280","2008-02-12",22.639999
"281","2008-02-13",22.67
"282","2008-02-14",21.870001
"283","2008-02-15",21.33
"284","2008-02-19",21.18
"285","2008-02-20",21.709999
"286","2008-02-21",20.959999
"287","2008-02-22",21.18
"288","2008-02-25",21.33
"289","2008-02-26",21.540001
"290","2008-02-27",21.360001
"291","2008-02-28",21.09
"292","2008-02-29",20.809999
"293","2008-03-03",20.5
"294","2008-03-04",20.76
"295","2008-03-05",20.68
"296","2008-03-06",20.610001
"297","2008-03-07",20.51
"298","2008-03-10",20.700001
"299","2008-03-11",21.48
"300","2008-03-12",21.030001
"301","2008-03-13",21.530001
"302","2008-03-14",20.860001
"303","2008-03-17",20.559999
"304","2008-03-18",21.379999
"305","2008-03-19",20.870001
"306","2008-03-20",21.780001
"307","2008-03-24",21.85
"308","2008-03-25",22.5
"309","2008-03-26",21.75
"310","2008-03-27",21.309999
"311","2008-03-28",20.98
"312","2008-03-31",21.219999
"313","2008-04-01",22.08
"314","2008-04-02",22.32
"315","2008-04-03",22.700001
"316","2008-04-04",22.5
"317","2008-04-07",22.459999
"318","2008-04-08",22.5
"319","2008-04-09",21.389999
"320","2008-04-10",22
"321","2008-04-11",20.4
"322","2008-04-14",20.66
"323","2008-04-15",20.389999
"324","2008-04-16",21.709999
"325","2008-04-17",21
"326","2008-04-18",21.4
"327","2008-04-21",22.15
"328","2008-04-22",22.549999
"329","2008-04-23",22.51
"330","2008-04-24",23.450001
"331","2008-04-25",23.139999
"332","2008-04-28",23.459999
"333","2008-04-29",23.58
"334","2008-04-30",23.879999
"335","2008-05-01",24.799999
"336","2008-05-02",24.73
"337","2008-05-05",24.690001
"338","2008-05-06",21.790001
"339","2008-05-07",20.860001
"340","2008-05-08",21.209999
"341","2008-05-09",21.42
"342","2008-05-12",21.66
"343","2008-05-13",21.59
"344","2008-05-14",21.73
"345","2008-05-15",21.889999
"346","2008-05-16",22.01
"347","2008-05-19",22.280001
"348","2008-05-20",22.280001
"349","2008-05-21",22.41
"350","2008-05-22",23.440001
"351","2008-05-23",23.459999
"352","2008-05-27",23.6
"353","2008-05-28",23.5
"354","2008-05-29",24.32
"355","2008-05-30",24.85
"356","2008-06-02",24.940001
"357","2008-06-03",25.139999
"358","2008-06-04",25.709999
"359","2008-06-05",26.26
"360","2008-06-06",25.549999
"361","2008-06-09",25.969999
"362","2008-06-10",26.209999
"363","2008-06-11",25.870001
"364","2008-06-12",26.110001
"365","2008-06-13",26.35
"366","2008-06-16",27.030001
"367","2008-06-17",26.700001
"368","2008-06-18",26.34
"369","2008-06-19",27.07
"370","2008-06-20",26.65
"371","2008-06-23",25.98
"372","2008-06-24",25.450001
"373","2008-06-25",25.549999
"374","2008-06-26",25.790001
"375","2008-06-27",25.58
"376","2008-06-30",25.09
"377","2008-07-01",25.200001
"378","2008-07-02",24.77
"379","2008-07-03",24.889999
"380","2008-07-07",24.540001
"381","2008-07-08",24.99
"382","2008-07-09",24.469999
"383","2008-07-10",24.75
"384","2008-07-11",24.9
"385","2008-07-14",23.25
"386","2008-07-15",22.969999
"387","2008-07-16",23.6
"388","2008-07-17",24.139999
"389","2008-07-18",23.969999
"390","2008-07-21",23.07
"391","2008-07-22",23.200001
"392","2008-07-23",23.389999
"393","2008-07-24",23.450001
"394","2008-07-25",23.35
"395","2008-07-28",23.09
"396","2008-07-29",23.23
"397","2008-07-30",23.27
"398","2008-07-31",23.360001
"399","2008-08-01",22.52
"400","2008-08-04",22.65
"401","2008-08-05",23.25
"402","2008-08-06",23.98
"403","2008-08-07",23.6
"404","2008-08-08",24.450001
"405","2008-08-11",24.66
"406","2008-08-12",24.969999
"407","2008-08-13",25.09
"408","2008-08-14",25
"409","2008-08-15",24.74
"410","2008-08-18",24.280001
"411","2008-08-19",23.57
