"","date","AKBA"
"1","2014-03-20",26.695
"2","2014-03-21",23.700001
"3","2014-03-24",20.200001
"4","2014-03-25",20
"5","2014-03-26",18.959999
"6","2014-03-27",19.370001
"7","2014-03-28",20
"8","2014-03-31",19.559999
"9","2014-04-01",20.559999
"10","2014-04-02",21.879999
"11","2014-04-03",19.15
"12","2014-04-04",18.51
"13","2014-04-07",18
"14","2014-04-08",18.309999
"15","2014-04-09",18.889999
"16","2014-04-10",18.48
"17","2014-04-11",16.860001
"18","2014-04-14",21.139999
"19","2014-04-15",22.26
"20","2014-04-16",24.700001
"21","2014-04-17",26.09
"22","2014-04-21",27.040001
"23","2014-04-22",25.49
"24","2014-04-23",24.77
"25","2014-04-24",22.790001
"26","2014-04-25",23
"27","2014-04-28",23
"28","2014-04-29",24.16
"29","2014-04-30",24.370001
"30","2014-05-01",24.860001
"31","2014-05-02",24.01
"32","2014-05-05",23.73
"33","2014-05-06",22.99
"34","2014-05-07",23.040001
"35","2014-05-08",22.879999
"36","2014-05-09",22.209999
"37","2014-05-12",22.389999
"38","2014-05-13",23.030001
"39","2014-05-14",22.799999
"40","2014-05-15",21.52
"41","2014-05-16",21.530001
"42","2014-05-19",21.139999
"43","2014-05-20",21.34
"44","2014-05-21",22.23
"45","2014-05-22",22.93
"46","2014-05-23",22.76
"47","2014-05-27",22.879999
"48","2014-05-28",23.02
"49","2014-05-29",23.610001
"50","2014-05-30",24.299999
"51","2014-06-02",24.65
"52","2014-06-03",26.309999
"53","2014-06-04",26.370001
"54","2014-06-05",26.73
"55","2014-06-06",26.85
"56","2014-06-09",28.309999
"57","2014-06-10",28.059999
"58","2014-06-11",27.57
"59","2014-06-12",27.5
"60","2014-06-13",27.66
"61","2014-06-16",26.98
"62","2014-06-17",26.92
"63","2014-06-18",27.799999
"64","2014-06-19",27.280001
"65","2014-06-20",29.17
"66","2014-06-23",28.68
"67","2014-06-24",27.190001
"68","2014-06-25",28.620001
"69","2014-06-26",29.059999
"70","2014-06-27",28.59
"71","2014-06-30",27.790001
"72","2014-07-01",28.02
"73","2014-07-02",27.77
"74","2014-07-03",28.049999
"75","2014-07-07",25.48
"76","2014-07-08",24.24
"77","2014-07-09",23.6
"78","2014-07-10",24.27
"79","2014-07-11",24.77
"80","2014-07-14",25.26
"81","2014-07-15",24.33
"82","2014-07-16",23.950001
"83","2014-07-17",23.49
"84","2014-07-18",23.57
"85","2014-07-21",23.110001
"86","2014-07-22",23.27
"87","2014-07-23",23.190001
"88","2014-07-24",23.639999
"89","2014-07-25",23.360001
"90","2014-07-28",22.33
"91","2014-07-29",23.24
"92","2014-07-30",22.84
"93","2014-07-31",22.139999
"94","2014-08-01",21.440001
"95","2014-08-04",20.84
"96","2014-08-05",20.879999
"97","2014-08-06",21.57
"98","2014-08-07",21.030001
"99","2014-08-08",21.690001
"100","2014-08-11",22.6
"101","2014-08-12",22.16
"102","2014-08-13",22.57
"103","2014-08-14",24.01
"104","2014-08-15",25.799999
"105","2014-08-18",25.969999
"106","2014-08-19",24.27
"107","2014-08-20",23.42
"108","2014-08-21",22.309999
"109","2014-08-22",22.360001
"110","2014-08-25",22.92
"111","2014-08-26",23.309999
"112","2014-08-27",22.65
"113","2014-08-28",21.85
"114","2014-08-29",22.51
"115","2014-09-02",22.620001
"116","2014-09-03",23.42
"117","2014-09-04",22.59
"118","2014-09-05",22.5
"119","2014-09-08",22.299999
"120","2014-09-09",22.110001
"121","2014-09-10",21.799999
"122","2014-09-11",21.76
"123","2014-09-12",21.08
"124","2014-09-15",20.459999
"125","2014-09-16",21.440001
"126","2014-09-17",22.530001
"127","2014-09-18",22.49
"128","2014-09-19",21.870001
"129","2014-09-22",20.75
"130","2014-09-23",20.25
"131","2014-09-24",20.860001
"132","2014-09-25",21.52
"133","2014-09-26",22.83
"134","2014-09-29",22.75
"135","2014-09-30",22.129999
"136","2014-10-01",20.700001
"137","2014-10-02",20.719999
"138","2014-10-03",20.700001
"139","2014-10-06",21.34
"140","2014-10-07",20.889999
"141","2014-10-08",21.27
"142","2014-10-09",20.75
"143","2014-10-10",20.809999
"144","2014-10-13",20.139999
"145","2014-10-14",19.950001
"146","2014-10-15",20.67
"147","2014-10-16",20.6
"148","2014-10-17",20.49
"149","2014-10-20",20.43
"150","2014-10-21",20.17
"151","2014-10-22",19.540001
"152","2014-10-23",19.27
"153","2014-10-24",19.719999
"154","2014-10-27",13.97
"155","2014-10-28",12.75
"156","2014-10-29",12.99
"157","2014-10-30",13.11
"158","2014-10-31",12.96
"159","2014-11-03",12.2
"160","2014-11-04",11
"161","2014-11-05",10.72
"162","2014-11-06",10.37
"163","2014-11-07",10.7
"164","2014-11-10",8.995
"165","2014-11-11",10.36
"166","2014-11-12",12.21
"167","2014-11-13",11.3
"168","2014-11-14",11.98
"169","2014-11-17",12.95
"170","2014-11-18",14.08
"171","2014-11-19",15.24
"172","2014-11-20",14.81
"173","2014-11-21",14.31
"174","2014-11-24",13.73
"175","2014-11-25",13.12
"176","2014-11-26",13.12
"177","2014-11-28",12.08
"178","2014-12-01",11.55
"179","2014-12-02",11.43
"180","2014-12-03",10.7
"181","2014-12-04",10.29
"182","2014-12-05",10.45
"183","2014-12-08",11.54
"184","2014-12-09",12.14
"185","2014-12-10",11.45
"186","2014-12-11",11.08
"187","2014-12-12",11.33
"188","2014-12-15",10.59
"189","2014-12-16",11.03
"190","2014-12-17",11.87
"191","2014-12-18",11.99
"192","2014-12-19",11.9
"193","2014-12-22",12.24
"194","2014-12-23",11.54
"195","2014-12-24",11.23
"196","2014-12-26",11.49
"197","2014-12-29",11.36
"198","2014-12-30",11.61
"199","2014-12-31",11.64
"200","2015-01-02",11.5
"201","2015-01-05",11.09
"202","2015-01-06",11.06
"203","2015-01-07",11.43
"204","2015-01-08",11.1
"205","2015-01-09",11.5
"206","2015-01-12",11.43
"207","2015-01-13",10.96
"208","2015-01-14",10.99
"209","2015-01-15",10.02
"210","2015-01-16",10.83
"211","2015-01-20",10.89
"212","2015-01-21",10.33
"213","2015-01-22",10.47
"214","2015-01-23",10.61
"215","2015-01-26",11.34
"216","2015-01-27",11.43
"217","2015-01-28",10.79
"218","2015-01-29",10.83
"219","2015-01-30",10.27
"220","2015-02-02",9.33
"221","2015-02-03",9.25
"222","2015-02-04",9.31
"223","2015-02-05",9.8
"224","2015-02-06",9.52
"225","2015-02-09",9.22
"226","2015-02-10",9.1
"227","2015-02-11",9
"228","2015-02-12",8.81
"229","2015-02-13",9.32
"230","2015-02-17",9.53
"231","2015-02-18",10.15
"232","2015-02-19",10.05
"233","2015-02-20",10.14
"234","2015-02-23",9.9
"235","2015-02-24",9.89
"236","2015-02-25",9.56
"237","2015-02-26",9.45
"238","2015-02-27",9.26
"239","2015-03-02",9.08
"240","2015-03-03",9.48
"241","2015-03-04",10.2
"242","2015-03-05",11.03
"243","2015-03-06",11.15
"244","2015-03-09",11.45
"245","2015-03-10",11.43
"246","2015-03-11",11.47
"247","2015-03-12",11.43
"248","2015-03-13",13.24
"249","2015-03-16",12.98
"250","2015-03-17",12.82
"251","2015-03-18",12.87
"252","2015-03-19",13
"253","2015-03-20",12.46
"254","2015-03-23",11.35
"255","2015-03-24",11.51
"256","2015-03-25",10.23
"257","2015-03-26",10.29
"258","2015-03-27",10.43
"259","2015-03-30",10.92
"260","2015-03-31",11.11
"261","2015-04-01",9.51
"262","2015-04-02",9.19
"263","2015-04-06",9.27
"264","2015-04-07",9.84
"265","2015-04-08",10.5
"266","2015-04-09",10.28
"267","2015-04-10",10.41
"268","2015-04-13",10.3
"269","2015-04-14",9.73
"270","2015-04-15",9.32
"271","2015-04-16",8.67
"272","2015-04-17",8.31
"273","2015-04-20",8.5
"274","2015-04-21",8.32
"275","2015-04-22",8.39
"276","2015-04-23",8.75
"277","2015-04-24",8.67
"278","2015-04-27",8.47
"279","2015-04-28",8.25
"280","2015-04-29",8.25
"281","2015-04-30",7.67
"282","2015-05-01",7.85
"283","2015-05-04",7.92
"284","2015-05-05",7.85
"285","2015-05-06",7.54
"286","2015-05-07",7.49
"287","2015-05-08",7.56
"288","2015-05-11",7.88
"289","2015-05-12",7.81
"290","2015-05-13",7.71
"291","2015-05-14",8.05
"292","2015-05-15",8.19
"293","2015-05-18",8.24
"294","2015-05-19",8.23
"295","2015-05-20",8.16
"296","2015-05-21",8.14
"297","2015-05-22",8.13
"298","2015-05-26",7.97
"299","2015-05-27",8.25
"300","2015-05-28",8.24
"301","2015-05-29",7.86
"302","2015-06-01",7.81
"303","2015-06-02",7.94
"304","2015-06-03",7.99
"305","2015-06-04",8.23
"306","2015-06-05",8.48
"307","2015-06-08",8.17
"308","2015-06-09",7.83
"309","2015-06-10",7.86
"310","2015-06-11",7.76
"311","2015-06-12",7.91
"312","2015-06-15",8.08
"313","2015-06-16",8.24
"314","2015-06-17",8.02
"315","2015-06-18",8.28
"316","2015-06-19",7.99
"317","2015-06-22",9.58
"318","2015-06-23",9.7
"319","2015-06-24",9.3
"320","2015-06-25",9.41
"321","2015-06-26",9.57
"322","2015-06-29",9.37
"323","2015-06-30",10.29
"324","2015-07-01",9.73
"325","2015-07-02",9.79
"326","2015-07-06",9.83
"327","2015-07-07",9.52
"328","2015-07-08",8.97
"329","2015-07-09",8.74
"330","2015-07-10",8.83
"331","2015-07-13",9.09
"332","2015-07-14",9.11
"333","2015-07-15",9.45
"334","2015-07-16",9.92
"335","2015-07-17",10.8
"336","2015-07-20",11
"337","2015-07-21",11.69
"338","2015-07-22",10.99
"339","2015-07-23",11.07
"340","2015-07-24",10.19
"341","2015-07-27",9.56
"342","2015-07-28",9.65
"343","2015-07-29",9.36
"344","2015-07-30",9.4
"345","2015-07-31",9.4
"346","2015-08-03",9.81
"347","2015-08-04",10.62
"348","2015-08-05",10.48
"349","2015-08-06",9.52
"350","2015-08-07",9.3
"351","2015-08-10",9.62
"352","2015-08-11",9.44
"353","2015-08-12",7.99
"354","2015-08-13",7.52
"355","2015-08-14",7.1
"356","2015-08-17",7.2
"357","2015-08-18",6.89
"358","2015-08-19",7.02
"359","2015-08-20",6.32
"360","2015-08-21",6.65
"361","2015-08-24",6.25
"362","2015-08-25",6.1
"363","2015-08-26",6.35
"364","2015-08-27",6.47
"365","2015-08-28",7
"366","2015-08-31",6.96
"367","2015-09-01",7.47
"368","2015-09-02",7.53
"369","2015-09-03",6.58
"370","2015-09-04",7.14
"371","2015-09-08",7.81
"372","2015-09-09",11.36
"373","2015-09-10",9.67
"374","2015-09-11",11.21
"375","2015-09-14",10.56
"376","2015-09-15",10.58
"377","2015-09-16",10.8
"378","2015-09-17",10.9
"379","2015-09-18",11.33
"380","2015-09-21",10.76
"381","2015-09-22",11.15
"382","2015-09-23",11.18
"383","2015-09-24",11.15
"384","2015-09-25",10.58
"385","2015-09-28",9.6
"386","2015-09-29",9.55
"387","2015-09-30",9.66
"388","2015-10-01",8.98
"389","2015-10-02",9.82
"390","2015-10-05",10.09
"391","2015-10-06",10.34
"392","2015-10-07",10
"393","2015-10-08",9.93
"394","2015-10-09",10.56
"395","2015-10-12",10.08
"396","2015-10-13",9.65
"397","2015-10-14",9.89
"398","2015-10-15",10.62
"399","2015-10-16",10.63
"400","2015-10-19",10.96
"401","2015-10-20",10.37
"402","2015-10-21",10.63
"403","2015-10-22",9.47
"404","2015-10-23",9.1
"405","2015-10-26",8.84
"406","2015-10-27",9.2
"407","2015-10-28",9.63
"408","2015-10-29",9.07
"409","2015-10-30",8.92
"410","2015-11-02",9.93
"411","2015-11-03",10.28
"412","2015-11-04",10.24
"413","2015-11-05",9.94
"414","2015-11-06",10.23
"415","2015-11-09",8.97
"416","2015-11-10",8.53
"417","2015-11-11",8.73
"418","2015-11-12",8.54
"419","2015-11-13",8.3
"420","2015-11-16",8.43
"421","2015-11-17",8.54
"422","2015-11-18",9.06
"423","2015-11-19",8.88
"424","2015-11-20",9.5
"425","2015-11-23",9.42
"426","2015-11-24",10.05
"427","2015-11-25",10.18
"428","2015-11-27",10.9
"429","2015-11-30",10.73
"430","2015-12-01",10.22
"431","2015-12-02",9.96
"432","2015-12-03",9.87
"433","2015-12-04",9.88
"434","2015-12-07",10.48
"435","2015-12-08",10.23
"436","2015-12-09",9.89
"437","2015-12-10",10.11
"438","2015-12-11",9.75
"439","2015-12-14",10.44
"440","2015-12-15",11.8
"441","2015-12-16",12.05
"442","2015-12-17",11.69
"443","2015-12-18",12.35
"444","2015-12-21",12.22
"445","2015-12-22",12.01
"446","2015-12-23",12.21
"447","2015-12-24",12.18
"448","2015-12-28",11.9
"449","2015-12-29",12.01
"450","2015-12-30",12.7
"451","2015-12-31",12.92
"452","2016-01-04",12.56
"453","2016-01-05",10.78
"454","2016-01-06",9.6
"455","2016-01-07",8.66
"456","2016-01-08",8.51
"457","2016-01-11",8.18
"458","2016-01-12",8.26
"459","2016-01-13",7.79
"460","2016-01-14",8.04
"461","2016-01-15",7.75
"462","2016-01-19",7.78
"463","2016-01-20",8
"464","2016-01-21",7.51
"465","2016-01-22",7.77
"466","2016-01-25",7.86
"467","2016-01-26",7.69
"468","2016-01-27",7.5
"469","2016-01-28",7.35
"470","2016-01-29",7.33
"471","2016-02-01",7.74
"472","2016-02-02",7.45
"473","2016-02-03",7.59
"474","2016-02-04",7.71
"475","2016-02-05",7.44
"476","2016-02-08",7.15
"477","2016-02-09",7.14
"478","2016-02-10",7.23
"479","2016-02-11",7.24
"480","2016-02-12",7.69
"481","2016-02-16",7.96
