"","date","CHH"
"1","2007-01-03",42.220001
"2","2007-01-04",42.240002
"3","2007-01-05",41.610001
"4","2007-01-08",41.75
"5","2007-01-09",41.700001
"6","2007-01-10",43.41
"7","2007-01-11",44.150002
"8","2007-01-12",43.849998
"9","2007-01-16",44.279999
"10","2007-01-17",43.810001
"11","2007-01-18",42.66
"12","2007-01-19",43.09
"13","2007-01-22",43.110001
"14","2007-01-23",42.77
"15","2007-01-24",43.599998
"16","2007-01-25",42.759998
"17","2007-01-26",41.91
"18","2007-01-29",41.950001
"19","2007-01-30",41.919998
"20","2007-01-31",42.290001
"21","2007-02-01",42.560001
"22","2007-02-02",41.98
"23","2007-02-05",41.82
"24","2007-02-06",41.740002
"25","2007-02-07",41.580002
"26","2007-02-08",41.919998
"27","2007-02-09",40.299999
"28","2007-02-12",40.220001
"29","2007-02-13",40.77
"30","2007-02-14",37.279999
"31","2007-02-15",36.919998
"32","2007-02-16",37.060001
"33","2007-02-20",38.029999
"34","2007-02-21",38.540001
"35","2007-02-22",38.560001
"36","2007-02-23",38.509998
"37","2007-02-26",37.84
"38","2007-02-27",37.290001
"39","2007-02-28",37.490002
"40","2007-03-01",37.419998
"41","2007-03-02",36.709999
"42","2007-03-05",35.669998
"43","2007-03-06",36.48
"44","2007-03-07",36.689999
"45","2007-03-08",36.209999
"46","2007-03-09",36.34
"47","2007-03-12",36.540001
"48","2007-03-13",35.869999
"49","2007-03-14",36.279999
"50","2007-03-15",36.84
"51","2007-03-16",35.959999
"52","2007-03-19",36.310001
"53","2007-03-20",36.259998
"54","2007-03-21",36.84
"55","2007-03-22",37.09
"56","2007-03-23",36.509998
"57","2007-03-26",36.43
"58","2007-03-27",36.25
"59","2007-03-28",35.43
"60","2007-03-29",35.5
"61","2007-03-30",35.43
"62","2007-04-02",35.639999
"63","2007-04-03",35.880001
"64","2007-04-04",36.049999
"65","2007-04-05",35.959999
"66","2007-04-09",35.439999
"67","2007-04-10",35.25
"68","2007-04-11",35.139999
"69","2007-04-12",35.220001
"70","2007-04-13",35.52
"71","2007-04-16",35.869999
"72","2007-04-17",35.509998
"73","2007-04-18",36.049999
"74","2007-04-19",34.880001
"75","2007-04-20",35.18
"76","2007-04-23",35.580002
"77","2007-04-24",35.459999
"78","2007-04-25",36.220001
"79","2007-04-26",38.220001
"80","2007-04-27",38.580002
"81","2007-04-30",37.639999
"82","2007-05-01",37.610001
"83","2007-05-02",38.330002
"84","2007-05-03",38.369999
"85","2007-05-04",38.299999
"86","2007-05-07",37.990002
"87","2007-05-08",37.77
"88","2007-05-09",38.349998
"89","2007-05-10",37.529999
"90","2007-05-11",38
"91","2007-05-14",37.490002
"92","2007-05-15",37.66
"93","2007-05-16",37.919998
"94","2007-05-17",38.049999
"95","2007-05-18",38.139999
"96","2007-05-21",38.34
"97","2007-05-22",39.27
"98","2007-05-23",39.43
"99","2007-05-24",38.779999
"100","2007-05-25",38.880001
"101","2007-05-29",39.099998
"102","2007-05-30",39.720001
"103","2007-05-31",40.32
"104","2007-06-01",41.389999
"105","2007-06-04",42.009998
"106","2007-06-05",41.68
"107","2007-06-06",41.459999
"108","2007-06-07",40.389999
"109","2007-06-08",40.560001
"110","2007-06-11",40.150002
"111","2007-06-12",39.84
"112","2007-06-13",40.189999
"113","2007-06-14",40.080002
"114","2007-06-15",40.57
"115","2007-06-18",40.419998
"116","2007-06-19",40.599998
"117","2007-06-20",39.970001
"118","2007-06-21",40.049999
"119","2007-06-22",39.599998
"120","2007-06-25",39.639999
"121","2007-06-26",39.73
"122","2007-06-27",39.599998
"123","2007-06-28",39.59
"124","2007-06-29",39.52
"125","2007-07-02",40.299999
"126","2007-07-03",39.68
"127","2007-07-05",42.599998
"128","2007-07-06",42.34
"129","2007-07-09",41.869999
"130","2007-07-10",41.200001
"131","2007-07-11",41.150002
"132","2007-07-12",40.869999
"133","2007-07-13",40.77
"134","2007-07-16",40.529999
"135","2007-07-17",40.439999
"136","2007-07-18",40.18
"137","2007-07-19",40.240002
"138","2007-07-20",39.389999
"139","2007-07-23",39.400002
"140","2007-07-24",38.439999
"141","2007-07-25",38.110001
"142","2007-07-26",37.110001
"143","2007-07-27",36.470001
"144","2007-07-30",36.290001
"145","2007-07-31",36.18
"146","2007-08-01",36.73
"147","2007-08-02",37.5
"148","2007-08-03",36.32
"149","2007-08-06",37.080002
"150","2007-08-07",36.740002
"151","2007-08-08",37.099998
"152","2007-08-09",34.68
"153","2007-08-10",35.150002
"154","2007-08-13",37.02
"155","2007-08-14",36.540001
"156","2007-08-15",36.150002
"157","2007-08-16",36.369999
"158","2007-08-17",35.810001
"159","2007-08-20",36.150002
"160","2007-08-21",37.080002
"161","2007-08-22",37.240002
"162","2007-08-23",37.360001
"163","2007-08-24",38.299999
"164","2007-08-27",37.119999
"165","2007-08-28",36.48
"166","2007-08-29",37.41
"167","2007-08-30",37.389999
"168","2007-08-31",37.48
"169","2007-09-04",37.799999
"170","2007-09-05",37.189999
"171","2007-09-06",36.77
"172","2007-09-07",35.759998
"173","2007-09-10",36.02
"174","2007-09-11",35.990002
"175","2007-09-12",35.970001
"176","2007-09-13",35.98
"177","2007-09-14",36.349998
"178","2007-09-17",35.689999
"179","2007-09-18",36.630001
"180","2007-09-19",39.139999
"181","2007-09-20",39.209999
"182","2007-09-21",39.029999
"183","2007-09-24",38.880001
"184","2007-09-25",38.700001
"185","2007-09-26",38.52
"186","2007-09-27",38.610001
"187","2007-09-28",37.669998
"188","2007-10-01",38.290001
"189","2007-10-02",39.200001
"190","2007-10-03",38.57
"191","2007-10-04",39.970001
"192","2007-10-05",40.889999
"193","2007-10-08",40.189999
"194","2007-10-09",39.950001
"195","2007-10-10",39.650002
"196","2007-10-11",39.380001
"197","2007-10-12",40.040001
"198","2007-10-15",39.290001
"199","2007-10-16",39.68
"200","2007-10-17",40.139999
"201","2007-10-18",39.77
"202","2007-10-19",38.18
"203","2007-10-22",38.59
"204","2007-10-23",38.330002
"205","2007-10-24",38.610001
"206","2007-10-25",40.540001
"207","2007-10-26",39.700001
"208","2007-10-29",39.310001
"209","2007-10-30",38.990002
"210","2007-10-31",38.740002
"211","2007-11-01",37.990002
"212","2007-11-02",37.799999
"213","2007-11-05",36.57
"214","2007-11-06",36.09
"215","2007-11-07",35.540001
"216","2007-11-08",36.759998
