"","date","SAL"
"1","2007-01-03",38
"2","2007-01-04",38
"3","2007-01-05",38
"4","2007-01-08",38
"5","2007-01-09",37.849998
"6","2007-01-10",37.700001
"7","2007-01-11",37.5
"8","2007-01-12",37.5
"9","2007-01-16",37.5
"10","2007-01-17",37.889999
"11","2007-01-18",37.549999
"12","2007-01-19",37.299999
"13","2007-01-22",37.049999
"14","2007-01-23",37.299999
"15","2007-01-24",37.650002
"16","2007-01-25",37.900002
"17","2007-01-26",37.900002
"18","2007-01-29",38.150002
"19","2007-01-30",38.099998
"20","2007-01-31",38.5
"21","2007-02-01",38.5
"22","2007-02-02",38.259998
"23","2007-02-05",38
"24","2007-02-06",38
"25","2007-02-07",38.25
"26","2007-02-08",38.25
"27","2007-02-09",38
"28","2007-02-12",37.549999
"29","2007-02-13",37.549999
"30","2007-02-14",37.549999
"31","2007-02-15",37.470001
"32","2007-02-16",36.599998
"33","2007-02-20",36.709999
"34","2007-02-21",36.709999
"35","2007-02-22",36.5
"36","2007-02-23",36.049999
"37","2007-02-26",36.049999
"38","2007-02-27",36
"39","2007-02-28",36.200001
"40","2007-03-01",35.84
"41","2007-03-02",35.889999
"42","2007-03-05",35.889999
"43","2007-03-06",36
"44","2007-03-07",35.549999
"45","2007-03-08",35.639999
"46","2007-03-09",35.619999
"47","2007-03-12",35.700001
"48","2007-03-13",35.939999
"49","2007-03-14",35.759998
"50","2007-03-15",35.990002
"51","2007-03-16",35.990002
"52","2007-03-19",35.959999
"53","2007-03-20",36.049999
"54","2007-03-21",36.619999
"55","2007-03-22",36.349998
"56","2007-03-23",36.75
"57","2007-03-26",36.75
"58","2007-03-27",36.75
"59","2007-03-28",36.549999
"60","2007-03-29",36.599998
"61","2007-03-30",36.66
"62","2007-04-02",36.5
"63","2007-04-03",36.5
"64","2007-04-04",36.43
"65","2007-04-05",36.5
"66","2007-04-09",36.299999
"67","2007-04-10",36.150002
"68","2007-04-11",36.279999
"69","2007-04-12",36.259998
"70","2007-04-13",36.330002
"71","2007-04-16",36.279999
"72","2007-04-17",36.389999
"73","2007-04-18",36.07
"74","2007-04-19",36.25
"75","2007-04-20",36
"76","2007-04-23",36
"77","2007-04-24",36.349998
"78","2007-04-25",36.349998
"79","2007-04-26",36.419998
"80","2007-04-27",36.419998
"81","2007-04-30",36.299999
"82","2007-05-01",36.25
"83","2007-05-02",36.200001
"84","2007-05-03",36.400002
"85","2007-05-04",36.400002
"86","2007-05-07",36.400002
"87","2007-05-08",36.150002
"88","2007-05-09",36.150002
"89","2007-05-10",36.150002
"90","2007-05-11",36.150002
"91","2007-05-14",36.099998
"92","2007-05-15",36.25
"93","2007-05-16",36
"94","2007-05-17",36
"95","2007-05-18",36
"96","2007-05-21",35.549999
"97","2007-05-22",35.5
"98","2007-05-23",34.099998
"99","2007-05-24",34.349998
"100","2007-05-25",34.400002
"101","2007-05-29",34.599998
"102","2007-05-30",34.700001
"103","2007-05-31",34.700001
"104","2007-06-01",34.459999
"105","2007-06-04",34.389999
"106","2007-06-05",34.150002
"107","2007-06-06",34.150002
"108","2007-06-07",33.25
"109","2007-06-08",33.299999
"110","2007-06-11",33
"111","2007-06-12",33.25
"112","2007-06-13",33.25
"113","2007-06-14",32.560001
"114","2007-06-15",32.900002
"115","2007-06-18",32.900002
"116","2007-06-19",33.400002
"117","2007-06-20",33.599998
"118","2007-06-21",33.330002
"119","2007-06-22",33.599998
"120","2007-06-25",33.200001
"121","2007-06-26",33.299999
"122","2007-06-27",33.049999
"123","2007-06-28",33.049999
"124","2007-06-29",33.049999
"125","2007-07-02",33.049999
"126","2007-07-03",33.299999
"127","2007-07-05",33.099998
"128","2007-07-06",33.099998
"129","2007-07-09",33.150002
"130","2007-07-10",32.950001
"131","2007-07-11",33.099998
"132","2007-07-12",33.25
"133","2007-07-13",33.25
"134","2007-07-16",33.25
"135","2007-07-17",33.25
"136","2007-07-18",32.950001
"137","2007-07-19",33.25
"138","2007-07-20",33.25
"139","2007-07-23",33.900002
"140","2007-07-24",33.450001
"141","2007-07-25",32.93
"142","2007-07-26",32.400002
"143","2007-07-27",31.99
"144","2007-07-30",31.049999
"145","2007-07-31",32.049999
"146","2007-08-01",32.049999
"147","2007-08-02",32.299999
"148","2007-08-03",32.299999
"149","2007-08-06",32.549999
"150","2007-08-07",32.549999
"151","2007-08-08",32.549999
"152","2007-08-09",32.549999
"153","2007-08-10",32.549999
"154","2007-08-13",32.299999
"155","2007-08-14",32.98
"156","2007-08-15",32.400002
"157","2007-08-16",32.75
"158","2007-08-17",33.299999
"159","2007-08-20",33.049999
"160","2007-08-21",33
"161","2007-08-22",33.650002
"162","2007-08-23",34
"163","2007-08-24",33.75
"164","2007-08-27",33.75
"165","2007-08-28",33.75
"166","2007-08-29",33.950001
"167","2007-08-30",33.950001
"168","2007-08-31",33.91
"169","2007-09-04",33.75
"170","2007-09-05",33.049999
"171","2007-09-06",32.759998
"172","2007-09-07",33
"173","2007-09-10",32.75
"174","2007-09-11",33.25
"175","2007-09-12",33.5
"176","2007-09-13",33.5
"177","2007-09-14",33.25
"178","2007-09-17",32.950001
"179","2007-09-18",33.400002
"180","2007-09-19",33.650002
"181","2007-09-20",34.099998
"182","2007-09-21",33.650002
"183","2007-09-24",33.650002
"184","2007-09-25",34
"185","2007-09-26",34
"186","2007-09-27",34
"187","2007-09-28",33.599998
"188","2007-10-01",33.599998
"189","2007-10-02",33.650002
"190","2007-10-03",32.900002
"191","2007-10-04",32.900002
"192","2007-10-05",32.900002
"193","2007-10-08",32.900002
"194","2007-10-09",32.900002
"195","2007-10-10",32.900002
"196","2007-10-11",32.900002
"197","2007-10-12",32.549999
"198","2007-10-15",32.799999
"199","2007-10-16",32.549999
"200","2007-10-17",32.549999
"201","2007-10-18",32.650002
"202","2007-10-19",32.599998
"203","2007-10-22",32.5
"204","2007-10-23",32.5
"205","2007-10-24",32.25
"206","2007-10-25",32.25
"207","2007-10-26",32.25
"208","2007-10-29",32.25
"209","2007-10-30",32.25
"210","2007-10-31",32.25
"211","2007-11-01",31.5
"212","2007-11-02",31.5
"213","2007-11-05",31.75
"214","2007-11-06",34
"215","2007-11-07",33.549999
"216","2007-11-08",34.049999
"217","2007-11-09",34.049999
"218","2007-11-12",34.200001
"219","2007-11-13",34.700001
"220","2007-11-14",34.849998
"221","2007-11-15",34.450001
"222","2007-11-16",34.450001
"223","2007-11-19",34.349998
"224","2007-11-20",34.349998
"225","2007-11-21",34.099998
"226","2007-11-23",34.099998
"227","2007-11-26",34.099998
"228","2007-11-27",34.099998
"229","2007-11-28",34.150002
"230","2007-11-29",34.150002
"231","2007-11-30",34.349998
"232","2007-12-03",34.349998
"233","2007-12-04",34.349998
"234","2007-12-05",34.400002
"235","2007-12-06",34.400002
"236","2007-12-07",34.650002
"237","2007-12-10",34.400002
"238","2007-12-11",34.349998
"239","2007-12-12",34.099998
"240","2007-12-13",33.849998
"241","2007-12-14",33.849998
"242","2007-12-17",34.200001
"243","2007-12-18",34.5
"244","2007-12-19",34.549999
"245","2007-12-20",33.900002
"246","2007-12-21",34.200001
"247","2007-12-24",33.950001
"248","2007-12-26",33.950001
"249","2007-12-27",33.900002
"250","2007-12-28",34
"251","2007-12-31",34.349998
"252","2008-01-02",33.849998
"253","2008-01-03",33.330002
"254","2008-01-04",32.599998
"255","2008-01-07",32.200001
"256","2008-01-08",32.200001
"257","2008-01-09",31.950001
"258","2008-01-10",31.700001
"259","2008-01-11",31.450001
"260","2008-01-14",31.450001
"261","2008-01-15",31.4
"262","2008-01-16",31.25
"263","2008-01-17",31.85
"264","2008-01-18",32.150002
"265","2008-01-22",32.25
"266","2008-01-23",32.5
"267","2008-01-24",32.02
"268","2008-01-25",32.099998
"269","2008-01-28",32.049999
"270","2008-01-29",32.139999
"271","2008-01-30",32.049999
"272","2008-01-31",31.799999
"273","2008-02-01",30.9
"274","2008-02-04",30.700001
"275","2008-02-05",30.450001
"276","2008-02-06",30.25
"277","2008-02-07",30.75
"278","2008-02-08",30.950001
"279","2008-02-11",30.950001
"280","2008-02-12",31
"281","2008-02-13",31.200001
"282","2008-02-14",31.450001
"283","2008-02-15",31.200001
"284","2008-02-19",30.950001
"285","2008-02-20",30.6
"286","2008-02-21",30.549999
"287","2008-02-22",30.549999
"288","2008-02-25",30.799999
"289","2008-02-26",30.799999
"290","2008-02-27",30.549999
"291","2008-02-28",30.299999
"292","2008-02-29",30.549999
"293","2008-03-03",29.9
"294","2008-03-04",30.35
"295","2008-03-05",30.4
"296","2008-03-06",30.4
"297","2008-03-07",30.4
"298","2008-03-10",30.15
"299","2008-03-11",30.25
"300","2008-03-12",30.4
"301","2008-03-13",30.4
"302","2008-03-14",30.4
"303","2008-03-17",29.950001
"304","2008-03-18",30.15
"305","2008-03-19",30.35
"306","2008-03-20",30.6
"307","2008-03-24",30.5
"308","2008-03-25",30.5
"309","2008-03-26",30.65
"310","2008-03-27",31.1
"311","2008-03-28",31.299999
"312","2008-03-31",31.450001
"313","2008-04-01",31.25
"314","2008-04-02",31
"315","2008-04-03",30.799999
"316","2008-04-04",30.25
"317","2008-04-07",30.35
"318","2008-04-08",30.299999
"319","2008-04-09",30.299999
"320","2008-04-10",30.299999
"321","2008-04-11",30.299999
"322","2008-04-14",29.799999
"323","2008-04-15",30.200001
"324","2008-04-16",30
"325","2008-04-17",30
"326","2008-04-18",30.48
"327","2008-04-21",30.75
"328","2008-04-22",30.5
"329","2008-04-23",30.75
"330","2008-04-24",31.25
"331","2008-04-25",31.5
"332","2008-04-28",31.9
"333","2008-04-29",31.9
"334","2008-04-30",32.900002
"335","2008-05-01",32.73
"336","2008-05-02",33.200001
"337","2008-05-05",33.200001
"338","2008-05-06",34
"339","2008-05-07",34.25
"340","2008-05-08",32.799999
"341","2008-05-09",32.75
"342","2008-05-12",33
"343","2008-05-13",33
"344","2008-05-14",33
"345","2008-05-15",33
"346","2008-05-16",33
"347","2008-05-19",33
"348","2008-05-20",32.5
"349","2008-05-21",32.5
"350","2008-05-22",32.5
"351","2008-05-23",32.5
"352","2008-05-27",32.5
"353","2008-05-28",32.5
"354","2008-05-29",32.400002
"355","2008-05-30",33
"356","2008-06-02",32.5
"357","2008-06-03",32.5
"358","2008-06-04",32.400002
"359","2008-06-05",32.5
"360","2008-06-06",32.5
"361","2008-06-09",32.150002
"362","2008-06-10",32.150002
"363","2008-06-11",31.4
"364","2008-06-12",31.15
"365","2008-06-13",31.15
"366","2008-06-16",31.4
"367","2008-06-17",31.4
"368","2008-06-18",30.9
"369","2008-06-19",30.9
"370","2008-06-20",31.15
"371","2008-06-23",30.65
"372","2008-06-24",29.5
"373","2008-06-25",30.25
"374","2008-06-26",30.219999
"375","2008-06-27",30.299999
"376","2008-06-30",30.25
"377","2008-07-01",29.6
"378","2008-07-02",29.799999
"379","2008-07-03",30
"380","2008-07-07",29.35
"381","2008-07-08",29.5
"382","2008-07-09",29.65
"383","2008-07-10",29.309999
"384","2008-07-11",29.5
"385","2008-07-14",27.200001
"386","2008-07-15",26.85
"387","2008-07-16",28.049999
"388","2008-07-17",27.9
"389","2008-07-18",28.15
"390","2008-07-21",27.9
"391","2008-07-22",27.799999
"392","2008-07-23",27.700001
"393","2008-07-24",27.25
"394","2008-07-25",27
"395","2008-07-28",28
"396","2008-07-29",28.5
"397","2008-07-30",29.25
"398","2008-07-31",30
"399","2008-08-01",30.200001
"400","2008-08-04",30.200001
"401","2008-08-05",30.299999
"402","2008-08-06",30.549999
"403","2008-08-07",31
"404","2008-08-08",31
"405","2008-08-11",30.75
"406","2008-08-12",31
"407","2008-08-13",30.75
"408","2008-08-14",30.25
"409","2008-08-15",30.5
"410","2008-08-18",30.5
"411","2008-08-19",29.75
"412","2008-08-20",29.139999
"413","2008-08-21",29.25
"414","2008-08-22",29.25
"415","2008-08-25",29.4
"416","2008-08-26",28.75
"417","2008-08-27",29.25
"418","2008-08-28",29.4
"419","2008-08-29",29.5
"420","2008-09-02",30.1
"421","2008-09-03",30.5
"422","2008-09-04",30.75
"423","2008-09-05",31
"424","2008-09-08",30.75
"425","2008-09-09",30.75
"426","2008-09-10",30.75
"427","2008-09-11",30.75
"428","2008-09-12",30.75
"429","2008-09-15",30.25
"430","2008-09-16",30.25
"431","2008-09-17",30.25
"432","2008-09-18",30.25
"433","2008-09-19",30.5
"434","2008-09-22",30.5
"435","2008-09-23",28.35
"436","2008-09-24",28.6
"437","2008-09-25",29.1
"438","2008-09-26",29.75
"439","2008-09-29",27.99
"440","2008-09-30",27.75
"441","2008-10-01",28.15
"442","2008-10-02",28.25
"443","2008-10-03",28.5
"444","2008-10-06",28.5
"445","2008-10-07",28.5
"446","2008-10-08",28.5
"447","2008-10-09",29
"448","2008-10-10",29
"449","2008-10-13",29
"450","2008-10-14",29
"451","2008-10-15",28.75
"452","2008-10-16",28.5
"453","2008-10-17",28.5
"454","2008-10-20",28.5
"455","2008-10-21",28.75
"456","2008-10-22",28.75
"457","2008-10-23",28.5
"458","2008-10-24",28.5
"459","2008-10-27",28
"460","2008-10-28",26.5
"461","2008-10-29",26.15
"462","2008-10-30",26.4
"463","2008-10-31",26.5
"464","2008-11-03",26.5
"465","2008-11-04",26.25
"466","2008-11-05",26.75
"467","2008-11-06",26.049999
"468","2008-11-07",26.200001
"469","2008-11-10",26.200001
"470","2008-11-11",26.25
"471","2008-11-12",26.25
"472","2008-11-13",26.5
"473","2008-11-14",25
"474","2008-11-17",24.75
"475","2008-11-18",24.75
"476","2008-11-19",22.5
"477","2008-11-20",22
"478","2008-11-21",22
"479","2008-11-24",22
"480","2008-11-25",23
"481","2008-11-26",24.5
"482","2008-11-28",24.75
"483","2008-12-01",24.15
"484","2008-12-02",24.049999
"485","2008-12-03",24
"486","2008-12-04",24.15
"487","2008-12-05",24.25
"488","2008-12-08",24
"489","2008-12-09",24
"490","2008-12-10",24
"491","2008-12-11",24
"492","2008-12-12",22.9
"493","2008-12-15",23.15
"494","2008-12-16",22.4
"495","2008-12-17",22.6
"496","2008-12-18",22.5
"497","2008-12-19",22
"498","2008-12-22",21.75
"499","2008-12-23",21.75
"500","2008-12-24",21.5
"501","2008-12-26",22
"502","2008-12-29",21.75
"503","2008-12-30",21.5
"504","2008-12-31",22.049999
"505","2009-01-02",24.25
"506","2009-01-05",25.049999
"507","2009-01-06",25
"508","2009-01-07",24.450001
"509","2009-01-08",21.65
"510","2009-01-09",23
"511","2009-01-12",23
"512","2009-01-13",23.200001
"513","2009-01-14",22.700001
"514","2009-01-15",23.25
"515","2009-01-16",22
"516","2009-01-20",21.6
"517","2009-01-21",21.950001
"518","2009-01-22",22
"519","2009-01-23",22
"520","2009-01-26",22
"521","2009-01-27",22.35
"522","2009-01-28",22.65
"523","2009-01-29",22.9
"524","2009-01-30",23.75
"525","2009-02-02",24
"526","2009-02-03",25
"527","2009-02-04",25
"528","2009-02-05",25.25
"529","2009-02-06",24.5
"530","2009-02-09",24.35
"531","2009-02-10",23.549999
"532","2009-02-11",23.549999
"533","2009-02-12",22.879999
"534","2009-02-13",22.32
