"","date","FANH"
"82","2008-02-29",12.7
"83","2008-03-03",13.18
"84","2008-03-04",12.66
"85","2008-03-05",12.65
"86","2008-03-06",11.85
"87","2008-03-07",11.86
"88","2008-03-10",11.49
"89","2008-03-11",11.54
"90","2008-03-12",11.01
"91","2008-03-13",11.61
"92","2008-03-14",11.48
"93","2008-03-17",11.17
"94","2008-03-18",12.25
"95","2008-03-19",12.28
"96","2008-03-20",11.93
"97","2008-03-24",11.55
"98","2008-03-25",11.62
"99","2008-03-26",11.47
"100","2008-03-27",11.3
"101","2008-03-28",11.31
"102","2008-03-31",11.53
"103","2008-04-01",11.64
"104","2008-04-02",11.76
"105","2008-04-03",11.96
"106","2008-04-04",12.42
"107","2008-04-07",13.64
"108","2008-04-08",12.99
"109","2008-04-09",12.85
"110","2008-04-10",13.04
"111","2008-04-11",13.03
"112","2008-04-14",12.93
"113","2008-04-15",12.72
"114","2008-04-16",13.22
"115","2008-04-17",13.26
"116","2008-04-18",13.93
"117","2008-04-21",13.98
"118","2008-04-22",13.51
"119","2008-04-23",13.93
"120","2008-04-24",14.81
"121","2008-04-25",15.32
"122","2008-04-28",13.9
"123","2008-04-29",14.08
"124","2008-04-30",14.05
"125","2008-05-01",14.42
"126","2008-05-02",14.57
"127","2008-05-05",16.110001
"128","2008-05-06",15.86
"129","2008-05-07",15.21
"130","2008-05-08",15.73
"131","2008-05-09",14.85
"132","2008-05-12",14.53
"133","2008-05-13",14.42
"134","2008-05-14",14.89
"135","2008-05-15",14.99
"136","2008-05-16",15.64
"137","2008-05-19",16.18
"138","2008-05-20",16.1
"139","2008-05-21",16
"140","2008-05-22",15.6
"141","2008-05-23",14.88
"142","2008-05-27",15
"143","2008-05-28",15.75
"144","2008-05-29",16.23
"145","2008-05-30",15.63
"146","2008-06-02",15.25
"147","2008-06-03",14.89
"148","2008-06-04",14.88
"149","2008-06-05",15.39
"150","2008-06-06",15.75
"151","2008-06-09",15.73
"152","2008-06-10",14.84
"153","2008-06-11",15.67
"154","2008-06-12",15.53
"155","2008-06-13",15.5
"156","2008-06-16",15.47
"157","2008-06-17",15.02
"158","2008-06-18",14.36
"159","2008-06-19",14.64
"160","2008-06-20",14.44
"161","2008-06-23",14.28
"162","2008-06-24",14.04
"163","2008-06-25",13.94
"164","2008-06-26",13.96
"165","2008-06-27",14.63
"166","2008-06-30",14.61
"167","2008-07-01",13.36
"168","2008-07-02",12.69
"169","2008-07-03",12.03
"170","2008-07-07",12.54
"171","2008-07-08",12.55
"172","2008-07-09",13.29
"173","2008-07-10",13.11
"174","2008-07-11",12.9
"175","2008-07-14",12.7
"176","2008-07-15",12.51
"177","2008-07-16",12.73
"178","2008-07-17",12.81
"179","2008-07-18",12.98
"180","2008-07-21",12.62
"181","2008-07-22",12.73
"182","2008-07-23",12.31
"183","2008-07-24",12.04
"184","2008-07-25",12.28
"185","2008-07-28",12.7
"186","2008-07-29",12.84
"187","2008-07-30",13.24
"188","2008-07-31",13.85
"189","2008-08-01",13.5
"190","2008-08-04",13.59
"191","2008-08-05",13.5
"192","2008-08-06",13.21
"193","2008-08-07",12.88
"194","2008-08-08",12.36
"195","2008-08-11",12.28
"196","2008-08-12",12.28
"197","2008-08-13",12.25
"198","2008-08-14",12.2
"199","2008-08-15",12.05
"200","2008-08-18",11.73
"201","2008-08-19",11.6
"202","2008-08-20",11.5
"203","2008-08-21",11.59
"204","2008-08-22",12.01
"205","2008-08-25",12
"206","2008-08-26",12.18
"207","2008-08-27",13.17
"208","2008-08-28",12.99
"209","2008-08-29",13.27
"210","2008-09-02",13.76
"211","2008-09-03",13.5
"212","2008-09-04",13.5
"213","2008-09-05",13.58
"214","2008-09-08",13.59
"215","2008-09-09",13.45
"216","2008-09-10",13.58
"217","2008-09-11",13
"218","2008-09-12",12.97
"219","2008-09-15",12.23
"220","2008-09-16",12.14
"221","2008-09-17",10.89
"222","2008-09-18",10.15
"223","2008-09-19",10.15
"224","2008-09-22",9.69
"225","2008-09-23",9.47
"226","2008-09-24",9.5
"227","2008-09-25",9.81
"228","2008-09-26",9.41
"229","2008-09-29",8.6
"230","2008-09-30",9
"231","2008-10-01",9.19
"232","2008-10-02",8.88
"233","2008-10-03",8.7
"234","2008-10-06",8
"235","2008-10-07",7.83
"236","2008-10-08",7.53
"237","2008-10-09",7.3
"238","2008-10-10",6.69
"239","2008-10-13",7.71
"240","2008-10-14",7.37
"241","2008-10-15",7.04
"242","2008-10-16",7.05
"243","2008-10-17",7.68
"244","2008-10-20",8.75
"245","2008-10-21",8.55
"246","2008-10-22",8.2
"247","2008-10-23",8.03
"248","2008-10-24",8.41
"249","2008-10-27",7.1
"250","2008-10-28",7.6
"251","2008-10-29",7.5
"252","2008-10-30",7.54
"253","2008-10-31",8.74
"254","2008-11-03",10.09
"255","2008-11-04",10.88
"256","2008-11-05",10.44
"257","2008-11-06",9.95
"258","2008-11-07",10
"259","2008-11-10",9.19
"260","2008-11-11",8.34
"261","2008-11-12",7.73
"262","2008-11-13",8.07
"263","2008-11-14",7.61
"264","2008-11-17",7.2
"265","2008-11-18",7.02
"266","2008-11-19",6.48
"267","2008-11-20",5.46
"268","2008-11-21",5.56
"269","2008-11-24",6.01
"270","2008-11-25",6.01
"271","2008-11-26",6.68
"272","2008-11-28",7.62
"273","2008-12-01",6.93
"274","2008-12-02",7.13
"275","2008-12-03",7.75
"276","2008-12-04",6.95
"277","2008-12-05",7.15
"278","2008-12-08",8.36
"279","2008-12-09",7.67
"280","2008-12-10",8.21
"281","2008-12-11",8.02
"282","2008-12-12",7.81
"283","2008-12-15",8.05
"284","2008-12-16",7.96
"285","2008-12-17",8.22
"286","2008-12-18",9.01
"287","2008-12-19",9.1
"288","2008-12-22",8.93
"289","2008-12-23",8.57
"290","2008-12-24",8.89
"291","2008-12-26",8.88
"292","2008-12-29",8.69
"293","2008-12-30",9.01
"294","2008-12-31",8.79
"295","2009-01-02",9.37
"296","2009-01-05",8.7
"297","2009-01-06",8.88
"298","2009-01-07",8.01
"299","2009-01-08",7.6
"300","2009-01-09",7.56
"301","2009-01-12",7.35
"302","2009-01-13",7.69
"303","2009-01-14",7.15
"304","2009-01-15",7.84
"305","2009-01-16",7.35
"306","2009-01-20",7.02
"307","2009-01-21",7.37
"308","2009-01-22",7.09
"309","2009-01-23",6.98
"310","2009-01-26",7.02
"311","2009-01-27",7.41
"312","2009-01-28",7.75
"313","2009-01-29",7.35
"314","2009-01-30",7.35
"315","2009-02-02",7.28
"316","2009-02-03",7.5
"317","2009-02-04",7.51
"318","2009-02-05",7.55
"319","2009-02-06",7.55
"320","2009-02-09",7.22
"321","2009-02-10",7.03
"322","2009-02-11",6.87
"323","2009-02-12",7.45
"324","2009-02-13",7.25
"325","2009-02-17",7.08
"326","2009-02-18",7.15
"327","2009-02-19",6.83
"328","2009-02-20",6.83
"329","2009-02-23",6.66
"330","2009-02-24",7.27
"331","2009-02-25",6.96
"332","2009-02-26",7.11
"333","2009-02-27",7.06
"334","2009-03-02",6.99
"335","2009-03-03",6.89
"336","2009-03-04",6.9
"337","2009-03-05",6.84
"338","2009-03-06",6.84
"339","2009-03-09",6.72
"340","2009-03-10",6.9
"341","2009-03-11",6.94
"342","2009-03-12",7
"343","2009-03-13",6.97
"344","2009-03-16",7.29
"345","2009-03-17",7.31
"346","2009-03-18",7.25
"347","2009-03-19",6.93
"348","2009-03-20",7.19
"349","2009-03-23",7.18
"350","2009-03-24",7.4
"351","2009-03-25",7.49
"352","2009-03-26",7.43
"353","2009-03-27",7.53
"354","2009-03-30",7.47
"355","2009-03-31",7.37
"356","2009-04-01",7.44
"357","2009-04-02",7.37
"358","2009-04-03",7.33
"359","2009-04-06",7.1
"360","2009-04-07",7.23
"361","2009-04-08",7.5
"362","2009-04-09",7.85
"363","2009-04-13",7.98
"364","2009-04-14",7.78
"365","2009-04-15",7.8
"366","2009-04-16",7.88
"367","2009-04-17",8.33
"368","2009-04-20",8.01
"369","2009-04-21",7.92
"370","2009-04-22",7.8
"371","2009-04-23",7.87
"372","2009-04-24",7.76
"373","2009-04-27",7.6
"374","2009-04-28",7.7
"375","2009-04-29",7.81
"376","2009-04-30",7.62
"377","2009-05-01",7.59
"378","2009-05-04",7.8
"379","2009-05-05",7.76
"380","2009-05-06",7.73
"381","2009-05-07",7.59
"382","2009-05-08",7.8
"383","2009-05-11",7.67
"384","2009-05-12",7.62
"385","2009-05-13",7.5
"386","2009-05-14",7.53
"387","2009-05-15",7.51
"388","2009-05-18",7.75
"389","2009-05-19",8.21
"390","2009-05-20",8.52
"391","2009-05-21",9.14
"392","2009-05-22",10.09
"393","2009-05-26",10.6
"394","2009-05-27",10.41
"395","2009-05-28",10.76
"396","2009-05-29",11.05
"397","2009-06-01",11.66
"398","2009-06-02",12.39
"399","2009-06-03",12.01
"400","2009-06-04",12.15
"401","2009-06-05",12.19
"402","2009-06-08",12.27
"403","2009-06-09",13.17
"404","2009-06-10",13
"405","2009-06-11",13.54
"406","2009-06-12",13.39
"407","2009-06-15",12.39
"408","2009-06-16",12.41
"409","2009-06-17",12.41
"410","2009-06-18",12.56
"411","2009-06-19",12.5
"412","2009-06-22",12.24
"413","2009-06-23",12.4
"414","2009-06-24",13.16
"415","2009-06-25",13.84
"416","2009-06-26",13.97
"417","2009-06-29",13.54
"418","2009-06-30",13.41
"419","2009-07-01",14.35
"420","2009-07-02",13.96
"421","2009-07-06",13.42
"422","2009-07-07",13.78
"423","2009-07-08",13.57
"424","2009-07-09",13.55
"425","2009-07-10",13.67
"426","2009-07-13",13.87
"427","2009-07-14",14.2
"428","2009-07-15",14.5
"429","2009-07-16",14.69
"430","2009-07-17",15.32
"431","2009-07-20",16.959999
"432","2009-07-21",16.34
"433","2009-07-22",16.4
"434","2009-07-23",16.26
"435","2009-07-24",18.25
"436","2009-07-27",19.290001
"437","2009-07-28",19.280001
"438","2009-07-29",18.879999
"439","2009-07-30",19.48
"440","2009-07-31",17.620001
"441","2009-08-03",19.42
"442","2009-08-04",18.73
"443","2009-08-05",18.700001
"444","2009-08-06",17.84
"445","2009-08-07",18.290001
"446","2009-08-10",17.950001
"447","2009-08-11",17.93
"448","2009-08-12",18.5
"449","2009-08-13",21
"450","2009-08-14",19.030001
"451","2009-08-17",16.16
"452","2009-08-18",16.440001
"453","2009-08-19",16.5
"454","2009-08-20",17.540001
"455","2009-08-21",16.58
"456","2009-08-24",18.4
"457","2009-08-25",19.24
"458","2009-08-26",17.9
"459","2009-08-27",18.33
"460","2009-08-28",17.549999
"461","2009-08-31",16.540001
"462","2009-09-01",16.75
"463","2009-09-02",16.559999
"464","2009-09-03",17.9
"465","2009-09-04",18.23
"466","2009-09-08",19.23
"467","2009-09-09",19.360001
"468","2009-09-10",19.34
"469","2009-09-11",20.26
"470","2009-09-14",20.07
"471","2009-09-15",19.799999
"472","2009-09-16",20.6
"473","2009-09-17",20.59
"474","2009-09-18",22
"475","2009-09-21",22.459999
"476","2009-09-22",22.879999
"477","2009-09-23",24
"478","2009-09-24",22.58
"479","2009-09-25",21.450001
"480","2009-09-28",22.629999
"481","2009-09-29",22.809999
"482","2009-09-30",22.959999
"483","2009-10-01",21.33
"484","2009-10-02",21.25
"485","2009-10-05",21.959999
"486","2009-10-06",23
"487","2009-10-07",22.98
"488","2009-10-08",22.889999
"489","2009-10-09",23.379999
"490","2009-10-12",23.360001
"491","2009-10-13",22.26
"492","2009-10-14",23.27
"493","2009-10-15",22.719999
"494","2009-10-16",22.469999
"495","2009-10-19",22.68
"496","2009-10-20",23.17
"497","2009-10-21",22.91
"498","2009-10-22",23.110001
"499","2009-10-23",23.309999
"500","2009-10-26",21.969999
"501","2009-10-27",20.75
"502","2009-10-28",18.5
"503","2009-10-29",20.16
"504","2009-10-30",20.27
"505","2009-11-02",19.98
"506","2009-11-03",20
"507","2009-11-04",20.08
"508","2009-11-05",20.950001
"509","2009-11-06",20.92
"510","2009-11-09",20.299999
"511","2009-11-10",20.620001
"512","2009-11-11",20.540001
"513","2009-11-12",20.799999
"514","2009-11-13",21.77
"515","2009-11-16",23
"516","2009-11-17",22.99
"517","2009-11-18",22.780001
"518","2009-11-19",21.389999
"519","2009-11-20",20.959999
"520","2009-11-23",21.370001
"521","2009-11-24",21.98
"522","2009-11-25",22.219999
"523","2009-11-27",21.700001
"524","2009-11-30",21.01
"525","2009-12-01",21.49
"526","2009-12-02",21.52
"527","2009-12-03",21.110001
"528","2009-12-04",21.129999
"529","2009-12-07",21.5
"530","2009-12-08",21.08
"531","2009-12-09",20.68
"532","2009-12-10",20.57
"533","2009-12-11",20.33
"534","2009-12-14",21.02
"535","2009-12-15",21.190001
"536","2009-12-16",21.5
"537","2009-12-17",21.360001
"538","2009-12-18",21.34
"539","2009-12-21",20.83
"540","2009-12-22",20.75
"541","2009-12-23",21.1
"542","2009-12-24",20.92
"543","2009-12-28",20.75
"544","2009-12-29",20.6
"545","2009-12-30",19.98
"546","2009-12-31",20.08
"547","2010-01-04",20.639999
"548","2010-01-05",21.16
"549","2010-01-06",21.780001
"550","2010-01-07",22.02
"551","2010-01-08",22.35
"552","2010-01-11",21.120001
"553","2010-01-12",20.85
"554","2010-01-13",20.559999
"555","2010-01-14",20.76
"556","2010-01-15",20.309999
"557","2010-01-19",20.809999
"558","2010-01-20",20.1
"559","2010-01-21",18.709999
"560","2010-01-22",18.59
"561","2010-01-25",18.809999
"562","2010-01-26",18.32
"563","2010-01-27",18.309999
"564","2010-01-28",18.6
"565","2010-01-29",18.610001
"566","2010-02-01",18.190001
"567","2010-02-02",18.82
"568","2010-02-03",18.610001
"569","2010-02-04",17.25
"570","2010-02-05",16.959999
"571","2010-02-08",16.790001
"572","2010-02-09",17.610001
"573","2010-02-10",17.860001
"574","2010-02-11",20.17
"575","2010-02-12",19.700001
"576","2010-02-16",20.48
"577","2010-02-17",21.83
"578","2010-02-18",21.639999
"579","2010-02-19",21.549999
"580","2010-02-22",21.48
"581","2010-02-23",20.940001
"582","2010-02-24",21.51
"583","2010-02-25",21.57
"584","2010-02-26",22.139999
"585","2010-03-01",21.85
"586","2010-03-02",22.24
"587","2010-03-03",24.450001
"588","2010-03-04",24.610001
"589","2010-03-05",25.83
"590","2010-03-08",25.959999
"591","2010-03-09",25.709999
"592","2010-03-10",25.75
"593","2010-03-11",25.52
"594","2010-03-12",25.51
"595","2010-03-15",25.4
"596","2010-03-16",25.07
"597","2010-03-17",25.35
"598","2010-03-18",25.5
"599","2010-03-19",25.280001
"600","2010-03-22",25.59
"601","2010-03-23",27.24
"602","2010-03-24",26.780001
"603","2010-03-25",26.51
"604","2010-03-26",26.83
"605","2010-03-29",26.639999
"606","2010-03-30",26.93
"607","2010-03-31",26.610001
"608","2010-04-01",27.639999
"609","2010-04-05",27.799999
"610","2010-04-06",27.440001
"611","2010-04-07",27.43
"612","2010-04-08",27.91
"613","2010-04-09",28.299999
"614","2010-04-12",28.309999
"615","2010-04-13",28.33
"616","2010-04-14",28.27
"617","2010-04-15",28.49
"618","2010-04-16",25.700001
"619","2010-04-19",25.469999
"620","2010-04-20",27.389999
"621","2010-04-21",27.18
"622","2010-04-22",27.17
"623","2010-04-23",26.57
"624","2010-04-26",26.41
"625","2010-04-27",25.15
"626","2010-04-28",27.4
"627","2010-04-29",28.24
"628","2010-04-30",27.74
"629","2010-05-03",28.4
"630","2010-05-04",27.559999
"631","2010-05-05",27.27
"632","2010-05-06",26.73
"633","2010-05-07",23.950001
"634","2010-05-10",26
"635","2010-05-11",26.219999
"636","2010-05-12",27.16
"637","2010-05-13",27.049999
"638","2010-05-14",27.030001
"639","2010-05-17",25.879999
"640","2010-05-18",24.91
"641","2010-05-19",24.15
"642","2010-05-20",20.84
"643","2010-05-21",22.67
"644","2010-05-24",24.57
"645","2010-05-25",24.190001
"646","2010-05-26",24.299999
"647","2010-05-27",25.139999
"648","2010-05-28",25.02
"649","2010-06-01",24.1
"650","2010-06-02",24.6
"651","2010-06-03",25.52
"652","2010-06-04",25.309999
"653","2010-06-07",24.66
"654","2010-06-08",25.27
"655","2010-06-09",25.299999
"656","2010-06-10",25.950001
"657","2010-06-11",26.98
"658","2010-06-14",27.190001
"659","2010-06-15",27.290001
"660","2010-06-16",27.25
"661","2010-06-17",26.6
"662","2010-06-18",27.09
"663","2010-06-21",27.5
"664","2010-06-22",27.5
"665","2010-06-23",27.57
"666","2010-06-24",27.469999
"667","2010-06-25",27.799999
"668","2010-06-28",27.549999
"669","2010-06-29",26.07
"670","2010-06-30",25.940001
"671","2010-07-01",25.84
"672","2010-07-02",26.16
"673","2010-07-06",26.780001
"674","2010-07-07",27.35
"675","2010-07-08",25.549999
"676","2010-07-09",24.73
"677","2010-07-12",24.860001
"678","2010-07-13",25.059999
"679","2010-07-14",25.030001
"680","2010-07-15",24.370001
"681","2010-07-16",23.620001
"682","2010-07-19",22.99
"683","2010-07-20",23.950001
"684","2010-07-21",24.049999
"685","2010-07-22",24.49
"686","2010-07-23",24.780001
"687","2010-07-26",24.280001
"688","2010-07-27",23.389999
"689","2010-07-28",23.389999
"690","2010-07-29",23.360001
"691","2010-07-30",23.58
"692","2010-08-02",24.32
"693","2010-08-03",24.59
"694","2010-08-04",24.889999
"695","2010-08-05",24.709999
"696","2010-08-06",24.780001
"697","2010-08-09",24.9
"698","2010-08-10",24.51
"699","2010-08-11",23.549999
"700","2010-08-12",23.299999
"701","2010-08-13",22.889999
"702","2010-08-16",23.120001
"703","2010-08-17",23.5
"704","2010-08-18",23.559999
"705","2010-08-19",23.65
"706","2010-08-20",23.790001
"707","2010-08-23",24.309999
"708","2010-08-24",24.74
"709","2010-08-25",23.99
"710","2010-08-26",23.59
"711","2010-08-27",24.17
"712","2010-08-30",23.59
"713","2010-08-31",21.84
"714","2010-09-01",21.83
"715","2010-09-02",21.879999
"716","2010-09-03",21.940001
"717","2010-09-07",21.540001
"718","2010-09-08",21.83
"719","2010-09-09",21.92
"720","2010-09-10",21.959999
"721","2010-09-13",22.370001
"722","2010-09-14",22.540001
"723","2010-09-15",23.07
"724","2010-09-16",22.73
"725","2010-09-17",22.52
"726","2010-09-20",21.82
"727","2010-09-21",21.870001
"728","2010-09-22",21.98
"729","2010-09-23",21.700001
"730","2010-09-24",21.879999
"731","2010-09-27",20.969999
"732","2010-09-28",21.48
"733","2010-09-29",22.440001
"734","2010-09-30",23.24
"735","2010-10-01",23.370001
"736","2010-10-04",23.280001
"737","2010-10-05",23.799999
"738","2010-10-06",23.98
"739","2010-10-07",23
"740","2010-10-08",21.940001
"741","2010-10-11",22.620001
"742","2010-10-12",23.26
"743","2010-10-13",24.16
"744","2010-10-14",24.76
"745","2010-10-15",24.77
"746","2010-10-18",24.4
"747","2010-10-19",24.51
"748","2010-10-20",24.690001
"749","2010-10-21",25.84
"750","2010-10-22",26.030001
"751","2010-10-25",26.34
"752","2010-10-26",26.17
"753","2010-10-27",26.059999
"754","2010-10-28",26.049999
"755","2010-10-29",25.700001
"756","2010-11-01",26.27
"757","2010-11-02",26.35
"758","2010-11-03",26.200001
"759","2010-11-04",22.110001
"760","2010-11-05",22.84
"761","2010-11-08",24.08
"762","2010-11-09",23.76
"763","2010-11-10",23.799999
"764","2010-11-11",23.15
"765","2010-11-12",21.93
"766","2010-11-15",22.209999
"767","2010-11-16",21.83
"768","2010-11-17",22.93
"769","2010-11-18",23.02
"770","2010-11-19",22.34
"771","2010-11-22",21.91
"772","2010-11-23",19
"773","2010-11-24",21.629999
"774","2010-11-26",21.620001
"775","2010-11-29",21.83
"776","2010-11-30",21.76
"777","2010-12-01",22.15
"778","2010-12-02",18.4
"779","2010-12-03",16.790001
"780","2010-12-06",16.99
"781","2010-12-07",16.969999
"782","2010-12-08",16
"783","2010-12-09",16.48
"784","2010-12-10",17.91
"785","2010-12-13",18.290001
"786","2010-12-14",17.299999
"787","2010-12-15",16.379999
"788","2010-12-16",16.77
"789","2010-12-17",16.780001
"790","2010-12-20",16.780001
"791","2010-12-21",16.450001
"792","2010-12-22",16.49
"793","2010-12-23",16.290001
"794","2010-12-27",16.370001
"795","2010-12-28",16.219999
"796","2010-12-29",16.35
"797","2010-12-30",17.09
"798","2010-12-31",17.290001
"799","2011-01-03",17.07
"800","2011-01-04",17.309999
"801","2011-01-05",17.799999
"802","2011-01-06",17.799999
"803","2011-01-07",18.15
"804","2011-01-10",18.459999
"805","2011-01-11",18.809999
"806","2011-01-12",18.58
"807","2011-01-13",19.66
"808","2011-01-14",18.99
"809","2011-01-18",20.66
"810","2011-01-19",20.120001
"811","2011-01-20",18.969999
"812","2011-01-21",18.23
"813","2011-01-24",18.02
"814","2011-01-25",17.940001
"815","2011-01-26",17.790001
"816","2011-01-27",17.299999
"817","2011-01-28",17.07
"818","2011-01-31",16.860001
"819","2011-02-01",17.889999
"820","2011-02-02",17.379999
"821","2011-02-03",17.389999
"822","2011-02-04",17.4
"823","2011-02-07",17.290001
"824","2011-02-08",17.16
"825","2011-02-09",18.219999
"826","2011-02-10",18.049999
"827","2011-02-11",18.040001
"828","2011-02-14",18.040001
"829","2011-02-15",18.129999
"830","2011-02-16",17.790001
"831","2011-02-17",17.959999
"832","2011-02-18",18.120001
"833","2011-02-22",17.91
"834","2011-02-23",17.6
"835","2011-02-24",17.120001
"836","2011-02-25",17.299999
"837","2011-02-28",17.58
"838","2011-03-01",17.879999
"839","2011-03-02",15.92
"840","2011-03-03",15.91
"841","2011-03-04",16.07
"842","2011-03-07",15.79
"843","2011-03-08",15.71
"844","2011-03-09",14.98
"845","2011-03-10",14.18
"846","2011-03-11",14.5
"847","2011-03-14",13.97
"848","2011-03-15",13.88
"849","2011-03-16",13.79
"850","2011-03-17",13.83
"851","2011-03-18",13.63
"852","2011-03-21",13.55
"853","2011-03-22",12.87
"854","2011-03-23",14.2
"855","2011-03-24",14.39
"856","2011-03-25",13.54
"857","2011-03-28",11.73
"858","2011-03-29",13.23
"859","2011-03-30",13.51
"860","2011-03-31",12.96
"861","2011-04-01",12.85
"862","2011-04-04",12.93
"863","2011-04-05",12.91
"864","2011-04-06",13.18
"865","2011-04-07",13.15
"866","2011-04-08",13.52
"867","2011-04-11",13.41
"868","2011-04-12",13.15
"869","2011-04-13",13.74
"870","2011-04-14",13.71
"871","2011-04-15",14.03
"872","2011-04-18",13.99
"873","2011-04-19",14.02
"874","2011-04-20",14.5
"875","2011-04-21",14.4
"876","2011-04-25",14.34
"877","2011-04-26",14.97
"878","2011-04-27",14.67
"879","2011-04-28",14.68
"880","2011-04-29",14.68
"881","2011-05-02",14.61
"882","2011-05-03",14.23
"883","2011-05-04",14.11
"884","2011-05-05",14.07
"885","2011-05-06",14.07
"886","2011-05-09",13.75
"887","2011-05-10",13.61
"888","2011-05-11",13.39
"889","2011-05-12",13.08
"890","2011-05-13",13.16
"891","2011-05-16",17.32
"892","2011-05-17",16.9
"893","2011-05-18",16.200001
"894","2011-05-19",16.219999
"895","2011-05-20",16.190001
"896","2011-05-23",15.89
"897","2011-05-24",15.8
"898","2011-05-25",15.65
"899","2011-05-26",15.97
"900","2011-05-27",15.88
"901","2011-05-31",15.86
"902","2011-06-01",16
"903","2011-06-02",16.440001
"904","2011-06-03",15.62
"905","2011-06-06",15.28
"906","2011-06-07",15.98
"907","2011-06-08",15.5
"908","2011-06-09",15.61
"909","2011-06-10",15.51
"910","2011-06-13",15.53
"911","2011-06-14",15.89
"912","2011-06-15",15.88
"913","2011-06-16",13.55
"914","2011-06-17",13.62
"915","2011-06-20",13.97
"916","2011-06-21",13.95
"917","2011-06-22",14.16
"918","2011-06-23",14.4
"919","2011-06-24",15.68
"920","2011-06-27",15.59
"921","2011-06-28",14.99
"922","2011-06-29",14.91
"923","2011-06-30",14.73
"924","2011-07-01",14.65
"925","2011-07-05",14.53
"926","2011-07-06",14.29
"927","2011-07-07",14.95
"928","2011-07-08",15.42
"929","2011-07-11",14.99
"930","2011-07-12",14.99
"931","2011-07-13",15.15
"932","2011-07-14",15.17
"933","2011-07-15",15.4
"934","2011-07-18",14.81
"935","2011-07-19",14.79
"936","2011-07-20",13.97
"937","2011-07-21",13.93
"938","2011-07-22",14
"939","2011-07-25",13.96
"940","2011-07-26",13.73
"941","2011-07-27",13.75
"942","2011-07-28",14.17
"943","2011-07-29",14.34
"944","2011-08-01",14.51
"945","2011-08-02",14.29
"946","2011-08-03",14.22
"947","2011-08-04",13.2
"948","2011-08-05",12.95
"949","2011-08-08",12.15
"950","2011-08-09",12.86
"951","2011-08-10",12.59
"952","2011-08-11",13.05
"953","2011-08-12",13
"954","2011-08-15",13.47
"955","2011-08-16",14.06
"956","2011-08-17",13.44
"957","2011-08-18",13.06
"958","2011-08-19",12.75
"959","2011-08-22",12.52
"960","2011-08-23",13.03
"961","2011-08-24",12.21
"962","2011-08-25",10.93
"963","2011-08-26",10.81
"964","2011-08-29",11.61
"965","2011-08-30",10.38
"966","2011-08-31",11.02
"967","2011-09-01",10.3
"968","2011-09-02",9.8
"969","2011-09-06",9.7
"970","2011-09-07",10.22
"971","2011-09-08",10.51
"972","2011-09-09",10.36
"973","2011-09-12",10.38
"974","2011-09-13",10.58
"975","2011-09-14",10.67
"976","2011-09-15",9.03
"977","2011-09-16",8.75
"978","2011-09-19",7.31
"979","2011-09-20",7.12
"980","2011-09-21",6.95
"981","2011-09-22",6.7
"982","2011-09-23",6.89
"983","2011-09-26",6.49
"984","2011-09-27",6.5
"985","2011-09-28",6.31
"986","2011-09-29",5.94
"987","2011-09-30",7
"988","2011-10-03",6.18
