"","date","YEXT"
"83","2017-08-10",13.33
"84","2017-08-11",13.51
"85","2017-08-14",13.99
"86","2017-08-15",13.1
"87","2017-08-16",13.31
"88","2017-08-17",13.05
"89","2017-08-18",13.08
"90","2017-08-21",12.73
"91","2017-08-22",12.81
"92","2017-08-23",12.79
"93","2017-08-24",12.85
"94","2017-08-25",12.76
"95","2017-08-28",12.83
"96","2017-08-29",13.21
"97","2017-08-30",13.21
"98","2017-08-31",13.01
"99","2017-09-01",13.25
"100","2017-09-05",13.38
"101","2017-09-06",13.98
"102","2017-09-07",12.89
"103","2017-09-08",12.29
"104","2017-09-11",12.84
"105","2017-09-12",13.35
"106","2017-09-13",14.47
"107","2017-09-14",13.8
"108","2017-09-15",13.4
"109","2017-09-18",13.26
"110","2017-09-19",12.99
"111","2017-09-20",12.82
"112","2017-09-21",12.96
"113","2017-09-22",12.9
"114","2017-09-25",13.03
"115","2017-09-26",12.95
"116","2017-09-27",13.26
"117","2017-09-28",13.2
"118","2017-09-29",13.28
"119","2017-10-02",13.45
"120","2017-10-03",13.68
"121","2017-10-04",13.84
"122","2017-10-05",13.55
"123","2017-10-06",13.15
"124","2017-10-09",12.4
"125","2017-10-10",12.07
"126","2017-10-11",12.13
"127","2017-10-12",12.25
"128","2017-10-13",12.45
"129","2017-10-16",12.43
"130","2017-10-17",12.13
"131","2017-10-18",12.08
"132","2017-10-19",12.06
"133","2017-10-20",11.89
"134","2017-10-23",11.73
"135","2017-10-24",11.96
"136","2017-10-25",11.71
"137","2017-10-26",11.65
"138","2017-10-27",11.78
"139","2017-10-30",11.4
"140","2017-10-31",11.48
"141","2017-11-01",11.65
"142","2017-11-02",11.85
"143","2017-11-03",12.01
"144","2017-11-06",12
"145","2017-11-07",12.01
"146","2017-11-08",12.36
"147","2017-11-09",12.31
"148","2017-11-10",12.44
"149","2017-11-13",12.53
"150","2017-11-14",12.74
"151","2017-11-15",12.71
"152","2017-11-16",12.95
"153","2017-11-17",12.92
"154","2017-11-20",12.98
"155","2017-11-21",12.95
"156","2017-11-22",13.05
"157","2017-11-24",13.75
"158","2017-11-27",13.92
"159","2017-11-28",14.62
"160","2017-11-29",14.04
"161","2017-11-30",14.31
"162","2017-12-01",13.49
"163","2017-12-04",12.8
"164","2017-12-05",12.71
"165","2017-12-06",12.67
"166","2017-12-07",12.73
"167","2017-12-08",12.69
"168","2017-12-11",12.11
"169","2017-12-12",12.17
"170","2017-12-13",12.15
"171","2017-12-14",12.12
"172","2017-12-15",12.3
"173","2017-12-18",12.53
"174","2017-12-19",12.44
"175","2017-12-20",12.37
"176","2017-12-21",12.47
"177","2017-12-22",12.37
"178","2017-12-26",11.99
"179","2017-12-27",12
"180","2017-12-28",12.03
"181","2017-12-29",12.03
"182","2018-01-02",11.85
"183","2018-01-03",11.75
"184","2018-01-04",11.7
"185","2018-01-05",11.59
"186","2018-01-08",11.45
"187","2018-01-09",11.41
"188","2018-01-10",12.11
"189","2018-01-11",12.06
"190","2018-01-12",12.06
"191","2018-01-16",12.57
"192","2018-01-17",12.8
"193","2018-01-18",12.87
"194","2018-01-19",12.79
"195","2018-01-22",12.68
"196","2018-01-23",12.52
"197","2018-01-24",12.24
"198","2018-01-25",12.15
"199","2018-01-26",12.15
"200","2018-01-29",12
"201","2018-01-30",11.73
"202","2018-01-31",12.05
"203","2018-02-01",11.95
"204","2018-02-02",11.64
"205","2018-02-05",11.1
"206","2018-02-06",11.26
"207","2018-02-07",11.25
"208","2018-02-08",10.84
"209","2018-02-09",10.87
"210","2018-02-12",10.87
"211","2018-02-13",10.94
"212","2018-02-14",11.56
"213","2018-02-15",11.63
"214","2018-02-16",12.12
"215","2018-02-20",12.15
"216","2018-02-21",12.14
"217","2018-02-22",12.15
"218","2018-02-23",12.34
"219","2018-02-26",12.73
"220","2018-02-27",12.77
"221","2018-02-28",12.7
"222","2018-03-01",12.5
"223","2018-03-02",12.75
"224","2018-03-05",13
"225","2018-03-06",12.94
"226","2018-03-07",13
"227","2018-03-08",13.53
"228","2018-03-09",12.5
"229","2018-03-12",12.46
"230","2018-03-13",12.2
"231","2018-03-14",12.37
"232","2018-03-15",12.34
"233","2018-03-16",12.25
"234","2018-03-19",12
"235","2018-03-20",11.93
"236","2018-03-21",12.09
"237","2018-03-22",12.58
"238","2018-03-23",12.64
"239","2018-03-26",12.94
"240","2018-03-27",12.82
"241","2018-03-28",12.6
"242","2018-03-29",12.65
"243","2018-04-02",12.4
"244","2018-04-03",12.5
"245","2018-04-04",12.38
"246","2018-04-05",12.45
"247","2018-04-06",12.39
"248","2018-04-09",12.45
"249","2018-04-10",12.5
"250","2018-04-11",12.39
"251","2018-04-12",12.39
"252","2018-04-13",12.56
"253","2018-04-16",12.92
"254","2018-04-17",13.48
"255","2018-04-18",13.68
"256","2018-04-19",13.59
"257","2018-04-20",13.6
"258","2018-04-23",13.51
"259","2018-04-24",13.1
"260","2018-04-25",13.13
"261","2018-04-26",13.29
"262","2018-04-27",13.24
"263","2018-04-30",13.34
"264","2018-05-01",13.09
"265","2018-05-02",13.11
"266","2018-05-03",13.31
"267","2018-05-04",13.67
"268","2018-05-07",13.72
"269","2018-05-08",14.18
"270","2018-05-09",14.29
"271","2018-05-10",14.58
"272","2018-05-11",14.73
"273","2018-05-14",14.78
"274","2018-05-15",15.1
"275","2018-05-16",15.25
"276","2018-05-17",15.16
"277","2018-05-18",15.35
"278","2018-05-21",15
"279","2018-05-22",14.76
"280","2018-05-23",14.7
"281","2018-05-24",14.65
"282","2018-05-25",14.84
"283","2018-05-29",14.7
"284","2018-05-30",15.14
"285","2018-05-31",15.39
"286","2018-06-01",16.98
"287","2018-06-04",17.530001
"288","2018-06-05",17.26
"289","2018-06-06",17.879999
"290","2018-06-07",17.030001
"291","2018-06-08",17.719999
"292","2018-06-11",18.440001
"293","2018-06-12",18.620001
"294","2018-06-13",18.68
"295","2018-06-14",19.610001
"296","2018-06-15",19.76
"297","2018-06-18",19.629999
"298","2018-06-19",19.360001
"299","2018-06-20",19.66
"300","2018-06-21",19.26
"301","2018-06-22",19.030001
"302","2018-06-25",18.76
"303","2018-06-26",19.18
"304","2018-06-27",18.629999
"305","2018-06-28",19.030001
"306","2018-06-29",19.34
"307","2018-07-02",19.549999
"308","2018-07-03",19.379999
"309","2018-07-05",19.059999
"310","2018-07-06",19.49
"311","2018-07-09",19.450001
"312","2018-07-10",19.34
"313","2018-07-11",18.370001
"314","2018-07-12",18.16
"315","2018-07-13",18.459999
"316","2018-07-16",18.73
"317","2018-07-17",18.549999
"318","2018-07-18",18.65
"319","2018-07-19",19.040001
"320","2018-07-20",18.870001
"321","2018-07-23",19.16
"322","2018-07-24",18.940001
"323","2018-07-25",22.66
"324","2018-07-26",23.360001
"325","2018-07-27",22.040001
"326","2018-07-30",21.870001
"327","2018-07-31",21.139999
"328","2018-08-01",21.799999
"329","2018-08-02",22.68
"330","2018-08-03",21.49
"331","2018-08-06",21.75
"332","2018-08-07",21.450001
"333","2018-08-08",21.33
"334","2018-08-09",22.290001
"335","2018-08-10",22.75
"336","2018-08-13",22.57
"337","2018-08-14",23.93
"338","2018-08-15",23.530001
"339","2018-08-16",23.700001
"340","2018-08-17",23.780001
"341","2018-08-20",24.17
"342","2018-08-21",24.5
"343","2018-08-22",25.059999
"344","2018-08-23",24.610001
"345","2018-08-24",25.33
"346","2018-08-27",26.120001
"347","2018-08-28",26.49
"348","2018-08-29",26.75
"349","2018-08-30",25.299999
"350","2018-08-31",24.860001
"351","2018-09-04",25.209999
"352","2018-09-05",25.09
"353","2018-09-06",25.219999
"354","2018-09-07",26.85
"355","2018-09-10",26.040001
"356","2018-09-11",25.969999
"357","2018-09-12",25.889999
"358","2018-09-13",25.879999
"359","2018-09-14",25.780001
"360","2018-09-17",24.950001
"361","2018-09-18",25.49
"362","2018-09-19",25.26
"363","2018-09-20",25.440001
"364","2018-09-21",24.77
"365","2018-09-24",24.719999
"366","2018-09-25",25.07
"367","2018-09-26",24.459999
"368","2018-09-27",24.059999
"369","2018-09-28",23.700001
"370","2018-10-01",22.950001
"371","2018-10-02",22.719999
"372","2018-10-03",22.42
"373","2018-10-04",21.309999
"374","2018-10-05",21
"375","2018-10-08",20.299999
"376","2018-10-09",20.049999
"377","2018-10-10",19.049999
"378","2018-10-11",18.4
"379","2018-10-12",18.969999
"380","2018-10-15",19.02
"381","2018-10-16",19.93
"382","2018-10-17",19.9
"383","2018-10-18",19.139999
"384","2018-10-19",18.6
"385","2018-10-22",18.370001
"386","2018-10-23",18.83
"387","2018-10-24",19.469999
"388","2018-10-25",19.73
"389","2018-10-26",18.18
"390","2018-10-29",18.35
"391","2018-10-30",18.459999
"392","2018-10-31",19.219999
"393","2018-11-01",19.17
"394","2018-11-02",19.43
"395","2018-11-05",18.93
"396","2018-11-06",18.67
"397","2018-11-07",20
"398","2018-11-08",19.42
"399","2018-11-09",18.870001
"400","2018-11-12",17.889999
"401","2018-11-13",17.870001
"402","2018-11-14",17.08
"403","2018-11-15",17.48
"404","2018-11-16",17.719999
"405","2018-11-19",16.09
"406","2018-11-20",16.6
"407","2018-11-21",16.75
"408","2018-11-23",16.92
"409","2018-11-26",17.83
"410","2018-11-27",17.07
"411","2018-11-28",17.83
"412","2018-11-29",18.209999
"413","2018-11-30",14.52
"414","2018-12-03",15.14
"415","2018-12-04",15.08
"416","2018-12-06",15.52
"417","2018-12-07",15.55
"418","2018-12-10",15.92
"419","2018-12-11",15.45
"420","2018-12-12",15.71
"421","2018-12-13",15.64
"422","2018-12-14",15.27
"423","2018-12-17",14.52
"424","2018-12-18",14.69
"425","2018-12-19",14.49
"426","2018-12-20",14.35
"427","2018-12-21",13.32
"428","2018-12-24",13.44
"429","2018-12-26",14.11
"430","2018-12-27",14.88
"431","2018-12-28",14.61
"432","2018-12-31",14.85
"433","2019-01-02",15
"434","2019-01-03",14.34
"435","2019-01-04",14.8
"436","2019-01-07",15.46
"437","2019-01-08",15.43
"438","2019-01-09",15.41
"439","2019-01-10",16.059999
"440","2019-01-11",15.82
"441","2019-01-14",15.29
"442","2019-01-15",14.92
"443","2019-01-16",14.52
"444","2019-01-17",14.5
"445","2019-01-18",14.74
"446","2019-01-22",14.28
"447","2019-01-23",14.03
"448","2019-01-24",14.05
"449","2019-01-25",14.84
"450","2019-01-28",14.96
"451","2019-01-29",14.34
"452","2019-01-30",15.26
"453","2019-01-31",15.59
"454","2019-02-01",15.84
"455","2019-02-04",16.73
"456","2019-02-05",17.309999
"457","2019-02-06",17.200001
"458","2019-02-07",17.41
"459","2019-02-08",17.66
"460","2019-02-11",18.09
"461","2019-02-12",18.25
"462","2019-02-13",18.209999
"463","2019-02-14",18.1
"464","2019-02-15",18
"465","2019-02-19",18.25
"466","2019-02-20",19.129999
"467","2019-02-21",18.139999
"468","2019-02-22",18.51
"469","2019-02-25",18.18
"470","2019-02-26",17.870001
"471","2019-02-27",18.5
"472","2019-02-28",18.58
"473","2019-03-01",19.27
"474","2019-03-04",18.82
"475","2019-03-05",19.68
"476","2019-03-06",20.370001
"477","2019-03-07",22.43
"478","2019-03-08",22.48
"479","2019-03-11",23.059999
"480","2019-03-12",22.120001
"481","2019-03-13",22.459999
"482","2019-03-14",22.790001
"483","2019-03-15",22.66
"484","2019-03-18",23
"485","2019-03-19",22.040001
"486","2019-03-20",22.129999
"487","2019-03-21",22.120001
"488","2019-03-22",20.879999
"489","2019-03-25",21.139999
"490","2019-03-26",21.17
"491","2019-03-27",21.17
"492","2019-03-28",21.440001
"493","2019-03-29",21.860001
"494","2019-04-01",21.59
"495","2019-04-02",22.01
"496","2019-04-03",21.98
"497","2019-04-04",21.84
"498","2019-04-05",21.719999
"499","2019-04-08",21.57
"500","2019-04-09",21.5
"501","2019-04-10",21.84
"502","2019-04-11",21.639999
"503","2019-04-12",21.58
"504","2019-04-15",21.35
"505","2019-04-16",21.5
"506","2019-04-17",21.1
"507","2019-04-18",20.290001
"508","2019-04-22",20.120001
"509","2019-04-23",20.540001
"510","2019-04-24",20.4
"511","2019-04-25",20.620001
"512","2019-04-26",20.719999
"513","2019-04-29",21.450001
"514","2019-04-30",21.91
"515","2019-05-01",21.75
"516","2019-05-02",21.629999
"517","2019-05-03",22.08
"518","2019-05-06",22.370001
"519","2019-05-07",21.35
"520","2019-05-08",20.959999
"521","2019-05-09",20.73
"522","2019-05-10",21.030001
"523","2019-05-13",20.66
"524","2019-05-14",20.799999
"525","2019-05-15",21.16
"526","2019-05-16",21.450001
"527","2019-05-17",21.290001
"528","2019-05-20",21.200001
"529","2019-05-21",21.290001
"530","2019-05-22",21.190001
"531","2019-05-23",20.059999
"532","2019-05-24",20.32
"533","2019-05-28",20.51
"534","2019-05-29",19.52
"535","2019-05-30",19.120001
"536","2019-05-31",18.360001
"537","2019-06-03",17.82
"538","2019-06-04",18.469999
"539","2019-06-05",18.299999
"540","2019-06-06",18.27
"541","2019-06-07",18.440001
"542","2019-06-10",19.07
"543","2019-06-11",19.799999
"544","2019-06-12",20.129999
"545","2019-06-13",20.5
"546","2019-06-14",20.450001
"547","2019-06-17",20.57
"548","2019-06-18",20.379999
"549","2019-06-19",20.6
"550","2019-06-20",20.360001
"551","2019-06-21",20.08
"552","2019-06-24",19.709999
"553","2019-06-25",19.35
"554","2019-06-26",18.969999
"555","2019-06-27",19.620001
"556","2019-06-28",20.09
"557","2019-07-01",20.540001
"558","2019-07-02",20.360001
"559","2019-07-03",20.459999
"560","2019-07-05",20.190001
"561","2019-07-08",20.27
"562","2019-07-09",20.940001
"563","2019-07-10",20.65
"564","2019-07-11",20.67
"565","2019-07-12",20.66
"566","2019-07-15",21.08
"567","2019-07-16",20.549999
"568","2019-07-17",21.02
"569","2019-07-18",21.02
"570","2019-07-19",20.59
"571","2019-07-22",20.59
"572","2019-07-23",20.51
"573","2019-07-24",20.98
"574","2019-07-25",21.35
"575","2019-07-26",22.34
"576","2019-07-29",21.059999
"577","2019-07-30",21.35
"578","2019-07-31",20.809999
"579","2019-08-01",20.35
"580","2019-08-02",20.530001
"581","2019-08-05",19.690001
"582","2019-08-06",19.51
"583","2019-08-07",19.719999
"584","2019-08-08",20.51
"585","2019-08-09",20.889999
"586","2019-08-12",20.120001
"587","2019-08-13",20.450001
"588","2019-08-14",19.23
"589","2019-08-15",19.190001
"590","2019-08-16",19.370001
"591","2019-08-19",18.93
"592","2019-08-20",18.49
"593","2019-08-21",18.58
"594","2019-08-22",19.040001
"595","2019-08-23",18.549999
"596","2019-08-26",18.18
"597","2019-08-27",18.15
"598","2019-08-28",17.66
"599","2019-08-29",18.34
"600","2019-08-30",15.77
"601","2019-09-03",16.440001
"602","2019-09-04",16.4
"603","2019-09-05",16.98
"604","2019-09-06",16.99
"605","2019-09-09",16.16
"606","2019-09-10",16.610001
"607","2019-09-11",17.309999
"608","2019-09-12",17.74
"609","2019-09-13",17.5
"610","2019-09-16",17.719999
"611","2019-09-17",17.92
"612","2019-09-18",17.530001
"613","2019-09-19",17.68
"614","2019-09-20",17.799999
"615","2019-09-23",16.98
"616","2019-09-24",16.57
"617","2019-09-25",16.629999
"618","2019-09-26",16.309999
"619","2019-09-27",15.84
"620","2019-09-30",15.89
"621","2019-10-01",15.48
"622","2019-10-02",15.28
"623","2019-10-03",15.69
"624","2019-10-04",15.85
"625","2019-10-07",16.01
"626","2019-10-08",15.26
"627","2019-10-09",15.49
"628","2019-10-10",14.95
"629","2019-10-11",15.3
"630","2019-10-14",15.5
"631","2019-10-15",15.42
"632","2019-10-16",15.34
"633","2019-10-17",15.44
"634","2019-10-18",14.4
"635","2019-10-21",14.43
"636","2019-10-22",14.57
"637","2019-10-23",14.6
"638","2019-10-24",15.34
"639","2019-10-25",15.9
"640","2019-10-28",16.1
"641","2019-10-29",16.030001
"642","2019-10-30",16.23
"643","2019-10-31",16.459999
"644","2019-11-01",16.33
"645","2019-11-04",16.25
"646","2019-11-05",16.299999
"647","2019-11-06",15.82
"648","2019-11-07",15.91
"649","2019-11-08",16.1
"650","2019-11-11",16.219999
"651","2019-11-12",16.49
"652","2019-11-13",16.469999
"653","2019-11-14",16.209999
"654","2019-11-15",16.68
"655","2019-11-18",16.65
"656","2019-11-19",16.360001
"657","2019-11-20",16.27
"658","2019-11-21",16.35
"659","2019-11-22",16.58
"660","2019-11-25",17.15
"661","2019-11-26",17.25
"662","2019-11-27",17.620001
"663","2019-11-29",17.26
"664","2019-12-02",16.59
"665","2019-12-03",16.469999
"666","2019-12-04",16.540001
"667","2019-12-05",16.6
"668","2019-12-06",14.26
"669","2019-12-09",14.38
"670","2019-12-10",13.71
"671","2019-12-11",14
"672","2019-12-12",14.01
"673","2019-12-13",14.28
"674","2019-12-16",14.03
"675","2019-12-17",14.02
"676","2019-12-18",13.85
"677","2019-12-19",14.01
"678","2019-12-20",14.1
"679","2019-12-23",14.49
"680","2019-12-24",14.39
"681","2019-12-26",14.51
"682","2019-12-27",14.61
"683","2019-12-30",14.25
"684","2019-12-31",14.42
"685","2020-01-02",14.64
"686","2020-01-03",14.25
"687","2020-01-06",14.77
"688","2020-01-07",14.71
"689","2020-01-08",14.77
"690","2020-01-09",14.95
"691","2020-01-10",14.95
"692","2020-01-13",15.59
"693","2020-01-14",15.34
"694","2020-01-15",15.14
"695","2020-01-16",15.35
"696","2020-01-17",15.63
"697","2020-01-21",15.75
"698","2020-01-22",15.52
"699","2020-01-23",15.32
"700","2020-01-24",15.04
"701","2020-01-27",14.95
"702","2020-01-28",15.23
"703","2020-01-29",15.18
"704","2020-01-30",15.35
"705","2020-01-31",14.94
"706","2020-02-03",15.21
"707","2020-02-04",15.54
"708","2020-02-05",15.49
"709","2020-02-06",15.94
"710","2020-02-07",15.88
"711","2020-02-10",15.75
"712","2020-02-11",16.209999
"713","2020-02-12",15.9
"714","2020-02-13",16.15
"715","2020-02-14",16.120001
"716","2020-02-18",16.450001
"717","2020-02-19",16.92
"718","2020-02-20",16.41
"719","2020-02-21",16.450001
"720","2020-02-24",15.98
"721","2020-02-25",15.68
"722","2020-02-26",15.53
"723","2020-02-27",15.04
"724","2020-02-28",15.16
"725","2020-03-02",15.07
"726","2020-03-03",14.5
"727","2020-03-04",15.29
"728","2020-03-05",15.04
"729","2020-03-06",14.41
"730","2020-03-09",13.27
"731","2020-03-10",13.91
"732","2020-03-11",13.4
"733","2020-03-12",11.88
"734","2020-03-13",13.36
"735","2020-03-16",11.78
"736","2020-03-17",11.47
"737","2020-03-18",10.06
"738","2020-03-19",10.6
"739","2020-03-20",10.83
"740","2020-03-23",10.01
"741","2020-03-24",11.17
"742","2020-03-25",10.89
"743","2020-03-26",11.32
"744","2020-03-27",10.98
"745","2020-03-30",10.71
"746","2020-03-31",10.19
"747","2020-04-01",9.64
"748","2020-04-02",9.09
"749","2020-04-03",8.83
"750","2020-04-06",10.31
"751","2020-04-07",10.37
"752","2020-04-08",10.97
"753","2020-04-09",11.67
"754","2020-04-13",12.28
"755","2020-04-14",12.22
"756","2020-04-15",11.84
"757","2020-04-16",11.79
"758","2020-04-17",12.27
"759","2020-04-20",11.95
"760","2020-04-21",11.3
"761","2020-04-22",11.65
"762","2020-04-23",11.72
"763","2020-04-24",11.99
"764","2020-04-27",12.29
"765","2020-04-28",12.1
"766","2020-04-29",12.88
"767","2020-04-30",12.8
"768","2020-05-01",12.14
"769","2020-05-04",12.56
"770","2020-05-05",12.73
"771","2020-05-06",13.12
"772","2020-05-07",13.75
"773","2020-05-08",14.19
"774","2020-05-11",14.68
"775","2020-05-12",14.07
"776","2020-05-13",13.3
"777","2020-05-14",13.2
"778","2020-05-15",13.54
"779","2020-05-18",14.01
"780","2020-05-19",14.07
"781","2020-05-20",14.7
"782","2020-05-21",14.34
"783","2020-05-22",14.79
"784","2020-05-26",15.25
"785","2020-05-27",16.309999
"786","2020-05-28",15.32
"787","2020-05-29",15.79
"788","2020-06-01",16.65
"789","2020-06-02",16.540001
"790","2020-06-03",17.629999
"791","2020-06-04",16.67
"792","2020-06-05",16.309999
"793","2020-06-08",16.110001
"794","2020-06-09",15.6
"795","2020-06-10",16.17
"796","2020-06-11",15.13
"797","2020-06-12",15.49
"798","2020-06-15",15.95
"799","2020-06-16",16.690001
"800","2020-06-17",16.450001
"801","2020-06-18",16.940001
"802","2020-06-19",16.309999
"803","2020-06-22",16.799999
"804","2020-06-23",17.76
"805","2020-06-24",16.530001
"806","2020-06-25",16.93
"807","2020-06-26",16.059999
"808","2020-06-29",16.17
"809","2020-06-30",16.610001
"810","2020-07-01",17.309999
"811","2020-07-02",17.33
"812","2020-07-06",17.26
"813","2020-07-07",17.27
"814","2020-07-08",18
"815","2020-07-09",18.200001
"816","2020-07-10",17.790001
"817","2020-07-13",16.790001
"818","2020-07-14",16.67
"819","2020-07-15",16.67
"820","2020-07-16",16.219999
"821","2020-07-17",16.370001
"822","2020-07-20",17.190001
"823","2020-07-21",16.690001
"824","2020-07-22",16.58
"825","2020-07-23",16.370001
"826","2020-07-24",16.16
"827","2020-07-27",16.370001
"828","2020-07-28",16.120001
"829","2020-07-29",16.629999
"830","2020-07-30",16.51
"831","2020-07-31",16.82
"832","2020-08-03",17.360001
"833","2020-08-04",17.58
"834","2020-08-05",18.15
"835","2020-08-06",18.110001
"836","2020-08-07",17.34
"837","2020-08-10",16.389999
"838","2020-08-11",16.450001
"839","2020-08-12",16.559999
"840","2020-08-13",17.040001
"841","2020-08-14",16.93
"842","2020-08-17",17.1
"843","2020-08-18",17.360001
"844","2020-08-19",17.24
"845","2020-08-20",17.75
"846","2020-08-21",17.610001
"847","2020-08-24",17.57
"848","2020-08-25",17.610001
"849","2020-08-26",17.99
"850","2020-08-27",18.110001
"851","2020-08-28",18.77
"852","2020-08-31",19.860001
"853","2020-09-01",20.129999
"854","2020-09-02",19.59
"855","2020-09-03",17.530001
"856","2020-09-04",16.450001
"857","2020-09-08",16.26
"858","2020-09-09",16.82
"859","2020-09-10",16.42
"860","2020-09-11",15.97
"861","2020-09-14",16.32
"862","2020-09-15",15.92
"863","2020-09-16",15.4
"864","2020-09-17",15.22
"865","2020-09-18",15.32
"866","2020-09-21",15.85
"867","2020-09-22",15.7
"868","2020-09-23",14.66
"869","2020-09-24",15.04
"870","2020-09-25",15.47
"871","2020-09-28",15.41
"872","2020-09-29",15.41
"873","2020-09-30",15.18
"874","2020-10-01",15.26
"875","2020-10-02",15.65
"876","2020-10-05",15.37
"877","2020-10-06",15.46
"878","2020-10-07",15.9
"879","2020-10-08",16
"880","2020-10-09",16.18
"881","2020-10-12",16.780001
"882","2020-10-13",17.32
"883","2020-10-14",17.34
"884","2020-10-15",17.98
"885","2020-10-16",17.75
"886","2020-10-19",17.879999
"887","2020-10-20",17.860001
"888","2020-10-21",17.969999
"889","2020-10-22",17.83
"890","2020-10-23",17.450001
"891","2020-10-26",17.35
"892","2020-10-27",17.25
"893","2020-10-28",16.93
"894","2020-10-29",17.4
"895","2020-10-30",16.58
"896","2020-11-02",16.58
"897","2020-11-03",17.51
"898","2020-11-04",18.299999
"899","2020-11-05",18.77
"900","2020-11-06",19.209999
"901","2020-11-09",18.709999
"902","2020-11-10",17.459999
"903","2020-11-11",18.030001
"904","2020-11-12",17.99
"905","2020-11-13",18.040001
"906","2020-11-16",18.059999
"907","2020-11-17",18.280001
"908","2020-11-18",17.32
"909","2020-11-19",17.83
"910","2020-11-20",18.299999
"911","2020-11-23",18.879999
"912","2020-11-24",18.59
"913","2020-11-25",18.790001
"914","2020-11-27",19.049999
