"","date","PBT"
"104","2007-06-01",13.57
"105","2007-06-04",14
"106","2007-06-05",13.7
"107","2007-06-06",13.45
"108","2007-06-07",13.26
"109","2007-06-08",13.26
"110","2007-06-11",13.39
"111","2007-06-12",13.23
"112","2007-06-13",13.25
"113","2007-06-14",13.33
"114","2007-06-15",13.4
"115","2007-06-18",13.5
"116","2007-06-19",13.48
"117","2007-06-20",13.3
"118","2007-06-21",13.41
"119","2007-06-22",13.35
"120","2007-06-25",13.23
"121","2007-06-26",13.06
"122","2007-06-27",13.1
"123","2007-06-28",13.02
"124","2007-06-29",13.32
"125","2007-07-02",13.05
"126","2007-07-03",13
"127","2007-07-05",13.38
"128","2007-07-06",13.58
"129","2007-07-09",13.75
"130","2007-07-10",13.76
"131","2007-07-11",13.73
"132","2007-07-12",14.04
"133","2007-07-13",14.34
"134","2007-07-16",14.38
"135","2007-07-17",14.35
"136","2007-07-18",14.42
"137","2007-07-19",14.47
"138","2007-07-20",14.64
"139","2007-07-23",14.75
"140","2007-07-24",14.16
"141","2007-07-25",14.45
"142","2007-07-26",14.05
"143","2007-07-27",14.2
"144","2007-07-30",14.07
"145","2007-07-31",14.39
"146","2007-08-01",14.14
"147","2007-08-02",14.7
"148","2007-08-03",13.76
"149","2007-08-06",14.14
"150","2007-08-07",14.03
"151","2007-08-08",14.14
"152","2007-08-09",13.75
"153","2007-08-10",13.4
"154","2007-08-13",13.92
"155","2007-08-14",13.7
"156","2007-08-15",13.55
"157","2007-08-16",13.19
"158","2007-08-17",13.23
"159","2007-08-20",13.22
"160","2007-08-21",13.45
"161","2007-08-22",13.62
"162","2007-08-23",13.84
"163","2007-08-24",13.96
"164","2007-08-27",13.87
"165","2007-08-28",13.56
"166","2007-08-29",13.79
"167","2007-08-30",13.92
"168","2007-08-31",13.78
"169","2007-09-04",14.35
"170","2007-09-05",14.37
"171","2007-09-06",14.34
"172","2007-09-07",14.45
"173","2007-09-10",14.5
"174","2007-09-11",14.37
"175","2007-09-12",14.5
"176","2007-09-13",14.26
"177","2007-09-14",14.49
"178","2007-09-17",14.6
"179","2007-09-18",14.92
"180","2007-09-19",15.03
"181","2007-09-20",15.35
"182","2007-09-21",15.15
"183","2007-09-24",15.3
"184","2007-09-25",15.39
"185","2007-09-26",15.15
"186","2007-09-27",15.14
"187","2007-09-28",15.2
"188","2007-10-01",14.95
"189","2007-10-02",14.97
"190","2007-10-03",14.89
"191","2007-10-04",14.95
"192","2007-10-05",14.91
"193","2007-10-08",14.76
"194","2007-10-09",14.88
"195","2007-10-10",15.05
"196","2007-10-11",15.07
"197","2007-10-12",15.17
"198","2007-10-15",15.53
"199","2007-10-16",15.66
"200","2007-10-17",15.52
"201","2007-10-18",15.74
"202","2007-10-19",15.5
"203","2007-10-22",15.52
"204","2007-10-23",15.48
"205","2007-10-24",15.69
"206","2007-10-25",15.85
"207","2007-10-26",16
"208","2007-10-29",15.77
"209","2007-10-30",15.46
"210","2007-10-31",15.76
"211","2007-11-01",15.66
"212","2007-11-02",15.8
"213","2007-11-05",15.66
"214","2007-11-06",15.86
"215","2007-11-07",15.56
"216","2007-11-08",15.36
"217","2007-11-09",15.36
"218","2007-11-12",15.07
"219","2007-11-13",14.92
"220","2007-11-14",14.98
"221","2007-11-15",14.96
"222","2007-11-16",15.32
"223","2007-11-19",15.49
"224","2007-11-20",15.43
"225","2007-11-21",15.41
"226","2007-11-23",15.63
"227","2007-11-26",15.62
"228","2007-11-27",15.64
"229","2007-11-28",15.27
"230","2007-11-29",15.05
"231","2007-11-30",15.16
"232","2007-12-03",14.95
"233","2007-12-04",15.2
"234","2007-12-05",14.91
"235","2007-12-06",15.05
"236","2007-12-07",14.95
"237","2007-12-10",14.94
"238","2007-12-11",15.05
"239","2007-12-12",15.49
"240","2007-12-13",15.62
"241","2007-12-14",16.049999
"242","2007-12-17",15.8
"243","2007-12-18",15.79
"244","2007-12-19",15.89
"245","2007-12-20",15.98
"246","2007-12-21",15.8
"247","2007-12-24",15.98
"248","2007-12-26",16
"249","2007-12-27",15.87
"250","2007-12-28",16.030001
"251","2007-12-31",15.98
"252","2008-01-02",16.190001
"253","2008-01-03",16.290001
"254","2008-01-04",16.16
"255","2008-01-07",16.190001
"256","2008-01-08",16.4
"257","2008-01-09",16.549999
"258","2008-01-10",16.700001
"259","2008-01-11",16.959999
"260","2008-01-14",17.120001
"261","2008-01-15",16.860001
"262","2008-01-16",16.4
"263","2008-01-17",16.290001
"264","2008-01-18",16.49
"265","2008-01-22",16.049999
"266","2008-01-23",16.02
"267","2008-01-24",16.76
"268","2008-01-25",16.58
"269","2008-01-28",17.120001
"270","2008-01-29",16.84
"271","2008-01-30",17.030001
"272","2008-01-31",17
"273","2008-02-01",17.1
"274","2008-02-04",17.110001
"275","2008-02-05",17.049999
"276","2008-02-06",16.809999
"277","2008-02-07",16.9
"278","2008-02-08",17.24
"279","2008-02-11",17.450001
"280","2008-02-12",17.469999
"281","2008-02-13",17.540001
"282","2008-02-14",17.790001
"283","2008-02-15",17.93
"284","2008-02-19",18.469999
"285","2008-02-20",18.85
"286","2008-02-21",18.76
"287","2008-02-22",18.59
"288","2008-02-25",18.9
"289","2008-02-26",19.299999
"290","2008-02-27",18.92
"291","2008-02-28",19.219999
"292","2008-02-29",19.040001
"293","2008-03-03",19.049999
"294","2008-03-04",18.65
"295","2008-03-05",19.4
"296","2008-03-06",21.15
"297","2008-03-07",22.5
"298","2008-03-10",22.379999
"299","2008-03-11",22.15
"300","2008-03-12",20.9
"301","2008-03-13",21.700001
"302","2008-03-14",21.959999
"303","2008-03-17",21.5
"304","2008-03-18",21.959999
"305","2008-03-19",21.35
"306","2008-03-20",20.41
"307","2008-03-24",20.870001
"308","2008-03-25",21.690001
"309","2008-03-26",22.35
"310","2008-03-27",22.1
"311","2008-03-28",22.200001
"312","2008-03-31",22.15
"313","2008-04-01",22.01
"314","2008-04-02",22.440001
"315","2008-04-03",22.58
"316","2008-04-04",23.040001
"317","2008-04-07",24.48
"318","2008-04-08",24.549999
"319","2008-04-09",25.08
"320","2008-04-10",24.799999
"321","2008-04-11",24.950001
"322","2008-04-14",25.469999
"323","2008-04-15",26.09
"324","2008-04-16",26.51
"325","2008-04-17",27.129999
"326","2008-04-18",27.15
"327","2008-04-21",27.379999
"328","2008-04-22",27.5
"329","2008-04-23",27.299999
"330","2008-04-24",23.59
"331","2008-04-25",23.139999
"332","2008-04-28",23.809999
"333","2008-04-29",22.690001
"334","2008-04-30",22.73
"335","2008-05-01",21.4
"336","2008-05-02",22.07
"337","2008-05-05",22.639999
"338","2008-05-06",23.58
"339","2008-05-07",23.889999
"340","2008-05-08",24.16
"341","2008-05-09",24.530001
"342","2008-05-12",24.18
"343","2008-05-13",24.940001
"344","2008-05-14",24.59
"345","2008-05-15",24.219999
"346","2008-05-16",24.27
"347","2008-05-19",24.74
"348","2008-05-20",25.389999
"349","2008-05-21",25.309999
"350","2008-05-22",24.17
"351","2008-05-23",24.370001
"352","2008-05-27",24.1
"353","2008-05-28",22.91
"354","2008-05-29",22.309999
"355","2008-05-30",22.9
"356","2008-06-02",23.16
"357","2008-06-03",23.1
"358","2008-06-04",22.309999
"359","2008-06-05",22.65
"360","2008-06-06",23.209999
"361","2008-06-09",23.299999
"362","2008-06-10",23.25
"363","2008-06-11",23.33
"364","2008-06-12",23.200001
"365","2008-06-13",23.040001
"366","2008-06-16",23.24
"367","2008-06-17",23.440001
"368","2008-06-18",23.889999
"369","2008-06-19",23.120001
"370","2008-06-20",23.26
"371","2008-06-23",24.049999
"372","2008-06-24",25
"373","2008-06-25",24.84
"374","2008-06-26",25.030001
"375","2008-06-27",25.57
"376","2008-06-30",26.41
"377","2008-07-01",27.059999
"378","2008-07-02",25.459999
"379","2008-07-03",23.92
"380","2008-07-07",23.219999
"381","2008-07-08",22.26
"382","2008-07-09",22.23
"383","2008-07-10",23.58
"384","2008-07-11",24.17
"385","2008-07-14",24.559999
"386","2008-07-15",24.17
"387","2008-07-16",22.950001
"388","2008-07-17",22.09
"389","2008-07-18",22.440001
"390","2008-07-21",23.35
"391","2008-07-22",22.59
"392","2008-07-23",21.370001
"393","2008-07-24",21.32
"394","2008-07-25",21.68
"395","2008-07-28",22.65
"396","2008-07-29",21.860001
"397","2008-07-30",22.799999
"398","2008-07-31",22.33
"399","2008-08-01",22.49
"400","2008-08-04",21.450001
"401","2008-08-05",20.67
"402","2008-08-06",21.190001
"403","2008-08-07",21.4
"404","2008-08-08",20.860001
"405","2008-08-11",20.700001
"406","2008-08-12",20.68
"407","2008-08-13",21.790001
"408","2008-08-14",21.73
"409","2008-08-15",21.42
"410","2008-08-18",21.9
"411","2008-08-19",22.639999
"412","2008-08-20",23.48
"413","2008-08-21",24.18
"414","2008-08-22",23.75
"415","2008-08-25",24.92
"416","2008-08-26",25.370001
"417","2008-08-27",24.75
"418","2008-08-28",24.200001
"419","2008-08-29",24.450001
"420","2008-09-02",23.68
"421","2008-09-03",23.540001
"422","2008-09-04",23.610001
"423","2008-09-05",23.43
"424","2008-09-08",23.309999
"425","2008-09-09",22.200001
"426","2008-09-10",22.98
"427","2008-09-11",23.030001
"428","2008-09-12",23.4
"429","2008-09-15",22.59
"430","2008-09-16",22.51
"431","2008-09-17",22.309999
"432","2008-09-18",22.139999
"433","2008-09-19",23.780001
"434","2008-09-22",24.51
"435","2008-09-23",24.620001
"436","2008-09-24",24.92
"437","2008-09-25",25.200001
"438","2008-09-26",24.23
"439","2008-09-29",22.02
"440","2008-09-30",23.24
"441","2008-10-01",23.34
"442","2008-10-02",22.42
"443","2008-10-03",22.780001
"444","2008-10-06",21.09
"445","2008-10-07",19.799999
"446","2008-10-08",19.09
"447","2008-10-09",18.049999
"448","2008-10-10",16.99
"449","2008-10-13",19.51
"450","2008-10-14",19.809999
"451","2008-10-15",18.52
"452","2008-10-16",19.700001
"453","2008-10-17",20.379999
"454","2008-10-20",22.530001
"455","2008-10-21",22.809999
"456","2008-10-22",21.389999
"457","2008-10-23",20.66
"458","2008-10-24",20.389999
"459","2008-10-27",19.959999
"460","2008-10-28",20.42
"461","2008-10-29",20.639999
"462","2008-10-30",20.85
"463","2008-10-31",20.99
"464","2008-11-03",20.59
"465","2008-11-04",21.299999
"466","2008-11-05",21.24
"467","2008-11-06",21.200001
"468","2008-11-07",21.4
"469","2008-11-10",21.32
"470","2008-11-11",20.549999
"471","2008-11-12",19.4
"472","2008-11-13",19.4
"473","2008-11-14",18.959999
"474","2008-11-17",18.700001
"475","2008-11-18",18.91
"476","2008-11-19",18.41
"477","2008-11-20",15.73
"478","2008-11-21",16.77
"479","2008-11-24",17.75
"480","2008-11-25",17.639999
"481","2008-11-26",18.34
"482","2008-11-28",17.5
"483","2008-12-01",16.049999
"484","2008-12-02",15.25
"485","2008-12-03",15.21
"486","2008-12-04",14.14
"487","2008-12-05",13.13
"488","2008-12-08",13.62
"489","2008-12-09",13.87
"490","2008-12-10",14.18
"491","2008-12-11",14.44
"492","2008-12-12",14.62
"493","2008-12-15",14.61
"494","2008-12-16",14.96
"495","2008-12-17",14.7
"496","2008-12-18",14.25
"497","2008-12-19",14.11
"498","2008-12-22",13.3
"499","2008-12-23",13.17
"500","2008-12-24",13.2
"501","2008-12-26",13.64
"502","2008-12-29",13.64
"503","2008-12-30",13.58
"504","2008-12-31",13.7
"505","2009-01-02",14.41
"506","2009-01-05",14.95
"507","2009-01-06",15.97
"508","2009-01-07",15.06
"509","2009-01-08",15.02
"510","2009-01-09",14.76
"511","2009-01-12",14.63
"512","2009-01-13",14.72
"513","2009-01-14",14.32
"514","2009-01-15",14.25
"515","2009-01-16",14.29
"516","2009-01-20",13.46
"517","2009-01-21",14.18
"518","2009-01-22",13.81
"519","2009-01-23",13.94
"520","2009-01-26",13.83
"521","2009-01-27",13.9
"522","2009-01-28",13.96
"523","2009-01-29",13.8
"524","2009-01-30",13.23
"525","2009-02-02",12.9
"526","2009-02-03",12.95
"527","2009-02-04",12.92
"528","2009-02-05",12.59
"529","2009-02-06",12.9
"530","2009-02-09",12.69
"531","2009-02-10",12.56
"532","2009-02-11",12.38
"533","2009-02-12",12.52
"534","2009-02-13",12.56
"535","2009-02-17",10.95
"536","2009-02-18",9.07
"537","2009-02-19",9.17
"538","2009-02-20",8.18
"539","2009-02-23",7.55
"540","2009-02-24",8.04
"541","2009-02-25",8
"542","2009-02-26",8.02
"543","2009-02-27",9.65
"544","2009-03-02",9.08
"545","2009-03-03",8.58
"546","2009-03-04",9.36
"547","2009-03-05",8.82
"548","2009-03-06",8.8
"549","2009-03-09",8.94
"550","2009-03-10",9.15
"551","2009-03-11",9.38
"552","2009-03-12",9.88
"553","2009-03-13",9.51
"554","2009-03-16",9.73
"555","2009-03-17",9.94
"556","2009-03-18",9.85
"557","2009-03-19",10.21
"558","2009-03-20",10.32
"559","2009-03-23",10.71
"560","2009-03-24",10.58
"561","2009-03-25",10.55
"562","2009-03-26",10.57
"563","2009-03-27",10.28
"564","2009-03-30",9.97
"565","2009-03-31",10
"566","2009-04-01",9.98
"567","2009-04-02",10.06
"568","2009-04-03",10.26
"569","2009-04-06",10.03
"570","2009-04-07",9.83
"571","2009-04-08",9.87
"572","2009-04-09",9.83
"573","2009-04-13",9.7
"574","2009-04-14",9.54
"575","2009-04-15",9.45
"576","2009-04-16",9.31
"577","2009-04-17",9.39
"578","2009-04-20",8.87
"579","2009-04-21",8.84
"580","2009-04-22",8.77
"581","2009-04-23",8.86
"582","2009-04-24",8.89
"583","2009-04-27",9.2
"584","2009-04-28",8.92
"585","2009-04-29",8.95
"586","2009-04-30",8.82
"587","2009-05-01",9.2
"588","2009-05-04",9.09
"589","2009-05-05",9.04
"590","2009-05-06",9.63
"591","2009-05-07",9.72
"592","2009-05-08",10.19
"593","2009-05-11",10.23
"594","2009-05-12",10.08
"595","2009-05-13",9.5
"596","2009-05-14",9.46
"597","2009-05-15",9.03
"598","2009-05-18",9.33
"599","2009-05-19",9.64
"600","2009-05-20",9.94
"601","2009-05-21",9.77
"602","2009-05-22",10
"603","2009-05-26",10.28
"604","2009-05-27",10.28
"605","2009-05-28",10.79
"606","2009-05-29",11.42
"607","2009-06-01",12.22
"608","2009-06-02",12.2
"609","2009-06-03",11.82
"610","2009-06-04",12.48
"611","2009-06-05",12.61
"612","2009-06-08",12.63
"613","2009-06-09",12.74
"614","2009-06-10",13.29
"615","2009-06-11",13.87
"616","2009-06-12",13.58
"617","2009-06-15",12.99
"618","2009-06-16",12.75
"619","2009-06-17",12.27
"620","2009-06-18",12.04
"621","2009-06-19",12.2
"622","2009-06-22",10.71
"623","2009-06-23",10.87
"624","2009-06-24",10.95
"625","2009-06-25",11.2
"626","2009-06-26",11.12
"627","2009-06-29",11.03
"628","2009-06-30",10.87
"629","2009-07-01",10.72
"630","2009-07-02",10.6
"631","2009-07-06",10.23
"632","2009-07-07",9.9
"633","2009-07-08",9.44
"634","2009-07-09",9.65
"635","2009-07-10",9.49
"636","2009-07-13",9.33
"637","2009-07-14",9.44
"638","2009-07-15",9.83
"639","2009-07-16",9.88
"640","2009-07-17",10
"641","2009-07-20",10.56
"642","2009-07-21",10.48
"643","2009-07-22",10.35
"644","2009-07-23",10.43
"645","2009-07-24",10.72
"646","2009-07-27",10.56
"647","2009-07-28",10.36
"648","2009-07-29",10.09
"649","2009-07-30",10.3
"650","2009-07-31",10.3
"651","2009-08-03",10.8
"652","2009-08-04",10.68
"653","2009-08-05",10.65
"654","2009-08-06",10.46
"655","2009-08-07",10.44
"656","2009-08-10",10.73
"657","2009-08-11",10.45
"658","2009-08-12",10.6
"659","2009-08-13",10.89
"660","2009-08-14",10.72
"661","2009-08-17",10.49
"662","2009-08-18",10.77
"663","2009-08-19",10.91
"664","2009-08-20",10.85
"665","2009-08-21",11.17
"666","2009-08-24",11.88
"667","2009-08-25",12.23
"668","2009-08-26",12.08
"669","2009-08-27",12.05
"670","2009-08-28",12.08
"671","2009-08-31",12.1
"672","2009-09-01",11.77
"673","2009-09-02",11.72
"674","2009-09-03",11.93
"675","2009-09-04",11.97
"676","2009-09-08",12.42
"677","2009-09-09",12.46
"678","2009-09-10",13.14
"679","2009-09-11",13.03
"680","2009-09-14",13.27
"681","2009-09-15",13.51
"682","2009-09-16",13.77
"683","2009-09-17",13.38
"684","2009-09-18",13.24
"685","2009-09-21",13.05
"686","2009-09-22",13.23
"687","2009-09-23",13.2
"688","2009-09-24",12.76
"689","2009-09-25",12.74
"690","2009-09-28",12.64
"691","2009-09-29",12.76
"692","2009-09-30",12.77
"693","2009-10-01",12.29
"694","2009-10-02",12.12
"695","2009-10-05",12.22
"696","2009-10-06",12.46
"697","2009-10-07",12.37
"698","2009-10-08",12.66
"699","2009-10-09",12.82
"700","2009-10-12",12.83
"701","2009-10-13",12.94
"702","2009-10-14",13.05
"703","2009-10-15",13.2
"704","2009-10-16",13.25
"705","2009-10-19",13.45
"706","2009-10-20",13.69
"707","2009-10-21",13.8
"708","2009-10-22",13.98
"709","2009-10-23",13.79
"710","2009-10-26",13.6
"711","2009-10-27",13.7
"712","2009-10-28",12.7
"713","2009-10-29",13.31
"714","2009-10-30",12.88
"715","2009-11-02",13.11
"716","2009-11-03",13.28
"717","2009-11-04",13.4
"718","2009-11-05",13.61
"719","2009-11-06",13.56
"720","2009-11-09",13.86
"721","2009-11-10",14.04
"722","2009-11-11",13.87
"723","2009-11-12",13.69
"724","2009-11-13",13.65
"725","2009-11-16",14
"726","2009-11-17",14.01
"727","2009-11-18",13.86
"728","2009-11-19",13.56
"729","2009-11-20",13.44
"730","2009-11-23",13.65
"731","2009-11-24",13.9
"732","2009-11-25",13.91
"733","2009-11-27",13.7
"734","2009-11-30",13.65
"735","2009-12-01",13.81
"736","2009-12-02",13.71
"737","2009-12-03",13.45
"738","2009-12-04",13.3
"739","2009-12-07",13.16
"740","2009-12-08",12.96
"741","2009-12-09",12.94
"742","2009-12-10",13.04
"743","2009-12-11",13.05
"744","2009-12-14",13.32
"745","2009-12-15",13.6
"746","2009-12-16",13.59
"747","2009-12-17",13.51
"748","2009-12-18",13.88
"749","2009-12-21",13.84
"750","2009-12-22",13.93
"751","2009-12-23",14.21
"752","2009-12-24",14.6
"753","2009-12-28",14.6
"754","2009-12-29",14.36
"755","2009-12-30",14.4
"756","2009-12-31",14.44
"757","2010-01-04",14.8
"758","2010-01-05",15
"759","2010-01-06",15.16
"760","2010-01-07",15.12
"761","2010-01-08",15.47
"762","2010-01-11",15.63
"763","2010-01-12",15.46
"764","2010-01-13",15.69
"765","2010-01-14",15.8
"766","2010-01-15",15.75
"767","2010-01-19",15.95
"768","2010-01-20",15.85
"769","2010-01-21",15.72
"770","2010-01-22",15.03
"771","2010-01-25",15.36
"772","2010-01-26",15.06
"773","2010-01-27",14.41
"774","2010-01-28",14.25
"775","2010-01-29",14.08
"776","2010-02-01",14.41
"777","2010-02-02",15.64
"778","2010-02-03",15.68
"779","2010-02-04",15.1
"780","2010-02-05",15.09
"781","2010-02-08",15.36
"782","2010-02-09",15.63
"783","2010-02-10",15.73
"784","2010-02-11",15.93
"785","2010-02-12",16.200001
"786","2010-02-16",17.120001
"787","2010-02-17",16.780001
"788","2010-02-18",16.98
"789","2010-02-19",17.049999
"790","2010-02-22",17.15
"791","2010-02-23",17.059999
"792","2010-02-24",17.030001
"793","2010-02-25",17.07
"794","2010-02-26",17.1
"795","2010-03-01",17.1
"796","2010-03-02",17.200001
"797","2010-03-03",17.18
"798","2010-03-04",16.870001
"799","2010-03-05",17.25
"800","2010-03-08",17.5
"801","2010-03-09",17.65
"802","2010-03-10",17.85
"803","2010-03-11",17.84
"804","2010-03-12",17.809999
"805","2010-03-15",17.290001
"806","2010-03-16",17.49
"807","2010-03-17",17.52
"808","2010-03-18",17.040001
"809","2010-03-19",16.48
"810","2010-03-22",17.129999
"811","2010-03-23",17.459999
"812","2010-03-24",17.43
"813","2010-03-25",17.200001
"814","2010-03-26",17.379999
"815","2010-03-29",17.57
"816","2010-03-30",17.57
"817","2010-03-31",17.58
"818","2010-04-01",17.700001
"819","2010-04-05",18.07
"820","2010-04-06",18.200001
"821","2010-04-07",18.280001
"822","2010-04-08",18.25
"823","2010-04-09",18.5
"824","2010-04-12",18.709999
"825","2010-04-13",18.57
"826","2010-04-14",18.57
"827","2010-04-15",18.629999
"828","2010-04-16",18.25
"829","2010-04-19",18.09
"830","2010-04-20",18.809999
"831","2010-04-21",19
"832","2010-04-22",19.1
"833","2010-04-23",19.76
"834","2010-04-26",19.799999
"835","2010-04-27",19.51
"836","2010-04-28",19.42
"837","2010-04-29",19.6
"838","2010-04-30",19.59
"839","2010-05-03",19.790001
"840","2010-05-04",19.35
"841","2010-05-05",18.25
"842","2010-05-06",16.93
"843","2010-05-07",17.049999
"844","2010-05-10",18.290001
"845","2010-05-11",18.620001
"846","2010-05-12",18.84
"847","2010-05-13",18.6
"848","2010-05-14",17.860001
"849","2010-05-17",17.110001
"850","2010-05-18",17.41
"851","2010-05-19",17.48
"852","2010-05-20",16.16
"853","2010-05-21",16.9
"854","2010-05-24",17.09
"855","2010-05-25",16.92
"856","2010-05-26",17.01
"857","2010-05-27",17.780001
"858","2010-05-28",17.85
"859","2010-06-01",17.129999
"860","2010-06-02",17.969999
"861","2010-06-03",18.379999
"862","2010-06-04",17.780001
"863","2010-06-07",17.610001
"864","2010-06-08",18.07
"865","2010-06-09",18.16
"866","2010-06-10",18.73
"867","2010-06-11",18.9
"868","2010-06-14",19.02
"869","2010-06-15",19.43
"870","2010-06-16",19.6
"871","2010-06-17",19.43
"872","2010-06-18",19.440001
"873","2010-06-21",19.24
"874","2010-06-22",19.209999
"875","2010-06-23",19.17
"876","2010-06-24",18.950001
"877","2010-06-25",19.35
"878","2010-06-28",18.940001
"879","2010-06-29",18.49
"880","2010-06-30",18.290001
"881","2010-07-01",17.719999
"882","2010-07-02",17.719999
"883","2010-07-06",17.84
"884","2010-07-07",18.34
"885","2010-07-08",18.700001
"886","2010-07-09",18.969999
"887","2010-07-12",18.92
"888","2010-07-13",19.02
"889","2010-07-14",18.98
"890","2010-07-15",18.99
"891","2010-07-16",18.6
"892","2010-07-19",18.65
"893","2010-07-20",18.9
"894","2010-07-21",18.959999
"895","2010-07-22",19.25
"896","2010-07-23",19.370001
"897","2010-07-26",19.52
"898","2010-07-27",19.139999
"899","2010-07-28",18.780001
"900","2010-07-29",19.040001
"901","2010-07-30",19.129999
"902","2010-08-02",19.290001
"903","2010-08-03",19.299999
"904","2010-08-04",19.5
"905","2010-08-05",19.42
"906","2010-08-06",19.23
"907","2010-08-09",19.4
"908","2010-08-10",19.26
"909","2010-08-11",18.67
"910","2010-08-12",18.459999
"911","2010-08-13",18.559999
"912","2010-08-16",18.690001
"913","2010-08-17",18.92
"914","2010-08-18",18.959999
"915","2010-08-19",18.969999
"916","2010-08-20",18.860001
"917","2010-08-23",18.940001
"918","2010-08-24",18.6
"919","2010-08-25",18.610001
"920","2010-08-26",18.639999
"921","2010-08-27",18.77
"922","2010-08-30",18.450001
"923","2010-08-31",18.209999
"924","2010-09-01",18.559999
"925","2010-09-02",18.610001
"926","2010-09-03",18.66
"927","2010-09-07",18.450001
"928","2010-09-08",18.559999
"929","2010-09-09",18.690001
"930","2010-09-10",18.790001
"931","2010-09-13",18.969999
"932","2010-09-14",18.870001
"933","2010-09-15",18.940001
"934","2010-09-16",19.01
"935","2010-09-17",19.030001
"936","2010-09-20",19.209999
"937","2010-09-21",19.23
"938","2010-09-22",19.33
"939","2010-09-23",19.190001
"940","2010-09-24",19.41
"941","2010-09-27",19.49
"942","2010-09-28",19.540001
"943","2010-09-29",19.75
"944","2010-09-30",19.719999
"945","2010-10-01",19.799999
"946","2010-10-04",19.84
"947","2010-10-05",20.01
"948","2010-10-06",20.139999
"949","2010-10-07",20.1
"950","2010-10-08",20.389999
"951","2010-10-11",20.75
"952","2010-10-12",20.860001
"953","2010-10-13",21.16
"954","2010-10-14",21.190001
"955","2010-10-15",21.08
"956","2010-10-18",21.07
"957","2010-10-19",20.280001
"958","2010-10-20",20.6
"959","2010-10-21",20.84
"960","2010-10-22",20.889999
"961","2010-10-25",21.049999
"962","2010-10-26",21.26
"963","2010-10-27",21.059999
"964","2010-10-28",20.77
"965","2010-10-29",20.99
"966","2010-11-01",21.139999
"967","2010-11-02",21.5
"968","2010-11-03",21.85
"969","2010-11-04",22.360001
"970","2010-11-05",22.610001
"971","2010-11-08",22.889999
"972","2010-11-09",23.26
"973","2010-11-10",23.219999
"974","2010-11-11",23.07
"975","2010-11-12",22.41
"976","2010-11-15",22.469999
"977","2010-11-16",21.700001
"978","2010-11-17",21.780001
"979","2010-11-18",22.040001
"980","2010-11-19",22.120001
"981","2010-11-22",22.23
"982","2010-11-23",22.049999
"983","2010-11-24",22.27
"984","2010-11-26",22.040001
"985","2010-11-29",22.24
