"","date","ALT"
"1","2017-05-26",133.199997
"2","2017-05-30",125.099998
"3","2017-05-31",127.5
"4","2017-06-01",129.899994
"5","2017-06-02",128.100006
"6","2017-06-05",124.199997
"7","2017-06-06",123.599998
"8","2017-06-07",121.5
"9","2017-06-08",119.400002
"10","2017-06-09",121.5
"11","2017-06-12",116.699997
"12","2017-06-13",124.5
"13","2017-06-14",119.699997
"14","2017-06-15",117.599998
"15","2017-06-16",106.199997
"16","2017-06-19",119.699997
"17","2017-06-20",112.199997
"18","2017-06-21",114
"19","2017-06-22",117.900002
"20","2017-06-23",108.900002
"21","2017-06-26",108
"22","2017-06-27",104.099998
"23","2017-06-28",98.699997
"24","2017-06-29",89.400002
"25","2017-06-30",96
"26","2017-07-03",97.199997
"27","2017-07-05",95.400002
"28","2017-07-06",90
"29","2017-07-07",90.599998
"30","2017-07-10",84
"31","2017-07-11",81
"32","2017-07-12",77.699997
"33","2017-07-13",79.800003
"34","2017-07-14",81
"35","2017-07-17",78.900002
"36","2017-07-18",72.599998
"37","2017-07-19",75
"38","2017-07-20",74.099998
"39","2017-07-21",74.400002
"40","2017-07-24",73.5
"41","2017-07-25",87
"42","2017-07-26",84
"43","2017-07-27",87.300003
"44","2017-07-28",80.699997
"45","2017-07-31",75.599998
"46","2017-08-01",70.5
"47","2017-08-02",67.5
"48","2017-08-03",72
"49","2017-08-04",68.400002
"50","2017-08-07",72
"51","2017-08-08",72
"52","2017-08-09",67.5
"53","2017-08-10",68.699997
"54","2017-08-11",69.900002
"55","2017-08-14",69.300003
"56","2017-08-15",62.700001
"57","2017-08-16",65.099998
"58","2017-08-17",61.200001
"59","2017-08-18",61.5
"60","2017-08-21",60.599998
"61","2017-08-22",65.370003
"62","2017-08-23",67.800003
"63","2017-08-24",65.099998
"64","2017-08-25",65.099998
"65","2017-08-28",72.900002
"66","2017-08-29",80.400002
"67","2017-08-30",75
"68","2017-08-31",75.599998
"69","2017-09-01",79.5
"70","2017-09-05",75
"71","2017-09-06",75
"72","2017-09-07",73.199997
"73","2017-09-08",72.599998
"74","2017-09-11",74.699997
"75","2017-09-12",76.5
"76","2017-09-13",78
"77","2017-09-14",78.900002
"78","2017-09-15",72.900002
"79","2017-09-18",69.599998
"80","2017-09-19",72
"81","2017-09-20",75.900002
"82","2017-09-21",77.400002
"83","2017-09-22",74.400002
"84","2017-09-25",69
"85","2017-09-26",70.5
"86","2017-09-27",69.300003
"87","2017-09-28",69.599998
"88","2017-09-29",69.599998
"89","2017-10-02",70.199997
"90","2017-10-03",68.400002
"91","2017-10-04",68.699997
"92","2017-10-05",69.599998
"93","2017-10-06",68.099998
"94","2017-10-09",77.699997
"95","2017-10-10",75.300003
"96","2017-10-11",79.110001
"97","2017-10-12",76.800003
"98","2017-10-13",75
"99","2017-10-16",73.800003
"100","2017-10-17",75.599998
"101","2017-10-18",75
"102","2017-10-19",79.800003
"103","2017-10-20",79.800003
"104","2017-10-23",81.599998
"105","2017-10-24",81.900002
"106","2017-10-25",78
"107","2017-10-26",78.900002
"108","2017-10-27",75.900002
"109","2017-10-30",72
"110","2017-10-31",72
"111","2017-11-01",67.800003
"112","2017-11-02",67.800003
"113","2017-11-03",65.699997
"114","2017-11-06",66.599998
"115","2017-11-07",67.199997
"116","2017-11-08",69.720001
"117","2017-11-09",67.800003
"118","2017-11-10",69
"119","2017-11-13",66
"120","2017-11-14",64.800003
"121","2017-11-15",61.799999
"122","2017-11-16",64.800003
"123","2017-11-17",64.5
"124","2017-11-20",61.799999
"125","2017-11-21",61.5
"126","2017-11-22",62.400002
"127","2017-11-24",61.799999
"128","2017-11-27",59.400002
"129","2017-11-28",58.200001
"130","2017-11-29",57.900002
"131","2017-11-30",54.299999
"132","2017-12-01",54
"133","2017-12-04",53.400002
"134","2017-12-05",55.5
"135","2017-12-06",54.299999
"136","2017-12-07",53.700001
"137","2017-12-08",52.200001
"138","2017-12-11",49.799999
"139","2017-12-12",48.900002
"140","2017-12-13",50.700001
"141","2017-12-14",48.599998
"142","2017-12-15",48.299999
"143","2017-12-18",46.799999
"144","2017-12-19",49.200001
"145","2017-12-20",47.099998
"146","2017-12-21",46.5
"147","2017-12-22",47.700001
"148","2017-12-26",52.5
"149","2017-12-27",53.25
"150","2017-12-28",57.599998
